LGA_CODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
LGA33360,181,87,158,246,98,246,345,4,3,11,0,9,6,4,8,11,85,164,243,123,198,324,139,301,441,2146,1793,3946,2729,2196,4923,2614,2329,4946,7822,7711,15533,8540,8372,16915,9108,9557,18661
LGA33430,1802,809,1633,2448,1020,2111,3136,27,30,56,23,25,47,24,22,55,862,1688,2556,1391,2333,3723,1802,3139,4938,22422,21097,43519,19838,19285,39127,21550,22538,44089,65337,66705,132044,71957,76031,147986,81687,88062,169751
LGA33610,35,16,24,39,14,26,40,0,0,4,0,0,0,0,0,0,12,34,49,22,20,49,14,28,43,525,447,972,471,477,942,612,582,1195,1433,1397,2825,1500,1583,3085,1574,1655,3228
LGA33620,193,50,132,179,64,153,218,3,4,5,0,4,4,10,0,10,78,168,245,84,166,258,132,213,342,1414,1366,2773,1736,1744,3481,2254,2300,4554,5743,5730,11473,6049,6464,12510,6702,7128,13834
LGA33800,29,4,6,14,5,26,30,0,0,0,0,0,0,0,0,0,6,25,35,9,10,18,4,29,34,324,340,659,379,346,721,501,511,1018,1612,1537,3156,1419,1410,2835,1431,1392,2824
LGA33830,0,0,3,3,4,3,5,0,0,0,0,0,0,0,0,0,3,3,5,8,3,7,4,3,8,18,15,33,22,12,41,50,31,80,96,107,209,140,144,280,159,112,273
LGA33960,533,223,475,696,349,764,1118,3,10,18,9,9,19,12,16,28,265,468,739,375,652,1025,606,1135,1741,5976,5271,11252,6403,5541,11940,7220,7048,14270,21763,21830,43594,25020,25407,50422,30094,32212,62300
LGA33980,79,29,68,97,24,63,90,0,0,0,0,0,0,3,0,3,26,65,97,34,79,113,37,75,118,1596,749,2350,1684,788,2471,1949,1196,3147,3678,2807,6481,4000,3094,7092,4040,3467,7506
LGA34420,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,30,45,76,13,7,19,22,20,42,100,111,210,116,116,233,116,110,232
LGA34530,87,35,82,119,49,101,147,0,4,3,0,0,0,0,0,0,33,75,112,38,90,130,66,117,184,1745,1007,2752,1835,1071,2906,2331,1431,3761,4895,4364,9254,5243,4558,9807,5977,5171,11140
LGA34570,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,3,5,36,38,68,12,10,23,69,65,135,64,67,133,58,73,133,124,117,238
LGA34580,120,43,82,121,48,127,170,3,3,4,3,0,3,0,3,5,47,112,157,72,115,185,95,185,285,1256,1185,2436,1513,1369,2883,1996,1760,3762,4637,4910,9546,5193,5655,10845,6047,6348,12400
LGA34590,1006,415,803,1217,471,1157,1631,30,18,51,22,21,46,20,25,38,461,945,1409,701,1155,1862,861,1759,2618,10493,10235,20725,10277,9894,20172,10713,11011,21727,39227,40713,79940,41186,42776,83961,45485,48599,94085
LGA34710,10,8,8,12,8,10,16,0,0,0,0,0,0,0,0,0,7,9,21,8,9,18,13,14,24,203,184,382,156,158,313,186,199,387,593,623,1211,544,602,1150,510,560,1070
LGA34770,353,141,263,411,163,390,552,7,9,15,6,7,13,4,12,14,132,293,423,186,302,492,223,472,693,5476,4283,9757,5478,3341,8813,5711,4222,9934,15798,15300,31094,16573,15059,31634,17405,17068,34478
LGA34800,5,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,7,8,0,3,3,48,37,89,87,29,116,33,29,65,111,96,204,139,98,245,77,91,171
LGA34830,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,13,4,14,3,0,6,8,4,13,25,31,55,27,35,55,36,45,76
LGA34860,45,3,27,37,9,34,44,0,0,0,3,0,3,0,0,0,16,35,55,10,33,44,15,39,59,391,386,773,735,608,1347,766,655,1420,1628,1642,3268,1915,1779,3692,1975,1887,3867
LGA34880,53,32,64,89,20,54,73,0,0,0,0,0,3,0,4,4,25,50,78,35,76,116,29,85,116,1502,863,2364,1454,829,2288,2167,1187,3354,3150,2702,5851,3175,2854,6028,3949,3189,7129
LGA35010,1459,615,1249,1871,710,1581,2289,17,22,34,22,21,44,25,28,52,650,1253,1901,983,1672,2656,1164,2209,3371,11448,10775,22218,12067,11111,23175,13785,13754,27538,47734,48604,96339,52988,55383,108365,61055,65111,126162
LGA35250,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,3,0,3,3,6,6,4,3,4,24,29,59,36,32,64,63,62,125,121,116,234,173,167,339,200,187,392
LGA35300,73,26,58,84,25,71,94,3,0,5,0,0,0,0,0,0,44,63,104,32,67,99,37,80,117,1624,1391,3009,1876,1430,3309,1237,1070,2306,3626,3363,6983,3848,3453,7301,3080,3138,6218
LGA35600,13,8,3,12,3,10,13,0,0,0,0,0,0,0,0,0,5,14,15,8,3,12,3,14,19,226,202,426,229,206,436,185,196,385,689,664,1346,665,628,1296,560,589,1156
LGA35670,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,4,3,0,3,33,30,68,6,9,17,30,12,37,137,140,278,136,130,272,143,126,264
LGA35740,189,59,161,217,71,182,249,0,5,10,0,0,0,6,0,5,77,169,245,85,207,289,111,257,361,2030,1922,3945,1672,1635,3308,1887,1973,3858,6488,6574,13066,6261,6648,12911,6697,7134,13825
LGA35760,41,13,20,32,11,20,32,0,0,0,0,0,0,0,0,0,9,34,49,10,25,36,22,20,39,381,330,710,484,429,911,709,652,1361,1268,1318,2586,1282,1390,2670,1510,1539,3048
LGA35780,4,0,0,3,6,15,16,3,0,3,0,0,0,0,0,0,7,8,17,7,7,13,4,22,31,88,81,167,76,70,144,73,77,156,371,398,764,387,402,787,475,513,990
LGA35790,3,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,3,7,7,8,13,0,7,8,135,126,263,31,31,67,58,46,102,366,359,730,328,299,624,328,305,632
LGA35800,5,0,0,3,0,7,4,0,0,0,3,0,0,0,0,0,0,10,10,4,4,6,0,7,4,94,72,165,90,68,153,78,81,157,257,247,497,200,237,435,184,220,408
LGA36070,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,0,0,17,22,42,6,3,9,25,13,34,71,64,138,73,66,145,90,96,188
LGA36150,0,4,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,3,0,48,36,91,34,18,53,30,22,54,122,139,265,119,96,217,105,101,210
LGA36250,523,200,410,616,222,463,684,0,11,13,9,3,15,6,10,17,223,443,670,305,527,836,341,603,946,3939,3928,7868,3534,3516,7050,3596,3780,7381,18152,18983,37133,18795,19693,38489,19675,20804,40472
LGA36300,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,3,4,0,0,0,63,37,103,49,30,80,42,33,70,153,107,261,110,114,223,98,91,188
LGA36370,221,106,172,273,124,298,421,8,10,19,0,7,7,6,0,6,117,196,308,143,212,360,213,395,603,3545,3275,6818,3715,3439,7154,3503,3231,6731,11478,11693,23168,11365,11773,23141,11984,12678,24656
LGA36510,137,41,112,150,52,111,160,3,3,4,0,4,3,0,3,5,50,129,183,59,138,193,72,152,221,1350,1141,2490,1136,1005,2137,1882,1693,3573,4680,4742,9426,4670,4932,9600,5760,5997,11758
LGA36580,63,22,57,81,26,70,101,0,0,0,3,0,3,0,0,0,23,54,77,29,69,97,44,96,145,795,732,1522,764,678,1442,1163,1150,2310,2532,2699,5232,2844,2910,5752,3476,3675,7148
LGA36630,111,34,66,95,42,68,113,0,0,0,0,0,0,3,4,4,49,100,151,44,84,130,60,86,143,1201,1152,2352,1052,933,1991,1521,1350,2874,4032,4166,8198,4064,4241,8309,4465,4435,8896
LGA36660,111,42,72,112,40,95,129,3,0,4,0,0,0,3,3,4,43,95,133,51,85,143,56,123,182,1041,1059,2100,1042,1083,2129,1276,1294,2568,4368,4433,8795,4337,4605,8938,4642,4761,9406
LGA36720,930,394,891,1284,434,943,1378,25,28,52,15,20,32,17,26,39,425,852,1279,580,1151,1726,684,1314,1997,8193,8418,16616,7822,7308,15122,9391,9680,19076,31466,33347,64814,34233,36750,70984,39778,43721,83499
LGA36820,86,26,84,111,24,76,104,0,0,3,3,4,5,0,0,0,37,71,107,38,102,137,45,95,135,1025,1004,2030,1032,973,2007,1170,1204,2373,3173,3432,6610,3103,3368,6469,3285,3523,6804
LGA36910,587,181,429,615,305,570,877,10,8,20,13,16,24,4,11,21,259,503,770,301,574,879,464,770,1233,4829,4594,9420,4828,4823,9659,6030,6269,12301,21593,22898,44492,21891,23224,45114,23896,26032,49931
LGA36950,10,0,11,11,3,3,9,0,0,4,0,0,0,0,0,0,10,15,27,0,12,12,3,6,8,152,148,303,256,245,506,296,304,594,618,616,1233,644,639,1284,745,771,1516
LGA36960,26,8,14,21,3,3,9,0,0,0,0,0,0,0,0,0,21,26,43,24,27,48,7,4,17,172,142,313,139,110,246,210,201,412,740,704,1448,777,680,1463,795,822,1608
LGA37010,614,223,410,627,294,607,902,5,14,23,6,3,15,10,14,30,271,552,825,317,513,838,502,870,1369,6912,5835,12747,7794,6367,14168,8492,6943,15433,24730,25647,50370,27188,28279,55464,29906,31398,61310
LGA37300,8,5,7,13,5,7,6,0,0,0,0,0,0,0,0,0,4,5,8,3,11,18,9,7,11,171,151,316,229,177,411,225,190,412,486,464,948,566,554,1122,634,653,1290
LGA37310,87,31,48,80,29,92,126,0,3,4,0,0,3,3,3,12,44,65,103,45,60,102,53,134,189,1129,1092,2218,1545,1273,2813,2094,1917,4010,4047,4010,8053,4630,4420,9053,5473,5410,10885
LGA37340,102,31,84,124,42,118,161,3,3,8,0,0,4,0,0,4,36,90,123,48,109,155,56,140,193,2193,1571,3768,2240,1557,3800,2525,2089,4619,4695,4024,8720,4748,4160,8908,5241,5046,10289
LGA37400,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,9,9,3,7,7,0,3,7,107,64,170,57,33,87,63,52,119,203,164,363,159,150,307,135,150,289
LGA37550,0,3,3,4,0,3,3,4,0,4,0,0,0,0,0,0,3,0,4,3,3,4,3,8,15,75,63,139,24,19,45,42,33,80,187,163,348,135,134,270,171,150,323
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,3,0,3,7,8,13,52,39,91,32,20,44,24,25,52
LGA37600,14,0,3,4,4,3,6,0,0,0,0,0,0,0,0,0,4,17,23,4,10,7,7,3,10,41,47,88,31,31,55,68,79,144,373,396,778,322,353,680,432,442,874
LGA39499,60,14,27,43,18,39,57,0,0,0,0,0,0,0,3,5,50,58,112,39,47,87,41,71,112,1102,651,1754,1297,650,1944,1598,1045,2650,1647,1257,2902,1750,1211,2962,2039,1581,3621
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,55,35,86,6,12,21,6,0,6,81,55,130,14,18,33
LGA40070,86,50,80,127,36,70,109,0,3,3,5,3,6,0,0,3,67,83,151,119,141,258,105,142,250,1541,955,2502,1344,835,2182,1514,1032,2552,3822,3504,7330,4434,4242,8670,5249,5045,10290
LGA40120,216,68,115,179,41,101,146,0,0,5,0,0,0,0,3,3,86,168,249,102,145,245,70,130,205,1039,971,2011,880,834,1717,1016,997,2011,5937,5892,11837,5812,5877,11689,5722,5928,11646
LGA40220,56,21,58,83,15,54,69,0,0,3,5,0,7,0,0,0,23,51,78,39,80,118,32,66,101,893,942,1837,564,596,1159,943,982,1925,2809,2997,5809,2650,2983,5632,3033,3408,6443
LGA40250,4,0,3,3,5,6,11,0,0,0,0,0,0,0,0,0,3,3,8,0,3,3,4,11,18,121,119,243,66,61,134,138,165,309,322,328,652,371,373,749,376,408,778
LGA40310,79,26,68,91,22,56,84,0,0,0,0,0,5,0,0,0,21,67,89,40,81,122,43,78,116,501,480,984,477,494,974,749,752,1500,2786,2810,5598,2862,2991,5855,3194,3289,6479
LGA40430,6,0,5,5,0,4,9,0,0,0,0,0,0,0,0,0,6,5,10,0,7,11,0,4,9,92,96,188,86,81,166,109,111,223,322,297,626,267,272,542,283,284,565
LGA40520,42,13,31,43,11,25,37,0,0,0,3,0,4,0,0,3,26,36,69,21,44,68,22,35,52,391,418,809,375,409,781,426,416,841,1472,1594,3070,1453,1523,2983,1443,1388,2836
LGA40700,228,73,120,194,72,105,179,5,0,5,0,0,3,0,3,3,99,177,279,106,151,252,101,155,256,1253,1523,2772,938,1120,2058,928,1031,1963,6409,7134,13546,6390,6963,13351,6839,7283,14127
LGA40910,215,79,144,226,90,133,219,0,7,5,5,4,11,0,0,0,92,218,314,144,222,367,125,197,325,1312,1473,2787,1136,1304,2435,1022,1042,2070,6617,6914,13530,6791,7104,13894,7042,7099,14143
LGA41010,7,4,10,12,3,7,10,0,0,0,4,0,4,0,0,0,0,5,8,8,17,20,10,7,15,202,193,396,118,119,240,243,259,507,575,566,1142,459,507,965,543,596,1138
LGA41060,463,176,319,497,214,300,513,13,3,16,15,6,17,0,13,9,262,447,712,309,492,802,364,446,811,3605,3677,7281,3388,3332,6722,3125,3254,6377,13809,14195,28001,14217,14644,28857,14885,15625,30516
LGA41140,21,6,24,35,8,21,25,0,0,4,0,0,0,0,0,0,10,23,35,10,32,46,13,29,39,232,238,469,227,245,465,334,339,678,1070,1109,2176,1067,1196,2262,1176,1234,2409
LGA41190,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,4,14,3,0,4,4,6,11,50,43,95,24,25,54,82,63,138,283,267,550,216,194,415,251,235,484
LGA41330,3,3,4,3,0,8,3,0,0,0,0,0,0,0,0,0,8,3,5,5,4,3,5,9,14,194,171,365,146,113,259,162,162,323,309,286,601,248,226,472,279,292,568
LGA41560,21,16,42,53,10,38,48,0,0,0,0,0,0,0,0,0,10,17,28,17,44,56,20,47,65,380,414,786,343,339,688,642,642,1282,1359,1525,2883,1413,1525,2938,1799,1739,3537
LGA41750,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,4,3,5,0,3,3,3,7,12,28,27,55,18,11,37,37,38,69,148,172,325,114,130,242,126,127,255
LGA41830,3,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,0,6,6,96,88,180,53,56,114,77,73,151,280,236,512,226,224,454,197,213,411
LGA41960,0,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,6,5,0,5,5,0,3,5,25,30,58,52,62,113,75,71,140,126,137,261,153,165,316,179,155,336
LGA42030,90,36,66,100,16,73,91,0,3,3,3,0,3,0,0,0,39,79,118,44,88,130,34,103,133,568,654,1216,592,643,1235,714,722,1440,2653,2906,5561,2655,3014,5673,2996,3317,6313
LGA42110,16,3,12,12,4,11,15,0,0,0,0,0,0,0,0,0,3,14,14,12,12,20,4,11,15,125,130,252,132,122,256,184,172,357,534,551,1086,522,545,1067,509,593,1104
LGA42250,8,8,13,18,12,19,30,0,0,0,0,0,0,0,0,0,6,12,18,7,15,23,10,23,36,321,177,495,369,190,559,753,273,1025,1117,1028,2139,1211,1147,2357,1581,1113,2693
LGA42600,160,72,99,170,55,94,151,5,4,11,0,4,3,0,3,0,77,143,218,104,132,238,78,123,198,1135,1175,2317,1013,1105,2118,1001,1146,2143,4212,4644,8852,4290,4778,9074,4497,4937,9430
LGA42750,10,3,9,14,3,10,19,0,0,0,0,0,0,0,0,0,0,18,20,4,9,16,4,14,21,184,153,336,148,137,278,242,232,476,585,602,1187,522,545,1066,612,603,1214
LGA43080,4,3,3,5,0,3,3,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,0,3,3,29,35,63,32,24,62,42,43,87,132,161,301,118,141,258,149,149,294
LGA43220,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,4,0,0,0,26,26,47,34,37,70,43,40,86,133,136,271,126,141,265,140,140,282
LGA43360,4,3,3,6,0,6,6,0,0,0,0,0,0,0,0,0,3,0,3,4,9,7,0,6,6,71,56,125,86,59,148,100,112,212,293,308,601,284,251,531,293,262,557
LGA43650,36,15,24,36,11,32,46,0,0,0,0,0,4,0,0,0,16,28,41,24,40,59,14,46,60,379,304,692,363,317,672,434,381,819,1947,1865,3817,2125,2095,4220,2243,2305,4547
LGA43710,9,9,20,27,3,10,12,0,0,0,0,0,0,0,0,0,3,16,19,12,17,27,4,15,22,212,135,347,233,114,348,451,215,669,712,629,1341,793,679,1474,989,756,1738
LGA43790,38,21,24,50,10,19,35,0,0,0,0,0,0,0,0,0,21,25,44,26,41,72,23,35,56,344,356,696,307,294,600,395,408,795,1573,1616,3189,1478,1533,3003,1416,1516,2928
LGA43920,31,3,19,26,5,20,27,0,0,0,0,0,0,0,0,3,8,27,38,5,29,36,11,32,46,359,329,683,262,248,509,357,320,680,1245,1285,2535,1148,1223,2369,1268,1266,2535
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38,4,4,5,22,23,43,25,23,52,19,13,28,22,23,43
LGA44060,435,168,295,470,142,243,384,6,8,13,7,7,16,4,11,14,208,390,596,255,405,663,253,384,641,2224,2356,4582,2140,2191,4329,2035,2213,4247,10749,11470,22220,11206,11961,23166,11934,12978,24910
LGA44210,19,4,11,16,3,20,22,0,0,0,0,0,0,3,0,3,12,25,31,4,22,27,11,20,26,439,277,718,507,296,806,604,371,979,1099,1005,2105,1143,970,2106,1204,1008,2209
LGA44340,325,121,210,325,103,162,266,5,8,18,6,6,10,3,5,10,155,273,424,179,266,449,173,229,403,1472,1566,3040,1200,1236,2437,1370,1422,2790,9378,9924,19297,9337,9913,19252,9786,10582,20368
LGA44550,124,50,94,146,37,90,127,5,0,3,0,3,3,4,0,4,59,118,175,68,118,184,60,126,181,691,787,1476,613,580,1188,973,1038,2006,3974,4338,8316,4175,4559,8736,4811,5308,10120
LGA44620,59,40,45,83,35,75,111,0,0,0,0,0,0,3,0,3,28,56,80,54,62,117,62,98,161,807,790,1596,683,731,1419,839,909,1751,3225,3583,6803,3316,3693,7009,3500,3906,7405
LGA44830,14,3,9,10,0,5,5,0,0,0,0,0,0,0,0,3,8,9,20,3,7,13,0,5,11,115,87,199,95,110,196,111,103,216,388,400,788,344,377,721,335,353,689
LGA45040,60,29,60,94,29,47,73,0,0,0,0,4,4,0,0,0,16,54,78,40,80,124,44,72,118,854,663,1509,1093,728,1822,1134,796,1930,2587,2548,5139,2913,2751,5666,3013,2834,5846
LGA45090,26,15,22,37,13,26,41,0,0,0,0,0,0,0,0,0,15,23,37,20,25,40,16,28,51,227,206,434,221,231,450,260,252,511,1114,1077,2192,1051,1067,2118,1099,1048,2146
LGA45120,27,0,18,18,3,9,7,0,0,0,0,0,0,0,0,0,15,18,29,3,15,23,6,9,20,164,154,315,131,101,229,177,147,322,678,681,1357,555,530,1086,553,540,1090
LGA45290,217,67,113,179,56,111,169,5,6,4,5,0,5,0,0,0,101,190,287,114,172,284,98,161,258,1200,1191,2391,1083,954,2039,911,985,1891,5150,5352,10499,5318,5395,10710,5303,5461,10761
LGA45340,727,276,520,798,272,484,754,8,14,15,7,6,15,5,9,16,301,614,919,382,680,1056,387,692,1079,4309,4188,8501,4176,4237,8419,4675,4970,9640,21512,22222,43733,21705,23096,44805,22613,24236,46848
LGA45400,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,4,0,0,0,21,17,34,22,13,35,37,45,85,114,126,247,98,95,197,115,119,227
LGA45540,7,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,11,11,0,6,4,0,5,5,110,85,193,70,65,141,82,73,157,268,282,551,226,220,450,206,196,398
LGA45680,408,131,260,392,143,332,481,6,6,17,3,8,16,6,11,21,207,419,623,229,383,612,308,556,863,2975,3080,6060,3099,2965,6068,3615,3576,7190,10987,11523,22511,11921,12452,24371,13862,14619,28476
LGA45890,523,211,381,585,247,389,632,14,25,38,11,17,29,14,9,20,295,552,845,423,640,1060,451,653,1112,5033,4618,9657,4803,4170,8972,4278,3944,8227,15653,15576,31234,17107,16874,33983,17671,18103,35777
LGA46090,25,7,29,35,8,26,37,0,0,3,0,3,3,0,4,4,15,31,47,23,37,59,16,30,46,1074,656,1735,1182,839,2023,1209,686,1900,2388,2069,4454,2376,2117,4498,2391,1936,4323
LGA46300,40,15,57,71,18,31,48,0,3,3,0,0,0,0,0,0,23,32,58,26,73,96,25,39,67,563,530,1089,485,444,931,589,590,1176,1945,1987,3933,1823,2014,3836,1872,2008,3881
LGA46450,42,15,31,46,7,28,35,0,0,0,0,3,3,0,0,0,24,43,65,34,48,80,19,49,67,575,636,1211,565,559,1124,613,637,1252,2345,2500,4850,2299,2382,4679,2203,2384,4585
LGA46510,87,41,56,96,41,45,88,3,5,4,3,3,4,0,0,0,43,82,131,92,102,190,65,69,131,622,674,1299,559,474,1035,513,498,1014,3087,3118,6199,3053,3087,6142,3197,3045,6239
LGA46670,26,7,20,23,15,23,37,0,0,0,0,0,0,0,0,0,21,28,41,23,27,45,19,29,44,388,380,766,372,368,740,418,422,834,1350,1405,2756,1269,1316,2585,1257,1296,2554
LGA46860,6,0,7,9,3,3,4,0,0,0,0,0,0,0,0,0,0,7,6,0,4,5,3,7,8,251,214,468,62,42,105,64,62,127,372,337,711,177,153,334,169,157,327
LGA46970,17,4,8,19,0,14,14,0,0,0,0,0,0,0,0,0,4,14,17,4,8,19,0,16,16,220,118,343,390,124,518,248,118,365,751,604,1356,902,626,1524,680,581,1261
LGA47140,526,215,403,624,258,504,759,12,10,25,6,18,24,15,8,18,344,520,860,394,616,1010,531,848,1378,4430,4329,8757,4602,4544,9154,3950,4033,7987,17567,17676,35241,18724,19210,37930,19916,20829,40745
LGA47290,11,0,3,5,3,4,3,0,0,0,0,0,0,0,0,0,0,9,10,4,4,11,6,4,7,41,44,88,63,54,118,96,94,186,248,279,529,238,268,504,246,255,498
LGA47490,4,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,4,7,12,3,8,11,3,0,3,100,72,175,93,72,167,90,88,182,301,288,587,282,287,573,275,286,562
LGA47630,16,6,22,27,7,13,19,0,0,0,0,0,0,0,0,0,6,25,28,24,25,42,15,18,31,239,180,422,145,140,284,327,278,603,1012,962,1974,861,858,1719,958,938,1894
LGA47700,453,197,290,478,158,281,442,3,5,5,4,3,8,9,6,12,221,391,614,283,393,675,247,399,646,2410,2468,4873,2101,2288,4392,1931,2114,4040,13553,14110,27658,12882,13535,26417,12817,13536,26354
LGA47800,21,4,10,15,9,17,24,0,0,0,0,0,0,0,0,0,0,17,19,4,10,12,17,27,38,195,180,380,272,230,502,218,225,440,743,796,1539,776,743,1519,678,721,1404
LGA47910,4,3,9,10,4,0,3,0,0,0,0,0,0,0,0,0,0,3,11,3,9,11,4,3,5,75,88,165,41,67,111,80,97,179,304,306,613,262,299,564,275,332,605
LGA47980,189,67,92,160,69,103,176,0,3,3,0,3,3,0,0,3,98,163,260,84,127,217,104,149,255,969,1316,2286,978,986,1970,914,990,1906,5232,6122,11354,5410,5964,11365,5631,6192,11824
LGA48050,40,16,28,45,10,26,35,0,0,4,0,0,0,0,0,0,17,33,51,26,38,61,22,29,56,429,501,932,517,581,1096,458,516,978,1336,1388,2720,1477,1632,3108,1481,1635,3115
LGA48130,24,3,16,16,9,19,28,0,0,0,0,0,0,0,0,0,7,19,31,8,21,28,14,29,35,248,239,494,217,183,400,249,250,498,901,925,1829,886,900,1789,904,936,1838
LGA48260,32,12,27,34,17,28,42,0,0,4,0,3,6,0,0,0,9,35,43,14,28,43,25,36,63,256,258,514,227,217,438,212,224,435,1080,1146,2224,1065,1115,2178,1134,1234,2371
LGA48340,24,20,14,33,13,21,31,0,0,0,0,0,0,0,0,3,12,20,32,20,25,48,16,30,49,395,400,795,326,344,673,462,469,927,1668,1701,3374,1540,1592,3129,1580,1582,3157
LGA48410,286,133,193,318,124,183,311,0,4,6,4,12,14,0,8,7,177,273,451,247,290,534,213,292,508,1878,1707,3589,1647,1783,3432,1541,1729,3272,7383,7522,14903,7778,8296,16076,8228,8991,17215
LGA48540,52,23,33,61,20,69,84,0,3,3,3,3,5,3,0,6,21,54,75,31,46,83,36,89,120,878,798,1679,938,881,1817,897,924,1819,3257,3280,6536,3176,3276,6450,3045,3375,6422
LGA48640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,19,31,48,27,40,64,47,51,104,154,184,334,130,170,299,157,187,342
LGA48750,13,0,12,15,10,10,15,0,0,0,0,0,0,0,0,0,0,14,13,0,12,16,8,11,22,186,201,388,116,104,219,207,196,398,510,559,1067,421,515,936,561,612,1177
LGA48830,31,3,19,21,5,26,32,0,0,0,0,0,0,0,0,0,5,29,37,14,25,33,12,33,49,370,366,734,267,256,522,390,365,755,1329,1347,2678,1128,1163,2289,1169,1170,2340
LGA49399,3,6,6,16,3,3,4,0,0,3,0,0,3,0,0,0,4,5,5,11,14,22,7,3,7,269,175,444,397,320,719,377,236,614,558,484,1042,731,602,1332,597,440,1040
LGA49499,20,8,7,11,7,3,13,0,0,0,0,0,0,0,0,0,23,14,37,11,12,21,18,11,29,164,108,275,299,160,460,403,220,625,305,281,585,480,347,828,552,393,946
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA50080,67,28,75,100,43,62,104,5,5,10,4,4,6,0,3,3,42,63,102,50,100,147,65,99,166,1274,1120,2393,1329,908,2232,1695,1261,2953,4541,4547,9084,4818,4633,9452,5326,5052,10373
LGA50210,194,85,178,264,135,282,416,4,0,5,4,3,12,7,9,15,78,185,263,152,243,394,245,425,665,2087,2080,4173,2552,2378,4930,2788,2703,5488,7445,7705,15147,9029,9131,18164,11644,12311,23947
LGA50250,15,15,23,31,25,22,49,0,0,0,0,0,0,0,0,0,4,17,19,16,18,39,31,24,55,495,274,775,1162,357,1523,1786,450,2238,1121,881,1996,1952,1074,3022,2674,1175,3848
