LGA_CODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
LGA19399,0,0,0,0,0,0,0,0,0,3,40,11,34,42,45,62,21,13,4,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,43,20,27,42,46,21,17,13,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,7,0,0,0,22,0,0,0,0,0,0,0,0,0,3,8,7,0,8,5,0,11,5,0,43,22,4,10,15,25,26,9,6,0,123,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA19499,25,52,72,53,47,22,3,3,0,274,128,220,334,288,270,288,142,63,19,1755,0,0,7,0,0,0,0,0,0,9,9,21,21,24,17,17,10,4,0,115,0,0,0,0,0,0,0,0,0,4,248,366,479,358,279,236,119,52,24,2159,0,0,4,0,5,5,0,3,0,15,15,17,37,31,26,10,5,3,0,142,4,4,7,4,9,5,3,0,0,35,0,46,9,6,3,6,3,0,0,68,3,11,21,8,14,12,3,4,0,75,0,0,6,4,4,0,0,0,0,13,0,3,17,0,0,0,3,0,0,24,13,19,31,18,15,12,0,0,0,112,6,23,31,48,51,71,30,4,0,261,3,3,3,3,5,0,5,3,0,25,0,3,8,13,3,7,3,0,0,38,25,42,62,43,55,52,40,8,6,338,30,36,60,37,22,17,16,0,0,219,4,6,3,3,7,4,0,0,0,25
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,7,10,10,18,13,7,4,0,0,64,255,146,132,266,332,375,247,198,77,2021,0,0,0,0,0,0,0,0,0,0,10,12,11,15,19,10,7,3,5,90,0,0,0,0,0,0,0,0,0,0,648,320,268,478,497,450,385,242,58,3343,8,4,0,8,3,15,24,8,0,67,6,3,5,10,14,10,5,3,3,62,3,4,3,8,5,10,3,3,0,38,4,0,0,0,0,0,0,0,0,5,19,8,4,13,19,17,32,15,8,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,13,37,9,7,19,17,7,8,5,0,117,17,10,13,46,77,92,55,54,24,394,0,0,0,0,6,4,0,0,0,14,0,0,0,0,0,5,0,3,0,11,110,103,41,115,206,190,158,127,44,1096,64,28,13,28,43,40,14,3,0,238,3,0,0,0,0,0,0,3,0,3
LGA20260,6,6,3,3,5,0,0,0,0,32,196,122,128,192,246,287,236,182,59,1649,0,0,0,0,0,0,0,0,0,0,5,7,0,3,9,3,6,3,0,38,0,0,0,0,0,0,0,0,0,0,525,294,205,315,379,317,232,130,26,2429,14,4,4,4,22,27,9,13,6,93,3,0,0,3,4,0,0,0,0,10,21,18,4,20,9,21,5,3,3,102,0,0,0,0,0,0,3,0,0,11,19,27,11,26,37,16,25,16,10,194,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,14,4,6,6,4,7,3,0,0,36,50,34,32,78,129,165,99,76,20,686,19,14,5,11,10,14,8,9,4,89,6,7,5,5,4,6,6,6,0,46,179,116,90,178,267,272,211,156,41,1507,9,6,5,6,16,24,7,0,0,80,0,0,0,0,0,0,0,0,0,5
LGA20570,48,99,67,71,99,34,18,4,3,442,1746,1490,1186,1794,1924,1856,1316,1102,389,12811,0,0,0,0,0,0,0,0,0,0,131,118,78,134,159,129,84,78,22,939,65,38,27,24,15,16,14,18,3,219,4933,3904,2670,3242,2991,2340,1605,1087,335,23122,234,121,128,113,149,155,91,72,22,1081,62,52,53,59,61,48,37,23,9,405,29,20,30,17,34,22,23,16,3,185,18,23,11,14,23,13,7,6,0,111,115,124,73,116,99,76,57,63,21,748,0,0,0,0,0,0,0,0,0,3,15,23,12,20,16,12,5,8,0,103,170,121,91,106,107,74,38,27,3,738,263,270,230,440,609,559,478,399,167,3417,57,62,43,48,65,49,43,47,10,415,38,14,15,26,16,23,12,13,9,167,1378,1092,791,1135,1481,1268,1120,956,341,9563,252,170,162,143,135,90,47,45,0,1042,4,14,10,12,16,11,5,6,3,74
LGA20660,232,233,284,300,254,150,54,32,12,1556,1883,1438,1565,2184,2358,2686,1700,1690,680,16184,0,3,0,0,0,0,0,0,0,3,240,239,222,188,260,200,151,138,81,1722,12,20,11,9,8,7,11,9,3,86,7105,5008,4418,5464,5024,4137,2780,2032,593,36562,24,28,21,24,33,38,37,21,7,229,1057,632,760,1038,746,579,485,226,53,5582,24,33,24,35,42,27,24,17,6,234,58,43,19,34,28,12,18,4,3,224,96,54,83,121,99,113,129,112,29,823,31,39,27,28,29,16,5,4,3,191,22,27,37,25,15,24,7,11,14,187,117,109,91,114,122,62,51,18,8,700,184,174,222,323,484,583,358,418,146,2904,50,49,32,46,59,69,48,43,13,396,8,9,12,14,12,4,8,12,3,85,642,650,458,663,898,1000,690,571,266,5842,300,199,215,225,227,143,98,66,9,1480,5,3,14,9,18,13,9,5,4,83
LGA20740,22,12,24,29,42,17,9,0,0,155,529,269,305,576,730,1049,967,738,220,5387,0,0,0,0,0,0,0,0,0,0,73,43,40,47,72,88,74,45,16,511,0,0,0,0,0,0,0,0,0,0,997,549,514,798,789,761,663,401,85,5565,3,0,3,0,6,9,9,8,0,37,25,13,16,32,15,27,33,11,0,180,10,11,12,11,26,11,16,14,3,113,3,7,0,0,5,9,0,6,0,33,23,14,13,8,20,25,38,20,3,170,0,0,0,3,0,0,0,0,0,3,8,3,3,3,3,7,4,3,3,41,40,9,6,18,23,22,9,10,0,140,44,20,25,83,130,230,222,145,45,948,20,11,6,18,20,33,27,17,3,151,7,0,0,0,6,0,3,3,3,28,150,112,74,153,237,350,372,253,83,1780,86,39,31,39,63,55,45,20,3,373,7,3,0,3,7,4,3,3,3,27
LGA20830,15,18,18,17,35,20,0,0,0,122,1022,752,524,960,1182,1116,801,582,216,7147,0,0,0,0,0,0,0,0,0,0,136,79,46,82,81,68,49,31,14,581,133,56,40,73,35,55,23,8,3,421,1857,1114,696,1194,1185,847,589,365,109,7952,31,20,13,17,32,27,15,18,7,167,28,12,18,23,14,21,11,0,5,130,20,22,24,24,21,21,17,6,0,149,22,19,0,12,10,3,9,0,0,72,30,5,13,27,28,31,30,13,3,194,3,0,0,0,0,0,0,0,0,4,27,12,4,17,21,20,15,0,0,121,33,20,12,25,32,44,13,8,5,209,191,128,98,274,350,381,289,213,98,2030,23,21,14,15,25,35,29,15,3,170,20,10,9,12,11,18,9,10,3,94,417,259,175,353,480,479,382,303,104,2959,187,118,55,117,102,70,36,20,8,707,0,0,0,3,0,9,3,3,3,20
LGA20910,142,95,129,220,183,88,59,15,5,927,2928,1716,1242,2569,2810,2624,1646,1906,954,18410,0,0,0,0,0,0,0,0,0,0,114,75,58,100,143,89,50,41,33,711,0,0,0,4,4,0,0,0,0,15,5211,2638,1987,3740,3258,2276,1467,1272,484,22330,13,10,5,3,23,32,27,28,12,155,763,311,344,756,396,315,301,182,33,3396,16,14,15,16,15,9,8,9,0,95,29,11,9,17,15,8,3,5,0,90,150,43,51,142,101,92,94,46,23,724,12,8,10,9,4,9,7,3,0,72,15,10,8,24,17,13,5,18,5,117,66,55,25,58,62,35,18,3,3,340,171,112,109,314,512,454,315,438,235,2652,9,10,4,11,11,11,7,10,3,66,3,0,3,11,0,3,6,3,0,30,726,500,263,603,860,782,485,599,335,5162,168,93,72,106,159,110,41,40,17,805,3,4,0,9,14,12,9,6,7,67
LGA21010,5,3,8,3,11,4,0,3,0,46,392,246,177,307,420,449,320,282,99,2687,0,0,0,0,0,0,0,0,0,0,35,18,10,19,27,20,23,9,7,172,0,0,0,0,0,0,0,0,0,0,623,348,262,400,491,427,278,204,50,3090,6,0,3,0,0,0,3,0,0,12,11,5,0,9,5,9,3,3,0,38,10,6,5,4,6,3,7,0,0,42,15,0,3,7,5,4,6,0,0,52,24,4,10,18,22,12,21,19,3,137,0,0,0,0,0,0,0,0,0,0,3,0,6,6,3,4,0,6,0,27,38,19,8,24,27,13,8,10,0,138,83,53,42,118,144,168,120,131,35,895,16,0,3,7,12,21,7,3,3,77,0,5,0,3,0,3,0,3,0,15,169,110,70,141,240,239,213,179,74,1431,57,18,6,23,37,18,18,7,0,194,3,0,0,0,0,0,3,0,0,8
LGA21110,557,931,863,694,788,434,159,84,16,4531,3799,2552,2031,3189,3463,3239,1872,1981,1095,23228,0,0,0,3,0,0,0,0,0,6,501,400,295,393,401,271,165,136,98,2669,10,0,4,8,6,4,6,7,9,60,8477,5686,4445,5944,5412,3979,2610,2216,934,39704,39,42,36,29,59,50,38,42,15,347,1599,762,654,1641,903,695,888,425,90,7649,23,21,40,26,18,18,18,8,5,164,35,15,19,26,17,11,3,0,0,122,162,108,134,168,146,121,102,102,31,1077,24,24,14,12,29,12,14,3,3,136,43,63,41,59,50,52,29,27,22,401,99,156,137,75,95,60,25,13,7,667,328,359,298,445,623,640,394,420,265,3778,21,19,17,21,22,41,20,37,10,216,14,11,10,24,10,4,10,6,0,90,1414,1109,740,1256,1502,1288,817,925,507,9557,400,413,272,291,304,230,85,67,39,2095,9,11,10,21,19,12,14,22,5,125
LGA21180,4711,2637,2900,3457,2665,991,488,264,75,18194,1197,1019,1012,1300,1531,1322,702,570,196,8849,24,13,9,18,12,4,4,0,0,81,287,224,216,246,241,166,88,70,26,1561,3,0,0,0,3,0,0,0,0,10,12873,9879,8674,9544,9772,8246,5083,2740,617,67426,40,18,24,34,32,30,13,10,0,208,2849,2234,2584,2545,2501,2434,1605,726,119,17600,104,93,105,93,101,117,50,35,9,712,86,67,29,48,50,17,12,3,3,310,79,77,69,97,128,132,154,126,25,887,258,182,120,156,153,86,37,10,0,998,211,125,124,128,101,84,46,25,3,850,293,192,157,213,162,104,55,10,3,1191,168,189,179,251,347,413,233,193,62,2035,21,35,19,21,39,37,17,13,6,209,75,56,42,43,40,23,20,12,0,316,480,400,306,364,461,406,236,184,78,2904,456,341,332,301,239,145,51,20,5,1897,14,27,22,15,25,18,10,6,0,137
LGA21270,0,0,4,4,0,0,0,0,0,9,126,73,54,143,166,166,117,106,34,989,0,0,0,0,0,0,0,0,0,0,9,8,0,15,10,13,7,3,3,67,0,0,0,0,0,0,0,0,0,0,469,207,140,246,282,254,224,175,61,2068,4,3,3,0,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,5,12,8,7,9,3,0,55,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,6,0,0,3,5,7,4,0,0,26,27,15,19,36,40,56,38,49,21,301,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,4,0,10,241,118,101,185,266,255,253,203,79,1691,16,4,3,7,8,10,6,4,0,49,3,0,0,3,0,0,0,0,0,5
LGA21370,5,12,12,14,20,14,0,0,0,76,1121,549,592,1053,1177,1224,906,632,245,7504,0,0,0,0,0,0,0,0,0,0,42,36,24,42,57,42,42,25,8,321,0,0,0,0,0,3,0,4,0,12,2156,1102,869,1302,1197,1026,738,454,128,8986,0,6,4,9,8,19,21,7,4,85,22,5,16,20,5,10,10,8,0,105,14,7,6,13,10,3,3,9,0,67,15,3,9,3,4,0,0,0,0,35,45,33,22,19,43,31,24,15,7,239,0,0,0,0,0,0,0,0,0,3,21,16,3,9,10,7,7,0,9,78,95,59,43,55,60,58,47,16,4,443,157,99,126,238,364,393,316,253,97,2040,50,30,10,30,33,38,31,34,7,263,0,5,4,0,4,7,5,3,0,29,607,390,307,578,626,668,500,360,177,4209,120,82,41,60,62,39,31,11,0,435,10,11,0,3,9,8,0,3,0,41
LGA21450,37,32,51,52,55,20,3,3,0,261,1841,1011,915,1664,1605,1415,835,603,196,10086,0,0,0,0,0,0,0,0,0,0,172,70,73,115,87,85,55,31,10,702,9,6,4,9,8,0,0,0,0,38,3222,1814,1504,2220,1787,1238,764,401,108,13054,56,23,11,44,36,36,13,10,3,240,109,46,54,100,52,48,23,9,0,438,23,14,22,33,33,23,12,4,0,163,26,13,5,12,11,9,5,0,0,79,50,32,40,56,57,68,45,25,3,382,0,0,0,0,0,0,0,0,0,3,22,14,7,24,12,14,8,8,0,113,174,64,74,93,73,44,31,7,3,568,167,107,117,297,333,374,234,141,64,1839,24,13,15,21,19,22,7,5,3,133,29,21,10,20,18,8,4,8,3,121,524,380,219,436,526,486,301,225,97,3190,298,158,124,170,149,106,46,14,4,1073,8,3,0,6,7,4,6,4,0,40
LGA21610,1700,808,1102,1363,953,294,120,66,16,6414,4456,2858,3001,4675,4545,3592,2173,1485,470,27249,0,3,0,0,0,0,0,0,0,4,777,479,434,539,520,357,232,119,43,3494,56,44,15,34,16,11,13,10,3,204,14420,9060,8249,10419,8862,5591,3018,1491,351,61459,175,83,80,131,137,106,68,50,8,838,1636,1061,1176,1343,1000,675,419,129,12,7460,184,89,129,112,107,82,30,30,4,772,399,164,181,162,93,67,29,8,3,1106,156,92,134,179,175,182,149,85,17,1181,175,106,95,115,121,74,27,22,4,742,162,123,104,131,111,47,25,20,10,731,1092,623,608,714,521,281,122,58,6,4030,688,490,510,796,1105,1068,663,423,132,5862,115,59,54,83,89,95,62,32,23,613,224,136,135,131,125,76,45,36,4,913,1356,975,696,1126,1197,879,499,403,129,7262,1227,629,648,687,508,279,105,56,14,4153,53,34,52,36,39,25,11,9,3,249
LGA21670,4,4,0,5,8,11,0,4,0,40,416,211,209,351,458,507,476,354,98,3097,0,0,0,0,0,0,0,0,0,0,36,12,8,21,15,17,23,11,3,146,0,0,0,0,0,3,0,0,0,3,437,231,189,275,313,316,251,153,30,2193,9,13,4,8,23,22,18,20,3,113,15,3,4,16,3,5,4,7,0,65,9,0,3,3,9,10,0,3,0,40,0,0,0,0,0,0,0,0,0,0,3,4,4,8,13,11,19,10,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,10,22,3,4,16,15,5,11,0,90,39,21,28,53,82,103,136,88,25,575,19,7,11,15,18,25,18,8,7,138,9,0,3,5,0,3,3,3,0,32,179,117,77,144,204,251,219,160,81,1441,12,4,7,9,14,13,6,3,0,77,0,0,0,0,0,0,4,0,0,3
LGA21750,9,12,10,15,30,11,0,0,0,91,361,243,219,347,512,426,347,279,112,2848,0,0,0,0,0,0,0,0,0,0,31,25,17,29,39,34,14,25,11,219,0,0,0,0,0,0,0,0,0,0,1200,707,548,772,724,648,469,277,87,5437,4,0,6,0,6,5,4,0,0,31,14,11,10,13,12,11,3,6,0,72,20,10,13,10,9,12,9,0,3,95,0,0,0,3,0,0,0,0,0,4,10,17,10,20,17,17,17,7,0,116,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,0,18,42,15,12,26,22,19,6,13,0,169,121,94,77,145,233,210,177,137,44,1240,5,6,5,6,13,15,7,5,3,51,0,0,0,3,0,4,4,3,4,17,365,213,177,280,395,442,341,284,89,2579,46,36,19,26,34,23,8,15,3,214,7,0,3,0,3,3,3,0,0,17
LGA21830,4,0,3,7,7,7,4,0,0,34,436,209,207,339,359,382,357,213,62,2563,0,0,0,0,0,0,0,0,0,0,31,16,17,28,22,29,13,8,4,172,0,0,0,0,0,0,0,0,0,0,1176,565,457,687,663,525,421,264,66,4822,0,0,0,5,4,3,0,0,0,14,0,3,8,11,9,4,3,0,4,32,10,7,5,5,8,0,3,7,0,47,0,0,0,0,0,0,0,0,0,3,24,14,4,32,16,24,15,16,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,20,6,6,7,9,7,0,0,0,58,142,76,87,210,229,229,199,156,61,1371,0,0,4,0,0,3,4,0,0,19,3,0,0,0,3,3,3,4,0,15,336,178,185,287,369,390,320,218,94,2375,28,12,4,18,13,22,20,3,0,120,0,0,0,0,3,3,0,0,0,7
LGA21890,638,632,868,826,666,232,117,62,18,4071,859,713,1088,1397,1319,1052,784,1224,549,8986,4,3,5,3,5,0,3,0,0,26,155,139,152,164,123,81,53,76,26,972,0,6,5,0,3,0,0,7,0,23,6496,4425,5673,6776,4749,4014,4598,3390,863,40993,20,16,17,25,29,27,27,28,17,209,2596,1441,2407,2843,1748,2189,2282,979,161,16658,29,36,57,44,35,43,35,21,5,310,29,28,22,30,27,10,5,6,4,161,35,57,77,79,59,35,38,55,10,437,45,40,50,31,12,26,9,0,0,214,29,37,53,56,33,40,33,16,13,312,99,74,70,81,43,37,12,13,5,437,69,117,180,211,275,255,209,298,147,1769,28,18,27,27,37,52,21,40,26,281,35,23,33,21,17,14,4,5,3,153,270,293,341,395,379,240,217,352,191,2676,230,163,240,188,156,87,43,31,8,1140,19,11,22,20,17,14,3,4,0,109
LGA22110,17,25,22,33,50,36,10,0,0,189,1144,682,562,1126,1414,1716,1443,970,338,9385,0,0,0,0,0,0,0,0,0,0,54,43,24,54,61,81,67,20,10,417,50,25,16,16,12,10,13,11,0,144,1440,856,597,1004,1098,1149,879,480,110,7613,6,7,0,3,8,7,9,0,0,41,21,18,13,19,20,16,17,3,0,120,42,34,28,31,42,31,29,8,3,249,8,12,0,13,4,5,6,3,0,46,22,15,17,16,36,47,55,35,0,242,0,0,0,0,0,0,0,0,0,11,3,0,0,3,7,14,6,3,4,40,131,65,48,86,63,57,44,28,3,517,83,58,44,135,279,375,364,274,69,1678,21,6,22,19,29,26,18,6,0,141,17,4,13,16,10,17,20,16,9,120,343,248,149,302,518,587,548,393,143,3228,102,47,40,58,75,66,37,20,6,452,0,0,0,4,6,6,0,3,0,23
LGA22170,150,99,152,206,170,71,16,11,8,882,3172,2174,2063,3295,3454,3350,2351,1709,621,22190,0,0,0,0,0,0,0,0,0,0,337,213,197,252,238,215,165,135,59,1806,24,10,13,14,8,14,3,17,4,99,5236,3746,3366,4161,3786,2993,1829,1123,286,26538,27,30,26,29,46,53,33,33,21,297,408,219,326,381,261,218,187,103,16,2122,62,73,78,65,69,48,43,36,10,474,147,92,76,62,50,27,29,11,3,501,75,47,72,126,130,131,127,80,19,801,24,14,22,19,13,3,3,0,0,91,38,32,33,53,33,21,16,8,7,252,280,149,144,167,151,134,58,20,13,1121,341,275,256,494,757,717,599,416,103,3965,59,27,23,43,53,45,36,14,10,298,47,25,15,27,30,20,9,9,0,176,653,506,375,618,744,747,506,387,147,4675,433,289,284,271,258,172,67,40,14,1827,22,13,14,20,18,17,7,3,5,125
LGA22250,3,3,0,12,0,5,0,0,0,21,294,155,140,300,372,398,315,259,75,2303,0,0,0,0,0,0,0,0,0,0,102,49,39,49,59,53,47,32,18,447,29,19,17,14,3,3,3,4,0,95,524,261,217,309,320,310,213,141,43,2342,0,0,0,4,0,3,11,0,0,25,4,8,3,4,3,0,0,0,0,25,0,0,3,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,11,13,0,3,8,3,15,11,3,0,61,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,3,3,19,10,3,7,10,13,7,4,3,0,57,37,29,34,55,91,100,110,81,22,558,0,7,3,0,3,7,4,3,0,23,0,0,0,0,0,0,0,0,0,5,233,116,98,202,268,303,241,181,63,1700,20,8,10,14,12,17,8,8,0,99,0,0,0,0,0,0,0,0,0,0
LGA22310,214,428,622,408,347,170,83,31,14,2322,1494,887,1294,1940,1764,1488,1038,1425,699,12038,0,0,0,0,0,0,0,0,0,0,142,106,144,149,127,77,50,58,20,879,0,3,3,0,7,10,3,0,0,29,5030,3166,3435,4516,3556,2351,1906,1763,550,26279,9,14,22,15,31,18,16,26,14,153,1569,668,1096,1719,854,892,1037,420,61,8308,23,15,46,25,23,20,20,16,0,201,22,18,9,16,11,14,5,0,4,100,67,49,75,115,105,55,63,81,26,636,18,18,25,21,27,19,22,18,3,158,10,22,24,22,13,7,11,10,3,129,58,51,66,46,54,29,11,12,4,339,118,124,158,325,385,322,286,415,193,2320,7,8,19,7,15,16,22,13,15,120,10,12,22,10,11,10,14,8,3,90,584,437,426,663,666,498,403,557,250,4490,225,166,153,185,168,106,50,24,10,1084,22,9,17,13,24,10,6,24,3,128
