LGA_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
LGA20570,402,227,243,252,242,213,152,57,25,1820,3,5,3,6,6,13,9,3,0,47,8758,5785,4843,5732,7148,7354,6499,4066,1854,52038,143,56,206,139,33,33,6,3,0,616,121,73,102,77,43,11,8,0,0,427,3,0,9,4,6,14,12,3,0,42,3,4,0,3,0,0,0,0,0,14,50,16,96,38,6,10,3,0,0,216,24,49,69,64,45,33,16,0,0,303,73,68,166,105,50,42,23,0,0,533,8735,6771,6471,5150,4335,3387,2114,777,303,38035,1527,1292,1196,1087,1144,1143,1016,588,244,9234,19465,14147,13120,12416,12884,12080,9723,5449,2409,101686
LGA20660,410,296,336,351,360,344,225,108,42,2477,17,0,9,17,12,7,3,3,4,73,9951,6223,5846,7697,8845,8335,7674,4731,2323,61625,317,170,536,312,107,112,67,29,3,1654,839,458,502,421,246,142,70,34,9,2714,6,10,21,22,26,20,20,10,3,142,0,0,0,0,0,0,0,0,0,4,63,46,107,59,19,10,7,3,0,311,46,40,79,86,65,55,37,6,9,430,110,89,186,147,89,73,45,14,9,745,8846,5896,7372,7026,5273,4450,2528,1022,439,42851,1705,1119,1367,1336,1299,1150,991,591,454,10018,22015,14238,16248,17375,16224,14542,11511,6470,3253,121865
LGA20740,129,65,69,77,70,121,78,23,14,647,6,0,3,3,3,6,9,3,0,33,1835,1063,947,1335,2030,2725,3277,1833,803,15833,22,3,38,20,3,6,4,0,0,96,16,0,8,11,4,3,8,0,0,49,7,0,0,3,4,4,3,4,0,32,0,0,0,0,0,0,0,0,0,0,3,0,22,0,0,3,4,0,0,35,11,19,15,11,18,11,14,3,0,103,11,19,40,14,18,16,12,3,0,137,2917,1354,1545,1585,1651,1881,1388,502,173,12983,490,236,254,330,456,513,569,318,165,3336,5344,2712,2882,3337,4233,5190,5304,2667,1143,32804
LGA20830,347,190,182,153,232,166,138,66,21,1487,4,0,3,0,3,7,6,3,0,31,4213,2508,2257,2582,3636,3884,3798,2149,829,25851,22,3,28,18,15,11,3,0,0,108,20,4,19,17,15,0,3,0,0,80,0,3,0,0,3,7,3,0,0,17,0,0,0,0,0,0,0,0,0,3,13,5,30,3,0,3,0,0,0,55,20,20,15,17,26,17,19,3,0,145,34,22,43,28,33,21,18,3,0,202,4124,2426,2391,2203,2122,2044,1267,438,154,17176,823,514,479,525,616,727,612,326,132,4751,9291,5519,5269,5432,6486,6718,5728,2925,1112,48479
LGA20910,229,113,120,187,177,200,131,58,35,1240,6,3,0,8,10,12,18,10,0,69,8399,4921,2780,5343,8219,6582,5652,3586,2558,48034,111,60,136,125,80,45,20,9,3,581,83,69,74,62,64,39,31,6,11,441,454,228,179,325,320,411,408,191,85,2607,0,0,0,0,0,0,0,0,0,0,21,14,35,22,3,4,9,0,0,106,21,18,31,29,46,41,13,4,0,208,34,31,74,52,48,46,21,4,3,317,7750,4718,3810,5199,5498,4121,2573,955,538,35154,1434,955,803,1091,1379,1200,927,559,428,8768,18421,11103,7980,12418,15855,12636,9718,5344,3624,97087
LGA21010,56,27,24,30,43,66,39,18,7,309,0,0,0,3,0,0,0,0,0,6,995,640,506,635,1078,1396,1298,788,426,7774,19,0,6,15,3,0,0,0,0,47,9,3,9,4,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,11,3,0,0,0,0,0,15,3,5,3,3,6,3,0,0,0,23,6,5,15,7,4,3,0,0,0,38,895,620,549,490,574,593,453,177,43,4392,233,151,116,147,186,255,229,126,50,1495,2172,1427,1209,1316,1865,2259,1991,1101,528,13861
LGA21110,456,393,419,384,438,351,250,140,57,2887,6,4,10,11,12,12,9,3,12,84,13048,9678,6514,8470,12425,9632,8015,5499,3441,76727,758,552,1285,778,329,221,114,33,14,4087,387,363,538,287,141,77,35,19,6,1846,252,153,114,148,191,220,221,100,67,1458,0,0,0,0,0,0,0,0,0,6,71,47,91,58,28,21,35,6,6,360,59,61,105,99,59,74,44,17,6,526,129,99,200,164,91,90,77,22,11,892,11433,11533,10746,8130,8040,6351,3827,1435,725,62231,2267,2089,2200,1817,1987,1682,1275,778,508,14606,28803,25255,22544,20736,24102,18983,13951,8031,4829,167231
LGA21180,1380,995,1006,1007,836,767,535,218,66,6818,17,16,12,16,20,8,3,5,0,97,17051,12521,12043,12874,13627,13255,11182,6097,2201,100841,1175,796,1954,993,353,210,128,44,4,5653,2655,1745,2724,1658,1073,790,481,168,36,11321,12,0,7,4,11,4,4,3,0,53,3,3,0,0,0,0,0,0,0,4,934,928,2129,552,164,154,70,11,3,4962,67,46,91,81,82,57,26,12,9,465,1010,974,2220,639,240,212,94,27,14,5425,7074,5820,6484,4637,3856,3033,1457,480,216,33047,3311,2398,2916,2137,2047,1906,1314,670,308,17013,35864,27404,31313,26317,24883,22171,15576,7863,2926,194319
LGA21270,23,11,8,16,14,18,7,3,3,104,4,0,0,0,3,0,0,0,0,11,553,299,233,327,574,704,581,453,254,3970,3,0,6,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,3,0,0,15,0,0,0,5,3,7,3,0,0,12,343,201,174,174,185,195,131,59,31,1485,100,44,50,42,87,118,113,70,61,687,997,542,469,549,859,1034,827,580,336,6201
LGA21370,135,85,68,78,106,87,77,40,10,686,8,0,0,3,3,3,3,0,0,20,3323,2079,1628,2159,3112,3537,3322,2110,921,22195,19,3,25,19,3,0,3,0,0,64,14,5,14,6,18,11,6,3,0,81,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,15,8,10,11,10,14,8,8,0,0,65,14,9,19,11,17,6,8,0,0,81,2650,1616,1477,1311,1426,1253,760,307,90,10890,594,346,321,391,455,528,455,330,149,3567,6634,4092,3520,3936,5053,5357,4554,2744,1164,37061
LGA21450,904,437,458,457,407,305,169,57,19,3215,21,11,25,14,15,15,4,4,0,109,9595,5444,5320,6084,6835,5761,4529,2268,858,46690,296,77,370,258,74,41,18,0,0,1133,309,128,185,182,89,30,23,6,0,944,17,9,8,14,9,17,8,0,0,79,3,0,0,0,0,0,0,0,0,3,229,43,336,137,16,25,19,4,0,805,34,31,52,75,45,35,15,6,0,290,264,76,388,207,59,56,30,10,0,1097,9160,5238,6035,4983,4149,2716,1571,501,184,34539,1767,1070,1123,1131,1091,919,666,331,138,8240,21728,12172,13705,13196,12479,9638,6898,3127,1185,94128
LGA21610,2716,1753,1618,1694,1458,1015,484,219,91,11042,53,38,24,39,45,30,19,13,3,260,28486,18810,16381,20167,21874,18254,12414,6656,2479,145516,3518,1077,2872,2940,1149,612,245,74,13,12515,6963,4243,4032,3304,2003,1030,455,130,42,22202,41,24,25,42,34,30,22,6,4,221,0,0,0,3,3,0,0,0,0,13,1776,597,2251,1016,293,271,113,37,8,6360,177,147,198,188,187,111,43,14,3,1063,1951,751,2450,1207,485,378,152,45,12,7431,18255,11929,12849,10868,9232,6188,2933,1045,396,73697,5426,3299,3564,3349,3078,2449,1606,850,459,24076,67846,41625,44427,44870,39747,30094,18295,8947,3450,299301
LGA21670,32,18,17,14,35,16,21,9,0,157,0,0,0,0,0,0,0,0,0,0,859,590,368,554,986,1245,1302,860,354,7120,6,3,7,4,0,3,0,0,0,30,4,0,4,0,3,5,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,11,8,3,9,12,5,11,9,0,0,61,14,4,16,15,9,11,9,0,0,79,966,605,507,526,572,570,501,185,46,4483,168,98,82,118,150,187,221,130,51,1201,2012,1314,1001,1229,1725,2038,2046,1173,448,12995
LGA21750,66,33,41,37,25,43,49,16,7,328,3,3,0,3,0,3,0,0,0,14,1676,996,838,1084,1569,1812,1669,1056,454,11149,4,5,13,4,3,3,0,0,0,39,22,23,38,26,6,3,4,0,0,116,0,0,0,0,6,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,10,7,0,0,0,0,0,13,0,6,4,8,9,0,3,0,0,35,0,6,13,15,11,4,3,0,0,52,1682,987,1072,923,934,956,591,177,68,7392,295,245,213,205,285,345,286,163,55,2102,3695,2281,2202,2272,2823,3144,2567,1402,585,20972
LGA21830,64,22,21,24,45,36,18,12,0,238,0,0,0,0,0,0,0,0,0,3,1489,902,655,892,1411,1536,1383,933,371,9578,0,0,3,0,0,0,3,0,0,7,4,0,3,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,5,0,0,0,26,7,0,3,9,4,5,0,0,0,31,1155,685,558,576,634,586,342,104,53,4689,254,167,127,158,238,258,249,155,44,1657,2927,1765,1367,1655,2303,2391,1985,1191,468,16051
LGA21890,388,300,519,442,406,300,221,157,74,2812,9,5,13,15,11,8,3,0,0,69,8656,6226,7157,8423,9578,7098,6496,6291,2918,62838,586,627,1919,587,145,109,59,23,0,4063,1897,1112,1674,911,488,312,170,62,13,6646,38,13,52,56,31,15,8,4,0,218,3,13,0,3,10,0,0,0,0,26,200,158,603,164,20,31,11,6,0,1195,23,63,123,108,73,54,21,0,5,470,222,233,722,272,102,91,28,7,5,1680,9375,7545,12798,9679,6275,4121,1631,621,304,52346,2241,1868,3157,2294,1844,1310,811,652,470,14652,23437,18280,28467,22933,19113,13592,9410,7744,3736,146719
LGA22110,188,105,91,96,129,147,99,35,6,894,5,3,3,5,8,9,4,7,0,43,2672,1639,1424,1815,3010,3941,4545,2573,900,22518,21,3,35,20,5,10,3,0,0,95,7,3,9,8,6,5,4,0,0,41,0,0,0,0,3,8,8,3,0,22,0,0,0,0,0,3,0,0,0,8,7,0,15,5,0,0,0,0,0,27,9,17,12,28,29,23,18,3,0,137,22,12,23,36,29,24,18,3,0,175,3646,1977,1835,1925,2029,2357,1941,719,221,16643,749,462,432,457,641,806,950,492,266,5259,7150,4114,3817,4278,5771,7207,7505,3801,1391,45040
LGA22170,873,562,526,569,580,449,262,96,40,3952,26,13,22,14,15,24,15,13,4,152,9515,6633,6580,7719,9714,9099,7551,4340,1919,63070,317,156,293,286,178,91,36,24,3,1380,205,144,159,145,113,91,27,12,4,902,41,14,28,44,26,30,48,13,0,249,0,0,0,0,0,0,0,0,0,3,54,22,101,41,6,9,3,0,0,233,68,57,105,101,122,74,40,9,0,583,125,90,206,143,129,82,42,9,0,821,12313,7679,9083,8118,6638,4888,2755,1109,417,52998,2265,1617,1819,1750,1760,1626,1181,682,367,13075,25031,16519,18484,18569,18833,16105,11710,6187,2713,134143
LGA22250,53,21,22,22,22,38,16,12,0,209,0,0,0,0,0,0,0,0,0,0,861,540,406,540,903,1094,1112,764,309,6522,3,0,12,9,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,13,0,0,3,0,7,3,0,0,0,17,7,3,3,0,10,3,0,0,0,24,668,429,337,363,375,362,268,116,38,2951,140,93,89,90,121,144,164,105,30,986,1686,1070,853,1000,1422,1613,1550,982,378,10549
LGA22310,284,210,320,298,242,199,138,79,22,1787,18,10,9,9,16,20,10,9,12,110,8215,4959,5354,6671,8031,6026,4482,3647,2174,49549,1180,577,2365,1101,238,150,58,25,5,5682,159,148,325,156,66,42,31,11,4,947,5315,2495,2265,2925,2622,2943,2692,1289,1112,23658,0,0,0,0,0,0,0,0,0,0,61,68,198,58,14,10,3,0,0,413,56,48,108,90,72,39,26,4,0,449,115,119,310,145,86,53,31,9,0,860,8305,7395,8630,6818,5817,4224,2159,847,518,44706,2188,1547,2065,1758,1699,1355,915,571,405,12503,25771,17633,22029,20161,18964,15102,10525,6465,4240,140875
LGA22410,87,45,39,47,77,63,51,15,6,437,0,0,0,3,3,0,0,0,0,3,1321,856,683,995,1601,1956,1628,977,436,10453,0,3,8,11,7,3,0,0,0,37,8,3,7,8,4,3,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,10,5,12,10,12,11,6,0,0,58,10,3,12,8,14,13,6,0,0,71,1479,975,757,877,997,850,508,165,50,6662,332,232,182,223,314,345,303,183,64,2169,3178,2097,1665,2145,2962,3173,2456,1328,555,19557
LGA22490,140,72,51,65,90,82,45,15,8,574,0,3,0,0,3,0,0,0,0,6,2247,1217,863,1456,1902,1735,1278,491,172,11358,8,0,3,3,3,4,0,0,0,15,7,8,8,4,3,3,0,0,0,37,0,0,0,5,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,5,15,12,11,16,11,6,0,0,70,10,12,15,17,19,12,6,0,0,86,2253,984,1050,1327,1060,846,477,118,32,8152,376,227,164,259,278,302,238,72,21,1929,4921,2459,2118,3083,3281,2912,2002,687,225,21688
LGA22620,562,361,316,316,325,297,184,75,29,2458,10,0,3,5,7,5,4,0,0,38,9344,6267,5193,6161,7828,8432,7277,4391,2046,56947,111,46,181,92,27,26,8,4,3,495,143,79,89,90,32,16,9,0,0,466,3,5,5,4,3,4,7,0,0,41,9,4,4,0,0,4,0,0,0,17,40,16,80,30,10,4,4,3,0,193,23,38,51,73,59,36,18,12,0,303,79,57,137,102,66,41,21,9,0,515,9433,6672,6615,5291,4645,3992,2308,933,286,40179,1917,1360,1323,1204,1309,1389,1153,702,407,10763,21199,14649,13739,13101,14091,14036,10859,6065,2743,110477
LGA22670,803,546,674,616,520,475,296,154,76,4165,14,13,12,17,11,12,14,0,4,111,8270,6035,6874,6832,7245,7443,7397,4811,2040,56953,1680,835,2330,1544,616,310,161,68,29,7573,5097,3566,4116,2899,1681,915,420,205,45,18943,28,11,29,20,21,31,26,12,4,174,3,0,0,0,0,0,0,0,0,8,997,1082,2453,555,114,143,40,17,3,5409,98,78,115,116,94,60,41,14,3,621,1093,1166,2570,670,203,204,87,29,4,6031,4871,4511,5036,3331,2952,2868,1548,698,274,26086,2561,1880,2389,1808,1595,1379,1062,684,362,13728,27451,21107,27166,20720,17859,15838,11906,6995,3008,152050
LGA22750,1187,810,764,765,840,766,515,227,83,5957,21,23,10,19,43,21,32,17,9,191,19806,13153,11287,14011,16977,17533,16156,10004,4839,123767,280,282,669,255,98,68,27,12,0,1685,621,567,529,384,231,115,56,23,3,2530,8,16,11,11,12,12,17,8,3,104,3,3,3,0,4,3,0,0,0,12,163,71,352,98,20,14,3,0,3,716,61,87,103,111,115,81,32,11,8,611,222,162,458,204,132,96,38,11,7,1343,17533,12827,13326,11214,9374,8005,4825,1770,720,79596,3491,2667,2914,2772,2777,2746,2346,1453,878,22045,42257,30052,29642,29252,29972,28885,23587,13316,6460,233429
LGA22830,300,174,161,154,186,137,102,50,22,1284,3,4,4,3,0,4,4,4,0,35,5500,3573,2969,3701,4980,4953,4263,2650,1131,33715,120,46,163,114,45,18,3,0,0,505,1126,639,557,504,384,184,85,33,6,3524,3,0,3,3,0,4,4,0,0,12,3,0,0,0,0,3,0,0,0,13,199,83,250,133,64,55,18,8,3,809,19,16,28,33,18,20,18,4,0,159,225,102,284,170,87,76,34,10,3,982,4458,2672,2790,2329,2060,1739,986,369,102,17513,1211,801,962,861,934,895,765,427,235,7090,12705,7900,7850,7777,8548,7911,6169,3497,1484,63837
LGA22910,37,29,16,29,39,50,34,11,3,262,0,0,0,0,0,4,5,0,0,9,789,441,373,593,940,1263,1225,648,317,6588,4,3,15,7,4,6,0,0,0,41,3,0,7,3,5,0,8,0,0,29,0,0,0,6,5,9,3,4,0,18,0,0,0,0,0,3,0,0,0,4,3,0,4,4,0,0,0,0,0,12,12,6,8,14,20,38,14,5,0,112,19,6,6,21,20,39,14,5,0,125,1260,608,580,852,1005,1087,701,223,66,6380,278,166,140,203,279,358,285,148,80,1937,2395,1221,1136,1723,2297,2802,2265,1027,469,15330
LGA22980,40,14,13,16,24,26,12,4,0,148,4,0,3,0,3,0,0,0,0,9,516,335,260,323,535,651,541,392,233,3786,9,0,11,3,0,0,0,0,0,23,3,0,3,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,3,0,3,3,0,0,0,11,274,186,170,151,178,192,143,41,15,1343,62,31,42,37,71,97,81,41,42,509,865,569,487,525,791,949,766,482,290,5721
LGA23110,334,232,297,301,306,271,181,103,30,2056,6,7,7,6,5,9,8,0,0,45,6890,4254,4589,5898,6852,5960,4614,3330,1495,43883,402,215,770,376,69,56,20,11,3,1924,1394,760,937,623,335,202,112,26,13,4408,19,3,18,17,7,10,3,0,0,78,0,0,0,3,0,0,0,0,0,3,110,132,372,79,18,16,8,0,0,743,14,12,51,55,46,35,9,3,3,229,127,150,428,137,68,50,13,3,3,975,5932,3430,4842,4861,3869,2753,1371,522,213,27795,1351,790,1188,1133,1051,935,593,388,200,7622,16352,9832,13093,13433,12638,10308,6854,4320,1952,88778
LGA23190,81,38,43,48,52,47,33,20,3,368,0,0,0,3,4,0,0,0,3,12,1892,1138,1038,1196,1614,1869,1545,1082,522,11900,25,0,24,14,5,3,0,0,0,74,32,9,7,21,8,7,0,0,0,74,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,9,0,12,0,0,0,0,0,0,15,4,7,4,3,4,8,0,0,0,39,9,7,17,7,4,8,0,0,0,61,1512,952,987,752,662,540,287,114,40,5832,250,167,204,177,205,240,192,115,57,1610,3728,2289,2291,2194,2512,2676,2028,1316,613,19642
LGA23270,1164,818,769,744,712,451,259,114,33,5049,20,11,18,8,16,12,4,3,0,101,18879,13269,11853,12813,14824,12190,8682,4434,1396,98334,1425,494,1736,1175,311,230,121,30,8,5530,9953,5513,5754,4547,3497,1867,945,337,71,32490,12,8,7,4,10,5,4,3,0,54,7,3,3,6,0,0,0,0,0,27,1223,455,1815,726,152,192,58,11,7,4647,113,99,106,105,72,42,33,9,3,584,1350,561,1928,834,227,231,88,29,8,5252,7645,5564,6213,4845,4366,3116,1474,538,188,33938,3695,2484,2852,2212,2238,1687,1079,507,200,16947,43912,28583,31082,27319,26340,19741,12573,5924,1889,197376
LGA23350,74,50,39,40,59,56,69,19,7,412,0,4,0,0,5,0,0,0,0,12,1332,793,539,974,1386,1548,1375,673,256,8869,3,0,5,0,3,0,0,0,0,21,7,0,0,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11,10,12,0,0,0,41,3,3,5,11,10,12,0,0,0,41,1277,580,536,725,787,792,460,140,61,5358,204,145,151,205,253,259,193,81,39,1532,2846,1530,1250,1928,2462,2633,2039,902,353,15952
LGA23430,596,348,427,495,446,356,212,103,45,3025,17,9,6,16,13,14,15,9,0,102,12655,7566,6976,10315,11791,9984,8953,6123,2899,77262,647,401,1042,564,318,235,102,35,11,3360,522,320,494,334,235,156,116,31,4,2209,314,105,163,285,164,168,159,80,34,1467,0,0,0,0,0,0,0,0,0,8,191,189,548,135,33,25,9,5,0,1129,55,61,85,79,91,53,28,20,3,479,240,250,631,215,128,81,40,23,8,1619,9971,6457,8026,8165,6473,4833,2633,1146,529,48224,1962,1354,1757,1846,1714,1525,1236,868,602,12858,26791,16983,19800,22479,21604,17615,13553,8428,4139,151389
LGA23670,1072,769,682,797,777,592,348,190,67,5293,48,39,37,32,46,45,52,46,21,376,11683,9182,7327,9067,11835,11359,9034,5125,2204,76809,845,475,743,810,526,337,169,60,21,3990,365,252,322,267,203,165,110,35,5,1724,21,9,20,30,22,32,31,9,3,176,0,0,0,0,0,0,0,0,0,3,177,102,219,123,84,73,35,16,0,824,92,88,118,118,124,94,54,25,10,727,269,186,342,244,209,168,85,39,9,1553,11134,7931,9110,7784,6682,5462,2764,1043,475,52387,1892,1394,1591,1487,1579,1523,1121,678,341,11609,27061,20107,20332,20753,22075,19896,13662,7112,3105,154110
LGA23810,371,187,212,188,210,196,121,64,27,1582,9,4,5,5,3,7,9,4,0,50,5478,3813,3450,3957,5442,6073,5213,3090,1299,37815,70,17,77,61,16,11,5,0,0,257,87,37,79,43,29,21,10,8,0,323,0,7,3,0,4,4,4,0,0,18,3,0,0,0,0,0,0,0,0,10,16,4,23,11,0,0,0,3,0,57,24,25,36,32,40,32,11,3,0,208,47,25,56,47,48,32,11,3,3,276,6277,4234,4221,3263,3110,2793,1502,588,201,26192,1222,986,1045,850,975,1102,840,529,258,7797,13258,9199,9057,8337,9718,10102,7609,4227,1761,73257
LGA23940,37,18,10,26,24,17,11,10,0,156,0,7,0,0,3,0,3,0,0,18,535,297,215,389,593,791,724,460,184,4177,3,0,3,3,0,3,0,0,0,13,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,8,0,0,0,32,0,3,0,9,11,13,3,0,0,35,471,249,224,217,314,358,244,72,39,2190,175,91,72,99,148,182,151,84,38,1044,1194,641,518,717,1078,1356,1139,621,256,7516
LGA24130,160,94,72,103,120,123,96,29,6,797,0,0,0,3,7,3,3,0,0,22,4246,2462,1608,2903,3846,3621,3100,1383,535,23704,8,5,21,7,7,6,3,0,0,67,19,13,11,20,14,7,3,0,0,86,9,0,0,3,10,6,13,0,0,40,0,0,0,0,0,0,0,0,0,0,7,3,15,5,0,0,0,0,0,27,13,8,10,21,26,20,10,0,0,106,19,10,22,31,26,22,10,0,0,141,4314,2055,1861,2707,2556,1976,1325,380,130,17310,785,459,360,556,664,667,576,248,140,4466,9440,5032,3942,6277,7184,6356,5046,2012,811,46100
LGA24210,547,376,406,442,476,438,248,144,79,3150,13,7,9,6,18,10,7,6,6,81,8849,6716,4693,6419,9114,7822,8068,6435,2587,60704,343,162,309,342,203,176,136,45,11,1736,559,377,461,471,322,237,101,47,13,2587,45,26,30,44,35,64,87,23,10,357,0,0,0,0,0,0,0,0,0,3,118,65,140,90,65,66,36,13,3,596,75,94,90,84,123,107,58,28,8,665,194,161,222,176,194,173,91,44,12,1274,6903,5671,5511,4837,4801,4169,2486,1239,495,36111,1337,1125,977,992,1213,1102,881,722,470,8823,18726,14764,12885,14044,16681,14448,12292,8740,3668,116255
LGA24250,48,18,19,20,25,21,17,13,3,177,3,0,0,0,0,0,0,0,0,5,651,347,258,407,629,780,831,379,152,4434,0,0,4,3,0,0,0,0,0,12,0,0,3,0,0,0,4,0,0,11,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,17,0,0,3,5,4,5,0,0,0,23,4,0,6,8,5,5,0,0,0,34,721,357,301,411,383,461,322,114,41,3115,150,85,81,93,123,166,144,57,15,908,1538,805,662,937,1156,1428,1311,551,207,8584
LGA24330,267,200,341,276,196,193,117,63,27,1668,0,0,11,7,9,7,3,0,0,44,4563,3041,4797,4619,4080,3129,2284,1744,915,29178,391,545,1567,416,106,50,21,3,0,3099,722,710,1135,516,247,134,88,26,12,3579,3,8,16,18,8,7,3,0,3,68,0,0,0,0,0,0,0,0,0,0,45,43,158,45,10,9,4,0,0,314,13,27,78,43,36,27,17,4,0,243,58,70,239,90,47,38,18,4,0,560,5390,4415,8091,5892,3350,2063,743,294,155,30399,1276,1174,1945,1477,1018,774,401,305,206,8580,13192,10888,19006,14058,9900,7247,4024,2589,1379,82288
