LGA_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
LGA40430,5,46,38,1180,29,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,5,0,25,105,43,34,799,31,1014,3,0,0,0,0,3,4,0,0,4,0,9,9,0,3,147,3,164,3,3,0,8,0,15,0,0,0,0,0,0,0,3,0,0,0,4,19,7,4,108,0,137,6,5,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,3,0,9,0,0,3,3,0,6,5,0,0,7,0,12,0,0,0,0,0,3,21,6,5,116,0,150,3,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,13,16,0,4,13,0,39,3,4,4,72,109,192,205,76,60,2034,172,2544,3,38
LGA40520,58,315,202,3942,171,4677,0,5,3,79,8,93,16,0,0,5,0,22,83,11,7,19,0,111,84,32,13,30,4,166,515,277,215,2623,102,3734,22,5,5,0,0,34,11,3,3,22,0,35,111,77,39,1061,36,1325,412,37,13,149,12,621,29,12,8,17,0,58,47,3,3,0,0,53,51,27,19,486,30,616,131,26,5,130,6,304,19,0,0,0,0,19,19,8,0,18,0,41,3,0,0,0,0,4,0,0,0,9,3,12,10,3,0,0,0,19,19,0,4,3,0,31,51,3,3,34,0,95,3,0,0,0,0,3,106,49,55,426,29,661,46,4,0,8,0,56,7,0,4,4,0,17,6,4,0,3,0,9,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,13,11,6,23,0,54,212,35,16,90,14,369,60,15,9,256,431,773,1896,605,397,7280,760,10935,43,249
LGA40700,220,1616,1115,11054,239,14241,0,0,4,12,0,16,2064,30,40,22,33,2193,122,18,18,31,3,197,271,84,42,101,7,511,3363,1282,964,8438,226,14271,65,0,15,0,0,83,93,36,14,98,4,247,564,174,122,1779,50,2695,723,133,65,333,22,1283,165,33,6,32,0,235,454,18,23,13,10,518,568,255,162,2559,47,3603,1828,352,144,863,53,3244,263,0,6,12,8,285,152,32,28,55,10,269,5,0,0,4,0,8,67,13,6,23,4,110,13,3,4,3,0,20,127,37,27,10,6,206,320,40,25,86,9,483,143,14,20,21,4,197,719,322,214,2158,38,3450,95,21,6,24,13,159,191,8,17,4,5,226,50,13,3,21,0,90,220,5,4,3,0,238,22,4,0,0,0,20,96,0,5,0,0,104,97,30,32,117,3,274,1873,260,202,341,44,2719,206,34,41,427,1686,2396,13314,3004,2060,21224,2353,41955,168,1480
LGA40910,362,1405,823,9072,253,11906,3,0,0,43,3,45,1715,30,29,29,39,1843,195,21,6,21,8,250,382,94,48,101,14,640,3006,1121,800,5825,219,10970,137,0,18,0,6,164,92,16,11,64,3,186,698,206,114,1473,40,2528,1127,184,83,380,47,1824,188,19,7,41,8,271,435,23,8,12,12,484,525,195,149,1555,55,2479,8285,1177,382,2834,285,12967,259,0,0,3,5,272,272,50,18,34,13,392,13,0,0,0,0,12,117,28,17,60,3,224,25,0,6,3,0,37,76,38,32,14,0,160,437,65,23,84,6,611,205,8,13,21,3,259,593,215,161,1188,34,2183,161,21,3,22,3,213,110,8,10,0,0,125,72,4,3,14,3,93,176,6,0,0,0,186,26,3,0,0,0,25,170,5,0,0,3,180,98,30,25,62,4,216,2181,224,135,227,75,2844,428,76,32,432,1500,2471,20562,3431,1843,17894,2431,46159,360,1263
LGA41010,6,75,58,1466,50,1656,0,3,0,372,5,383,3,0,0,0,0,3,0,3,0,0,0,6,17,9,3,11,0,33,99,65,56,833,24,1072,7,0,3,0,0,11,0,3,0,6,0,9,22,18,6,259,9,311,33,11,0,19,0,67,3,0,0,0,0,4,3,0,0,6,0,11,7,4,4,197,5,224,6,10,0,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,4,4,0,0,0,0,10,10,7,0,9,0,26,3,0,0,0,0,3,18,5,7,130,3,172,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,24,43,10,4,25,0,91,4,7,3,131,232,373,257,141,93,2762,318,3574,4,72
LGA41060,647,3032,1952,24194,842,30668,11,19,3,232,5,273,1933,46,37,74,61,2141,937,109,41,118,19,1229,574,178,104,187,25,1067,6181,2443,1777,15694,695,26792,375,20,65,9,11,477,149,29,20,181,9,395,1316,438,230,3412,98,5490,4245,521,187,1220,136,6309,289,36,10,43,3,387,586,15,30,18,10,658,1045,512,306,4570,146,6579,8214,1323,503,2944,330,13311,70,3,0,3,3,75,186,44,11,68,3,316,346,38,15,55,9,456,413,69,51,93,21,642,83,35,15,6,5,146,174,45,53,20,8,290,1530,167,60,269,36,2066,586,62,23,88,9,770,1426,556,405,3385,126,5899,1543,104,47,83,27,1807,161,14,12,3,3,193,175,29,21,61,3,285,83,14,10,3,0,108,43,13,0,6,0,65,1921,52,21,12,53,2050,237,55,35,216,4,547,5188,549,284,803,211,7033,1119,166,111,1314,3984,6702,37776,6889,4011,45460,6395,100533,683,2886
LGA41140,27,205,188,3230,80,3733,0,0,0,3,0,3,5,0,0,0,0,8,7,0,0,3,0,14,64,13,10,44,3,128,610,227,191,2285,68,3379,16,0,7,0,3,26,7,0,0,12,0,26,72,29,20,807,18,938,10,4,3,12,0,26,5,3,0,0,0,8,4,0,0,4,0,7,78,18,13,603,15,733,22,14,5,42,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,3,0,3,14,3,7,0,3,25,15,3,0,38,0,59,4,0,0,3,0,9,103,34,31,447,12,624,4,0,0,0,0,5,5,0,0,0,0,8,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,32,0,50,93,19,14,56,6,184,10,3,8,177,283,482,1003,354,306,6039,445,8144,14,207
LGA41190,3,30,31,1041,14,1122,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,4,10,0,16,53,24,24,555,15,661,0,0,0,0,0,0,3,0,0,9,0,15,9,4,6,232,7,253,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,93,8,102,3,7,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,5,0,5,10,6,3,97,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,11,16,3,0,15,0,37,3,3,0,54,55,119,98,49,39,1750,91,2029,3,41
LGA41330,12,56,31,394,25,513,0,0,0,99,5,109,19,0,0,3,0,25,66,7,0,3,3,83,16,4,4,3,0,21,82,36,29,199,12,353,22,0,4,0,3,30,6,0,0,0,0,8,65,7,0,65,3,144,132,7,0,3,5,157,37,3,0,0,0,44,5,0,0,0,0,7,17,10,5,77,3,108,28,13,3,12,4,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,16,5,3,0,0,19,0,0,0,0,0,0,10,8,3,29,3,56,68,4,0,0,4,77,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,89,11,0,10,0,115,24,5,0,39,312,378,655,109,64,724,365,1911,10,34
LGA41560,22,265,241,5070,158,5763,0,0,0,11,3,17,9,3,3,5,0,24,7,3,0,0,0,8,84,20,19,25,3,152,825,306,240,3215,156,4730,4,0,0,0,0,8,12,0,5,19,0,39,69,49,25,681,22,843,17,11,6,13,0,50,4,0,0,0,0,8,13,0,0,0,0,11,68,33,15,551,13,680,62,17,3,36,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,16,0,0,0,0,0,0,22,4,4,0,0,25,18,7,3,17,0,43,0,0,4,0,0,4,147,50,33,464,17,715,9,0,0,0,0,5,10,3,0,6,0,17,11,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,0,23,0,47,86,25,12,64,4,198,18,15,3,286,398,723,1354,504,377,8503,703,11445,31,333
LGA41750,6,18,17,513,12,576,0,0,0,3,0,3,0,0,0,7,0,7,0,0,0,0,0,0,11,0,3,4,0,14,28,15,8,358,12,424,0,0,0,0,0,0,4,0,6,0,0,8,6,0,6,96,0,117,0,0,0,10,0,8,0,0,0,0,0,0,3,0,0,0,0,3,6,3,4,85,0,94,3,4,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,3,7,0,0,0,0,0,0,9,3,7,74,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,3,0,19,0,0,4,22,37,73,80,31,37,916,71,1132,3,17
LGA41830,3,35,29,760,28,855,0,0,0,38,0,40,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,4,0,27,69,18,35,430,16,561,0,0,0,0,0,0,3,0,0,3,0,4,19,3,5,121,4,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,107,0,130,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,15,4,10,101,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,12,12,14,3,13,0,41,6,3,0,45,140,195,135,52,50,1320,174,1727,3,23
LGA41960,0,33,16,541,23,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,0,18,32,22,8,351,7,421,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,104,3,127,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,70,0,76,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,10,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,0,0,9,3,0,53,0,77,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,3,3,0,11,0,12,0,0,6,34,20,64,66,53,21,956,48,1146,0,27
LGA42030,89,794,652,6148,235,7906,0,0,0,19,0,24,25,8,6,16,3,50,12,6,12,4,0,38,174,63,39,52,3,337,3030,763,680,3790,219,8479,27,3,19,0,0,43,26,3,3,27,0,63,256,92,89,1309,45,1792,59,16,4,44,7,119,32,10,6,9,0,58,28,6,0,0,0,31,292,86,81,894,43,1397,296,90,40,200,13,634,5,3,4,0,0,11,4,0,0,4,0,13,3,3,0,0,0,4,48,23,3,29,0,107,13,7,0,0,0,23,42,16,16,4,0,73,86,21,21,27,0,149,27,4,3,3,0,35,431,114,73,706,31,1352,34,10,3,0,0,42,13,0,0,0,0,15,16,3,3,9,3,37,4,0,0,0,0,8,0,3,0,0,0,4,26,0,0,0,0,26,67,13,12,39,0,135,259,56,38,125,9,488,76,19,13,297,638,1046,4721,1347,1076,10656,1117,18911,114,802
LGA42110,16,90,95,1593,50,1841,0,0,0,10,0,10,0,0,0,3,0,4,0,0,0,0,0,4,27,10,7,8,0,52,292,77,101,1028,25,1521,12,0,0,0,0,14,10,3,0,8,0,18,35,14,20,712,21,806,6,0,3,6,0,18,4,0,0,0,0,4,4,3,0,3,0,12,35,10,13,313,4,371,15,3,0,16,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,10,3,3,0,0,17,11,0,0,14,0,28,0,0,0,0,0,0,44,20,24,227,5,329,6,0,0,0,0,6,0,3,0,0,0,3,9,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,24,29,10,7,17,0,69,5,4,3,62,151,230,471,162,167,3143,243,4181,14,83
LGA42250,13,197,104,3271,65,3651,0,0,0,15,0,10,0,0,0,10,0,14,11,0,0,0,0,11,124,33,13,49,0,218,288,125,104,1859,59,2440,16,0,7,0,0,21,5,3,0,17,0,29,65,29,27,386,6,521,11,5,0,5,0,30,13,3,3,3,0,17,3,0,0,0,0,3,32,13,12,512,12,578,72,19,3,67,4,165,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,3,0,4,0,25,12,0,3,0,0,22,9,11,0,0,4,30,20,5,0,9,0,39,6,3,0,0,3,9,74,35,25,538,12,677,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,29,0,46,81,20,21,40,3,165,13,12,13,183,317,531,736,326,214,5546,445,7274,14,201
LGA42600,150,1250,897,10328,261,12881,3,0,3,14,0,25,346,28,8,28,13,428,126,15,7,41,0,197,335,74,58,78,6,554,3750,1164,844,7024,233,13020,74,0,10,0,3,83,87,7,4,87,3,190,507,166,101,1476,19,2270,288,54,19,129,13,505,47,11,4,7,0,72,179,16,8,10,4,212,586,214,135,2428,68,3432,491,139,58,371,15,1084,35,0,0,9,0,41,37,12,3,25,0,82,17,0,0,8,0,24,64,16,10,41,0,130,41,3,4,4,3,55,115,54,25,4,3,201,225,31,10,86,4,362,101,7,5,19,0,133,791,262,160,1562,49,2821,71,12,5,6,3,100,93,7,14,4,4,122,44,3,3,18,0,72,12,0,3,0,0,15,9,0,0,0,0,9,25,3,0,0,0,34,126,20,18,88,3,261,1122,174,103,239,40,1669,146,39,20,402,1482,2092,8585,2269,1559,18796,2089,33301,163,1179
LGA42750,16,110,107,1651,38,1928,0,0,0,0,0,0,10,0,0,6,0,14,3,4,0,0,0,9,44,13,8,13,0,80,325,112,96,1186,35,1764,5,0,3,0,0,12,4,3,0,10,0,15,62,21,21,277,3,379,5,0,4,5,3,20,3,0,0,0,0,5,0,0,0,3,0,4,37,19,10,239,4,305,18,3,3,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,17,8,0,3,0,30,13,5,3,0,0,15,7,0,0,9,0,16,0,0,0,3,0,5,50,24,18,257,12,359,3,0,0,0,0,4,3,4,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,21,50,15,11,28,0,105,13,5,8,76,230,332,601,216,177,2950,319,4258,14,130
LGA43080,3,13,26,455,11,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,37,17,26,372,9,461,4,0,0,0,0,4,3,3,0,3,0,10,7,10,3,204,3,216,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,79,0,80,7,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,11,3,0,0,3,0,8,0,0,0,0,0,0,4,0,5,61,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,9,21,3,0,6,0,28,0,3,0,34,30,72,88,37,38,948,54,1163,0,14
LGA43220,0,20,29,565,7,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,13,16,22,19,351,9,415,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,124,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,64,0,73,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,6,0,51,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,6,0,7,0,0,0,28,32,64,34,37,44,961,39,1114,0,11
LGA43360,0,36,48,1063,36,1180,0,0,0,5,0,5,3,0,0,6,0,5,0,0,0,0,0,0,7,3,3,5,0,21,88,35,60,705,13,903,3,0,0,0,0,3,0,0,0,0,0,4,25,9,3,141,3,177,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,20,7,9,133,4,171,3,4,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,8,0,12,0,0,0,0,0,3,18,8,13,159,0,200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,4,4,14,0,41,11,3,3,67,58,144,171,66,92,1887,115,2327,6,42
LGA43650,66,498,401,4390,100,5452,0,0,3,3,0,6,7,3,3,10,0,18,5,4,3,3,0,19,129,29,24,38,3,226,1407,466,424,2417,110,4822,11,3,5,0,3,20,17,9,0,21,0,44,174,83,62,1574,37,1935,22,9,4,18,0,49,16,3,0,4,0,19,9,0,0,0,0,14,142,61,43,660,12,925,118,44,31,109,8,313,4,0,0,0,0,4,4,0,4,3,0,9,0,0,0,0,0,0,17,8,3,3,0,32,10,0,0,3,0,11,32,7,10,0,0,50,33,11,8,20,0,66,11,3,0,0,0,15,217,85,62,500,16,883,13,3,3,0,0,22,3,0,0,0,0,3,10,6,0,3,0,18,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,40,13,3,32,0,87,156,36,31,90,8,320,33,26,14,228,397,698,2301,843,696,7891,634,12362,51,522
LGA43710,5,103,81,1862,41,2095,0,0,0,16,0,16,0,0,0,6,0,5,3,9,0,10,0,26,34,16,3,16,0,72,194,112,90,1211,35,1647,8,0,5,0,0,15,3,0,3,5,0,13,32,15,3,347,8,406,3,3,0,11,0,17,3,0,0,3,0,6,0,5,0,0,0,3,30,13,10,339,11,395,3,5,3,17,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,3,6,5,3,0,0,17,8,5,0,7,3,26,4,0,0,0,0,5,19,20,4,294,0,348,4,3,0,3,0,9,4,0,0,0,0,8,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,23,26,15,6,26,0,79,13,0,9,142,218,374,361,206,150,3392,297,4404,13,126
LGA43790,28,252,173,4690,128,5277,0,0,0,28,0,30,6,0,0,10,0,14,15,0,0,5,0,17,62,21,14,27,3,128,412,219,164,2979,90,3867,12,0,8,0,0,26,5,3,0,13,3,29,83,59,44,2143,45,2375,113,11,0,46,3,176,19,0,0,0,0,24,60,3,0,3,0,66,40,30,15,553,19,650,107,27,10,104,13,273,6,0,0,0,0,6,0,3,0,3,0,3,0,0,0,3,0,4,4,3,3,4,0,15,7,0,3,3,3,21,17,10,11,7,0,45,25,4,9,21,0,55,3,3,0,4,0,9,81,38,25,584,16,742,13,5,0,0,0,19,5,0,3,4,0,11,6,0,0,4,0,15,3,0,0,0,0,3,0,0,0,0,0,0,7,4,0,0,0,11,10,3,0,34,0,57,158,14,12,72,8,260,42,13,8,353,308,724,1204,461,316,9065,567,11607,50,238
LGA43920,51,311,252,2918,75,3609,0,0,0,10,0,10,0,0,0,3,0,6,7,8,0,0,0,17,102,21,18,36,0,190,883,237,268,1595,66,3055,24,0,4,0,0,29,11,0,3,11,0,35,78,38,19,320,10,462,74,9,3,29,0,113,12,3,0,8,0,23,5,4,5,0,0,16,106,33,26,336,13,512,184,50,27,124,15,390,0,0,0,0,0,0,3,3,0,3,0,16,0,0,0,0,0,0,17,20,13,24,3,80,15,0,0,3,0,19,19,9,3,0,0,30,19,8,3,13,0,50,7,3,0,3,0,19,148,48,35,316,14,560,20,3,0,0,0,24,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,24,14,7,4,7,0,36,117,13,12,38,6,191,15,12,11,104,416,565,1666,515,438,4705,578,7904,51,314
