LGA_CODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
LGA37310,826,413,431,491,395,344,226,149,66,3344,7379,3748,3738,4441,4172,3657,2532,1403,517,31591,26,14,25,22,24,17,0,3,0,131,1283,740,704,877,1011,948,779,448,151,6943,0,0,0,0,0,0,0,0,0,0,163,86,91,78,79,81,64,29,11,688,3,0,0,3,0,3,0,3,0,14,1842,969,927,1020,999,766,557,329,129,7534,40,15,15,16,27,30,32,7,4,196,4,4,7,3,4,3,4,0,0,30,34,30,19,25,27,26,22,10,3,206,8,4,7,10,5,8,3,3,0,55,214,125,114,121,172,134,124,78,27,1116,0,0,0,0,0,0,0,0,0,0,10,3,12,9,12,14,15,4,4,89,174,82,58,77,75,66,48,20,3,607,360,169,210,234,348,390,327,155,94,2293,13,3,10,10,11,16,16,3,3,86,10,16,4,19,11,3,15,12,0,92,343,174,214,250,309,260,241,101,41,1924
LGA37340,897,684,871,696,644,451,229,108,32,4621,5889,3828,4636,4543,4756,4076,2275,1070,345,31427,50,51,116,77,61,43,24,4,0,420,789,401,502,732,865,1031,763,391,146,5624,0,0,0,0,0,0,0,0,0,0,84,55,60,53,69,45,34,4,6,411,0,0,0,0,0,0,0,0,0,0,1442,698,968,947,991,966,600,258,70,6957,0,0,0,0,4,3,0,0,0,15,3,10,16,13,8,15,8,3,4,80,58,25,35,31,34,44,32,11,0,270,5,11,12,6,7,8,5,3,0,60,20,18,18,18,44,35,30,17,4,201,3,0,0,0,0,0,0,0,0,3,4,9,12,14,8,16,13,0,0,75,78,49,38,43,61,46,23,17,6,359,54,54,38,80,165,274,220,78,30,996,11,4,6,14,19,11,12,8,0,87,10,6,12,9,11,15,13,0,0,80,292,208,200,266,385,424,339,147,52,2321
LGA37400,24,13,12,11,10,21,23,6,0,117,257,124,155,167,202,185,150,77,21,1337,0,0,0,0,0,0,0,0,0,0,41,25,25,33,32,43,39,21,4,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,34,34,35,55,52,44,16,10,341,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,11,12,6,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,8,3,17,21,8,6,4,74
LGA37550,69,64,27,34,19,16,0,3,0,228,340,190,126,106,95,58,18,7,0,944,0,0,0,0,0,0,0,0,0,0,98,58,26,37,44,28,9,0,0,306,0,0,0,0,0,0,0,0,0,0,11,10,0,6,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,57,20,28,17,22,11,3,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,58,28,16,24,10,11,6,3,0,151,8,3,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5
LGA37570,0,0,0,0,0,0,0,0,0,0,57,56,37,51,35,25,6,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,31,36,20,22,27,12,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA37600,13,6,7,12,7,6,0,0,0,47,829,494,310,303,264,134,45,18,6,2408,0,0,0,0,0,0,0,0,0,0,730,416,311,222,258,149,53,20,5,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,9,6,0,7,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,3,0,0,0,0,0,15,0,3,0,3,0,0,0,0,0,3
LGA39499,213,410,448,371,351,441,188,61,10,2492,1059,1637,2100,1555,1711,2644,1483,292,51,12543,8,21,59,20,24,27,18,0,0,179,69,71,98,129,234,473,462,77,8,1639,0,0,0,0,0,0,0,0,0,0,17,9,18,16,15,31,31,14,0,149,0,0,0,0,0,0,0,3,0,3,91,184,284,189,229,337,274,50,9,1651,0,0,0,0,0,8,4,3,0,19,3,8,3,0,6,10,6,0,0,37,11,0,11,14,5,8,3,0,0,61,7,20,9,0,0,0,0,0,0,41,9,4,7,7,12,30,23,3,0,86,0,0,0,0,0,0,0,0,0,0,3,6,10,3,4,19,10,3,0,61,12,20,15,15,17,23,22,3,0,118,7,11,18,13,39,108,110,28,0,329,0,0,0,3,5,20,8,3,0,41,8,9,7,3,4,7,3,3,0,44,26,17,43,37,48,135,140,19,0,462
LGA39799,3,12,11,16,23,14,15,0,0,88,22,70,66,59,79,70,57,42,6,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,7,7,7,10,4,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4
LGA40070,190,736,690,395,336,286,151,89,43,2918,1143,5460,4583,2237,1994,2025,1201,629,364,19638,36,429,235,85,52,40,28,7,3,913,63,193,161,96,177,292,295,162,121,1556,0,0,0,0,0,0,0,0,0,0,19,62,56,23,19,15,10,3,3,206,0,3,0,0,0,0,0,0,0,3,161,591,495,338,376,333,293,141,62,2793,0,0,0,3,3,3,0,0,0,11,30,52,69,47,67,55,52,34,17,420,6,3,5,6,9,3,0,0,0,30,0,0,0,0,0,0,0,0,0,5,38,95,53,36,41,31,26,14,3,336,3,4,8,0,0,0,0,0,0,19,8,42,6,6,9,5,4,4,3,84,5,46,20,12,13,11,0,3,0,107,3,43,35,17,23,29,23,13,5,201,3,0,3,3,4,3,0,0,0,19,0,5,3,0,0,0,0,0,0,11,22,111,72,48,69,83,115,65,36,621
LGA40120,758,499,331,546,582,503,266,149,48,3686,7591,4815,3037,5590,6515,5912,3170,1430,569,38628,38,50,47,75,96,79,33,8,4,436,579,377,175,423,796,759,807,364,159,4442,0,0,0,0,0,0,0,0,0,0,155,124,81,77,142,133,101,29,6,845,0,0,0,0,0,0,0,0,0,0,921,599,343,596,790,720,509,195,72,4748,13,10,3,6,11,21,27,22,6,116,44,35,21,34,66,42,28,11,4,290,35,16,20,13,29,13,11,10,4,153,20,9,11,13,4,10,0,3,0,66,333,217,115,185,274,280,227,139,73,1850,3,0,0,4,0,3,0,0,0,12,11,3,5,9,10,15,13,12,11,84,35,50,26,24,45,53,26,15,4,280,21,15,20,21,46,81,81,32,12,336,9,3,3,5,10,11,3,3,0,54,10,3,5,8,10,20,15,4,7,76,371,274,145,274,470,634,540,271,119,3100
LGA40220,442,292,204,316,340,371,282,172,41,2465,3994,2358,1865,2782,3290,3806,3297,1719,580,23699,21,12,23,31,33,42,20,4,3,194,273,161,128,200,409,599,885,554,198,3402,0,0,0,0,0,0,0,0,0,0,31,14,23,38,25,61,76,30,19,326,0,0,0,0,0,0,0,3,0,5,354,205,199,257,366,483,469,231,58,2619,3,0,6,3,14,49,51,34,22,185,12,4,0,16,13,9,11,0,0,69,15,8,20,14,16,19,36,15,3,150,14,11,0,11,11,9,4,0,0,61,128,80,43,76,113,145,158,69,31,842,0,0,0,0,0,0,0,0,0,0,3,4,3,3,9,23,27,12,20,95,60,40,31,33,44,63,55,32,9,372,20,9,10,11,27,68,104,54,19,320,6,4,6,4,6,12,17,5,0,58,7,6,0,0,6,7,6,3,0,36,302,196,122,225,366,480,660,394,154,2890
LGA40250,91,55,54,41,21,21,10,0,0,290,639,491,464,319,240,161,79,38,13,2439,0,0,0,0,0,0,0,0,0,3,3,5,3,3,4,11,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,15,8,8,16,8,3,0,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,19,5,13,3,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,103,85,74,58,61,26,15,8,3,439
LGA40310,410,187,177,238,239,233,140,82,40,1746,4408,2385,2263,3106,3252,3061,1939,1210,550,22167,0,13,18,13,15,19,6,0,0,93,272,146,108,244,418,422,419,233,95,2366,0,0,0,0,0,0,0,0,0,0,29,19,21,17,35,37,51,23,11,243,0,0,0,0,0,0,3,0,0,3,406,233,212,336,372,353,238,118,39,2306,12,8,0,5,7,9,25,7,4,84,20,9,3,12,16,7,3,3,0,67,10,12,14,10,11,13,8,4,4,80,0,0,0,0,3,3,4,0,0,5,946,502,329,518,598,729,657,462,255,5006,0,0,0,0,0,0,0,0,0,0,4,6,5,3,17,12,7,3,3,65,47,22,25,20,19,36,26,10,3,208,20,5,4,13,31,39,37,19,4,189,0,0,3,0,4,6,10,5,0,26,4,3,3,3,3,7,3,3,0,23,235,134,104,184,266,344,336,171,72,1846
LGA40430,38,21,13,28,44,30,23,25,4,227,392,176,160,278,378,439,326,217,93,2456,0,0,0,0,0,3,4,0,0,8,25,9,17,16,29,64,64,36,17,273,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,4,0,29,0,0,0,0,0,0,0,0,0,0,27,26,20,25,35,54,59,34,11,287,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,0,16,16,6,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,10,8,5,4,30,0,0,0,0,0,0,3,0,0,4,3,4,0,3,0,8,3,0,0,22,98,32,21,63,100,130,144,93,43,727
LGA40520,244,146,110,121,149,186,81,58,20,1125,2088,1174,1095,1317,1528,1488,953,671,264,10567,13,6,15,13,5,3,0,0,0,54,92,53,52,78,146,183,183,112,44,950,0,0,0,0,0,0,0,0,0,0,12,3,3,3,5,11,7,8,0,53,0,0,0,0,0,0,0,0,0,0,295,172,170,160,213,229,179,126,60,1602,6,7,3,3,14,19,22,10,5,81,93,61,27,63,106,62,51,77,17,555,0,0,0,0,0,3,0,6,0,13,3,0,3,0,6,3,3,0,0,12,95,60,51,71,97,126,103,40,19,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,3,4,28,19,11,12,13,23,22,22,5,3,123,4,7,4,3,14,16,22,9,0,85,4,3,0,0,3,6,5,3,0,28,13,3,3,7,0,3,11,3,0,43,87,88,61,76,150,192,194,125,64,1028
LGA40700,532,527,336,354,510,491,355,242,227,3569,6702,5931,3789,5064,6240,5893,4149,2871,1556,42192,191,136,153,250,184,116,96,35,10,1177,582,430,197,386,724,890,1040,720,471,5450,0,0,0,0,0,0,0,0,0,0,87,46,58,72,66,90,89,49,33,593,0,0,0,0,0,0,0,0,0,0,1574,1152,561,1000,1371,1124,944,605,280,8611,10,4,3,0,6,8,14,8,9,58,201,183,105,144,266,211,88,108,34,1327,11,8,8,12,10,15,3,5,0,79,9,3,10,7,3,10,3,4,0,47,68,80,29,63,112,104,96,56,49,659,19,3,5,16,4,0,4,0,0,57,18,13,27,10,20,24,15,4,6,146,37,59,35,24,45,32,25,5,0,265,51,46,27,47,64,73,93,56,38,489,0,3,0,0,5,4,7,5,4,23,10,3,10,9,3,3,0,0,3,39,268,220,108,208,364,427,553,393,255,2796
LGA40910,540,445,395,456,455,347,273,239,122,3274,8045,6385,5730,6777,6565,5229,4737,3382,1327,48162,190,150,214,233,167,138,64,13,3,1180,256,211,176,320,417,462,579,498,267,3194,0,0,0,0,0,0,0,0,0,0,109,76,69,92,105,77,100,65,18,717,0,0,0,0,0,0,0,0,0,0,2723,2164,1524,1882,2761,2015,1744,1638,608,17057,19,15,0,6,9,16,32,37,10,148,285,229,197,206,347,228,196,167,44,1909,40,16,24,24,35,39,34,27,6,247,43,17,25,22,21,20,7,7,0,159,79,60,39,95,90,118,114,106,64,759,23,21,15,13,17,17,8,3,0,118,14,15,20,18,17,13,21,11,9,141,89,89,82,69,85,71,51,28,7,581,69,47,39,65,74,62,57,55,31,494,8,12,0,7,12,13,21,16,14,102,5,3,16,8,8,10,12,10,3,69,197,169,134,190,256,350,525,378,217,2411
LGA41010,64,48,35,38,33,40,21,9,3,287,760,432,413,499,467,472,278,123,46,3480,0,3,3,4,3,4,0,0,0,14,58,39,17,40,56,90,78,29,22,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,52,34,45,45,45,47,32,16,0,318,8,0,3,0,0,0,0,0,0,8,19,12,14,6,4,17,9,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106,61,48,55,70,64,50,12,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,11,13,3,6,3,7,3,0,0,0,37,3,0,3,4,0,5,3,0,0,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,26,26,8,29,47,76,46,25,19,294
LGA41060,1371,1149,1190,1171,1103,933,661,512,380,8473,16642,13216,13654,14674,14847,12614,8971,7047,3316,104984,406,437,483,466,514,473,201,73,36,3091,731,514,547,806,1182,1515,1486,949,607,8340,0,0,0,0,0,0,0,0,0,0,134,114,124,133,175,220,202,116,84,1299,0,0,0,0,6,0,0,0,0,6,4877,3608,3235,3552,4553,3805,3008,2365,1104,30103,10,10,8,10,22,36,50,33,18,185,1201,941,753,932,1400,914,807,820,320,8083,29,23,39,23,52,61,39,26,11,313,21,14,22,14,8,33,20,9,12,148,209,169,172,181,226,240,185,138,78,1594,84,33,63,57,25,12,5,0,0,293,62,30,37,43,62,67,53,39,34,424,169,180,122,150,139,172,126,56,18,1133,46,28,42,75,85,151,165,96,61,751,13,7,8,10,15,30,38,28,10,161,15,12,13,7,20,7,10,7,0,94,437,375,341,419,701,949,1057,697,499,5466
LGA41140,173,84,76,108,106,118,74,38,17,786,1707,906,817,1125,1255,1312,912,496,211,8751,3,4,0,4,6,9,0,0,0,33,96,57,48,82,182,221,186,120,62,1054,0,0,0,0,0,0,0,0,0,0,4,3,4,0,13,19,14,16,5,85,0,0,0,0,0,0,0,0,0,0,336,168,161,167,218,206,193,84,38,1581,0,0,0,0,3,0,3,0,0,3,0,0,0,4,3,5,0,0,0,20,10,8,9,6,14,11,11,4,0,71,3,0,0,0,3,0,0,0,0,6,128,55,65,62,84,96,68,35,29,624,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,5,3,0,29,32,11,10,8,10,16,9,5,3,106,3,0,0,4,3,17,18,12,8,69,0,3,0,0,0,5,4,3,0,18,0,0,3,0,0,0,0,0,0,4,163,79,88,101,180,249,242,135,91,1322
LGA41190,24,14,10,14,27,13,6,15,3,130,385,165,154,233,276,254,162,116,47,1790,0,0,0,0,0,3,0,0,0,5,24,14,10,15,28,52,32,15,11,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,21,35,25,26,32,28,9,4,216,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,15,9,22,21,11,17,6,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,11,0,3,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,41,27,51,65,65,66,31,16,460
LGA41330,65,31,32,37,34,38,38,9,0,280,282,152,173,209,277,264,256,64,7,1694,5,7,14,10,4,3,0,0,0,48,14,3,10,4,13,32,26,11,0,115,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,17,3,3,8,0,7,4,0,0,0,17,49,18,43,30,43,28,56,22,5,299,0,0,0,0,0,0,0,0,0,0,15,3,8,12,13,13,41,23,0,127,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,5,4,4,0,11,6,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,15,8,0,0,3,3,8,4,0,0,29,0,3,0,0,3,3,0,0,0,18,0,0,0,0,0,0,3,0,0,3,3,0,3,3,0,0,3,0,0,16,11,0,5,0,10,10,11,3,0,51
LGA41560,226,117,110,142,151,159,126,78,25,1134,2201,1277,1107,1387,1798,2039,1806,1002,340,12947,3,3,14,9,16,11,13,0,0,67,132,95,62,112,208,313,377,237,60,1593,0,0,0,0,0,0,0,0,0,0,35,11,10,18,31,36,39,19,4,195,0,0,0,0,0,0,0,0,0,0,270,152,189,178,230,271,284,134,34,1753,4,7,4,8,13,17,21,16,5,94,10,10,9,3,5,13,14,12,0,85,11,12,12,5,10,7,10,3,7,71,3,0,4,0,3,0,4,0,0,12,56,32,28,37,55,76,84,34,6,405,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,18,10,10,5,42,34,16,6,18,14,18,21,7,3,141,0,0,0,0,8,36,39,23,6,122,4,3,3,3,13,17,19,14,3,87,0,0,0,0,0,5,9,7,7,20,240,146,110,192,321,471,601,399,143,2623
LGA41750,23,7,10,5,17,6,3,4,3,84,203,104,106,127,195,155,87,45,16,1048,0,0,4,0,0,3,0,0,0,9,15,0,11,7,23,45,18,11,5,131,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,38,8,19,23,28,37,28,12,4,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,10,5,8,12,8,0,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,23,24,30,30,35,14,11,0,202
LGA41830,40,20,17,26,30,24,19,12,3,198,315,171,147,200,245,290,182,103,47,1701,0,3,3,0,4,0,0,0,0,14,16,13,4,6,29,40,40,13,3,168,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,34,22,31,30,34,37,44,19,7,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,7,11,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,5,3,0,0,20,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,9,44,19,22,27,52,70,66,23,16,331
