LGA_CODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
LGA16610,3,20,49,49,53,43,28,12,5,257,0,0,3,0,3,5,10,3,0,25,0,0,0,11,14,10,10,5,0,66,121,65,113,141,182,174,175,122,44,1134,174,252,592,706,841,932,735,376,112,4728,0,0,3,11,3,0,4,0,0,29,0,3,13,10,11,3,3,0,0,40,0,5,6,17,10,9,7,8,0,63,0,0,0,0,4,0,0,0,0,6,3,6,17,22,12,6,0,0,0,69,0,20,61,103,209,91,62,18,0,570,0,15,52,76,100,60,31,16,3,351,19,68,149,168,145,74,28,16,3,661,5,38,67,80,86,32,17,3,0,323,0,5,17,20,8,14,3,3,0,72,15,31,57,44,29,21,8,5,0,213,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,3,0,4,0,12,65,47,61,93,118,103,167,174,90,911,114,232,504,651,731,423,322,256,108,3331
LGA16650,10,78,478,271,180,105,73,28,6,1234,9,13,23,15,11,9,14,7,6,122,3,14,84,97,81,60,26,13,4,386,207,298,861,628,475,438,374,361,292,3941,340,1948,8513,5993,4292,3147,2107,1179,589,28105,5,47,210,186,80,30,10,4,0,567,4,67,252,146,43,23,3,0,0,533,0,23,120,159,123,77,68,42,20,635,0,22,53,46,28,11,3,0,0,157,0,3,34,22,21,6,0,0,0,89,6,106,412,418,350,219,130,78,24,1729,0,77,367,374,325,216,114,51,21,1544,69,614,1855,1339,758,383,140,130,39,5318,14,231,701,480,327,158,57,24,5,1999,11,112,275,175,68,49,26,11,5,727,45,170,334,255,155,93,31,18,10,1105,3,3,8,14,14,5,10,3,0,59,0,20,81,66,47,25,11,8,3,255,349,374,785,749,636,548,558,738,490,5223,501,1865,5487,4431,2956,1832,1158,1102,615,19948
LGA16700,13,103,293,206,153,76,61,29,5,931,8,19,10,7,9,13,10,3,4,73,0,27,88,79,78,54,43,18,12,405,165,245,571,479,403,324,261,200,160,2809,289,2184,8484,7146,5477,4192,2608,1347,617,32351,0,84,301,279,207,81,38,17,3,1017,4,84,257,227,115,17,3,0,0,706,4,36,183,212,126,51,62,59,13,739,0,18,46,50,23,9,4,3,0,158,0,20,75,51,27,16,3,7,0,188,4,154,593,668,670,402,183,123,63,2864,3,103,505,564,561,441,211,138,41,2576,71,953,2116,1792,1160,609,263,210,70,7237,19,316,912,766,546,306,125,55,16,3055,15,182,362,284,131,69,21,18,19,1109,50,140,267,239,139,92,31,27,6,993,6,12,3,3,4,7,0,6,0,45,0,39,81,84,63,40,10,3,0,336,328,438,583,649,573,424,438,623,328,4387,505,2584,6281,5862,4358,2562,1410,1298,555,25416
LGA16900,16,74,130,149,104,77,51,33,3,645,0,3,0,3,0,3,5,11,0,29,0,8,31,35,34,34,22,4,6,179,166,141,289,295,328,296,343,269,137,2264,330,1048,2693,2967,2917,2671,1845,895,310,15683,0,16,28,28,27,9,0,0,0,115,0,7,37,42,17,9,3,4,0,118,0,10,49,65,49,30,25,14,3,245,0,8,14,17,16,0,3,0,0,56,4,6,28,19,6,3,3,3,0,73,10,98,290,365,394,157,81,33,3,1430,3,62,199,179,289,123,40,10,3,910,76,265,657,643,473,218,88,40,9,2468,29,171,319,245,222,99,27,6,0,1115,3,30,54,54,35,22,11,7,0,216,48,126,245,140,80,60,20,13,0,747,0,3,0,0,8,0,0,0,0,13,3,3,12,13,14,12,6,3,0,65,239,130,239,352,301,320,379,348,99,2398,412,934,2169,2185,1924,1065,684,471,110,9966
LGA16950,16,82,195,188,176,161,156,50,19,1053,6,7,0,3,12,10,11,12,7,70,4,3,40,54,52,62,46,30,9,308,336,336,684,652,633,705,817,605,317,5073,505,1233,3397,3649,4152,5030,4761,2464,826,26020,0,16,41,58,54,27,21,8,3,217,0,9,18,64,50,42,11,0,0,195,0,25,57,58,57,63,84,64,20,421,0,0,5,16,16,16,3,0,0,57,4,34,65,60,53,17,9,0,3,244,13,89,284,560,715,430,271,118,25,2506,7,54,227,329,578,418,213,79,19,1934,68,266,581,720,705,599,343,166,37,3487,19,134,347,409,395,276,123,42,0,1734,8,21,76,106,101,82,45,18,5,458,63,158,260,248,174,137,72,42,9,1162,8,0,0,6,4,0,3,0,0,23,3,4,10,39,32,21,13,9,3,136,332,119,298,422,398,510,729,802,256,3867,520,918,2273,3093,3335,2639,1938,1345,383,16445
LGA17000,3,14,40,38,28,19,8,9,0,162,0,3,0,0,0,0,0,0,0,11,4,3,16,13,18,11,7,3,0,81,91,60,129,146,165,142,109,69,13,916,159,418,1069,1110,1175,879,499,224,49,5569,0,0,16,26,13,4,0,0,0,59,0,0,4,17,20,3,0,0,0,47,0,6,29,31,15,12,10,0,0,102,0,3,4,7,0,0,0,0,0,10,4,6,28,21,9,4,0,0,0,75,3,19,90,139,167,64,30,22,3,536,0,5,65,82,134,64,20,17,3,389,32,107,252,259,161,72,14,14,0,904,10,24,76,84,79,30,11,4,0,316,0,3,17,14,16,12,5,3,0,77,10,53,97,81,45,16,0,0,0,306,0,0,0,0,0,0,0,0,0,3,0,0,7,7,0,0,0,0,0,16,103,30,80,116,96,100,89,82,32,729,165,266,763,874,754,382,185,140,41,3571
LGA17040,5,14,55,55,36,29,23,6,0,218,0,3,0,0,0,3,0,0,0,8,0,4,6,17,24,17,10,0,0,84,102,79,194,186,220,161,152,98,40,1237,149,298,858,971,1094,1041,751,357,100,5610,0,4,15,16,14,9,7,0,0,62,0,4,7,15,12,10,0,0,0,54,0,0,9,13,17,18,13,5,0,81,0,3,4,5,3,4,0,0,0,17,6,9,28,35,20,9,7,0,0,108,0,10,55,133,172,100,57,31,10,573,0,5,57,94,105,94,35,11,0,400,12,48,164,195,186,109,53,17,10,786,3,23,92,128,75,50,15,6,0,402,4,12,30,37,27,12,8,3,0,124,14,27,71,56,38,36,6,0,3,258,0,0,0,0,0,0,0,0,0,4,0,4,7,9,14,11,3,0,0,41,93,59,143,183,159,114,113,109,55,1022,136,207,669,926,835,589,312,191,78,3940
LGA17080,0,6,22,20,16,17,10,6,3,98,3,0,3,0,0,3,0,0,0,8,0,3,4,9,5,10,0,3,0,43,52,48,137,141,150,145,124,85,53,936,84,176,527,567,615,608,473,242,91,3377,0,0,9,3,11,8,3,0,0,31,3,4,3,8,4,0,0,0,0,18,0,3,8,12,11,13,8,3,0,50,0,0,0,0,4,0,0,0,0,8,0,8,32,21,16,4,0,0,0,78,0,7,51,60,119,78,45,23,0,385,0,8,63,52,89,61,28,13,0,313,10,52,92,104,91,59,23,11,0,436,3,20,47,54,42,20,9,3,0,195,0,3,15,12,4,3,6,0,0,41,3,26,40,31,24,20,9,6,0,149,0,0,0,0,3,0,0,0,0,3,0,0,3,5,3,0,0,0,0,14,44,24,57,60,82,70,105,103,36,576,67,141,416,418,499,331,229,157,48,2302
LGA17100,0,29,180,89,37,19,11,8,3,379,3,4,5,3,3,5,4,0,3,31,0,7,41,27,22,10,3,3,3,120,90,228,506,225,165,154,92,71,41,1560,122,999,3939,2169,1599,1291,736,376,170,11399,0,28,82,80,70,27,11,4,0,301,0,46,120,62,26,6,0,0,0,261,0,12,60,72,28,22,25,10,7,240,0,6,18,11,17,3,0,0,0,58,0,3,9,8,11,0,0,0,0,35,3,59,182,206,217,148,81,45,17,953,0,21,125,125,173,136,68,37,16,697,18,258,632,452,309,121,48,35,13,1888,3,101,255,213,176,98,25,9,7,881,4,63,111,71,41,15,10,5,3,324,8,49,90,55,44,26,6,6,3,289,4,14,3,4,0,0,0,3,0,31,0,16,33,31,21,14,6,3,0,123,161,164,238,292,213,129,135,180,127,1641,200,840,1960,1685,1347,736,427,332,203,7722
LGA17150,19,114,330,374,289,184,142,61,20,1542,4,3,10,7,11,11,10,4,5,69,7,28,107,133,143,127,76,33,14,643,317,292,740,848,788,712,573,486,320,5077,579,3276,10170,11685,11416,10060,6701,3397,1377,58654,0,76,306,286,272,125,29,14,4,1120,7,42,181,193,159,51,21,3,0,649,3,40,192,262,213,145,152,120,35,1157,3,43,83,85,39,25,6,4,0,284,9,32,80,62,36,18,4,0,0,246,19,323,1130,1329,1393,739,342,181,41,5506,9,236,1146,1403,2015,966,378,142,63,6347,173,1157,3150,3137,2503,1684,670,452,81,12999,64,595,1475,1081,847,478,154,69,4,4762,20,307,501,342,230,128,85,45,16,1675,129,418,765,655,375,305,105,80,21,2847,3,3,7,4,4,13,6,3,0,50,0,53,103,103,91,61,14,23,4,455,689,451,786,955,931,875,900,1278,632,7482,1130,3768,9900,9892,9102,5612,2869,2423,897,45583
LGA17200,30,321,1140,607,396,159,80,19,8,2744,57,97,68,28,23,19,8,7,0,308,12,86,346,255,167,119,47,27,7,1064,555,2086,5158,2658,1849,1319,862,449,171,15103,865,7489,29624,15897,9581,6358,3774,1461,422,75468,6,232,623,239,129,86,31,15,4,1370,11,169,499,189,61,24,7,0,0,968,0,113,316,149,93,77,63,21,7,841,3,60,346,161,72,25,8,3,0,679,0,25,116,35,22,13,9,0,0,220,4,259,1237,615,488,335,166,88,22,3212,5,107,636,428,462,430,159,91,29,2347,75,1622,4647,1738,821,459,128,78,27,9598,13,726,2892,1373,867,596,215,69,19,6776,40,729,1979,823,393,146,54,29,7,4205,51,319,651,277,141,86,23,11,3,1555,19,54,6,7,13,3,4,0,0,107,13,99,304,167,105,68,30,13,6,800,895,2807,5260,2626,1871,1402,978,748,352,16936,1134,7325,19515,8827,5527,3755,1876,1169,477,49617
LGA17310,10,35,134,124,72,64,50,24,3,521,5,3,7,3,0,6,3,4,0,27,3,6,35,23,44,32,22,4,0,168,259,170,406,369,360,406,381,276,97,2722,367,805,2397,2288,2289,2284,1686,854,221,13190,0,3,27,35,15,16,3,0,0,99,4,13,20,27,22,14,5,0,0,107,4,13,31,39,32,18,15,13,3,160,0,0,9,8,10,3,0,0,0,39,0,26,57,47,24,17,4,3,0,185,16,77,280,404,525,267,156,80,28,1826,0,38,216,231,361,222,111,41,6,1232,57,210,463,478,473,330,120,64,7,2206,21,73,238,202,193,99,39,5,3,872,3,23,61,53,34,31,12,9,8,231,42,95,171,131,97,46,15,5,0,611,0,0,0,4,3,0,0,0,0,8,0,0,20,15,15,9,4,7,0,72,165,88,181,247,235,283,326,460,256,2240,316,657,1765,1938,2043,1360,815,689,306,9891
LGA17350,8,6,4,9,6,9,3,0,0,43,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,21,17,22,29,35,42,34,32,6,233,35,78,197,181,211,243,179,90,19,1227,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,20,0,3,15,32,53,30,18,5,5,177,0,8,23,39,24,24,5,3,0,129,3,22,43,42,49,24,8,3,0,199,3,3,23,14,14,10,4,0,0,73,0,0,4,3,3,6,4,4,0,24,10,9,14,9,3,8,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,3,18,27,25,29,48,57,18,240,27,48,159,179,191,133,95,72,29,935
LGA17400,4,0,12,17,8,13,8,3,0,62,0,0,0,0,0,0,5,0,0,6,0,0,0,3,5,0,6,3,0,22,29,14,26,39,57,98,75,52,20,406,50,53,126,193,250,370,309,132,28,1506,0,0,0,4,0,0,0,0,0,6,0,0,8,3,0,0,0,0,0,9,0,0,4,3,4,5,0,3,0,16,3,0,0,0,0,0,0,0,0,3,0,0,4,8,4,3,0,0,0,18,0,6,20,33,63,33,27,13,4,198,0,3,17,28,36,43,11,5,0,140,9,13,31,46,50,31,11,3,0,191,0,5,22,29,24,17,3,0,0,96,0,0,4,5,3,3,4,0,0,23,0,8,19,17,13,3,4,0,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,12,3,19,30,38,38,31,51,16,232,22,39,155,196,234,179,91,86,24,1023
LGA17420,22,69,157,187,188,114,73,31,3,854,3,0,10,5,0,5,9,3,0,44,8,26,77,101,103,82,35,26,6,462,222,187,348,464,499,342,356,200,110,2729,429,2212,6310,9346,8922,7004,4776,1810,459,41279,0,98,240,343,297,117,22,8,4,1132,4,41,186,247,146,35,7,0,0,674,3,27,153,241,163,105,60,37,10,802,0,26,54,66,46,20,0,4,0,223,0,24,66,68,41,17,0,0,3,225,10,236,674,1031,1118,657,241,78,20,4063,4,138,729,950,1263,729,234,66,20,4140,118,693,2041,2337,1910,1208,288,119,27,8736,43,383,761,818,709,359,76,29,7,3178,22,207,346,268,149,89,37,10,7,1134,69,236,423,446,267,215,46,22,3,1727,0,4,3,3,9,9,8,0,0,41,3,42,84,87,87,55,16,0,0,381,447,265,452,557,546,494,333,319,142,3558,731,2430,6218,7454,6761,4116,1368,705,243,30022
LGA17550,25,65,200,233,170,176,115,55,15,1062,3,3,4,4,3,13,19,9,9,70,3,10,34,47,44,45,41,22,12,249,251,194,363,441,518,638,622,550,338,3915,391,860,2698,3560,3824,4203,3557,2067,847,22012,0,10,28,49,37,28,13,8,0,177,3,11,17,61,46,21,6,0,0,165,0,9,20,51,49,42,54,36,6,274,3,7,17,34,19,15,3,0,0,105,3,8,38,40,26,18,3,0,0,140,5,59,300,470,678,419,254,112,19,2319,0,37,201,370,491,318,177,70,14,1677,68,238,520,647,596,403,237,151,32,2881,25,115,302,345,351,216,62,26,3,1448,8,29,104,111,75,45,42,22,9,449,42,124,285,264,191,124,58,51,8,1140,0,3,5,0,11,0,3,4,0,27,3,3,23,29,17,14,6,14,3,107,294,113,258,416,481,448,699,951,386,4040,460,763,2121,2876,3079,2107,1611,1443,485,14949
LGA17620,3,5,19,18,19,24,13,3,0,109,0,0,0,3,0,3,3,0,0,10,0,3,0,12,0,8,5,3,0,36,46,45,89,110,110,116,89,59,47,716,71,180,559,593,571,556,378,172,79,3169,0,0,7,8,4,4,0,4,0,35,0,0,0,7,8,0,0,0,0,18,0,0,15,3,7,0,0,0,0,31,0,0,0,0,3,3,0,0,0,6,4,20,50,28,16,14,0,0,0,143,0,22,60,78,120,69,38,15,4,405,0,19,59,46,75,35,19,7,3,267,11,63,108,125,78,49,9,9,0,460,3,18,27,40,43,12,6,3,0,158,0,5,9,12,11,7,9,3,0,46,7,22,39,28,14,16,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,3,0,16,43,22,47,47,50,70,90,92,68,534,74,188,428,428,441,287,179,136,72,2242
LGA17640,3,0,7,3,14,3,4,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,3,9,4,5,3,0,0,22,35,12,35,46,75,81,64,41,19,408,45,68,202,275,395,397,326,132,33,1882,0,0,4,0,3,3,0,0,0,15,0,0,0,7,0,0,0,0,0,9,0,0,3,3,4,6,6,0,0,22,0,0,3,0,0,0,0,0,0,5,3,3,5,10,10,4,0,0,0,37,5,3,26,47,68,47,29,8,4,227,0,4,27,26,48,37,22,7,0,160,13,18,41,71,47,38,12,10,0,244,3,11,32,51,30,32,8,0,0,164,0,3,3,11,3,4,0,0,0,28,3,8,23,14,12,4,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,12,27,9,17,39,37,44,48,41,8,279,46,56,183,273,277,220,130,68,17,1274
LGA17650,0,5,10,10,4,14,8,0,0,61,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,5,0,0,18,25,9,19,31,41,54,50,23,9,250,45,50,159,235,279,309,261,78,20,1441,0,6,6,19,13,7,0,0,0,48,0,0,0,3,3,0,0,0,0,8,0,0,0,4,8,0,3,4,0,14,0,0,0,3,0,0,0,0,0,11,0,0,4,9,3,6,4,0,0,39,0,8,15,46,43,39,16,8,0,172,0,5,21,27,52,48,13,3,3,171,9,16,32,67,62,28,5,0,0,218,0,8,24,38,42,31,4,0,0,146,0,3,5,9,7,9,3,3,0,40,3,4,14,15,7,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,23,9,16,24,17,31,33,31,10,192,36,55,148,266,263,197,79,48,13,1115
LGA17750,18,59,151,105,81,69,35,11,4,533,0,7,4,5,11,4,6,0,0,43,5,14,42,40,37,35,20,6,6,210,211,194,325,270,318,307,260,177,55,2105,374,1172,2999,2648,2504,2315,1464,633,213,14322,0,30,74,49,46,21,3,3,0,218,3,14,25,26,25,15,3,0,0,101,9,25,46,41,38,11,16,19,8,210,0,3,16,17,6,3,0,0,0,48,9,49,72,42,30,5,3,3,0,214,13,119,367,383,426,240,130,82,23,1789,3,58,284,319,427,219,105,42,11,1460,92,341,635,608,510,282,95,60,12,2645,19,145,326,270,200,119,35,10,6,1120,3,67,74,65,41,23,15,9,3,304,48,160,204,148,105,52,23,8,0,755,0,5,0,9,5,0,3,0,0,17,7,16,25,17,22,5,6,0,0,108,191,103,197,219,223,197,275,347,162,1925,402,1130,2341,2209,2112,1195,713,584,226,10922
LGA17850,0,0,3,3,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,11,5,23,18,26,26,42,20,18,190,20,33,97,93,123,135,144,50,18,712,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,3,0,14,14,6,6,0,0,0,36,0,0,3,13,31,32,11,5,3,89,0,0,12,20,21,19,3,8,0,76,3,10,22,29,33,21,8,0,0,120,0,3,8,11,7,10,0,0,0,46,0,0,3,3,5,0,0,0,0,13,0,0,10,13,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,8,13,11,13,14,22,10,107,20,26,78,111,127,102,37,30,12,546
LGA17900,0,3,3,10,13,8,9,3,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,3,0,0,16,27,29,57,53,54,100,81,47,4,451,36,71,189,181,175,260,214,97,16,1237,0,0,3,3,3,3,3,0,0,16,0,0,4,6,0,0,0,0,0,14,0,0,0,3,7,3,0,0,0,13,0,0,0,0,0,3,0,0,0,8,0,4,14,4,0,0,3,0,0,30,0,3,22,39,44,24,18,3,0,150,0,14,49,32,44,24,3,0,0,159,3,13,41,42,37,18,7,0,3,166,0,3,14,18,21,17,3,0,0,72,0,0,7,4,3,7,3,0,0,21,0,4,10,3,8,7,3,0,0,46,0,0,0,0,4,0,0,0,0,4,0,3,0,0,3,0,0,0,0,6,13,19,48,53,61,56,35,21,4,314,19,66,200,211,239,160,75,28,12,1017
LGA17950,0,0,6,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,11,8,28,20,23,26,21,14,10,152,14,30,96,84,94,95,69,27,13,527,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,13,10,8,0,0,0,0,26,0,0,13,17,21,21,5,3,0,75,0,0,12,13,15,8,3,0,0,58,0,3,15,25,17,10,4,0,0,81,0,3,13,5,7,0,0,0,0,27,0,0,0,3,0,0,0,0,0,8,0,0,4,3,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,6,3,13,11,8,10,20,13,4,92,11,16,83,89,80,50,44,23,8,403
LGA18020,3,5,9,19,8,11,5,6,0,75,0,0,0,3,0,0,0,0,0,4,0,0,3,3,4,5,7,0,0,27,44,37,47,64,82,112,126,69,26,614,64,95,212,284,347,414,364,183,55,2017,0,0,3,6,5,4,0,0,0,19,0,0,0,7,10,5,0,0,0,18,0,0,0,8,4,4,6,3,0,28,0,0,3,3,0,0,0,0,0,3,0,3,15,25,10,10,3,0,0,66,0,15,47,64,76,59,40,11,7,322,0,10,45,49,75,51,21,8,0,256,0,13,58,70,64,46,15,12,0,270,0,8,21,28,24,16,3,3,0,108,0,0,9,0,4,5,5,0,0,24,3,14,22,11,11,13,0,0,0,76,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,0,0,3,16,34,11,41,48,53,62,85,73,33,431,41,68,257,328,345,276,175,116,38,1647
LGA18050,5,28,206,143,78,49,25,18,6,566,0,4,16,3,7,0,0,9,0,40,0,13,64,93,38,26,22,9,5,276,120,213,1040,700,452,294,241,170,135,3373,161,855,6301,5193,3429,2188,1503,744,366,20746,0,36,186,85,73,56,21,7,0,471,0,13,111,70,23,10,0,0,0,232,0,14,91,52,63,57,43,47,24,395,0,12,106,94,41,11,0,3,0,268,0,0,43,19,14,4,3,3,0,87,3,62,509,382,319,197,112,76,22,1688,0,45,336,298,387,274,123,62,20,1554,11,311,1474,918,423,295,122,86,38,3677,12,172,1080,690,445,280,87,49,10,2819,4,178,797,516,168,93,44,26,8,1826,11,97,230,167,79,93,19,24,7,719,3,5,0,0,5,3,0,3,3,28,3,20,106,96,67,36,12,10,3,350,250,422,1311,729,559,492,405,536,294,4998,290,1380,6374,4113,2672,1910,1009,926,439,19110
