LGA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
LGA36300,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,3,16,7,5,5,3,3,22,69,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,0,0,0,0,0,0,0,0
LGA36370,8,3,0,0,3,16,33,113,383,350,255,95,101,55,76,1482,0,0,5,5,12,12,32,52,97,62,41,15,13,9,27,392,0,0,0,0,3,4,8,4,22,16,22,4,9,3,19,118,0,0,0,0,0,0,0,0,4,8,9,13,0,9,11,65,11,10,18,9,34,41,86,103,169,80,43,22,16,4,76,718,0,0,0,0,0,0,0,3,5,0,3,5,0,5,753,779,26,10,23,13,55,87,187,336,1116,1327,1352,984,915,569,1282,8283,3,3,3,3,7,24,70,134,272,215,121,43,27,17,101,1054,4,8,17,23,73,129,132,105,142,70,23,11,12,0,73,816,0,0,3,0,4,10,9,15,25,10,5,0,3,0,20,102,12,5,28,44,62,83,44,24,26,8,0,0,3,3,27,373,34,22,60,94,196,235,235,211,239,103,34,20,6,10,154,1651,0,0,0,0,0,3,3,0
LGA36510,0,0,0,0,3,16,14,57,207,173,130,19,43,30,62,752,0,0,0,0,5,18,14,35,51,31,15,9,3,6,14,210,0,0,0,0,0,0,0,7,11,11,3,3,3,6,15,53,0,0,0,0,0,0,0,0,6,5,7,4,5,7,9,48,7,3,3,10,19,21,42,59,107,43,25,10,12,7,51,407,0,0,0,0,0,0,0,0,6,6,3,0,0,0,237,260,9,6,12,14,41,67,84,195,725,700,673,427,491,232,630,4296,3,0,0,0,6,13,23,32,120,69,31,12,15,10,43,383,0,0,5,9,32,79,65,48,80,32,13,4,0,0,35,392,0,0,0,0,3,3,3,3,9,8,0,0,0,0,8,34,4,0,5,6,18,27,8,5,9,0,0,0,0,3,9,95,14,10,19,34,80,105,98,84,110,37,23,5,3,3,66,689,0,0,0,0,0,0,3,0
LGA36580,3,3,0,0,0,6,25,47,146,128,55,25,21,9,38,504,0,0,0,0,9,3,16,36,30,27,12,5,0,3,9,153,0,0,0,0,4,3,4,3,5,12,3,0,0,0,10,46,0,0,0,0,0,0,0,0,4,8,9,3,0,0,5,26,6,4,7,0,9,18,51,46,89,35,17,3,4,0,34,320,0,0,0,0,0,0,0,0,3,0,3,0,0,0,159,166,8,8,12,3,24,29,106,155,466,459,380,220,159,85,388,2500,3,0,0,3,0,10,23,33,55,34,10,6,0,4,24,205,0,0,4,12,15,34,22,23,42,11,4,0,3,3,23,190,0,0,0,0,0,4,0,5,9,5,0,0,0,0,3,33,0,3,7,6,8,17,11,8,16,3,0,0,0,0,9,84,11,7,16,34,58,74,83,82,77,31,7,0,5,3,56,540,0,0,0,0,0,0,0,0
LGA36630,0,0,0,0,0,10,28,39,149,102,62,24,19,9,23,464,0,0,5,3,7,11,14,30,64,25,13,4,0,3,26,201,0,0,0,0,0,0,4,4,9,11,3,0,3,0,9,49,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,16,7,4,7,3,28,34,69,63,112,49,15,4,3,3,57,453,0,0,0,0,0,3,0,0,3,0,0,0,0,0,182,191,7,12,13,8,38,66,145,173,590,457,377,232,220,116,426,2879,0,0,0,8,5,8,23,44,74,42,24,0,7,0,38,271,0,3,12,9,31,63,44,33,58,12,3,3,0,0,19,295,0,0,0,0,3,0,3,3,4,3,0,0,0,0,8,31,3,3,9,12,17,26,10,6,7,0,3,0,3,0,6,102,7,3,29,39,70,113,103,110,113,22,11,8,8,0,71,704,0,0,0,0,0,3,4,0
LGA36660,0,0,3,0,5,6,24,74,205,124,65,22,18,10,29,598,0,0,0,3,3,13,10,21,67,24,14,0,0,0,20,182,0,0,0,0,0,0,4,8,4,8,8,3,3,0,12,43,0,0,0,0,0,0,0,0,11,8,3,0,0,3,7,36,4,0,6,5,31,26,55,52,73,45,18,3,0,8,45,383,0,0,0,0,0,0,0,5,0,0,4,3,0,0,230,244,9,8,12,8,49,51,132,204,762,635,473,254,212,104,511,3415,0,0,0,0,0,25,36,39,75,56,16,8,9,3,34,295,0,3,8,15,25,63,58,40,65,22,8,3,3,0,31,346,0,0,0,4,3,3,5,3,9,3,3,3,0,0,8,51,3,0,9,10,15,21,19,6,12,3,0,0,0,0,5,107,15,13,24,32,57,116,97,87,113,29,6,3,3,0,64,660,0,0,0,0,0,0,0,0
LGA36720,11,7,3,11,22,52,109,310,1338,1208,867,279,450,304,311,5284,6,10,17,15,36,90,136,241,504,270,144,65,85,46,118,1785,3,0,0,0,3,5,16,27,83,65,53,18,26,33,52,385,0,0,0,0,0,0,3,9,33,35,34,42,34,30,34,238,55,19,36,17,79,102,178,248,598,318,177,89,68,52,259,2306,0,0,0,0,3,0,0,4,17,15,13,0,5,3,2313,2375,104,52,73,50,175,321,587,1162,4832,5184,5040,3498,3566,2561,4464,31668,5,0,11,17,27,75,244,375,953,660,368,129,120,38,392,3412,10,32,68,103,215,520,586,529,783,289,132,29,23,7,313,3652,3,0,3,3,16,43,34,41,59,40,23,8,10,9,62,347,33,12,69,66,117,149,91,56,71,28,12,4,3,0,35,735,118,58,135,207,368,558,589,533,820,260,109,37,26,20,384,4213,0,0,0,0,3,5,4,3
LGA36820,0,0,0,0,0,6,14,37,93,63,40,20,17,7,24,304,0,0,3,0,3,9,9,27,39,24,11,4,0,7,14,141,0,0,0,0,0,3,4,3,15,3,3,4,3,0,8,45,0,0,0,0,0,0,0,0,0,3,5,4,4,0,3,21,4,6,8,0,12,4,21,18,63,26,17,8,3,3,25,221,0,0,0,0,0,0,0,0,7,3,0,0,3,0,206,216,7,8,12,0,23,24,72,123,383,359,307,192,160,128,385,2192,3,0,0,4,3,10,20,31,58,38,29,5,8,3,31,237,0,3,6,8,18,38,40,30,46,13,3,0,0,0,22,235,0,0,0,0,3,3,3,5,3,0,0,0,0,0,8,22,5,6,5,12,14,19,16,5,4,0,0,0,0,0,8,95,11,7,20,21,49,70,72,60,74,17,12,3,0,3,62,485,0,0,0,0,0,0,0,0
LGA36910,6,3,4,3,7,31,84,218,866,816,483,156,180,136,148,3154,3,4,6,9,18,36,67,112,223,102,68,38,22,12,62,774,0,0,0,0,4,3,12,15,39,37,28,9,12,9,29,207,0,0,0,0,3,0,0,0,13,22,18,11,16,18,18,128,29,11,14,10,82,73,143,148,322,166,81,25,25,16,106,1260,0,0,0,0,0,3,0,5,9,5,7,0,0,0,1064,1092,60,32,34,22,128,182,378,653,2575,2860,2730,1976,1866,1327,2176,16993,3,3,5,8,5,41,123,206,548,355,171,83,53,24,209,1852,3,7,22,41,90,231,264,212,313,124,37,9,10,7,131,1503,3,0,3,4,7,14,17,18,29,20,11,0,5,0,19,157,17,3,41,50,62,103,55,35,33,8,9,3,3,0,31,447,61,34,102,131,243,391,363,316,469,168,55,22,21,6,192,2580,0,4,3,0,3,3,3,7
LGA36950,0,0,0,0,0,0,4,0,13,14,6,4,5,0,8,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,3,0,3,3,0,0,0,0,0,0,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,3,0,8,7,27,40,44,37,38,25,80,325,0,0,0,0,0,3,4,0,14,9,3,0,3,5,9,50,0,0,0,0,0,0,4,3,8,4,3,0,0,0,6,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,4,6,3,8,3,5,8,3,0,0,0,3,16,70,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,3,18,35,17,7,3,0,0,6,98,0,0,0,0,5,4,8,9,17,4,3,0,0,0,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,19,25,17,29,30,7,0,0,0,0,25,163,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,8,0,3,6,4,28,34,36,67,104,63,32,15,5,7,61,450,0,0,3,0,3,8,3,9,12,4,8,0,0,0,4,58,0,0,5,3,4,16,11,13,3,0,0,0,0,0,4,61,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,4,3,3,7,0,0,0,0,0,0,0,0,17,3,5,21,26,31,24,25,18,20,8,0,0,0,0,19,206,0,0,0,0,0,0,0,0
LGA37010,0,4,3,3,3,25,72,175,853,899,534,256,231,143,171,3373,3,5,12,4,16,53,76,116,219,133,85,49,27,20,62,889,3,0,0,0,0,3,15,16,50,54,36,16,22,11,43,277,0,0,0,0,0,0,0,0,17,13,23,25,29,19,29,159,50,18,18,5,80,78,143,170,340,197,117,40,38,15,159,1480,0,0,0,0,0,0,0,0,5,11,5,3,0,3,1926,1953,64,31,43,17,115,185,356,599,2436,3012,3123,2556,2612,1647,3104,19900,6,0,6,6,17,50,181,332,794,548,349,123,76,30,275,2795,3,17,31,52,89,250,256,250,371,144,53,17,15,5,135,1689,4,0,9,5,10,24,16,18,48,24,18,6,8,3,24,221,27,20,75,63,86,170,89,68,68,22,7,0,4,0,58,750,85,40,118,207,311,499,427,330,431,180,88,35,29,10,285,3085,0,3,0,0,3,3,3,0
LGA37300,0,0,0,0,0,0,0,0,7,18,35,5,9,10,12,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,32,0,0,0,0,0,0,0,0,19,48,81,86,101,87,77,518,0,0,0,0,0,3,0,0,11,13,14,9,7,0,4,56,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
LGA37310,0,0,3,0,0,12,21,47,200,154,111,34,41,25,44,685,0,3,0,3,3,8,18,14,29,18,10,3,0,0,13,122,0,0,0,0,0,0,3,0,9,9,8,3,7,0,10,50,0,0,0,0,0,0,0,0,0,3,10,6,3,3,4,30,0,4,8,3,13,11,35,37,66,15,11,5,9,0,17,241,0,0,0,0,0,0,0,0,0,3,3,0,0,0,277,286,16,9,13,8,30,51,87,130,571,529,547,352,304,216,556,3429,0,0,3,0,3,12,31,29,79,44,27,10,7,11,46,307,0,3,4,11,20,46,35,34,37,11,9,0,0,0,17,224,0,0,0,0,0,3,3,0,6,4,3,0,0,0,6,29,0,3,8,5,13,19,11,3,12,0,0,0,0,0,8,87,13,3,23,42,64,79,92,82,89,18,10,3,0,4,63,581,0,0,0,0,0,0,3,0
LGA37340,5,0,0,0,3,4,14,30,114,108,79,27,33,20,25,461,0,0,6,0,7,10,7,27,42,17,7,4,3,0,17,140,0,0,0,0,0,3,0,6,10,8,9,0,4,3,4,40,0,0,0,0,0,0,0,0,7,8,7,10,7,0,12,45,3,4,10,0,11,14,23,30,45,14,11,3,0,0,18,186,0,0,0,0,0,0,0,0,0,3,0,0,3,0,348,358,10,8,18,0,21,30,71,121,443,485,438,313,306,191,574,3016,0,0,0,3,8,10,29,46,94,37,35,10,7,3,38,322,0,3,12,15,19,66,47,50,46,9,3,4,4,0,22,303,0,0,0,0,0,6,7,4,4,0,3,0,0,0,8,36,5,0,6,9,20,20,15,7,10,0,0,0,0,0,8,89,12,0,18,25,40,61,43,45,70,18,5,3,3,4,33,377,0,0,0,0,3,0,3,0
LGA37400,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,3,0,3,6,17,13,12,5,3,3,22,94,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,6,14,3,3,0,0,0,12,57,0,0,0,0,0,0,0,3,6,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,13,0,0,17,11,7,9,9,6,3,0,0,0,0,0,4,69,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,4,7,3,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,8,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,8,6,3,0,0,0,0,3,28,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,12,22,23,28,13,5,0,0,0,17,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,12,23,37,59,29,16,4,7,3,29,223,0,0,0,0,3,3,0,3,11,3,0,0,0,0,6,37,0,0,0,0,0,3,4,3,4,0,3,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,3,8,7,0,5,3,0,0,0,0,0,6,42,0,0,9,17,20,30,15,15,17,10,0,0,0,0,15,143,0,0,0,0,0,3,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,0,0,0,6,0,7,30,24,37,5,24,26,8,175,0,3,0,0,0,7,9,11,14,3,8,0,0,0,4,55,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,14,4,3,3,3,8,5,3,17,3,6,3,3,0,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,65,17,7,8,4,6,14,23,29,79,66,118,61,105,176,122,833,0,0,0,0,0,0,3,8,27,30,20,6,19,10,16,132,0,0,0,3,15,6,11,15,13,4,3,4,0,3,7,83,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,13,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,14,20,8,5,6,9,20,14,17,22,11,15,5,7,0,13,169,0,0,0,0,0,0,0,0
LGA40120,0,0,0,0,3,3,11,19,135,150,146,60,110,95,56,788,0,0,4,0,4,7,17,18,40,32,19,15,5,22,22,211,0,0,0,0,3,0,0,5,7,3,9,4,6,0,7,41,0,0,0,0,0,0,0,0,6,6,14,10,21,4,10,73,0,0,4,0,8,12,13,16,53,32,26,17,14,4,27,238,0,0,0,0,0,0,0,0,3,0,3,4,0,0,361,373,5,7,5,3,19,35,54,86,507,594,754,698,836,873,794,5268,3,0,0,0,5,10,12,21,102,91,58,19,24,10,74,434,0,4,4,5,13,33,51,48,69,29,23,7,6,0,43,350,0,0,0,0,0,3,3,4,3,3,3,3,0,0,7,28,8,3,3,3,0,9,5,3,4,0,6,0,0,0,3,44,9,8,11,14,24,29,37,39,56,23,10,7,3,0,47,315,0,0,0,0,0,0,0,0
LGA40220,0,0,0,0,0,0,12,34,122,85,52,18,11,5,26,371,0,0,0,0,6,5,9,29,45,21,9,3,0,0,28,168,0,0,0,0,0,0,0,5,5,3,3,0,0,0,3,29,0,0,0,0,0,0,0,0,8,8,7,0,3,3,4,27,3,0,0,0,7,6,20,21,54,20,12,5,3,0,27,188,0,0,0,0,0,0,0,0,3,0,3,0,0,0,162,173,5,3,7,4,14,26,64,128,485,424,369,210,190,95,396,2420,0,0,3,0,6,14,23,19,61,34,24,10,3,7,35,237,0,0,10,10,18,48,42,33,41,17,5,0,0,0,50,275,0,0,0,0,0,3,0,4,6,0,0,0,0,0,8,26,3,0,5,3,7,6,0,0,4,0,0,0,0,0,5,39,8,6,13,21,40,46,62,46,62,14,7,0,3,0,28,357,0,0,0,0,0,0,0,0
LGA40250,0,0,0,0,0,0,3,9,8,0,0,0,0,0,4,24,0,0,0,0,4,0,7,6,4,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,17,9,16,12,4,0,0,0,0,18,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,3,3,4,35,14,23,37,32,9,3,0,3,0,40,222,0,0,4,0,0,0,0,0,0,3,4,0,0,0,7,20,0,0,3,0,7,3,0,3,4,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,12,9,5,6,3,7,5,5,0,0,0,0,18,71,0,0,0,0,0,0,0,0
LGA40310,0,0,0,0,0,6,8,32,106,114,69,25,20,23,29,441,0,0,0,0,0,3,7,14,39,14,14,3,3,0,3,98,0,0,0,0,0,0,0,4,5,7,0,4,0,0,5,30,0,0,0,0,0,0,0,0,9,7,7,3,4,3,0,27,3,3,3,0,7,9,13,13,38,20,11,4,0,7,8,132,0,0,0,0,0,0,0,3,0,0,0,0,0,0,163,171,10,5,10,3,11,27,41,91,389,507,479,328,285,206,349,2740,0,0,0,3,0,6,17,29,81,46,34,8,14,6,38,267,0,0,3,10,13,55,29,34,54,5,3,0,0,0,20,228,0,0,0,0,3,3,3,3,3,3,0,0,0,0,6,36,0,0,3,4,9,10,0,3,0,0,0,0,0,0,8,34,4,3,8,15,13,29,34,26,29,27,0,3,0,0,28,234,0,0,0,0,0,0,0,3
