LGA_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,15,0,6,46,5,57,16,134,0,0,3,0,15,15,39,0,0,0,0,0,0,3,0,4,0,3,6,0,12,0,0,3,0,0,0,5,0,0,3,0,0,0,4,0,0,3,0,4,0,4,0,0,3,0,0,0,10,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,12,0,9,28,3,49,17,107
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,6,22,0,15,0,6,0,49,11,0,27,7,17,5,70,500,87,454,9,89,62,1207,0,4,50,3,15,37,109,0,4,16,0,3,0,28,22,35,48,0,9,0,118,103,19,90,3,4,0,220,79,6,61,0,3,0,154,144,6,50,0,8,0,206,113,0,34,0,8,0,149,51,0,20,0,0,0,67,7,0,3,0,6,0,18,0,0,3,0,0,0,9,0,0,3,0,3,0,5,0,0,4,0,3,0,6,3,0,0,0,0,0,6,36,0,32,0,11,0,78,11,0,26,0,13,0,57,562,74,443,4,89,43,1217
LGA20260,0,0,0,0,0,3,0,3,0,4,10,16,17,5,7,3,58,416,145,284,20,69,50,978,0,10,48,3,28,35,125,3,9,8,0,0,0,26,40,53,52,3,16,0,168,124,17,66,0,18,4,219,70,17,45,0,6,0,139,134,5,29,0,0,0,168,66,0,22,0,3,0,92,17,0,7,0,0,0,26,10,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,9,18,10,20,3,27,5,83,486,120,297,17,106,49,1074
LGA20570,0,0,3,18,0,10,0,5,0,41,105,106,89,21,34,25,385,6302,1609,1996,281,310,181,10681,18,75,128,17,38,86,363,19,66,27,21,7,0,140,271,670,172,65,17,18,1214,752,277,272,85,31,9,1431,723,136,308,48,23,4,1243,2585,140,490,34,32,14,3301,2485,23,296,8,32,11,2851,876,8,112,4,23,10,1038,123,0,36,3,10,3,169,24,0,13,0,3,3,44,15,4,7,0,0,0,28,5,0,3,0,0,0,11,4,0,3,0,0,0,9,6,0,10,0,0,4,23,110,91,83,26,22,15,351,8018,1496,1949,314,238,180,12202
LGA20660,0,0,12,48,0,11,0,4,0,70,111,128,126,27,25,9,435,6134,1723,1902,251,315,183,10516,17,79,175,10,7,100,390,9,58,12,27,6,3,111,30,544,73,46,17,5,723,36,189,99,52,18,3,402,40,114,107,20,10,5,297,266,136,167,33,60,8,667,2095,140,433,31,63,13,2773,2965,79,405,7,34,9,3506,1064,19,166,0,13,4,1261,264,7,52,0,3,5,321,96,5,24,0,0,0,128,44,0,12,0,0,0,58,14,0,4,0,0,0,20,71,0,26,0,0,0,95,105,101,108,22,20,14,373,7119,1471,1863,251,252,168,11127
LGA20740,0,0,8,13,0,12,0,3,3,26,61,18,58,5,53,14,204,2007,240,867,49,225,115,3498,3,11,93,0,21,90,217,0,9,10,0,8,0,26,26,117,68,18,20,3,249,118,44,138,14,20,3,339,239,17,147,7,13,8,426,714,18,178,12,18,5,939,614,3,104,0,6,3,736,239,3,42,3,5,4,295,14,3,8,0,0,0,27,3,0,3,0,6,0,14,3,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,3,0,0,0,3,6,0,5,0,0,0,15,32,21,39,7,36,9,138,2015,245,841,60,148,120,3425
LGA20830,0,0,0,3,0,3,0,0,0,6,43,33,55,3,11,16,158,1634,369,938,44,176,125,3290,3,19,133,3,31,76,257,0,11,12,0,7,3,42,26,133,73,17,22,3,277,128,55,134,12,43,8,378,168,25,146,4,13,3,358,619,31,189,0,13,3,854,836,3,155,0,7,11,1004,296,0,46,0,0,0,347,21,0,12,0,0,0,33,7,0,8,0,0,0,16,0,0,3,0,0,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,6,30,16,51,7,17,3,120,2140,289,976,42,151,101,3702
LGA20910,0,0,179,398,0,98,0,7,0,511,94,66,73,10,5,12,264,4618,885,1527,100,95,180,7410,15,38,173,11,8,101,353,3,32,11,3,3,3,56,10,412,34,16,10,5,494,23,103,37,49,13,0,221,28,51,44,15,3,0,135,112,38,81,15,9,3,260,525,53,161,0,4,0,747,1281,21,232,3,6,4,1552,1085,7,215,3,7,0,1320,669,0,114,3,4,5,795,423,0,65,0,4,3,494,369,0,65,0,0,0,434,258,0,37,0,3,3,300,639,0,131,0,10,0,777,121,43,69,16,15,10,268,5551,802,1473,129,94,145,8194
LGA21010,0,0,0,0,0,3,0,0,0,6,15,9,15,0,0,7,40,715,274,287,7,32,45,1362,3,12,34,0,9,19,82,5,11,5,0,0,0,24,42,104,33,9,3,0,194,197,42,65,3,3,8,312,132,30,48,0,3,0,208,199,17,52,0,7,0,279,120,4,30,0,0,0,152,34,0,9,0,0,0,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,13,3,8,3,61,738,242,297,17,39,32,1371
LGA21110,3,0,206,418,0,66,0,9,3,503,215,39,146,36,35,32,500,11742,555,3221,316,217,342,16392,34,23,345,24,32,220,681,9,24,15,25,0,3,70,44,218,83,34,8,0,393,137,59,152,62,5,0,418,205,50,126,30,13,4,428,481,22,198,30,25,6,751,1893,15,366,13,21,8,2324,4867,18,625,12,29,3,5550,2590,6,424,9,14,11,3053,1314,0,198,0,12,3,1530,805,0,131,0,3,0,941,507,3,66,4,6,0,591,339,0,46,0,4,0,385,678,0,113,0,3,3,804,245,39,181,35,22,28,551,14151,476,3078,281,198,288,18471
LGA21180,0,0,12,70,3,28,0,9,3,110,209,111,242,16,65,46,691,7723,1271,3465,182,741,346,13735,56,48,340,24,24,161,649,18,39,25,4,5,0,94,61,367,148,21,26,0,628,214,288,232,69,41,6,854,394,124,240,37,48,4,849,1102,91,577,38,125,14,1945,4867,153,1330,31,311,53,6746,2497,35,432,10,91,13,3085,272,3,63,3,8,3,350,44,0,26,0,3,0,75,28,3,4,0,6,0,44,22,3,6,0,3,0,38,10,0,0,0,0,0,13,85,0,20,0,3,3,115,225,118,245,24,39,38,677,9886,1277,3701,257,725,305,16150
LGA21270,0,0,0,0,0,3,0,0,0,4,0,6,12,0,7,3,28,73,61,209,10,70,36,462,0,22,50,3,14,34,127,0,5,9,0,3,0,20,14,12,59,7,21,0,117,31,5,56,0,5,3,102,9,0,16,0,0,0,28,5,0,4,0,0,0,11,0,0,7,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,0,26,77,49,215,11,52,40,447
LGA21370,0,0,0,3,0,6,0,0,0,13,28,22,32,6,37,13,144,1533,584,832,99,234,149,3426,8,30,118,3,60,83,299,7,22,16,12,11,0,68,76,230,120,25,37,11,496,239,95,196,16,34,9,584,210,39,151,4,21,6,439,411,37,120,3,18,3,598,338,3,98,0,9,3,448,147,3,38,0,3,0,197,21,0,10,0,3,0,31,5,0,3,0,0,0,6,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,0,0,0,6,33,19,40,5,29,7,138,1494,488,919,76,231,121,3324
LGA21450,0,0,7,17,0,3,0,0,0,25,70,25,68,9,19,9,197,3405,284,1135,47,197,139,5193,10,12,114,10,31,80,256,3,11,3,3,4,0,29,16,103,60,11,12,0,205,34,56,77,6,11,0,188,49,21,107,8,40,0,224,529,23,192,4,25,7,768,2625,17,393,0,26,17,3078,1632,6,171,0,5,7,1823,168,3,30,0,3,0,204,39,3,13,0,3,0,59,17,0,4,0,0,0,24,10,0,0,0,0,0,9,0,0,0,0,0,0,0,18,0,4,0,0,0,21,112,14,80,4,22,8,241,5265,267,1254,50,175,123,7129
LGA21610,0,0,23,99,0,29,0,6,0,131,227,115,212,15,52,39,662,10114,1573,3376,131,398,305,15898,35,45,239,12,37,155,527,18,30,19,8,10,3,84,42,467,125,29,9,6,679,83,242,202,27,26,10,586,85,116,178,12,46,5,450,618,159,468,23,83,16,1357,5249,168,1200,32,144,28,6823,6224,63,722,7,94,24,7132,756,8,127,0,10,3,908,151,3,30,0,6,4,192,49,3,16,0,3,0,67,27,0,16,0,3,3,56,10,3,3,0,3,0,19,98,0,15,0,6,3,119,316,84,214,21,60,27,715,13757,1408,3570,170,540,277,19722
LGA21670,0,0,0,3,0,4,0,0,0,10,17,6,25,0,8,0,57,472,178,343,41,50,29,1118,3,13,37,16,10,34,105,0,13,5,3,6,0,22,20,88,51,10,5,6,181,132,35,94,10,13,3,279,116,14,57,0,9,0,199,210,6,64,0,3,0,277,55,0,16,0,0,0,74,3,0,0,0,0,0,10,4,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,8,11,8,17,3,4,0,46,557,182,342,39,51,46,1219
LGA21750,0,0,3,9,0,3,0,0,0,11,10,15,46,4,21,9,102,711,252,580,53,124,63,1788,5,13,59,4,32,55,174,3,5,9,6,3,0,34,27,109,48,16,19,3,217,98,58,98,21,18,3,296,130,24,97,8,10,0,267,249,3,105,0,12,0,366,228,3,60,0,8,0,303,65,0,27,0,5,0,96,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,20,16,32,12,23,3,103,830,228,545,62,137,71,1869
LGA21830,0,0,0,0,0,7,0,0,0,8,8,8,37,0,34,8,99,393,133,544,11,204,120,1402,0,5,90,3,85,82,262,3,11,9,0,3,0,35,33,68,75,0,27,7,208,101,14,122,3,17,4,263,98,9,75,0,12,0,191,141,4,55,3,5,0,205,47,0,15,0,3,0,68,9,0,5,0,3,0,23,7,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,9,16,5,27,3,39,0,89,449,121,488,11,198,94,1363
LGA21890,0,0,28,118,3,29,0,3,0,161,235,187,184,19,32,47,696,11959,2343,3173,225,358,304,18358,45,150,274,17,13,186,678,4,100,25,28,3,3,169,66,943,127,32,30,10,1206,234,296,232,58,15,3,838,394,176,151,18,15,7,764,1460,125,293,24,28,5,1938,4442,154,714,17,88,21,5432,4467,93,672,9,42,13,5310,1985,11,329,7,13,7,2352,856,5,141,0,11,0,1016,350,5,55,0,0,0,415,133,3,42,3,0,0,180,47,0,10,0,0,0,64,141,3,34,0,3,0,176,250,169,158,32,39,35,682,14875,2236,3246,250,298,296,21209
LGA22110,0,0,4,7,0,11,0,4,0,21,19,24,62,9,35,11,159,1698,570,1097,137,340,175,4027,10,14,133,0,54,122,333,4,34,19,20,11,3,94,54,191,126,32,50,6,455,231,129,187,23,51,4,632,234,52,166,22,23,0,495,561,46,193,14,17,3,835,607,9,111,3,3,4,738,224,3,36,3,7,3,273,9,0,4,0,0,0,11,4,0,3,0,4,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,9,0,0,0,15,30,19,54,12,36,3,154,1969,500,1043,122,268,156,4054
LGA22170,0,0,10,52,0,22,0,6,0,74,170,73,112,18,21,32,433,8394,1312,2546,206,431,237,13130,29,51,156,18,8,85,351,10,58,11,10,8,4,96,41,466,129,50,32,13,729,207,188,205,45,44,3,692,338,70,201,18,84,8,724,1318,88,439,32,131,15,2023,4203,115,770,23,56,25,5187,2741,15,394,12,27,10,3196,490,0,63,4,4,6,560,148,0,21,0,0,0,173,53,0,9,0,0,0,71,20,0,0,0,0,0,28,4,0,3,0,0,0,9,54,0,6,0,6,0,69,196,90,135,20,23,24,483,9853,1150,2538,223,432,187,14385
LGA22250,0,0,0,3,0,3,0,0,0,8,5,10,18,5,14,4,64,358,113,306,12,105,67,960,0,5,73,3,31,26,148,0,17,18,0,3,0,43,56,31,77,3,15,3,184,159,23,85,0,15,3,280,55,4,33,0,3,0,95,39,3,17,0,3,0,58,13,0,7,0,0,0,24,0,0,3,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,17,0,6,3,45,331,94,336,7,82,43,891
LGA22310,0,0,81,167,0,41,0,5,0,212,221,35,179,20,20,29,506,11484,441,3236,226,188,274,15850,29,24,300,15,8,198,574,3,17,12,28,0,3,72,37,193,93,34,12,0,366,102,81,196,57,13,0,448,204,39,124,15,5,6,387,1414,22,225,21,15,7,1702,2415,24,459,13,25,4,2942,4051,8,682,3,33,17,4785,2482,9,416,4,26,3,2933,1179,0,203,0,6,0,1398,661,0,120,0,3,0,793,339,0,80,0,0,3,426,167,0,35,0,0,0,204,243,0,59,0,3,0,312,230,34,161,28,24,27,502,13565,449,3175,211,175,267,17845
LGA22410,0,0,0,4,0,3,0,3,0,10,13,19,24,0,24,3,84,747,254,544,26,106,65,1742,3,14,68,0,31,54,174,3,13,14,3,5,0,40,71,106,95,9,16,0,298,193,58,149,3,16,4,428,146,13,62,0,8,0,237,216,18,68,0,9,0,306,126,3,40,0,4,0,174,25,3,6,0,0,0,35,3,0,3,0,3,0,8,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,14,11,36,3,4,9,73,819,243,546,19,99,66,1783
LGA22490,0,0,0,0,0,0,0,0,0,0,3,0,24,0,7,3,41,206,3,257,3,56,37,558,0,0,38,0,18,33,96,0,0,8,0,0,0,6,11,0,26,0,3,0,39,7,0,36,9,3,0,57,12,0,36,0,3,0,53,40,0,36,0,0,3,85,95,0,41,0,3,0,136,81,0,32,0,0,0,119,10,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,5,29,270,0,267,8,46,46,631
LGA22620,0,0,3,26,0,17,0,3,0,48,93,116,92,23,33,15,363,5386,1562,2505,283,412,202,10352,11,78,166,10,33,130,425,10,56,21,16,3,7,114,140,571,204,37,36,19,1008,565,332,338,59,47,8,1356,551,153,346,79,32,11,1165,2144,80,534,66,52,15,2892,2605,24,497,13,43,11,3196,843,8,153,0,18,0,1026,79,3,33,0,3,0,122,15,3,16,0,4,0,37,8,0,6,0,0,0,14,7,0,3,0,3,0,6,0,0,3,0,0,0,10,5,0,5,0,3,0,16,86,82,86,22,33,24,326,7080,1402,2402,311,311,226,11724
LGA22670,3,0,21,111,0,27,0,10,4,152,228,126,183,21,67,34,658,9232,1773,2757,172,794,235,14953,45,90,273,7,15,109,549,25,79,18,10,3,0,133,77,602,130,31,37,11,887,252,280,206,55,116,12,921,473,150,149,21,44,8,850,1946,130,377,37,94,20,2610,4849,151,967,13,214,39,6228,2718,53,393,12,127,20,3325,415,10,80,3,11,3,515,114,0,27,0,5,0,149,36,0,8,0,3,0,52,30,0,5,0,0,0,37,8,0,3,0,0,0,12,112,0,23,0,7,0,137,271,105,195,28,50,24,680,11375,1659,2857,218,732,254,17091
LGA22750,0,0,18,39,0,31,0,10,0,83,226,165,221,42,99,33,781,11658,2801,4794,672,857,448,21235,31,150,318,27,84,256,869,18,120,41,37,17,3,235,163,1094,273,120,58,25,1727,803,434,543,163,80,14,2035,833,218,458,133,69,13,1730,2848,240,876,84,79,27,4165,5551,147,1083,40,92,19,6939,3849,26,610,25,60,19,4598,661,8,155,0,12,4,840,176,0,37,3,6,0,226,44,0,25,0,0,0,70,23,0,23,0,3,0,46,10,0,9,0,3,0,25,30,0,28,0,7,0,72,268,158,200,52,90,39,805,15317,2609,4673,696,665,421,24380
LGA22830,0,0,0,10,0,7,0,3,3,26,63,81,66,11,47,14,281,3130,1030,1341,182,445,180,6314,8,46,103,11,56,92,317,10,33,23,10,31,7,115,121,323,145,47,75,13,724,531,212,269,44,74,22,1155,551,145,228,21,60,10,1014,903,41,293,15,34,4,1294,929,21,201,9,44,3,1201,316,11,85,3,12,0,429,40,0,14,0,0,3,50,4,0,4,0,0,0,15,8,0,0,0,0,0,8,0,0,3,0,0,0,3,4,0,3,0,0,0,4,0,0,7,0,0,0,11,62,50,61,8,39,20,244,3489,881,1438,178,419,173,6580
LGA22910,0,0,0,0,0,3,0,0,0,4,6,3,18,0,5,3,42,412,115,430,34,62,50,1099,0,4,62,3,8,41,118,0,3,7,7,0,0,21,11,52,28,6,4,3,104,25,11,64,7,6,0,108,36,9,71,0,3,0,122,95,4,67,0,11,0,181,154,8,68,0,4,0,239,77,0,23,0,0,0,103,9,0,5,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,16,5,0,25,0,6,0,43,430,96,435,28,44,50,1071
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,21,145,27,156,16,47,40,431,6,9,37,0,9,22,83,4,0,6,0,6,0,18,43,10,41,14,13,5,122,72,3,39,0,5,0,117,24,0,11,0,3,0,33,10,0,7,0,0,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,17,162,18,141,20,48,30,416
LGA23110,0,0,19,54,0,14,0,0,0,70,115,79,99,9,20,22,344,5664,881,1688,119,281,163,8786,11,44,122,5,4,89,273,8,59,12,3,0,0,80,27,336,52,17,11,8,445,89,150,110,42,10,6,406,128,69,91,9,19,3,311,598,47,212,32,25,5,924,2331,39,402,15,69,6,2868,1824,35,267,5,24,3,2166,916,5,109,0,8,4,1046,396,0,32,0,0,0,434,157,5,19,0,5,0,178,70,3,7,3,0,0,79,41,0,7,0,0,0,47,66,0,9,0,5,3,77,138,55,89,15,15,15,336,6808,843,1538,143,197,146,9672
LGA23190,0,0,3,3,0,3,0,0,0,6,27,28,19,6,22,3,104,1107,318,409,37,74,67,2016,3,17,60,0,8,28,115,6,59,11,0,0,0,81,53,97,52,16,11,0,223,320,42,81,13,3,5,467,148,29,53,3,9,4,243,240,9,64,0,4,0,320,224,3,36,7,5,4,282,100,3,21,3,4,3,135,8,0,4,0,3,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,6,26,25,16,7,18,9,95,1141,275,402,42,70,52,1986
LGA23270,0,0,0,49,0,9,0,3,0,69,133,110,146,19,40,32,475,5910,1577,2417,135,510,213,10762,41,67,215,10,20,121,475,5,60,14,7,6,0,89,31,498,79,11,20,3,643,77,248,138,27,35,3,534,99,144,150,22,25,0,443,483,165,319,26,110,12,1105,4959,168,1128,38,291,29,6616,3158,85,461,9,102,12,3834,242,14,81,4,13,7,353,44,0,20,3,0,0,71,40,3,16,0,6,0,66,19,3,3,0,0,0,31,7,0,7,0,0,0,17,84,0,22,0,7,0,113,174,107,170,11,33,34,535,9465,1569,2824,172,663,223,14917
LGA23350,0,0,0,0,0,3,0,0,0,6,12,10,16,0,11,4,59,460,98,367,25,59,52,1060,0,12,37,0,18,30,101,0,5,4,0,0,0,16,25,47,52,11,7,0,142,72,11,76,12,7,3,178,53,5,64,0,4,0,127,126,0,64,0,0,0,195,133,0,50,0,0,3,189,61,0,16,0,3,0,79,10,0,0,0,0,0,11,3,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,4,9,20,5,3,0,43,482,91,394,25,63,40,1101
LGA23430,0,0,22,68,0,20,0,5,3,96,151,71,132,15,24,28,425,8491,964,2510,166,373,251,12753,27,36,219,5,19,150,445,11,33,18,7,3,0,80,38,412,88,31,11,11,589,104,155,144,62,32,8,506,166,55,118,22,21,5,386,747,64,256,24,64,7,1162,2642,47,514,13,47,8,3277,3702,49,526,6,32,10,4323,1606,6,235,4,12,5,1863,614,3,77,0,3,0,701,231,0,19,0,0,0,254,92,0,16,0,0,0,113,38,0,4,0,0,0,44,106,0,23,0,3,0,135,214,63,135,12,41,19,487,10329,919,2392,204,301,229,14368
LGA23670,0,0,3,35,0,13,0,0,0,55,144,54,111,21,32,18,378,5674,958,1984,158,188,184,9150,20,43,185,11,17,99,372,3,36,19,18,6,3,87,21,371,97,28,26,4,532,43,133,109,26,38,3,344,56,87,110,14,4,0,272,269,69,144,33,3,8,526,1854,79,506,21,18,12,2490,3678,67,456,8,25,8,4243,922,6,98,4,12,0,1042,176,3,22,0,4,0,200,58,0,9,0,0,0,65,18,0,3,0,0,0,25,7,0,0,0,0,0,13,47,0,11,0,3,0,55,145,58,125,31,17,24,401,7317,943,1887,185,173,154,10659
LGA23810,0,0,0,17,0,9,0,0,0,26,69,86,60,11,38,19,284,3911,1456,1296,212,220,163,7250,7,119,127,20,21,62,363,24,215,25,18,7,3,289,437,457,176,15,21,15,1125,1090,304,325,77,56,10,1868,649,60,258,27,22,7,1017,993,25,264,9,17,8,1319,773,12,131,5,9,0,934,278,5,46,3,11,5,346,22,0,9,0,0,0,31,3,0,3,0,0,0,6,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,16,70,62,64,12,22,5,232,4351,1264,1445,188,189,122,7560
LGA23940,0,0,0,0,0,0,0,0,0,0,0,3,22,0,11,3,40,68,51,264,12,79,63,523,0,0,44,0,25,45,124,3,23,14,7,3,0,51,16,5,52,0,13,0,96,34,0,69,4,6,0,115,10,0,25,0,6,0,43,14,0,12,0,3,0,23,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,8,0,24,84,32,244,8,73,49,496
