LGA_CODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
LGA20570,14,3,24,32,10,3,0,0,0,0,3,12,98,42,36,43,26,7,7,3,0,0,0,3,13,186,315,136,265,152,17,29,9,0,0,3,17,29,966,200,195,368,321,54,32,10,6,0,0,5,34,1226,19,26,137,104,20,6,3,0,0,0,4,11,336,103,126,408,579,135,90,15,3,0,0,3,23,1487,32,44,194,387,83,59,27,3,0,0,6,14,847,23,27,138,300,90,58,22,4,0,0,0,14,679,37,18,141,443,150,112,30,8,0,0,6,18,962,16,4,36,135,91,68,25,0,0,0,4,5,388,18,6,38,149,73,100,35,0,0,0,3,8,433,7,0,12,48,25,53,25,0,0,0,0,3,170,7,0,15,16,12,31,22,5,0,0,0,3,115,0,0,3,3,3,16,10,3,3,0,0,0,43,0,0,4,0,0,4,0,3,0,0,0,0,14,34,38,84,202,80
LGA20660,17,4,3,22,17,25,14,3,0,0,3,16,140,47,19,24,23,14,15,9,3,0,0,0,13,168,314,82,69,86,51,42,8,3,0,0,13,37,710,184,136,108,150,79,59,18,3,4,0,12,39,794,28,16,96,53,33,27,4,0,3,0,0,16,272,76,45,154,258,206,163,55,10,3,0,7,38,1008,32,8,67,229,166,182,36,10,3,3,7,27,764,38,11,60,224,171,173,65,21,6,0,6,16,793,51,17,80,245,271,327,109,29,8,8,7,21,1176,18,0,30,133,148,205,96,26,0,0,6,12,678,29,3,34,143,176,290,156,53,8,0,9,13,919,15,0,19,75,78,142,91,30,8,0,5,6,469,8,0,10,22,36,90,96,46,9,0,6,12,338,3,0,4,13,8,18,55,35,16,4,0,0,157,4,0,0,0,0,5,6,11,0,0,0,0,35,35,19,48,108,94
LGA20740,0,3,4,4,0,0,0,0,0,0,0,3,19,12,0,11,10,4,0,0,0,0,0,0,5,46,95,38,77,42,5,0,3,0,0,3,3,18,279,59,35,119,126,5,3,0,0,0,0,3,9,358,14,17,52,40,8,0,0,0,0,0,0,3,127,39,17,113,173,23,14,3,0,0,0,6,14,393,13,3,49,110,19,8,0,0,0,0,3,3,222,16,0,43,74,12,7,3,0,0,0,3,8,164,34,4,38,104,39,17,0,4,0,0,0,10,239,11,0,13,41,20,15,0,0,0,0,4,0,101,10,3,11,42,22,8,4,0,0,0,0,0,100,3,0,3,11,5,3,0,0,0,0,0,0,35,3,0,3,11,3,3,3,0,0,0,0,4,26,0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,27,62,11
LGA20830,8,0,12,5,0,0,0,0,0,0,0,8,35,17,4,12,3,0,0,0,0,0,0,3,7,49,92,26,56,41,3,0,0,0,0,0,3,12,241,58,55,139,72,13,5,3,0,0,0,0,10,353,12,8,37,24,3,3,0,0,0,0,5,6,97,60,21,135,140,41,8,6,0,3,0,3,17,443,31,8,61,78,22,10,3,0,0,0,0,10,216,31,15,46,85,30,12,0,0,0,0,0,6,223,53,9,74,108,39,19,6,0,0,0,4,5,318,26,4,19,43,7,12,3,0,0,0,0,0,120,25,10,27,46,17,10,11,0,0,0,4,3,143,14,0,12,15,6,13,3,0,0,0,0,0,67,7,0,5,11,3,17,11,0,0,0,0,0,46,3,0,7,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,16,11,31,45,19
LGA20910,8,0,6,4,4,8,19,13,6,5,10,10,93,42,10,13,4,4,4,10,6,3,0,0,13,112,241,50,51,33,11,21,13,10,0,0,8,20,471,131,103,64,66,28,43,32,15,4,3,10,18,513,14,10,76,26,6,14,9,3,3,0,3,9,174,56,29,83,92,59,81,80,33,15,7,6,20,552,13,3,22,72,64,86,68,35,18,0,11,8,397,20,0,23,65,65,90,67,32,9,9,7,9,395,35,7,22,60,92,158,158,75,24,10,15,16,680,25,0,15,29,36,93,133,64,15,15,13,11,452,21,8,4,36,42,121,168,86,58,27,27,9,622,18,0,5,10,30,72,111,78,34,16,22,4,406,20,3,7,7,18,61,106,123,98,80,211,17,744,16,0,3,3,9,23,61,68,52,21,51,5,326,5,0,0,3,0,4,8,18,25,19,48,0,133,25,13,34,35,26
LGA21010,0,0,0,6,0,0,0,0,0,0,0,0,8,7,4,5,3,0,0,0,0,0,0,0,0,23,69,18,38,18,0,0,0,0,0,0,3,9,163,41,24,71,39,9,0,0,0,0,0,3,3,191,12,3,24,12,3,0,0,0,0,0,0,0,64,19,16,66,66,11,8,0,0,0,0,0,4,199,14,3,22,47,11,3,0,0,0,0,0,0,98,11,5,29,62,18,5,0,0,0,0,0,4,132,13,0,32,55,30,9,5,0,0,0,0,0,136,5,4,15,29,7,8,0,0,0,0,0,0,66,3,0,12,26,9,8,0,0,0,0,0,0,56,3,0,6,3,3,3,0,0,0,0,0,0,21,0,0,3,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,16,8,6
LGA21110,28,4,13,68,65,105,72,46,24,9,19,39,487,39,15,24,33,35,47,25,14,8,0,6,19,259,236,64,77,76,54,77,36,22,3,3,9,27,699,159,86,118,134,78,116,39,17,14,4,17,26,809,26,5,32,32,21,35,29,14,3,0,10,10,218,95,25,104,233,159,236,132,43,27,5,26,30,1127,65,7,41,212,150,226,137,53,22,5,17,18,946,48,9,47,228,196,280,161,72,21,13,15,28,1118,71,15,78,261,287,458,305,114,35,28,24,34,1707,47,0,28,115,160,316,294,108,30,13,21,15,1153,53,4,35,115,190,479,418,201,72,22,33,20,1638,37,3,20,41,94,274,354,152,61,16,27,9,1085,45,8,10,29,42,180,322,269,146,83,148,23,1295,18,3,3,14,21,62,138,197,119,50,84,4,702,6,0,0,4,5,8,33,56,42,26,27,4,219,51,11,23,78,119
LGA21180,17,4,39,65,25,13,7,3,0,0,0,23,209,43,22,63,97,19,16,4,0,0,0,3,23,283,200,79,264,273,44,30,11,3,0,4,7,45,966,126,87,263,363,93,54,14,4,0,3,7,39,1065,42,25,188,201,48,25,3,0,0,0,3,23,560,78,52,351,740,215,102,15,3,0,4,12,54,1641,51,18,175,450,161,72,12,5,0,0,3,29,986,51,16,133,403,171,97,17,8,0,0,3,22,925,54,13,130,574,222,152,27,7,3,3,11,31,1225,33,5,51,230,118,100,24,3,3,0,3,11,590,43,3,30,228,134,114,29,4,3,0,14,12,617,16,0,14,84,54,57,21,6,0,3,6,5,261,11,0,13,33,24,30,12,4,0,0,5,5,138,3,0,0,9,8,19,4,5,0,0,3,4,52,4,0,0,5,3,0,3,0,0,0,0,0,15,42,22,120,367,120
LGA21270,7,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,6,32,6,9,0,0,0,0,0,0,0,0,0,51,39,16,20,0,0,0,0,0,0,0,0,5,78,10,0,5,0,0,0,0,0,0,0,0,0,14,32,16,17,3,0,0,0,0,0,0,0,3,69,11,6,4,3,0,0,0,0,0,0,0,0,32,18,5,13,0,0,0,0,0,0,0,0,0,39,20,8,12,0,0,0,0,0,0,0,0,0,45,14,4,4,3,0,0,0,0,0,0,0,0,25,9,3,11,0,0,0,0,0,0,0,0,0,18,6,4,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0
LGA21370,4,5,5,7,0,0,0,0,0,0,0,5,33,20,6,17,10,3,0,0,0,0,0,0,3,63,157,53,92,28,8,3,3,0,0,0,5,12,355,132,64,134,85,19,0,3,0,0,0,3,14,448,27,17,76,31,4,0,0,0,0,0,0,11,160,74,46,176,162,50,21,3,7,0,0,3,17,561,33,19,78,81,28,16,0,0,0,0,3,13,267,30,8,58,75,18,17,0,0,0,0,0,10,222,49,11,62,113,47,26,10,0,0,0,3,10,333,35,7,31,33,10,23,8,0,0,0,0,12,157,23,7,29,43,21,24,9,0,0,0,0,9,162,10,0,5,16,15,11,0,0,0,0,0,0,63,11,0,8,4,8,7,3,0,0,0,0,4,38,3,0,0,0,0,6,5,0,0,0,0,3,12,3,0,0,0,0,0,0,0,0,0,0,0,7,23,9,38,49,22
LGA21450,4,4,10,12,3,3,0,0,0,0,0,10,44,6,7,3,15,3,3,3,0,0,0,0,4,40,85,23,22,51,13,6,4,0,3,0,5,9,219,50,36,56,136,20,20,3,0,0,0,0,9,339,11,5,23,37,12,7,0,0,0,0,3,3,98,47,19,65,267,87,50,9,5,0,0,3,18,562,20,5,26,153,62,47,11,3,0,0,0,9,335,25,9,26,132,49,44,8,3,0,0,0,6,299,37,8,34,169,71,87,16,3,0,0,3,14,441,22,3,14,57,49,58,15,8,0,0,0,0,227,27,0,11,86,44,58,29,8,3,0,0,5,264,8,3,8,25,24,31,5,0,0,0,0,4,105,3,0,0,10,7,11,8,3,3,0,0,0,45,0,0,0,3,3,3,8,4,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,5,20,3,26,69,34
LGA21610,9,4,6,27,22,17,6,3,0,0,4,22,123,37,23,41,49,22,13,5,0,0,0,0,17,202,219,78,116,197,63,39,15,5,0,0,6,42,774,140,115,169,361,130,79,12,3,0,4,4,39,1058,39,21,117,180,57,41,5,0,0,0,3,18,471,88,66,182,758,333,213,39,12,0,3,17,53,1760,34,17,91,577,270,169,24,6,3,3,6,22,1222,43,13,80,507,276,209,31,7,0,0,6,23,1197,55,7,85,663,428,340,102,17,4,0,16,36,1750,19,3,32,302,204,276,69,6,4,3,5,18,938,25,0,23,261,252,268,95,19,0,0,8,21,976,10,0,9,85,110,142,64,10,3,0,4,10,440,15,0,5,24,42,88,42,15,0,0,3,7,239,4,0,3,13,18,31,19,7,0,0,0,3,101,0,0,0,4,5,3,6,3,0,0,0,3,25,45,12,58,270,168
LGA21670,3,0,3,7,0,0,0,0,0,0,0,0,12,13,5,8,0,0,0,0,0,0,0,0,5,29,77,34,67,5,3,0,0,0,0,0,4,10,198,45,32,68,18,0,0,0,0,0,0,0,11,175,9,6,34,12,0,0,0,0,0,0,0,0,66,19,11,111,30,5,0,0,0,0,0,3,3,181,10,3,35,16,3,0,0,0,0,0,0,0,68,4,10,20,23,0,0,0,0,0,0,0,0,61,11,3,27,30,0,0,0,0,0,0,0,3,78,4,0,3,5,0,0,0,0,0,0,0,0,20,3,0,7,3,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,22,8,3
LGA21750,3,0,3,3,0,0,0,0,0,0,0,0,10,5,3,8,3,0,0,0,0,0,0,3,11,41,64,24,39,18,8,0,0,0,0,0,0,3,158,58,39,88,52,10,0,0,0,0,0,0,10,261,7,0,27,10,0,0,0,0,0,0,0,0,51,32,16,90,89,7,3,4,4,0,3,3,8,257,22,9,58,56,10,4,0,0,0,0,0,9,172,18,7,32,38,8,3,0,0,0,0,3,7,128,28,0,45,74,25,12,3,0,0,0,3,4,196,18,3,15,30,12,3,3,3,0,0,0,3,96,17,8,16,27,7,10,0,0,0,0,3,3,96,9,0,10,11,3,0,0,0,0,0,0,0,31,6,0,0,0,0,5,0,0,0,0,3,3,19,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,0,3,0,8,14,3,32,40,8
LGA21830,10,0,4,0,0,0,0,0,0,0,0,4,18,10,0,9,3,0,0,0,0,0,0,0,5,30,57,14,25,12,0,0,0,0,0,0,0,7,113,48,26,64,13,4,0,0,0,0,0,0,11,158,9,10,35,12,0,0,0,0,0,0,0,0,63,66,17,97,20,7,0,0,0,0,0,0,8,209,34,10,36,11,0,0,0,0,0,0,0,3,100,26,12,47,18,0,0,0,0,0,0,0,3,100,54,9,56,20,4,3,3,0,0,0,3,9,154,35,3,24,4,4,0,0,3,0,0,0,15,92,20,3,19,11,0,4,0,3,0,0,3,3,72,14,3,0,4,0,0,0,0,0,0,3,0,28,4,3,8,3,3,4,3,4,5,0,0,9,43,6,0,3,3,3,0,0,4,0,0,0,7,23,6,0,0,0,0,0,0,4,0,0,0,0,13,22,4,32,11,0
LGA21890,21,11,48,69,44,39,20,12,0,3,7,28,300,108,26,70,89,32,24,16,4,3,0,8,23,382,581,124,281,221,78,59,27,9,0,0,23,68,1470,275,143,413,354,109,62,39,10,0,3,13,63,1494,40,22,181,151,61,42,17,4,0,0,3,21,534,120,60,429,731,274,208,82,20,9,5,23,66,2032,54,17,250,576,230,160,70,26,0,4,21,38,1445,54,20,155,565,291,254,117,23,4,0,14,32,1524,43,12,147,643,388,387,192,50,7,0,20,43,1937,37,10,65,272,194,253,152,32,9,3,11,18,1053,47,7,47,265,210,324,244,70,5,5,10,20,1247,19,0,17,73,91,182,185,48,12,0,7,11,655,26,0,13,35,32,68,104,59,8,0,12,7,365,10,0,0,8,13,25,49,42,11,3,3,0,164,4,0,0,0,3,3,3,5,4,3,0,0,34,67,32,110,226,143
LGA22110,15,4,5,7,0,0,0,0,0,0,0,5,34,25,5,23,15,5,0,0,0,0,0,0,8,78,172,57,109,42,5,5,0,0,0,0,0,26,417,138,79,192,114,12,5,4,5,0,3,5,14,568,40,10,64,41,9,0,3,0,0,0,3,6,172,87,34,179,204,42,17,5,4,3,0,4,18,598,42,20,85,110,27,14,0,0,0,0,0,12,326,27,13,79,91,31,7,4,3,0,0,0,13,262,47,17,87,151,42,21,12,9,0,0,0,20,404,24,3,19,44,14,20,0,0,0,0,0,3,134,20,10,27,43,18,17,4,4,0,0,0,7,149,12,0,14,14,4,12,3,0,0,0,0,0,64,6,5,0,3,0,0,9,0,0,0,0,0,26,3,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,31,16,54,43,31
LGA22170,16,3,16,38,13,9,4,3,0,0,3,19,133,33,16,37,33,11,5,3,0,0,0,3,12,163,259,93,233,206,46,28,11,3,0,3,8,43,931,170,124,353,381,110,39,14,6,3,0,11,44,1249,31,25,118,130,42,15,3,0,0,0,4,4,376,89,59,334,765,284,157,20,9,4,0,7,39,1771,29,18,146,537,191,102,26,5,0,0,10,16,1082,31,8,107,438,188,100,33,10,3,0,12,16,952,36,13,127,584,314,180,52,11,5,3,13,20,1354,15,3,39,215,160,124,44,17,0,0,0,3,617,14,3,22,249,194,160,56,20,4,0,3,8,723,9,0,9,68,69,66,46,13,3,0,0,3,287,10,0,7,25,26,28,18,5,3,5,8,3,136,0,0,0,13,8,15,8,10,3,0,0,3,59,0,0,0,4,0,8,0,6,0,0,0,0,18,23,24,63,234,128
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,52,10,36,6,0,0,0,0,0,0,0,4,113,33,20,53,4,3,0,0,0,0,0,0,6,122,16,3,26,0,0,0,0,0,0,0,0,3,49,41,21,78,17,0,0,0,0,0,0,0,3,166,20,5,34,8,0,0,0,0,0,0,0,3,73,25,3,34,7,4,0,0,0,0,0,0,5,78,29,11,64,11,3,0,0,0,0,0,0,3,113,17,0,16,7,3,0,0,0,0,0,0,0,47,6,3,19,8,0,0,0,0,0,0,0,3,46,6,5,4,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,23,8,0
LGA22310,24,3,33,110,44,72,55,32,3,5,12,29,428,27,12,32,57,26,32,32,12,3,0,7,10,249,161,54,149,174,66,54,35,11,3,7,11,36,764,135,55,295,271,104,75,69,11,4,0,11,39,1078,28,10,66,76,31,53,20,6,0,0,3,8,304,80,27,226,417,174,230,141,39,12,6,13,35,1401,38,11,188,440,156,192,129,40,21,5,15,30,1256,45,11,102,420,150,216,168,58,12,8,15,24,1235,68,7,117,404,230,442,277,87,23,17,20,43,1738,29,3,45,178,132,266,236,75,18,3,13,10,1020,35,5,40,206,164,346,348,121,38,14,31,38,1389,23,0,10,57,72,189,255,104,28,12,23,14,791,17,0,11,47,35,98,190,135,48,14,20,7,640,17,0,3,9,9,42,111,78,55,10,14,11,364,6,0,0,3,3,7,22,28,13,4,7,0,95,32,8,39,102,92
LGA22410,3,0,4,7,0,0,0,0,0,0,0,0,19,14,4,13,3,0,0,0,0,0,0,0,3,29,84,22,47,19,0,0,0,0,0,0,4,12,184,58,35,92,28,0,4,0,0,0,0,5,12,233,7,10,20,3,4,0,0,0,0,0,3,0,53,35,32,120,69,7,3,0,0,0,0,4,5,274,19,5,39,38,0,8,3,0,0,0,0,7,110,21,13,48,35,3,3,6,0,0,0,0,3,128,29,15,51,51,11,11,0,0,0,0,0,3,167,12,5,33,28,8,3,0,0,0,0,0,3,92,14,3,14,37,13,7,4,0,0,0,3,0,93,4,0,7,4,3,0,0,0,3,0,0,0,22,3,0,4,8,3,9,6,0,0,0,0,3,34,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,37,17,5
LGA22490,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,4,0,0,0,0,0,0,0,0,0,7,12,3,3,4,0,0,0,0,0,0,0,0,33,11,0,18,4,0,0,0,0,0,0,0,0,41,5,0,6,5,0,0,0,0,0,0,0,0,24,16,3,24,17,3,0,0,0,0,0,0,3,66,6,3,6,7,14,4,0,0,0,0,0,0,45,6,0,11,14,5,8,0,0,0,0,0,0,46,16,4,7,9,6,9,0,0,0,0,0,0,45,8,0,3,4,0,3,0,0,0,0,0,0,25,10,0,0,4,0,9,0,0,0,0,0,4,28,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,11,3
LGA22620,6,5,21,23,9,4,0,0,0,3,3,9,89,40,12,37,25,17,10,4,0,0,0,0,7,156,375,138,255,145,35,21,5,0,0,0,12,45,1031,215,144,356,310,66,36,10,0,0,0,3,30,1168,42,18,138,112,20,20,3,0,0,0,4,11,365,125,93,411,608,159,84,11,6,0,0,13,39,1551,42,25,183,325,114,69,11,3,0,0,6,6,785,38,21,135,326,126,74,26,7,0,0,0,8,765,44,12,135,451,183,150,29,3,0,3,4,16,1033,30,8,54,163,88,77,22,3,3,0,0,18,458,23,6,42,135,101,99,34,3,0,0,0,10,456,3,0,13,27,20,44,17,0,0,0,0,3,128,6,4,7,24,15,34,29,8,0,0,0,8,140,3,0,4,4,8,13,13,4,4,0,0,0,51,0,0,0,3,0,3,4,0,0,0,0,0,9,46,22,79,195,91
LGA22670,27,10,77,99,31,17,3,0,0,0,8,24,296,57,28,117,111,18,6,4,6,0,0,10,19,374,374,105,361,252,43,19,3,3,3,0,22,54,1233,185,103,470,341,46,36,4,3,4,3,14,38,1254,51,39,280,293,59,19,4,3,0,0,11,22,777,91,60,583,795,169,64,14,15,4,4,24,54,1878,39,23,376,549,110,56,8,12,7,10,13,31,1237,37,11,259,501,129,62,8,6,3,3,16,21,1054,54,13,271,681,197,87,10,3,3,3,27,32,1385,30,9,80,294,107,60,8,3,0,0,9,18,624,24,3,79,286,105,75,10,9,0,6,9,17,626,7,0,26,112,46,37,7,4,0,3,3,3,246,4,3,8,48,14,16,6,0,0,0,0,8,106,0,0,8,18,14,7,4,0,0,0,0,0,44,3,0,3,6,3,3,0,0,0,0,0,0,23,57,21,169,383,130
LGA22750,23,20,47,39,15,16,3,0,0,0,3,21,184,97,38,105,53,15,16,3,3,4,0,8,19,362,611,293,463,280,54,30,10,3,3,0,31,74,1862,398,363,685,621,115,62,22,3,0,0,16,72,2345,70,42,282,211,50,29,13,3,0,0,7,20,725,173,191,776,1094,305,152,49,11,0,5,15,69,2834,85,58,392,677,205,108,36,7,0,0,3,37,1611,85,27,259,593,225,147,38,5,4,0,6,20,1420,93,34,306,862,335,261,105,17,3,0,4,31,2062,55,8,98,367,213,171,82,22,3,0,5,28,1058,51,11,65,329,218,238,97,26,8,0,6,16,1073,18,0,29,106,81,99,49,20,0,0,3,4,409,24,0,21,47,36,61,44,43,3,5,9,19,307,15,0,4,24,9,23,21,21,4,4,0,8,123,3,0,0,3,4,4,10,8,3,0,0,0,31,71,37,162,343,145
LGA22830,10,0,19,17,3,0,0,0,0,0,0,7,54,26,11,36,18,4,3,0,0,0,0,0,12,116,203,69,136,69,6,3,0,0,0,0,5,24,518,141,91,208,186,28,15,0,0,0,0,7,21,709,30,21,95,79,9,9,7,0,0,0,3,14,260,80,60,255,358,93,42,15,3,3,0,4,28,946,33,25,106,205,54,33,8,0,0,0,8,15,479,42,9,88,190,48,31,13,0,0,0,0,14,442,47,14,92,255,108,69,22,9,6,0,4,13,641,28,6,34,93,54,38,14,3,0,0,0,5,272,19,6,40,85,49,48,18,6,0,0,0,6,273,5,0,11,18,19,32,18,3,0,0,0,0,107,11,4,3,16,11,18,15,7,4,0,0,3,82,0,0,0,3,6,11,5,3,0,0,0,0,34,0,0,4,3,0,3,0,3,0,0,0,0,16,30,20,55,109,54
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,3,0,3,0,0,0,0,0,4,30,54,25,30,19,5,3,0,0,0,0,3,8,139,44,12,41,41,6,0,0,0,0,0,0,3,152,6,3,8,15,0,0,0,0,0,0,0,0,39,18,10,58,96,11,5,0,0,0,0,0,5,202,16,0,19,27,7,3,0,0,0,0,0,0,80,3,0,11,24,3,8,0,0,0,0,3,3,61,10,0,9,34,9,4,0,0,0,0,0,3,66,9,0,5,19,6,3,0,3,0,0,0,0,46,7,0,3,13,4,9,0,0,0,0,0,0,43,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,18,3
