LGA_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
LGA33200,31,15,3,184,64,35,22,27,12,165,9,3,0,0,0,13,239,85,62,43,20,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,249,85,61,41,20,461,0,0,0,0,0,0,3,0,0,0,0,3,33,5,3,0,0,41,62,21,24,12,4,119,48,20,10,9,3,98,4,0,3,0,0,7,149,48,45,22
LGA33220,1761,542,203,11587,3888,1801,2188,1251,802,9930,175,39,32,28,10,280,13068,4446,4141,1867,1032,24547,0,0,0,0,0,0,8,0,0,0,0,10,161,30,6,0,0,204,173,69,22,10,8,280,16,7,7,3,9,47,4,0,0,0,0,8,373,110,35,14,12,549,0,0,0,0,0,0,40,0,0,0,0,41,387,63,18,3,0,478,238,70,57,7,3,375,14,14,13,0,4,37,12,4,0,0,0,18,688,148,88,12,8,952,32,3,0,0,0,30,98,3,0,0,0,108,70,9,6,0,0,85,36,5,4,3,0,52,22,3,0,0,0,33,9,0,0,0,0,9,270,25,13,7,4,324,3,3,3,0,0,11,14407,4734,4286,1900,1051,26385,29,7,5,0,3,45,152,16,8,9,7,183,1932,302,142,32,19,2429,6899,2150,1480,455,175,11167,4423,2041,2209,1292,784,10744,242,60,35,21,29,381,13666,4582,3878,1808
LGA33360,1308,446,154,6343,1807,1267,1827,992,535,6421,79,25,24,15,7,148,5534,2868,3240,1491,708,13836,0,0,0,0,0,0,10,0,0,0,0,12,95,30,15,0,0,135,61,30,20,9,3,123,8,8,11,10,6,43,0,0,0,0,0,3,180,67,49,14,3,317,0,0,0,0,0,0,12,0,0,0,0,10,217,85,23,9,0,327,63,23,20,10,0,118,0,0,0,0,0,11,11,3,0,0,0,13,296,114,40,11,3,472,15,0,0,0,0,24,70,3,4,0,0,76,43,17,3,4,3,66,23,4,11,3,0,38,8,0,0,3,3,21,7,3,3,0,0,16,169,32,18,6,4,241,9,3,0,0,3,16,6184,3090,3346,1529,723,14872,13,3,0,0,0,22,104,16,5,9,3,133,496,112,58,11,10,689,2960,1345,1064,299,98,5761,2592,1654,2165,1062,512,7988,88,24,30,10,12,167,6247,3161,3326,1391
LGA33430,6941,1724,482,34596,14705,10932,14698,7243,3597,51171,346,152,122,45,35,703,34831,20058,21996,9086,4128,90111,7,0,4,0,0,18,168,5,4,5,0,186,3925,938,293,45,10,5211,6678,3835,2418,657,216,13796,608,404,488,277,135,1911,142,48,22,12,3,226,11532,5235,3230,994,366,21352,63,8,3,0,0,75,1778,157,25,6,0,1960,7689,1922,585,99,28,10322,2153,892,515,152,50,3761,117,65,81,39,18,319,177,43,23,6,3,252,11980,3083,1230,302,98,16693,33,3,0,0,0,36,158,4,0,0,0,166,283,43,11,0,3,336,63,22,13,10,3,111,15,0,10,3,0,26,19,0,0,0,0,26,575,80,34,13,5,706,64,13,14,5,3,97,58977,28474,26497,10406,4601,128956,18,17,13,3,8,60,167,42,27,15,9,260,2266,450,245,63,23,3046,15828,8023,6731,1518,463,32559,16269,12470,17157,8381,4482,58757,561,267,232,93,90,1235,35101,21255,24401,10069
LGA33610,203,87,28,1153,386,187,250,211,89,1123,13,9,0,0,0,30,1170,477,475,306,124,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,4,33,15,0,3,0,53,9,5,12,0,0,22,3,0,0,0,0,8,3,0,0,0,0,4,51,23,9,3,0,84,3,0,0,0,0,3,6,0,0,0,0,11,3,3,3,0,0,10,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,4,20,4,3,3,0,36,0,3,0,0,0,4,1248,507,491,314,123,2683,3,0,0,0,0,7,20,3,4,3,0,29,152,34,15,3,0,211,569,237,190,59,23,1070,443,189,238,186,83,1140,18,11,5,3,0,39,1206,477,447,257
LGA33620,973,327,145,6127,1648,804,987,595,390,4412,78,22,14,5,14,135,6237,2141,2075,957,562,11976,0,0,0,0,0,0,3,0,0,0,0,3,56,7,3,0,0,66,26,17,10,0,0,60,4,7,3,0,3,15,0,0,0,0,0,3,92,30,15,4,6,144,0,0,0,0,0,0,17,0,0,0,0,17,107,21,4,0,0,135,34,14,6,3,0,51,0,0,0,0,3,12,4,0,0,0,0,4,170,31,12,5,3,221,18,0,0,0,0,23,38,5,0,0,0,38,32,8,0,0,0,42,28,9,3,0,3,42,7,4,8,3,0,20,6,0,0,0,0,12,130,24,12,6,3,177,7,0,0,0,0,8,6634,2234,2118,969,576,12523,31,3,5,0,0,36,117,15,16,0,5,159,844,168,75,25,18,1127,3550,1164,830,294,126,5966,1887,907,1027,629,459,4911,106,37,28,12,11,191,6530,2295,1970,961
LGA33800,323,104,29,1736,331,164,195,145,56,892,37,8,0,3,3,52,1579,577,551,260,91,3050,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,15,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,13,9,0,0,0,22,0,0,0,0,0,0,8,0,0,0,0,7,32,6,3,0,0,43,4,0,3,0,0,7,5,0,0,0,0,3,0,0,0,0,0,0,50,13,3,3,0,69,4,0,0,0,0,4,11,0,0,0,0,10,3,3,0,0,0,7,9,0,3,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,32,7,3,0,0,40,3,0,0,0,0,3,1672,595,564,264,93,3187,5,3,0,0,0,4,34,5,0,0,0,36,218,44,16,6,0,285,959,282,274,68,23,1603,328,176,160,122,45,838,38,9,5,0,0,50,1583,504,461,203
LGA33830,22,16,26,109,4,4,10,15,21,61,0,0,0,0,0,0,31,25,39,40,49,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,41,40,47,194,0,0,0,0,0,0,3,0,0,0,0,3,8,6,0,3,0,17,21,28,20,13,16,99,10,8,4,13,13,55,0,0,0,0,0,0,44,45,30,32
LGA33960,3661,1211,564,18602,4992,4130,5270,2974,2217,19589,193,92,77,42,48,452,15120,9285,9171,4274,2860,40711,0,0,0,0,0,3,19,3,0,0,0,23,407,88,27,3,3,527,366,197,101,31,7,702,62,40,41,20,9,174,14,3,3,0,0,19,865,320,170,62,21,1446,4,0,0,0,0,4,43,0,0,0,0,46,278,72,29,0,0,381,72,15,7,4,4,105,7,0,3,3,3,16,9,4,0,0,0,8,402,97,51,6,9,554,3,0,0,0,0,3,15,0,0,0,0,16,36,8,3,3,0,53,14,8,10,3,3,35,3,4,0,3,0,13,3,0,0,0,0,3,74,21,12,6,3,118,20,8,8,7,0,36,16475,9732,9414,4358,2892,42871,19,13,3,0,0,38,84,24,14,8,4,137,1330,357,155,38,22,1900,8583,4684,3645,1213,565,18690,6144,5249,6481,3522,2668,24064,279,126,101,68,84,655,16445,10449,10409,4846
LGA33980,685,207,69,2568,415,347,556,410,223,1945,22,11,10,3,0,51,1626,961,1282,626,296,4793,0,0,0,0,0,0,3,0,0,0,0,3,54,17,0,3,0,75,48,11,8,3,3,73,0,0,0,3,0,3,0,0,0,0,0,0,107,23,11,9,3,157,0,0,0,0,0,0,0,0,0,0,0,0,37,3,5,0,0,47,3,7,3,0,0,6,3,0,0,0,0,6,3,0,0,0,0,3,48,11,5,0,0,66,11,0,3,0,0,13,42,10,0,0,0,48,16,3,5,3,0,28,15,4,5,0,0,27,5,0,3,4,6,16,0,0,0,0,0,0,89,17,17,4,8,138,4,0,0,0,0,9,1878,1021,1312,640,304,5161,7,3,0,0,0,10,32,3,3,0,3,42,142,29,20,9,0,203,867,432,470,136,40,1947,449,348,553,394,175,1923,25,21,10,8,3,69,1524,838,1053,548
LGA34420,17,13,34,97,3,3,5,7,24,40,0,0,0,0,0,0,20,18,17,19,57,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,14,3,5,33,4,3,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12,3,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,21,36,25,70,186,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,5,4,35,20,15,7,13,18,71,8,3,6,12,10,35,0,0,0,0,0,5,37,31,26,30
LGA34530,583,167,86,3274,1371,712,967,566,276,3884,30,17,15,5,0,71,3852,1454,1620,749,371,8040,0,0,0,0,0,0,3,0,0,0,0,7,67,7,0,0,0,79,21,9,8,0,0,40,5,0,0,0,0,13,0,0,0,0,0,5,99,22,9,0,3,138,0,0,0,0,0,0,15,0,0,0,0,15,91,27,11,0,0,133,56,27,10,3,0,92,3,0,0,0,0,11,3,4,0,0,0,5,166,62,26,5,0,256,15,0,0,0,0,17,64,0,0,0,0,70,50,10,3,0,0,59,23,3,3,0,0,30,5,0,0,0,0,11,4,0,0,0,0,6,153,18,9,4,0,186,6,0,3,0,0,4,4276,1548,1667,761,372,8622,11,3,3,0,0,15,83,14,8,0,3,102,394,100,60,23,13,584,1817,685,539,159,50,3246,1680,904,1103,617,322,4621,67,26,18,11,9,136,4055,1726,1724,814
LGA34570,3,0,7,26,5,4,3,5,26,43,3,0,0,0,0,3,20,5,14,8,33,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,14,11,36,90,0,0,0,0,0,0,0,0,0,0,0,6,5,4,3,3,0,13,4,8,6,3,15,45,4,5,4,5,23,43,0,0,0,0,0,4,15,24,11,11
LGA34580,609,264,129,3894,1345,755,888,596,471,4052,72,24,24,13,13,138,3994,1675,1565,888,612,8734,0,0,0,0,0,0,5,0,0,0,0,3,14,6,0,0,0,22,9,13,9,0,0,24,0,3,3,0,0,7,0,0,0,0,0,3,29,18,12,3,0,61,0,0,0,0,0,0,3,0,0,0,0,3,44,7,9,4,0,68,22,12,5,4,0,46,0,0,0,0,0,3,3,0,3,0,0,3,73,24,16,8,3,122,8,0,0,0,0,8,18,3,0,0,0,25,9,4,5,0,3,21,3,0,0,3,0,3,0,0,0,0,0,4,3,0,0,0,0,9,43,10,4,3,4,65,0,0,0,0,0,3,4137,1732,1605,903,623,8994,8,4,0,0,3,20,58,4,6,8,3,74,403,80,51,14,4,551,2036,753,575,203,75,3648,1571,920,1018,671,486,4661,79,19,9,14,27,148,4149,1783,1655,907
LGA34590,6196,2180,1177,30584,8271,6852,8872,5213,3950,33160,277,149,127,76,103,739,23593,14816,15329,7526,5270,66538,0,3,0,0,0,8,45,3,3,0,0,50,1090,369,142,29,15,1645,1026,631,356,127,71,2208,52,46,58,22,39,215,36,28,4,10,8,81,2247,1086,562,191,132,4214,0,0,0,0,0,3,50,7,0,0,0,54,444,159,93,22,7,725,141,100,72,37,10,356,13,11,16,10,3,52,21,4,0,3,0,29,661,285,181,70,21,1228,10,0,0,0,0,10,37,0,0,0,0,37,45,10,3,0,0,55,8,0,3,0,0,7,0,4,0,0,0,10,3,3,0,0,0,4,99,15,7,3,0,121,17,3,3,0,0,26,26620,16206,16084,7790,5429,72118,13,6,8,6,9,43,116,41,31,18,6,213,1493,230,115,52,31,1912,12606,7010,5714,1988,1186,28507,9314,7759,9502,5571,4730,36875,406,195,186,100,139,1028,23943,15243,15557,7735
LGA34710,93,33,18,441,155,74,79,65,41,412,9,4,0,0,0,18,443,194,181,93,62,976,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,3,0,15,0,0,0,0,0,0,5,3,0,0,0,6,11,3,0,0,0,22,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,4,3,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,9,0,4,0,3,14,6,0,0,0,0,7,485,198,189,105,72,1044,0,0,0,0,0,0,5,0,0,0,0,5,55,8,6,0,0,66,193,76,56,30,8,363,140,82,68,53,31,369,12,6,0,4,0,20,399,171,131,83
LGA34770,2764,923,341,12880,3149,2159,3103,1862,985,11260,155,56,33,23,17,280,10796,5519,6144,2878,1373,26707,0,0,0,0,0,3,34,0,4,0,0,40,332,108,40,11,4,490,207,85,55,15,10,379,29,13,16,11,11,84,14,3,0,0,0,22,614,214,120,38,24,1011,3,0,0,0,0,6,79,7,3,0,0,90,511,193,64,26,3,794,223,95,44,15,0,381,14,14,17,9,0,54,28,5,0,0,0,30,852,311,136,49,5,1347,32,4,3,0,0,40,126,8,3,0,0,136,44,19,9,0,0,72,26,11,11,3,4,52,15,0,9,3,0,30,9,0,0,0,0,8,245,43,31,13,6,333,13,9,3,3,0,30,12517,6091,6438,2977,1407,29431,19,3,3,0,0,28,164,20,25,9,3,214,1203,301,153,40,16,1708,6211,2692,2267,692,200,12057,4205,2752,3321,1883,844,13000,213,58,55,22,22,368,12002,5833,5824,2637
LGA34800,11,8,3,75,21,17,14,5,12,71,0,0,0,0,0,0,86,35,32,12,15,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,5,85,41,30,16,15,187,0,0,0,0,0,0,3,0,0,0,0,4,6,3,3,0,0,16,30,6,14,12,5,68,17,12,11,12,7,67,3,0,0,0,0,3,67,26,25,22
LGA34830,0,3,3,12,3,4,3,6,4,24,0,0,0,0,0,0,11,15,6,5,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,13,7,5,12,52,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,7,4,3,3,0,3,18,3,4,3,13,6,31,0,0,0,0,0,0,14,8,7,20
LGA34860,274,106,39,1492,414,201,265,191,111,1189,18,3,12,0,9,38,1391,600,585,313,156,3041,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,31,7,3,0,0,45,23,4,9,6,3,41,0,0,0,0,0,0,53,12,16,5,5,92,0,0,0,0,0,0,0,0,0,0,0,0,22,9,3,0,0,35,3,6,4,0,0,15,3,0,0,0,0,12,0,0,0,0,0,3,36,17,9,3,4,68,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,7,3,0,0,0,11,3,0,0,0,0,7,0,0,0,0,0,3,22,4,0,0,0,29,4,3,3,3,0,12,1505,631,609,326,166,3242,0,0,0,0,0,0,24,8,0,3,0,33,169,47,24,9,6,252,638,284,246,73,22,1260,473,240,340,213,88,1352,33,14,9,0,0,53,1334,590,616,299
LGA34880,428,169,106,2394,509,263,342,229,163,1504,30,10,4,4,9,59,2309,901,854,417,292,4782,0,0,0,0,0,0,0,0,0,0,0,3,28,5,3,0,0,34,12,14,7,5,0,37,7,3,5,0,0,19,0,0,0,0,0,6,47,19,17,6,5,94,0,0,0,0,0,0,5,0,0,0,0,9,33,16,5,0,3,57,9,5,3,3,0,17,0,0,0,3,0,3,0,3,0,0,0,7,47,18,12,6,0,87,4,0,0,0,0,7,30,0,0,0,0,29,14,0,3,4,0,20,11,4,3,0,0,15,4,0,0,0,0,10,3,0,0,0,0,3,66,8,11,3,3,87,3,0,0,0,0,3,2473,953,891,434,302,5060,16,3,3,3,0,25,99,18,9,5,0,129,442,107,71,14,10,648,1228,445,453,146,101,2369,577,300,373,240,160,1642,57,17,12,5,4,97,2418,884,924,422
LGA35010,7382,2026,759,38033,14928,10406,14140,7517,4072,51060,416,142,136,63,55,816,37300,19972,21939,9668,4928,93808,3,0,0,0,0,5,89,9,3,0,0,95,1267,180,34,10,4,1501,1501,761,392,150,46,2846,116,85,94,58,32,385,46,7,12,4,0,70,3018,1041,533,220,78,4893,3,0,0,0,0,4,137,14,0,3,0,147,1211,206,41,3,3,1469,755,311,142,42,12,1262,52,18,39,13,12,137,31,3,3,0,0,44,2191,553,222,67,29,3065,26,0,0,0,0,32,157,0,0,0,0,159,108,14,12,0,0,131,21,8,7,3,0,41,9,5,8,7,0,25,10,3,0,0,0,15,333,37,25,12,0,417,21,16,13,0,3,45,42870,21623,22737,9968,5029,102229,35,15,16,8,8,72,222,42,23,13,6,315,2508,530,230,72,26,3368,18701,8860,7001,1974,732,37257,17455,12109,15905,8256,4719,58443,507,200,196,97,90,1097,39429,21753,23371,10416
LGA35250,21,9,42,106,4,4,3,7,15,34,0,0,0,0,0,0,29,24,24,25,72,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,24,28,25,69,186,0,0,0,0,0,0,0,0,0,0,0,0,21,5,5,3,3,41,13,12,21,20,38,105,3,4,3,3,25,35,0,0,0,0,0,0,39,24,34,21
LGA35300,544,225,141,2271,284,222,306,218,165,1191,27,4,8,11,10,71,1322,833,891,455,324,3826,0,0,0,0,0,0,11,0,3,0,0,14,53,18,12,0,0,82,20,16,15,4,0,56,6,5,3,7,3,19,3,0,0,0,3,6,89,33,30,13,8,176,0,0,0,0,0,0,72,10,4,0,0,86,177,70,26,7,0,280,19,13,16,6,3,59,6,4,3,4,0,12,10,3,0,0,0,16,285,102,52,13,9,462,4,3,0,0,0,10,45,3,3,0,0,50,16,10,3,0,0,27,6,0,6,0,0,16,0,0,0,0,0,3,4,0,0,0,0,4,79,15,10,3,0,115,5,0,0,0,0,14,1783,986,982,488,342,4588,4,0,0,0,0,5,13,4,0,0,0,15,113,40,17,5,0,174,868,517,487,202,97,2174,332,241,295,199,142,1205,26,21,12,11,6,67,1347,821,807,413
