LGA_CODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32770,0,37,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,41,0,3,49,0,11,0,0,10,0,3,0,0,7,0,22,0,0,22,0,14,0,0,15,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,0,5,57,0,7,0,0,13,0,8,0,3,11,4,39,0,8,49,0,10,0,3,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32810,0,8,0,5,15,0,10,0,5,20,3,22,3,11,40,3,34,0,8,49,0,17,0,3,17,0,24,0,6,36,3,13,4,0,19,0,9,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,3,11,14,147,10,45,215,0,8,3,3,13,0,8,0,0,7,4,10,3,11,24,3,20,6,10,36,3,15,0,3,23,0,31,3,9,41,0,25,3,10,41,3,10,3,3,18,0,6,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,3,14,15,145,30,48,236,0,5,0,4,9,0,0,0,3,3,0,10,0,5,9,0,13,5,7,26,0,14,0,4,21,0,26,0,12,40,7,43,3,13,64,5,33,7,5,54
LGA33100,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33200,0,4,0,0,4,0,5,0,0,3,3,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,31,0,4,0,0,4,0,3,0,0,4,0,5,4,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,20,0,3,0,0,4,0,0,0,0,0,0,3,0,3,7,0,3,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33220,7,56,11,15,93,8,60,11,13,95,19,174,22,75,296,70,494,52,81,693,40,257,29,46,370,37,226,20,35,322,6,40,5,13,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,13,3,9,25,188,1334,155,294,1975,9,36,3,33,84,3,44,4,19,73,16,77,12,32,145,15,169,25,47,263,18,238,22,82,362,79,645,92,119,936,89,447,54,70,664,4,34,7,6,59,0,11,3,0,14,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,33,0,15,57,247,1746,233,430,2667,3,27,6,9,40,0,7,0,3,7,3,54,13,29,101,8,103,32,49,194,12,99,16,52,180,54,451,73,166,745,108,636,107,178,1032,62,199,24,53,335
LGA33360,4,48,6,18,77,8,73,8,9,96,16,137,17,37,211,19,165,23,42,253,18,91,15,12,132,20,106,13,6,151,0,26,6,7,38,0,4,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,15,0,10,28,93,674,85,145,987,3,28,4,15,53,5,36,10,21,73,18,79,12,21,123,15,53,5,31,101,6,44,3,8,62,15,59,14,22,111,7,124,12,42,190,28,119,10,33,188,0,21,5,13,43,0,13,0,0,19,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,3,14,37,99,600,79,223,1002,3,13,5,6,28,0,10,0,4,11,5,57,8,18,99,9,141,13,23,189,15,162,20,40,228,36,236,19,62,347,32,146,26,41,248,17,57,9,18,110
LGA33430,22,138,46,114,311,27,122,34,35,217,43,202,42,159,453,43,387,72,191,699,32,534,99,224,899,205,1716,272,518,2714,309,1822,327,580,3041,127,616,140,229,1119,32,94,34,44,206,6,28,6,5,54,3,16,3,3,24,0,5,0,4,7,0,0,0,3,4,3,28,8,12,49,16,118,25,57,210,872,5826,1115,2184,9996,12,98,35,105,250,10,97,28,49,187,51,148,55,113,364,26,154,46,123,347,10,111,30,82,236,23,432,84,188,727,208,1906,363,705,3184,507,2632,607,994,4745,161,634,186,264,1252,41,166,67,86,366,20,69,16,37,145,5,22,14,12,59,4,10,3,4,24,3,28,6,9,50,18,144,37,97,297,1106,6662,1587,2875,12227,10,86,37,63,198,0,12,3,16,31,13,112,50,80,254,28,155,32,119,330,16,73,14,75,179,21,193,34,150,395,102,1267,279,636,2286,558,3271,777,1335,5945
LGA33610,0,14,0,15,28,0,14,0,0,14,3,39,4,11,47,3,20,9,3,31,0,10,0,7,17,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,103,9,31,148,0,6,0,3,11,0,7,0,0,4,3,24,3,9,35,7,34,8,9,55,0,15,0,0,13,3,25,3,6,39,3,16,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,14,140,12,27,194,0,7,0,4,12,0,0,3,0,4,0,5,6,3,17,5,27,3,4,37,3,16,0,11,29,3,32,3,3,35,7,32,3,4,50,0,7,3,0,12
LGA33620,3,35,4,16,68,3,28,0,7,36,8,135,14,37,192,38,264,22,38,361,6,87,4,6,113,12,55,4,5,80,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,15,77,631,55,112,871,0,17,3,12,35,7,26,8,9,48,3,33,7,17,57,16,71,10,30,122,15,111,6,26,156,51,273,29,44,398,26,140,19,17,199,0,10,0,3,20,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,3,11,31,124,707,91,166,1084,0,21,0,6,31,3,7,0,4,13,0,26,3,15,45,4,56,7,28,94,11,70,3,23,104,32,282,40,84,442,51,239,37,69,394,6,30,5,11,49
LGA33800,3,12,4,4,28,7,16,0,5,26,8,67,6,24,108,5,23,4,3,36,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,24,126,18,38,210,0,7,0,8,14,0,3,3,0,5,3,11,3,7,27,4,28,3,19,50,3,14,0,7,24,4,23,5,0,38,0,8,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,19,99,20,47,184,0,5,0,4,12,0,0,0,0,0,3,5,0,3,16,0,19,4,16,35,4,14,0,12,27,3,31,5,10,51,0,20,6,3,25,0,3,0,0,3
LGA33830,0,18,0,10,31,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,32,0,11,45,0,11,0,3,19,0,11,0,6,18,3,9,0,10,17,0,11,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,19,68,0,9,0,8,16,0,3,0,3,3,0,9,0,3,11,0,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,9,138,21,52,223,32,176,17,23,246,43,297,27,124,487,85,954,96,243,1383,44,440,44,79,609,80,518,34,89,724,12,93,9,19,129,0,8,0,3,14,0,6,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,24,7,81,6,18,109,308,2726,265,667,3957,10,67,13,33,126,14,127,13,33,190,65,238,23,66,389,33,156,21,82,298,22,138,30,79,276,81,757,82,217,1138,209,1422,150,337,2117,59,332,33,75,507,3,29,3,5,38,3,7,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,10,0,0,13,12,85,6,41,141,508,3373,394,975,5251,5,30,10,21,61,0,7,3,8,15,16,110,23,47,197,30,180,14,62,283,19,123,18,53,213,85,702,91,262,1142,279,1707,247,528,2760,221,887,162,249,1517
LGA33980,4,41,3,16,62,0,15,3,3,22,3,30,6,14,51,0,22,0,3,27,0,3,0,0,5,0,3,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,3,14,15,133,15,47,201,9,50,10,21,90,0,17,0,4,28,3,24,0,9,35,0,13,0,4,14,0,6,0,3,6,3,9,0,9,13,0,3,0,3,3,0,7,3,3,14,3,6,0,0,3,0,0,0,0,0,0,3,0,3,6,0,3,0,0,3,0,0,0,0,0,0,5,3,0,13,0,11,0,6,19,16,152,21,55,248,3,25,10,18,62,0,7,3,0,13,3,17,0,9,30,3,43,4,7,57,7,35,7,4,52,11,36,3,12,58,4,23,3,3,31,0,12,6,4,17
LGA34420,0,48,0,10,60,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,61,0,10,76,3,65,4,18,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,4,18,90,0,30,0,13,44,0,6,0,3,8,0,11,0,3,16,0,6,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,0,23,3,5,32,6,13,3,6,24,3,52,5,18,72,19,118,24,14,174,6,59,3,6,78,5,53,0,10,73,8,19,3,4,25,0,3,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,51,341,44,64,500,0,19,0,11,29,0,10,4,3,19,7,17,3,3,34,0,32,3,9,49,0,16,8,7,35,10,64,7,16,91,15,130,12,27,190,21,57,6,22,101,0,3,0,3,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,16,52,366,44,102,565,3,14,0,9,19,0,3,0,0,4,0,14,0,3,16,3,13,4,10,29,3,11,3,8,27,0,44,3,23,75,27,164,22,38,252,25,103,15,28,171
LGA34570,0,22,0,7,27,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,23,0,3,33,0,3,0,5,6,0,3,0,0,4,0,11,0,3,20,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,35,0,0,0,5,7,0,4,0,0,4,0,13,0,11,17,0,5,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,0,15,4,3,21,5,16,0,0,24,6,60,12,17,91,21,168,14,26,233,9,58,3,7,74,9,29,3,0,39,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,6,0,0,8,52,360,36,59,512,4,12,3,11,24,0,10,0,0,5,0,13,3,4,21,3,46,7,12,69,3,56,6,11,79,22,145,12,36,213,29,147,11,21,212,3,40,0,3,47,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,13,75,481,49,100,708,0,12,0,4,16,0,3,0,0,3,0,4,0,3,15,5,21,3,15,43,4,24,5,9,39,10,86,16,29,138,35,211,44,60,346,18,61,12,16,110
LGA34590,18,226,46,107,396,70,423,31,49,572,79,429,46,188,738,108,987,113,345,1549,122,920,96,233,1373,152,1056,84,229,1517,67,345,39,74,526,11,68,6,20,105,0,3,0,4,13,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,3,31,7,126,27,38,195,628,4606,494,1291,7023,10,105,34,96,242,30,227,48,80,381,82,378,42,117,629,44,187,43,117,394,16,126,32,101,275,40,492,74,212,817,242,1915,243,508,2909,191,1070,163,305,1724,29,139,26,40,228,6,34,4,10,58,0,8,0,4,20,0,0,0,0,0,0,0,0,0,0,3,10,0,3,19,21,141,33,60,249,720,4844,730,1646,7945,8,60,19,48,135,8,29,13,24,69,40,226,54,115,436,78,267,43,131,519,27,113,30,76,243,62,362,68,197,691,269,1710,245,608,2838,371,1800,300,569,3046
LGA34710,0,6,0,0,6,0,0,0,0,3,6,12,7,3,27,0,14,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,35,8,9,64,0,3,0,0,7,0,0,0,0,0,0,17,0,0,17,5,14,0,3,15,0,9,0,0,9,0,11,0,0,13,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,68,4,5,85,0,3,0,3,8,0,0,0,0,0,0,4,0,0,8,0,6,0,3,10,0,6,0,3,7,0,6,0,7,18,0,6,0,0,14,0,0,0,0,3
LGA34770,0,71,8,41,126,11,89,6,33,132,18,170,23,79,287,19,254,33,77,387,20,127,12,38,199,28,165,16,40,249,27,134,23,32,210,6,34,0,6,51,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,31,3,19,55,140,1078,131,359,1713,3,53,7,37,91,0,65,6,18,87,27,126,10,32,199,15,108,12,49,188,3,66,10,21,95,8,135,11,47,206,18,223,28,86,357,46,286,35,85,449,17,112,15,32,178,0,20,5,0,29,0,5,0,3,8,0,4,0,0,3,0,3,0,0,4,0,3,3,0,7,4,49,0,16,73,156,1246,139,436,1980,8,29,8,15,64,0,11,0,8,20,11,98,11,24,147,17,145,13,50,225,5,163,14,42,223,42,343,35,105,529,81,507,55,109,747,44,271,48,63,426
LGA34800,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,5,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,6,14,0,8,0,5,16,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,23,0,0,0,0,0,0,3,0,0,3,0,3,0,4,7,0,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,22,0,5,31,0,19,0,4,25,11,56,4,9,79,0,36,3,7,47,0,7,0,0,7,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,12,150,13,25,202,3,11,0,3,17,0,10,0,0,10,3,26,6,12,43,0,24,5,10,38,5,9,0,3,21,0,12,0,0,13,0,19,3,4,27,0,7,0,3,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,16,116,18,34,183,0,15,4,0,18,0,5,0,0,3,0,10,0,4,10,6,17,0,9,29,3,17,5,5,30,0,37,3,8,42,3,31,7,10,44,0,12,0,0,16
LGA34880,5,43,7,13,72,0,26,3,6,34,12,71,7,16,100,15,74,3,14,108,0,18,0,6,29,0,9,0,3,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,5,14,34,252,23,67,379,3,27,3,12,40,0,28,0,7,33,5,31,3,19,60,3,53,5,20,92,3,30,3,3,41,3,47,3,9,64,10,45,6,11,76,3,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,23,36,291,25,88,443,0,18,3,9,33,0,0,0,3,4,5,27,0,12,38,9,45,3,13,70,0,27,4,17,52,3,49,3,20,69,19,76,14,24,128,3,31,8,4,45
