LGA_CODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
LGA16150,12,291,53,27,35,58,484,27,159,12,14,4,5,230,329,228,123,21,28,4,731,800,157,177,4,27,9,1173,401,5,77,3,10,0,495,453,3,50,3,3,0,511,175,0,22,0,4,0,203,45,3,9,0,0,0,57,10,0,0,0,0,0,14,5,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,3,0,0,23,42,76,22,0,11,8,164,2308,940,554,80,126,89,4091,13,86,43,4,17,38,211,0,216,13,15,6,0,251,103,220,77,24,12,9,438,424,203,111,16,12,3,768,280,62,90,5,12,0,454,654,38,124,3,12,0,836,687,7,101,0,11,0,802,416,0,49,0,3,3,472,115,0,13,0,7,0,144,24,0,3,0,6,0,35,22,0,0,0,0,0,25,10,0,3,0,0,0,17,9,0,0,0
LGA16200,10,116,77,27,41,60,332,37,67,36,16,7,5,164,187,70,134,15,30,5,438,212,16,79,0,20,0,328,49,0,20,0,4,0,72,30,0,7,0,0,0,34,11,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,8,13,31,3,7,3,71,542,289,394,57,115,72,1476,7,41,73,15,31,43,208,14,81,12,16,7,0,135,145,68,115,23,32,3,382,200,46,106,9,18,0,384,65,0,45,0,3,0,115,125,4,22,0,4,0,154,72,3,18,0,4,0,87,24,0,8,0,3,0,40,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA16260,36,1343,197,85,50,281,1993,19,391,22,64,5,19,530,127,739,145,110,71,26,1208,1411,253,373,44,112,19,2210,2007,125,370,19,43,20,2587,4058,149,603,19,52,22,4897,4105,106,552,10,31,18,4818,1715,3,262,4,16,4,2009,357,0,57,3,3,3,427,84,11,16,0,3,0,117,25,3,10,0,0,0,41,18,0,9,0,0,0,27,3,4,0,0,4,0,6,74,76,13,3,3,0,167,229,212,127,29,47,32,677,14258,3416,2757,386,450,441,21709,38,486,242,46,57,166,1040,13,1076,12,49,27,5,1190,34,743,101,188,27,3,1098,146,414,186,117,63,7,928,160,135,167,36,99,3,606,597,168,274,40,94,5,1190,3336,194,651,38,119,22,4357,6953,122,844,19,73,37,8046,2959,18,406,11,25,16,3428,952,9,136,0,15,0,1112,276,0,41,0,11,0,328,117,4,16,0,7,7,157,39,3,13,0
LGA16350,13,788,174,69,27,187,1264,9,392,25,34,7,14,484,389,577,201,48,120,12,1355,1690,368,528,19,110,22,2744,1954,142,674,3,45,26,2853,3466,87,720,8,47,27,4356,993,4,215,3,15,9,1240,247,0,71,3,9,0,328,34,0,18,0,0,0,59,8,3,7,0,4,5,29,0,3,6,0,3,0,10,0,0,0,0,3,0,4,0,0,0,0,0,0,3,42,37,15,0,3,4,89,119,141,121,16,34,35,468,8982,2549,2782,206,435,342,15282,23,271,191,22,32,154,697,3,676,19,20,7,4,725,39,503,108,70,22,11,756,290,385,236,54,55,12,1031,521,162,314,40,80,4,1116,1249,266,544,35,44,5,2155,3812,159,883,27,53,25,4962,2615,29,450,7,38,16,3155,459,3,70,3,8,0,542,121,0,23,0,5,0,146,31,0,3,0,0,0,35,18,5,3,0,0,0,26,9,7,5,0
LGA16380,19,299,126,56,37,185,725,29,127,51,21,49,4,286,379,211,273,45,99,13,1014,1070,74,453,11,97,9,1711,631,40,269,7,23,4,974,1091,13,249,3,26,8,1390,503,0,98,0,12,4,612,116,0,33,0,14,0,164,14,0,3,0,4,0,26,0,4,3,0,0,0,11,0,3,0,0,3,0,9,0,0,0,0,0,0,7,0,0,0,0,3,0,3,18,14,11,0,4,3,52,62,42,59,27,30,17,235,3938,826,1633,168,384,246,7203,16,66,133,14,36,131,390,6,298,21,35,22,4,383,95,192,135,43,81,4,547,529,139,248,39,98,3,1051,393,70,227,4,41,3,739,933,42,318,13,34,8,1338,1330,22,369,16,29,4,1769,909,3,171,0,17,0,1103,173,3,26,3,7,0,215,36,3,8,0,3,0,44,21,0,3,0,3,0,25,0,0,3,0,0,0,5,0,0,0,0
LGA16400,7,217,95,75,30,128,548,29,125,17,17,48,3,245,261,276,175,17,270,9,1010,973,113,253,12,198,7,1563,618,16,176,7,52,3,869,830,5,113,0,14,5,959,427,4,68,0,11,0,510,89,0,23,0,5,0,121,9,0,3,0,4,0,20,6,5,3,0,0,0,14,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,10,3,4,4,0,38,54,55,26,17,38,10,192,3321,832,951,143,669,171,6091,6,77,103,9,22,89,306,4,226,9,31,31,6,311,70,198,89,46,62,7,465,281,120,161,31,157,0,745,322,58,152,7,223,4,766,823,104,224,3,104,3,1267,1222,12,217,3,44,4,1508,714,0,122,0,12,3,854,138,0,27,0,3,0,166,31,0,6,0,9,0,45,22,0,3,0,0,0,26,0,0,3,0,3,0,4,4,0,0,0
LGA16490,10,165,94,17,31,92,409,23,90,24,15,3,3,169,515,155,151,21,69,7,923,596,87,202,6,227,3,1130,225,83,138,3,34,0,484,444,35,125,0,12,4,626,451,13,138,0,19,0,623,216,0,67,0,12,0,298,65,0,10,0,3,0,76,9,0,7,0,0,0,20,4,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,3,0,3,0,35,45,29,21,3,28,5,137,2625,680,995,80,447,115,4941,6,58,102,13,27,92,303,4,164,12,12,8,0,196,46,151,55,26,15,3,304,245,100,119,18,44,4,525,260,31,87,4,61,0,440,391,40,133,7,131,3,711,604,74,214,4,128,3,1035,675,35,248,0,46,3,1016,294,3,100,0,23,0,412,116,0,41,0,7,0,160,43,0,10,0,3,0,54,9,0,4,0,0,0,14,0,0,0,0
LGA16550,40,1382,207,35,28,254,1942,16,385,21,55,9,11,489,122,583,99,43,62,21,931,236,196,207,6,125,10,784,362,69,208,3,10,0,651,1700,93,378,5,18,12,2217,4634,107,824,9,44,12,5624,3404,56,730,5,25,22,4237,1447,5,323,3,12,9,1803,483,13,128,13,3,10,649,206,3,61,9,0,8,286,106,0,29,0,0,4,150,59,3,9,0,5,0,74,130,62,50,3,11,6,251,175,213,111,15,33,48,592,13118,3162,3386,214,389,413,20687,36,428,260,27,12,182,946,6,1123,9,32,15,3,1192,46,549,50,100,24,8,781,113,342,100,55,33,0,643,113,84,102,10,77,3,388,262,99,179,17,73,3,641,993,90,344,16,50,4,1504,3615,73,733,9,35,15,4481,3987,51,715,7,22,15,4790,2129,12,392,0,20,6,2558,1135,7,246,0,4,3,1390,537,12,124,3,3,3,679,292,0,72,5
LGA16610,15,91,66,21,25,77,292,20,43,23,29,11,4,142,288,86,224,33,61,9,686,363,34,179,3,18,4,600,129,3,76,3,10,0,219,102,0,29,0,11,3,144,39,0,9,0,8,0,65,6,0,4,0,4,0,13,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,15,14,29,22,5,11,0,86,988,294,631,103,150,95,2263,3,24,56,15,27,62,187,3,71,13,14,5,0,101,72,67,82,37,38,3,306,228,58,119,22,37,4,467,130,19,104,0,18,7,277,346,11,137,9,20,5,525,309,4,83,0,19,4,418,53,0,17,0,5,0,79,12,0,3,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
LGA16650,32,289,122,40,10,160,647,7,101,17,35,4,3,163,84,190,80,34,36,3,421,490,52,176,7,33,3,765,1101,18,241,6,11,6,1382,2153,36,323,9,36,11,2567,2237,18,389,3,40,12,2693,1011,7,200,3,23,10,1253,161,0,34,0,9,0,207,51,3,20,0,0,0,74,24,0,8,0,0,0,27,5,0,3,0,0,0,5,6,0,0,0,0,0,10,26,16,7,0,0,0,50,117,50,74,19,23,13,298,7491,775,1689,157,223,224,10562,20,97,185,23,13,118,462,5,260,15,12,0,3,290,17,134,53,46,25,3,273,79,89,75,22,19,4,283,101,24,103,11,16,0,255,314,40,135,16,16,7,526,1539,19,292,13,40,11,1914,3113,28,463,4,43,13,3664,1566,13,267,3,32,3,1882,491,3,92,0,3,5,599,181,0,24,0,0,0,208,73,0,12,0,0,0,91,26,0,7,0
LGA16700,40,580,143,62,23,153,997,11,166,12,72,3,5,270,81,247,73,55,45,9,515,805,98,171,40,78,5,1204,1018,29,173,18,24,4,1267,1894,51,313,7,22,14,2299,1980,53,369,11,22,8,2446,1379,26,267,9,21,8,1705,366,5,94,3,9,0,476,81,10,32,0,5,0,122,38,0,14,0,0,0,63,17,0,14,3,0,0,32,9,3,0,0,0,0,11,38,23,16,0,0,0,85,131,103,83,22,19,17,388,7882,1399,1780,315,279,230,11889,36,190,180,24,21,105,559,7,471,13,26,3,0,525,36,286,66,111,10,3,515,55,191,99,61,31,0,431,85,45,76,19,58,0,291,396,50,149,42,29,0,672,1824,50,312,18,16,11,2232,3175,40,476,12,39,11,3754,1606,28,292,9,32,0,1965,753,4,138,8,6,12,919,277,0,83,6,11,3,381,102,3,38,4,0,0,153,49,4,10,4
LGA16900,11,397,48,24,15,76,571,16,238,20,23,7,9,305,196,452,110,31,26,10,820,509,164,202,9,16,9,905,469,192,190,8,22,10,893,853,74,215,3,20,3,1170,380,0,65,0,4,0,457,74,6,17,0,0,0,97,3,3,4,0,0,0,11,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,3,0,0,0,47,27,84,35,5,5,4,163,2548,1646,913,103,108,120,5434,8,127,64,8,8,49,268,0,406,7,11,3,0,429,48,395,47,16,28,3,532,218,264,129,19,18,9,660,206,100,147,14,18,3,481,430,212,205,15,20,8,888,954,68,272,3,31,7,1338,711,3,172,0,9,6,899,165,0,26,0,4,0,199,25,0,3,0,0,0,28,8,3,0,0,0,0,10,3,0,0,0,0,0,9,0,0,0,0
LGA16950,20,383,195,84,72,234,983,52,222,51,55,37,12,432,566,343,369,101,180,22,1579,1512,176,539,25,227,20,2500,799,16,274,7,30,8,1134,747,8,169,3,16,8,957,191,3,46,0,3,0,247,28,0,13,0,11,0,48,6,0,5,0,0,0,20,0,0,4,0,3,0,7,3,3,3,0,5,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,5,15,22,13,3,0,3,53,68,54,79,19,37,18,280,4014,1241,1765,296,630,314,8260,29,118,179,26,59,162,571,7,258,30,28,33,3,364,199,353,234,93,73,6,960,603,274,421,57,120,11,1494,617,113,331,21,155,7,1235,1333,79,400,27,93,8,1949,1229,23,254,11,39,3,1560,421,5,77,3,23,3,532,29,3,22,0,3,0,56,16,0,8,0,0,0,26,4,5,9,0,3,0,20,5,3,3,0,0,0,14,3,0,3,0
LGA17000,10,99,63,7,36,57,273,4,59,9,0,11,0,84,81,103,52,8,60,5,311,237,76,51,0,50,3,416,178,3,27,0,6,0,210,236,4,25,0,13,4,284,170,0,8,0,10,0,189,60,0,6,0,4,0,64,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,18,13,8,13,3,22,3,70,999,360,265,14,214,71,1934,6,35,53,0,20,52,173,4,95,3,0,8,3,123,21,106,35,3,18,0,173,78,36,35,0,37,0,182,72,24,39,0,39,0,174,190,41,33,0,34,3,298,329,6,57,0,15,3,409,389,0,37,0,6,0,433,77,0,13,0,4,0,90,11,0,0,0,0,0,12,7,0,0,0,0,0,10,4,0,0,0,0,0,4,0,0,0,0
LGA17040,9,56,123,4,56,100,347,45,13,34,6,15,0,114,151,37,157,9,42,4,396,191,24,96,0,21,3,334,58,4,43,0,6,0,108,43,0,33,0,11,0,93,37,0,16,0,4,0,62,24,0,12,0,0,0,39,4,0,4,0,0,0,12,9,0,6,0,8,0,19,5,0,0,0,3,0,8,9,0,3,0,0,0,19,0,0,3,0,0,0,3,33,7,18,0,6,0,63,10,4,33,4,20,0,78,630,140,597,25,193,108,1690,7,10,89,3,51,84,239,22,33,24,3,10,3,90,115,20,117,9,33,3,298,147,39,122,8,25,4,334,116,0,68,3,12,0,203,169,10,61,0,6,0,241,111,0,40,0,10,3,165,72,0,26,0,5,0,104,21,0,11,0,8,0,41,25,0,10,0,5,0,38,11,0,7,0,4,0,24,15,0,9,0,0,0,24,4,0,0,0
LGA17080,17,57,71,20,88,90,338,22,49,48,11,21,0,155,201,96,160,6,36,4,495,189,15,62,0,8,0,273,56,0,15,0,0,0,70,23,0,6,0,0,0,34,3,0,5,0,3,0,13,0,0,3,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,4,0,0,0,17,6,16,14,6,16,3,63,523,239,397,44,179,97,1477,3,20,63,7,83,63,244,8,47,22,0,9,0,92,83,50,105,7,32,3,284,185,68,100,0,26,3,378,107,6,51,0,11,0,171,105,0,37,0,0,3,154,76,0,14,0,3,0,93,11,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0
LGA17100,16,182,39,34,8,39,320,3,66,0,22,0,4,94,29,80,8,9,3,0,123,173,32,44,0,3,3,256,274,6,56,4,5,0,343,537,15,70,6,9,3,637,1007,16,92,4,12,4,1130,613,6,65,3,14,4,711,107,0,16,0,0,0,121,38,0,7,0,0,0,42,14,0,4,0,0,0,21,8,0,0,0,0,0,11,3,0,0,0,0,0,3,11,3,0,0,0,0,14,53,38,22,11,3,7,138,2880,444,415,85,62,67,3961,12,43,74,7,8,37,183,3,169,3,20,0,0,198,17,73,12,19,0,0,120,19,54,18,14,3,0,113,26,19,23,5,7,0,82,55,18,36,4,0,0,112,381,13,83,9,8,3,492,1184,19,145,9,24,6,1381,794,4,85,3,11,3,902,244,3,36,0,3,0,288,84,0,7,0,0,0,90,29,0,5,0,0,0,37,19,0,0,0
LGA17150,18,707,195,67,36,219,1237,10,255,21,50,3,3,339,76,355,131,66,108,4,738,748,128,263,25,143,7,1311,854,52,288,7,32,14,1241,2740,93,529,5,30,18,3407,2844,78,556,3,23,13,3519,1881,14,368,4,12,8,2290,475,0,97,3,7,3,586,141,0,34,0,3,0,182,66,0,14,0,0,0,80,42,0,6,0,0,0,55,16,5,7,0,0,0,21,28,27,15,7,3,5,82,118,129,102,37,29,21,438,10053,1843,2615,274,422,326,15539,16,209,222,30,20,155,662,0,587,12,42,8,0,653,16,304,74,125,17,3,537,71,226,132,62,81,4,568,131,79,147,33,116,3,505,450,81,228,23,64,0,860,1746,98,520,8,53,11,2450,3857,59,670,17,57,14,4670,2008,10,334,3,22,9,2380,974,6,152,0,5,4,1148,404,3,69,0,0,0,481,163,0,35,0,3,0,203,73,0,15,0
LGA17200,91,3037,270,125,56,327,3910,29,670,28,41,9,16,783,223,1094,219,73,37,32,1670,1282,334,335,50,55,10,2069,1092,140,296,60,17,9,1624,2194,236,485,77,58,17,3073,5230,149,973,64,51,16,6484,7054,86,1156,39,59,38,8434,3415,26,657,13,30,17,4162,1601,22,317,10,18,13,1986,677,5,166,12,3,3,864,318,3,87,9,3,0,419,170,0,47,4,7,4,232,328,147,110,0,8,7,612,399,392,216,35,59,70,1170,24101,6340,5361,621,478,589,37490,95,1062,394,70,60,199,1882,14,2519,18,46,18,30,2637,101,1046,141,136,16,9,1452,246,563,236,99,30,14,1200,369,156,224,42,29,3,816,1027,213,340,95,37,6,1718,2534,196,719,143,67,16,3674,5198,149,1067,63,89,23,6585,6459,48,1116,19,64,29,7735,5489,33,921,11,55,31,6540,3389,30,559,13,38,16,4052,1796,27,377,3,28,12,2235,1048,11,226,7
LGA17310,12,288,164,46,115,188,810,52,141,72,8,18,4,301,719,236,306,36,76,15,1389,948,99,359,14,73,8,1508,381,11,158,0,14,0,563,422,4,80,0,10,3,519,151,3,42,0,7,0,205,31,0,8,0,7,0,50,5,0,3,0,4,0,9,0,3,0,0,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,19,9,0,0,0,43,39,46,53,7,45,12,208,2788,847,1257,117,384,232,5625,6,76,138,14,99,132,472,9,190,36,13,7,6,257,282,222,193,22,46,8,767,658,170,277,29,56,6,1198,438,92,201,5,32,3,766,810,32,224,7,30,6,1100,803,3,178,9,26,3,1011,269,0,52,0,14,4,339,35,0,4,0,4,0,38,9,0,0,0,0,0,7,3,4,4,0,0,0,5,0,0,4,0,0,0,4,0,3,0,0
LGA17350,0,20,42,16,17,33,127,16,16,23,0,6,0,64,63,20,63,3,7,3,169,62,7,23,5,4,0,99,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,6,3,24,148,64,175,30,37,41,496,0,9,32,19,14,28,105,4,12,15,0,0,0,41,41,17,53,14,11,0,136,86,11,49,4,11,3,163,24,0,9,0,0,0,40,11,0,3,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,0,22,62,12,24,46,164,21,12,15,35,7,0,97,111,13,89,8,26,3,255,42,3,25,0,3,0,72,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,4,3,3,32,187,58,213,59,65,53,629,0,3,26,4,18,37,90,4,6,9,7,3,0,29,42,21,58,25,14,0,163,99,23,60,4,15,0,208,33,7,25,0,3,0,71,34,0,13,0,0,0,42,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17420,16,21,128,15,26,128,332,0,28,13,20,3,0,69,20,41,56,15,62,3,187,49,21,96,4,91,3,264,72,3,78,4,5,0,161,311,15,131,0,10,3,464,1783,4,295,6,14,12,2107,1395,0,155,0,11,9,1578,447,0,71,0,4,0,517,120,0,28,0,3,0,156,63,0,13,0,0,0,79,21,0,0,0,0,0,28,21,0,7,0,0,0,21,27,0,15,0,3,0,45,81,13,61,18,15,3,193,4425,136,1148,75,253,165,6207,11,14,186,12,32,111,366,4,30,4,9,0,0,40,6,25,44,36,11,3,130,31,25,48,17,21,0,148,25,13,53,4,58,0,154,49,5,75,3,42,0,177,201,10,168,4,38,0,416,1148,8,276,6,19,4,1455,1524,5,198,0,8,8,1740,761,0,112,4,0,0,878,366,0,45,0,0,0,413,150,0,22,7,0,0,171,70,0,12,0
LGA17550,10,288,162,36,51,226,780,8,140,52,20,26,5,257,177,207,370,48,152,8,970,722,61,580,13,104,18,1488,595,40,446,10,46,11,1148,1083,34,516,13,87,16,1748,1040,4,281,6,56,8,1404,353,0,85,0,18,0,453,59,0,23,0,8,0,90,12,3,0,0,7,0,25,6,0,3,0,3,0,8,0,0,0,0,0,0,3,0,0,4,0,3,0,5,7,13,13,0,3,5,35,71,56,90,11,46,17,291,4154,836,2625,164,616,315,8714,16,70,148,15,22,169,438,7,313,28,17,7,8,373,58,219,181,50,129,0,642,186,126,308,28,120,10,779,219,26,283,16,45,3,589,664,51,401,6,45,7,1182,1629,29,687,14,79,21,2457,1609,17,478,13,63,14,2195,406,4,107,0,9,0,522,102,3,32,0,7,6,142,43,0,17,0,3,0,64,14,7,3,0,0,0,24,6,0,3,0
LGA17620,8,42,74,20,129,139,416,21,29,31,3,17,3,104,122,44,136,16,44,3,366,187,22,101,0,8,3,332,79,0,25,0,4,0,104,37,0,11,0,0,0,51,17,0,10,0,0,0,23,6,0,4,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,8,7,7,23,3,47,6,89,481,152,413,41,255,153,1496,7,12,72,0,134,112,330,8,23,9,18,6,3,59,51,39,74,8,35,5,219,114,26,88,4,34,0,272,83,18,54,3,10,3,176,95,16,53,4,10,0,182,112,3,38,0,6,0,164,48,0,17,0,0,0,71,3,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
LGA17640,3,7,52,13,38,90,199,6,6,24,4,10,0,43,35,0,56,0,10,0,104,37,0,25,0,5,0,69,4,0,13,0,0,0,16,4,0,5,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,8,0,23,88,21,180,17,69,95,474,0,0,54,7,35,46,139,0,0,22,3,3,0,25,13,4,36,0,8,0,64,35,5,38,3,7,0,95,31,3,21,0,0,0,60,18,0,15,0,3,3,37,13,0,6,0,0,0,24,3,0,3,0,0,0,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
