LGA_NAME16	Year	CountryOfBirth	Sex	persons
Albury (C)	2011	FJI	F	15
Albury (C)	2011	FJI	M	25
Albury (C)	2011	GBR	F	669
Albury (C)	2011	GBR	M	667
Albury (C)	2011	GRC	F	29
Albury (C)	2011	GRC	M	31
Albury (C)	2011	HKG	F	11
Albury (C)	2011	HKG	M	16
Albury (C)	2011	HRV	F	25
Albury (C)	2011	HRV	M	23
Albury (C)	2011	IDN	F	14
Albury (C)	2011	IDN	M	8
Albury (C)	2011	IND	F	155
Albury (C)	2011	IND	M	202
Albury (C)	2011	IRL	F	30
Albury (C)	2011	IRL	M	43
Albury (C)	2011	IRN	F	10
Albury (C)	2011	IRN	M	5
Albury (C)	2011	IRQ	F	0
Albury (C)	2011	IRQ	M	0
Albury (C)	2011	ITA	F	44
Albury (C)	2011	ITA	M	43
Albury (C)	2011	JPN	F	10
Albury (C)	2011	JPN	M	4
Albury (C)	2011	KOR	F	22
Albury (C)	2011	KOR	M	17
Albury (C)	2011	LBN	F	10
Albury (C)	2011	LBN	M	13
Albury (C)	2011	LKA	F	19
Albury (C)	2011	LKA	M	21
Albury (C)	2011	MKD	F	0
Albury (C)	2011	MKD	M	0
Albury (C)	2011	MLT	F	3
Albury (C)	2011	MLT	M	6
Albury (C)	2011	MYS	F	23
Albury (C)	2011	MYS	M	10
Albury (C)	2011	NLD	F	101
Albury (C)	2011	NLD	M	97
Albury (C)	2011	NZL	F	231
Albury (C)	2011	NZL	M	243
Albury (C)	2011	PAK	F	7
Albury (C)	2011	PAK	M	15
Albury (C)	2011	PHL	F	150
Albury (C)	2011	PHL	M	66
Albury (C)	2011	POL	F	27
Albury (C)	2011	POL	M	20
Albury (C)	2011	SGP	F	4
Albury (C)	2011	SGP	M	6
Albury (C)	2011	THA	F	36
Albury (C)	2011	THA	M	9
Albury (C)	2011	TUR	F	0
Albury (C)	2011	TUR	M	3
Albury (C)	2011	USA	F	49
Albury (C)	2011	USA	M	43
Albury (C)	2011	VNM	F	7
Albury (C)	2011	VNM	M	14
Albury (C)	2011	ZAF	F	73
Albury (C)	2011	ZAF	M	62
Albury (C)	2011	ZWE	F	18
Albury (C)	2011	ZWE	M	8
Albury (C)	2016		F	2693
Albury (C)	2016		M	2516
Albury (C)	2016	AUS	F	21514
Albury (C)	2016	AUS	M	20071
Albury (C)	2016	CAN	F	19
Albury (C)	2016	CAN	M	29
Albury (C)	2016	CHN	F	68
Albury (C)	2016	CHN	M	49
Albury (C)	2016	DEU	F	129
Albury (C)	2016	DEU	M	120
Albury (C)	2016	EGY	F	5
Albury (C)	2016	EGY	M	13
Albury (C)	2016	FJI	F	18
Albury (C)	2016	FJI	M	24
Albury (C)	2016	GBR	F	618
Albury (C)	2016	GBR	M	623
Albury (C)	2016	GRC	F	23
Albury (C)	2016	GRC	M	32
Albury (C)	2016	HKG	F	20
Albury (C)	2016	HKG	M	16
Albury (C)	2016	HRV	F	28
Albury (C)	2016	HRV	M	24
Albury (C)	2016	IDN	F	8
Albury (C)	2016	IDN	M	3
Albury (C)	2016	IND	F	270
Albury (C)	2016	IND	M	290
Albury (C)	2016	IRL	F	34
Albury (C)	2016	IRL	M	39
Albury (C)	2016	IRN	F	15
Albury (C)	2016	IRN	M	14
Albury (C)	2016	IRQ	F	0
Albury (C)	2016	IRQ	M	0
Albury (C)	2016	ITA	F	38
Albury (C)	2016	ITA	M	33
Albury (C)	2016	JPN	F	14
Albury (C)	2016	JPN	M	3
Albury (C)	2016	KOR	F	20
Albury (C)	2016	KOR	M	16
Albury (C)	2016	LBN	F	3
Albury (C)	2016	LBN	M	9
Albury (C)	2016	LKA	F	57
Albury (C)	2016	LKA	M	47
Albury (C)	2016	MKD	F	0
Albury (C)	2016	MKD	M	3
Albury (C)	2016	MLT	F	7
Albury (C)	2016	MLT	M	7
Albury (C)	2016	MYS	F	30
Albury (C)	2016	MYS	M	13
Albury (C)	2016	NLD	F	100
Albury (C)	2016	NLD	M	96
Albury (C)	2016	NZL	F	263
Albury (C)	2016	NZL	M	275
Albury (C)	2016	PAK	F	10
Albury (C)	2016	PAK	M	22
Albury (C)	2016	PHL	F	182
Albury (C)	2016	PHL	M	100
Albury (C)	2016	POL	F	16
Albury (C)	2016	POL	M	16
Albury (C)	2016	SGP	F	11
Albury (C)	2016	SGP	M	12
Albury (C)	2016	THA	F	50
Albury (C)	2016	THA	M	11
Albury (C)	2016	TUR	F	0
Albury (C)	2016	TUR	M	0
Albury (C)	2016	USA	F	52
Albury (C)	2016	USA	M	45
Albury (C)	2016	VNM	F	22
Albury (C)	2016	VNM	M	11
Albury (C)	2016	ZAF	F	66
Albury (C)	2016	ZAF	M	65
Albury (C)	2016	ZWE	F	17
Albury (C)	2016	ZWE	M	10
Armidale Regional (A)	2006		F	978
Armidale Regional (A)	2006		M	992
Armidale Regional (A)	2006	AUS	F	12188
Armidale Regional (A)	2006	AUS	M	11372
Armidale Regional (A)	2006	CAN	F	27
Armidale Regional (A)	2006	CAN	M	23
Armidale Regional (A)	2006	CHN	F	84
Armidale Regional (A)	2006	CHN	M	80
Armidale Regional (A)	2006	DEU	F	54
Armidale Regional (A)	2006	DEU	M	49
Armidale Regional (A)	2006	EGY	F	0
Armidale Regional (A)	2006	EGY	M	6
Armidale Regional (A)	2006	FJI	F	18
Armidale Regional (A)	2006	FJI	M	16
Armidale Regional (A)	2006	GBR	F	349
Armidale Regional (A)	2006	GBR	M	330
Armidale Regional (A)	2006	GRC	F	4
Armidale Regional (A)	2006	GRC	M	4
Armidale Regional (A)	2006	HKG	F	16
Armidale Regional (A)	2006	HKG	M	19
Armidale Regional (A)	2006	HRV	F	0
Armidale Regional (A)	2006	HRV	M	0
Armidale Regional (A)	2006	IDN	F	22
Armidale Regional (A)	2006	IDN	M	14
Armidale Regional (A)	2006	IND	F	39
Armidale Regional (A)	2006	IND	M	36
Armidale Regional (A)	2006	IRL	F	11
Armidale Regional (A)	2006	IRL	M	13
Armidale Regional (A)	2006	IRN	F	5
Armidale Regional (A)	2006	IRN	M	13
Armidale Regional (A)	2006	IRQ	F	0
Armidale Regional (A)	2006	IRQ	M	3
Armidale Regional (A)	2006	ITA	F	7
Armidale Regional (A)	2006	ITA	M	11
Armidale Regional (A)	2006	JPN	F	24
Armidale Regional (A)	2006	JPN	M	12
Armidale Regional (A)	2006	KOR	F	17
Armidale Regional (A)	2006	KOR	M	11
Armidale Regional (A)	2006	LBN	F	8
Armidale Regional (A)	2006	LBN	M	3
Armidale Regional (A)	2006	LKA	F	15
Armidale Regional (A)	2006	LKA	M	17
Armidale Regional (A)	2006	MKD	F	0
Armidale Regional (A)	2006	MKD	M	0
Armidale Regional (A)	2006	MLT	F	0
Armidale Regional (A)	2006	MLT	M	3
Armidale Regional (A)	2006	MYS	F	27
Armidale Regional (A)	2006	MYS	M	15
Armidale Regional (A)	2006	NLD	F	33
Armidale Regional (A)	2006	NLD	M	38
Armidale Regional (A)	2006	NZL	F	117
Armidale Regional (A)	2006	NZL	M	125
Armidale Regional (A)	2006	PAK	F	0
Armidale Regional (A)	2006	PAK	M	0
Armidale Regional (A)	2006	PHL	F	29
Armidale Regional (A)	2006	PHL	M	4
Armidale Regional (A)	2006	POL	F	7
Armidale Regional (A)	2006	POL	M	6
Armidale Regional (A)	2006	SGP	F	10
Armidale Regional (A)	2006	SGP	M	3
Armidale Regional (A)	2006	THA	F	15
Armidale Regional (A)	2006	THA	M	12
Armidale Regional (A)	2006	TUR	F	0
Armidale Regional (A)	2006	TUR	M	3
Armidale Regional (A)	2006	USA	F	60
Armidale Regional (A)	2006	USA	M	61
Armidale Regional (A)	2006	VNM	F	0
Armidale Regional (A)	2006	VNM	M	4
Armidale Regional (A)	2006	ZAF	F	42
Armidale Regional (A)	2006	ZAF	M	38
Armidale Regional (A)	2006	ZWE	F	6
Armidale Regional (A)	2006	ZWE	M	3
Armidale Regional (A)	2011		F	1243
Armidale Regional (A)	2011		M	1181
Armidale Regional (A)	2011	AUS	F	12319
Armidale Regional (A)	2011	AUS	M	11404
Armidale Regional (A)	2011	CAN	F	32
Armidale Regional (A)	2011	CAN	M	21
Armidale Regional (A)	2011	CHN	F	124
Armidale Regional (A)	2011	CHN	M	127
Armidale Regional (A)	2011	DEU	F	65
Armidale Regional (A)	2011	DEU	M	63
Armidale Regional (A)	2011	EGY	F	6
Armidale Regional (A)	2011	EGY	M	8
Armidale Regional (A)	2011	FJI	F	23
Armidale Regional (A)	2011	FJI	M	21
Armidale Regional (A)	2011	GBR	F	362
Armidale Regional (A)	2011	GBR	M	362
Armidale Regional (A)	2011	GRC	F	0
Armidale Regional (A)	2011	GRC	M	0
Armidale Regional (A)	2011	HKG	F	21
Armidale Regional (A)	2011	HKG	M	18
Armidale Regional (A)	2011	HRV	F	0
Armidale Regional (A)	2011	HRV	M	0
Armidale Regional (A)	2011	IDN	F	21
Armidale Regional (A)	2011	IDN	M	22
Armidale Regional (A)	2011	IND	F	39
Armidale Regional (A)	2011	IND	M	32
Armidale Regional (A)	2011	IRL	F	11
Armidale Regional (A)	2011	IRL	M	11
Armidale Regional (A)	2011	IRN	F	10
Armidale Regional (A)	2011	IRN	M	19
Armidale Regional (A)	2011	IRQ	F	7
Armidale Regional (A)	2011	IRQ	M	14
Armidale Regional (A)	2011	ITA	F	8
Armidale Regional (A)	2011	ITA	M	14
Armidale Regional (A)	2011	JPN	F	20
Armidale Regional (A)	2011	JPN	M	6
Armidale Regional (A)	2011	KOR	F	5
Armidale Regional (A)	2011	KOR	M	8
Armidale Regional (A)	2011	LBN	F	6
Armidale Regional (A)	2011	LBN	M	3
Armidale Regional (A)	2011	LKA	F	30
Armidale Regional (A)	2011	LKA	M	18
Armidale Regional (A)	2011	MKD	F	0
Armidale Regional (A)	2011	MKD	M	0
Armidale Regional (A)	2011	MLT	F	0
Armidale Regional (A)	2011	MLT	M	0
Armidale Regional (A)	2011	MYS	F	23
Armidale Regional (A)	2011	MYS	M	14
Armidale Regional (A)	2011	NLD	F	33
Armidale Regional (A)	2011	NLD	M	33
Armidale Regional (A)	2011	NZL	F	138
Armidale Regional (A)	2011	NZL	M	132
Armidale Regional (A)	2011	PAK	F	5
Armidale Regional (A)	2011	PAK	M	10
Armidale Regional (A)	2011	PHL	F	47
Armidale Regional (A)	2011	PHL	M	19
Armidale Regional (A)	2011	POL	F	0
Armidale Regional (A)	2011	POL	M	3
Armidale Regional (A)	2011	SGP	F	11
Armidale Regional (A)	2011	SGP	M	10
Armidale Regional (A)	2011	THA	F	20
Armidale Regional (A)	2011	THA	M	7
Armidale Regional (A)	2011	TUR	F	0
Armidale Regional (A)	2011	TUR	M	3
Armidale Regional (A)	2011	USA	F	70
Armidale Regional (A)	2011	USA	M	73
Armidale Regional (A)	2011	VNM	F	20
Armidale Regional (A)	2011	VNM	M	26
Armidale Regional (A)	2011	ZAF	F	51
Armidale Regional (A)	2011	ZAF	M	48
Armidale Regional (A)	2011	ZWE	F	4
Armidale Regional (A)	2011	ZWE	M	11
Armidale Regional (A)	2016		F	1743
Armidale Regional (A)	2016		M	1611
Armidale Regional (A)	2016	AUS	F	12102
Armidale Regional (A)	2016	AUS	M	11302
Armidale Regional (A)	2016	CAN	F	31
Armidale Regional (A)	2016	CAN	M	26
Armidale Regional (A)	2016	CHN	F	142
Armidale Regional (A)	2016	CHN	M	144
Armidale Regional (A)	2016	DEU	F	55
Armidale Regional (A)	2016	DEU	M	41
Armidale Regional (A)	2016	EGY	F	0
Armidale Regional (A)	2016	EGY	M	0
Armidale Regional (A)	2016	FJI	F	13
Armidale Regional (A)	2016	FJI	M	17
Armidale Regional (A)	2016	GBR	F	337
Armidale Regional (A)	2016	GBR	M	368
Armidale Regional (A)	2016	GRC	F	3
Armidale Regional (A)	2016	GRC	M	7
Armidale Regional (A)	2016	HKG	F	15
Armidale Regional (A)	2016	HKG	M	9
Armidale Regional (A)	2016	HRV	F	3
Armidale Regional (A)	2016	HRV	M	0
Armidale Regional (A)	2016	IDN	F	17
Armidale Regional (A)	2016	IDN	M	13
Armidale Regional (A)	2016	IND	F	78
Armidale Regional (A)	2016	IND	M	87
Armidale Regional (A)	2016	IRL	F	12
Armidale Regional (A)	2016	IRL	M	16
Armidale Regional (A)	2016	IRN	F	19
Armidale Regional (A)	2016	IRN	M	21
Armidale Regional (A)	2016	IRQ	F	42
Armidale Regional (A)	2016	IRQ	M	50
Armidale Regional (A)	2016	ITA	F	13
Armidale Regional (A)	2016	ITA	M	9
Armidale Regional (A)	2016	JPN	F	19
Armidale Regional (A)	2016	JPN	M	7
Armidale Regional (A)	2016	KOR	F	11
Armidale Regional (A)	2016	KOR	M	3
Armidale Regional (A)	2016	LBN	F	3
Armidale Regional (A)	2016	LBN	M	4
Armidale Regional (A)	2016	LKA	F	37
Armidale Regional (A)	2016	LKA	M	30
Armidale Regional (A)	2016	MKD	F	0
Armidale Regional (A)	2016	MKD	M	0
Armidale Regional (A)	2016	MLT	F	0
Armidale Regional (A)	2016	MLT	M	0
Armidale Regional (A)	2016	MYS	F	22
Armidale Regional (A)	2016	MYS	M	21
Armidale Regional (A)	2016	NLD	F	33
Armidale Regional (A)	2016	NLD	M	25
Armidale Regional (A)	2016	NZL	F	143
Armidale Regional (A)	2016	NZL	M	170
Armidale Regional (A)	2016	PAK	F	9
Armidale Regional (A)	2016	PAK	M	27
Armidale Regional (A)	2016	PHL	F	101
Armidale Regional (A)	2016	PHL	M	48
Armidale Regional (A)	2016	POL	F	3
Armidale Regional (A)	2016	POL	M	9
Armidale Regional (A)	2016	SGP	F	17
Armidale Regional (A)	2016	SGP	M	8
Armidale Regional (A)	2016	THA	F	18
Armidale Regional (A)	2016	THA	M	12
Armidale Regional (A)	2016	TUR	F	3
Armidale Regional (A)	2016	TUR	M	3
Armidale Regional (A)	2016	USA	F	74
Armidale Regional (A)	2016	USA	M	73
Armidale Regional (A)	2016	VNM	F	30
Armidale Regional (A)	2016	VNM	M	24
Armidale Regional (A)	2016	ZAF	F	44
Armidale Regional (A)	2016	ZAF	M	43
Armidale Regional (A)	2016	ZWE	F	16
Armidale Regional (A)	2016	ZWE	M	8
Ballina (A)	2006		F	1227
Ballina (A)	2006		M	1192
Ballina (A)	2006	AUS	F	16990
Ballina (A)	2006	AUS	M	15694
Ballina (A)	2006	CAN	F	40
Ballina (A)	2006	CAN	M	33
Ballina (A)	2006	CHN	F	23
Ballina (A)	2006	CHN	M	11
Ballina (A)	2006	DEU	F	77
Ballina (A)	2006	DEU	M	62
Ballina (A)	2006	EGY	F	5
Ballina (A)	2006	EGY	M	3
Ballina (A)	2006	FJI	F	19
Ballina (A)	2006	FJI	M	10
Ballina (A)	2006	GBR	F	830
Ballina (A)	2006	GBR	M	765
Ballina (A)	2006	GRC	F	3
Ballina (A)	2006	GRC	M	7
Ballina (A)	2006	HKG	F	12
Ballina (A)	2006	HKG	M	12
Ballina (A)	2006	HRV	F	5
Ballina (A)	2006	HRV	M	3
Ballina (A)	2006	IDN	F	13
Ballina (A)	2006	IDN	M	11
Ballina (A)	2006	IND	F	24
Ballina (A)	2006	IND	M	18
Ballina (A)	2006	IRL	F	21
Ballina (A)	2006	IRL	M	25
Ballina (A)	2006	IRN	F	3
Ballina (A)	2006	IRN	M	4
Ballina (A)	2006	IRQ	F	0
Ballina (A)	2006	IRQ	M	0
Ballina (A)	2006	ITA	F	37
Ballina (A)	2006	ITA	M	58
Ballina (A)	2006	JPN	F	20
Ballina (A)	2006	JPN	M	13
Ballina (A)	2006	KOR	F	7
Ballina (A)	2006	KOR	M	3
Ballina (A)	2006	LBN	F	0
Ballina (A)	2006	LBN	M	0
Ballina (A)	2006	LKA	F	7
Ballina (A)	2006	LKA	M	11
Ballina (A)	2006	MKD	F	0
Ballina (A)	2006	MKD	M	0
Ballina (A)	2006	MLT	F	12
Ballina (A)	2006	MLT	M	9
Ballina (A)	2006	MYS	F	17
Ballina (A)	2006	MYS	M	7
Ballina (A)	2006	NLD	F	72
Ballina (A)	2006	NLD	M	66
Ballina (A)	2006	NZL	F	302
Ballina (A)	2006	NZL	M	259
Ballina (A)	2006	PAK	F	0
Ballina (A)	2006	PAK	M	0
Ballina (A)	2006	PHL	F	62
Ballina (A)	2006	PHL	M	13
Ballina (A)	2006	POL	F	14
Ballina (A)	2006	POL	M	10
Ballina (A)	2006	SGP	F	4
Ballina (A)	2006	SGP	M	9
Ballina (A)	2006	THA	F	21
Ballina (A)	2006	THA	M	10
Ballina (A)	2006	TUR	F	0
Ballina (A)	2006	TUR	M	0
Ballina (A)	2006	USA	F	65
Ballina (A)	2006	USA	M	73
Ballina (A)	2006	VNM	F	9
Ballina (A)	2006	VNM	M	3
Ballina (A)	2006	ZAF	F	57
Ballina (A)	2006	ZAF	M	72
Ballina (A)	2006	ZWE	F	4
Ballina (A)	2006	ZWE	M	9
Ballina (A)	2011		F	1226
Ballina (A)	2011		M	1121
Ballina (A)	2011	AUS	F	17217
Ballina (A)	2011	AUS	M	15953
Ballina (A)	2011	CAN	F	43
Ballina (A)	2011	CAN	M	39
Ballina (A)	2011	CHN	F	37
Ballina (A)	2011	CHN	M	16
Ballina (A)	2011	DEU	F	84
Ballina (A)	2011	DEU	M	66
Ballina (A)	2011	EGY	F	3
Ballina (A)	2011	EGY	M	0
Ballina (A)	2011	FJI	F	15
Ballina (A)	2011	FJI	M	12
Ballina (A)	2011	GBR	F	855
Ballina (A)	2011	GBR	M	815
Ballina (A)	2011	GRC	F	5
Ballina (A)	2011	GRC	M	4
Ballina (A)	2011	HKG	F	12
Ballina (A)	2011	HKG	M	10
Ballina (A)	2011	HRV	F	9
Ballina (A)	2011	HRV	M	6
Ballina (A)	2011	IDN	F	18
Ballina (A)	2011	IDN	M	4
Ballina (A)	2011	IND	F	30
Ballina (A)	2011	IND	M	30
Ballina (A)	2011	IRL	F	32
Ballina (A)	2011	IRL	M	33
Ballina (A)	2011	IRN	F	10
Ballina (A)	2011	IRN	M	5
Ballina (A)	2011	IRQ	F	0
Ballina (A)	2011	IRQ	M	3
Ballina (A)	2011	ITA	F	32
Ballina (A)	2011	ITA	M	56
Ballina (A)	2011	JPN	F	32
Ballina (A)	2011	JPN	M	15
Ballina (A)	2011	KOR	F	7
Ballina (A)	2011	KOR	M	9
Ballina (A)	2011	LBN	F	0
Ballina (A)	2011	LBN	M	3
Ballina (A)	2011	LKA	F	9
Ballina (A)	2011	LKA	M	14
Ballina (A)	2011	MKD	F	0
Ballina (A)	2011	MKD	M	3
Ballina (A)	2011	MLT	F	14
Ballina (A)	2011	MLT	M	15
Ballina (A)	2011	MYS	F	21
Ballina (A)	2011	MYS	M	17
Ballina (A)	2011	NLD	F	88
Ballina (A)	2011	NLD	M	76
Ballina (A)	2011	NZL	F	318
Ballina (A)	2011	NZL	M	285
Ballina (A)	2011	PAK	F	3
Ballina (A)	2011	PAK	M	3
Ballina (A)	2011	PHL	F	70
Ballina (A)	2011	PHL	M	19
Ballina (A)	2011	POL	F	7
Ballina (A)	2011	POL	M	9
Ballina (A)	2011	SGP	F	7
Ballina (A)	2011	SGP	M	4
Ballina (A)	2011	THA	F	38
Ballina (A)	2011	THA	M	22
Ballina (A)	2011	TUR	F	0
Ballina (A)	2011	TUR	M	0
Ballina (A)	2011	USA	F	73
Ballina (A)	2011	USA	M	73
Ballina (A)	2011	VNM	F	12
Ballina (A)	2011	VNM	M	8
Ballina (A)	2011	ZAF	F	79
Ballina (A)	2011	ZAF	M	92
Ballina (A)	2011	ZWE	F	14
Ballina (A)	2011	ZWE	M	13
Ballina (A)	2016		F	1960
Ballina (A)	2016		M	1794
Ballina (A)	2016	AUS	F	17552
Ballina (A)	2016	AUS	M	16436
Ballina (A)	2016	CAN	F	41
Ballina (A)	2016	CAN	M	50
Ballina (A)	2016	CHN	F	44
Ballina (A)	2016	CHN	M	19
Ballina (A)	2016	DEU	F	74
Ballina (A)	2016	DEU	M	64
Ballina (A)	2016	EGY	F	3
Ballina (A)	2016	EGY	M	5
Ballina (A)	2016	FJI	F	29
Ballina (A)	2016	FJI	M	20
Ballina (A)	2016	GBR	F	853
Ballina (A)	2016	GBR	M	815
Ballina (A)	2016	GRC	F	7
Ballina (A)	2016	GRC	M	3
Ballina (A)	2016	HKG	F	12
Ballina (A)	2016	HKG	M	9
Ballina (A)	2016	HRV	F	12
Ballina (A)	2016	HRV	M	6
Ballina (A)	2016	IDN	F	17
Ballina (A)	2016	IDN	M	12
Ballina (A)	2016	IND	F	41
Ballina (A)	2016	IND	M	62
Ballina (A)	2016	IRL	F	36
Ballina (A)	2016	IRL	M	36
Ballina (A)	2016	IRN	F	10
Ballina (A)	2016	IRN	M	11
Ballina (A)	2016	IRQ	F	0
Ballina (A)	2016	IRQ	M	0
Ballina (A)	2016	ITA	F	36
Ballina (A)	2016	ITA	M	61
Ballina (A)	2016	JPN	F	44
Ballina (A)	2016	JPN	M	19
Ballina (A)	2016	KOR	F	17
Ballina (A)	2016	KOR	M	6
Ballina (A)	2016	LBN	F	0
Ballina (A)	2016	LBN	M	5
Ballina (A)	2016	LKA	F	8
Ballina (A)	2016	LKA	M	11
Ballina (A)	2016	MKD	F	0
Ballina (A)	2016	MKD	M	0
Ballina (A)	2016	MLT	F	13
Ballina (A)	2016	MLT	M	12
Ballina (A)	2016	MYS	F	27
Ballina (A)	2016	MYS	M	19
Ballina (A)	2016	NLD	F	86
Ballina (A)	2016	NLD	M	66
Ballina (A)	2016	NZL	F	337
Ballina (A)	2016	NZL	M	314
Ballina (A)	2016	PAK	F	0
Ballina (A)	2016	PAK	M	0
Ballina (A)	2016	PHL	F	86
Ballina (A)	2016	PHL	M	21
Ballina (A)	2016	POL	F	11
Ballina (A)	2016	POL	M	10
Ballina (A)	2016	SGP	F	21
Ballina (A)	2016	SGP	M	10
Ballina (A)	2016	THA	F	50
Ballina (A)	2016	THA	M	21
Ballina (A)	2016	TUR	F	3
Ballina (A)	2016	TUR	M	3
Ballina (A)	2016	USA	F	84
Ballina (A)	2016	USA	M	64
Ballina (A)	2016	VNM	F	15
Ballina (A)	2016	VNM	M	12
Ballina (A)	2016	ZAF	F	115
Ballina (A)	2016	ZAF	M	114
Ballina (A)	2016	ZWE	F	21
Ballina (A)	2016	ZWE	M	13
Balranald (A)	2006		F	92
Balranald (A)	2006		M	111
Balranald (A)	2006	AUS	F	1008
Balranald (A)	2006	AUS	M	1099
Balranald (A)	2006	CAN	F	0
Balranald (A)	2006	CAN	M	0
Balranald (A)	2006	CHN	F	0
Balranald (A)	2006	CHN	M	0
Balranald (A)	2006	DEU	F	0
Balranald (A)	2006	DEU	M	0
Balranald (A)	2006	EGY	F	0
Balranald (A)	2006	EGY	M	0
Balranald (A)	2006	FJI	F	3
Balranald (A)	2006	FJI	M	0
Balranald (A)	2006	GBR	F	14
Balranald (A)	2006	GBR	M	9
Balranald (A)	2006	GRC	F	0
Balranald (A)	2006	GRC	M	3
Balranald (A)	2006	HKG	F	0
Balranald (A)	2006	HKG	M	0
Balranald (A)	2006	HRV	F	0
Balranald (A)	2006	HRV	M	0
Balranald (A)	2006	IDN	F	0
Balranald (A)	2006	IDN	M	0
Balranald (A)	2006	IND	F	0
Balranald (A)	2006	IND	M	0
Balranald (A)	2006	IRL	F	0
Balranald (A)	2006	IRL	M	0
Balranald (A)	2006	IRN	F	0
Balranald (A)	2006	IRN	M	0
Balranald (A)	2006	IRQ	F	0
Balranald (A)	2006	IRQ	M	0
Balranald (A)	2006	ITA	F	25
Balranald (A)	2006	ITA	M	28
Balranald (A)	2006	JPN	F	0
Balranald (A)	2006	JPN	M	0
Balranald (A)	2006	KOR	F	0
Balranald (A)	2006	KOR	M	0
Balranald (A)	2006	LBN	F	0
Balranald (A)	2006	LBN	M	0
Balranald (A)	2006	LKA	F	0
Balranald (A)	2006	LKA	M	0
Balranald (A)	2006	MKD	F	0
Balranald (A)	2006	MKD	M	0
Balranald (A)	2006	MLT	F	0
Balranald (A)	2006	MLT	M	0
Balranald (A)	2006	MYS	F	0
Balranald (A)	2006	MYS	M	0
Balranald (A)	2006	NLD	F	3
Balranald (A)	2006	NLD	M	0
Balranald (A)	2006	NZL	F	15
Balranald (A)	2006	NZL	M	8
Balranald (A)	2006	PAK	F	0
Balranald (A)	2006	PAK	M	0
Balranald (A)	2006	PHL	F	0
Balranald (A)	2006	PHL	M	0
Balranald (A)	2006	POL	F	0
Balranald (A)	2006	POL	M	0
Balranald (A)	2006	SGP	F	0
Balranald (A)	2006	SGP	M	0
Balranald (A)	2006	THA	F	0
Balranald (A)	2006	THA	M	0
Balranald (A)	2006	TUR	F	0
Balranald (A)	2006	TUR	M	0
Balranald (A)	2006	USA	F	0
Balranald (A)	2006	USA	M	0
