LGA_NAME16	Year	LabourForceStatus	Sex	adults
Bathurst Regional (A)	2016		F	1234
Bathurst Regional (A)	2016		M	1191
Bathurst Regional (A)	2016	Employed (away from work)	F	606
Bathurst Regional (A)	2016	Employed (away from work)	M	478
Bathurst Regional (A)	2016	Employed (full-time)	F	4178
Bathurst Regional (A)	2016	Employed (full-time)	M	6989
Bathurst Regional (A)	2016	Employed (part-time)	F	4144
Bathurst Regional (A)	2016	Employed (part-time)	M	1781
Bathurst Regional (A)	2016	Not in the labour force	F	6023
Bathurst Regional (A)	2016	Not in the labour force	M	5396
Bathurst Regional (A)	2016	Unemployed (looking for work)	F	518
Bathurst Regional (A)	2016	Unemployed (looking for work)	M	645
Bega Valley (A)	2006		F	604
Bega Valley (A)	2006		M	570
Bega Valley (A)	2006	Employed (away from work)	F	388
Bega Valley (A)	2006	Employed (away from work)	M	476
Bega Valley (A)	2006	Employed (full-time)	F	2217
Bega Valley (A)	2006	Employed (full-time)	M	4574
Bega Valley (A)	2006	Employed (part-time)	F	3192
Bega Valley (A)	2006	Employed (part-time)	M	1616
Bega Valley (A)	2006	Not in the labour force	F	6000
Bega Valley (A)	2006	Not in the labour force	M	4422
Bega Valley (A)	2006	Unemployed (looking for work)	F	382
Bega Valley (A)	2006	Unemployed (looking for work)	M	557
Bega Valley (A)	2011		F	682
Bega Valley (A)	2011		M	640
Bega Valley (A)	2011	Employed (away from work)	F	484
Bega Valley (A)	2011	Employed (away from work)	M	450
Bega Valley (A)	2011	Employed (full-time)	F	2399
Bega Valley (A)	2011	Employed (full-time)	M	4596
Bega Valley (A)	2011	Employed (part-time)	F	3400
Bega Valley (A)	2011	Employed (part-time)	M	1712
Bega Valley (A)	2011	Not in the labour force	F	6218
Bega Valley (A)	2011	Not in the labour force	M	4951
Bega Valley (A)	2011	Unemployed (looking for work)	F	345
Bega Valley (A)	2011	Unemployed (looking for work)	M	483
Bega Valley (A)	2016		F	1100
Bega Valley (A)	2016		M	1038
Bega Valley (A)	2016	Employed (away from work)	F	461
Bega Valley (A)	2016	Employed (away from work)	M	437
Bega Valley (A)	2016	Employed (full-time)	F	2497
Bega Valley (A)	2016	Employed (full-time)	M	4458
Bega Valley (A)	2016	Employed (part-time)	F	3508
Bega Valley (A)	2016	Employed (part-time)	M	1792
Bega Valley (A)	2016	Not in the labour force	F	6542
Bega Valley (A)	2016	Not in the labour force	M	5406
Bega Valley (A)	2016	Unemployed (looking for work)	F	329
Bega Valley (A)	2016	Unemployed (looking for work)	M	418
Bellingen (A)	2006		F	269
Bellingen (A)	2006		M	248
Bellingen (A)	2006	Employed (away from work)	F	138
Bellingen (A)	2006	Employed (away from work)	M	170
Bellingen (A)	2006	Employed (full-time)	F	823
Bellingen (A)	2006	Employed (full-time)	M	1501
Bellingen (A)	2006	Employed (part-time)	F	1220
Bellingen (A)	2006	Employed (part-time)	M	656
Bellingen (A)	2006	Not in the labour force	F	2442
Bellingen (A)	2006	Not in the labour force	M	1917
Bellingen (A)	2006	Unemployed (looking for work)	F	235
Bellingen (A)	2006	Unemployed (looking for work)	M	292
Bellingen (A)	2011		F	162
Bellingen (A)	2011		M	182
Bellingen (A)	2011	Employed (away from work)	F	136
Bellingen (A)	2011	Employed (away from work)	M	143
Bellingen (A)	2011	Employed (full-time)	F	887
Bellingen (A)	2011	Employed (full-time)	M	1516
Bellingen (A)	2011	Employed (part-time)	F	1345
Bellingen (A)	2011	Employed (part-time)	M	740
Bellingen (A)	2011	Not in the labour force	F	2549
Bellingen (A)	2011	Not in the labour force	M	1994
Bellingen (A)	2011	Unemployed (looking for work)	F	183
Bellingen (A)	2011	Unemployed (looking for work)	M	232
Bellingen (A)	2016		F	363
Bellingen (A)	2016		M	331
Bellingen (A)	2016	Employed (away from work)	F	162
Bellingen (A)	2016	Employed (away from work)	M	138
Bellingen (A)	2016	Employed (full-time)	F	880
Bellingen (A)	2016	Employed (full-time)	M	1508
Bellingen (A)	2016	Employed (part-time)	F	1369
Bellingen (A)	2016	Employed (part-time)	M	834
Bellingen (A)	2016	Not in the labour force	F	2499
Bellingen (A)	2016	Not in the labour force	M	1993
Bellingen (A)	2016	Unemployed (looking for work)	F	160
Bellingen (A)	2016	Unemployed (looking for work)	M	226
Berrigan (A)	2006		F	129
Berrigan (A)	2006		M	126
Berrigan (A)	2006	Employed (away from work)	F	112
Berrigan (A)	2006	Employed (away from work)	M	163
Berrigan (A)	2006	Employed (full-time)	F	710
Berrigan (A)	2006	Employed (full-time)	M	1539
Berrigan (A)	2006	Employed (part-time)	F	759
Berrigan (A)	2006	Employed (part-time)	M	277
Berrigan (A)	2006	Not in the labour force	F	1465
Berrigan (A)	2006	Not in the labour force	M	1005
Berrigan (A)	2006	Unemployed (looking for work)	F	73
Berrigan (A)	2006	Unemployed (looking for work)	M	84
Berrigan (A)	2011		F	214
Berrigan (A)	2011		M	190
Berrigan (A)	2011	Employed (away from work)	F	139
Berrigan (A)	2011	Employed (away from work)	M	140
Berrigan (A)	2011	Employed (full-time)	F	651
Berrigan (A)	2011	Employed (full-time)	M	1420
Berrigan (A)	2011	Employed (part-time)	F	773
Berrigan (A)	2011	Employed (part-time)	M	293
Berrigan (A)	2011	Not in the labour force	F	1512
Berrigan (A)	2011	Not in the labour force	M	1175
Berrigan (A)	2011	Unemployed (looking for work)	F	77
Berrigan (A)	2011	Unemployed (looking for work)	M	83
Berrigan (A)	2016		F	352
Berrigan (A)	2016		M	350
Berrigan (A)	2016	Employed (away from work)	F	120
Berrigan (A)	2016	Employed (away from work)	M	140
Berrigan (A)	2016	Employed (full-time)	F	621
Berrigan (A)	2016	Employed (full-time)	M	1271
Berrigan (A)	2016	Employed (part-time)	F	822
Berrigan (A)	2016	Employed (part-time)	M	309
Berrigan (A)	2016	Not in the labour force	F	1543
Berrigan (A)	2016	Not in the labour force	M	1321
Berrigan (A)	2016	Unemployed (looking for work)	F	74
Berrigan (A)	2016	Unemployed (looking for work)	M	92
Blacktown (C)	2006		F	5914
Blacktown (C)	2006		M	5997
Blacktown (C)	2006	Employed (away from work)	F	3666
Blacktown (C)	2006	Employed (away from work)	M	4504
Blacktown (C)	2006	Employed (full-time)	F	30121
Blacktown (C)	2006	Employed (full-time)	M	52013
Blacktown (C)	2006	Employed (part-time)	F	18883
Blacktown (C)	2006	Employed (part-time)	M	8865
Blacktown (C)	2006	Not in the labour force	F	41826
Blacktown (C)	2006	Not in the labour force	M	24492
Blacktown (C)	2006	Unemployed (looking for work)	F	4092
Blacktown (C)	2006	Unemployed (looking for work)	M	4512
Blacktown (C)	2011		F	5320
Blacktown (C)	2011		M	5485
Blacktown (C)	2011	Employed (away from work)	F	4113
Blacktown (C)	2011	Employed (away from work)	M	4174
Blacktown (C)	2011	Employed (full-time)	F	33817
Blacktown (C)	2011	Employed (full-time)	M	57801
Blacktown (C)	2011	Employed (part-time)	F	22493
Blacktown (C)	2011	Employed (part-time)	M	11396
Blacktown (C)	2011	Not in the labour force	F	46297
Blacktown (C)	2011	Not in the labour force	M	28431
Blacktown (C)	2011	Unemployed (looking for work)	F	5089
Blacktown (C)	2011	Unemployed (looking for work)	M	5223
Blacktown (C)	2016		F	6692
Blacktown (C)	2016		M	6498
Blacktown (C)	2016	Employed (away from work)	F	4023
Blacktown (C)	2016	Employed (away from work)	M	3745
Blacktown (C)	2016	Employed (full-time)	F	38436
Blacktown (C)	2016	Employed (full-time)	M	63968
Blacktown (C)	2016	Employed (part-time)	F	26539
Blacktown (C)	2016	Employed (part-time)	M	14754
Blacktown (C)	2016	Not in the labour force	F	50446
Blacktown (C)	2016	Not in the labour force	M	33296
Blacktown (C)	2016	Unemployed (looking for work)	F	5998
Blacktown (C)	2016	Unemployed (looking for work)	M	5909
Bland (A)	2006		F	97
Bland (A)	2006		M	99
Bland (A)	2006	Employed (away from work)	F	105
Bland (A)	2006	Employed (away from work)	M	121
Bland (A)	2006	Employed (full-time)	F	538
Bland (A)	2006	Employed (full-time)	M	1302
Bland (A)	2006	Employed (part-time)	F	549
Bland (A)	2006	Employed (part-time)	M	183
Bland (A)	2006	Not in the labour force	F	1014
Bland (A)	2006	Not in the labour force	M	612
Bland (A)	2006	Unemployed (looking for work)	F	53
Bland (A)	2006	Unemployed (looking for work)	M	74
Bland (A)	2011		F	84
Bland (A)	2011		M	98
Bland (A)	2011	Employed (away from work)	F	88
Bland (A)	2011	Employed (away from work)	M	102
Bland (A)	2011	Employed (full-time)	F	518
Bland (A)	2011	Employed (full-time)	M	1243
Bland (A)	2011	Employed (part-time)	F	548
Bland (A)	2011	Employed (part-time)	M	188
Bland (A)	2011	Not in the labour force	F	997
Bland (A)	2011	Not in the labour force	M	615
Bland (A)	2011	Unemployed (looking for work)	F	55
Bland (A)	2011	Unemployed (looking for work)	M	43
Bland (A)	2016		F	298
Bland (A)	2016		M	271
Bland (A)	2016	Employed (away from work)	F	84
Bland (A)	2016	Employed (away from work)	M	84
Bland (A)	2016	Employed (full-time)	F	519
Bland (A)	2016	Employed (full-time)	M	1092
Bland (A)	2016	Employed (part-time)	F	529
Bland (A)	2016	Employed (part-time)	M	233
Bland (A)	2016	Not in the labour force	F	896
Bland (A)	2016	Not in the labour force	M	626
Bland (A)	2016	Unemployed (looking for work)	F	37
Bland (A)	2016	Unemployed (looking for work)	M	60
Blayney (A)	2006		F	76
Blayney (A)	2006		M	87
Blayney (A)	2006	Employed (away from work)	F	85
Blayney (A)	2006	Employed (away from work)	M	105
Blayney (A)	2006	Employed (full-time)	F	591
Blayney (A)	2006	Employed (full-time)	M	1287
Blayney (A)	2006	Employed (part-time)	F	597
Blayney (A)	2006	Employed (part-time)	M	206
Blayney (A)	2006	Not in the labour force	F	1124
Blayney (A)	2006	Not in the labour force	M	752
Blayney (A)	2006	Unemployed (looking for work)	F	100
Blayney (A)	2006	Unemployed (looking for work)	M	103
Blayney (A)	2011		F	120
Blayney (A)	2011		M	163
Blayney (A)	2011	Employed (away from work)	F	99
Blayney (A)	2011	Employed (away from work)	M	104
Blayney (A)	2011	Employed (full-time)	F	621
Blayney (A)	2011	Employed (full-time)	M	1393
Blayney (A)	2011	Employed (part-time)	F	670
Blayney (A)	2011	Employed (part-time)	M	214
Blayney (A)	2011	Not in the labour force	F	1143
Blayney (A)	2011	Not in the labour force	M	733
Blayney (A)	2011	Unemployed (looking for work)	F	74
Blayney (A)	2011	Unemployed (looking for work)	M	82
Blayney (A)	2016		F	199
Blayney (A)	2016		M	224
Blayney (A)	2016	Employed (away from work)	F	103
Blayney (A)	2016	Employed (away from work)	M	88
Blayney (A)	2016	Employed (full-time)	F	671
Blayney (A)	2016	Employed (full-time)	M	1317
Blayney (A)	2016	Employed (part-time)	F	752
Blayney (A)	2016	Employed (part-time)	M	292
Blayney (A)	2016	Not in the labour force	F	1108
Blayney (A)	2016	Not in the labour force	M	796
Blayney (A)	2016	Unemployed (looking for work)	F	85
Blayney (A)	2016	Unemployed (looking for work)	M	115
Blue Mountains (C)	2006		F	1301
Blue Mountains (C)	2006		M	1280
Blue Mountains (C)	2006	Employed (away from work)	F	1089
Blue Mountains (C)	2006	Employed (away from work)	M	1071
Blue Mountains (C)	2006	Employed (full-time)	F	7456
Blue Mountains (C)	2006	Employed (full-time)	M	13664
Blue Mountains (C)	2006	Employed (part-time)	F	8178
Blue Mountains (C)	2006	Employed (part-time)	M	3708
Blue Mountains (C)	2006	Not in the labour force	F	11981
Blue Mountains (C)	2006	Not in the labour force	M	7427
Blue Mountains (C)	2006	Unemployed (looking for work)	F	815
Blue Mountains (C)	2006	Unemployed (looking for work)	M	981
Blue Mountains (C)	2011		F	1550
Blue Mountains (C)	2011		M	1493
Blue Mountains (C)	2011	Employed (away from work)	F	1113
Blue Mountains (C)	2011	Employed (away from work)	M	940
Blue Mountains (C)	2011	Employed (full-time)	F	7575
Blue Mountains (C)	2011	Employed (full-time)	M	13495
Blue Mountains (C)	2011	Employed (part-time)	F	8540
Blue Mountains (C)	2011	Employed (part-time)	M	3939
Blue Mountains (C)	2011	Not in the labour force	F	12408
Blue Mountains (C)	2011	Not in the labour force	M	8238
Blue Mountains (C)	2011	Unemployed (looking for work)	F	830
Blue Mountains (C)	2011	Unemployed (looking for work)	M	1023
Blue Mountains (C)	2016		F	1483
Blue Mountains (C)	2016		M	1422
Blue Mountains (C)	2016	Employed (away from work)	F	958
Blue Mountains (C)	2016	Employed (away from work)	M	765
Blue Mountains (C)	2016	Employed (full-time)	F	7866
Blue Mountains (C)	2016	Employed (full-time)	M	13128
Blue Mountains (C)	2016	Employed (part-time)	F	8882
Blue Mountains (C)	2016	Employed (part-time)	M	4268
Blue Mountains (C)	2016	Not in the labour force	F	12892
Blue Mountains (C)	2016	Not in the labour force	M	9379
Blue Mountains (C)	2016	Unemployed (looking for work)	F	845
Blue Mountains (C)	2016	Unemployed (looking for work)	M	940
Bogan (A)	2006		F	35
Bogan (A)	2006		M	33
Bogan (A)	2006	Employed (away from work)	F	36
Bogan (A)	2006	Employed (away from work)	M	49
Bogan (A)	2006	Employed (full-time)	F	284
Bogan (A)	2006	Employed (full-time)	M	596
Bogan (A)	2006	Employed (part-time)	F	220
Bogan (A)	2006	Employed (part-time)	M	94
Bogan (A)	2006	Not in the labour force	F	449
Bogan (A)	2006	Not in the labour force	M	283
Bogan (A)	2006	Unemployed (looking for work)	F	37
Bogan (A)	2006	Unemployed (looking for work)	M	68
Bogan (A)	2011		F	71
Bogan (A)	2011		M	96
Bogan (A)	2011	Employed (away from work)	F	47
Bogan (A)	2011	Employed (away from work)	M	53
Bogan (A)	2011	Employed (full-time)	F	290
Bogan (A)	2011	Employed (full-time)	M	570
Bogan (A)	2011	Employed (part-time)	F	211
Bogan (A)	2011	Employed (part-time)	M	81
Bogan (A)	2011	Not in the labour force	F	440
Bogan (A)	2011	Not in the labour force	M	281
Bogan (A)	2011	Unemployed (looking for work)	F	33
Bogan (A)	2011	Unemployed (looking for work)	M	43
Bogan (A)	2016		F	100
Bogan (A)	2016		M	118
Bogan (A)	2016	Employed (away from work)	F	26
Bogan (A)	2016	Employed (away from work)	M	31
Bogan (A)	2016	Employed (full-time)	F	268
Bogan (A)	2016	Employed (full-time)	M	534
Bogan (A)	2016	Employed (part-time)	F	239
Bogan (A)	2016	Employed (part-time)	M	87
Bogan (A)	2016	Not in the labour force	F	402
Bogan (A)	2016	Not in the labour force	M	269
Bogan (A)	2016	Unemployed (looking for work)	F	24
Bogan (A)	2016	Unemployed (looking for work)	M	40
Botany Bay (C)	2006		F	1095
Botany Bay (C)	2006		M	1049
Botany Bay (C)	2006	Employed (away from work)	F	537
Botany Bay (C)	2006	Employed (away from work)	M	581
Botany Bay (C)	2006	Employed (full-time)	F	4299
Botany Bay (C)	2006	Employed (full-time)	M	6788
Botany Bay (C)	2006	Employed (part-time)	F	2642
Botany Bay (C)	2006	Employed (part-time)	M	1600
Botany Bay (C)	2006	Not in the labour force	F	6059
Botany Bay (C)	2006	Not in the labour force	M	3836
Botany Bay (C)	2006	Unemployed (looking for work)	F	415
Botany Bay (C)	2006	Unemployed (looking for work)	M	525
Botany Bay (C)	2011		F	1016
Botany Bay (C)	2011		M	1064
Botany Bay (C)	2011	Employed (away from work)	F	581
Botany Bay (C)	2011	Employed (away from work)	M	548
Botany Bay (C)	2011	Employed (full-time)	F	4811
Botany Bay (C)	2011	Employed (full-time)	M	7410
Botany Bay (C)	2011	Employed (part-time)	F	3200
Botany Bay (C)	2011	Employed (part-time)	M	1857
Botany Bay (C)	2011	Not in the labour force	F	6365
Botany Bay (C)	2011	Not in the labour force	M	4340
Botany Bay (C)	2011	Unemployed (looking for work)	F	468
Botany Bay (C)	2011	Unemployed (looking for work)	M	553
Botany Bay (C)	2016		F	1355
Botany Bay (C)	2016		M	1395
Botany Bay (C)	2016	Employed (away from work)	F	612
Botany Bay (C)	2016	Employed (away from work)	M	549
Botany Bay (C)	2016	Employed (full-time)	F	6137
Botany Bay (C)	2016	Employed (full-time)	M	9184
Botany Bay (C)	2016	Employed (part-time)	F	4038
Botany Bay (C)	2016	Employed (part-time)	M	2442
Botany Bay (C)	2016	Not in the labour force	F	6798
Botany Bay (C)	2016	Not in the labour force	M	4868
Botany Bay (C)	2016	Unemployed (looking for work)	F	643
Botany Bay (C)	2016	Unemployed (looking for work)	M	714
Bourke (A)	2006		F	88
Bourke (A)	2006		M	121
Bourke (A)	2006	Employed (away from work)	F	48
Bourke (A)	2006	Employed (away from work)	M	60
Bourke (A)	2006	Employed (full-time)	F	365
Bourke (A)	2006	Employed (full-time)	M	547
Bourke (A)	2006	Employed (part-time)	F	204
Bourke (A)	2006	Employed (part-time)	M	88
Bourke (A)	2006	Not in the labour force	F	375
Bourke (A)	2006	Not in the labour force	M	271
Bourke (A)	2006	Unemployed (looking for work)	F	38
Bourke (A)	2006	Unemployed (looking for work)	M	76
Bourke (A)	2011		F	140
Bourke (A)	2011		M	160
Bourke (A)	2011	Employed (away from work)	F	45
Bourke (A)	2011	Employed (away from work)	M	40
Bourke (A)	2011	Employed (full-time)	F	333
Bourke (A)	2011	Employed (full-time)	M	518
Bourke (A)	2011	Employed (part-time)	F	203
Bourke (A)	2011	Employed (part-time)	M	66
Bourke (A)	2011	Not in the labour force	F	325
Bourke (A)	2011	Not in the labour force	M	242
Bourke (A)	2011	Unemployed (looking for work)	F	24
Bourke (A)	2011	Unemployed (looking for work)	M	44
Bourke (A)	2016		F	194
Bourke (A)	2016		M	204
Bourke (A)	2016	Employed (away from work)	F	26
Bourke (A)	2016	Employed (away from work)	M	23
Bourke (A)	2016	Employed (full-time)	F	318
Bourke (A)	2016	Employed (full-time)	M	402
Bourke (A)	2016	Employed (part-time)	F	146
Bourke (A)	2016	Employed (part-time)	M	86
Bourke (A)	2016	Not in the labour force	F	311
Bourke (A)	2016	Not in the labour force	M	236
Bourke (A)	2016	Unemployed (looking for work)	F	28
Bourke (A)	2016	Unemployed (looking for work)	M	40
Brewarrina (A)	2006		F	49
Brewarrina (A)	2006		M	73
Brewarrina (A)	2006	Employed (away from work)	F	19
Brewarrina (A)	2006	Employed (away from work)	M	24
Brewarrina (A)	2006	Employed (full-time)	F	179
Brewarrina (A)	2006	Employed (full-time)	M	251
Brewarrina (A)	2006	Employed (part-time)	F	104
Brewarrina (A)	2006	Employed (part-time)	M	84
Brewarrina (A)	2006	Not in the labour force	F	287
Brewarrina (A)	2006	Not in the labour force	M	256
Brewarrina (A)	2006	Unemployed (looking for work)	F	31
Brewarrina (A)	2006	Unemployed (looking for work)	M	64
Brewarrina (A)	2011		F	48
Brewarrina (A)	2011		M	41
Brewarrina (A)	2011	Employed (away from work)	F	19
Brewarrina (A)	2011	Employed (away from work)	M	28
Brewarrina (A)	2011	Employed (full-time)	F	177
Brewarrina (A)	2011	Employed (full-time)	M	239
Brewarrina (A)	2011	Employed (part-time)	F	93
Brewarrina (A)	2011	Employed (part-time)	M	67
Brewarrina (A)	2011	Not in the labour force	F	290
Brewarrina (A)	2011	Not in the labour force	M	225
Brewarrina (A)	2011	Unemployed (looking for work)	F	33
Brewarrina (A)	2011	Unemployed (looking for work)	M	52
Brewarrina (A)	2016		F	46
Brewarrina (A)	2016		M	56
Brewarrina (A)	2016	Employed (away from work)	F	26
Brewarrina (A)	2016	Employed (away from work)	M	18
Brewarrina (A)	2016	Employed (full-time)	F	151
Brewarrina (A)	2016	Employed (full-time)	M	201
Brewarrina (A)	2016	Employed (part-time)	F	62
Brewarrina (A)	2016	Employed (part-time)	M	44
Brewarrina (A)	2016	Not in the labour force	F	298
Brewarrina (A)	2016	Not in the labour force	M	271
