SA3_CODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
30303,120,53,37,83,1023,50,49,181,189,119,56,56,60,764,70,90,204,202,113,59,77,108,917,11019,3736,7499,3954,1470,473,352,1927,30425
30304,74,31,31,30,512,33,26,92,113,69,32,25,36,431,58,49,115,123,48,44,27,31,505,6292,2067,3632,1912,700,259,188,1061,16114
30305,71,47,33,49,510,14,22,77,72,56,33,32,44,348,34,41,94,68,48,37,39,105,467,7635,3564,6382,2982,1127,439,372,1483,23984
30306,78,29,21,27,530,25,27,90,84,58,27,36,43,380,36,37,115,119,68,45,51,112,580,7210,2958,4908,2469,917,346,348,1369,20523
30401,48,22,8,35,364,12,20,71,57,43,23,13,47,282,13,33,73,57,33,16,14,158,406,3904,1667,4299,1994,656,181,95,724,13518
30402,93,39,15,45,681,47,33,102,93,75,20,18,50,432,33,34,119,96,79,27,20,177,596,5118,1921,5921,3263,979,287,124,1001,18617
30403,88,17,16,37,520,32,23,75,95,67,39,16,30,387,41,42,109,128,88,32,41,97,574,11177,2052,4295,2407,809,200,150,1530,22621
30404,82,41,28,53,662,53,45,116,122,77,21,38,44,515,67,69,172,173,93,53,56,112,797,6472,2423,5789,3122,1089,336,254,1111,20594
30501,57,23,14,70,507,32,20,73,69,51,24,22,78,358,62,59,131,75,49,18,28,254,670,17227,2754,3692,1779,637,189,134,3864,30267
30502,30,20,8,16,259,30,22,60,41,29,25,20,18,243,43,24,66,61,37,16,21,23,295,7609,2051,3560,1707,501,186,114,1337,17068
30503,96,37,20,87,765,75,33,123,125,95,38,35,60,580,95,58,154,161,117,49,54,179,867,18432,3905,6529,3459,1276,328,225,3381,37521
30504,48,27,16,28,433,43,25,64,77,61,23,24,17,332,50,31,87,100,55,24,30,33,411,11465,2300,4699,2462,788,212,137,1720,23781
30601,63,13,16,57,431,18,25,61,39,50,22,15,43,276,15,29,52,44,25,12,13,44,240,6541,2894,5913,2821,1025,285,181,1856,21509
30602,144,68,54,162,1115,67,60,147,163,89,55,77,98,751,74,67,200,208,124,68,89,168,995,12316,5053,9128,5364,2407,980,982,4783,41025
30603,80,43,45,64,545,18,18,66,97,76,37,35,41,386,30,24,82,102,70,48,52,46,438,2953,1378,3346,2466,1122,482,515,1425,13687
30604,29,13,8,24,168,4,10,12,23,9,3,3,12,74,5,3,11,10,7,3,4,40,86,1429,518,1101,629,266,78,61,749,4830
30605,128,61,41,105,822,33,33,89,120,93,56,38,72,539,28,32,98,105,75,40,59,110,542,3619,1738,4077,3121,1455,567,453,1802,16828
30701,122,55,67,83,674,24,21,56,79,68,38,61,62,403,31,23,67,83,72,52,63,77,467,3603,1525,3891,3122,1613,577,509,2082,16926
30702,152,52,68,74,680,35,18,71,100,90,70,54,78,516,37,31,70,89,87,40,77,149,580,3448,1454,3852,3208,1752,663,549,1569,16496
30703,147,66,60,85,852,48,23,87,121,92,51,63,82,569,41,42,106,113,82,53,62,118,616,3481,1603,4125,3240,1710,633,516,1338,16657
30801,34,17,13,32,170,3,8,12,24,14,10,5,11,90,3,4,8,12,10,9,6,11,67,2319,1042,2426,1785,814,304,240,1279,10218
30803,292,147,140,191,1827,93,71,237,245,243,108,138,177,1317,113,94,217,226,175,118,131,360,1441,11574,4915,11701,8000,3777,1434,1127,4129,46664
30804,38,15,18,16,192,0,5,18,32,32,13,24,22,146,11,11,17,20,17,16,28,8,131,1146,469,1354,1059,539,185,150,486,5383
30805,89,37,46,48,547,11,16,60,62,58,36,51,39,327,16,30,65,75,38,22,41,24,325,5350,2711,6322,4113,1680,569,431,1942,23119
30901,139,47,36,118,1156,85,71,222,192,97,43,33,83,828,105,123,286,180,119,57,52,107,1023,9329,3345,6827,3593,1189,346,218,2493,27341
30902,148,49,31,91,947,69,59,180,167,121,63,33,84,779,96,106,245,204,124,47,47,118,974,6599,2729,6333,3537,1344,403,248,1945,23136
30903,187,71,38,161,1527,94,87,267,223,153,64,47,138,1065,93,130,293,245,130,68,53,229,1245,8425,4102,8032,4200,1641,520,312,2768,29993
30904,46,16,10,30,288,17,15,35,42,21,11,10,18,166,13,12,33,27,15,15,3,12,123,1854,932,2135,1264,506,155,87,830,7763
30905,43,15,9,31,345,10,23,56,43,42,10,18,20,212,7,25,49,53,24,18,5,32,218,3358,1726,4132,2148,771,232,113,843,13329
30906,147,36,24,93,923,37,45,149,121,54,31,28,89,564,48,79,136,119,63,38,40,203,726,7330,3626,7906,4266,1685,486,312,2086,27693
30907,147,54,35,76,1028,40,54,149,150,99,47,29,63,634,37,85,167,157,85,45,50,87,716,12580,6103,13494,7216,2732,869,518,3644,47152
30908,81,32,14,85,778,40,57,141,130,47,26,9,118,563,46,75,156,105,68,25,13,368,857,6806,2942,6027,2795,929,270,122,1926,21817
30909,103,55,46,86,963,64,53,191,154,90,40,30,79,698,109,130,231,191,129,58,63,149,1062,9161,3440,5927,3155,1206,440,311,2351,25995
30910,58,23,13,66,674,42,44,100,82,55,15,16,67,428,43,62,104,79,42,26,15,99,466,6663,2175,3907,1914,646,165,116,2548,18129
31001,104,81,78,79,809,39,29,125,123,81,52,76,84,599,25,29,101,117,82,58,85,190,681,8351,3704,6315,3595,1759,797,836,3024,28379
31002,169,80,69,94,933,32,35,92,107,91,51,58,66,531,31,37,115,116,84,40,59,97,583,5695,2527,6234,4468,2357,803,682,2328,25094
31003,240,108,133,119,1437,76,79,210,219,186,75,106,100,1042,82,86,211,194,177,92,110,132,1068,11282,4832,10356,6738,3156,1226,1156,3129,41872
31004,85,38,46,46,485,16,16,51,58,38,31,31,26,272,13,20,44,39,34,27,37,24,235,9087,4287,7426,4484,2069,886,836,2393,31462
31101,48,25,13,24,232,17,7,19,28,26,13,32,22,168,10,8,33,27,37,18,27,33,195,1235,518,1442,985,603,182,176,530,5682
31102,103,36,42,51,617,29,22,86,90,56,27,38,39,381,30,25,63,65,38,32,26,42,327,4138,2007,4294,2645,1324,545,392,1318,16671
31103,107,63,53,64,663,33,33,103,108,76,43,54,45,488,28,42,98,104,78,45,42,58,492,7979,3727,7577,4946,2452,949,884,2528,31043
31104,43,19,25,13,287,10,22,39,25,26,22,11,14,172,4,10,24,19,16,6,12,14,110,4405,1945,4937,2923,1244,415,274,1219,17362
31105,118,47,49,52,733,26,33,102,130,90,51,46,50,521,32,61,132,133,85,55,49,62,609,6344,2929,6431,3947,1759,671,515,1844,24443
31106,117,58,57,63,767,25,35,90,110,65,37,55,52,473,42,32,124,101,91,42,54,54,547,8375,3780,7426,4345,2205,952,960,2406,30446
31201,34,24,19,39,279,12,11,31,34,35,12,13,22,172,10,13,33,32,31,16,25,28,181,2779,1180,2917,2018,926,313,226,1546,11903
31202,217,129,98,145,1361,63,48,162,228,162,108,115,111,998,72,67,164,175,178,87,138,153,1027,11050,4824,11810,8032,3497,1344,919,3651,45114
31203,23,15,3,12,175,10,3,15,27,34,10,14,14,133,5,12,24,13,23,8,11,34,120,2487,917,1998,1093,433,148,107,1229,8410
31301,172,61,43,81,1073,53,37,153,156,95,49,43,77,670,42,37,126,117,76,44,41,157,647,2770,1526,4393,2945,1316,465,279,1165,14852
31302,135,76,54,98,792,21,29,96,120,81,46,44,108,544,34,33,102,93,55,37,44,296,701,6999,3114,6429,4572,2159,863,634,2424,27186
31303,32,18,7,23,177,3,7,17,16,20,13,5,15,103,7,11,26,29,25,11,12,20,132,1046,483,1331,886,458,156,92,521,4971
31304,118,59,53,81,773,24,31,106,106,72,47,42,96,526,14,22,75,70,58,44,43,153,480,6142,2784,6865,4448,1956,717,501,1802,25220
31305,214,95,49,140,1356,105,60,218,206,149,72,93,124,1036,120,99,202,229,140,93,91,285,1270,6499,3199,6890,4360,1986,756,526,2122,26341
31401,121,45,15,51,798,43,28,90,105,72,36,40,40,449,26,49,110,104,59,30,29,64,475,9550,3797,10709,5831,1957,533,291,1533,34207
31402,101,35,24,28,587,26,30,100,120,70,24,24,50,444,37,49,145,111,82,37,41,99,599,7921,3818,7861,4224,1626,552,366,1748,28126
31403,60,37,25,48,419,18,24,48,44,42,22,15,42,254,11,19,47,65,48,14,20,108,326,4230,1884,4018,2439,1020,336,228,994,15152
31501,22,12,26,24,181,8,7,8,18,16,4,17,9,91,8,5,10,13,13,6,14,11,74,2685,1315,1997,1411,932,498,724,1642,11207
31502,32,13,22,31,179,3,3,9,21,13,15,27,19,123,6,3,10,13,8,15,11,22,96,2795,1270,2084,1599,848,385,375,1437,10805
31503,49,21,18,26,242,11,9,45,35,38,13,31,17,195,7,11,23,36,34,20,33,40,208,1683,651,1651,1319,682,273,223,657,7144
31601,132,42,28,71,1030,72,47,188,222,116,46,24,90,812,81,71,204,189,107,39,31,202,925,6417,2523,6970,4017,1415,400,212,1544,23501
31602,287,88,73,106,1833,86,74,327,328,232,86,63,120,1319,118,147,355,350,228,128,105,194,1621,8280,3785,10551,6270,2569,791,457,2112,34811
31603,163,59,33,113,1085,46,55,170,186,128,55,44,153,841,52,61,186,196,115,59,48,223,945,7361,2838,6729,3803,1488,458,261,2286,25215
31605,84,42,17,74,862,62,64,153,157,76,25,28,60,628,53,64,186,146,85,36,36,175,776,4561,2241,5398,2931,923,277,162,1418,17913
31606,139,72,41,56,846,37,31,116,117,85,48,20,45,501,40,22,105,111,91,36,43,89,530,4967,2298,5956,3852,1619,512,294,1373,20870
31607,103,53,26,58,728,41,33,93,125,106,34,38,39,495,47,50,124,129,90,55,49,79,618,4294,2067,4982,3073,1376,462,287,1201,17741
31608,47,9,22,22,352,5,15,38,34,21,12,17,20,162,13,15,42,23,22,16,15,19,162,2045,1017,2843,1589,634,164,120,645,9059
31701,406,182,162,264,2467,152,108,295,415,331,180,205,259,1937,174,126,325,364,320,169,187,573,2231,16903,6198,14832,10830,5083,1842,1456,5148,62298
31801,144,65,53,95,832,38,28,113,140,94,69,64,88,640,42,41,134,134,111,64,57,107,683,3496,1505,4149,3356,1645,673,550,1671,17047
31802,357,175,128,206,2092,82,83,239,327,239,133,115,167,1386,114,100,252,292,206,108,146,205,1417,22673,8687,18022,11306,4972,1781,1331,6287,75060
31901,313,152,108,197,2018,88,81,213,309,220,131,118,154,1305,92,116,250,259,200,118,132,187,1358,8103,3766,9940,6885,3317,1285,922,2984,37207
31902,155,91,66,117,933,36,28,99,96,98,44,62,77,547,36,32,95,106,101,65,75,106,623,3956,1855,4684,3710,2082,887,715,1920,19809
31903,135,81,51,104,892,49,29,100,124,109,46,69,108,637,38,43,92,92,71,63,59,150,616,4167,2131,5397,3814,1913,732,536,1906,20592
31904,249,87,67,135,1533,82,56,212,213,166,71,61,95,949,60,85,210,178,105,55,72,140,914,5144,2779,7039,4516,2074,747,505,2050,24843
31905,155,69,56,95,919,42,38,99,122,108,60,54,71,605,39,46,125,96,85,61,75,65,593,3658,1921,4874,3554,1764,708,497,1639,18614
39797,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,18,18,5,3,0,9,81
39999,18,3,8,29,118,4,5,3,9,3,0,0,0,34,3,3,0,7,0,0,0,10,18,1728,366,959,652,307,89,77,1006,5179
40101,17,3,4,36,255,12,19,36,39,15,8,3,15,144,33,24,53,44,24,16,7,43,238,6152,883,1188,523,177,60,39,1125,10146
40102,138,33,29,61,936,42,40,133,172,116,61,39,58,668,48,62,191,173,120,61,55,75,783,7902,3323,9089,4913,1827,483,285,1799,29628
40103,116,26,15,39,898,58,42,197,205,111,40,23,56,727,109,100,284,242,147,63,27,106,1079,5948,2262,5971,2955,927,229,121,1029,19450
40104,152,52,28,74,1205,54,74,286,215,152,52,27,56,912,75,101,277,263,135,66,55,71,1044,6442,2781,6712,3423,1136,315,202,1060,22063
40105,96,30,11,45,707,62,43,163,169,106,34,22,46,642,99,79,208,183,120,50,36,83,852,6070,2005,3974,1936,683,189,118,1015,15976
40106,56,19,15,17,417,18,21,103,106,58,11,12,21,359,51,40,116,122,77,28,16,43,495,4150,1444,3253,1590,511,141,74,734,11891
40107,92,31,12,31,650,38,27,138,130,80,32,24,52,512,117,110,323,248,149,56,44,101,1146,6341,1965,4462,2210,682,187,117,1030,16994
40201,104,33,27,43,602,21,22,101,105,80,35,30,45,448,25,44,100,97,66,36,32,50,443,3594,1600,4297,2434,1017,335,211,931,14412
40202,195,88,91,153,1200,31,45,205,201,136,89,76,139,915,30,53,161,166,114,83,82,180,875,8933,4347,8778,5628,2704,1149,999,2898,35441
40203,125,50,32,85,946,46,64,201,194,120,54,46,72,810,65,71,271,235,133,65,67,116,1026,9222,4080,7084,3299,1306,496,426,2084,28005
40204,286,129,106,145,1860,49,95,288,302,201,116,119,110,1290,56,112,278,267,192,109,135,156,1302,15276,7273,15170,8220,3538,1369,1144,3444,55429
40205,200,78,42,93,1600,56,91,291,319,179,67,52,79,1130,58,122,334,286,180,79,63,139,1265,10670,4698,13227,6397,2096,550,328,1919,39888
40301,94,14,11,52,692,49,49,172,167,98,35,24,72,669,90,99,270,227,130,74,60,147,1105,4855,1784,4410,2244,750,207,133,1101,15480
40302,197,83,34,102,1501,82,85,342,352,188,80,61,105,1296,134,163,468,416,256,134,100,166,1846,12934,5380,11120,5225,1794,610,401,2204,39673
40303,134,44,18,77,1146,81,69,221,256,135,47,26,61,890,114,121,379,339,189,95,51,142,1430,8537,3053,8558,4105,1270,366,184,1367,27445
40304,343,131,73,206,2498,99,130,422,458,289,109,111,196,1811,114,178,519,474,280,137,114,345,2164,18070,8610,21853,11392,4061,1268,800,4473,70521
40401,268,107,67,123,2129,113,133,495,414,219,101,93,136,1702,153,232,610,539,294,132,126,192,2270,15106,5749,13281,6586,2290,768,583,2919,47279
40402,140,59,57,88,942,51,58,166,178,129,48,82,64,760,66,87,254,194,120,77,94,140,1016,7995,3336,6529,3219,1337,509,465,1738,25129
40403,132,55,27,69,1184,68,73,283,257,127,63,30,90,985,143,111,357,279,161,66,53,269,1431,10195,3447,6609,3200,1074,326,213,1862,26930
40501,102,25,30,49,568,29,23,105,97,74,39,20,26,414,38,38,105,107,75,50,43,48,500,3466,1389,4438,2781,1020,334,207,930,14561
40502,82,33,24,33,426,15,13,51,76,69,26,30,26,296,42,27,83,99,60,41,31,51,435,1846,820,2464,1974,900,291,219,689,9200
40503,108,49,56,54,622,28,21,73,95,87,40,37,43,426,34,44,98,111,84,35,52,73,536,2383,1053,2967,2353,1078,384,344,890,11445
40504,110,50,28,41,654,30,19,93,129,103,44,34,47,492,38,17,115,96,82,29,47,121,534,1960,922,3236,2234,970,327,215,860,10732
40601,169,98,55,97,948,34,23,98,138,149,79,74,82,678,29,42,120,153,124,79,84,173,805,4663,2228,6139,4345,1964,722,525,2045,22633
40602,38,28,7,46,280,10,9,31,37,44,20,30,26,215,14,15,25,43,45,15,26,32,213,2296,1072,2381,1574,729,317,225,1249,9828
40701,224,61,40,127,1419,61,53,212,258,157,62,51,90,938,65,77,233,256,154,69,74,180,1105,4603,2332,6911,4243,1701,477,319,1670,22259
40702,217,96,54,113,1186,34,33,143,221,147,87,78,91,826,48,47,179,205,156,100,106,191,1024,5550,2455,7313,5307,2215,765,508,1939,26056
40703,235,105,63,116,1393,60,31,172,227,194,97,87,97,971,56,63,216,241,195,108,111,184,1175,6151,2691,7885,5585,2467,901,642,2251,28572
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,8,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,7,370,92,180,99,33,16,11,209,1016
50101,140,44,22,81,806,42,18,111,150,121,61,37,84,627,31,35,107,137,128,56,53,103,649,4676,2203,6081,3891,1483,430,274,1735,20784
50102,280,149,77,180,1536,38,28,168,256,215,96,93,136,1036,55,51,199,229,181,100,111,181,1111,9287,4143,11739,7695,3342,1112,742,3478,41546
50103,80,36,19,50,400,13,15,43,62,36,36,22,58,281,13,13,54,57,37,26,22,60,274,1804,847,2485,1906,911,304,188,938,9377
50201,377,121,84,219,2215,81,70,302,400,292,121,84,177,1524,71,96,271,308,206,91,87,260,1388,8790,4399,11911,7698,3319,1069,633,3176,40991
50301,156,30,25,85,1150,92,45,197,260,157,52,28,90,919,109,74,287,317,216,58,61,149,1271,9585,2451,7692,4956,1529,329,205,1995,28748
50302,140,41,39,150,1148,126,57,211,225,110,46,47,108,931,150,103,285,265,172,85,81,205,1339,20554,4919,8222,3908,1190,356,257,4958,44363
50401,182,71,62,134,1252,55,69,194,208,154,66,72,117,941,67,77,219,221,139,85,82,283,1169,11787,4576,8328,4171,1623,505,433,2800,34226
50402,100,47,30,36,601,23,22,80,104,77,29,28,48,403,15,18,75,82,50,30,37,85,400,4135,1773,4781,2984,1181,361,230,1167,16615
50403,191,64,59,134,1153,34,47,143,190,116,62,49,113,755,32,43,144,137,111,64,59,206,797,14769,6607,13314,7425,2954,975,763,4377,51189
50501,247,83,40,111,1751,73,109,364,346,239,81,65,115,1395,70,133,404,340,237,102,84,168,1539,17321,6863,20898,10804,3391,815,459,3116,63664
50502,448,161,111,282,3268,160,136,615,613,390,179,144,301,2550,170,179,626,613,387,180,185,549,2878,28571,10129,20426,10641,3836,1290,954,6551,82409
50503,272,119,90,173,1852,38,65,307,283,203,99,83,149,1226,36,80,272,210,166,59,79,255,1165,20748,9483,20806,10967,4286,1370,1052,5313,74029
50601,130,53,48,88,797,23,37,98,109,88,51,56,90,550,19,47,84,98,69,28,51,151,542,8464,4395,8224,4552,2091,715,587,2340,31365
50602,128,44,37,122,856,53,41,151,155,88,60,50,93,690,52,51,148,176,106,63,69,152,806,11734,3750,5710,2907,1239,429,347,3329,29443
50603,187,62,53,120,1268,69,53,202,224,170,64,62,143,978,107,85,278,263,157,101,99,425,1512,13101,4633,9963,5327,1919,611,437,3081,39066
50604,209,78,62,123,1326,48,51,183,218,156,70,81,103,915,33,61,151,146,145,79,102,158,876,13000,6100,12265,6889,2845,1038,836,3184,46159
50605,144,47,34,70,927,29,41,136,162,110,64,41,72,651,25,39,119,121,90,42,27,102,558,6208,2501,6782,4018,1577,510,310,1594,23505
50606,29,11,12,15,211,11,3,17,26,24,10,9,14,112,8,9,28,22,15,14,14,9,103,2840,1214,2805,1629,642,202,149,673,10153
50607,73,25,15,67,603,33,43,99,102,68,29,29,61,468,53,61,169,153,92,39,29,179,778,7240,2174,4267,2144,709,201,156,1670,18567
50701,172,60,44,123,1110,41,53,190,220,133,53,40,107,836,35,64,175,164,124,65,74,221,925,12682,5302,11346,5955,2123,635,430,3132,41600
50702,86,39,11,65,626,32,31,96,135,79,30,31,81,506,31,35,119,118,69,34,35,135,577,5559,1915,3862,2102,740,214,134,1625,16145
50703,56,28,23,46,339,8,9,38,52,36,21,24,31,223,12,21,40,48,25,19,19,28,200,4294,2110,3439,2087,961,357,258,1267,14768
50704,272,71,40,127,1757,93,100,380,413,234,88,53,182,1532,102,154,461,473,290,127,81,429,2121,13167,4620,12945,7001,2315,590,327,2801,43761
50705,246,96,56,167,1522,52,64,229,268,176,101,47,130,1070,55,86,215,186,146,82,78,177,1025,12351,5840,13907,8251,3307,1125,638,3963,49377
50901,198,64,68,117,1103,48,37,151,178,158,75,52,95,787,42,46,155,183,154,70,77,144,864,5375,2242,6554,4548,2109,688,525,2161,24203
50902,202,85,61,113,963,22,16,78,139,129,68,53,90,605,27,28,94,102,97,52,50,105,561,4335,1925,5595,4411,2099,779,515,2286,21946
50903,66,32,22,50,376,6,9,28,60,61,28,17,39,246,14,8,36,52,44,20,20,45,231,1381,683,2017,1699,803,285,165,881,7922
51001,12,10,24,27,140,3,4,10,5,8,5,26,21,78,10,3,11,11,10,6,10,18,69,3762,1540,2260,1508,867,459,533,2129,13063
51002,3,0,8,9,39,0,0,3,0,4,0,11,6,22,0,3,4,0,0,0,0,5,21,2390,894,1553,903,422,163,139,1375,7833
51003,8,3,0,4,35,0,0,0,3,0,0,8,8,22,0,0,0,0,3,0,0,0,7,2888,1161,2284,1342,531,182,147,1261,9794
51101,53,13,18,30,243,9,4,25,43,44,20,16,18,170,8,7,22,29,29,14,21,41,166,1312,530,1619,1159,571,192,127,773,6284
51102,12,7,3,9,80,0,3,7,14,3,3,4,7,49,3,4,7,3,7,5,10,9,49,944,363,836,517,235,108,70,519,3594
51103,36,19,25,38,232,3,5,17,24,17,20,27,22,144,4,10,9,24,17,12,15,23,110,3698,1758,3027,2105,1004,387,281,1779,14029
51104,131,64,49,82,756,22,32,67,125,110,63,54,64,527,27,23,72,91,81,39,63,63,467,4660,2016,5450,3979,1819,639,511,2196,21271
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,9,26
59999,6,4,0,3,24,0,0,3,0,6,0,0,4,15,0,0,0,0,0,0,0,3,11,753,137,375,233,86,37,17,589,2220
60101,20,17,23,20,178,3,10,20,20,17,16,17,6,106,7,10,16,16,12,10,11,4,91,1553,881,1845,1105,529,210,173,529,6827
60102,147,64,39,94,1063,49,40,164,198,122,70,45,71,769,56,70,220,197,152,64,55,116,936,5779,2588,6507,3831,1509,535,330,1397,22479
60103,153,77,48,95,1000,43,40,152,181,136,81,55,106,789,61,68,166,144,124,61,70,118,808,5824,2899,5670,3572,1690,669,493,1834,22642
60104,74,33,20,39,579,27,28,109,81,80,23,22,30,403,33,58,102,87,56,27,36,43,433,3654,1682,4151,2315,878,265,171,735,13852
60105,101,44,25,53,752,66,35,145,178,94,40,29,48,638,103,86,210,201,127,58,55,95,933,8901,2573,5187,2698,937,305,200,1636,22426
60106,35,18,20,28,276,8,16,32,32,24,7,16,23,154,6,15,33,29,30,21,16,17,170,1568,838,1903,1144,482,171,114,479,6703
60201,219,92,62,130,1470,95,66,241,275,193,98,68,129,1155,126,112,304,345,200,103,84,174,1446,9745,3921,9077,5677,2255,880,569,2741,34863
60202,71,34,32,48,451,21,14,50,62,41,24,21,21,251,24,24,50,57,32,25,22,22,260,2187,991,2591,1757,764,265,192,734,9488
60203,132,50,47,73,731,27,33,68,108,69,48,46,53,445,36,34,88,78,62,37,45,54,433,3244,1579,4208,2863,1305,506,354,1326,15381
60301,26,10,13,20,152,3,14,13,15,5,8,8,7,73,14,3,14,12,11,6,6,6,68,946,478,1179,781,367,141,101,354,4352
60302,48,27,18,30,321,16,14,30,47,30,23,11,20,196,13,17,36,31,27,21,16,19,166,1995,928,2059,1318,604,219,180,610,7912
60303,20,9,8,14,148,5,3,21,23,15,6,8,19,107,4,3,17,19,12,8,0,12,84,532,290,817,548,227,91,54,322,2881
60401,187,98,57,111,1020,46,38,146,166,145,81,72,67,767,58,54,126,146,124,70,95,79,749,4527,2163,5386,3887,1870,709,493,1457,20499
60402,160,80,49,87,886,44,31,124,135,89,53,55,88,621,47,45,128,127,86,60,77,137,701,4273,2036,5340,3386,1517,601,423,1441,19026
60403,55,20,24,26,254,9,7,24,23,39,25,20,29,183,7,13,28,21,26,16,13,14,134,1447,675,1726,1303,664,257,157,568,6801
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,8,0,0,0,0,18
69999,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,34,57,46,20,5,0,56,350
70101,14,5,6,19,141,9,3,11,15,8,8,10,8,76,7,4,23,10,4,4,13,23,96,4412,1249,1801,898,318,97,82,1434,10301
70102,56,36,38,57,435,19,14,43,38,34,17,38,22,221,6,23,31,30,22,15,28,25,180,6829,2766,4645,2616,1126,404,342,2500,21236
70103,15,3,8,6,93,3,0,13,3,5,6,10,11,58,3,0,3,6,4,4,6,4,35,1991,787,1883,1085,437,133,92,1092,7506
70104,11,8,15,17,139,4,4,6,4,13,8,13,9,69,5,6,7,7,9,3,4,10,46,3677,1787,2876,1656,708,241,194,1312,12445
70201,21,17,19,24,196,16,10,24,17,25,22,20,24,165,16,9,15,14,20,12,18,27,127,4176,1784,2742,1745,828,411,323,2420,14429
70202,4,5,3,3,23,0,0,4,0,0,0,3,3,14,0,3,3,0,4,0,4,0,14,506,262,340,280,151,98,109,267,2008
70203,8,5,5,3,54,3,0,7,0,3,3,4,0,27,0,0,3,4,3,0,3,4,23,1338,807,918,711,444,253,264,1129,5869
70204,3,0,4,8,20,0,0,3,0,3,0,5,3,12,0,0,0,0,0,0,3,0,5,1061,658,759,559,321,167,125,1010,4656
70205,6,13,14,22,86,3,3,4,5,3,7,5,16,49,3,7,0,0,4,0,5,8,26,1599,760,1134,836,512,279,250,1386,6751
79797,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,9
79999,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,75,201,106,54,17,20,302,1043
80101,148,64,50,81,1162,53,57,209,176,134,49,33,59,774,54,78,195,171,123,60,79,129,878,13984,4766,10190,5414,2038,667,407,2578,40050
80103,4,0,0,4,16,0,0,0,3,3,3,0,0,7,0,0,3,0,0,0,0,3,8,105,54,78,64,34,6,3,104,443
80104,41,16,22,23,362,8,13,46,48,31,16,19,14,191,0,13,27,22,12,5,12,7,105,9736,4323,7362,3181,973,265,165,1628,27624
80105,68,40,16,65,602,47,39,116,140,65,25,23,55,513,35,54,133,137,85,50,38,112,641,12178,2358,3907,1924,663,218,134,1903,23284
80106,44,17,9,53,386,25,32,66,76,40,15,18,66,337,31,29,97,102,67,31,30,182,575,4576,1360,2709,1443,498,157,109,1141,11990
80107,144,51,41,75,900,37,34,140,134,107,37,52,55,596,24,51,108,121,75,43,39,128,588,10130,4208,10291,5634,2074,630,421,2030,35420
80108,65,32,22,37,448,21,25,75,73,32,29,21,60,330,15,34,67,70,38,11,11,115,364,2657,1111,2801,1541,585,177,112,690,9675
80109,106,35,20,47,731,46,34,134,151,70,30,25,42,530,52,64,165,132,90,41,34,87,666,4717,1786,4052,2160,761,256,151,996,14872
80110,0,0,0,0,14,0,0,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,3,857,277,379,152,39,9,15,158,1884
80111,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,72,28,51,36,19,3,0,24,229
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,101,14,30,21,7,7,0,29,209
90101,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,140,48,141,73,35,10,14,98,563
90102,0,0,0,0,6,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,41,28,49,42,11,4,3,31,216
