SA3_CODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
31303,25,14,8,0,53,38,10,11,10,67,42,24,9,3,81,24,10,6,0,46,6,7,0,0,19,4,3,0,0,5,3,0,0,0,8,0,0,0,0,3,19,15,11,3,47,11,3,0,0,11,251,126,67,25,476
31304,147,111,72,26,354,188,93,52,27,354,350,173,62,36,620,167,110,37,13,326,88,43,17,5,153,31,21,6,5,65,20,16,9,3,39,8,3,0,3,14,93,86,37,18,234,42,20,7,3,71,1507,943,392,164,3004
31305,209,107,49,20,387,262,101,29,19,417,463,174,58,23,724,217,90,26,10,343,132,59,13,5,213,44,26,3,7,77,18,13,8,8,50,13,6,0,0,23,123,81,35,11,251,49,19,0,8,74,2005,914,305,130,3357
31401,110,64,23,4,203,137,88,26,5,259,360,212,44,18,632,227,145,37,9,416,137,91,21,4,257,52,32,10,3,95,32,25,8,4,75,12,20,7,3,45,105,100,38,11,256,20,11,0,0,26,1404,916,255,81,2657
31402,204,142,72,24,439,224,136,44,29,432,379,237,62,28,709,233,128,40,18,422,118,72,18,6,220,35,16,11,7,76,31,17,5,3,53,11,5,0,0,21,90,89,28,11,211,21,23,7,3,44,1780,1159,376,150,3459
31403,117,70,35,10,236,137,72,28,8,236,253,130,31,24,439,151,77,21,8,256,71,41,12,6,128,30,23,3,0,52,7,7,0,0,22,7,0,3,0,6,49,50,18,11,129,19,10,4,0,35,1083,627,194,96,2003
31501,86,45,22,20,176,66,47,24,22,154,104,72,29,25,235,50,26,17,16,105,35,20,3,3,59,12,3,5,0,20,14,5,0,0,19,5,4,3,0,17,47,29,16,32,125,27,11,10,3,47,830,419,190,187,1627
31502,56,25,18,17,113,51,26,8,4,91,94,42,31,13,175,71,38,14,4,125,59,22,11,6,100,21,6,0,3,38,18,12,3,9,34,14,6,3,0,20,57,27,16,30,126,28,14,8,12,63,633,335,175,119,1262
31503,35,16,15,6,67,49,15,6,8,73,56,42,9,3,111,27,13,3,0,42,16,7,0,0,21,7,0,0,0,7,7,3,0,0,8,3,3,0,0,4,30,18,12,13,71,15,7,5,4,35,346,163,73,47,629
31601,146,74,33,10,262,142,74,26,13,256,300,151,33,7,494,143,90,21,11,266,60,53,13,4,134,18,12,3,4,42,22,14,10,0,44,13,3,5,0,14,76,76,26,3,178,14,6,3,0,24,1192,704,219,68,2182
31602,238,140,48,20,444,264,99,41,16,421,496,211,48,30,786,214,136,33,7,388,124,51,9,3,188,31,28,3,0,57,22,23,3,3,48,17,10,0,0,27,124,117,46,7,291,35,23,3,5,70,2032,1126,312,111,3575
31603,181,87,27,10,310,208,74,34,11,327,376,148,38,20,574,159,59,13,3,243,91,27,8,3,124,23,13,4,0,36,24,9,0,0,35,7,0,3,0,10,109,61,23,5,200,22,14,4,0,48,1580,678,194,53,2505
31605,112,75,26,5,217,149,72,29,7,252,232,114,32,6,388,112,63,12,0,182,41,33,13,0,87,13,5,0,0,22,5,4,0,3,14,12,6,0,0,10,80,53,13,14,154,22,15,0,0,32,1008,573,161,48,1789
31606,140,68,25,4,242,132,75,26,12,248,238,107,33,18,394,104,49,24,3,176,51,42,8,0,103,33,11,0,3,41,8,14,3,0,26,4,3,0,0,9,81,75,25,11,191,20,13,5,4,40,1112,636,194,72,2006
31607,130,70,33,16,241,135,58,22,9,226,219,93,43,13,367,92,56,12,3,162,59,21,8,0,88,18,4,0,0,26,7,5,0,0,17,8,4,0,0,13,62,45,26,6,139,28,13,5,0,37,1034,520,195,66,1814
31608,53,28,11,0,96,59,23,10,8,103,108,39,19,8,176,41,19,8,0,68,23,13,8,0,40,3,3,0,0,8,3,6,3,0,12,3,0,0,0,3,37,18,9,6,73,10,0,0,0,12,463,249,102,26,842
31701,377,217,121,72,785,442,190,90,51,768,829,350,112,71,1359,367,188,57,34,652,158,74,27,6,272,69,31,10,4,118,38,35,7,0,83,16,9,3,0,29,216,141,79,38,475,74,25,12,5,120,3462,1717,731,380,6284
31801,102,60,35,15,209,114,49,18,9,188,188,63,40,22,315,86,34,14,4,136,39,21,4,4,68,14,3,3,6,28,3,16,3,0,19,4,0,0,0,10,85,47,22,19,169,31,12,7,3,51,927,446,213,116,1700
31802,448,280,153,95,980,537,272,112,70,995,974,513,151,76,1718,524,283,80,33,918,295,167,37,13,510,108,62,13,9,189,67,43,13,9,133,24,13,8,0,51,307,189,114,53,664,82,51,22,3,160,4553,2585,987,483,8609
31901,318,129,94,43,588,329,142,54,41,565,439,219,76,39,769,171,84,18,19,295,93,32,5,0,136,29,11,3,3,45,15,14,7,0,36,12,6,3,0,20,140,85,43,26,299,65,24,11,9,104,2259,1189,456,235,4140
31902,144,61,43,34,280,166,59,47,17,285,191,105,28,24,346,83,33,11,10,125,25,19,8,5,58,10,4,0,0,18,15,5,0,3,26,0,4,0,0,4,83,55,20,15,168,40,21,8,8,67,1147,563,248,156,2121
31903,170,79,53,22,326,182,60,32,19,286,272,96,47,23,436,95,38,14,3,155,33,15,3,0,53,9,4,3,0,14,10,3,3,0,18,3,6,0,0,14,76,54,16,23,173,34,11,8,4,57,1381,606,259,121,2363
31904,206,108,63,31,416,225,86,50,27,383,317,130,38,36,518,110,53,16,5,185,49,22,6,6,77,5,11,0,0,25,14,9,3,0,29,4,5,3,0,13,90,67,35,14,201,29,27,4,6,68,1556,768,288,160,2765
31905,154,85,53,22,316,160,71,33,21,280,193,110,31,20,354,81,24,10,4,114,29,15,8,3,49,8,4,0,0,15,8,4,0,0,18,6,0,0,0,6,79,30,24,15,154,22,7,9,4,51,1154,549,252,111,2065
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,22,0,3,0,24,31,8,0,0,42,50,14,0,0,67,30,9,0,0,42,29,8,4,0,43,12,0,0,0,15,23,5,0,0,26,12,4,0,3,15,21,16,0,0,41,3,0,0,0,5,301,98,16,9,421
40102,144,85,26,10,269,124,84,25,12,246,289,160,46,17,504,175,96,29,6,303,100,61,16,0,171,29,16,6,0,56,27,19,10,0,58,11,8,4,0,19,150,124,47,12,335,10,9,4,0,28,1356,811,255,85,2503
40103,56,19,6,0,87,71,26,6,0,103,163,67,14,3,241,111,63,9,0,189,60,42,3,3,109,36,13,0,0,51,32,22,11,3,65,25,18,3,0,50,71,60,31,4,165,10,7,0,0,12,819,426,109,18,1385
40104,148,58,20,0,223,147,61,14,11,234,297,125,23,3,444,164,82,16,6,273,80,54,8,3,145,25,27,9,0,61,10,14,3,0,33,6,0,0,0,15,92,76,25,4,205,24,8,3,5,39,1271,629,166,36,2108
40105,82,31,8,0,120,99,36,8,4,148,182,77,12,4,275,88,37,6,3,134,63,27,7,0,96,26,8,3,0,36,28,20,0,0,51,23,15,4,0,44,56,53,18,4,131,15,3,0,0,16,830,385,73,19,1307
40106,45,20,3,0,66,61,17,7,0,86,112,41,10,3,168,69,31,7,3,110,51,31,5,0,84,14,13,4,0,30,12,14,3,0,27,10,7,5,0,22,48,33,12,4,97,8,0,0,0,9,519,239,60,17,834
40107,80,22,3,0,108,68,24,3,0,94,164,61,22,3,247,94,61,9,3,168,67,39,9,0,122,30,19,3,0,51,26,26,3,0,55,22,8,7,0,42,54,36,9,6,107,10,3,0,0,14,750,354,86,15,1210
40201,96,60,32,18,198,123,61,27,3,213,177,91,31,15,309,77,63,9,0,149,39,26,7,3,76,14,9,0,3,30,12,0,3,3,21,3,3,0,0,6,73,59,16,9,152,15,14,5,0,36,877,533,169,60,1634
40202,386,246,144,69,840,412,170,97,60,742,530,263,103,51,945,218,117,42,23,399,81,57,14,10,171,24,25,9,4,69,16,19,4,3,39,10,8,3,3,16,182,118,77,58,436,77,52,17,17,172,3090,1713,758,417,5973
40203,195,91,34,15,339,224,82,30,14,353,402,180,50,17,640,202,101,16,14,329,107,54,7,3,167,36,23,7,0,68,21,15,3,0,42,11,0,3,0,17,113,86,37,22,254,37,13,3,5,54,1812,888,286,124,3107
40204,449,252,136,54,896,482,232,80,49,849,863,410,138,59,1464,393,227,60,21,702,205,116,32,9,362,55,45,19,9,125,36,32,7,3,73,12,14,0,0,29,242,210,93,54,599,99,38,17,10,161,4046,2273,825,369,7510
40205,227,153,41,11,438,291,135,44,20,488,529,294,63,16,896,294,177,49,10,531,168,93,22,5,289,49,50,5,3,119,25,36,13,4,73,16,10,0,0,25,169,144,45,11,372,35,19,5,0,59,2246,1371,374,91,4090
40301,55,24,14,0,93,89,18,8,4,115,195,45,13,0,256,98,49,4,3,153,68,19,0,3,94,22,15,0,0,36,18,11,3,0,31,22,8,9,0,34,66,42,12,0,129,10,0,0,0,12,792,285,77,16,1166
40302,241,122,26,8,400,294,92,39,18,446,559,225,40,21,846,343,176,34,8,563,159,78,18,3,263,51,38,11,4,102,21,33,3,0,63,12,6,0,0,25,147,136,50,6,341,35,17,7,0,58,2445,1144,302,87,3979
40303,95,53,13,3,173,117,61,15,0,194,273,129,27,9,442,185,116,17,3,324,107,71,17,0,190,36,25,5,3,79,27,31,4,3,68,16,11,9,0,34,124,88,30,11,251,12,3,3,0,22,1208,703,177,40,2125
40304,523,365,148,48,1084,592,309,96,50,1047,987,492,152,44,1674,478,258,75,14,824,222,117,38,8,384,64,46,6,0,122,40,37,10,3,87,17,10,6,0,30,367,271,101,46,785,98,44,20,12,178,4698,2729,877,297,8599
40401,351,113,49,14,529,394,116,41,17,564,643,293,61,19,1010,353,156,44,15,574,159,125,23,3,310,66,54,16,3,139,37,29,10,4,80,27,18,3,0,55,216,172,46,17,455,67,30,5,3,112,3000,1420,396,139,4958
40402,215,81,41,13,345,270,79,32,10,389,437,177,51,17,682,190,97,25,4,313,92,66,16,5,177,31,21,4,3,64,11,12,5,3,34,6,3,3,0,12,126,89,41,14,274,52,14,9,5,83,1933,896,306,107,3242
40403,140,46,17,5,216,157,67,10,6,241,348,114,38,11,510,207,68,19,5,303,101,50,16,0,174,50,21,4,0,70,27,13,4,5,48,10,3,3,0,22,110,71,24,8,208,20,6,0,0,25,1470,610,152,51,2284
40501,67,28,26,8,127,79,38,22,4,139,144,74,26,7,245,66,41,7,4,118,36,16,10,3,57,7,4,3,0,23,6,10,0,0,14,6,3,0,0,13,58,54,20,9,140,13,3,5,0,17,648,372,164,41,1220
40502,44,33,22,4,107,60,19,9,4,83,86,23,12,0,120,27,11,3,3,52,10,4,3,0,20,0,3,0,0,6,0,8,0,0,14,4,0,0,0,3,38,21,12,8,80,4,8,0,0,15,435,209,85,30,769
40503,91,42,28,11,172,91,25,12,18,147,107,51,18,11,188,56,30,12,3,107,10,8,3,0,25,4,3,0,0,6,7,3,3,0,10,8,3,0,0,9,42,32,11,8,105,14,6,0,0,29,668,327,138,80,1210
40504,64,33,19,3,125,61,31,11,8,111,76,39,9,5,129,38,20,3,0,61,13,9,0,0,22,0,3,0,0,7,4,7,0,0,6,0,0,0,0,3,43,22,18,12,98,14,0,5,3,18,468,272,84,47,872
40601,137,101,34,24,291,151,69,19,23,266,219,101,35,20,370,112,52,14,4,185,52,17,7,3,83,23,8,3,0,35,11,6,3,0,26,9,3,0,0,14,95,59,21,12,186,69,30,10,13,112,1351,674,229,136,2389
40602,52,28,29,10,121,59,32,8,6,105,101,43,15,8,171,42,24,10,7,85,29,12,3,0,52,8,4,0,0,17,9,9,4,0,21,3,0,0,0,7,49,35,15,11,114,39,15,7,5,73,589,317,147,82,1127
40701,138,81,38,14,258,131,53,23,16,208,201,85,19,8,312,71,32,10,0,116,29,12,9,0,46,10,0,3,0,13,4,3,0,0,9,0,3,0,0,7,84,65,30,5,181,19,9,5,4,43,996,515,197,54,1764
40702,165,91,51,21,320,191,83,39,10,326,252,102,36,19,404,111,51,11,3,184,53,20,6,0,77,17,8,3,0,30,8,4,6,0,17,7,0,0,0,5,77,63,39,4,190,37,9,8,4,60,1332,672,281,93,2383
40703,193,112,55,31,384,213,91,41,22,362,324,132,47,15,514,144,66,13,8,226,56,25,5,3,95,17,6,3,4,29,10,6,0,0,22,5,3,0,0,15,100,93,30,17,242,58,22,8,7,93,1656,864,306,147,2971
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,97,73,24,7,207,117,66,19,15,209,187,124,44,11,373,94,37,19,0,152,49,32,4,5,84,10,9,5,0,20,7,11,3,4,31,6,0,3,0,14,87,57,28,4,174,13,9,3,3,24,971,619,203,64,1857
50102,266,164,79,39,543,255,114,46,24,440,415,219,51,30,715,216,122,36,21,393,132,67,28,4,230,54,25,0,4,82,39,28,8,0,72,19,5,3,0,31,174,125,63,25,384,41,27,5,9,79,2292,1343,432,198,4273
50103,52,20,14,3,93,54,24,5,4,84,67,26,10,6,108,23,15,3,3,46,22,7,0,0,23,12,0,0,4,13,4,0,0,0,7,0,4,0,0,3,28,21,15,0,68,10,3,3,0,14,425,205,84,27,732
50201,228,170,71,34,494,226,119,58,27,433,397,189,68,33,685,203,121,33,7,369,119,66,12,8,199,34,31,11,6,81,38,36,9,0,87,17,12,4,0,28,170,125,59,28,379,51,24,6,0,84,2239,1306,477,196,4219
50301,66,25,8,4,99,69,42,8,5,120,136,75,32,3,245,129,73,12,3,217,105,44,12,3,165,39,34,5,0,78,66,74,20,0,163,80,41,22,0,141,103,94,34,6,236,13,3,0,0,20,985,589,174,37,1782
50302,123,47,8,3,186,138,40,8,0,183,270,125,22,3,417,201,75,22,0,301,163,80,15,5,256,71,23,11,0,100,89,49,18,0,157,62,29,8,3,100,121,66,31,3,220,17,5,3,0,26,1568,657,169,18,2409
50401,179,71,33,10,291,191,78,26,13,302,432,159,34,10,641,230,101,29,7,365,156,68,17,6,242,81,27,9,3,125,60,40,10,0,109,28,23,9,0,60,158,96,36,9,303,31,17,4,0,54,2000,909,267,77,3247
50402,76,42,12,5,139,98,41,19,4,163,171,93,25,6,299,131,45,16,3,199,89,38,15,3,147,37,18,0,0,55,18,14,6,0,35,13,13,0,0,27,95,68,33,13,207,20,4,0,0,27,908,504,181,56,1649
50403,254,129,70,37,488,318,162,53,37,576,622,345,114,39,1126,395,212,54,17,680,238,118,23,5,392,108,62,14,3,191,63,57,16,12,150,25,22,7,4,58,235,146,72,56,506,64,19,14,13,106,3049,1792,609,304,5752
50501,237,130,39,25,427,308,135,38,12,498,574,336,78,23,1008,413,211,57,8,692,292,191,50,8,539,134,94,15,0,249,83,77,27,6,195,56,41,13,4,118,239,202,69,14,515,37,30,7,4,81,2898,1774,496,133,5296
50502,399,169,34,25,632,419,177,48,19,666,926,377,93,23,1418,541,245,48,23,860,369,176,49,15,608,150,65,15,4,234,155,84,27,4,282,76,31,18,3,135,356,244,89,29,723,84,34,15,3,134,4494,2087,558,209,7341
50503,373,263,103,37,774,405,274,84,45,807,832,474,163,63,1535,522,303,77,28,928,315,195,47,17,577,124,85,19,8,240,70,74,19,10,169,22,26,9,7,63,285,243,102,62,693,63,33,20,20,141,4098,2664,870,425,8060
50601,185,102,53,32,360,196,111,34,18,361,429,197,48,23,698,233,115,27,15,391,127,66,10,3,215,56,21,12,4,96,38,26,7,0,65,17,7,4,3,28,160,111,45,20,330,41,20,6,5,78,2079,1108,355,157,3698
50602,136,51,26,10,223,192,57,18,9,272,332,122,25,11,483,207,71,17,3,298,128,39,6,7,182,51,21,3,3,79,39,25,8,0,79,21,10,5,0,39,102,67,22,9,203,33,13,4,4,49,1567,662,194,76,2499
50603,157,73,27,12,268,162,68,20,11,262,411,174,45,18,650,236,107,22,15,377,158,84,20,0,267,68,28,8,3,109,57,45,12,4,118,24,13,7,4,48,130,89,42,10,272,12,11,6,0,34,1817,896,298,106,3109
50604,235,141,71,30,477,289,132,52,27,505,548,266,91,45,948,323,134,34,22,514,212,110,29,12,363,74,43,19,9,153,54,51,14,9,127,17,17,11,0,40,165,138,46,43,385,54,24,5,4,88,2647,1460,550,259,4917
50605,85,53,16,10,166,98,70,13,19,199,278,141,41,18,479,153,81,28,3,269,113,63,16,8,190,69,27,10,3,106,25,42,7,0,74,14,20,8,0,36,99,80,34,11,222,20,8,4,0,38,1184,732,228,96,2237
50606,30,26,10,4,70,35,21,17,3,72,104,46,26,10,178,68,36,6,4,112,36,25,4,0,71,18,3,4,0,29,11,4,6,0,17,3,4,0,0,12,33,30,18,6,85,5,13,0,0,16,466,263,108,40,881
50607,57,24,3,4,91,72,35,5,0,112,142,74,16,7,238,82,52,4,0,142,81,28,4,0,113,30,11,3,0,51,31,16,3,3,58,20,19,9,0,48,76,37,15,4,126,10,4,3,3,17,778,380,83,36,1280
50701,216,103,37,10,365,241,113,39,15,415,451,222,69,25,764,280,154,35,6,472,201,113,31,6,345,77,47,12,3,137,39,41,12,0,93,24,18,6,3,56,184,126,49,13,383,43,18,6,5,77,2264,1255,406,129,4044
50702,69,36,4,0,117,84,22,12,3,118,177,47,10,3,240,105,45,8,0,159,81,28,6,3,122,31,9,4,0,41,26,24,0,0,52,25,5,6,0,36,105,52,19,3,183,15,3,0,0,21,910,374,92,31,1407
50703,100,55,40,6,204,112,50,23,15,203,201,85,30,11,332,91,60,15,3,164,66,42,12,3,123,24,9,4,7,42,14,7,4,0,21,6,8,0,0,15,61,47,20,12,147,14,8,3,3,30,971,571,226,91,1855
50704,156,67,17,8,252,179,75,22,3,281,397,205,49,10,660,286,170,29,3,494,223,112,15,8,360,90,39,10,3,142,73,67,13,4,156,44,38,10,0,93,152,147,41,3,353,38,8,9,0,56,2014,1139,294,65,3509
50705,231,187,93,36,550,246,162,64,40,514,533,298,104,46,984,294,172,52,15,535,161,117,26,15,316,70,49,19,4,141,54,37,16,9,114,35,16,0,0,56,196,152,68,32,454,68,8,14,0,93,2731,1716,663,256,5368
50901,146,85,36,15,285,120,52,25,10,211,252,86,35,24,399,107,44,22,7,180,57,33,7,3,91,21,8,6,0,33,14,13,3,0,29,13,11,3,3,27,82,67,39,11,196,28,24,5,3,60,1171,634,252,108,2162
50902,101,56,33,16,207,120,50,22,11,191,164,64,26,14,262,75,32,9,5,120,62,22,4,3,97,18,9,0,3,38,21,20,3,0,40,17,9,0,3,25,102,61,25,20,210,30,17,10,3,57,1011,495,194,102,1800
50903,48,28,9,6,100,46,13,5,8,73,64,27,5,7,99,39,14,0,3,54,22,3,0,0,26,5,0,0,0,10,13,0,0,0,14,6,0,0,0,6,35,13,3,3,56,12,0,0,3,22,387,161,56,46,654
51001,85,34,29,13,160,72,33,18,18,138,104,70,33,23,222,71,40,9,9,129,40,26,10,3,74,16,9,3,3,28,9,5,0,0,17,7,4,0,0,10,68,44,41,49,200,42,20,24,14,99,792,450,245,176,1667
51002,26,9,3,4,37,14,10,4,4,35,36,20,12,0,67,32,20,7,3,62,28,16,12,0,52,15,0,0,0,11,22,7,3,0,29,15,3,3,0,16,15,5,6,8,35,13,8,4,7,31,294,140,69,37,545
51003,24,10,8,8,49,16,8,3,3,33,38,22,9,9,72,42,22,6,4,74,49,19,6,5,81,22,3,0,0,29,34,12,3,6,52,10,9,0,0,17,18,18,14,6,52,9,10,0,0,21,360,182,65,54,668
51101,29,21,4,7,64,26,12,4,4,50,66,14,6,11,99,20,10,4,4,43,14,9,3,0,21,5,0,0,0,10,7,6,0,0,10,4,6,0,0,10,17,17,3,4,36,15,4,3,4,21,284,156,52,30,521
51102,23,10,4,0,32,12,6,3,0,22,26,11,0,3,41,14,10,3,0,26,11,7,0,0,12,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,14,9,6,10,36,19,5,4,3,33,180,88,37,26,326
51103,57,37,15,6,123,73,31,11,6,122,114,55,24,4,201,75,36,13,3,133,65,28,12,0,109,28,8,0,0,40,24,16,0,3,47,10,8,0,0,14,51,44,26,11,129,38,21,9,5,75,736,393,159,80,1367
51104,121,54,40,15,232,106,48,27,20,202,224,105,33,24,381,112,65,23,9,201,73,42,10,6,129,14,9,0,0,29,23,11,0,3,37,18,3,0,0,26,90,72,31,31,231,29,19,11,8,64,1157,646,261,158,2217
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,76,53,22,9,160,78,37,20,11,145,106,73,19,11,202,30,16,3,4,53,11,15,0,3,32,4,5,0,0,9,9,5,4,0,14,0,0,0,0,0,36,21,15,11,81,18,12,3,0,40,562,365,142,74,1145
60102,137,83,42,16,280,174,85,35,14,316,302,143,44,23,512,151,101,23,8,283,94,41,5,6,149,25,16,0,0,46,18,12,0,0,29,13,7,0,0,20,115,106,37,21,271,22,14,3,4,47,1401,791,263,109,2571
60103,239,117,50,29,432,224,104,43,29,397,395,159,55,19,625,171,85,23,14,291,62,48,12,0,131,18,16,3,3,39,18,11,6,3,34,5,0,0,0,3,111,102,35,17,258,40,18,8,4,71,1807,972,339,161,3279
60104,73,45,22,6,152,89,44,20,6,162,202,97,24,9,332,89,62,15,3,165,57,40,8,0,99,18,5,0,0,24,9,5,0,0,17,3,0,3,0,5,63,49,24,3,144,9,9,3,0,18,795,466,151,42,1452
60105,85,40,0,4,129,104,44,4,3,158,229,90,20,5,347,149,68,10,4,234,88,41,20,7,154,38,16,3,0,57,26,12,0,0,41,20,6,4,0,31,84,56,19,4,164,8,5,0,0,13,1045,461,112,33,1655
60106,41,22,15,3,85,60,24,9,0,96,96,45,12,0,156,49,23,9,3,85,17,7,0,0,28,6,4,0,0,13,10,3,0,0,12,3,0,0,0,3,28,23,12,7,63,5,5,0,0,12,430,228,96,30,774
60201,274,152,65,19,509,267,113,42,22,443,439,198,71,19,732,184,123,28,8,343,107,53,10,3,178,30,20,5,0,57,20,16,5,3,41,13,8,0,0,23,149,101,50,20,321,48,25,10,4,93,2198,1167,413,129,3909
60202,70,21,18,9,112,60,19,14,13,98,83,36,7,6,140,38,19,9,3,62,18,9,0,0,27,3,3,0,0,7,7,8,0,0,9,4,0,0,0,4,44,26,6,7,87,8,0,0,0,15,480,229,78,42,824
60203,100,47,25,9,178,91,32,6,8,140,145,47,20,12,226,51,22,6,0,85,21,13,3,0,40,13,8,0,0,14,3,6,0,0,9,3,3,0,0,4,75,44,23,11,158,18,3,0,0,23,806,370,152,67,1388
60301,37,12,4,8,62,42,11,0,0,64,51,19,4,3,69,16,7,3,0,23,12,8,0,0,21,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,18,17,7,6,44,4,3,0,0,13,270,105,47,22,440
60302,49,20,9,3,88,46,17,0,3,75,79,38,6,4,126,42,14,8,3,74,13,7,0,0,23,4,0,0,0,5,0,0,0,0,3,0,0,0,0,0,26,27,13,7,67,9,3,0,0,13,408,210,64,26,705
60303,17,7,3,0,27,16,4,0,0,27,22,6,0,0,31,5,3,0,0,13,3,0,0,0,7,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,20,8,8,0,34,0,0,3,0,8,131,69,20,3,226
60401,151,97,48,21,316,204,67,29,12,313,243,100,41,23,414,100,53,10,6,163,38,26,3,4,72,17,3,0,0,24,10,3,4,0,12,9,3,0,0,13,85,77,34,16,215,40,9,8,4,61,1319,659,261,102,2329
60402,149,95,38,18,302,133,75,20,20,239,227,116,37,19,387,91,50,15,4,169,28,20,7,0,66,13,4,8,0,28,11,3,0,0,12,7,0,0,0,9,87,62,20,15,177,39,17,3,7,66,1154,656,204,91,2108
60403,32,23,13,0,71,44,22,4,3,69,54,21,11,5,87,26,8,3,0,47,14,4,4,3,22,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,34,20,15,0,69,14,8,3,0,26,341,183,67,27,618
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,17,3,3,0,23,16,0,0,0,27,59,22,6,0,86,65,15,0,0,83,58,21,3,0,86,22,4,0,0,30,35,10,3,0,47,25,3,3,0,30,38,18,6,3,67,3,5,0,0,14,401,143,37,13,590
70102,86,30,21,7,140,95,40,16,13,161,221,98,29,16,356,167,78,26,11,275,123,45,19,5,200,64,28,9,4,106,36,22,13,3,69,19,14,3,3,39,104,83,27,18,232,31,18,6,5,61,1142,550,207,113,2014
70103,21,13,9,0,42,37,13,8,3,58,82,35,10,5,125,47,28,8,0,72,35,21,4,0,60,11,3,4,3,26,21,12,4,0,32,12,3,0,3,11,24,17,6,11,56,13,3,3,0,17,349,168,53,33,603
70104,48,34,14,10,109,66,41,8,13,137,128,87,24,8,250,112,56,21,11,197,88,43,13,3,141,40,9,3,4,56,26,21,4,0,50,5,11,0,0,22,35,34,16,12,91,18,16,5,9,50,705,453,155,82,1397
70201,56,33,11,11,109,56,33,15,8,109,130,61,29,20,234,85,42,18,10,151,67,25,11,3,110,13,11,5,0,32,23,12,3,3,41,5,7,0,0,16,58,32,17,21,136,29,18,14,3,61,765,390,192,116,1459
