SA3_CODE_2016,C16_OTT_DS_FUA,C16_OTT_DS_OD,C16_OTT_DS_NS_,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_FUA,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS_,C16_TT_NS_T,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_FUA,C16_Tot_DS_OD,C16_Tot_DS_NS_,C16_T_T
11602,0,3,0,97,1036,197,44,122,28,1424,19343,7070,796,361,141,27711
11603,12,0,0,224,2067,412,289,21,15,2807,27839,4276,2028,99,72,34314
11701,55,0,0,113,330,147,886,20,13,1399,5688,2278,9289,137,81,17469
11702,51,0,0,113,455,438,1133,105,44,2183,6284,6165,9044,495,182,22165
11703,458,6,5,608,208,1997,10196,763,301,13462,1980,20233,76382,1252,728,100568
11801,239,0,18,386,590,916,4780,74,43,6400,9270,11082,32900,580,271,54107
11802,241,3,0,377,678,603,3351,61,71,4762,13781,8776,30878,504,212,54155
11901,115,3,3,368,2190,779,1053,29,49,4095,34474,11125,8828,274,219,54915
11902,94,4,3,261,1472,401,1615,47,35,3572,22171,5090,16903,266,171,44601
11903,114,3,0,297,1076,364,1082,32,47,2593,23661,5787,14357,210,162,44174
11904,121,3,5,289,1221,416,1946,103,38,3726,21131,6307,22093,528,187,50256
12001,92,3,7,163,554,237,1473,35,22,2329,12658,3122,16910,335,162,33184
12002,25,0,3,100,228,781,952,61,17,2038,3790,12217,6918,288,153,23362
12003,185,0,3,341,1029,385,2825,115,208,4568,20083,6389,27830,677,487,55467
12101,249,0,3,358,706,147,1705,24,23,2609,18352,2971,21341,111,134,42906
12102,66,0,0,143,628,139,428,21,27,1252,18696,2109,7307,69,99,28284
12103,291,0,3,455,863,107,554,3,12,1545,29021,1624,8993,30,83,39759
12104,213,0,0,283,400,391,2861,30,26,3703,7546,5893,29922,147,132,43636
12201,54,0,0,83,270,137,739,31,16,1189,5976,2269,8163,104,62,16572
12202,164,7,0,430,675,137,388,157,16,1378,15099,2154,3798,390,135,21581
12203,454,9,4,923,1321,439,1582,73,40,3458,31202,3943,18671,223,200,54235
12301,12,3,0,168,671,123,16,14,6,836,18375,1420,191,74,37,20084
12302,139,4,60,562,2304,989,302,44,32,3669,41024,9017,2446,149,213,52852
12303,0,0,0,174,796,72,10,24,8,917,12552,671,117,134,51,13528
12401,4,3,0,266,1331,138,82,40,28,1612,27518,1502,639,107,120,29890
12402,0,0,0,0,0,0,0,4,0,7,4,0,0,8,0,11
12403,20,0,0,230,2020,627,533,94,21,3289,38618,6121,3447,271,167,48631
12404,24,0,3,113,588,211,57,27,18,896,9872,2221,451,62,107,12713
12405,7,0,0,82,1041,221,141,4,10,1421,15258,1938,943,31,51,18223
12501,58,0,0,136,830,261,1355,28,48,2521,11432,3348,12846,187,142,27962
12502,94,0,0,204,569,287,288,9,16,1164,13987,5322,3150,53,86,22601
12503,60,0,7,354,2029,597,1070,80,42,3817,30378,7276,9736,300,205,47885
12504,445,0,3,582,956,522,2275,50,76,3882,19662,7138,23048,239,275,50358
12601,60,0,0,136,330,119,179,3,8,636,11235,1505,3163,21,40,15966
12602,190,3,19,484,1027,435,1146,15,60,2691,23768,8031,17036,180,251,49270
12701,8,0,0,184,2061,195,194,15,108,2569,26893,1990,886,61,220,30058
12702,43,3,0,358,2355,488,619,92,71,3634,40254,7254,7227,507,274,55518
12703,52,0,0,258,1517,554,1534,26,14,3648,24570,4785,8340,88,113,37895
12801,225,0,0,385,869,447,1197,45,24,2585,22548,6460,12527,247,112,41902
12802,114,0,3,213,788,249,388,35,25,1484,26974,4382,5416,201,95,37067
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,6,3,8,300,2176,488,184,44,71,2969,33796,5737,1341,164,221,41252
20102,0,11,4,96,967,47,22,45,29,1112,10679,158,128,418,152,11537
20103,3,8,0,108,785,35,20,51,7,901,10007,343,112,254,53,10768
20201,5,0,3,212,2214,440,172,55,38,2921,33154,3526,693,234,159,37757
20202,5,0,3,123,1512,65,19,36,31,1661,17913,544,176,176,170,18977
20203,0,3,0,51,496,3,20,28,5,551,4554,19,68,126,45,4816
20301,0,0,0,37,404,0,5,11,3,423,6514,22,33,39,27,6627
20302,22,14,4,624,3854,807,370,162,26,5221,61517,9082,2554,711,208,74074
20303,9,3,5,209,1511,171,63,49,23,1817,25216,1831,437,164,143,27790
20401,24,5,3,219,1780,101,107,177,32,2192,20041,671,656,487,180,22042
20402,48,3,3,191,1275,146,117,70,9,1622,17109,1251,676,198,84,19326
20403,36,12,6,266,1745,300,240,105,24,2415,24714,2053,1069,324,239,28397
20501,41,0,0,134,1251,98,94,33,23,1495,16950,725,835,186,102,18791
20502,3,10,6,158,1532,118,61,116,78,1904,17428,736,364,447,235,19212
20503,15,10,12,225,1953,119,52,99,24,2255,24053,1061,493,384,146,26143
20504,6,0,0,176,2175,244,268,30,59,2780,26382,1891,1672,135,146,30226
20505,3,3,0,124,1275,87,54,45,6,1473,15906,627,446,221,83,17283
20601,30,0,3,173,991,610,897,32,20,2550,17146,9042,9414,217,158,35971
20602,21,0,3,98,648,349,629,36,8,1675,10654,5486,5230,156,82,21607
20603,72,0,0,178,599,348,1292,16,25,2275,11809,5312,9988,113,112,27337
20604,414,9,14,507,202,617,6773,361,81,8035,1854,7797,55214,479,451,65791
20605,161,0,3,255,339,789,4585,167,48,5930,4274,11444,34025,651,214,50603
20606,101,0,3,179,349,478,2335,15,8,3180,4761,6209,20074,75,102,31227
20607,104,3,3,254,453,1158,2440,112,49,4206,5611,15101,18929,326,224,40182
20701,172,0,11,483,1431,718,1410,26,27,3614,34673,12874,14821,204,220,62794
20702,44,0,0,345,1074,422,239,11,80,1820,23817,6289,2742,28,143,33014
20703,95,0,0,543,1072,503,370,9,22,1979,24249,9344,4366,44,113,38118
20801,97,0,4,300,1110,506,602,31,12,2264,22837,8727,4833,219,164,36776
20802,133,0,4,403,1326,905,1145,24,39,3442,28873,14188,14133,200,198,57597
20803,122,0,8,342,1307,775,889,52,43,3061,25524,12569,7826,329,198,46451
20804,56,3,0,156,355,181,395,16,11,959,7705,3415,4798,209,66,16195
20901,40,0,0,278,1603,585,333,6,29,2558,35568,7390,3044,65,140,46205
20902,16,0,4,244,1783,919,525,40,30,3296,23157,9701,3591,228,124,36802
20903,32,0,3,152,946,64,48,4,7,1068,20476,719,543,37,64,21842
20904,110,0,0,489,3794,628,263,11,16,4716,60725,8735,2336,54,131,71978
21001,13,3,0,164,947,335,36,19,6,1352,16711,4603,267,139,53,21772
21002,0,0,0,43,598,63,6,14,0,673,9668,517,81,47,37,10348
21003,16,0,3,197,1267,733,214,20,7,2248,18592,8016,1606,109,86,28407
21004,0,0,0,58,719,70,63,0,9,861,12729,571,954,10,26,14278
21005,9,4,0,295,2866,593,186,152,44,3838,42208,5702,1341,476,142,49868
21101,139,0,0,778,1966,514,179,66,18,2736,46754,6822,1434,339,105,55451
21102,24,0,0,106,326,37,16,3,13,398,7973,396,124,33,24,8542
21103,13,0,3,259,1562,367,135,19,30,2113,36362,3645,1060,47,106,41216
21104,25,0,0,260,627,274,77,3,10,994,16727,5137,643,22,46,22575
21105,32,3,5,513,2684,281,31,60,31,3086,50186,2825,267,327,216,53818
21201,35,3,0,388,1972,226,25,30,13,2272,29826,2481,149,165,83,32705
21202,59,0,0,358,2125,267,61,75,11,2538,38364,4184,529,267,62,43408
21203,13,0,3,344,3192,388,64,46,15,3708,47616,4527,510,97,75,52818
21204,140,8,3,484,2919,1081,727,190,32,4949,45345,11197,6167,610,163,63489
21205,135,4,4,549,2257,671,529,15,34,3508,44638,9218,7918,55,212,62042
21301,21,0,3,350,3905,753,418,46,16,5131,50277,8198,3031,131,123,61753
21302,5,0,0,156,1211,609,341,36,13,2209,20926,8770,2483,160,111,32453
21303,38,7,11,183,1122,628,955,71,29,2807,16360,7894,8043,299,135,32735
21304,14,5,4,347,3071,551,88,51,20,3779,43995,5716,490,214,114,50530
21305,32,0,5,441,3822,648,206,56,18,4750,60087,9988,1684,199,91,72045
21401,29,3,0,693,2673,828,391,226,10,4120,41178,9116,1680,648,75,52700
21402,54,0,12,879,3324,527,252,135,20,4251,51346,6147,2846,587,175,61110
21501,5,10,6,223,1566,100,111,110,26,1919,22366,865,911,351,207,24708
21502,7,8,19,229,1505,253,249,176,36,2221,17741,1891,1323,535,164,21649
21503,9,7,6,142,1430,60,131,183,23,1833,13809,374,684,426,144,15443
21601,16,0,0,127,1024,102,84,58,14,1281,13226,846,505,213,65,14861
21602,8,0,0,94,905,49,60,51,14,1071,10523,369,536,173,132,11733
21603,0,3,0,248,1821,321,67,209,18,2428,21172,2377,212,514,61,24337
21701,0,9,5,125,1044,58,60,68,21,1246,13797,421,410,188,122,14944
21703,4,9,0,151,1098,123,41,95,19,1376,13820,759,223,230,118,15148
21704,29,4,3,187,1187,205,209,100,15,1717,16907,1801,810,271,113,19904
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,3,4,3,200,805,212,39,50,8,1122,21761,2895,515,381,46,25595
30102,276,8,8,671,1325,207,134,62,66,1801,26430,2467,1963,181,217,31250
30103,5,7,3,246,867,519,116,76,18,1588,20228,3829,1152,203,71,25487
30201,33,0,0,128,425,95,68,0,10,590,12119,2001,679,10,46,14861
30202,169,0,0,431,885,275,489,100,39,1793,19754,3005,4911,269,106,28049
30203,57,0,3,105,472,115,394,4,24,1008,9528,1663,4412,23,62,15686
30204,43,0,3,202,802,249,212,38,14,1307,16866,3235,2177,194,106,22585
30301,61,0,0,115,644,232,149,23,7,1050,13972,3269,1249,137,54,18684
30302,171,0,0,248,772,254,1196,34,41,2291,14669,2954,11366,166,165,29323
30303,28,3,0,206,844,184,173,173,23,1389,19074,3000,2160,630,111,24975
30304,4,0,0,65,627,208,138,0,43,1024,11127,1444,1463,9,89,14129
30305,0,3,0,107,809,213,26,18,7,1073,16167,2856,201,88,36,19341
30306,21,0,11,128,651,296,25,8,67,1054,12951,2809,127,87,126,16105
30401,21,0,0,58,247,48,8,0,0,306,10306,827,56,4,7,11207
30402,0,0,0,115,481,37,3,0,5,528,14456,515,68,11,29,15079
30403,76,0,7,136,353,112,598,0,64,1133,9484,1588,7725,12,155,18962
30404,36,0,0,209,481,111,173,3,12,784,14990,1001,2004,9,46,18045
30501,136,8,0,186,425,145,2915,197,157,3830,4972,1205,24355,287,331,31151
30502,13,0,0,53,510,175,496,0,19,1200,8755,2560,4734,7,67,16122
30503,89,0,0,210,815,200,1981,23,137,3155,15350,2794,18119,88,266,36610
30504,37,0,7,98,634,79,751,107,38,1610,12866,1112,7545,167,112,21802
30601,5,6,3,79,1092,177,340,106,31,1749,15778,1798,2489,651,185,20903
30602,38,13,8,368,2072,575,1552,350,227,4777,25480,4153,8808,960,390,39791
30603,0,25,11,126,1076,46,185,287,77,1678,11715,344,992,1384,255,14693
30604,3,6,0,43,397,78,140,105,16,736,3449,629,669,649,94,5489
30605,3,16,0,141,1382,50,111,259,61,1854,14693,402,749,1012,152,17004
30701,7,12,7,222,1866,109,135,200,37,2356,15535,584,699,772,217,17807
30702,9,7,6,145,1247,52,50,100,23,1474,14879,316,347,322,142,16012
30703,5,8,5,143,1032,82,49,100,14,1275,14546,793,379,378,109,16205
30801,0,40,9,200,1101,44,151,158,63,1519,8895,398,693,831,493,11311
30803,63,29,14,397,2716,325,328,442,155,3968,37908,2723,2203,1724,322,44885
30804,0,4,3,66,452,18,38,88,8,601,4997,89,242,324,74,5730
30805,22,14,0,123,1360,164,298,212,11,2041,19856,1164,1654,1138,96,23905
30901,49,3,3,148,747,453,1243,86,81,2610,12087,5196,8856,324,158,26628
30902,35,4,0,127,654,355,951,115,22,2102,11204,4016,6809,539,104,22675
30903,61,7,3,196,813,783,752,78,28,2445,12137,9150,6502,432,156,28384
30904,0,3,0,41,597,9,4,42,0,653,6706,78,34,161,20,6997
30905,0,0,0,55,530,93,33,41,0,690,9246,1547,80,80,22,10968
30906,37,0,0,285,1011,500,118,113,135,1882,17228,5070,1039,519,170,24023
30907,47,9,0,249,2214,660,136,92,20,3121,32245,6464,1140,446,133,40427
30908,95,0,0,155,508,442,289,0,4,1247,9951,6001,2384,10,30,18380
30909,91,6,0,221,859,484,894,141,95,2475,11451,4540,7297,394,177,23860
30910,59,3,0,125,321,309,1902,143,83,2745,4685,2161,11357,302,203,18713
31001,106,3,0,291,1346,625,85,71,26,2151,19812,3132,529,263,103,23839
31002,14,9,3,186,1978,33,29,245,38,2323,21999,283,212,540,167,23203
31003,7,0,0,161,2306,459,149,49,20,2974,33875,3366,938,172,103,38454
31004,0,0,3,84,1582,388,24,25,19,2032,24416,2518,116,101,60,27216
31101,0,0,0,28,408,67,7,35,3,514,4553,452,133,107,22,5268
31102,4,0,0,84,807,262,106,19,9,1203,12032,2389,841,49,32,15344
31103,0,0,3,162,1711,257,33,37,10,2048,23354,1895,153,262,69,25742
31104,0,0,0,68,969,16,0,3,8,992,13883,185,3,22,42,14138
31105,28,0,0,124,1199,233,90,40,11,1571,17792,1849,882,177,78,20772
31106,80,0,7,196,1406,421,134,34,29,2022,20882,4718,1044,203,97,26942
31201,0,20,8,127,1190,135,136,136,97,1684,10434,794,714,1110,191,13245
31202,67,18,11,449,2514,395,387,476,99,3866,36539,3728,2199,1322,342,44125
31203,10,12,5,49,559,135,173,266,162,1300,5512,773,908,718,313,8222
31301,3,5,0,198,695,181,73,122,7,1077,10996,2305,710,712,58,14775
31302,78,0,3,150,1357,323,141,68,25,1913,19968,2749,869,189,82,23848
31303,0,8,0,32,446,5,3,30,3,482,4474,36,16,145,29,4697
31304,6,0,0,110,1111,143,22,37,12,1322,19637,1348,263,144,62,21452
31305,101,5,3,397,938,203,523,88,21,1766,16978,2627,4988,390,92,25084
31401,91,0,0,282,953,126,26,5,9,1119,26957,1475,279,52,42,28802
31402,47,4,0,334,972,435,45,24,6,1484,19679,4809,362,226,60,25131
31403,0,0,0,53,552,123,82,3,4,764,10990,2004,620,10,22,13648
31501,3,56,6,183,1052,91,55,769,158,2119,8303,765,413,1778,289,11543
31502,8,25,9,129,978,175,128,453,158,1894,8208,1322,633,1434,572,12168
31503,5,37,6,170,623,22,47,246,63,1005,6683,166,234,1402,229,8720
31601,37,0,0,936,678,320,164,36,21,1214,15055,3049,1723,149,77,20053
31602,53,12,6,377,998,323,455,70,31,1888,22254,4505,4725,683,164,32332
31603,41,17,3,277,698,409,964,179,103,2353,12281,4483,7182,1329,232,25512
31605,17,9,0,323,648,294,245,63,36,1288,12103,3072,1698,356,139,17374
31606,9,8,3,197,1032,62,23,99,19,1223,17406,606,152,465,126,18764
31607,16,9,3,236,776,118,96,147,21,1160,13280,1358,772,593,107,16106
31608,0,3,4,61,498,11,11,59,33,608,7914,54,115,217,91,8387
31701,94,4,14,584,2913,753,372,162,172,4369,46048,7153,2938,615,425,57181
31801,11,24,0,177,1252,33,154,214,105,1748,14923,209,1041,1219,202,17599
31802,34,23,8,606,3744,848,905,285,131,5918,56224,7448,5789,1496,335,71298
31901,36,11,9,464,2119,292,245,362,42,3052,30087,2528,2005,1735,179,36541
31902,3,10,3,160,1602,57,80,316,22,2079,18244,407,619,1115,119,20503
31903,22,14,0,157,1432,119,93,258,31,1938,18046,895,503,1056,122,20617
31904,73,19,8,391,1254,306,144,243,128,2077,18974,2692,935,1411,311,24326
31905,0,23,4,155,1402,112,72,198,39,1819,16603,793,475,897,153,18923
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,56,3,4,100,93,333,646,130,46,1247,1152,3380,5168,197,104,10004
40102,20,0,15,346,1249,75,15,23,15,1378,25463,861,178,156,144,26790
40103,83,0,0,339,362,242,146,4,6,759,11594,3905,1850,15,34,17390
40104,30,0,0,392,528,217,109,0,4,860,14736,3548,1620,13,53,19971
40105,107,0,3,504,368,312,202,12,6,902,8099,4715,2629,65,65,15568
40106,24,0,0,128,308,166,147,3,6,632,7438,2222,1435,73,36,11202
40107,154,0,3,352,363,197,229,3,6,799,9004,2883,3460,15,37,15395
40201,24,0,0,208,648,128,16,26,10,829,11625,1437,138,121,50,13375
40202,23,0,0,208,1745,788,106,17,13,2675,26998,6150,654,116,89,34006
40203,31,0,3,302,1007,398,169,3,17,1600,19326,5323,1754,92,105,26603
40204,78,0,3,542,2212,484,228,42,22,2985,42239,6117,2268,226,83,50937
40205,11,0,3,854,1192,211,63,0,4,1475,32222,2912,823,27,68,36056
40301,207,0,10,392,311,315,345,19,12,1005,7563,4279,3050,76,71,15038
40302,39,3,4,430,1088,606,249,11,9,1972,25590,8886,2622,58,124,37285
40303,105,0,16,489,735,189,195,3,9,1137,19082,2469,2463,46,97,24156
40304,209,5,3,1120,2934,573,161,49,13,3727,58710,5494,1521,380,155,66262
40401,24,3,4,620,1382,794,397,27,7,2615,28331,12222,4058,137,158,44919
40402,21,0,0,256,747,516,167,20,13,1461,16021,5736,2079,112,91,24043
40403,40,0,0,413,731,400,308,45,13,1502,16080,5584,3862,124,102,25747
40501,16,5,3,242,682,47,26,35,10,803,12969,605,162,182,74,13991
40502,0,5,0,130,608,23,17,68,12,725,8821,258,109,240,90,9515
40503,3,8,0,115,665,122,20,99,11,910,10323,968,142,290,111,11839
40504,23,11,0,156,623,38,27,70,11,762,10284,394,183,317,65,11243
40601,12,53,3,226,1186,473,112,420,40,2227,17454,4612,879,1328,171,24441
40602,4,24,6,120,786,138,78,278,57,1337,8214,982,450,755,246,10657
40701,7,5,8,465,1267,88,40,52,20,1472,19973,1037,380,324,121,21828
40702,8,9,6,330,1366,175,125,76,18,1759,22682,1886,1163,297,121,26150
40703,25,10,3,471,1844,221,103,180,39,2386,25703,1797,693,673,270,29140
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,19,18,3,259,1162,158,15,139,28,1505,17136,1424,111,781,133,19586
50102,127,5,0,400,2445,372,159,182,38,3200,34020,3366,1090,564,152,39192
50103,0,8,5,129,778,48,15,50,8,894,8894,268,139,154,58,9518
50201,315,4,3,1039,2002,477,168,229,8,2894,31673,4738,1398,638,85,38531
50301,236,0,3,400,735,264,584,0,15,1602,16942,3569,4339,14,60,24928
50302,269,0,5,418,1025,646,3074,303,31,5080,17007,7635,20487,415,165,45708
50401,17,0,0,255,1341,565,305,25,12,2252,23355,6587,2689,36,91,32760
50402,0,0,0,83,813,73,8,14,4,910,14201,767,36,45,28,15076
50403,4,4,3,200,2342,506,109,110,19,3084,38469,5460,580,394,104,45014
50501,32,0,0,297,1878,338,132,24,8,2384,49404,4744,1333,197,68,55742
50502,165,3,3,767,2549,2475,600,39,28,5693,43701,29654,5036,141,185,78714
50503,0,0,3,853,3433,555,41,62,10,4098,57561,6572,159,231,75,64601
50601,0,0,0,204,1608,376,38,37,8,2063,25177,3448,249,117,54,29048
50602,21,0,0,169,1475,848,844,43,25,3238,17692,7224,4515,88,116,29630
50603,108,0,0,554,1300,540,154,7,12,2021,25967,5965,1361,28,80,33408
50604,31,3,0,487,1921,418,41,53,23,2463,35748,4236,511,236,87,40809
50605,0,4,0,222,1138,97,3,48,9,1299,19727,1085,53,184,56,21097
50606,0,0,0,32,527,8,3,4,0,546,8718,94,11,23,26,8870
50607,55,0,3,256,490,494,372,6,5,1372,8535,6379,2601,24,66,17600
50701,7,0,0,206,1728,443,301,67,73,2621,30461,5009,2005,227,140,37838
50702,16,5,4,162,622,413,395,62,68,1561,9428,3796,2099,191,153,15667
50703,0,0,0,69,934,83,105,41,6,1173,12392,745,539,105,39,13822
50704,257,0,0,610,1207,577,214,3,17,2017,28953,7742,1455,17,102,38257
50705,8,4,0,302,2792,346,206,51,8,3396,40733,3045,1134,255,60,45225
50901,0,8,9,313,1740,183,37,87,12,2054,21321,1394,134,443,148,23429
50902,0,18,5,231,2103,63,52,156,76,2451,21210,451,235,590,275,22758
50903,0,21,0,108,774,57,13,35,17,891,7638,277,87,193,82,8277
51001,6,130,11,242,1195,251,143,933,46,2565,8813,1160,670,4824,242,15707
51002,7,18,5,109,776,115,195,310,63,1459,5524,523,833,695,137,7707
51003,8,27,10,115,745,124,92,267,54,1276,7591,1039,444,1163,116,10344
51101,0,0,0,52,598,84,9,53,87,834,5375,462,87,182,187,6299
51102,0,75,4,104,440,81,8,520,74,1129,3114,294,83,2798,163,6453
51103,3,13,5,69,1144,299,67,410,98,2021,11173,1960,312,848,225,14520
51104,6,36,8,223,1570,215,98,370,84,2329,17891,1741,505,1524,284,21951
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,3,0,0,31,389,24,47,8,0,468,5687,111,546,15,16,6376
60102,7,6,0,208,937,93,49,33,7,1118,19526,956,422,100,44,21048
60103,18,0,0,136,1186,184,261,18,3,1653,18356,1405,2457,122,33,22371
60104,14,0,0,112,536,46,20,11,0,613,11602,636,280,57,17,12598
60105,121,0,0,251,752,180,458,64,24,1483,14344,2310,4372,156,102,21287
60106,0,0,0,47,436,7,3,5,8,452,6335,86,7,62,28,6523
60201,13,0,3,306,1683,336,377,42,20,2462,26935,3068,3067,162,123,33355
60202,0,0,3,73,602,13,7,43,5,672,8756,176,79,152,31,9193
60203,3,0,0,146,1160,42,35,34,16,1287,14739,366,335,175,116,15733
60301,0,0,3,51,365,0,0,4,3,377,4480,7,11,42,40,4584
60302,4,0,0,67,537,15,14,22,5,592,7572,107,104,144,30,7954
60303,0,0,0,30,284,4,5,12,5,307,2893,46,34,70,42,3077
60401,0,3,0,116,1112,171,53,43,9,1385,17876,1568,302,181,58,19986
60402,22,4,0,149,1029,163,31,47,9,1273,16312,1386,331,203,45,18275
60403,3,3,3,66,510,11,31,19,9,580,6829,107,168,72,66,7243
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,31,15,6,92,263,217,826,299,60,1665,2498,1788,6031,602,137,11060
70102,11,11,0,107,1254,268,536,282,19,2357,12468,2085,3747,785,93,19177
70103,0,18,0,63,825,9,25,280,12,1154,6206,65,162,1200,81,7718
70104,3,0,0,32,772,157,280,38,9,1255,8704,1263,1773,46,26,11814
70201,5,63,5,214,1033,416,232,480,42,2210,7542,2697,942,1897,147,13227
70202,0,22,0,61,157,12,20,86,3,283,1220,65,196,434,16,1924
70203,3,62,3,127,499,73,40,264,24,901,3394,352,149,1016,81,4991
70204,3,9,0,51,211,39,44,20,3,325,2239,321,173,64,18,2818
70205,0,67,10,127,745,104,95,421,34,1398,3873,395,325,1677,247,6510
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,29,0,0,232,1233,422,391,4,3,2058,26082,6156,4093,22,41,36396
