SA3_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
30303,12,17,9,41,78,511,205,46,27,14,987,13,0,10,8,12,8,61,395,180,65,27,19,797,4,0,9,5,3,8,22,225,137,36,23,4,495,10,0,7,8,3,6,23,169,137,57,30,6,450,9,0,0,5,7,3,3,43,60,41,40,3,218,11,0,19,15,11,14,27,227,124,55,24,30,565,3,4,19,12,15,8,5,23,9,3,7,21,123,237,69,415,401,266,341,648,2988,1300,431,242,237,7571
30304,4,10,9,22,77,277,109,25,7,13,561,6,0,10,3,14,5,41,251,117,24,15,12,499,4,0,0,0,6,6,22,126,79,27,15,3,291,3,0,3,6,0,7,10,80,95,27,25,8,269,4,0,3,0,0,0,3,14,26,17,22,3,95,10,0,10,9,12,7,36,105,64,18,21,13,299,3,3,8,5,3,5,6,9,8,0,0,23,76,119,64,304,224,142,247,685,1549,696,171,123,136,4462
30305,8,10,8,19,92,500,141,27,8,17,848,0,0,0,4,5,16,48,372,169,32,12,7,678,3,0,0,3,5,10,15,190,105,17,10,6,364,0,0,0,3,0,0,23,117,93,28,8,8,289,0,0,0,0,0,0,8,27,46,19,4,3,113,10,0,10,12,11,11,49,196,87,24,13,19,452,0,3,0,3,3,0,4,21,6,0,3,22,65,123,29,183,172,102,181,727,2635,904,190,81,162,5494
30306,9,10,7,12,52,370,118,33,12,16,668,4,0,3,7,3,5,35,298,121,30,18,14,535,6,0,8,4,3,3,17,148,70,20,6,3,293,0,0,0,6,0,4,8,102,71,29,19,0,236,6,0,0,0,0,3,0,30,41,16,11,9,115,6,4,18,12,3,10,21,169,79,30,10,18,378,3,0,4,4,5,3,12,18,3,0,0,9,62,165,32,183,169,121,147,423,2269,808,222,121,168,4820
30401,0,0,3,4,16,203,73,25,7,4,347,0,0,0,0,0,3,8,150,83,28,19,3,292,4,0,0,0,3,3,3,66,52,20,9,3,167,7,0,0,0,0,0,6,49,57,36,23,4,189,0,0,0,0,0,0,3,18,25,22,27,0,99,0,0,3,4,3,0,7,62,40,19,19,10,179,0,0,0,0,0,0,0,14,3,0,0,4,25,62,4,18,23,24,41,122,979,456,179,128,70,2106
30402,3,8,3,7,14,114,84,32,23,0,297,7,0,0,0,3,3,8,86,103,45,34,4,306,8,0,0,0,3,0,8,55,61,25,26,0,176,9,0,0,3,0,5,7,35,65,42,83,0,248,7,0,0,0,3,0,5,24,34,39,75,8,187,7,0,3,0,8,0,8,44,62,33,40,10,213,3,0,0,0,0,0,0,3,3,0,0,8,25,112,10,27,38,38,44,95,627,572,257,318,47,2185
30403,8,23,18,22,146,433,260,78,65,16,1079,16,0,7,16,11,10,65,286,241,76,82,11,820,8,0,0,3,8,3,15,159,140,62,37,10,442,7,0,6,7,5,4,22,132,179,88,107,11,564,7,0,0,3,3,3,5,45,70,45,153,10,351,9,0,7,23,3,13,41,180,178,81,102,17,656,0,5,4,7,0,4,18,31,13,7,5,17,114,196,48,213,243,175,268,953,2563,1706,720,766,154,8006
30404,3,11,16,85,91,293,136,32,15,4,695,4,0,3,6,3,77,74,251,142,42,13,8,631,3,0,4,0,4,28,32,125,109,22,13,5,350,8,0,9,0,4,15,65,86,111,66,34,12,404,0,0,0,0,0,11,20,26,40,30,44,3,173,8,0,9,11,10,41,67,114,103,27,20,16,426,3,3,13,4,4,6,8,9,5,0,3,13,74,122,73,326,273,149,462,674,1591,890,273,168,137,5143
30501,9,30,24,74,260,787,584,256,175,33,2263,27,0,8,17,13,43,127,625,708,322,246,39,2168,11,0,4,13,0,26,47,206,368,202,145,10,1035,18,0,4,3,0,10,47,218,561,387,455,25,1726,6,0,0,9,0,7,14,60,202,221,447,11,974,16,6,10,15,15,19,64,207,377,215,261,30,1232,21,3,22,30,14,21,33,66,72,48,63,72,456,380,130,586,675,338,782,1851,3736,4006,2231,2182,430,17326
30502,3,11,7,19,117,368,216,57,42,8,855,9,0,3,5,7,14,47,326,290,76,67,10,858,6,0,0,3,3,11,25,183,170,87,60,8,552,4,0,7,3,3,3,16,143,236,122,146,7,687,7,0,3,0,3,3,5,32,109,130,212,6,518,3,3,9,11,10,9,35,148,148,76,88,14,542,3,5,14,3,10,0,8,17,8,6,3,19,99,152,76,296,186,146,251,723,1920,1455,630,689,142,6651
30503,12,32,24,107,451,942,460,148,67,30,2316,23,0,9,13,19,46,239,875,596,202,138,29,2190,5,0,0,7,8,13,82,350,340,146,79,5,1042,16,0,11,12,11,12,75,297,409,320,243,17,1415,15,0,0,3,8,9,27,92,179,190,389,11,917,17,5,16,23,15,27,134,310,310,154,179,34,1225,13,4,15,14,11,14,28,44,36,8,8,33,209,329,91,443,590,370,1035,2855,4943,3148,1443,1301,339,16884
30504,10,14,13,45,144,423,298,99,62,14,1141,5,0,6,8,3,14,99,396,305,134,85,8,1068,6,3,3,8,5,5,25,154,176,93,52,11,540,8,0,6,7,9,11,33,169,242,195,194,6,874,7,0,3,0,0,3,14,38,107,97,264,8,556,8,0,4,16,10,9,48,172,177,131,137,21,735,3,0,5,4,4,4,13,15,8,4,7,14,92,182,25,168,236,175,426,1061,2325,1780,981,956,160,8481
30601,5,4,10,78,213,359,123,16,8,9,844,12,0,4,7,9,46,151,305,130,18,18,11,695,8,0,0,0,4,13,41,131,93,17,10,4,330,0,0,0,3,0,16,35,103,89,45,22,3,320,5,0,0,0,0,0,16,50,49,33,31,4,185,5,0,10,18,10,42,107,189,115,18,20,23,543,5,0,7,6,9,17,27,14,3,0,9,23,118,140,22,160,213,262,764,1693,1977,802,186,168,152,6536
30602,18,49,74,220,567,556,83,16,16,26,1647,35,0,16,31,33,123,339,495,74,30,18,17,1207,9,0,8,11,17,37,123,216,66,12,18,7,507,10,3,8,11,15,31,77,164,74,22,12,5,432,7,0,0,6,3,4,12,66,43,16,22,6,195,23,3,55,90,68,152,281,314,78,28,13,33,1138,26,8,39,69,45,45,49,44,10,3,3,86,425,437,194,927,1580,1345,2490,3724,3272,588,180,152,409,15296
30603,41,83,46,102,104,47,6,0,8,10,493,31,7,23,27,26,54,68,27,3,0,0,11,289,13,3,5,14,5,21,20,24,3,0,0,0,99,13,6,5,12,3,17,28,15,4,0,0,6,117,3,0,3,10,0,4,6,3,3,0,12,0,46,14,4,32,72,26,64,48,31,3,0,0,8,296,7,4,22,33,15,17,17,5,0,0,11,23,155,338,93,442,839,539,847,726,284,36,12,49,144,4352
30604,7,9,7,16,52,41,25,3,12,9,195,12,3,3,3,3,7,46,38,9,0,16,3,145,10,0,0,4,0,3,15,11,8,7,11,4,77,7,0,0,3,0,3,6,12,4,6,22,3,68,3,0,0,0,0,0,3,11,4,0,37,12,68,9,0,4,13,12,16,21,31,5,0,0,10,121,4,0,3,15,4,5,8,9,0,0,20,16,84,123,28,75,147,156,214,352,289,93,25,153,84,1721
30605,17,28,30,70,127,64,7,4,3,10,393,27,0,5,9,16,42,62,65,7,0,0,14,248,20,0,4,4,8,15,29,31,3,0,0,4,106,18,0,0,3,11,10,23,24,9,0,0,0,100,5,0,3,6,3,4,3,17,0,0,0,7,53,18,9,15,39,33,52,79,38,5,0,0,9,306,27,10,17,37,18,27,14,7,0,3,3,36,186,404,78,365,595,470,768,981,426,52,18,27,180,4366
30701,44,64,94,111,135,42,6,5,4,49,739,136,20,27,53,49,82,137,49,15,0,0,31,609,63,8,13,13,14,31,56,24,8,0,3,23,260,68,9,19,20,18,30,42,29,4,3,4,11,264,24,0,10,11,5,13,21,25,4,0,5,20,145,86,5,20,52,44,56,66,36,3,0,4,27,401,37,7,14,27,13,14,11,3,0,0,0,28,154,1133,123,516,917,694,806,745,300,60,11,35,354,5701
30702,24,36,64,125,137,37,6,0,4,23,540,56,10,18,34,21,72,117,29,4,0,3,19,378,29,5,5,8,15,19,40,17,3,0,0,11,152,21,3,15,3,6,20,47,22,3,0,0,7,140,15,0,3,3,4,7,15,12,0,0,0,3,57,35,0,10,25,31,64,82,31,0,0,0,17,311,8,0,23,13,9,12,9,3,3,0,0,27,115,534,68,361,569,580,986,898,231,30,4,12,209,4482
30703,15,24,29,125,111,22,4,0,3,4,382,20,6,9,12,21,55,62,18,0,0,4,10,203,10,0,0,8,4,13,18,7,0,3,3,4,70,9,0,0,0,4,10,27,10,0,0,0,4,71,5,0,3,0,6,4,6,6,0,3,0,0,32,13,3,11,26,25,76,71,17,7,0,0,5,253,13,0,26,26,16,26,19,3,0,0,0,22,146,342,48,328,647,562,1211,735,160,16,6,26,132,4219
30801,42,56,66,111,92,50,9,0,0,29,612,202,38,41,64,44,81,95,57,12,0,5,36,660,100,11,13,10,26,30,44,24,9,0,0,19,283,205,17,21,19,27,41,50,45,8,5,7,32,465,170,7,3,9,8,7,24,34,12,3,4,19,298,82,14,20,36,28,46,63,44,18,5,3,24,382,15,0,14,12,5,9,3,0,0,3,0,15,84,1224,187,451,545,400,520,545,299,71,25,24,262,4553
30803,26,41,76,234,616,328,47,5,10,34,1480,32,4,11,29,46,135,378,330,62,7,10,22,1060,29,3,8,14,7,40,137,211,42,10,8,4,507,14,5,3,12,15,30,86,160,37,10,9,9,396,14,3,7,3,7,18,35,46,45,12,11,5,198,43,10,31,44,52,133,296,230,53,12,4,43,942,19,6,37,37,29,41,51,15,8,3,7,70,336,690,225,773,1058,1143,2323,3816,2105,372,77,93,431,13100
30804,19,14,12,25,43,34,3,0,0,13,223,41,17,23,13,11,33,37,40,4,0,0,11,233,27,7,11,0,3,9,14,18,0,0,0,9,100,40,7,12,7,3,14,34,25,8,3,0,4,144,13,7,7,3,0,8,14,14,3,0,0,12,91,24,4,7,17,13,12,19,8,0,0,0,6,114,10,3,3,4,7,3,3,3,0,0,3,13,41,372,85,211,175,130,199,265,184,23,7,11,120,1776
30805,24,78,128,242,264,112,25,3,4,21,943,31,5,20,56,99,202,241,136,20,9,7,30,844,9,6,13,13,26,77,144,79,5,8,0,4,397,28,6,26,29,44,92,134,86,39,8,12,26,532,13,4,11,6,29,52,66,49,27,10,8,13,283,27,3,17,47,67,121,155,76,19,8,0,16,561,15,8,16,23,14,18,16,3,0,0,3,35,146,382,134,565,1049,1044,1673,1581,762,177,57,53,276,7752
30901,3,8,7,20,208,478,221,86,60,19,1140,18,0,3,0,9,6,125,357,219,95,80,12,925,6,0,0,3,0,3,43,167,138,75,61,6,504,11,0,4,0,7,4,29,106,122,96,121,7,508,0,0,0,0,0,0,11,30,42,47,125,4,262,6,0,5,7,3,13,90,226,120,82,110,13,680,13,0,9,3,5,6,41,26,17,15,12,35,184,244,37,161,166,154,333,1864,2892,1339,665,698,199,8747
30902,4,6,8,22,166,378,182,66,30,12,889,8,0,3,4,3,5,81,239,152,63,43,8,611,7,0,0,3,3,3,33,84,70,49,37,5,295,7,0,0,0,0,0,16,47,84,28,35,0,232,0,0,0,0,3,3,3,9,19,34,38,0,109,13,0,6,9,7,19,64,158,97,49,31,17,477,10,3,18,9,3,14,24,20,10,3,10,26,153,199,67,305,219,187,534,1487,2146,1010,422,296,190,7056
30903,3,9,4,25,253,548,203,57,50,20,1207,12,0,3,10,3,6,118,397,223,72,57,11,910,8,0,0,0,3,0,19,157,129,51,39,3,423,6,0,3,0,0,3,34,87,85,53,78,7,360,0,0,0,0,0,4,10,28,42,30,77,4,195,12,0,10,7,12,22,86,236,115,50,60,27,633,5,8,28,11,7,11,55,25,14,8,4,37,221,243,97,399,336,186,509,2482,3690,1368,446,474,272,10502
30904,0,3,0,8,15,58,28,11,0,3,153,10,0,3,0,3,4,7,40,17,8,4,4,106,6,0,0,0,0,0,5,11,13,6,6,3,49,4,0,0,0,0,0,5,7,8,4,3,0,36,0,0,0,0,0,3,0,8,8,0,4,0,32,0,0,0,0,3,6,15,27,9,7,4,0,75,3,0,0,6,0,3,0,3,0,0,0,7,22,103,3,15,48,37,75,190,356,160,51,39,42,1121
30905,0,0,3,3,24,127,101,40,14,7,324,7,0,4,0,0,4,3,77,92,28,23,0,240,3,0,0,0,0,7,3,28,46,11,23,8,130,3,0,0,0,0,3,3,20,32,19,24,0,107,3,0,0,0,0,4,3,3,15,13,26,0,65,4,0,0,4,3,4,8,50,35,28,28,9,179,0,0,0,0,0,0,0,7,3,3,4,12,31,80,7,47,68,38,64,159,768,499,186,183,51,2151
30906,6,6,3,16,92,521,244,56,24,10,986,8,0,0,3,0,24,59,325,194,52,30,11,706,0,0,0,0,3,7,15,140,111,35,19,0,330,4,0,4,0,4,3,20,80,88,34,34,9,277,3,0,0,0,0,4,3,20,29,29,36,0,120,7,0,3,12,5,10,36,176,127,29,22,15,446,0,4,12,13,3,5,18,25,14,3,4,29,127,139,50,201,278,125,253,907,2770,1185,313,211,163,6589
30907,6,4,6,17,162,1489,551,85,75,24,2446,25,0,0,5,5,13,87,1071,507,117,67,16,1916,7,0,3,9,3,6,35,476,307,86,64,5,993,6,0,5,0,0,6,19,283,250,114,112,11,802,3,0,0,0,0,3,0,104,104,59,124,5,417,15,5,5,7,6,14,76,572,240,72,67,28,1102,3,0,3,0,0,3,20,52,18,3,5,48,162,217,10,87,137,106,255,1480,7397,2772,686,623,271,14037
30908,3,4,4,6,38,414,368,107,48,5,1006,10,0,3,5,3,7,23,277,318,93,53,7,798,8,0,0,0,0,0,7,118,158,80,38,3,410,0,0,0,0,0,3,4,64,157,93,59,0,392,0,0,0,3,0,0,0,23,59,39,36,0,165,5,0,6,5,6,4,19,150,183,82,44,22,534,6,3,6,3,0,9,8,19,18,0,3,24,99,134,18,117,125,72,144,376,2505,2031,726,396,130,6767
30909,13,9,11,29,219,487,238,96,26,17,1165,13,0,4,7,9,16,127,353,251,72,30,17,888,5,0,0,5,0,4,35,131,127,64,17,9,401,5,0,4,0,0,5,19,84,106,69,34,5,340,6,0,3,0,0,0,9,30,49,27,24,15,162,9,0,15,15,8,17,98,217,147,76,46,37,691,5,5,25,14,7,22,26,39,23,8,10,42,225,230,113,459,357,262,585,2055,3143,1679,620,263,289,10048
30910,6,6,10,25,178,337,197,77,77,9,944,11,0,0,4,3,9,80,211,147,79,83,9,651,9,0,4,0,0,3,24,96,59,48,57,3,308,11,0,3,0,0,8,22,61,84,61,85,4,342,3,0,0,0,0,0,7,10,32,25,109,4,198,12,0,6,5,0,22,85,134,102,52,75,17,514,10,0,7,10,5,25,32,37,22,21,13,25,201,207,3,73,203,130,602,1601,2084,1150,535,687,183,7447
31001,7,19,18,44,278,636,80,10,3,20,1116,9,0,7,13,6,25,131,493,108,10,10,11,821,6,0,0,5,0,11,55,212,80,9,6,7,391,0,0,4,4,9,11,32,138,53,12,3,4,274,4,0,0,5,4,0,16,51,31,4,3,0,118,16,3,23,38,23,33,147,284,51,13,8,31,670,5,8,28,17,6,7,20,32,0,0,0,47,166,241,124,638,578,338,497,1967,3351,538,75,45,283,8676
31002,12,15,24,83,249,107,22,3,3,16,566,19,3,18,9,13,36,135,52,13,4,0,5,315,4,3,3,0,4,13,64,24,12,0,0,8,143,10,0,3,5,7,5,35,16,5,0,0,4,98,4,0,3,3,0,5,8,11,3,3,7,0,43,19,0,9,7,18,74,135,63,13,4,3,13,347,4,3,6,14,16,11,27,8,0,3,3,17,104,364,32,168,333,418,1040,1851,504,106,26,23,153,5006
31003,16,29,27,354,862,363,24,11,6,25,1741,14,6,9,24,19,185,487,261,31,8,5,15,1062,9,0,3,0,8,84,188,115,34,7,3,11,461,8,0,9,3,7,40,101,118,28,7,3,4,328,3,0,5,0,0,10,30,32,14,11,3,3,106,12,4,21,25,28,211,334,154,31,6,0,27,870,11,5,33,22,31,58,54,10,0,0,0,63,290,277,143,628,665,685,3240,5276,1803,236,61,48,363,13423
31004,3,10,18,99,619,947,71,13,13,16,1822,7,0,0,15,12,65,356,796,97,10,6,10,1362,0,0,0,6,0,26,136,394,57,13,10,4,648,0,0,0,3,0,17,87,249,59,16,10,8,449,0,0,0,3,0,9,35,91,32,15,4,0,187,11,0,10,13,19,67,250,378,68,16,4,34,873,3,3,5,4,3,23,43,27,0,0,0,36,160,115,33,173,280,198,1046,3936,4672,476,109,58,228,11312
31101,4,6,5,15,69,51,9,3,0,0,173,17,0,3,3,0,7,32,38,12,0,0,3,127,0,0,0,0,0,3,11,14,3,0,0,0,35,5,0,0,3,0,0,4,16,0,0,0,3,35,3,0,0,0,0,0,6,3,0,0,0,0,13,4,0,4,5,7,11,38,23,5,0,0,8,111,6,0,4,5,4,10,3,3,0,0,0,9,45,106,15,104,145,154,233,549,328,45,15,9,61,1766
31102,7,9,6,45,275,317,22,7,3,10,721,8,0,3,0,7,18,136,229,27,7,0,6,429,0,0,0,0,5,6,43,106,14,7,3,3,189,0,0,5,0,0,3,31,63,9,0,3,0,124,3,0,0,0,0,3,18,20,4,3,3,3,53,10,0,11,12,5,38,132,118,17,3,3,14,370,3,7,7,6,3,16,25,20,3,0,0,31,117,117,82,283,278,167,739,2172,1752,153,41,28,159,5977
31103,8,7,6,35,372,720,59,21,3,18,1265,11,0,3,10,5,17,196,548,56,21,5,5,880,6,0,0,3,3,5,67,245,33,6,3,0,360,9,0,3,3,0,3,38,143,34,9,5,8,241,0,0,3,0,3,0,12,50,6,3,5,5,87,11,3,12,19,4,15,161,304,48,13,7,35,625,13,4,10,13,3,12,23,44,7,0,0,29,151,179,46,234,282,167,339,2573,3859,380,87,42,216,8404
31104,0,0,5,6,32,193,84,19,8,8,363,5,3,0,5,3,0,19,163,56,23,8,8,289,6,0,0,0,3,0,6,55,28,10,6,0,107,4,0,0,0,0,0,10,45,32,11,3,7,114,0,0,0,0,0,0,0,14,9,3,3,0,37,4,0,0,4,0,5,13,81,46,10,10,11,184,3,0,0,0,0,0,6,10,10,3,0,4,36,85,11,19,20,29,69,275,1100,378,108,35,79,2197
31105,5,6,13,26,218,494,79,20,8,13,900,8,0,8,9,3,15,95,377,68,9,8,8,606,3,0,0,0,0,3,22,166,58,9,3,6,278,4,0,0,7,3,5,15,130,51,9,4,5,238,6,0,3,9,0,0,7,42,20,15,6,0,108,10,4,9,15,12,6,80,197,52,11,10,20,427,3,0,6,11,4,16,28,22,0,0,3,29,124,119,61,250,286,140,360,1537,2554,482,109,62,166,6141
31106,12,27,10,96,382,383,97,15,3,19,1067,10,0,3,5,7,42,224,264,102,17,3,11,690,8,0,4,3,10,15,86,137,62,6,6,0,341,7,3,4,8,12,17,56,92,60,16,13,3,285,7,0,3,0,0,5,26,35,26,11,6,0,123,15,0,28,42,12,57,242,174,66,17,11,31,687,11,4,20,17,14,38,39,25,0,0,3,39,209,266,170,553,580,358,1398,3390,2119,589,113,64,264,9858
31201,39,74,59,91,102,45,3,0,0,43,693,415,40,57,45,47,79,120,49,14,3,0,49,920,192,26,24,23,15,31,46,47,13,4,8,23,444,383,52,41,14,17,40,47,39,14,3,3,40,708,344,47,35,15,10,23,37,41,14,6,4,28,600,155,19,38,28,24,50,57,27,9,3,3,25,438,20,0,9,19,7,10,6,3,0,3,0,27,113,2021,292,473,577,458,697,704,332,76,24,31,326,6007
31202,21,64,98,244,575,373,42,12,4,32,1508,44,4,13,27,55,147,412,389,55,14,5,26,1186,20,0,17,16,21,51,191,217,31,15,3,6,587,30,10,11,19,19,40,117,233,72,22,11,18,591,23,0,3,5,9,9,61,95,37,12,11,0,268,38,6,26,47,60,157,328,328,72,12,8,44,1130,24,18,31,34,21,42,36,24,4,0,3,76,312,670,168,756,1267,1171,2174,3422,2439,399,88,57,432,13035
31203,3,8,8,41,90,110,26,3,3,3,318,12,3,3,3,13,17,43,65,28,13,10,9,223,5,0,0,0,0,7,31,47,19,3,3,7,126,7,3,4,4,0,5,15,31,18,4,9,0,101,0,0,0,3,0,0,4,12,9,3,8,3,46,7,0,3,7,6,14,43,67,22,7,3,5,190,8,0,13,10,0,3,11,7,4,5,10,14,76,106,29,105,187,169,367,565,617,185,50,55,85,2539
31301,0,3,7,24,124,152,41,17,7,3,384,3,0,0,0,3,12,69,103,26,3,0,3,223,6,0,0,0,0,4,15,44,11,9,3,3,86,0,0,0,0,3,8,14,31,15,5,7,0,77,0,0,0,0,0,0,5,9,3,6,8,0,29,3,0,3,4,12,10,51,73,17,9,4,9,196,3,3,12,3,7,28,30,5,6,0,3,21,123,110,45,170,239,189,483,1222,1005,209,51,36,103,3863
31302,20,7,11,86,499,454,31,7,8,11,1144,5,0,8,4,3,55,282,314,32,8,3,13,720,0,0,5,7,0,14,85,130,16,12,0,7,267,5,0,3,3,0,14,45,72,16,4,6,3,175,6,0,0,3,0,0,24,28,3,8,0,3,77,8,0,12,11,15,47,187,195,15,5,5,24,532,3,3,20,16,8,32,39,26,5,0,4,45,198,171,64,435,376,382,1441,3679,2430,196,55,50,252,9528
31303,3,3,6,4,35,23,11,0,0,0,95,5,0,0,0,3,11,30,15,8,0,0,0,77,0,0,0,0,0,3,18,4,5,3,0,0,40,0,0,0,0,0,4,14,5,0,0,0,0,35,0,0,0,0,0,0,13,9,0,0,0,0,24,5,0,3,4,5,8,16,11,3,0,0,6,74,5,0,0,0,3,3,4,3,0,0,0,3,22,99,5,36,73,53,133,311,124,43,9,7,32,936
31304,8,8,14,29,226,356,59,14,10,17,749,4,0,4,4,3,9,127,229,55,15,6,0,463,0,0,0,0,0,3,43,113,46,17,3,0,224,4,0,0,0,0,5,22,88,23,10,3,3,166,3,0,0,3,0,4,12,31,19,11,7,0,80,0,0,4,11,4,19,128,164,42,14,3,14,408,3,3,15,13,3,6,16,17,0,0,0,30,102,121,39,186,225,141,503,2043,1788,326,111,51,143,5696
31305,7,22,23,52,286,449,82,20,13,9,976,5,0,6,8,5,29,150,331,79,24,19,4,655,6,0,0,0,0,14,39,153,43,16,7,0,282,6,0,6,3,0,4,26,109,56,32,18,0,263,4,0,0,0,3,0,10,37,25,23,9,0,112,10,3,13,24,13,36,130,168,49,10,10,24,486,6,16,44,25,14,32,35,20,7,0,3,62,270,214,149,696,537,419,1074,2469,2510,488,164,112,270,9099
31401,5,7,13,111,45,365,161,24,17,10,776,14,0,3,3,3,81,42,263,177,44,10,13,655,6,0,0,3,3,35,17,139,91,35,27,9,352,10,0,3,0,0,15,8,77,107,35,32,3,291,10,0,0,0,0,7,5,24,50,34,35,3,165,5,0,7,3,7,56,26,117,79,32,16,11,365,6,0,0,0,0,5,7,10,6,0,0,17,57,151,12,49,68,88,481,435,1727,898,249,164,120,4440
31402,9,6,8,62,336,1067,144,30,5,9,1686,4,0,0,7,4,43,178,807,164,31,22,5,1268,7,0,0,0,0,21,63,413,107,27,13,0,648,5,0,0,0,0,11,28,248,99,35,11,6,453,0,0,0,0,0,0,3,71,51,25,26,0,178,3,0,4,7,5,29,111,386,78,20,17,14,674,3,0,7,6,0,6,11,29,9,0,0,36,114,85,31,156,200,125,536,2316,5159,873,196,103,162,9942
31403,10,9,10,38,151,284,17,3,0,4,532,3,0,3,7,3,20,92,248,13,0,0,6,397,0,0,0,0,0,12,26,90,6,0,0,0,139,3,0,0,5,3,3,24,68,6,0,3,0,113,0,0,3,3,0,0,9,24,0,0,0,0,36,0,0,6,9,4,24,57,111,10,3,0,17,250,3,3,4,3,8,5,8,17,0,0,0,14,64,89,29,188,172,156,354,1216,1619,83,15,15,107,4052
31501,98,91,13,28,46,24,21,16,32,60,661,171,24,81,74,16,26,32,22,27,16,47,42,565,104,16,27,26,4,9,14,12,9,18,21,29,288,137,5,24,23,0,9,13,13,14,18,43,40,344,74,8,13,11,3,3,7,12,8,10,32,17,197,120,21,96,79,10,25,40,16,10,12,16,36,484,31,7,28,24,5,11,5,8,4,3,8,25,155,1591,410,1292,800,142,197,275,156,112,103,227,420,5733
31502,44,58,49,67,74,97,37,6,6,38,615,148,17,29,40,42,69,96,116,54,20,3,30,665,75,0,26,20,10,19,33,73,42,11,3,12,331,119,7,15,15,10,25,39,103,58,15,14,31,449,72,3,10,10,9,5,23,44,42,10,8,21,259,82,10,53,58,32,16,39,36,34,12,7,28,407,19,11,25,21,4,13,6,5,0,0,4,23,134,940,186,584,584,324,372,507,572,308,81,51,291,4796
31503,35,30,31,18,16,6,0,0,0,23,269,90,19,20,24,13,22,15,8,0,0,3,17,233,50,4,4,7,3,6,10,4,0,0,3,14,104,60,9,11,8,5,13,3,7,0,0,3,8,130,16,0,8,3,0,3,0,3,0,0,0,10,41,59,13,30,20,23,22,13,7,0,0,0,17,203,14,4,17,9,3,8,0,3,0,0,0,24,93,732,152,416,368,209,197,113,57,6,9,27,204,2483
31601,0,3,4,15,73,298,281,41,19,6,761,10,0,4,6,4,3,36,198,247,48,30,9,590,5,0,0,0,0,0,14,78,148,31,12,3,302,11,0,3,4,0,6,4,47,116,58,29,3,274,0,0,0,0,0,0,0,17,48,32,32,3,146,3,0,6,6,4,4,37,118,151,47,41,15,436,0,7,4,3,0,6,8,12,9,0,0,22,74,131,66,151,93,73,191,742,1678,1509,352,192,125,5300
