SA3_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
12303,0,0,0,5,0,0,0,4,0,9,25,9,35,9,17,6,99,1105,134,523,82,144,94,2077,9,0,51,3,20,50,133,3,4,0,3,4,0,12,0,10,15,0,21,0,47,18,66,27,16,25,3,150,24,17,30,14,7,0,96,46,15,55,7,6,0,120,205,13,83,5,8,0,314,509,14,95,3,9,3,638,260,0,40,0,4,0,306,108,0,18,0,0,0,126,29,0,7,0,0,0,41,19,0,0,0,0,0,18,3,0,0,0,0,0,4,0,0,5,0,0,0,6,24,4,30,3,18,8,87,1261,141,453,55,124,65,2099
12401,0,0,4,21,0,6,0,0,0,34,37,32,66,26,18,8,171,3371,352,1270,199,107,134,5439,7,16,93,7,19,76,210,3,10,10,7,0,0,34,18,44,51,17,8,0,130,66,141,83,57,7,0,360,77,37,73,20,6,0,222,219,52,163,41,14,6,485,653,35,257,19,16,4,987,1380,36,324,18,8,3,1772,588,4,95,3,4,0,693,162,0,29,0,0,0,199,34,0,8,3,0,0,39,8,0,4,0,0,0,16,3,0,0,0,0,0,3,3,0,10,0,4,0,16,50,25,62,16,13,8,174,3278,394,1259,207,103,95,5341
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12403,0,0,12,22,0,11,0,3,0,35,107,123,100,15,32,21,400,6786,1887,2027,205,274,182,11371,12,90,127,8,15,93,341,0,77,3,16,3,0,97,16,601,33,16,18,8,684,49,337,66,84,4,4,547,71,168,89,36,9,3,371,473,152,176,34,80,9,926,1574,162,396,56,24,15,2231,4238,176,598,24,24,15,5070,1905,12,246,3,16,3,2192,582,3,62,0,4,0,652,109,0,17,0,4,0,135,37,0,3,0,0,0,49,15,0,3,0,0,0,16,13,3,4,0,0,0,21,147,107,84,15,27,26,400,9238,1906,1912,280,233,168,13737
12404,0,0,7,6,0,0,0,3,0,19,34,40,24,6,23,8,140,2236,712,695,124,292,91,4150,4,21,53,0,16,42,125,0,11,3,3,0,0,19,6,80,9,4,4,0,110,24,214,41,33,0,5,318,25,80,40,16,3,0,158,113,93,52,4,88,3,354,457,57,108,5,20,3,654,1196,82,169,12,11,4,1471,528,16,58,0,7,3,605,82,3,9,0,0,0,94,35,0,3,0,0,0,36,9,3,3,0,0,0,15,9,0,0,0,0,0,6,3,0,0,0,4,0,10,41,38,30,8,9,4,131,2528,699,569,92,165,57,4113
12405,0,0,4,11,0,4,0,0,0,18,63,53,42,3,12,8,181,2598,759,889,91,90,69,4500,5,31,55,6,8,33,136,0,27,3,3,0,0,33,3,210,22,7,0,0,248,20,131,34,21,4,0,203,55,53,34,3,3,0,150,152,45,73,9,3,3,283,693,99,156,15,14,3,973,2140,67,312,3,34,17,2574,457,3,70,3,13,3,550,84,0,14,0,0,0,102,12,0,5,0,3,0,25,7,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,5,65,43,38,9,11,3,163,3695,704,823,74,87,64,5455
12501,0,0,12,27,0,7,0,0,0,39,126,55,107,9,19,31,340,5937,843,1469,128,245,131,8761,40,50,152,3,7,56,315,5,46,8,7,3,0,66,28,273,50,14,14,0,388,51,159,82,20,12,0,322,52,49,53,10,7,0,176,151,70,76,13,26,0,337,670,43,183,12,23,3,934,2516,55,406,22,84,14,3091,2982,29,364,3,76,14,3464,1389,5,201,0,32,4,1634,404,4,53,3,5,0,473,178,0,39,0,3,0,222,48,0,7,0,0,0,56,46,0,18,0,0,0,63,177,55,135,30,39,22,458,8746,833,1821,148,333,125,12006
12502,0,0,14,17,0,5,0,0,0,22,46,121,49,11,14,10,255,2674,1815,769,155,175,85,5663,14,152,77,28,11,49,334,0,95,3,7,0,0,103,11,689,15,38,3,9,761,3,276,41,48,8,4,387,18,125,30,14,10,0,188,52,132,33,17,187,3,433,111,100,75,26,40,0,351,700,73,154,12,13,6,953,1398,49,217,0,21,3,1694,835,14,119,0,3,0,977,365,0,49,0,6,0,428,122,0,21,0,3,0,142,45,0,12,0,0,0,54,17,0,3,0,0,0,23,76,88,53,17,18,9,255,3760,1808,907,204,322,82,7084
12503,0,0,7,29,0,12,0,4,3,47,128,247,162,26,26,37,622,7205,3719,2330,434,441,268,14396,43,221,235,30,16,122,665,4,177,12,33,3,0,225,30,1330,56,54,16,9,1494,87,710,116,141,23,11,1090,81,357,106,42,11,7,603,298,283,144,42,29,4,796,975,230,298,56,37,14,1608,4039,214,721,35,156,24,5177,2515,81,519,12,124,19,3267,795,14,143,6,32,11,997,272,4,37,0,7,3,330,50,8,23,0,3,0,86,14,0,10,3,3,0,22,22,0,12,0,0,0,34,168,206,146,41,40,29,635,9396,3828,2564,490,508,258,17031
12504,0,0,13,41,3,14,0,4,0,61,205,156,133,59,36,45,634,12272,2506,2397,511,438,229,18351,24,139,162,23,28,89,462,5,134,10,39,3,6,192,37,920,46,55,28,4,1085,70,398,69,113,21,11,682,86,174,93,32,11,3,407,185,160,126,44,11,6,526,951,133,286,45,48,5,1473,7344,172,867,48,123,18,8564,5266,40,538,9,66,17,5938,1491,8,208,3,9,8,1722,288,3,59,0,9,0,360,92,0,26,3,0,0,120,39,3,15,0,0,0,52,37,0,13,0,3,0,58,241,137,126,42,25,35,601,16154,2406,2652,463,385,196,22250
12601,0,0,21,31,0,3,0,0,0,33,42,9,41,13,10,9,125,2231,131,575,95,74,63,3172,9,10,89,6,3,29,148,0,9,4,11,0,0,15,9,41,16,0,3,0,66,5,19,37,29,7,0,93,11,10,33,3,0,0,60,18,0,24,3,6,0,59,46,8,40,4,21,0,110,329,3,73,31,3,3,446,839,7,96,3,3,0,956,833,7,104,3,7,0,948,346,0,61,0,6,0,411,181,0,16,0,0,0,206,102,0,12,0,0,0,108,67,0,20,0,4,0,89,44,9,34,10,3,6,105,2840,110,653,101,77,52,3832
12602,0,0,105,135,0,38,0,3,3,180,159,100,145,45,34,39,523,9494,1800,2350,423,326,214,14612,34,95,257,10,31,114,538,5,83,9,16,4,3,119,34,672,45,61,6,7,827,45,296,107,72,16,8,534,48,136,71,22,17,6,304,109,106,129,34,81,4,460,615,83,191,33,25,5,953,3498,54,484,30,41,4,4111,3439,30,533,11,30,9,4052,2101,20,325,3,16,4,2474,1223,3,175,5,9,8,1420,461,3,87,3,7,4,562,237,0,42,0,0,0,285,310,0,86,0,10,0,408,186,97,182,55,32,29,586,12350,1684,2726,337,332,203,17635
12701,0,0,0,17,0,3,0,0,3,24,59,133,72,9,19,25,305,2463,1985,1054,133,247,136,6018,6,110,108,10,24,87,351,0,87,3,10,0,0,96,8,579,14,24,18,3,650,9,388,39,14,14,0,468,12,159,35,6,7,0,226,60,169,81,9,56,4,376,226,162,139,14,26,4,565,998,169,299,11,64,11,1550,1485,44,240,5,44,12,1835,898,8,82,0,15,3,1001,147,0,25,0,3,0,180,46,3,3,0,0,0,53,12,0,3,0,0,0,13,9,0,4,0,0,0,15,100,95,72,13,25,14,319,4029,1973,1151,126,297,135,7709
12702,0,0,8,37,0,17,0,5,0,61,157,219,182,24,53,28,665,8098,3592,2686,362,658,298,15697,57,148,284,24,25,113,652,3,140,10,3,0,0,154,36,988,60,31,20,17,1147,106,714,132,96,38,9,1101,132,419,153,40,31,6,781,430,358,220,65,60,8,1143,2300,294,489,74,118,21,3294,3770,365,807,43,242,35,5251,2596,105,385,21,131,19,3248,527,17,83,6,17,3,650,119,3,22,0,3,0,154,41,0,7,0,0,0,52,19,0,8,0,3,0,28,23,0,5,0,0,0,31,176,172,168,28,53,36,633,10337,3725,2835,414,738,266,18313
12703,3,0,11,20,0,9,0,0,0,35,77,171,54,16,46,34,404,6078,2262,1222,223,758,173,10718,20,134,121,11,15,74,364,0,98,0,16,4,3,121,8,732,27,34,12,4,824,51,391,42,59,15,11,569,52,180,54,21,17,3,336,243,180,78,25,325,9,861,1749,147,185,23,120,16,2238,2672,151,347,16,66,18,3270,2141,31,238,6,43,5,2470,601,4,59,0,17,3,682,149,3,23,0,3,0,171,34,0,0,0,0,0,37,7,0,0,0,0,0,11,27,0,3,0,0,0,39,126,138,78,17,47,25,430,7890,2187,1255,235,687,161,12420
12801,0,0,68,88,0,28,0,11,0,128,93,67,74,17,29,16,302,6622,958,1694,216,353,156,10009,10,50,140,13,5,103,325,0,42,0,10,0,0,62,5,403,29,23,7,4,472,17,141,32,59,9,3,262,17,68,52,12,9,0,169,85,41,70,22,112,3,342,476,49,161,15,26,4,717,2000,37,337,3,19,8,2404,2006,12,260,4,13,14,2307,1108,18,137,0,10,4,1276,677,3,87,0,5,3,778,310,0,48,0,3,0,364,157,0,29,0,0,0,180,223,0,40,0,5,0,273,108,56,93,35,17,12,319,7221,930,1508,194,244,144,10242
12802,0,0,21,17,0,5,0,0,0,28,41,43,53,25,15,3,179,3523,820,1059,173,136,72,5791,6,30,78,13,3,58,194,3,38,3,7,0,0,47,6,273,13,31,5,3,327,8,114,15,26,10,3,174,19,78,36,14,7,0,148,41,50,46,12,27,0,175,111,49,96,14,31,0,297,1294,40,209,14,32,3,1595,1008,32,156,3,8,3,1209,698,17,105,3,3,3,829,394,3,68,0,0,0,472,179,0,15,0,0,0,193,56,0,5,0,0,0,60,42,0,13,0,0,0,51,62,48,45,32,9,7,202,3915,767,910,165,138,87,5972
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,0,0,3,18,0,8,0,5,0,37,104,106,93,21,36,25,386,6309,1609,1979,282,280,173,10628,18,75,129,17,34,86,361,19,66,25,21,3,0,136,272,670,158,65,18,16,1199,754,277,264,85,27,9,1417,722,136,309,48,18,4,1242,2583,140,490,34,31,14,3299,2490,23,293,8,25,11,2851,883,8,109,4,23,10,1046,129,0,38,3,10,3,178,24,0,13,0,3,3,44,15,4,7,0,0,0,28,5,0,3,0,0,0,11,4,0,3,0,0,0,9,6,0,10,0,0,4,19,110,91,87,26,24,15,350,8026,1496,1939,314,229,182,12185
20102,0,0,0,3,0,3,0,0,0,10,4,5,30,3,9,8,62,588,142,659,39,138,96,1658,0,7,94,7,18,73,203,0,5,14,8,3,0,36,17,61,60,6,11,3,161,41,17,91,7,7,0,165,61,11,99,0,3,0,182,157,4,103,0,11,0,276,213,8,99,0,10,0,326,100,0,31,0,0,0,136,13,0,9,0,3,0,23,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,15,0,0,0,18,7,8,36,0,14,3,71,626,117,656,30,87,82,1608
20103,0,0,0,5,0,4,0,0,0,6,15,9,50,3,11,3,90,565,201,677,47,124,81,1698,4,13,93,16,24,80,232,0,12,13,3,8,0,35,35,95,111,10,10,8,261,166,35,144,10,20,3,382,139,14,103,0,15,3,274,237,6,93,0,5,0,349,76,0,38,0,3,0,118,13,0,16,0,3,0,31,5,0,4,0,0,0,8,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,8,15,12,33,3,14,0,76,691,195,653,44,104,99,1785
20201,0,0,3,24,0,15,0,0,0,43,89,112,71,17,24,14,333,5186,1546,2235,277,341,146,9732,11,78,124,10,26,89,334,5,61,14,17,0,5,103,140,562,167,37,22,13,942,533,328,280,59,38,8,1249,530,153,310,74,28,11,1105,2089,80,505,66,49,15,2797,2537,24,456,13,37,14,3085,799,8,145,0,17,0,973,79,3,31,0,3,0,114,15,3,13,0,4,0,33,8,0,6,0,0,0,14,7,0,3,0,3,0,6,0,0,3,0,0,0,10,5,0,5,0,3,0,16,75,81,65,18,22,21,295,6833,1388,2118,302,258,177,11073
20202,0,0,3,3,0,13,0,0,0,17,11,23,60,4,21,7,131,1196,302,975,68,165,127,2831,7,15,104,4,25,72,224,5,8,11,12,0,0,40,22,119,80,14,15,0,255,65,39,136,19,6,3,266,83,20,93,21,11,0,230,234,18,150,11,13,4,433,533,6,172,0,17,3,736,331,4,74,0,7,0,423,61,0,17,0,3,0,85,9,0,10,0,0,0,21,0,0,3,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,10,0,0,0,10,31,24,49,3,26,5,128,1388,259,916,81,133,90,2869
20203,0,0,0,0,0,0,0,0,0,3,4,3,23,0,11,3,44,118,58,334,13,91,78,687,0,0,60,3,31,60,151,3,27,12,7,3,0,50,23,13,72,0,16,0,123,47,0,87,4,5,0,147,15,0,41,0,6,0,65,22,0,13,0,5,0,41,8,0,22,0,0,0,36,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,6,3,34,131,41,331,12,84,60,663
20301,0,0,0,0,0,0,0,0,0,3,0,3,22,0,11,4,36,214,27,326,3,63,40,682,0,0,33,0,24,35,97,0,0,0,0,0,0,3,5,9,21,0,9,0,48,3,6,38,9,3,0,62,17,0,48,0,3,0,71,49,3,51,0,4,3,117,111,0,55,0,3,0,171,86,0,30,0,4,3,124,11,0,3,0,0,0,15,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,14,5,39,290,23,313,11,64,46,752
20302,0,0,22,39,0,18,0,7,0,62,188,159,184,39,91,35,692,9827,2734,4021,634,764,353,18334,26,147,252,21,70,175,696,17,114,35,31,13,3,212,150,1061,231,115,53,21,1635,765,425,473,157,75,16,1911,763,214,388,123,60,11,1555,2480,238,746,76,75,22,3647,4732,142,928,40,84,19,5944,2949,26,470,26,56,15,3546,542,8,118,0,12,4,680,149,0,31,3,8,0,186,39,0,24,0,0,0,60,22,0,23,0,3,0,45,7,0,7,0,0,0,21,31,0,23,0,4,0,54,225,156,167,47,76,32,703,12883,2546,3903,646,597,320,20899
20303,0,0,3,8,0,19,0,7,0,35,57,7,59,3,19,3,148,3036,118,1402,73,177,168,4972,8,7,134,3,22,147,314,4,5,10,15,3,0,37,19,46,66,8,10,0,146,61,16,111,6,4,0,201,97,7,103,17,15,3,235,434,3,179,14,13,6,644,1054,4,271,0,16,3,1349,1449,5,260,0,9,4,1732,444,0,100,0,6,0,552,102,0,14,0,0,0,124,24,0,11,0,0,0,36,11,0,0,0,3,0,14,4,0,0,0,3,0,12,8,0,12,0,3,0,23,58,5,62,3,23,4,166,3793,88,1322,71,125,169,5573
20401,0,0,0,6,0,14,0,9,0,34,49,37,85,3,93,7,272,1690,558,1219,44,624,195,4328,9,27,155,19,102,152,467,3,22,18,4,11,0,63,47,192,141,14,41,7,436,225,102,214,7,33,9,598,255,49,161,5,26,7,502,546,20,221,0,161,4,949,686,4,161,0,81,5,940,197,7,48,0,16,5,271,17,3,11,0,4,0,39,3,0,7,0,8,0,15,3,0,0,0,0,0,6,3,0,0,0,3,0,7,0,0,0,0,0,0,4,19,0,21,0,4,0,43,37,30,70,4,61,12,214,2054,450,1226,53,569,205,4548
20402,0,0,0,3,0,13,0,3,0,17,46,43,63,19,20,12,198,1907,753,1057,96,174,157,4146,7,37,127,6,33,91,301,4,32,13,8,3,3,67,82,313,132,24,23,0,583,479,129,217,23,28,10,889,315,60,173,5,13,0,567,623,51,182,6,18,3,882,469,11,106,0,3,0,593,156,3,31,0,0,0,192,9,0,3,0,0,0,18,4,0,3,0,0,0,7,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,11,30,51,49,6,21,12,172,2178,703,1051,75,144,130,4282
20403,0,0,3,80,0,91,0,24,3,207,68,94,96,15,64,23,350,3530,1169,1744,94,576,232,7344,4,51,174,9,61,112,411,6,37,33,3,13,0,90,119,444,172,18,23,7,789,474,194,314,29,39,7,1049,459,147,256,5,30,6,911,940,54,299,5,203,9,1513,1243,19,214,3,87,10,1571,703,6,81,0,15,3,803,59,0,20,0,19,0,99,13,3,11,0,4,0,23,6,0,7,0,7,0,26,4,0,12,0,4,0,15,3,0,5,0,0,0,9,66,0,89,0,28,0,186,67,60,101,13,47,4,290,4161,1017,1781,82,579,168,7785
20501,0,0,0,3,0,3,0,0,0,6,43,33,55,3,14,16,157,1633,372,940,44,181,125,3296,3,19,133,3,30,72,261,0,11,12,0,7,3,42,26,133,73,17,22,3,278,131,55,134,12,43,8,379,166,25,151,4,17,3,360,619,31,189,0,13,3,854,832,3,159,0,7,11,1002,296,0,46,0,0,0,347,21,0,12,0,0,0,33,7,0,8,0,0,0,16,0,0,3,0,0,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,6,30,16,51,7,14,3,117,2145,289,978,42,149,106,3707
20502,0,0,4,7,0,11,0,4,0,21,19,24,63,9,35,11,158,1698,570,1104,137,340,182,4035,10,14,136,0,54,121,333,4,34,19,20,11,3,94,54,191,124,32,50,6,459,231,129,187,23,51,4,632,234,52,167,22,23,0,495,561,46,193,14,17,3,835,607,9,111,3,3,4,738,224,3,36,3,7,3,273,9,0,4,0,0,0,11,4,0,3,0,4,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,9,0,0,0,15,30,19,54,12,36,3,154,1969,500,1047,122,268,155,4062
20503,0,0,5,13,0,14,0,3,3,35,77,27,119,9,75,14,316,2807,399,1540,108,379,244,5475,8,19,183,10,73,188,490,3,36,23,12,12,0,91,56,172,139,31,31,3,427,215,83,250,26,41,7,629,394,27,254,13,27,10,717,1067,19,302,10,34,8,1443,848,8,156,0,13,6,1031,273,3,49,4,11,5,345,13,3,17,0,0,0,37,7,0,3,0,6,0,16,5,0,0,0,0,0,6,5,0,3,0,0,0,5,0,0,4,0,0,0,4,9,0,16,0,5,0,30,42,29,82,7,59,14,226,2954,395,1485,123,305,241,5503
20504,0,0,0,17,0,9,0,0,0,26,63,86,60,11,38,19,277,3909,1454,1289,212,218,163,7244,7,119,126,20,21,62,365,24,215,26,18,7,3,292,437,457,176,15,21,15,1125,1090,304,325,77,56,10,1862,648,60,255,27,25,7,1019,993,25,264,9,17,8,1319,769,12,131,5,9,0,928,278,5,46,3,11,5,346,22,0,9,0,0,0,31,3,0,3,0,0,0,6,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,16,70,62,64,12,17,5,229,4350,1264,1439,188,185,122,7550
20505,0,0,0,6,0,6,0,0,0,14,27,31,34,3,45,3,138,1770,476,838,79,354,152,3664,6,37,117,11,72,120,365,7,32,16,3,14,0,67,88,209,118,13,36,7,463,295,106,178,22,32,4,628,288,18,118,14,20,4,461,540,10,124,9,65,5,743,447,10,69,3,53,3,576,238,0,32,0,14,0,285,43,0,9,0,4,0,56,7,0,0,0,0,0,9,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,13,36,24,66,8,38,6,180,1993,438,844,80,355,147,3850
20601,0,0,15,73,0,19,0,3,0,95,171,65,125,16,22,26,424,8561,759,2347,125,152,185,12134,25,39,197,9,5,101,378,12,41,12,13,3,0,80,51,349,56,26,11,5,498,144,100,130,26,11,4,411,199,47,96,14,7,3,367,898,40,188,23,23,3,1173,2187,44,438,4,14,5,2694,3578,28,505,6,18,7,4145,2269,5,334,3,12,5,2630,1003,3,165,0,15,3,1195,402,3,80,0,0,0,493,134,0,41,0,3,0,175,55,0,23,0,0,0,80,110,0,28,0,3,0,141,161,37,99,14,14,22,350,11227,737,2389,141,138,160,14804
20602,0,0,14,57,0,14,0,3,0,72,84,58,57,6,8,13,231,5297,667,1246,105,75,100,7494,15,56,95,7,4,74,252,0,39,9,17,0,3,61,18,290,36,9,9,3,367,81,64,68,17,3,0,226,179,49,44,10,5,0,286,781,24,88,15,0,4,913,1275,30,190,15,12,7,1525,1318,13,240,8,6,7,1586,1221,4,188,0,9,4,1421,706,3,87,0,3,0,801,293,0,43,0,0,0,339,103,0,34,3,0,0,139,40,0,9,0,0,0,48,62,0,14,0,0,0,75,97,39,52,8,9,8,215,6194,606,1186,108,61,110,8267
20603,0,0,10,41,3,15,0,0,0,58,95,122,86,14,10,13,342,5497,1884,1413,148,96,133,9169,15,137,128,7,9,77,379,5,112,11,4,0,0,138,33,713,52,13,13,5,826,97,281,87,48,4,3,523,109,123,61,7,3,0,301,719,161,118,21,9,5,1037,1696,134,283,29,28,4,2170,2419,23,298,10,8,7,2769,1084,8,163,0,5,3,1269,448,7,59,0,0,3,515,183,3,24,0,0,0,214,65,3,19,0,0,0,90,35,0,9,0,0,0,40,70,0,15,0,3,0,82,116,112,59,29,7,19,347,7106,1821,1369,169,94,131,10695
20604,11,3,285,443,0,124,0,30,4,606,385,131,247,36,83,41,926,18695,2316,4105,610,585,337,26644,105,115,614,29,68,217,1139,6,141,11,7,4,0,164,77,882,122,33,22,9,1137,176,389,211,82,41,5,898,165,173,163,53,14,4,575,831,258,350,105,76,6,1630,2985,261,639,152,129,21,4180,7884,130,999,83,169,25,9291,7577,47,973,46,117,29,8786,4583,25,620,18,86,11,5342,1896,9,299,5,32,11,2251,874,3,170,4,16,3,1072,431,0,106,0,15,0,558,782,0,235,0,29,9,1054,552,145,377,57,96,46,1278,28896,2581,5886,671,910,400,39349
20605,0,0,272,434,0,94,0,3,4,536,278,121,137,11,33,39,622,16672,1992,3679,218,182,294,23031,36,107,249,11,18,118,534,15,106,18,13,0,0,146,32,967,60,48,3,6,1126,130,351,150,134,8,10,787,201,159,101,63,3,11,537,1080,89,231,32,9,5,1451,3097,76,475,30,25,9,3710,5655,46,700,12,25,16,6447,3617,12,510,0,10,15,4163,1966,4,338,0,10,6,2328,1063,0,161,3,4,3,1235,575,3,101,0,3,0,681,301,0,64,0,0,3,369,627,0,106,0,4,4,748,306,108,155,26,25,22,646,18698,2020,3418,377,151,227,24897
