SA3_CODE_2016,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_Owned_Outright_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_Owned_with_mortgage_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_Real_Estate_Agent_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_ST_House_Auth_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_Psn_NI_SameHsehld_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_Oth_Llord_Type_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_Llord_Type_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_FUA,C16_OO_DS_OD,C16_OO_DS_NS_,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_FUA,C16_OWM_DS_OD,C16_OWM_DS_NS_,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_FUA,C16_R_REA_DS_OD,C16_R_REA_DS_NS_,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_FUA,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS_,C16_R_STHA_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemiDRTHT,C16_R_PNISH_DS_FUA,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS_,C16_R_PNISH_Tot,C16_R_HCCCG_DS_Sep_house,C16_R_HCCCG_DS_SemiDRTHT,C16_R_HCCCG_DS_FUA,C16_R_HCCCG_DS_OD,C16_R_HCCCG_DS_NS_,C16_R_HCCCG_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemiDRTHT,C16_R_OLT_DS_FUA,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS_,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemiDRTHT,C16_R_LT_NS_DS_FUA,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS_,C16_R_LT_NS_T,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_FUA,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS_,C16_R_T_T,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT
12103,14305,522,1692,5,8,16534,10889,204,576,4,7,11677,1810,137,779,14,0,2743,33,0,0,0,0,31,678,56,250,13,0,1004,29,6,92,0,0,134,97,10,18,0,0,124,111,12,30,0,0,149,2758,225,1177,26,3,4186,114,16,200,0,0,327,904,41,274,3,0,1225,28976,1006,3919,39,18,33957,13829,739,1986,9,10,16569,11422,312,1406,6,10,13151,1990,234,1597,3,9,3832,22,0,11,0,0,29,735,78,401,3,12,1230,33,23,97,0,4,162,56,13,38,3,0,109,85,4,44,0,0,136,2919,356,2188,11,28,5503,110,72,174,0,0,351,899,108,447,4,4,1455,29178,1585,6191,31,52,37035,12999,912,2413,3,19,16348,12050,301,2210,6,12,14581,2051,196,2805,10,14,5074,21,0,11,0,0,26,710,48,496,7,11,1275,47,11,104,0,3,165,67,7,70,4,6,156,76,10,33,0,0,128,2972,276,3515,16,47,6831,143,23
12104,3784,1833,4916,38,5,10571,2653,1548,3990,65,3,8260,929,1384,10594,143,3,13052,23,23,472,0,0,521,415,434,2389,44,6,3290,15,10,74,3,0,95,19,24,122,4,0,172,50,36,172,4,0,260,1440,1916,13820,203,10,17390,35,17,157,3,0,223,617,455,3262,49,4,4386,8534,5775,26146,358,16,40830,3947,1834,5136,25,27,10969,2738,1653,4975,16,22,9404,877,1409,11343,52,29,13711,10,90,403,0,0,501,404,418,2415,17,9,3274,14,8,74,0,0,96,28,22,112,0,8,165,35,28,137,0,0,200,1371,1980,14481,68,46,17943,40,26,149,3,0,227,472,378,2825,23,8,3704,8567,5865,27562,143,110,42248,3641,2114,5807,16,32,11600,2529,1738,4953,11,16,9243,604,1183,12890,59,37,14771,0,32,457,0,3,494,265,368,2404,20,6,3070,8,16,96,0,3,126,16,10,106,9,3,146,33,23,142,0,5,203,928,1630,16095,96,57,18806,44,23
12201,2803,491,1714,16,3,5030,2173,458,1022,7,5,3659,550,314,2584,28,0,3472,57,20,178,0,0,253,254,113,723,12,0,1105,7,3,41,0,0,44,30,40,34,3,0,95,27,17,73,0,0,114,919,509,3620,42,0,5090,21,3,64,0,0,87,346,122,999,31,3,1505,6260,1579,7425,93,12,15370,2700,590,1638,9,0,4936,2469,549,1375,4,0,4406,569,414,2960,20,12,3967,48,33,182,0,0,256,222,149,813,9,4,1192,14,3,59,0,0,70,20,25,29,0,0,80,18,12,45,0,0,73,881,640,4079,32,17,5651,32,5,48,0,0,78,250,113,785,37,0,1187,6337,1894,7925,83,21,16255,2592,825,1743,12,6,5173,2399,693,1382,9,9,4493,459,404,3185,32,14,4090,27,17,177,0,0,231,173,162,764,22,13,1126,8,0,51,0,0,61,6,18,28,0,0,59,17,10,41,0,0,72,691,615,4247,50,26,5627,19,11
12202,6415,586,596,126,4,7726,5922,453,478,13,4,6869,1101,218,714,16,0,2054,4,0,0,0,0,4,729,101,340,17,0,1198,24,18,23,0,0,65,50,7,14,23,0,96,84,8,28,4,0,130,1991,363,1122,68,0,3544,138,52,29,3,0,227,971,97,279,38,0,1389,15434,1553,2510,254,12,19756,6141,834,874,66,3,7918,6255,716,606,13,0,7592,1146,273,743,51,0,2222,8,3,0,0,0,12,747,151,321,22,0,1247,10,4,51,0,0,67,63,15,28,11,0,113,82,16,22,3,4,130,2053,460,1166,90,5,3779,76,84,100,3,0,264,621,141,231,36,0,1034,15151,2240,2985,208,11,20588,6354,825,1127,121,29,8449,6321,601,822,19,15,7778,1028,239,966,41,43,2315,3,0,8,0,0,9,564,122,285,18,19,1010,13,28,23,0,0,63,31,16,13,20,5,83,43,7,10,3,3,74,1679,410,1301,91,80,3556,75,184
12203,13388,940,2830,45,0,17206,12439,637,3824,20,0,16918,2239,392,5542,46,0,8222,258,195,423,0,0,877,1165,171,1307,31,0,2682,54,129,215,0,0,402,98,80,81,4,0,262,154,38,139,5,0,342,3969,1003,7712,89,4,12782,133,173,310,3,0,613,1124,198,1732,18,0,3065,31053,2948,16416,178,6,50594,13072,924,3017,30,3,17050,13185,783,4873,13,11,18860,2228,496,5695,26,9,8455,205,209,487,0,0,896,1202,271,1445,32,9,2966,45,85,290,0,0,415,105,70,96,12,3,288,132,29,107,3,0,270,3907,1158,8128,75,25,13290,171,162,364,0,0,704,1016,206,1276,22,3,2524,31359,3233,17654,147,38,52439,12485,1189,3209,28,28,16930,13525,763,4727,22,32,19065,2336,483,6663,35,40,9560,155,361,310,0,0,830,1043,182,1348,34,47,2651,28,124,207,0,0,358,72,66,83,21,3,249,90,27,87,0,6,204,3722,1249,8695,90,104,13864,150,302
12301,3086,115,55,35,0,3289,7695,85,17,7,0,7804,1617,135,65,0,0,1820,218,37,57,0,0,316,460,19,18,8,0,500,18,9,3,0,0,36,35,4,0,5,0,47,45,0,4,0,0,51,2394,202,143,24,0,2766,38,73,18,0,0,129,545,40,28,5,0,619,13755,523,257,71,4,14605,3577,246,69,47,3,3946,8961,310,30,0,13,9313,1709,163,79,0,0,1961,207,78,32,0,0,324,505,44,21,3,0,572,26,25,4,0,0,54,29,0,0,6,0,38,25,3,5,0,0,42,2512,320,144,11,4,2992,37,87,13,3,0,140,457,63,34,3,0,564,15545,1029,292,68,24,16953,4446,291,44,40,7,4815,10080,334,20,0,3,10442,2284,383,60,0,8,2749,225,80,31,0,0,334,498,67,5,0,3,580,24,16,0,0,3,44,57,7,0,11,0,76,33,5,0,0,0,46,3127,566,102,16,16,3826,49,102
12302,9887,936,103,29,3,10964,17570,1582,140,10,5,19297,4053,1657,586,14,4,6311,3170,2460,210,7,7,5849,1326,308,78,10,0,1718,114,75,5,0,0,199,127,26,13,11,3,176,188,78,20,0,0,284,8973,4603,910,40,8,14533,159,43,31,3,0,240,2191,703,178,102,3,3169,38773,7861,1363,183,21,48203,10313,988,230,68,3,11604,17694,2084,274,63,3,20118,4237,1717,557,21,0,6532,3194,1758,342,0,5,5307,1516,356,117,6,0,1999,120,93,53,0,0,270,167,23,21,21,0,226,115,27,16,3,0,165,9353,3979,1110,55,9,14504,178,53,114,0,0,356,1971,590,199,12,4,2779,39511,7696,1937,199,23,49360,10811,1125,305,26,20,12294,17284,2051,329,22,20,19709,5780,2145,1055,32,31,9041,2707,2038,173,0,6,4926,1488,345,80,5,10,1934,111,117,39,0,10,275,156,34,21,8,6,228,154,33,8,3,14,211,10395,4716,1371,53,82,16616,227,137
12303,3461,113,28,23,3,3630,5352,36,15,18,0,5418,870,66,49,16,0,998,115,15,19,0,0,143,414,11,14,6,0,446,50,4,0,0,0,55,99,14,4,34,0,148,93,3,7,6,0,111,1640,110,90,59,0,1900,73,4,3,3,0,75,564,21,10,13,0,602,11087,284,144,113,3,11626,3493,181,43,28,3,3739,5575,51,16,11,0,5660,968,69,49,15,0,1105,96,15,22,0,0,134,461,30,17,13,0,523,44,5,33,0,0,82,111,0,6,26,0,144,81,4,9,5,0,94,1760,125,137,56,3,2077,58,38,10,5,0,109,553,21,21,30,0,629,11437,419,226,131,5,12211,3772,240,16,22,15,4056,6155,75,16,13,17,6275,1095,98,56,9,8,1261,98,35,13,0,0,141,411,20,11,14,4,453,34,23,0,0,0,55,72,3,0,45,3,124,61,0,0,3,0,65,1763,174,72,70,15,2099,67,105
12401,9771,289,80,12,0,10152,10787,72,36,14,0,10913,2947,241,281,15,0,3480,196,74,144,0,0,412,1062,48,69,8,0,1189,80,47,28,0,0,155,91,3,3,3,0,103,113,4,20,0,0,147,4492,412,542,29,0,5477,85,119,24,0,0,229,1273,69,79,13,4,1439,26413,960,771,67,5,28209,9998,455,79,9,6,10541,11171,186,50,11,3,11415,2786,328,238,10,3,3371,166,139,48,0,0,352,1104,81,68,13,3,1270,82,80,35,0,0,199,84,14,9,3,0,107,116,9,6,0,0,134,4339,653,418,24,9,5439,163,102,26,0,0,293,1336,111,56,69,0,1574,27010,1505,623,106,16,29267,10790,425,43,16,29,11304,11145,132,50,17,20,11361,2654,334,263,10,17,3278,161,143,87,0,0,394,1097,88,49,7,17,1259,60,86,53,0,4,207,68,8,7,12,10,103,82,6,3,0,4,95,4128,677,464,35,43,5341,124,136
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
12403,9923,396,409,189,3,10923,16437,672,355,18,7,17487,3782,1514,1244,13,0,6552,934,454,406,0,0,1795,1468,240,146,24,0,1884,60,35,53,0,0,148,284,23,14,34,0,351,157,32,27,3,0,216,6688,2298,1889,70,3,10945,98,15,71,4,0,183,1466,244,309,54,3,2076,34615,3623,3037,335,14,41621,9957,824,411,119,8,11325,16711,1253,751,15,6,18735,3813,1541,1407,15,3,6786,835,568,482,0,0,1887,1499,301,206,24,5,2027,60,82,54,0,10,205,205,19,26,15,0,274,133,26,22,0,0,182,6550,2541,2200,59,20,11371,109,40,20,3,33,204,1407,287,380,64,34,2177,34740,4942,3755,268,97,43809,10653,959,229,113,18,11970,17637,1307,406,14,31,19399,5630,1951,1564,27,62,9238,718,774,412,0,0,1906,1445,288,149,9,19,1912,68,106,100,0,3,280,174,34,16,9,3,233,123,22,20,0,3,168,8155,3176,2259,50,92,13737,156,56
12404,2767,285,77,6,0,3138,3900,218,63,7,0,4194,1193,598,315,25,0,2134,517,165,110,0,0,796,456,85,53,3,0,598,39,29,5,0,0,77,242,68,21,0,0,335,65,17,9,0,0,92,2512,969,515,28,0,4026,55,24,0,0,0,79,560,121,72,5,0,758,9792,1614,727,45,0,12185,2756,351,77,13,3,3200,3975,353,89,4,0,4426,1222,645,329,34,0,2236,458,149,102,0,0,712,497,126,57,15,0,695,71,30,28,0,0,124,206,65,15,8,0,292,60,20,4,3,0,91,2511,1033,533,60,0,4150,58,13,14,4,0,91,446,104,59,37,0,650,9755,1854,767,125,5,12506,2935,381,77,8,11,3413,3727,388,39,4,21,4173,1446,815,216,20,30,2528,459,229,8,0,3,699,428,97,27,0,16,569,51,32,7,0,0,92,120,35,3,3,4,165,42,9,0,0,3,57,2548,1228,258,26,52,4113,74,13
12405,4138,180,58,12,4,4388,6942,264,56,11,10,7284,1622,471,275,8,0,2375,521,123,113,0,0,754,705,72,22,7,0,802,20,17,9,0,0,51,73,4,0,0,0,85,80,9,15,3,0,108,3030,696,431,22,0,4176,40,8,0,0,0,42,813,109,92,4,0,1018,14961,1251,642,47,15,16911,4191,193,75,0,0,4458,6887,489,159,3,0,7537,1709,573,313,7,0,2598,478,194,87,0,0,759,718,98,61,7,0,889,29,43,21,0,0,91,85,3,0,0,0,90,54,8,11,0,0,69,3070,923,489,18,0,4500,52,3,7,0,0,59,756,133,85,3,0,976,14960,1738,812,23,3,17529,4203,174,50,0,5,4431,6229,513,80,3,4,6834,2442,746,470,17,24,3695,434,142,121,0,0,704,683,91,44,3,6,823,32,25,16,0,0,74,61,11,11,0,5,87,54,5,3,0,0,64,3706,1028,664,26,32,5455,74,8
12501,4398,325,641,27,30,5421,3390,673,1397,33,61,5550,1577,484,3128,29,32,5244,299,240,250,0,0,794,636,117,426,18,8,1201,45,19,46,0,0,114,138,25,65,4,0,225,79,21,54,0,0,153,2769,902,3969,53,36,7724,66,9,20,0,0,104,947,170,1180,25,21,2342,11572,2086,7209,133,149,21146,4226,547,832,8,6,5619,3927,977,2294,6,4,7216,1427,606,3884,13,9,5937,247,251,341,3,6,843,700,166,585,17,3,1469,41,39,57,0,0,128,125,19,92,4,0,245,61,15,50,0,0,131,2599,1089,5012,39,21,8761,83,19,39,0,0,138,769,213,931,21,0,1936,11612,2842,9112,75,24,23671,4131,590,1085,26,8,5834,3428,1115,2872,29,23,7461,1723,827,6099,69,33,8746,203,242,385,7,0,833,809,203,769,23,11,1821,39,30,76,0,0,148,158,54,106,3,4,333,73,10,45,0,0,125,2994,1371,7481,105,54,12006,57,15
12502,6060,618,226,3,0,6914,4763,1057,299,4,0,6125,1342,661,488,6,0,2506,909,330,658,0,0,1895,438,135,68,0,0,649,13,11,63,0,0,89,43,47,10,0,0,104,93,31,18,0,0,145,2841,1220,1307,7,0,5377,45,8,78,0,0,134,709,200,241,3,0,1156,14411,3105,2153,28,3,19699,5826,673,282,11,7,6801,5114,1429,631,4,31,7206,1383,691,565,23,11,2674,819,310,669,3,9,1815,476,168,118,6,7,769,29,23,99,0,0,155,44,99,27,0,0,175,53,14,12,0,0,85,2803,1306,1492,40,19,5663,77,26,76,0,0,176,521,176,257,3,0,962,14338,3614,2744,53,61,20807,5455,901,294,5,12,6666,4865,1966,635,6,18,7487,1585,1169,948,28,32,3760,729,473,607,3,0,1808,494,245,157,6,7,907,34,56,107,0,3,204,141,170,10,0,4,322,44,24,9,0,0,82,3025,2138,1837,40,42,7084,80,27
12503,12194,726,532,31,25,13503,9643,1002,964,14,16,11642,3079,800,2743,54,7,6685,1730,470,1313,3,3,3521,1512,180,303,19,0,2014,67,95,77,0,0,241,256,29,54,6,0,342,185,31,64,3,0,289,6831,1602,4561,92,9,13097,138,82,24,0,0,248,2074,352,994,20,3,3444,30881,3762,7076,155,52,41928,11389,941,615,18,8,12970,10547,1766,1516,36,13,13881,3108,956,3061,45,26,7205,1493,823,1392,0,6,3719,1624,288,379,26,9,2330,125,134,182,0,0,434,308,35,75,8,3,441,175,38,55,3,3,268,6838,2271,5150,87,50,14396,214,40,50,0,0,304,1911,377,968,31,11,3294,30896,5392,8307,174,83,44853,10756,1099,700,37,13,12600,10155,2173,1675,55,26,14084,3771,1472,4003,88,65,9396,1266,1120,1439,3,3,3828,1647,366,479,28,39,2564,84,236,169,0,0,490,349,71,76,9,6,508,146,43,54,3,3,258,7258,3303,6224,132,112,17031,186,96
12504,8252,809,1109,11,6,10185,7010,1448,2873,11,12,11362,2103,1288,7985,26,9,11405,501,685,1082,0,3,2269,832,237,867,18,0,1959,60,136,184,0,0,382,106,36,137,8,0,289,122,36,129,3,0,288,3733,2417,10377,56,11,16597,77,91,348,0,0,509,1070,375,1889,82,152,3570,20139,5134,16597,159,184,42212,7974,794,1602,3,3,10384,7694,2002,4110,3,4,13811,2277,1350,8611,6,18,12272,530,668,1302,8,0,2506,928,299,1146,9,12,2397,76,143,287,0,0,511,107,155,165,3,6,438,96,27,109,0,0,229,4020,2641,11615,35,43,18351,124,83,264,0,0,478,934,368,1750,61,3,3122,20750,5885,19347,105,54,46145,7405,908,1736,10,21,10085,7196,2347,3931,43,40,13563,2508,1876,11587,96,84,16154,414,792,1191,3,7,2406,873,342,1392,26,21,2652,44,137,277,0,3,463,115,130,122,3,13,385,67,35,85,3,4,196,4020,3310,14655,135,131,22250,84,46
12601,5247,435,411,18,3,6111,3876,294,349,7,3,4529,904,222,983,0,3,2110,35,59,12,0,0,105,299,54,135,0,0,494,12,10,3,0,0,28,50,26,4,0,0,79,49,12,20,0,0,78,1347,385,1155,4,3,2903,34,44,17,0,0,90,414,79,210,3,0,702,10918,1235,2138,33,13,14330,5354,414,442,3,0,6209,4197,334,474,7,0,5014,916,217,1087,10,0,2231,45,23,62,0,0,131,340,47,177,6,0,575,17,3,72,0,0,95,42,24,11,3,0,74,42,3,15,0,0,63,1407,321,1422,23,0,3172,44,29,55,0,0,127,261,38,121,4,0,418,11264,1132,2514,29,4,14944,5090,431,480,0,4,6008,4287,414,642,4,6,5356,1000,376,1445,11,10,2840,28,48,35,0,0,110,356,63,222,4,4,653,22,4,70,0,0,101,39,11,19,0,0,77,30,3,15,0,0,52,1488,510,1808,14,15,3832,47,30
12602,11400,1571,1666,55,17,14716,8126,1819,2099,8,15,12072,1975,1406,5281,33,3,8701,351,392,977,0,0,1719,847,329,808,25,0,2003,75,85,175,0,0,344,60,150,75,15,0,305,146,43,92,3,0,276,3454,2411,7399,80,5,13348,111,92,198,0,0,404,1264,465,1538,38,13,3304,24357,6351,12905,178,47,43835,10863,1643,1840,56,3,14411,8628,1911,2916,8,0,13464,2041,1426,5988,39,10,9494,263,502,1031,0,3,1800,976,395,949,29,3,2350,75,100,248,0,0,423,90,126,101,17,0,326,102,33,81,3,0,214,3537,2579,8391,82,17,14612,126,75,213,3,3,414,956,273,921,19,0,2169,24108,6483,14280,166,27,45066,10365,2002,1946,41,34,14383,8575,2205,3251,14,33,14078,2176,1914,8143,65,52,12350,224,604,854,0,0,1684,1032,430,1223,19,20,2726,38,155,136,0,14,337,95,119,94,16,12,332,103,46,56,3,3,203,3662,3264,10511,99,97,17635,137,128
12701,5001,146,12,7,0,5163,8986,470,25,11,0,9494,1806,288,32,3,0,2127,1266,269,460,0,0,1991,790,45,3,6,0,852,56,16,25,0,0,96,186,7,3,0,0,197,162,10,18,0,0,193,4260,641,542,11,0,5459,81,7,9,0,0,92,1440,172,121,72,0,1813,19770,1430,714,110,0,22026,5439,322,10,83,5,5856,9027,869,18,9,3,9926,2027,391,40,3,0,2463,1194,235,547,0,0,1985,950,85,18,0,0,1054,64,22,48,0,0,133,218,8,6,9,0,247,115,10,12,0,3,136,4563,752,671,17,7,6018,120,9,3,3,0,134,1378,127,154,15,0,1667,20530,2078,854,122,15,23607,6601,220,5,11,28,6862,12024,646,13,12,34,12727,3472,470,50,6,15,4029,1122,296,539,0,10,1973,1024,92,18,7,7,1151,72,17,35,0,0,126,252,17,10,4,13,297,122,5,4,0,3,135,6063,905,664,20,52,7709,146,26
12702,15526,792,784,47,5,17156,13666,1452,1092,3,9,16224,3965,1171,2431,53,6,7625,1843,1285,474,0,3,3608,1755,257,307,9,3,2337,134,115,69,0,0,312,449,68,90,32,0,644,238,44,61,0,0,346,8390,2938,3432,99,15,14874,158,30,25,3,0,216,2595,477,790,48,3,3905,40332,5691,6122,204,30,52374,15183,1336,735,34,15,17297,13776,2122,1172,10,16,17095,4172,1398,2480,34,12,8098,1741,1312,540,0,0,3592,1933,382,354,15,6,2686,165,135,57,0,3,362,428,97,92,42,0,658,206,41,47,3,0,298,8637,3362,3577,94,17,15697,261,53,39,0,0,345,2343,442,546,16,3,3348,40198,7324,6065,146,54,53785,15576,1002,880,104,18,17584,12785,1735,989,80,33,15629,5236,1625,3266,115,98,10337,1369,1678,667,9,9,3725,1951,386,435,33,28,2835,123,149,132,7,3,414,457,92,125,52,9,738,169,36,59,3,0,266,9299,3959,4682,223,153,18313,239,76
12703,6347,532,455,14,0,7349,9143,1095,1014,10,9,11271,2115,1001,2383,8,4,5513,921,437,723,0,0,2076,677,126,231,6,0,1048,71,58,60,0,0,184,735,64,79,4,3,884,118,34,47,0,0,200,4640,1714,3525,27,5,9912,62,65,23,0,0,152,1502,373,873,7,3,2761,21694,3792,5894,59,20,31444,6536,628,545,5,5,7716,10150,1512,1302,3,9,12973,2430,1024,2611,9,8,6078,824,572,864,0,0,2262,767,188,259,10,3,1222,51,70,97,0,0,223,613,69,61,4,6,758,94,27,49,0,0,173,4775,1954,3946,24,19,10718,95,58,30,0,4,184,1255,461,1042,16,5,2769,22812,4610,6859,41,41,34357,7133,520,638,9,5,8302,10648,1367,1196,18,27,13267,2951,1281,3601,27,24,7890,721,666,793,0,15,2187,776,160,302,0,9,1255,43,87,106,0,3,235,536,76,70,4,5,687,91,19,48,0,7,161,5111,2288,4924,29,57,12420,155,56
12801,10879,1895,2035,37,17,14859,8558,1279,2326,15,9,12174,1414,818,4179,31,9,6454,149,265,540,0,0,949,664,190,773,28,0,1655,42,39,85,0,0,167,66,175,50,35,0,322,89,30,90,4,0,216,2421,1523,5715,96,10,9771,93,37,141,0,0,278,1077,314,1394,41,0,2825,23022,5045,11619,183,32,39905,10518,2098,2263,60,5,14948,9233,1464,2797,7,3,13511,1472,882,4226,43,3,6622,128,224,607,0,0,958,671,189,814,29,0,1694,51,26,136,0,0,216,84,185,53,33,3,353,81,9,63,3,0,156,2489,1515,5893,107,7,10009,97,38,176,0,0,305,833,297,1039,27,0,2194,23170,5406,12163,209,10,40967,9960,2432,2458,65,13,14930,9337,1739,2636,19,25,13752,1507,973,4650,63,27,7221,100,359,463,0,3,930,535,218,717,26,17,1508,26,61,110,0,0,194,53,142,28,20,0,244,73,24,51,5,0,144,2294,1774,6014,115,45,10242,90,65
