STE_NAME16	Year	Age5yr	LabourForceStatus	adults
New South Wales	2006	60-64	Unemployed (looking for full-time work)	4024
New South Wales	2006	60-64	Unemployed (looking for part-time work)	2654
New South Wales	2006	65-69		17694
New South Wales	2006	65-69	Employed (away from work)	2408
New South Wales	2006	65-69	Employed (full-time)	21486
New South Wales	2006	65-69	Employed (hours worked not stated)	1423
New South Wales	2006	65-69	Employed (part-time)	20760
New South Wales	2006	65-69	Not in the labour force	189704
New South Wales	2006	65-69	Unemployed (looking for full-time work)	341
New South Wales	2006	65-69	Unemployed (looking for part-time work)	607
New South Wales	2006	70-74		17992
New South Wales	2006	70-74	Employed (away from work)	1007
New South Wales	2006	70-74	Employed (full-time)	6137
New South Wales	2006	70-74	Employed (hours worked not stated)	754
New South Wales	2006	70-74	Employed (part-time)	8633
New South Wales	2006	70-74	Not in the labour force	176066
New South Wales	2006	70-74	Unemployed (looking for full-time work)	103
New South Wales	2006	70-74	Unemployed (looking for part-time work)	212
New South Wales	2006	75+		54625
New South Wales	2006	75+	Employed (away from work)	970
New South Wales	2006	75+	Employed (full-time)	4539
New South Wales	2006	75+	Employed (hours worked not stated)	1202
New South Wales	2006	75+	Employed (part-time)	6010
New South Wales	2006	75+	Not in the labour force	372774
New South Wales	2006	75+	Unemployed (looking for full-time work)	171
New South Wales	2006	75+	Unemployed (looking for part-time work)	168
New South Wales	2011	15-19		19951
New South Wales	2011	15-19	Employed (away from work)	7682
New South Wales	2011	15-19	Employed (full-time)	43168
New South Wales	2011	15-19	Employed (hours worked not stated)	6204
New South Wales	2011	15-19	Employed (part-time)	104626
New South Wales	2011	15-19	Not in the labour force	229089
New South Wales	2011	15-19	Unemployed (looking for full-time work)	12513
New South Wales	2011	15-19	Unemployed (looking for part-time work)	20189
New South Wales	2011	20-24		26736
New South Wales	2011	20-24	Employed (away from work)	10021
New South Wales	2011	20-24	Employed (full-time)	165460
New South Wales	2011	20-24	Employed (hours worked not stated)	9293
New South Wales	2011	20-24	Employed (part-time)	107537
New South Wales	2011	20-24	Not in the labour force	96886
New South Wales	2011	20-24	Unemployed (looking for full-time work)	19635
New South Wales	2011	20-24	Unemployed (looking for part-time work)	14118
New South Wales	2011	25-29		29672
New South Wales	2011	25-29	Employed (away from work)	13134
New South Wales	2011	25-29	Employed (full-time)	249573
New South Wales	2011	25-29	Employed (hours worked not stated)	7956
New South Wales	2011	25-29	Employed (part-time)	73164
New South Wales	2011	25-29	Not in the labour force	77277
New South Wales	2011	25-29	Unemployed (looking for full-time work)	15457
New South Wales	2011	25-29	Unemployed (looking for part-time work)	6932
New South Wales	2011	30-34		26495
New South Wales	2011	30-34	Employed (away from work)	16690
New South Wales	2011	30-34	Employed (full-time)	242654
New South Wales	2011	30-34	Employed (hours worked not stated)	6674
New South Wales	2011	30-34	Employed (part-time)	78062
New South Wales	2011	30-34	Not in the labour force	79717
New South Wales	2011	30-34	Unemployed (looking for full-time work)	12086
New South Wales	2011	30-34	Unemployed (looking for part-time work)	5951
New South Wales	2011	35-39		24919
New South Wales	2011	35-39	Employed (away from work)	14283
New South Wales	2011	35-39	Employed (full-time)	245565
New South Wales	2011	35-39	Employed (hours worked not stated)	7079
New South Wales	2011	35-39	Employed (part-time)	95571
New South Wales	2011	35-39	Not in the labour force	82827
New South Wales	2011	35-39	Unemployed (looking for full-time work)	11486
New South Wales	2011	35-39	Unemployed (looking for part-time work)	6385
New South Wales	2011	40-44		23455
New South Wales	2011	40-44	Employed (away from work)	10706
New South Wales	2011	40-44	Employed (full-time)	245968
New South Wales	2011	40-44	Employed (hours worked not stated)	7429
New South Wales	2011	40-44	Employed (part-time)	99659
New South Wales	2011	40-44	Not in the labour force	78716
New South Wales	2011	40-44	Unemployed (looking for full-time work)	11218
New South Wales	2011	40-44	Unemployed (looking for part-time work)	6345
New South Wales	2011	45-49		22568
New South Wales	2011	45-49	Employed (away from work)	10277
New South Wales	2011	45-49	Employed (full-time)	251181
New South Wales	2011	45-49	Employed (hours worked not stated)	7483
New South Wales	2011	45-49	Employed (part-time)	96199
New South Wales	2011	45-49	Not in the labour force	77085
New South Wales	2011	45-49	Unemployed (looking for full-time work)	11123
New South Wales	2011	45-49	Unemployed (looking for part-time work)	5520
New South Wales	2011	50-54		22333
New South Wales	2011	50-54	Employed (away from work)	11635
New South Wales	2011	50-54	Employed (full-time)	237036
New South Wales	2011	50-54	Employed (hours worked not stated)	6586
New South Wales	2011	50-54	Employed (part-time)	89691
New South Wales	2011	50-54	Not in the labour force	87012
New South Wales	2011	50-54	Unemployed (looking for full-time work)	9941
New South Wales	2011	50-54	Unemployed (looking for part-time work)	4790
New South Wales	2011	55-59		19916
New South Wales	2011	55-59	Employed (away from work)	11400
New South Wales	2011	55-59	Employed (full-time)	178770
New South Wales	2011	55-59	Employed (hours worked not stated)	4972
New South Wales	2011	55-59	Employed (part-time)	77083
New South Wales	2011	55-59	Not in the labour force	115703
New South Wales	2011	55-59	Unemployed (looking for full-time work)	7599
New South Wales	2011	55-59	Unemployed (looking for part-time work)	4171
New South Wales	2011	60-64		19068
New South Wales	2011	60-64	Employed (away from work)	8295
New South Wales	2011	60-64	Employed (full-time)	102980
New South Wales	2011	60-64	Employed (hours worked not stated)	3501
New South Wales	2011	60-64	Employed (part-time)	65112
New South Wales	2011	60-64	Not in the labour force	183044
New South Wales	2011	60-64	Unemployed (looking for full-time work)	4892
New South Wales	2011	60-64	Unemployed (looking for part-time work)	3790
New South Wales	2011	65-69		16913
New South Wales	2011	65-69	Employed (away from work)	3564
New South Wales	2011	65-69	Employed (full-time)	32817
New South Wales	2011	65-69	Employed (hours worked not stated)	1656
New South Wales	2011	65-69	Employed (part-time)	32326
New South Wales	2011	65-69	Not in the labour force	215497
New South Wales	2011	65-69	Unemployed (looking for full-time work)	532
New South Wales	2011	65-69	Unemployed (looking for part-time work)	1023
New South Wales	2011	70-74		15653
New South Wales	2011	70-74	Employed (away from work)	1316
New South Wales	2011	70-74	Employed (full-time)	8644
New South Wales	2011	70-74	Employed (hours worked not stated)	869
New South Wales	2011	70-74	Employed (part-time)	13034
New South Wales	2011	70-74	Not in the labour force	197327
New South Wales	2011	70-74	Unemployed (looking for full-time work)	142
New South Wales	2011	70-74	Unemployed (looking for part-time work)	375
New South Wales	2011	75+		49341
New South Wales	2011	75+	Employed (away from work)	1113
New South Wales	2011	75+	Employed (full-time)	4107
New South Wales	2011	75+	Employed (hours worked not stated)	1116
New South Wales	2011	75+	Employed (part-time)	7394
New South Wales	2011	75+	Not in the labour force	413085
New South Wales	2011	75+	Unemployed (looking for full-time work)	86
New South Wales	2011	75+	Unemployed (looking for part-time work)	237
New South Wales	2016	15-19		21846
New South Wales	2016	15-19	Employed (away from work)	6389
New South Wales	2016	15-19	Employed (full-time)	35319
New South Wales	2016	15-19	Employed (hours worked not stated)	4908
New South Wales	2016	15-19	Employed (part-time)	115455
New South Wales	2016	15-19	Not in the labour force	228161
New South Wales	2016	15-19	Unemployed (looking for full-time work)	10504
New South Wales	2016	15-19	Unemployed (looking for part-time work)	25849
New South Wales	2016	20-24		30936
New South Wales	2016	20-24	Employed (away from work)	8481
New South Wales	2016	20-24	Employed (full-time)	159903
New South Wales	2016	20-24	Employed (hours worked not stated)	8743
New South Wales	2016	20-24	Employed (part-time)	134291
New South Wales	2016	20-24	Not in the labour force	108944
New South Wales	2016	20-24	Unemployed (looking for full-time work)	19451
New South Wales	2016	20-24	Unemployed (looking for part-time work)	18915
New South Wales	2016	25-29		36859
New South Wales	2016	25-29	Employed (away from work)	12072
New South Wales	2016	25-29	Employed (full-time)	266632
New South Wales	2016	25-29	Employed (hours worked not stated)	8344
New South Wales	2016	25-29	Employed (part-time)	92542
New South Wales	2016	25-29	Not in the labour force	84588
New South Wales	2016	25-29	Unemployed (looking for full-time work)	16475
New South Wales	2016	25-29	Unemployed (looking for part-time work)	9651
New South Wales	2016	30-34		35243
New South Wales	2016	30-34	Employed (away from work)	17715
New South Wales	2016	30-34	Employed (full-time)	279470
New South Wales	2016	30-34	Employed (hours worked not stated)	7689
New South Wales	2016	30-34	Employed (part-time)	95012
New South Wales	2016	30-34	Not in the labour force	84189
New South Wales	2016	30-34	Unemployed (looking for full-time work)	13611
New South Wales	2016	30-34	Unemployed (looking for part-time work)	7434
New South Wales	2016	35-39		29802
New South Wales	2016	35-39	Employed (away from work)	12693
New South Wales	2016	35-39	Employed (full-time)	256218
New South Wales	2016	35-39	Employed (hours worked not stated)	6534
New South Wales	2016	35-39	Employed (part-time)	97679
New South Wales	2016	35-39	Not in the labour force	78033
New South Wales	2016	35-39	Unemployed (looking for full-time work)	11945
New South Wales	2016	35-39	Unemployed (looking for part-time work)	6817
New South Wales	2016	40-44		28770
New South Wales	2016	40-44	Employed (away from work)	8526
New South Wales	2016	40-44	Employed (full-time)	262391
New South Wales	2016	40-44	Employed (hours worked not stated)	6169
New South Wales	2016	40-44	Employed (part-time)	103165
New South Wales	2016	40-44	Not in the labour force	75750
New South Wales	2016	40-44	Unemployed (looking for full-time work)	11556
New South Wales	2016	40-44	Unemployed (looking for part-time work)	6843
New South Wales	2016	45-49		28445
New South Wales	2016	45-49	Employed (away from work)	7635
New South Wales	2016	45-49	Employed (full-time)	256163
New South Wales	2016	45-49	Employed (hours worked not stated)	6171
New South Wales	2016	45-49	Employed (part-time)	98609
New South Wales	2016	45-49	Not in the labour force	77509
New South Wales	2016	45-49	Unemployed (looking for full-time work)	11726
New South Wales	2016	45-49	Unemployed (looking for part-time work)	6174
New South Wales	2016	50-54		28345
New South Wales	2016	50-54	Employed (away from work)	8865
New South Wales	2016	50-54	Employed (full-time)	241925
New South Wales	2016	50-54	Employed (hours worked not stated)	5791
New South Wales	2016	50-54	Employed (part-time)	94795
New South Wales	2016	50-54	Not in the labour force	88836
New South Wales	2016	50-54	Unemployed (looking for full-time work)	11165
New South Wales	2016	50-54	Unemployed (looking for part-time work)	5810
New South Wales	2016	55-59		27972
New South Wales	2016	55-59	Employed (away from work)	10211
New South Wales	2016	55-59	Employed (full-time)	200497
New South Wales	2016	55-59	Employed (hours worked not stated)	4712
New South Wales	2016	55-59	Employed (part-time)	90436
New South Wales	2016	55-59	Not in the labour force	120290
New South Wales	2016	55-59	Unemployed (looking for full-time work)	9554
New South Wales	2016	55-59	Unemployed (looking for part-time work)	6048
New South Wales	2016	60-64		25835
New South Wales	2016	60-64	Employed (away from work)	8222
New South Wales	2016	60-64	Employed (full-time)	115047
New South Wales	2016	60-64	Employed (hours worked not stated)	3388
New South Wales	2016	60-64	Employed (part-time)	74988
New South Wales	2016	60-64	Not in the labour force	180506
New South Wales	2016	60-64	Unemployed (looking for full-time work)	6642
New South Wales	2016	60-64	Unemployed (looking for part-time work)	5417
New South Wales	2016	65-69		25441
New South Wales	2016	65-69	Employed (away from work)	4258
New South Wales	2016	65-69	Employed (full-time)	42804
New South Wales	2016	65-69	Employed (hours worked not stated)	1902
New South Wales	2016	65-69	Employed (part-time)	44293
New South Wales	2016	65-69	Not in the labour force	263210
New South Wales	2016	65-69	Unemployed (looking for full-time work)	910
New South Wales	2016	65-69	Unemployed (looking for part-time work)	1654
New South Wales	2016	70-74		21590
New South Wales	2016	70-74	Employed (away from work)	1581
New South Wales	2016	70-74	Employed (full-time)	12247
New South Wales	2016	70-74	Employed (hours worked not stated)	1081
New South Wales	2016	70-74	Employed (part-time)	19497
New South Wales	2016	70-74	Not in the labour force	235718
New South Wales	2016	70-74	Unemployed (looking for full-time work)	225
New South Wales	2016	70-74	Unemployed (looking for part-time work)	612
New South Wales	2016	75+		58697
New South Wales	2016	75+	Employed (away from work)	1001
New South Wales	2016	75+	Employed (full-time)	5912
New South Wales	2016	75+	Employed (hours worked not stated)	1577
New South Wales	2016	75+	Employed (part-time)	10389
New South Wales	2016	75+	Not in the labour force	462487
New South Wales	2016	75+	Unemployed (looking for full-time work)	215
New South Wales	2016	75+	Unemployed (looking for part-time work)	336
Victoria	2006	15-19		15988
Victoria	2006	15-19	Employed (away from work)	4854
Victoria	2006	15-19	Employed (full-time)	32806
Victoria	2006	15-19	Employed (hours worked not stated)	7050
Victoria	2006	15-19	Employed (part-time)	88398
Victoria	2006	15-19	Not in the labour force	164392
Victoria	2006	15-19	Unemployed (looking for full-time work)	8457
Victoria	2006	15-19	Unemployed (looking for part-time work)	13242
Victoria	2006	20-24		21405
Victoria	2006	20-24	Employed (away from work)	6654
Victoria	2006	20-24	Employed (full-time)	132390
Victoria	2006	20-24	Employed (hours worked not stated)	8851
Victoria	2006	20-24	Employed (part-time)	81857
Victoria	2006	20-24	Not in the labour force	64620
Victoria	2006	20-24	Unemployed (looking for full-time work)	13759
Victoria	2006	20-24	Unemployed (looking for part-time work)	9174
Victoria	2006	25-29		20019
Victoria	2006	25-29	Employed (away from work)	8055
Victoria	2006	25-29	Employed (full-time)	180253
Victoria	2006	25-29	Employed (hours worked not stated)	6167
Victoria	2006	25-29	Employed (part-time)	46540
Victoria	2006	25-29	Not in the labour force	48235
Victoria	2006	25-29	Unemployed (looking for full-time work)	10324
Victoria	2006	25-29	Unemployed (looking for part-time work)	4230
Victoria	2006	30-34		19503
Victoria	2006	30-34	Employed (away from work)	11102
Victoria	2006	30-34	Employed (full-time)	183630
Victoria	2006	30-34	Employed (hours worked not stated)	6218
Victoria	2006	30-34	Employed (part-time)	58613
Victoria	2006	30-34	Not in the labour force	61993
Victoria	2006	30-34	Unemployed (looking for full-time work)	8940
Victoria	2006	30-34	Unemployed (looking for part-time work)	4054
Victoria	2006	35-39		19380
Victoria	2006	35-39	Employed (away from work)	10189
Victoria	2006	35-39	Employed (full-time)	182741
Victoria	2006	35-39	Employed (hours worked not stated)	6853
Victoria	2006	35-39	Employed (part-time)	75751
Victoria	2006	35-39	Not in the labour force	67436
Victoria	2006	35-39	Unemployed (looking for full-time work)	8210
Victoria	2006	35-39	Unemployed (looking for part-time work)	4477
Victoria	2006	40-44		17974
Victoria	2006	40-44	Employed (away from work)	8170
Victoria	2006	40-44	Employed (full-time)	184345
Victoria	2006	40-44	Employed (hours worked not stated)	7051
Victoria	2006	40-44	Employed (part-time)	79015
Victoria	2006	40-44	Not in the labour force	57523
Victoria	2006	40-44	Unemployed (looking for full-time work)	7893
Victoria	2006	40-44	Unemployed (looking for part-time work)	4329
Victoria	2006	45-49		16801
Victoria	2006	45-49	Employed (away from work)	7977
Victoria	2006	45-49	Employed (full-time)	187847
Victoria	2006	45-49	Employed (hours worked not stated)	6858
Victoria	2006	45-49	Employed (part-time)	73843
Victoria	2006	45-49	Not in the labour force	52423
Victoria	2006	45-49	Unemployed (looking for full-time work)	7330
Victoria	2006	45-49	Unemployed (looking for part-time work)	3424
Victoria	2006	50-54		15331
Victoria	2006	50-54	Employed (away from work)	8692
Victoria	2006	50-54	Employed (full-time)	164001
Victoria	2006	50-54	Employed (hours worked not stated)	5624
Victoria	2006	50-54	Employed (part-time)	61256
Victoria	2006	50-54	Not in the labour force	58989
Victoria	2006	50-54	Unemployed (looking for full-time work)	6455
Victoria	2006	50-54	Unemployed (looking for part-time work)	2672
Victoria	2006	55-59		15038
Victoria	2006	55-59	Employed (away from work)	8022
Victoria	2006	55-59	Employed (full-time)	118637
Victoria	2006	55-59	Employed (hours worked not stated)	4201
Victoria	2006	55-59	Employed (part-time)	55057
Victoria	2006	55-59	Not in the labour force	92205
Victoria	2006	55-59	Unemployed (looking for full-time work)	5082
Victoria	2006	55-59	Unemployed (looking for part-time work)	2631
Victoria	2006	60-64		12978
Victoria	2006	60-64	Employed (away from work)	5152
Victoria	2006	60-64	Employed (full-time)	55683
Victoria	2006	60-64	Employed (hours worked not stated)	2447
Victoria	2006	60-64	Employed (part-time)	35846
Victoria	2006	60-64	Not in the labour force	117095
Victoria	2006	60-64	Unemployed (looking for full-time work)	2667
Victoria	2006	60-64	Unemployed (looking for part-time work)	1725
Victoria	2006	65-69		12879
Victoria	2006	65-69	Employed (away from work)	2001
Victoria	2006	65-69	Employed (full-time)	15662
Victoria	2006	65-69	Employed (hours worked not stated)	1101
Victoria	2006	65-69	Employed (part-time)	15963
Victoria	2006	65-69	Not in the labour force	140150
Victoria	2006	65-69	Unemployed (looking for full-time work)	227
Victoria	2006	65-69	Unemployed (looking for part-time work)	372
Victoria	2006	70-74		13633
Victoria	2006	70-74	Employed (away from work)	813
Victoria	2006	70-74	Employed (full-time)	4228
Victoria	2006	70-74	Employed (hours worked not stated)	569
Victoria	2006	70-74	Employed (part-time)	6275
Victoria	2006	70-74	Not in the labour force	131450
Victoria	2006	70-74	Unemployed (looking for full-time work)	73
Victoria	2006	70-74	Unemployed (looking for part-time work)	131
Victoria	2006	75+		46131
Victoria	2006	75+	Employed (away from work)	810
Victoria	2006	75+	Employed (full-time)	3238
Victoria	2006	75+	Employed (hours worked not stated)	896
Victoria	2006	75+	Employed (part-time)	4183
Victoria	2006	75+	Not in the labour force	273856
Victoria	2006	75+	Unemployed (looking for full-time work)	129
Victoria	2006	75+	Unemployed (looking for part-time work)	137
Victoria	2011	15-19		13836
Victoria	2011	15-19	Employed (away from work)	5230
Victoria	2011	15-19	Employed (full-time)	28407
Victoria	2011	15-19	Employed (hours worked not stated)	5055
Victoria	2011	15-19	Employed (part-time)	89459
Victoria	2011	15-19	Not in the labour force	178152
Victoria	2011	15-19	Unemployed (looking for full-time work)	7658
Victoria	2011	15-19	Unemployed (looking for part-time work)	17545
Victoria	2011	20-24		19750
Victoria	2011	20-24	Employed (away from work)	8242
Victoria	2011	20-24	Employed (full-time)	134624
Victoria	2011	20-24	Employed (hours worked not stated)	7890
Victoria	2011	20-24	Employed (part-time)	97893
Victoria	2011	20-24	Not in the labour force	80258
Victoria	2011	20-24	Unemployed (looking for full-time work)	14519
Victoria	2011	20-24	Unemployed (looking for part-time work)	11938
Victoria	2011	25-29		21638
Victoria	2011	25-29	Employed (away from work)	10777
Victoria	2011	25-29	Employed (full-time)	211609
Victoria	2011	25-29	Employed (hours worked not stated)	6601
Victoria	2011	25-29	Employed (part-time)	62464
Victoria	2011	25-29	Not in the labour force	58111
Victoria	2011	25-29	Unemployed (looking for full-time work)	12030
Victoria	2011	25-29	Unemployed (looking for part-time work)	5435
Victoria	2011	30-34		18481
Victoria	2011	30-34	Employed (away from work)	13408
Victoria	2011	30-34	Employed (full-time)	196887
Victoria	2011	30-34	Employed (hours worked not stated)	5221
Victoria	2011	30-34	Employed (part-time)	63050
Victoria	2011	30-34	Not in the labour force	61599
Victoria	2011	30-34	Unemployed (looking for full-time work)	9101
Victoria	2011	30-34	Unemployed (looking for part-time work)	4462
Victoria	2011	35-39		17187
Victoria	2011	35-39	Employed (away from work)	11964
Victoria	2011	35-39	Employed (full-time)	190849
Victoria	2011	35-39	Employed (hours worked not stated)	5603
Victoria	2011	35-39	Employed (part-time)	78952
Victoria	2011	35-39	Not in the labour force	65923
Victoria	2011	35-39	Unemployed (looking for full-time work)	8201
Victoria	2011	35-39	Unemployed (looking for part-time work)	4734
Victoria	2011	40-44		16832
Victoria	2011	40-44	Employed (away from work)	9189
Victoria	2011	40-44	Employed (full-time)	197061
Victoria	2011	40-44	Employed (hours worked not stated)	5985
Victoria	2011	40-44	Employed (part-time)	87375
Victoria	2011	40-44	Not in the labour force	61897
Victoria	2011	40-44	Unemployed (looking for full-time work)	8155
Victoria	2011	40-44	Unemployed (looking for part-time work)	4706
Victoria	2011	45-49		15592
Victoria	2011	45-49	Employed (away from work)	8367
Victoria	2011	45-49	Employed (full-time)	195665
Victoria	2011	45-49	Employed (hours worked not stated)	5776
Victoria	2011	45-49	Employed (part-time)	80304
Victoria	2011	45-49	Not in the labour force	55284
Victoria	2011	45-49	Unemployed (looking for full-time work)	7508
Victoria	2011	45-49	Unemployed (looking for part-time work)	3874
Victoria	2011	50-54		14771
Victoria	2011	50-54	Employed (away from work)	9849
Victoria	2011	50-54	Employed (full-time)	181451
Victoria	2011	50-54	Employed (hours worked not stated)	5174
Victoria	2011	50-54	Employed (part-time)	73043
Victoria	2011	50-54	Not in the labour force	60084
Victoria	2011	50-54	Unemployed (looking for full-time work)	6531
Victoria	2011	50-54	Unemployed (looking for part-time work)	3205
Victoria	2011	55-59		13507
Victoria	2011	55-59	Employed (away from work)	9229
Victoria	2011	55-59	Employed (full-time)	136336
Victoria	2011	55-59	Employed (hours worked not stated)	3752
Victoria	2011	55-59	Employed (part-time)	63680
Victoria	2011	55-59	Not in the labour force	82860
Victoria	2011	55-59	Unemployed (looking for full-time work)	5210
Victoria	2011	55-59	Unemployed (looking for part-time work)	2866
Victoria	2011	60-64		13461
Victoria	2011	60-64	Employed (away from work)	7541
Victoria	2011	60-64	Employed (full-time)	77689
Victoria	2011	60-64	Employed (hours worked not stated)	2753
Victoria	2011	60-64	Employed (part-time)	54253
Victoria	2011	60-64	Not in the labour force	132509
Victoria	2011	60-64	Unemployed (looking for full-time work)	3210
Victoria	2011	60-64	Unemployed (looking for part-time work)	2393
Victoria	2011	65-69		12333
Victoria	2011	65-69	Employed (away from work)	3037
Victoria	2011	65-69	Employed (full-time)	23777
Victoria	2011	65-69	Employed (hours worked not stated)	1356
Victoria	2011	65-69	Employed (part-time)	25875
Victoria	2011	65-69	Not in the labour force	157518
Victoria	2011	65-69	Unemployed (looking for full-time work)	351
Victoria	2011	65-69	Unemployed (looking for part-time work)	670
Victoria	2011	70-74		11906
Victoria	2011	70-74	Employed (away from work)	1088
Victoria	2011	70-74	Employed (full-time)	5989
Victoria	2011	70-74	Employed (hours worked not stated)	703
Victoria	2011	70-74	Employed (part-time)	10020
Victoria	2011	70-74	Not in the labour force	147245
Victoria	2011	70-74	Unemployed (looking for full-time work)	109
Victoria	2011	70-74	Unemployed (looking for part-time work)	243
Victoria	2011	75+		38881
Victoria	2011	75+	Employed (away from work)	865
Victoria	2011	75+	Employed (full-time)	2922
Victoria	2011	75+	Employed (hours worked not stated)	872
Victoria	2011	75+	Employed (part-time)	5477
Victoria	2011	75+	Not in the labour force	310148
Victoria	2011	75+	Unemployed (looking for full-time work)	78
Victoria	2011	75+	Unemployed (looking for part-time work)	116
Victoria	2016	15-19		16832
Victoria	2016	15-19	Employed (away from work)	4293
Victoria	2016	15-19	Employed (full-time)	19907
Victoria	2016	15-19	Employed (hours worked not stated)	3751
Victoria	2016	15-19	Employed (part-time)	96643
Victoria	2016	15-19	Not in the labour force	182855
Victoria	2016	15-19	Unemployed (looking for full-time work)	6751
Victoria	2016	15-19	Unemployed (looking for part-time work)	25304
Victoria	2016	20-24		24629
Victoria	2016	20-24	Employed (away from work)	6949
Victoria	2016	20-24	Employed (full-time)	119296
Victoria	2016	20-24	Employed (hours worked not stated)	6922
Victoria	2016	20-24	Employed (part-time)	123036
Victoria	2016	20-24	Not in the labour force	96916
Victoria	2016	20-24	Unemployed (looking for full-time work)	16751
Victoria	2016	20-24	Unemployed (looking for part-time work)	19301
Victoria	2016	25-29		28825
Victoria	2016	25-29	Employed (away from work)	9859
Victoria	2016	25-29	Employed (full-time)	221336
Victoria	2016	25-29	Employed (hours worked not stated)	6902
Victoria	2016	25-29	Employed (part-time)	81395
Victoria	2016	25-29	Not in the labour force	68959
Victoria	2016	25-29	Unemployed (looking for full-time work)	15378
Victoria	2016	25-29	Unemployed (looking for part-time work)	8613
Victoria	2016	30-34		28037
Victoria	2016	30-34	Employed (away from work)	15338
Victoria	2016	30-34	Employed (full-time)	230106
Victoria	2016	30-34	Employed (hours worked not stated)	6068
Victoria	2016	30-34	Employed (part-time)	81078
Victoria	2016	30-34	Not in the labour force	69058
Victoria	2016	30-34	Unemployed (looking for full-time work)	12097
Victoria	2016	30-34	Unemployed (looking for part-time work)	6145
Victoria	2016	35-39		23080
Victoria	2016	35-39	Employed (away from work)	11301
