STE_NAME16	Year	Age5yr	MaritalStatus	Sex	persons
New South Wales	2006	45-49	Married	F	158268
New South Wales	2006	45-49	Married	M	155264
New South Wales	2006	45-49	Never married	F	28407
New South Wales	2006	45-49	Never married	M	39747
New South Wales	2006	45-49	Separated	F	13686
New South Wales	2006	45-49	Separated	M	10810
New South Wales	2006	45-49	Widowed	F	4561
New South Wales	2006	45-49	Widowed	M	1384
New South Wales	2006	50-54	Divorced	F	35800
New South Wales	2006	50-54	Divorced	M	28061
New South Wales	2006	50-54	Married	F	144350
New South Wales	2006	50-54	Married	M	144656
New South Wales	2006	50-54	Never married	F	18810
New South Wales	2006	50-54	Never married	M	26750
New South Wales	2006	50-54	Separated	F	11070
New South Wales	2006	50-54	Separated	M	10140
New South Wales	2006	50-54	Widowed	F	7398
New South Wales	2006	50-54	Widowed	M	2073
New South Wales	2006	55-59	Divorced	F	33368
New South Wales	2006	55-59	Divorced	M	27274
New South Wales	2006	55-59	Married	F	134588
New South Wales	2006	55-59	Married	M	142846
New South Wales	2006	55-59	Never married	F	12518
New South Wales	2006	55-59	Never married	M	18492
New South Wales	2006	55-59	Separated	F	8651
New South Wales	2006	55-59	Separated	M	8918
New South Wales	2006	55-59	Widowed	F	11818
New South Wales	2006	55-59	Widowed	M	3437
New South Wales	2006	60-64	Divorced	F	23658
New South Wales	2006	60-64	Divorced	M	20082
New South Wales	2006	60-64	Married	F	104441
New South Wales	2006	60-64	Married	M	116476
New South Wales	2006	60-64	Never married	F	7630
New South Wales	2006	60-64	Never married	M	12274
New South Wales	2006	60-64	Separated	F	5843
New South Wales	2006	60-64	Separated	M	6076
New South Wales	2006	60-64	Widowed	F	16880
New South Wales	2006	60-64	Widowed	M	4271
New South Wales	2006	65-69	Divorced	F	15396
New South Wales	2006	65-69	Divorced	M	13421
New South Wales	2006	65-69	Married	F	80823
New South Wales	2006	65-69	Married	M	92730
New South Wales	2006	65-69	Never married	F	5461
New South Wales	2006	65-69	Never married	M	8489
New South Wales	2006	65-69	Separated	F	3684
New South Wales	2006	65-69	Separated	M	4496
New South Wales	2006	65-69	Widowed	F	24097
New South Wales	2006	65-69	Widowed	M	5822
New South Wales	2006	70-74	Divorced	F	9974
New South Wales	2006	70-74	Divorced	M	8427
New South Wales	2006	70-74	Married	F	60230
New South Wales	2006	70-74	Married	M	74450
New South Wales	2006	70-74	Never married	F	4433
New South Wales	2006	70-74	Never married	M	6737
New South Wales	2006	70-74	Separated	F	2406
New South Wales	2006	70-74	Separated	M	3022
New South Wales	2006	70-74	Widowed	F	33312
New South Wales	2006	70-74	Widowed	M	7916
New South Wales	2006	75-79	Divorced	F	6964
New South Wales	2006	75-79	Divorced	M	5510
New South Wales	2006	75-79	Married	F	43946
New South Wales	2006	75-79	Married	M	60987
New South Wales	2006	75-79	Never married	F	4354
New South Wales	2006	75-79	Never married	M	5332
New South Wales	2006	75-79	Separated	F	1534
New South Wales	2006	75-79	Separated	M	2024
New South Wales	2006	75-79	Widowed	F	46171
New South Wales	2006	75-79	Widowed	M	11270
New South Wales	2006	80-84	Divorced	F	4202
New South Wales	2006	80-84	Divorced	M	2762
New South Wales	2006	80-84	Married	F	24317
New South Wales	2006	80-84	Married	M	37957
New South Wales	2006	80-84	Never married	F	3708
New South Wales	2006	80-84	Never married	M	3010
New South Wales	2006	80-84	Separated	F	723
New South Wales	2006	80-84	Separated	M	991
New South Wales	2006	80-84	Widowed	F	50670
New South Wales	2006	80-84	Widowed	M	12370
New South Wales	2006	85+	Divorced	F	2338
New South Wales	2006	85+	Divorced	M	1221
New South Wales	2006	85+	Married	F	10002
New South Wales	2006	85+	Married	M	18973
New South Wales	2006	85+	Never married	F	4045
New South Wales	2006	85+	Never married	M	1960
New South Wales	2006	85+	Separated	F	370
New South Wales	2006	85+	Separated	M	539
New South Wales	2006	85+	Widowed	F	58869
New South Wales	2006	85+	Widowed	M	13336
New South Wales	2011	15-19	Divorced	F	126
New South Wales	2011	15-19	Divorced	M	153
New South Wales	2011	15-19	Married	F	936
New South Wales	2011	15-19	Married	M	467
New South Wales	2011	15-19	Never married	F	213891
New South Wales	2011	15-19	Never married	M	227359
New South Wales	2011	15-19	Separated	F	123
New South Wales	2011	15-19	Separated	M	123
New South Wales	2011	15-19	Widowed	F	116
New South Wales	2011	15-19	Widowed	M	123
New South Wales	2011	20-24	Divorced	F	597
New South Wales	2011	20-24	Divorced	M	327
New South Wales	2011	20-24	Married	F	21514
New South Wales	2011	20-24	Married	M	9351
New South Wales	2011	20-24	Never married	F	199092
New South Wales	2011	20-24	Never married	M	216605
New South Wales	2011	20-24	Separated	F	1338
New South Wales	2011	20-24	Separated	M	513
New South Wales	2011	20-24	Widowed	F	193
New South Wales	2011	20-24	Widowed	M	161
New South Wales	2011	25-29	Divorced	F	3982
New South Wales	2011	25-29	Divorced	M	2046
New South Wales	2011	25-29	Married	F	88111
New South Wales	2011	25-29	Married	M	59012
New South Wales	2011	25-29	Never married	F	142296
New South Wales	2011	25-29	Never married	M	170083
New South Wales	2011	25-29	Separated	F	4730
New South Wales	2011	25-29	Separated	M	2367
New South Wales	2011	25-29	Widowed	F	348
New South Wales	2011	25-29	Widowed	M	187
New South Wales	2011	30-34	Divorced	F	9724
New South Wales	2011	30-34	Divorced	M	5957
New South Wales	2011	30-34	Married	F	134546
New South Wales	2011	30-34	Married	M	115356
New South Wales	2011	30-34	Never married	F	85203
New South Wales	2011	30-34	Never married	M	104235
New South Wales	2011	30-34	Separated	F	7653
New South Wales	2011	30-34	Separated	M	4824
New South Wales	2011	30-34	Widowed	F	600
New South Wales	2011	30-34	Widowed	M	242
New South Wales	2011	35-39	Divorced	F	18924
New South Wales	2011	35-39	Divorced	M	12020
New South Wales	2011	35-39	Married	F	156199
New South Wales	2011	35-39	Married	M	144721
New South Wales	2011	35-39	Never married	F	61653
New South Wales	2011	35-39	Never married	M	74428
New South Wales	2011	35-39	Separated	F	11192
New South Wales	2011	35-39	Separated	M	7329
New South Wales	2011	35-39	Widowed	F	1242
New South Wales	2011	35-39	Widowed	M	419
New South Wales	2011	40-44	Divorced	F	28708
New South Wales	2011	40-44	Divorced	M	18554
New South Wales	2011	40-44	Married	F	157695
New South Wales	2011	40-44	Married	M	147835
New South Wales	2011	40-44	Never married	F	46608
New South Wales	2011	40-44	Never married	M	58319
New South Wales	2011	40-44	Separated	F	13173
New South Wales	2011	40-44	Separated	M	9453
New South Wales	2011	40-44	Widowed	F	2423
New South Wales	2011	40-44	Widowed	M	726
New South Wales	2011	45-49	Divorced	F	36123
New South Wales	2011	45-49	Divorced	M	25335
New South Wales	2011	45-49	Married	F	154750
New South Wales	2011	45-49	Married	M	152039
New South Wales	2011	45-49	Never married	F	35818
New South Wales	2011	45-49	Never married	M	47747
New South Wales	2011	45-49	Separated	F	13719
New South Wales	2011	45-49	Separated	M	10426
New South Wales	2011	45-49	Widowed	F	4145
New South Wales	2011	45-49	Widowed	M	1329
New South Wales	2011	50-54	Divorced	F	40595
New South Wales	2011	50-54	Divorced	M	30124
New South Wales	2011	50-54	Married	F	151456
New South Wales	2011	50-54	Married	M	150283
New South Wales	2011	50-54	Never married	F	26821
New South Wales	2011	50-54	Never married	M	36861
New South Wales	2011	50-54	Separated	F	12842
New South Wales	2011	50-54	Separated	M	10953
New South Wales	2011	50-54	Widowed	F	6980
New South Wales	2011	50-54	Widowed	M	2102
New South Wales	2011	55-59	Divorced	F	37766
New South Wales	2011	55-59	Divorced	M	29642
New South Wales	2011	55-59	Married	F	137045
New South Wales	2011	55-59	Married	M	139105
New South Wales	2011	55-59	Never married	F	17763
New South Wales	2011	55-59	Never married	M	24978
New South Wales	2011	55-59	Separated	F	9999
New South Wales	2011	55-59	Separated	M	9313
New South Wales	2011	55-59	Widowed	F	10930
New South Wales	2011	55-59	Widowed	M	3076
New South Wales	2011	60-64	Divorced	F	33970
New South Wales	2011	60-64	Divorced	M	27256
New South Wales	2011	60-64	Married	F	126221
New South Wales	2011	60-64	Married	M	136795
New South Wales	2011	60-64	Never married	F	11638
New South Wales	2011	60-64	Never married	M	16958
New South Wales	2011	60-64	Separated	F	7798
New South Wales	2011	60-64	Separated	M	8138
New South Wales	2011	60-64	Widowed	F	17030
New South Wales	2011	60-64	Widowed	M	4873
New South Wales	2011	65-69	Divorced	F	23352
New South Wales	2011	65-69	Divorced	M	19087
New South Wales	2011	65-69	Married	F	94897
New South Wales	2011	65-69	Married	M	108729
New South Wales	2011	65-69	Never married	F	7085
New South Wales	2011	65-69	Never married	M	10834
New South Wales	2011	65-69	Separated	F	4873
New South Wales	2011	65-69	Separated	M	5698
New South Wales	2011	65-69	Widowed	F	23459
New South Wales	2011	65-69	Widowed	M	6316
New South Wales	2011	70-74	Divorced	F	14252
New South Wales	2011	70-74	Divorced	M	12091
New South Wales	2011	70-74	Married	F	69450
New South Wales	2011	70-74	Married	M	83453
New South Wales	2011	70-74	Never married	F	4975
New South Wales	2011	70-74	Never married	M	7205
New South Wales	2011	70-74	Separated	F	2843
New South Wales	2011	70-74	Separated	M	3722
New South Wales	2011	70-74	Widowed	F	31416
New South Wales	2011	70-74	Widowed	M	7961
New South Wales	2011	75-79	Divorced	F	8706
New South Wales	2011	75-79	Divorced	M	6885
New South Wales	2011	75-79	Married	F	46087
New South Wales	2011	75-79	Married	M	62007
New South Wales	2011	75-79	Never married	F	3750
New South Wales	2011	75-79	Never married	M	5005
New South Wales	2011	75-79	Separated	F	1720
New South Wales	2011	75-79	Separated	M	2285
New South Wales	2011	75-79	Widowed	F	39722
New South Wales	2011	75-79	Widowed	M	9861
New South Wales	2011	80-84	Divorced	F	5464
New South Wales	2011	80-84	Divorced	M	3820
New South Wales	2011	80-84	Married	F	27737
New South Wales	2011	80-84	Married	M	43471
New South Wales	2011	80-84	Never married	F	3406
New South Wales	2011	80-84	Never married	M	3450
New South Wales	2011	80-84	Separated	F	880
New South Wales	2011	80-84	Separated	M	1344
New South Wales	2011	80-84	Widowed	F	48587
New South Wales	2011	80-84	Widowed	M	12570
New South Wales	2011	85+	Divorced	F	3663
New South Wales	2011	85+	Divorced	M	1894
New South Wales	2011	85+	Married	F	13596
New South Wales	2011	85+	Married	M	26001
New South Wales	2011	85+	Never married	F	3990
New South Wales	2011	85+	Never married	M	2163
New South Wales	2011	85+	Separated	F	444
New South Wales	2011	85+	Separated	M	597
New South Wales	2011	85+	Widowed	F	70148
New South Wales	2011	85+	Widowed	M	17231
New South Wales	2016	15-19	Divorced	F	89
New South Wales	2016	15-19	Divorced	M	124
New South Wales	2016	15-19	Married	F	1006
New South Wales	2016	15-19	Married	M	649
New South Wales	2016	15-19	Never married	F	217023
New South Wales	2016	15-19	Never married	M	229170
New South Wales	2016	15-19	Separated	F	109
New South Wales	2016	15-19	Separated	M	81
New South Wales	2016	15-19	Widowed	F	89
New South Wales	2016	15-19	Widowed	M	78
New South Wales	2016	20-24	Divorced	F	558
New South Wales	2016	20-24	Divorced	M	282
New South Wales	2016	20-24	Married	F	19269
New South Wales	2016	20-24	Married	M	8751
New South Wales	2016	20-24	Never married	F	220024
New South Wales	2016	20-24	Never married	M	238833
New South Wales	2016	20-24	Separated	F	1156
New South Wales	2016	20-24	Separated	M	458
New South Wales	2016	20-24	Widowed	F	181
New South Wales	2016	20-24	Widowed	M	162
New South Wales	2016	25-29	Divorced	F	3637
New South Wales	2016	25-29	Divorced	M	2092
New South Wales	2016	25-29	Married	F	88802
New South Wales	2016	25-29	Married	M	58545
New South Wales	2016	25-29	Never married	F	169195
New South Wales	2016	25-29	Never married	M	197324
New South Wales	2016	25-29	Separated	F	4627
New South Wales	2016	25-29	Separated	M	2389
New South Wales	2016	25-29	Widowed	F	322
New South Wales	2016	25-29	Widowed	M	237
New South Wales	2016	30-34	Divorced	F	9693
New South Wales	2016	30-34	Divorced	M	6087
New South Wales	2016	30-34	Married	F	155491
New South Wales	2016	30-34	Married	M	133454
New South Wales	2016	30-34	Never married	F	100212
New South Wales	2016	30-34	Never married	M	120755
New South Wales	2016	30-34	Separated	F	8383
New South Wales	2016	30-34	Separated	M	5453
New South Wales	2016	30-34	Widowed	F	595
New South Wales	2016	30-34	Widowed	M	236
New South Wales	2016	35-39	Divorced	F	15895
New South Wales	2016	35-39	Divorced	M	10328
New South Wales	2016	35-39	Married	F	159321
New South Wales	2016	35-39	Married	M	152644
New South Wales	2016	35-39	Never married	F	65353
New South Wales	2016	35-39	Never married	M	76547
New South Wales	2016	35-39	Separated	F	10704
New South Wales	2016	35-39	Separated	M	7482
New South Wales	2016	35-39	Widowed	F	1091
New South Wales	2016	35-39	Widowed	M	363
New South Wales	2016	40-44	Divorced	F	25771
New South Wales	2016	40-44	Divorced	M	16813
New South Wales	2016	40-44	Married	F	161285
New South Wales	2016	40-44	Married	M	157038
New South Wales	2016	40-44	Never married	F	54017
New South Wales	2016	40-44	Never married	M	62596
New South Wales	2016	40-44	Separated	F	13191
New South Wales	2016	40-44	Separated	M	9819
New South Wales	2016	40-44	Widowed	F	2007
New South Wales	2016	40-44	Widowed	M	638
New South Wales	2016	45-49	Divorced	F	35507
New South Wales	2016	45-49	Divorced	M	23577
New South Wales	2016	45-49	Married	F	156165
New South Wales	2016	45-49	Married	M	150640
New South Wales	2016	45-49	Never married	F	43316
New South Wales	2016	45-49	Never married	M	53266
New South Wales	2016	45-49	Separated	F	14122
New South Wales	2016	45-49	Separated	M	11022
New South Wales	2016	45-49	Widowed	F	3741
New South Wales	2016	45-49	Widowed	M	1092
New South Wales	2016	50-54	Divorced	F	41273
New South Wales	2016	50-54	Divorced	M	29550
New South Wales	2016	50-54	Married	F	151110
New South Wales	2016	50-54	Married	M	150905
New South Wales	2016	50-54	Never married	F	34277
New South Wales	2016	50-54	Never married	M	44983
New South Wales	2016	50-54	Separated	F	13689
New South Wales	2016	50-54	Separated	M	11493
New South Wales	2016	50-54	Widowed	F	6337
New South Wales	2016	50-54	Widowed	M	1922
New South Wales	2016	55-59	Divorced	F	44282
New South Wales	2016	55-59	Divorced	M	32511
New South Wales	2016	55-59	Married	F	147472
New South Wales	2016	55-59	Married	M	147679
New South Wales	2016	55-59	Never married	F	26176
New South Wales	2016	55-59	Never married	M	34620
New South Wales	2016	55-59	Separated	F	12242
New South Wales	2016	55-59	Separated	M	10920
New South Wales	2016	55-59	Widowed	F	10773
New South Wales	2016	55-59	Widowed	M	3041
New South Wales	2016	60-64	Divorced	F	39548
New South Wales	2016	60-64	Divorced	M	30395
New South Wales	2016	60-64	Married	F	132933
New South Wales	2016	60-64	Married	M	137342
New South Wales	2016	60-64	Never married	F	17192
New South Wales	2016	60-64	Never married	M	22957
New South Wales	2016	60-64	Separated	F	9546
New South Wales	2016	60-64	Separated	M	9158
New South Wales	2016	60-64	Widowed	F	16539
New South Wales	2016	60-64	Widowed	M	4433
New South Wales	2016	65-69	Divorced	F	34161
New South Wales	2016	65-69	Divorced	M	26708
New South Wales	2016	65-69	Married	F	118850
New South Wales	2016	65-69	Married	M	131292
New South Wales	2016	65-69	Never married	F	11221
New South Wales	2016	65-69	Never married	M	15344
New South Wales	2016	65-69	Separated	F	7225
New South Wales	2016	65-69	Separated	M	8151
New South Wales	2016	65-69	Widowed	F	24640
New South Wales	2016	65-69	Widowed	M	6872
New South Wales	2016	70-74	Divorced	F	22447
New South Wales	2016	70-74	Divorced	M	17653
New South Wales	2016	70-74	Married	F	85037
New South Wales	2016	70-74	Married	M	101489
New South Wales	2016	70-74	Never married	F	6768
New South Wales	2016	70-74	Never married	M	9423
New South Wales	2016	70-74	Separated	F	4137
New South Wales	2016	70-74	Separated	M	5150
New South Wales	2016	70-74	Widowed	F	32065
New South Wales	2016	70-74	Widowed	M	8398
New South Wales	2016	75-79	Divorced	F	12712
New South Wales	2016	75-79	Divorced	M	10174
New South Wales	2016	75-79	Married	F	55910
New South Wales	2016	75-79	Married	M	72702
New South Wales	2016	75-79	Never married	F	4488
New South Wales	2016	75-79	Never married	M	5809
New South Wales	2016	75-79	Separated	F	2148
New South Wales	2016	75-79	Separated	M	3077
New South Wales	2016	75-79	Widowed	F	40020
New South Wales	2016	75-79	Widowed	M	10263
New South Wales	2016	80-84	Divorced	F	6994
New South Wales	2016	80-84	Divorced	M	5084
New South Wales	2016	80-84	Married	F	30824
New South Wales	2016	80-84	Married	M	47290
New South Wales	2016	80-84	Never married	F	3099
New South Wales	2016	80-84	Never married	M	3530
New South Wales	2016	80-84	Separated	F	1117
New South Wales	2016	80-84	Separated	M	1552
New South Wales	2016	80-84	Widowed	F	44898
New South Wales	2016	80-84	Widowed	M	11416
New South Wales	2016	85+	Divorced	F	5444
New South Wales	2016	85+	Divorced	M	2919
New South Wales	2016	85+	Married	F	17238
New South Wales	2016	85+	Married	M	34136
New South Wales	2016	85+	Never married	F	4128
New South Wales	2016	85+	Never married	M	2838
New South Wales	2016	85+	Separated	F	615
New South Wales	2016	85+	Separated	M	989
New South Wales	2016	85+	Widowed	F	78325
New South Wales	2016	85+	Widowed	M	20865
Victoria	2006	15-19	Divorced	F	104
Victoria	2006	15-19	Divorced	M	124
Victoria	2006	15-19	Married	F	780
Victoria	2006	15-19	Married	M	330
Victoria	2006	15-19	Never married	F	162514
Victoria	2006	15-19	Never married	M	170972
Victoria	2006	15-19	Separated	F	93
Victoria	2006	15-19	Separated	M	84
Victoria	2006	15-19	Widowed	F	112
Victoria	2006	15-19	Widowed	M	59
Victoria	2006	20-24	Divorced	F	412
Victoria	2006	20-24	Divorced	M	244
Victoria	2006	20-24	Married	F	13478
Victoria	2006	20-24	Married	M	5538
Victoria	2006	20-24	Never married	F	152634
Victoria	2006	20-24	Never married	M	164930
Victoria	2006	20-24	Separated	F	876
Victoria	2006	20-24	Separated	M	312
Victoria	2006	20-24	Widowed	F	180
Victoria	2006	20-24	Widowed	M	109
Victoria	2006	25-29	Divorced	F	2793
Victoria	2006	25-29	Divorced	M	1309
Victoria	2006	25-29	Married	F	54884
Victoria	2006	25-29	Married	M	37251
Victoria	2006	25-29	Never married	F	101520
Victoria	2006	25-29	Never married	M	120974
Victoria	2006	25-29	Separated	F	3132
Victoria	2006	25-29	Separated	M	1577
Victoria	2006	25-29	Widowed	F	281
Victoria	2006	25-29	Widowed	M	107
Victoria	2006	30-34	Divorced	F	8990
Victoria	2006	30-34	Divorced	M	5284
Victoria	2006	30-34	Married	F	100123
Victoria	2006	30-34	Married	M	83577
Victoria	2006	30-34	Never married	F	65395
Victoria	2006	30-34	Never married	M	79653
Victoria	2006	30-34	Separated	F	6404
Victoria	2006	30-34	Separated	M	3880
Victoria	2006	30-34	Widowed	F	566
Victoria	2006	30-34	Widowed	M	187
Victoria	2006	35-39	Divorced	F	17399
Victoria	2006	35-39	Divorced	M	11218
Victoria	2006	35-39	Married	F	121870
Victoria	2006	35-39	Married	M	109130
Victoria	2006	35-39	Never married	F	43893
Victoria	2006	35-39	Never married	M	54892
Victoria	2006	35-39	Separated	F	9159
Victoria	2006	35-39	Separated	M	6023
Victoria	2006	35-39	Widowed	F	1116
Victoria	2006	35-39	Widowed	M	347
Victoria	2006	40-44	Divorced	F	23271
Victoria	2006	40-44	Divorced	M	16228
Victoria	2006	40-44	Married	F	123074
Victoria	2006	40-44	Married	M	116741
Victoria	2006	40-44	Never married	F	29169
Victoria	2006	40-44	Never married	M	37765
Victoria	2006	40-44	Separated	F	10215
Victoria	2006	40-44	Separated	M	7336
Victoria	2006	40-44	Widowed	F	1882
Victoria	2006	40-44	Widowed	M	618
Victoria	2006	45-49	Divorced	F	27178
Victoria	2006	45-49	Divorced	M	19737
Victoria	2006	45-49	Married	F	120259
Victoria	2006	45-49	Married	M	118002
Victoria	2006	45-49	Never married	F	20913
Victoria	2006	45-49	Never married	M	27597
Victoria	2006	45-49	Separated	F	10153
Victoria	2006	45-49	Separated	M	8213
Victoria	2006	45-49	Widowed	F	3379
Victoria	2006	45-49	Widowed	M	1064
Victoria	2006	50-54	Divorced	F	26461
Victoria	2006	50-54	Divorced	M	20580
Victoria	2006	50-54	Married	F	110647
Victoria	2006	50-54	Married	M	110517
Victoria	2006	50-54	Never married	F	13768
Victoria	2006	50-54	Never married	M	18467
Victoria	2006	50-54	Separated	F	8282
Victoria	2006	50-54	Separated	M	7458
Victoria	2006	50-54	Widowed	F	5189
Victoria	2006	50-54	Widowed	M	1643
Victoria	2006	55-59	Divorced	F	24507
Victoria	2006	55-59	Divorced	M	18642
Victoria	2006	55-59	Married	F	104797
Victoria	2006	55-59	Married	M	108051
Victoria	2006	55-59	Never married	F	8606
Victoria	2006	55-59	Never married	M	12318
Victoria	2006	55-59	Separated	F	6558
Victoria	2006	55-59	Separated	M	6358
Victoria	2006	55-59	Widowed	F	8715
Victoria	2006	55-59	Widowed	M	2333
Victoria	2006	60-64	Divorced	F	16497
Victoria	2006	60-64	Divorced	M	13396
Victoria	2006	60-64	Married	F	79889
Victoria	2006	60-64	Married	M	87379
Victoria	2006	60-64	Never married	F	5157
Victoria	2006	60-64	Never married	M	7761
Victoria	2006	60-64	Separated	F	4197
Victoria	2006	60-64	Separated	M	4425
Victoria	2006	60-64	Widowed	F	11979
Victoria	2006	60-64	Widowed	M	2930
Victoria	2006	65-69	Divorced	F	10587
Victoria	2006	65-69	Divorced	M	8667
Victoria	2006	65-69	Married	F	61876
Victoria	2006	65-69	Married	M	70785
Victoria	2006	65-69	Never married	F	3656
Victoria	2006	65-69	Never married	M	5492
Victoria	2006	65-69	Separated	F	2679
Victoria	2006	65-69	Separated	M	3028
Victoria	2006	65-69	Widowed	F	17599
Victoria	2006	65-69	Widowed	M	3982
Victoria	2006	70-74	Divorced	F	6739
Victoria	2006	70-74	Divorced	M	5435
Victoria	2006	70-74	Married	F	46473
Victoria	2006	70-74	Married	M	56818
Victoria	2006	70-74	Never married	F	2997
Victoria	2006	70-74	Never married	M	4211
Victoria	2006	70-74	Separated	F	1674
Victoria	2006	70-74	Separated	M	2066
Victoria	2006	70-74	Widowed	F	25119
Victoria	2006	70-74	Widowed	M	5653
Victoria	2006	75-79	Divorced	F	4424
Victoria	2006	75-79	Divorced	M	3529
Victoria	2006	75-79	Married	F	33636
Victoria	2006	75-79	Married	M	46658
Victoria	2006	75-79	Never married	F	3005
Victoria	2006	75-79	Never married	M	3619
Victoria	2006	75-79	Separated	F	1084
Victoria	2006	75-79	Separated	M	1474
Victoria	2006	75-79	Widowed	F	34773
Victoria	2006	75-79	Widowed	M	8254
Victoria	2006	80-84	Divorced	F	2573
Victoria	2006	80-84	Divorced	M	1628
Victoria	2006	80-84	Married	F	18523
Victoria	2006	80-84	Married	M	28697
Victoria	2006	80-84	Never married	F	2630
Victoria	2006	80-84	Never married	M	2131
Victoria	2006	80-84	Separated	F	542
Victoria	2006	80-84	Separated	M	741
Victoria	2006	80-84	Widowed	F	38303
Victoria	2006	80-84	Widowed	M	9286
Victoria	2006	85+	Divorced	F	1437
Victoria	2006	85+	Divorced	M	726
Victoria	2006	85+	Married	F	7713
Victoria	2006	85+	Married	M	14280
Victoria	2006	85+	Never married	F	3119
Victoria	2006	85+	Never married	M	1537
Victoria	2006	85+	Separated	F	241
Victoria	2006	85+	Separated	M	371
Victoria	2006	85+	Widowed	F	44291
Victoria	2006	85+	Widowed	M	10158
Victoria	2011	15-19	Divorced	F	110
Victoria	2011	15-19	Divorced	M	96
Victoria	2011	15-19	Married	F	723
Victoria	2011	15-19	Married	M	348
Victoria	2011	15-19	Never married	F	167311
Victoria	2011	15-19	Never married	M	176383
Victoria	2011	15-19	Separated	F	87
Victoria	2011	15-19	Separated	M	83
Victoria	2011	15-19	Widowed	F	89
Victoria	2011	15-19	Widowed	M	92
Victoria	2011	20-24	Divorced	F	433
Victoria	2011	20-24	Divorced	M	275
Victoria	2011	20-24	Married	F	14668
Victoria	2011	20-24	Married	M	6423
Victoria	2011	20-24	Never married	F	168286
Victoria	2011	20-24	Never married	M	183432
Victoria	2011	20-24	Separated	F	860
Victoria	2011	20-24	Separated	M	377
Victoria	2011	20-24	Widowed	F	177
Victoria	2011	20-24	Widowed	M	179
Victoria	2011	25-29	Divorced	F	2610
Victoria	2011	25-29	Divorced	M	1251
Victoria	2011	25-29	Married	F	66707
Victoria	2011	25-29	Married	M	45278
Victoria	2011	25-29	Never married	F	122885
Victoria	2011	25-29	Never married	M	144861
Victoria	2011	25-29	Separated	F	3110
Victoria	2011	25-29	Separated	M	1536
Victoria	2011	25-29	Widowed	F	262
Victoria	2011	25-29	Widowed	M	155
Victoria	2011	30-34	Divorced	F	6955
Victoria	2011	30-34	Divorced	M	4275
Victoria	2011	30-34	Married	F	103170
Victoria	2011	30-34	Married	M	90584
Victoria	2011	30-34	Never married	F	72242
Victoria	2011	30-34	Never married	M	85585
Victoria	2011	30-34	Separated	F	5412
Victoria	2011	30-34	Separated	M	3360
Victoria	2011	30-34	Widowed	F	443
Victoria	2011	30-34	Widowed	M	178
Victoria	2011	35-39	Divorced	F	14130
Victoria	2011	35-39	Divorced	M	8967
Victoria	2011	35-39	Married	F	121229
