SA4_CODE_2016,C11_P_AdD_DL_15_19,C11_P_AdD_DL_20_24,C11_P_AdD_DL_25_34,C11_P_AdD_DL_35_44,C11_P_AdD_DL_45_54,C11_P_AdD_DL_55_64,C11_P_AdD_DL_65_74,C11_P_AdD_DL_75_84,C11_P_AdD_DL_85o,C11_P_AdD_DL_Tot,C11_P_CL_C_III_IV_15_19,C11_P_CL_C_III_IV_20_24,C11_P_CL_C_III_IV_25_34,C11_P_CL_C_III_IV_35_44,C11_P_CL_C_III_IV_45_54,C11_P_CL_C_III_IV_55_64,C11_P_CL_C_III_IV_65_74,C11_P_CL_C_III_IV_75_84,C11_P_CL_C_III_IV_85_ov,C11_P_CL_C_III_IV_Tot,C11_P_CL_C_I_II_15_19,C11_P_CL_C_I_II_20_24,C11_P_CL_C_I_II_25_34,C11_P_CL_C_I_II_35_44,C11_P_CL_C_I_II_45_54,C11_P_CL_C_I_II_55_64,C11_P_CL_C_I_II_65_74,C11_P_CL_C_I_II_75_84,C11_P_CL_C_I_II_85_ov,C11_P_CL_C_I_II_Tot,C11_P_CL_CL_nfd_15_19,C11_P_CL_CL_nfd_20_24,C11_P_CL_CL_nfd_25_34,C11_P_CL_CL_nfd_35_44,C11_P_CL_CL_nfd_45_54,C11_P_CL_CL_nfd_55_64,C11_P_CL_CL_nfd_65_74,C11_P_CL_CL_nfd_75_84,C11_P_CL_CL_nfd_85_ov,C11_P_CL_CL_nfd_Tot,C11_P_CL_T_15_19,C11_P_CL_T_20_24,C11_P_CL_T_25_34,C11_P_CL_T_35_44,C11_P_CL_T_45_54,C11_P_CL_T_55_64,C11_P_CL_T_65_74,C11_P_CL_T_75_84,C11_P_CL_T_85_ov,C11_P_CL_T_Tot,C11_P_LE_ID_15_19,C11_P_LE_ID_20_24,C11_P_LE_ID_25_34,C11_P_LE_ID_35_44,C11_P_LE_ID_45_54,C11_P_LE_ID_55_64,C11_P_LE_ID_65_74,C11_P_LE_ID_75_84,C11_P_LE_ID_85o,C11_P_LE_ID_Tot,C11_P_LE_NS_15_19,C11_P_LE_NS_20_24,C11_P_LE_NS_25_34,C11_P_LE_NS_35_44,C11_P_LE_NS_45_54,C11_P_LE_NS_55_64,C11_P_LE_NS_65_74,C11_P_LE_NS_75_84,C11_P_LE_NS_85_ov,C11_P_LE_NS_T,C11_P_Tot_15_19_yrs,C11_P_Tot_20_24_yrs,C11_P_Tot_25_34_yrs,C11_P_Tot_35_44_yrs,C11_P_Tot_45_54_yrs,C11_P_Tot_55_64_yrs,C11_P_Tot_65_74_yrs,C11_P_Tot_75_84_yrs,C11_P_Tot_85o,C11_P_T_T,C16_P_Post_Deg_15_19_yrs,C16_P_Post_Deg_20_24_yrs,C16_P_Post_Deg_25_34_yrs,C16_P_Post_Deg_35_44_yrs,C16_P_Post_Deg_45_54_yrs,C16_P_Post_Deg_55_64_yrs,C16_P_Post_Deg_65_74_yrs,C16_P_Post_Deg_75_84_yrs,C16_P_Post_Deg_85o,C16_P_Post_Deg_Tot,C16_P_GrDip_GrCe_15_19,C16_P_GrDip_GrCe_20_24,C16_P_GrDip_GrCe_25_34,C16_P_GrDip_GrCe_35_44,C16_P_GrDip_GrCe_45_54,C16_P_GrDip_GrCe_55_64,C16_P_GrDip_GrCe_65_74,C16_P_GrDip_GrCe_75_84,C16_P_GrDip_GrCe_85ov,C16_P_GrDip_GrCe_Tot,C16_P_BD_15_19,C16_P_BD_20_24,C16_P_BD_25_34,C16_P_BD_35_44,C16_P_BD_45_54,C16_P_BD_55_64,C16_P_BD_65_74,C16_P_BD_75_84,C16_P_BD_85o,C16_P_BD_Tot,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85o,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85_ov,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85_ov,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85_ov,C16_P_CL_CL_nfd_Tot,C16_P_CL_T_15_19,C16_P_CL_T_20_24,C16_P_CL_T_25_34,C16_P_CL_T_35_44,C16_P_CL_T_45_54,C16_P_CL_T_55_64,C16_P_CL_T_65_74,C16_P_CL_T_75_84,C16_P_CL_T_85_ov,C16_P_CL_T_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85o,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85_ov,C16_P_LE_NS_T,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85o,C16_P_T_T
203,58,969,2764,3754,3554,3300,1821,836,224,17268,812,3107,6828,7456,7127,5228,2972,1594,432,35549,266,366,534,363,340,258,102,36,23,2286,83,242,470,534,611,582,324,134,60,3042,1162,3717,7835,8362,8075,6070,3394,1761,507,40877,30,82,229,322,398,405,331,218,77,2098,1475,1001,1850,2224,2518,2559,2732,2893,1602,18864,2735,7660,20791,22927,21099,17644,10650,6492,2625,112621,3,136,1675,1972,1491,1263,802,205,37,7571,3,95,995,1275,1206,1209,626,146,31,5580,14,2093,7948,7586,5162,4465,2774,934,254,31233,108,1198,3777,4379,4347,4065,2884,1118,404,22287,840,3529,8404,7561,7970,6494,4100,1861,586,41349,212,309,471,415,375,323,195,55,11,2364,76,223,527,645,726,768,628,266,107,3970,1128,4068,9398,8623,9072,7586,4925,2173,713,47685,16,67,189,209,192,254,257,188,84,1459,1457,1338,2629,2595,2889,3095,3385,2795,1732,21917,2736,8994,26619,26638,24355,21940,15636,7557,3256,137730
204,24,428,1348,2007,2256,2144,1238,457,99,9998,535,2057,4439,5077,5351,4121,2125,893,223,24815,264,282,434,329,323,237,88,20,5,1983,49,138,274,354,416,407,188,65,25,1909,838,2477,5150,5767,6089,4762,2392,978,260,28713,18,61,120,197,271,321,227,150,61,1432,965,539,992,1252,1665,1918,1947,1937,958,12177,1857,3958,10481,12661,13598,12336,7199,3952,1492,67533,0,35,429,531,583,613,359,77,16,2647,0,37,396,582,674,713,414,101,12,2924,10,530,2570,2981,2240,2529,1561,523,154,13098,46,540,1867,2298,2689,2666,1902,684,207,12899,550,2250,5166,5004,5599,5053,3111,1146,365,28246,187,250,333,319,301,281,159,32,18,1878,58,148,327,451,513,559,475,163,64,2749,789,2647,5826,5775,6414,5887,3740,1342,445,32880,11,39,95,106,144,170,180,120,42,895,1236,829,1547,1803,2262,2761,2871,2031,1145,16473,2091,4654,12728,14075,15010,15338,11026,4877,2026,81819
205,46,662,2064,2691,3059,3229,1870,760,165,14541,655,3526,7568,7970,8601,6777,3973,1727,407,41196,281,386,657,478,449,336,102,26,9,2728,66,248,465,523,575,591,361,134,28,2989,1004,4149,8696,8967,9623,7701,4435,1888,441,46912,29,98,246,265,407,528,415,192,76,2267,1711,1057,2064,2393,2744,3360,3491,3149,1456,21413,2793,6948,17595,18898,20459,19468,12307,6641,2283,107383,4,45,588,728,713,875,581,147,31,3706,4,60,597,794,872,1030,615,111,13,4102,8,910,4044,3871,3093,3713,2445,783,200,19063,65,744,2715,3124,3604,3758,2908,1072,308,18297,672,3560,8821,7776,9151,8241,5545,2314,630,46694,202,367,585,500,439,449,244,57,13,2868,57,243,551,636,733,900,761,258,89,4239,928,4172,9958,8915,10322,9590,6544,2628,736,53802,18,51,161,168,201,244,335,174,79,1440,1848,1432,2786,2921,3770,4509,5027,3667,1814,27766,2875,7413,20851,20518,22574,23721,18457,8586,3182,128181
206,204,4220,11519,7932,5403,4356,2084,895,254,36873,611,3665,9472,6368,5044,3179,1721,997,406,31458,205,418,796,532,318,242,89,25,11,2625,106,376,1046,1018,832,586,288,113,50,4413,919,4457,11316,7907,6190,4008,2102,1132,461,38492,72,342,972,703,589,515,388,206,94,3885,2403,5346,11844,7126,5362,4806,4020,3571,2023,46499,3681,29125,109617,64809,41469,29760,14684,7705,3335,304181,16,1674,23786,14566,8823,5965,3317,833,198,59176,24,423,5875,4880,3885,3226,1357,264,46,19976,122,18800,64478,30743,17188,11141,6135,2040,691,151340,413,4627,13179,8543,6670,5042,3100,1202,454,43230,674,3881,11232,6612,5778,3961,2188,1111,502,35947,191,458,676,498,386,246,157,37,15,2671,117,473,1286,1099,1164,935,595,271,114,6048,985,4811,13188,8206,7334,5146,2941,1420,633,44671,191,448,1143,686,507,440,432,208,86,4135,2818,6383,16318,8794,6434,5422,4300,2981,1817,55257,4559,37173,137973,76414,50845,36380,21573,8949,3929,377787
207,168,2355,4253,5077,5535,4856,3177,1769,633,27825,459,1840,3320,3859,4288,2875,2558,1579,512,21286,155,215,262,264,308,251,132,69,17,1667,70,188,354,608,859,716,470,266,149,3677,687,2240,3932,4725,5451,3839,3160,1911,678,26634,34,156,356,418,587,532,445,359,184,3083,1600,1657,2575,2201,2545,2445,2798,3235,2575,21622,2519,13225,35570,36870,36040,26421,16428,10169,5019,182262,6,620,8101,7704,6547,4506,2536,844,243,31107,7,159,1579,2307,2909,2442,1212,371,109,11086,22,7033,19613,17074,15308,10573,6067,2784,1053,79540,167,2135,4316,4380,5672,4651,3771,2071,874,28032,468,1805,3528,3018,4405,3295,2497,1796,723,21545,126,203,214,203,314,238,155,71,27,1557,70,196,378,528,902,824,705,446,273,4321,663,2197,4123,3754,5616,4364,3366,2315,1025,27417,29,153,401,415,472,449,439,324,167,2854,1158,1379,2714,2211,2599,2403,2700,2729,2086,19966,2045,13671,40846,37845,39116,29393,20093,11441,5558,200005
208,115,2100,5347,7200,6408,5331,2922,1542,535,31496,530,2353,5120,6316,6512,4506,2818,1812,775,30742,188,258,371,390,403,298,112,55,32,2113,59,228,513,867,948,838,466,268,129,4324,768,2840,6012,7579,7865,5645,3399,2133,932,37181,34,157,438,579,652,619,459,371,209,3522,1811,1546,3050,3303,3443,3287,3305,3958,3129,26828,2754,11979,39197,45851,39005,28145,15447,10244,5556,198186,3,500,7216,7572,6075,3796,2034,583,170,27943,6,148,1727,2740,3144,2429,1135,299,80,11699,32,6003,19238,20313,16201,10693,5531,2241,883,81134,155,1721,5510,6762,7334,5662,3942,1832,773,33693,485,2206,5730,5621,6979,5285,3265,1897,929,32395,150,227,275,383,381,287,205,73,23,1996,74,215,539,827,1159,1083,916,414,268,5506,713,2639,6546,6829,8525,6657,4381,2382,1222,39892,36,137,431,498,536,470,467,307,198,3070,1193,1428,3341,3222,3440,3226,3198,3030,2486,24569,2138,12583,44004,47932,45245,32928,20698,10673,5809,222014
209,125,2882,7241,7228,5717,4035,1786,622,216,29847,1074,4726,10186,10942,9865,6597,3579,1705,446,49111,312,437,751,633,497,357,95,14,6,3099,121,396,866,1173,1156,757,300,147,57,4978,1505,5556,11802,12743,11514,7708,3974,1867,510,57186,44,242,595,703,669,573,307,188,70,3392,2594,2360,4414,4260,4277,4130,3746,3516,2148,31445,4290,16013,46703,43820,34862,24993,12678,7084,3159,193594,3,502,7343,6431,3579,2420,1200,321,44,21847,4,210,2142,2735,2344,1889,753,143,27,10240,41,5418,20275,17087,10090,6957,3394,1024,290,64577,218,2878,9469,8985,7358,5158,2825,962,289,38142,1093,4693,12658,11246,11451,8232,4688,2173,676,56917,261,452,693,714,603,444,204,42,16,3428,111,426,1055,1289,1426,1180,745,268,102,6590,1466,5565,14412,13246,13476,9860,5628,2485,792,66934,33,184,609,582,483,439,372,177,78,2949,2145,2265,5337,4572,4491,4160,4048,3102,1889,32014,3909,17027,59583,53634,41826,30882,18223,8208,3404,236708
210,83,1831,4796,4687,3814,2438,1090,402,86,19225,840,3422,7404,7951,7383,4722,2677,1380,361,36141,284,374,698,565,416,219,72,26,3,2651,85,299,648,828,744,510,222,81,20,3444,1206,4095,8749,9350,8539,5455,2974,1482,386,42232,42,168,425,491,489,358,256,139,47,2408,2427,1834,3372,3471,3462,3155,3083,2918,1290,25014,3775,10551,29246,27800,22791,15137,8673,5333,1877,125200,0,269,3992,3403,1663,999,408,77,20,10835,10,161,1254,1450,1163,853,317,86,13,5320,30,3286,12485,10000,5719,3680,1536,460,136,37342,170,2113,6717,6260,5274,3258,1669,649,170,26285,832,3648,9502,8307,8572,5876,3362,1705,507,42306,157,425,595,525,503,329,130,38,7,2709,105,330,879,979,1072,777,495,206,87,4924,1093,4396,10975,9815,10152,6978,3983,1944,598,49939,21,149,506,403,334,313,231,102,64,2125,1835,1786,4198,3624,3573,3221,3247,2513,1355,25356,3167,12163,40127,34949,27882,19300,11409,5835,2362,157191
211,163,2643,6785,8297,7823,6482,3413,1288,336,37230,1334,5772,12212,13841,13806,9803,5652,2569,609,65600,404,510,912,673,759,513,202,66,19,4056,148,454,860,1257,1439,1247,647,279,96,6425,1885,6732,13974,15778,16009,11564,6498,2921,719,76077,38,202,493,721,875,859,644,356,132,4321,2435,1495,2589,3444,3827,4081,4022,3980,2709,28591,4546,15352,42774,47404,43302,33795,18942,9904,4258,220269,0,270,4942,5378,3591,2569,1315,370,77,18524,7,178,1832,2627,2385,2227,1073,281,48,10659,21,4417,16827,16742,11400,8527,4763,1609,445,64758,228,2731,7776,8760,8973,7283,4796,1813,586,42933,1144,5338,13264,12547,14855,11238,6658,3294,927,69272,277,465,639,689,641,513,334,93,26,3681,113,370,845,1144,1531,1586,1213,555,205,7558,1532,6180,14741,14380,17029,13339,8205,3941,1158,80511,32,121,360,447,533,567,586,322,132,3094,1742,1495,3346,3506,3958,4067,4208,3573,2431,28321,3559,15396,49826,51839,47869,38573,24938,11913,4874,248796
212,291,5071,11743,10500,8194,5569,3048,1289,299,46010,1681,6815,15250,16258,14677,9904,5673,2733,627,73620,558,725,1293,1123,883,540,188,82,15,5409,203,543,1244,1626,1459,1096,573,239,64,7043,2443,8082,17788,19006,17015,11535,6431,3061,705,86067,90,381,1091,1161,1119,932,675,386,136,5976,4273,3639,6587,6338,6473,6076,5813,5242,2719,47161,7156,24451,67489,60029,48703,33935,20001,11467,4220,277450,7,637,10653,9153,4740,2753,1318,431,90,29779,22,311,2186,2503,2262,1695,824,219,33,10061,61,8550,27948,21683,13388,8620,4309,1706,460,86728,463,5009,14905,13513,10810,7228,4080,1731,520,58251,1826,7907,18761,17159,17278,12054,6990,3554,916,86435,424,757,1212,1114,979,668,333,74,25,5592,202,649,1567,1910,2078,1725,1177,524,176,10012,2455,9311,21542,20185,20336,14443,8495,4151,1119,102039,78,359,1071,974,877,792,572,335,114,5183,3466,3824,7678,6697,6636,6196,5884,4865,3034,48268,6549,28007,85989,74711,59056,41721,25480,13430,5371,340313
213,242,4223,11335,9725,6509,3843,1316,455,120,37777,1519,6398,15866,14977,12534,8320,3684,1638,457,65387,458,736,1438,1098,764,433,97,31,8,5048,145,623,1502,1676,1314,789,279,99,22,6446,2120,7751,18802,17746,14611,9545,4055,1757,488,76884,65,343,1184,988,905,695,373,187,49,4792,4534,4437,9424,8274,7288,6653,4919,3875,1833,51227,7010,22447,74628,61046,41695,27164,12507,6748,2592,255839,9,653,11350,10123,3821,2022,762,142,18,28895,14,272,2793,3245,2165,1443,457,93,14,10499,60,7063,30976,24965,11874,6698,2744,670,164,85211,329,4386,15396,13178,9373,5770,2388,668,187,51675,1713,7102,19035,16964,15267,10684,5507,2099,624,79003,355,754,1221,1115,904,599,242,51,6,5252,175,688,1833,2232,1977,1494,812,207,77,9502,2246,8543,22088,20309,18152,12782,6566,2359,712,93748,68,273,1122,986,682,594,401,147,58,4329,3452,4210,10263,8604,7154,6343,5525,3593,1920,51074,6176,25394,93990,81408,53208,35645,18841,7678,3078,325426
214,85,1080,3168,4213,3801,3467,2381,1069,297,19564,761,3376,7596,8593,8235,5942,3794,1934,520,40755,272,348,603,507,439,300,130,56,16,2678,100,260,501,679,719,644,428,176,76,3581,1138,3979,8706,9779,9400,6881,4358,2160,616,47010,31,120,293,451,480,491,403,246,101,2612,1819,1119,1882,2714,3026,3070,3507,3486,2130,22760,3095,7488,20008,24318,22545,18912,13560,8115,3408,121447,0,68,961,1376,1296,1121,788,279,58,5942,7,97,728,1105,1100,1104,691,166,30,5033,14,1269,5458,6505,4913,3978,3162,1301,360,26959,117,1392,4115,4943,5009,4253,3180,1341,429,24769,735,3438,8994,8591,9340,7423,4771,2448,737,46482,187,325,454,480,461,360,248,76,20,2608,73,287,539,774,937,955,796,337,151,4851,1003,4045,9995,9841,10736,8737,5819,2856,904,53938,16,57,167,240,281,330,424,255,96,1860,1372,1203,2401,2679,3134,3338,3866,3346,1892,23217,2528,8131,23826,26685,26468,22850,17926,9539,3770,141726
215,23,326,1145,1584,1578,1464,749,282,91,7244,413,1871,3644,3996,4359,3041,1519,626,153,19617,180,273,370,321,245,167,53,5,3,1612,43,127,231,318,299,283,101,41,9,1460,636,2274,4242,4643,4902,3490,1674,672,166,22688,22,38,118,170,218,238,176,108,40,1125,1084,588,1164,1491,1788,1971,1992,2051,1058,13180,1765,3772,9176,10391,10663,8994,5310,3386,1419,54880,0,53,282,354,239,228,127,30,3,1319,0,41,296,358,435,407,181,32,9,1755,3,549,2409,2095,1579,1571,800,305,96,9412,27,413,1387,1666,1863,1885,1147,403,130,8918,386,1892,4363,3775,4350,3816,2143,811,220,21761,145,251,340,295,275,230,119,18,13,1684,46,143,291,355,431,436,267,82,20,2077,576,2293,4992,4428,5056,4484,2527,911,251,25523,9,40,87,76,107,121,122,71,31,670,1148,841,1892,1748,2240,2628,2705,2129,1237,16570,1769,4223,11344,10737,11517,11322,7613,3882,1756,64162
216,22,293,973,1288,1292,1144,643,256,69,5981,393,1574,3189,3664,3661,2544,1396,625,132,17175,119,197,283,242,191,109,59,16,3,1216,38,85,212,274,254,209,94,53,15,1238,550,1861,3680,4176,4106,2861,1545,693,153,19633,19,44,130,135,180,175,143,96,32,958,938,520,1007,1257,1445,1458,1748,1673,902,10960,1534,3208,8098,9057,8904,7205,4627,2914,1210,46753,0,52,374,331,294,223,121,28,10,1428,0,26,321,379,398,389,152,42,3,1717,3,449,2102,1935,1387,1262,704,229,57,8129,33,393,1376,1485,1647,1513,953,365,109,7873,349,1745,3767,3536,3907,3239,1910,823,217,19492,90,161,236,216,228,187,102,22,11,1249,47,102,245,303,344,302,251,93,38,1736,486,2010,4249,4052,4476,3732,2261,934,270,22470,4,23,104,90,78,88,118,80,34,611,982,640,1425,1461,1777,2057,2235,1794,934,13292,1503,3596,9955,9734,10054,9262,6539,3472,1418,55530
217,25,261,963,1351,1497,1419,695,270,72,6559,457,1712,3445,3723,3813,2470,1150,521,146,17446,131,178,290,215,173,124,40,8,3,1165,45,107,213,248,283,232,125,31,13,1296,632,2003,3947,4189,4265,2822,1317,563,168,19907,14,54,116,149,224,210,181,92,27,1061,804,350,729,976,1286,1481,1485,1601,818,9523,1479,3127,8012,9143,9519,8038,4459,2812,1134,47725,0,34,244,348,343,358,231,66,4,1633,0,23,274,376,421,426,203,42,14,1777,3,428,2036,2148,1686,1664,1002,299,106,9383,28,348,1137,1417,1702,1729,1108,408,128,8012,363,1693,3620,3572,3955,3199,1757,664,218,19040,103,192,271,220,204,202,100,15,3,1307,36,113,252,302,342,365,247,77,31,1769,506,1990,4150,4091,4497,3763,2100,753,256,22119,3,22,51,60,93,106,106,61,23,531,884,595,1032,1144,1642,1968,2025,1603,869,11765,1434,3455,8923,9591,10388,10020,6783,3230,1401,55218
297,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,6,5,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,5,10,0,0,0,25
299,4,60,147,80,58,52,17,7,0,428,20,110,224,183,159,111,62,8,4,887,12,20,28,14,11,11,0,0,0,103,8,20,14,22,12,16,3,4,0,104,41,151,271,227,183,135,69,16,4,1097,0,3,19,13,12,9,5,0,0,62,130,224,412,403,296,142,87,46,17,1760,179,578,1466,999,677,433,200,73,25,4637,0,11,115,63,20,20,14,0,0,238,0,0,36,18,19,14,3,0,0,91,0,124,360,126,75,68,33,4,3,792,6,57,119,74,59,51,22,9,0,404,18,89,219,155,124,108,52,11,0,777,3,14,14,12,5,3,3,0,0,60,0,7,24,18,14,16,9,5,0,101,19,111,255,188,152,125,61,12,0,932,0,3,8,10,0,3,8,0,0,42,87,224,513,497,343,235,114,29,13,2076,114,530,1413,971,670,526,263,61,19,4580
301,144,789,2384,3757,3564,2498,1202,469,164,14982,773,2498,5829,6364,6680,5009,2635,1239,310,31327,424,347,472,344,281,204,67,24,8,2165,89,193,426,572,586,487,260,96,36,2745,1283,3035,6724,7285,7546,5699,2964,1354,355,36238,31,86,240,378,431,368,279,170,46,2027,1167,614,1298,1728,1829,1855,1692,1636,936,12757,2635,5765,15967,20231,19046,14204,7631,4158,1655,91297,0,43,771,1560,1507,997,579,144,36,5636,3,70,472,762,871,722,309,100,24,3330,9,1419,4838,6068,4647,3247,1914,609,162,22923,205,1025,2875,4061,4357,3281,1769,697,193,18465,1084,2575,6673,6808,7145,5989,3713,1531,447,35973,329,315,350,312,284,256,151,37,19,2051,116,189,420,650,769,801,537,213,104,3808,1528,3077,7442,7769,8202,7050,4405,1788,571,41832,14,58,137,174,252,251,265,120,59,1317,723,622,1380,1633,1856,1945,1964,1688,1227,13028,2479,6315,17917,22030,21686,17482,11210,5146,2272,106538
302,143,936,2766,3314,2691,1886,964,503,157,13362,626,2248,5178,4762,4308,3201,1822,1102,290,23537,244,323,426,302,210,159,44,19,3,1730,77,190,428,504,447,406,188,91,24,2357,950,2766,6033,5563,4962,3765,2058,1209,322,27625,24,88,285,295,332,289,219,147,72,1753,862,886,1800,1716,1628,1450,1496,1908,1459,13212,1988,6663,21091,19884,15320,10969,6137,4346,2174,88574,3,96,2228,2530,1623,1050,503,142,44,8202,3,92,846,1114,978,700,292,85,27,4141,25,2167,9407,8332,5013,3106,1551,658,183,30446,170,1167,3729,3731,3488,2436,1352,630,200,16894,803,2599,6241,5006,4773,3763,2169,1150,414,26919,234,312,379,272,246,176,95,23,6,1753,73,196,481,518,570,495,353,178,64,2924,1106,3108,7098,5795,5594,4433,2618,1352,487,31593,23,64,229,215,214,192,183,131,59,1310,652,956,2087,1763,1642,1446,1436,1537,1457,12977,1978,7648,25624,23482,18544,13358,7928,4537,2450,105561
303,267,2318,4892,5099,4288,3053,1484,576,173,22153,782,3224,7055,6149,5847,4233,2393,1279,406,31375,435,444,597,407,297,226,92,29,9,2531,84,291,634,693,683,585,243,120,45,3369,1301,3959,8287,7248,6822,5046,2728,1420,460,37273,41,218,482,501,487,446,294,201,68,2749,1638,2005,3578,2830,2650,2356,1975,2144,1413,20589,3305,14521,41297,33821,26038,18073,9033,5245,2321,153657,4,456,7796,6374,3900,2331,999,272,65,22195,9,188,1795,1877,1667,1120,492,138,19,7307,44,6433,20579,14956,9213,5913,2868,999,291,61283,373,2581,5918,5432,4999,3498,2006,775,265,25843,1146,3300,7298,6164,6024,4665,2734,1503,487,33311,366,497,454,384,330,235,126,35,12,2434,135,303,641,771,795,757,521,207,86,4223,1644,4099,8394,7319,7147,5655,3384,1743,588,39969,47,200,543,425,391,357,266,137,66,2430,1223,1904,4002,2795,2650,2232,2006,1819,1412,20042,3338,15853,49026,39175,29962,21109,12024,5887,2695,179073
304,143,921,1855,2719,2800,2234,1230,548,145,12606,456,1488,2630,2680,2642,1934,1087,554,170,13637,226,226,203,163,157,109,53,27,8,1169,50,151,240,334,347,353,203,91,41,1808,738,1864,3075,3182,3137,2389,1344,669,214,16617,36,90,180,226,279,271,198,134,42,1457,791,846,1084,1013,1089,1025,888,1042,1106,8875,1737,7366,17629,19447,17338,13173,7017,3569,1793,89068,0,138,2844,3968,3409,2494,1523,495,145,15020,3,103,817,1245,1267,963,512,141,27,5073,15,3556,8072,8824,6812,4633,2951,1059,355,36268,206,1096,1889,2642,3098,2348,1596,678,193,13739,750,1590,2962,2721,2831,2062,1318,622,224,15077,258,238,155,136,122,120,93,23,6,1150,68,122,218,332,400,397,379,157,77,2145,1077,1946,3330,3182,3348,2581,1795,805,305,18378,34,89,121,166,206,175,160,124,51,1124,569,884,1187,1126,1176,977,1042,935,967,8865,1907,7813,18257,21158,19304,14167,9582,4233,2045,98470
305,172,1828,4550,3564,2920,2124,1016,430,112,16712,496,2411,5264,3330,2901,2027,1012,528,182,18150,244,350,425,238,160,137,46,16,5,1620,46,228,491,436,373,365,156,65,21,2179,783,2988,6183,4005,3432,2526,1214,604,209,21954,29,155,431,348,303,269,183,110,36,1863,1034,2246,4590,2677,2165,1842,1241,1117,810,17710,2046,13470,42232,28854,20773,14120,6250,3031,1373,132159,3,338,6566,5714,4350,2810,1199,295,50,21316,10,251,2000,1878,1780,1160,484,112,14,7684,30,6725,22198,13264,9233,5422,2692,767,220,60553,279,2056,4847,3664,3470,2361,1358,509,134,18681,688,2624,5830,3371,3069,2297,1198,556,198,19834,185,369,360,195,153,133,64,20,4,1489,79,242,547,492,414,453,302,108,47,2696,949,3240,6740,4057,3637,2892,1562,684,258,24017,40,156,411,292,241,217,167,121,39,1685,979,2377,5538,3354,2888,2363,1619,1012,798,20921,2288,15135,48308,32220,25591,17225,9077,3504,1514,154864
