SA4_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
206,19,11,23,13,24,78,160,302,1042,1325,1479,488,1483,1619,436,8499,12,20,41,34,68,132,167,199,397,251,203,124,163,226,169,2199,6,5,3,3,12,11,23,26,67,38,53,30,48,56,68,444,5,0,3,0,3,0,3,3,15,24,42,24,68,112,67,370,177,58,103,43,210,168,247,261,676,490,331,159,189,195,433,3740,0,0,3,0,3,8,3,6,14,18,7,8,11,13,2583,2685,254,103,185,91,361,442,715,1031,3490,3962,5051,4350,7241,12325,5434,45035,16,10,24,20,36,95,131,245,768,858,754,244,516,280,545,4534,15,24,97,100,160,340,365,363,689,311,184,70,107,56,293,3171,0,4,14,10,13,22,30,30,51,46,23,15,27,10,53,336,58,38,119,75,91,109,58,52,66,29,17,0,12,0,66,795,439,168,423,377,510,541,634,641,1105,492,309,159,109,88,779,6775,0,7,3,0,3,0,7,6
207,35,14,16,27,45,98,169,383,1162,1337,1450,598,1520,1927,637,9421,14,24,51,37,67,135,183,199,403,299,223,165,209,275,236,2525,6,3,4,3,5,21,17,28,48,48,46,24,43,48,55,400,3,0,0,0,4,0,3,3,26,23,28,35,23,75,91,312,280,67,88,58,124,148,191,250,674,468,418,221,268,270,440,3956,0,0,0,0,0,3,0,3,9,12,18,11,5,15,2918,2995,381,131,182,132,292,486,744,1168,3789,4244,5069,4346,6962,13076,6444,47447,27,15,24,31,36,81,117,201,704,622,612,241,409,235,423,3779,28,46,92,82,121,248,264,301,580,311,179,69,96,60,271,2751,7,3,3,12,4,10,18,19,44,32,27,9,16,5,50,261,74,23,40,24,43,41,38,25,50,29,25,5,10,3,43,475,619,124,180,168,248,325,367,431,748,459,281,161,103,101,506,4822,3,0,0,0,0,0,3,4
208,19,13,10,10,21,50,134,283,1128,1414,1644,545,1995,2002,689,9951,12,16,22,17,55,109,115,160,383,286,238,160,207,249,203,2226,3,3,0,3,3,10,15,23,56,49,42,31,61,64,69,449,0,0,0,0,0,0,3,9,16,38,37,52,68,79,78,386,131,45,51,40,71,96,173,177,527,403,305,175,218,205,342,2955,3,0,0,0,0,0,3,8,15,11,15,9,7,6,2876,2956,220,98,106,72,181,329,586,923,3754,4809,6122,5482,8939,14309,6834,52754,10,15,11,14,32,65,132,265,877,944,785,229,437,249,603,4680,23,29,90,96,145,344,359,443,691,386,216,62,96,47,394,3423,7,7,4,9,10,18,17,23,59,37,29,12,13,16,69,326,46,14,49,31,49,60,42,37,70,26,19,4,11,3,47,516,300,51,160,175,317,390,423,483,852,442,262,143,77,73,552,4706,5,0,0,0,0,3,4,3
209,26,15,20,22,51,209,436,968,3032,2651,2228,834,1209,914,870,13491,12,20,73,50,118,258,298,405,805,508,317,183,175,114,296,3620,10,9,8,6,7,32,43,71,153,136,106,43,60,39,123,845,3,3,0,0,0,0,7,9,51,83,82,76,81,54,122,574,291,95,125,74,385,308,532,572,1431,1027,576,250,243,122,793,6814,3,0,5,0,3,9,12,18,40,34,35,16,7,3,2883,3063,380,147,253,160,608,921,1583,2531,8909,9973,10447,7691,8433,7183,7912,67140,8,8,12,19,33,107,261,493,1351,1169,816,352,344,139,743,5851,11,35,85,136,253,552,587,591,957,484,217,96,68,19,449,4537,9,3,3,8,34,50,39,45,93,47,35,17,21,11,85,504,60,34,87,68,102,133,88,49,108,36,11,10,11,5,91,903,324,110,334,374,614,863,940,878,1488,734,362,139,91,68,919,8243,0,3,3,0,5,4,5,8
210,20,11,22,26,72,185,418,861,2603,2161,1583,597,801,494,673,10529,11,26,59,61,150,279,365,454,740,412,233,126,121,80,311,3426,11,4,8,12,24,37,43,82,158,80,68,31,50,22,127,761,3,0,0,0,0,0,8,15,47,58,53,32,53,43,90,387,320,82,166,91,548,435,630,678,1400,866,558,219,197,97,760,7042,10,0,6,0,4,4,24,22,49,26,18,13,7,6,2184,2370,398,130,280,196,829,1031,1671,2498,7535,7361,7186,4870,5496,4020,5886,49380,4,7,11,22,27,78,202,328,1034,796,582,266,211,98,488,4139,9,16,66,90,182,353,412,450,637,280,161,73,41,28,309,3107,3,4,11,3,13,37,33,36,69,59,33,15,10,8,78,411,39,23,73,66,85,106,58,65,82,39,19,6,3,3,83,743,272,101,306,344,558,699,779,810,1270,606,279,160,56,52,775,7054,7,0,3,0,0,5,13,3
211,18,13,19,14,46,130,303,687,2666,2776,2384,876,1240,1050,816,13048,11,15,42,45,77,178,244,365,711,485,355,183,162,128,287,3287,5,0,3,0,5,16,26,45,122,116,77,42,46,37,101,641,3,3,0,0,5,3,3,3,45,66,81,65,58,60,129,532,161,48,73,46,182,161,309,329,1018,735,437,243,224,133,529,4633,3,0,0,0,0,4,3,11,28,18,10,4,19,9,2997,3118,256,99,161,121,375,591,1121,1970,8200,9994,10918,8643,9241,7730,8289,67726,17,13,15,24,26,129,251,561,1535,1309,927,437,349,166,892,6637,10,28,105,145,286,607,689,753,1123,531,299,106,59,34,544,5331,5,0,9,9,26,33,46,43,92,61,33,13,17,7,120,520,37,21,67,52,92,113,73,58,92,34,15,10,4,4,69,744,309,92,275,292,470,740,748,747,1252,596,275,119,69,67,754,6799,0,0,3,3,0,7,8,9
212,53,25,50,42,110,386,973,1935,6119,4769,3362,1281,1555,1019,1345,23015,36,48,136,132,293,488,614,805,1542,789,477,244,192,106,407,6302,14,9,13,8,19,56,100,124,293,165,136,65,68,31,211,1306,10,0,0,0,3,4,13,27,94,135,114,82,75,65,192,812,664,147,280,178,642,602,865,991,2197,1372,896,431,320,201,1193,10983,3,4,3,0,7,10,24,37,63,46,43,19,16,11,4625,4905,853,255,524,371,1185,1736,3038,4902,16566,16653,16010,10844,10517,7859,11773,103089,25,13,30,36,68,243,516,832,2209,1632,1148,479,429,174,958,8801,29,45,203,262,405,849,834,848,1237,594,292,127,109,45,535,6416,4,4,23,25,32,77,72,66,139,97,51,20,12,12,148,794,144,58,171,127,178,253,157,94,171,87,29,9,18,3,141,1638,794,246,551,646,970,1389,1345,1339,2258,1111,546,239,114,95,1289,12931,7,0,6,0,11,5,13,18
213,43,19,37,49,111,383,825,1942,5840,4917,3599,1241,1700,968,1188,22857,28,32,118,136,271,510,610,812,1421,783,444,207,195,103,465,6144,19,12,18,15,37,60,95,128,327,196,137,86,71,49,226,1478,11,3,3,0,3,5,12,27,85,123,127,103,95,66,184,838,548,190,319,169,723,555,867,948,2122,1273,788,361,298,168,1202,10554,8,3,6,3,12,8,27,26,88,48,33,15,17,11,4212,4514,713,286,546,386,1236,1703,2826,4750,15233,15344,14908,10314,11153,7804,10713,97906,18,9,25,45,64,225,484,888,2322,1680,1080,496,416,179,940,8877,17,46,188,239,401,808,796,841,1267,546,291,122,73,34,502,6176,13,7,25,20,39,64,85,82,160,73,63,18,20,8,160,836,156,60,246,200,240,294,203,170,242,113,57,27,23,12,191,2234,781,242,685,770,1121,1553,1527,1446,2229,1074,487,221,143,82,1440,13799,8,4,10,3,13,11,18,8
214,13,3,3,6,6,57,143,338,1436,1370,1007,378,532,394,426,6103,3,10,20,9,30,78,112,181,366,252,137,81,61,56,182,1572,4,0,4,0,3,6,5,24,74,61,47,14,27,14,76,354,0,0,0,0,3,3,3,5,31,48,48,35,48,23,57,298,71,24,32,19,84,76,176,213,510,304,187,83,79,49,279,2204,0,0,0,0,0,6,0,8,18,17,11,3,3,4,1503,1569,116,48,78,36,151,285,559,1047,4400,5391,5355,3873,3926,3073,4330,32680,0,6,5,20,22,78,203,377,990,804,473,179,167,54,551,3916,5,23,55,121,194,505,496,497,775,303,146,41,35,17,407,3627,4,4,10,8,22,48,41,47,53,38,28,13,9,3,56,377,25,18,65,64,91,145,70,44,78,17,9,3,3,0,66,695,131,54,167,257,433,610,628,562,855,333,135,46,35,24,595,4868,0,0,0,3,8,4,7,11
215,6,6,6,3,11,54,100,260,687,457,241,83,75,80,194,2261,4,3,14,6,25,42,76,113,193,77,45,16,11,4,58,704,0,0,0,0,0,7,11,24,49,31,12,5,5,3,30,187,0,0,0,0,0,0,5,8,21,26,25,17,13,8,31,162,34,23,33,14,99,67,158,161,262,122,54,25,10,13,162,1213,0,0,0,0,0,3,5,11,20,18,8,3,3,3,849,923,89,56,87,30,179,231,482,834,2792,2549,2091,1249,1036,619,2261,14580,3,5,4,5,20,60,124,196,375,215,109,36,27,13,165,1366,0,7,30,60,101,237,227,198,223,68,29,9,8,3,130,1327,0,3,3,0,11,20,16,26,26,10,3,3,0,0,23,141,7,6,39,32,61,55,27,16,26,6,0,0,5,0,30,306,53,21,105,189,307,371,382,313,362,120,42,20,12,17,314,2617,0,0,0,0,3,3,6,6
216,7,7,9,4,17,45,56,172,647,436,253,82,81,59,182,2062,4,3,9,9,25,34,54,86,176,95,37,20,18,20,49,647,0,0,0,0,4,11,13,24,57,31,25,5,0,3,20,196,6,0,0,0,0,0,0,3,26,25,31,19,14,8,24,158,35,11,29,11,90,88,130,133,265,131,57,13,11,14,171,1194,3,0,0,0,0,0,3,4,11,11,3,3,3,0,653,700,80,35,66,37,166,209,369,625,2342,2348,2055,1261,1079,660,2006,13343,5,3,4,3,17,49,92,164,385,223,116,60,25,7,156,1307,4,12,29,48,91,205,222,200,246,66,30,10,8,10,121,1309,5,0,4,10,5,11,20,18,36,9,6,0,0,0,37,170,16,3,25,26,48,70,41,22,25,13,0,0,7,0,30,321,43,14,94,138,245,338,318,272,314,117,42,13,11,8,265,2235,0,0,0,3,4,5,0,4
217,4,10,7,0,12,14,56,172,562,411,231,86,99,61,136,1862,3,5,3,4,15,33,48,92,170,62,43,18,4,8,58,572,0,0,0,0,3,6,5,19,38,36,18,8,8,3,27,163,3,0,0,0,0,0,3,5,16,34,27,28,14,10,33,171,24,7,13,5,45,32,88,107,178,89,40,27,8,12,73,756,4,0,4,0,0,0,7,3,13,13,0,3,7,0,631,688,69,36,42,24,116,141,314,595,2244,2262,1921,1263,1015,640,1792,12462,4,0,3,7,7,35,69,129,304,179,114,37,36,10,156,1103,5,7,32,63,83,232,218,192,245,74,32,6,11,4,124,1330,4,0,4,6,10,16,20,17,17,8,10,0,3,3,29,146,6,8,15,29,37,47,25,9,12,3,0,0,0,0,22,216,30,23,72,118,196,258,246,221,280,90,37,15,21,8,210,1828,0,0,3,0,0,0,0,3
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0,3,8,10,12,21,65,176,932,942,889,351,569,476,281,4745,3,5,10,4,16,51,76,119,256,185,115,66,65,48,86,1090,0,0,0,0,0,6,8,28,46,50,31,20,27,12,24,269,0,0,0,0,0,0,3,4,14,30,29,27,41,17,47,213,29,9,17,11,48,56,100,145,412,254,162,68,74,42,196,1625,0,0,0,0,3,3,3,5,7,5,4,3,3,3,1692,1735,47,25,38,25,90,156,326,591,2851,3734,4545,3773,4561,3941,3585,28290,3,0,3,4,18,67,170,314,936,724,475,209,183,78,367,3548,7,10,24,51,124,288,308,336,496,231,103,62,34,15,147,2233,0,3,5,3,9,24,17,12,50,31,10,11,10,5,40,235,23,7,42,38,68,81,52,33,51,18,9,4,3,0,36,471,63,25,100,164,281,387,369,368,583,230,111,56,39,31,306,3125,0,0,3,3,4,0,3,4
302,7,0,3,5,13,24,103,208,907,909,831,299,526,426,209,4467,3,6,15,14,31,45,79,124,241,182,118,60,69,57,83,1118,0,0,0,0,4,0,9,21,49,51,37,22,22,6,37,275,0,0,0,0,0,0,0,5,14,17,36,27,29,33,47,208,62,24,19,11,65,76,112,133,362,241,162,74,82,45,167,1622,0,0,0,0,0,5,0,3,14,8,5,3,3,0,1297,1334,73,37,36,33,118,176,348,607,2540,3228,3741,3139,4040,3556,2686,24367,3,0,10,9,9,42,101,235,813,654,506,201,167,82,290,3130,3,8,29,41,72,189,211,258,446,215,83,35,21,9,160,1781,0,3,0,10,8,17,16,31,52,38,18,9,5,3,34,232,20,14,42,30,51,61,42,15,41,16,9,3,7,0,39,388,100,36,77,136,196,288,309,359,614,292,139,72,33,33,258,2938,0,0,0,0,3,3,0,4
303,8,12,16,11,37,110,237,505,1555,1436,1308,488,918,783,347,7763,7,13,41,45,78,162,195,235,476,274,192,118,116,96,149,2189,4,5,3,5,10,6,16,26,84,68,47,30,37,21,58,423,5,0,0,0,0,3,6,4,21,34,44,39,46,48,49,292,189,58,94,44,206,167,267,268,705,451,329,144,160,112,364,3554,6,0,0,0,3,5,5,8,17,13,12,3,6,3,2103,2188,231,102,169,96,361,512,875,1368,4664,5012,5786,4874,6400,6316,4424,41195,13,3,10,9,21,78,173,332,1009,854,658,245,254,111,412,4184,9,10,56,77,125,298,303,319,599,277,140,58,40,22,198,2541,4,7,8,9,9,17,18,38,55,51,28,13,15,7,50,314,44,22,58,71,88,90,50,50,78,25,13,18,3,3,61,655,299,74,203,182,330,413,478,450,810,450,222,126,82,43,406,4580,3,0,6,0,3,0,4,8
304,7,3,3,4,12,29,57,119,503,768,797,306,792,778,245,4418,4,9,12,15,22,38,58,84,190,111,94,70,78,127,64,979,3,0,3,0,4,7,3,17,18,29,29,16,31,21,19,209,0,3,0,0,0,0,0,0,9,15,12,29,32,27,24,152,58,15,19,15,44,53,72,108,241,177,159,87,91,100,137,1377,0,0,0,0,0,0,0,0,5,3,0,3,3,3,1541,1558,79,34,45,34,92,137,221,440,1565,2169,2852,2742,4368,5730,2964,23466,0,3,3,11,9,30,71,128,471,488,408,141,179,92,245,2292,0,11,25,32,64,141,128,160,324,176,82,39,29,11,125,1345,0,0,0,3,3,14,8,8,22,22,15,3,11,3,24,138,26,7,19,25,26,30,18,18,35,10,10,3,4,4,22,254,109,34,71,78,110,177,169,152,313,182,105,50,31,28,161,1766,0,0,0,0,0,0,3,0
305,17,3,0,4,4,19,52,118,404,566,656,246,945,1080,201,4324,4,5,12,20,17,39,57,60,149,105,74,65,82,112,50,837,4,0,0,0,0,3,3,7,17,24,28,13,37,30,18,195,0,0,3,0,0,0,0,0,13,8,13,9,23,55,24,146,85,14,24,6,48,51,58,53,202,179,99,71,77,97,94,1161,0,0,0,0,0,0,0,4,6,3,4,3,11,9,1479,1523,124,27,40,26,82,129,243,331,1244,1642,2050,1912,3909,7805,2671,22232,4,5,4,7,12,24,73,130,501,518,488,178,278,181,288,2683,8,12,19,44,62,137,120,179,317,167,102,28,52,24,108,1396,0,3,3,3,4,10,8,16,33,21,21,4,16,3,14,152,27,11,19,18,32,34,26,26,38,13,11,4,3,4,27,284,150,39,73,71,112,186,167,157,325,168,110,64,45,33,182,1877,0,0,0,0,0,0,0,3
306,3,3,10,14,11,44,137,327,1044,815,495,174,222,131,228,3645,6,8,17,11,46,72,119,207,330,164,120,36,37,19,83,1271,9,3,0,0,7,18,23,32,70,56,41,21,29,13,47,367,0,0,0,0,0,0,3,4,31,26,38,31,29,15,39,220,48,35,38,27,133,121,214,229,461,214,113,33,30,38,237,1978,0,0,0,3,0,0,4,3,24,14,7,3,3,4,1976,2049,98,66,71,60,235,305,630,1045,3651,3814,3545,2386,2318,1485,3635,23355,3,3,8,11,31,106,235,402,930,609,334,93,88,34,347,3249,5,20,42,92,170,380,411,363,521,181,79,27,20,7,237,2562,3,7,3,6,18,29,32,28,60,25,27,10,11,0,46,301,35,20,70,86,137,159,119,61,80,22,12,0,7,3,82,893,154,49,209,267,387,618,592,486,644,229,104,43,27,17,525,4349,3,0,0,3,5,3,3,3
307,9,7,10,3,12,34,83,205,734,508,321,100,95,59,146,2316,3,3,7,9,11,31,46,64,162,65,40,11,7,3,55,511,0,0,0,0,0,0,16,11,26,28,34,3,14,5,35,179,0,0,0,3,0,0,3,3,19,20,16,6,15,16,25,121,15,9,12,7,70,74,151,124,251,106,51,15,8,11,111,1017,3,3,0,0,0,0,0,9,8,5,8,4,0,6,942,993,61,39,47,29,129,188,393,592,2375,2177,1891,1168,1007,668,2122,12896,6,0,10,5,10,55,113,144,304,179,85,40,33,15,147,1138,0,7,21,45,77,185,153,129,158,54,27,3,7,0,93,968,0,3,3,5,8,12,17,9,24,14,4,3,4,0,26,137,10,7,35,36,47,75,46,19,20,3,3,0,0,0,24,332,54,30,85,121,200,294,306,256,329,86,30,18,10,9,204,2020,0,0,0,0,3,0,4,3
308,14,6,3,0,8,31,77,226,975,1062,1169,275,571,315,300,5047,0,8,11,9,30,60,91,125,230,160,121,39,43,32,83,1044,0,0,0,0,7,9,11,21,58,56,80,26,52,22,58,395,3,0,0,0,0,0,3,3,26,23,24,39,32,30,54,239,50,26,33,20,97,102,203,207,372,182,107,47,57,27,193,1727,0,0,0,0,0,3,0,10,11,5,14,4,3,8,2348,2408,102,50,70,33,160,243,475,751,2809,3432,3928,2849,3128,2460,4110,24595,5,3,13,10,20,66,162,278,611,474,302,106,90,57,240,2435,3,25,43,62,155,296,286,236,333,144,52,16,13,0,171,1838,0,0,3,11,6,23,19,24,40,26,19,7,6,3,36,226,35,20,77,93,143,175,101,59,56,22,4,7,6,3,88,879,102,49,155,214,381,502,476,389,441,169,65,44,20,23,296,3335,0,0,0,3,3,5,5,3
309,26,16,18,10,30,127,248,722,2768,2509,1840,688,995,668,634,11298,12,17,36,44,98,215,268,405,844,476,278,144,137,100,257,3349,4,3,3,0,11,18,23,51,167,122,82,39,59,38,103,733,4,0,0,0,3,3,5,8,48,58,78,60,57,46,111,482,190,59,73,58,202,202,337,426,1056,607,367,158,141,122,478,4472,0,3,0,0,3,3,12,7,23,33,13,12,9,9,3750,3871,298,112,151,123,403,663,1155,2123,8799,9860,9903,7365,7707,6059,7771,62509,18,3,10,21,54,192,422,849,2149,1557,954,331,321,141,775,7795,11,39,113,189,383,905,1010,909,1436,583,259,88,74,24,466,6486,10,9,14,15,31,53,66,81,115,81,49,17,7,3,126,683,89,30,101,105,199,312,195,136,165,45,24,3,8,7,92,1511,404,121,254,354,674,1152,1132,1044,1663,636,284,98,71,50,897,8829,4,0,3,0,3,3,5,16
310,11,3,12,11,28,87,224,543,2413,1909,1157,398,415,212,414,7833,13,13,18,31,75,138,172,311,620,299,173,77,44,22,170,2169,9,3,3,3,10,26,29,47,136,94,74,24,35,12,85,584,0,0,0,0,0,0,4,4,33,40,53,27,38,17,66,284,125,36,77,43,245,220,382,486,890,422,234,93,73,38,389,3752,0,0,0,0,0,3,6,9,29,24,20,0,8,5,2061,2171,162,67,124,92,384,523,938,1673,6277,6317,6129,4068,4005,2114,4549,37432,14,3,12,21,23,121,295,538,1395,890,545,202,128,55,417,4663,6,13,73,106,181,480,446,427,633,255,103,42,20,19,255,3063,5,7,11,13,20,33,51,42,73,41,28,9,6,4,53,398,59,21,88,118,193,276,167,88,137,33,12,8,6,3,96,1307,211,77,279,396,654,1034,977,857,1059,421,181,74,46,21,625,6915,0,0,0,0,3,8,10,4
311,17,3,8,15,23,77,246,623,2388,1874,1150,468,436,285,474,8081,12,6,21,19,62,137,186,258,638,342,168,81,56,28,168,2187,4,3,3,0,6,20,23,41,154,113,61,27,18,10,75,573,3,0,0,0,4,0,7,4,38,43,72,47,35,16,66,338,150,50,69,50,276,227,344,487,884,474,260,113,76,49,404,3918,4,0,0,0,0,6,9,7,36,12,14,3,6,6,1841,1936,206,73,119,85,402,517,919,1672,6292,6575,6256,4250,3975,2143,4514,37986,6,3,8,15,29,119,314,569,1365,842,553,221,153,47,437,4684,15,24,60,96,204,454,515,438,632,291,102,49,28,12,279,3183,3,0,5,17,23,52,34,37,81,48,28,9,9,0,67,409,57,30,124,127,183,238,137,88,137,46,10,11,10,4,110,1296,221,85,253,421,661,1012,953,741,1101,431,188,79,54,34,592,6827,7,0,3,0,0,10,9,7
