SA4_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
111,20915,36277,17335,17703,7410,2682,102315,3365,2331,562,286,99,36,6673,1340,1567,595,316,108,37,3961,4700,3898,1157,601,206,72,10637,4743,2029,428,175,52,23,7446,1178,684,125,41,12,3,2051,520,447,103,41,12,0,1114,182,74,20,7,3,4,293,6626,3231,677,260,75,26,10896,579,294,47,22,10,3,950,31,6,3,3,0,0,41,149,138,52,46,8,5,399,758,436,102,72,16,12,1391,34,21,3,3,3,0,68,33033,43874,19276,18640,7711,2791,125315,21555,37833,18082,17976,7448,2914,105810,3962,2492,609,296,105,35,7502,1597,1834,716,374,119,48,4683,5557,4323,1322,666,228,83,12187,4914,2210,510,180,52,29,7899,1183,722,158,55,14,11,2129,720,728,160,51,11,0,1669,103,55,15,4,5,0,186,6919,3709,846,287,80,42,11891,362,197,30,8,5,4,610,8,0,3,0,0,3,12,120,102,27,29,4,6,286,489,296,57,38,8,15,904,70,38,7,3
112,12651,23888,10033,9850,4683,2063,63167,2824,2589,675,339,108,32,6577,1063,1118,467,222,55,17,2943,3886,3707,1141,563,169,54,9522,3478,2047,629,270,67,29,6520,465,424,85,33,4,0,1006,224,280,47,16,0,0,568,114,47,17,11,4,0,191,4277,2795,777,326,78,29,8286,1435,869,108,77,16,6,2511,360,238,14,11,3,3,625,106,126,27,32,8,6,314,1896,1233,146,120,30,17,3451,15,7,6,4,3,0,37,22723,31634,12109,10867,4961,2166,84459,14235,25566,10301,9839,4545,2164,66653,3024,2626,770,413,134,54,7020,1441,1411,572,282,79,35,3827,4472,4035,1343,699,208,93,10843,3505,2054,580,239,71,17,6465,614,541,125,48,12,0,1346,261,290,45,24,6,3,618,159,66,13,10,5,3,254,4532,2950,762,316,98,25,8685,1407,718,82,39,11,9,2269,55,6,7,3,3,0,71,116,74,33,15,6,3,251,1575,803,122,55,26,13,2591,36,33,14,7
113,10121,16739,7332,7363,4018,1876,47454,754,398,104,42,25,3,1328,67,64,14,12,7,0,159,821,467,123,53,32,3,1490,2328,1062,276,109,31,26,3826,98,17,0,3,0,0,124,57,17,5,3,3,0,83,24,9,0,0,0,0,33,2508,1104,287,123,35,26,4072,179,72,15,19,4,0,290,18,6,7,3,0,0,39,81,68,27,20,12,3,217,278,144,51,42,19,10,540,5,3,3,3,0,0,11,13729,18457,7785,7582,4101,1916,53569,11018,17598,7235,7043,3842,1869,48605,841,471,145,65,32,7,1559,131,95,28,23,9,0,287,979,565,174,88,37,8,1852,2196,1020,219,133,50,13,3626,62,32,3,0,0,0,97,47,28,4,0,0,0,84,23,12,7,0,0,3,42,2329,1087,233,137,50,16,3849,167,56,5,0,0,0,237,16,8,6,6,0,0,32,69,69,30,17,7,7,190,246,135,43,19,13,6,463,38,18,12,3
114,9756,17989,6312,6369,2933,1251,44613,901,643,111,86,25,12,1778,200,154,42,17,7,0,422,1097,799,155,99,36,18,2199,1155,427,79,34,5,0,1703,25,14,3,0,0,0,40,7,3,0,0,0,0,19,63,22,3,3,0,0,98,1247,471,92,39,5,0,1852,444,233,26,10,0,0,720,8,11,0,3,3,0,27,24,27,12,9,12,5,91,480,274,39,29,12,3,835,5,3,3,0,0,0,9,12591,19533,6596,6537,2989,1274,49516,11026,18978,6464,6229,2859,1322,46876,1296,850,184,118,57,24,2539,218,206,46,21,6,5,506,1518,1056,234,143,60,32,3043,1151,437,71,30,3,5,1692,14,0,0,0,0,0,22,9,6,0,0,0,0,15,53,16,6,0,4,0,83,1224,456,81,33,10,5,1814,432,197,11,9,5,0,652,0,4,0,3,0,0,13,37,40,10,4,7,0,95,462,242,29,15,15,3,761,42,24,4,10
115,4995,14730,10272,14679,6832,2934,54446,479,413,120,89,20,9,1128,882,1444,789,576,141,51,3886,1362,1859,911,668,162,60,5015,699,280,42,16,3,0,1047,329,226,67,30,10,3,666,114,178,37,18,4,0,355,46,27,9,7,0,0,89,1185,713,160,73,19,7,2150,175,85,23,16,11,3,309,11,5,3,7,0,0,30,12,8,4,6,3,0,30,198,93,22,28,19,5,367,0,3,3,6,0,0,9,7738,17395,11371,15452,7030,3007,61991,5391,15441,10586,15121,7061,3200,56803,771,614,168,127,34,13,1727,909,1394,910,728,192,70,4198,1679,2009,1073,854,230,79,5924,505,186,50,36,9,0,791,231,244,130,54,9,3,668,259,380,123,48,9,3,831,40,35,14,12,4,3,110,1042,852,313,147,28,12,2396,164,77,15,8,3,3,268,6,3,3,0,0,0,16,6,4,3,5,0,0,17,179,83,23,9,6,4,303,19,18,3,7
116,10071,19404,14223,16120,7917,4849,72586,1152,1297,781,708,332,186,4455,972,1385,1086,803,339,237,4821,2126,2677,1865,1510,672,422,9281,889,212,75,50,17,4,1244,559,396,231,144,47,24,1398,295,400,254,111,28,22,1116,45,28,6,5,4,0,90,1788,1031,573,315,92,50,3844,323,165,27,18,3,3,535,10,3,4,0,0,0,22,36,24,14,7,6,3,88,364,191,44,26,10,5,646,3,12,3,3,0,0,24,14357,23312,16712,17978,8701,5325,86383,10816,20142,15214,17443,8609,5904,78131,1141,1100,676,627,272,178,3998,1137,1649,1620,1383,660,481,6929,2281,2751,2296,2005,935,657,10932,943,219,75,48,16,15,1315,495,501,298,183,58,35,1570,416,637,460,290,74,38,1916,71,51,17,4,3,5,147,1924,1409,850,518,156,90,4940,180,66,21,13,0,0,274,6,3,0,0,0,0,14,36,29,18,16,3,6,110,212,96,45,23,8,3,396,22,15,10,12
117,3229,5173,3167,2900,1247,746,16475,2418,3429,1376,841,226,83,8375,3151,4895,2376,1643,522,242,12831,5565,8328,3745,2487,748,329,21205,3259,2260,691,360,104,43,6717,5807,4456,1515,798,225,71,12872,15271,13689,3260,1605,382,138,34351,79,59,26,16,6,0,186,24418,20466,5492,2775,722,263,54127,8,7,6,7,6,0,32,341,7,0,0,0,0,347,222,212,99,68,28,22,647,573,230,99,77,29,22,1026,43,42,17,14,4,3,126,33834,34234,12530,8255,2754,1354,92961,3011,4974,3152,3092,1247,714,16178,2500,3690,1679,1128,296,107,9393,3476,5466,2924,2085,622,245,14819,5968,9151,4603,3208,917,358,24210,3549,2515,793,345,92,26,7321,5888,5165,1711,910,226,87,13992,19668,18075,4724,2506,580,226,45777,102,59,15,12,0,0,188,29206,25815,7240,3767,901,342,67274,0,8,0,0,0,0,11,3,0,0,0,0,0,4,163,217,105,71,26,19,613,169,225,106,71,27,19,622,355,163,55,20
118,4134,7359,4498,5626,2656,1039,25313,1613,2167,1216,1216,332,79,6623,1909,3212,1786,1642,486,132,9175,3523,5376,3005,2860,823,210,15799,4384,4333,1451,729,158,45,11102,7505,7721,2158,974,181,53,18607,7607,6996,1918,797,186,37,17539,63,48,22,16,3,8,156,19563,19099,5549,2520,528,143,47395,3,7,0,3,0,3,19,36,4,0,0,0,0,36,173,206,79,41,20,9,520,215,213,75,44,17,13,579,38,38,13,19,4,0,114,27478,32079,13137,11064,4031,1403,89196,3734,6704,4240,5888,2858,1101,24528,1598,2121,1274,1344,381,77,6802,2178,3560,2199,2009,653,165,10762,3774,5680,3474,3354,1034,248,17569,3560,3717,1486,741,183,32,9716,7745,8403,2821,1229,256,56,20513,8933,8700,2772,1240,274,61,21987,40,39,17,9,3,4,101,20275,20860,7090,3221,716,157,52317,3,3,4,0,0,0,9,0,0,0,0,0,0,0,127,135,61,56,13,15,410,132,142,64,56,16,15,418,57,60,23,18
119,16382,28186,17979,20439,10642,7122,100750,3373,3018,1588,1302,598,296,10167,1977,2625,2005,1854,777,444,9686,5354,5645,3589,3159,1370,736,19851,6554,4740,2695,1826,646,298,16754,5492,5469,3204,1933,628,235,16962,3370,4040,2217,1310,380,136,11445,102,64,42,33,17,8,261,15513,14312,8156,5091,1674,678,45430,93,33,16,12,9,8,173,13,7,4,0,0,0,27,174,152,113,82,28,33,584,280,188,130,97,36,37,779,57,11,5,8,7,8,97,37579,48348,29859,28796,13731,8585,166916,15757,27438,18306,21018,11182,7741,101440,3462,2888,1555,1361,550,357,10171,2202,3112,2522,2491,1195,706,12230,5666,6002,4079,3850,1743,1059,22401,5715,4824,3126,2245,798,371,17080,5972,6056,3954,2505,847,316,19653,3350,4398,2676,1665,516,205,12807,124,72,46,38,13,12,292,15152,15350,9800,6451,2175,896,49832,90,21,11,3,3,3,130,3,3,4,0,0,0,15,213,239,111,109,46,34,747,309,259,121,117,53,38,892,75,77,59,39
120,7127,12532,7899,8710,3741,1741,41747,1909,2635,1201,863,206,78,6898,1938,3042,1619,1140,275,89,8099,3843,5676,2823,2004,481,164,14996,4646,3543,1458,764,228,76,10711,4871,4674,1788,966,243,72,12602,2965,3650,1494,830,204,58,9198,105,64,26,6,7,3,211,12576,11935,4758,2560,676,209,32717,10,12,3,0,0,0,25,36,8,3,0,0,0,45,222,234,99,79,28,16,677,261,250,103,85,30,20,747,8,10,0,0,0,0,17,23821,30396,15587,13365,4929,2132,90229,6785,12068,8036,9273,3938,1831,41929,1917,2590,1362,1133,289,68,7353,2006,3134,1748,1386,361,112,8742,3923,5719,3106,2514,645,179,16090,4523,3753,1605,871,235,83,11066,4581,4898,2271,1263,283,88,13390,3985,5318,2515,1340,347,92,13601,106,64,20,24,5,3,218,13186,14036,6411,3499,871,263,38276,0,0,0,0,0,0,5,3,0,0,0,0,0,3,218,245,114,78,33,19,708,221,251,114,78,33,19,714,51,59,25,13
121,9726,21249,12850,17823,8045,2567,72260,1108,1343,691,430,101,13,3688,1732,2656,1259,884,205,62,6808,2843,4003,1952,1322,305,76,10493,4094,3352,1004,485,97,26,9061,6645,5861,1643,748,135,38,15071,9644,9099,2614,1103,220,46,22727,137,92,27,22,8,5,289,20516,18405,5287,2353,469,123,47147,25,18,11,8,4,0,62,27,3,3,0,0,0,33,244,160,53,41,16,6,522,290,188,61,53,20,6,619,31,19,7,3,0,0,62,33406,43857,20159,21554,8839,2771,130579,9456,20963,13229,18521,8527,2705,73401,1293,1404,621,545,125,21,4002,1810,2847,1323,1113,276,70,7437,3101,4248,1940,1663,395,95,11435,4079,3551,1110,560,99,24,9426,6895,6525,2191,1030,179,55,16878,10089,10363,3797,1858,329,87,26519,99,66,21,11,4,3,202,21160,20502,7117,3457,619,174,53027,19,14,4,0,0,0,40,0,0,0,0,0,0,0,102,72,35,21,10,7,234,126,88,38,22,10,7,281,80,67,30,26
122,6828,15653,9211,12129,5324,1917,51062,775,569,283,233,53,18,1945,1133,1472,604,507,129,38,3887,1913,2040,889,748,182,58,5827,2924,2307,669,316,70,27,6312,4454,4756,1411,577,101,25,11324,2280,2465,587,224,42,5,5606,218,164,59,59,28,8,543,9875,9698,2733,1171,241,67,23780,102,61,26,8,5,0,205,33,3,0,0,0,0,40,71,59,30,14,4,3,182,206,129,53,31,9,3,431,5,9,8,11,0,0,31,18830,27522,12889,14085,5758,2041,81125,6535,14936,8940,13193,5792,2029,51423,896,741,306,295,97,26,2364,1204,1629,781,791,233,63,4700,2098,2369,1088,1088,330,89,7064,3285,2562,856,422,95,25,7245,4491,5121,1791,779,122,27,12337,2550,2933,823,356,74,18,6751,143,95,37,34,10,0,322,10475,10713,3506,1591,296,74,26655,54,21,3,3,3,0,84,5,0,0,0,0,0,5,89,94,34,25,6,6,248,146,115,37,30,11,6,331,29,21,4,8
123,8143,17227,12001,13847,6747,3464,61436,1686,1410,680,446,184,111,4521,985,1107,660,451,208,200,3612,2672,2519,1347,896,391,310,8133,730,313,81,42,14,5,1199,74,71,20,3,5,0,176,89,61,20,4,0,0,173,29,21,7,7,3,0,66,923,471,129,63,26,5,1619,134,51,16,4,10,0,212,3,4,3,3,0,0,18,40,27,6,10,0,3,84,177,79,23,18,11,7,313,0,3,0,10,0,4,26,11923,20305,13498,14831,7181,3793,71526,8805,18531,12281,14137,6715,4149,64618,1827,1521,650,442,187,84,4716,1125,1128,726,540,237,219,3976,2952,2650,1375,983,430,308,8685,867,351,105,61,13,5,1403,216,191,38,12,0,0,462,119,124,31,7,3,0,287,55,34,7,10,3,0,119,1257,702,184,86,21,5,2261,116,28,7,3,0,0,162,3,3,3,0,4,0,15,43,48,32,42,5,11,175,167,78,45,45,9,13,349,15,10,3,6
124,13890,25611,15114,16633,8033,3739,83025,1819,1226,444,295,95,55,3936,938,1146,584,319,111,49,3151,2762,2368,1030,612,208,107,7085,1861,714,189,71,21,5,2857,953,423,113,44,8,3,1537,135,67,20,11,0,0,233,93,38,9,8,5,0,155,3036,1242,333,130,39,7,4785,161,82,17,9,7,3,279,35,0,0,0,3,0,42,62,42,11,3,3,5,122,254,121,33,18,11,6,446,6,9,4,9,0,0,28,19948,29353,16510,17404,8287,3859,95366,14607,26001,15173,16186,7655,4060,83677,2168,1520,611,367,137,76,4869,1549,1491,836,535,206,112,4728,3712,3012,1448,911,343,182,9604,1464,738,283,169,78,41,2767,1001,606,196,81,24,8,1919,242,153,69,37,4,0,512,149,94,43,29,17,4,344,2862,1595,592,314,125,56,5537,107,53,9,8,6,0,176,3,4,0,0,0,3,15,72,34,26,8,5,7,158,188,92,39,17,12,11,352,59,29,3,9
125,11877,20680,13539,14855,7796,5485,74237,2342,1569,840,705,314,224,5999,1414,2092,1637,1388,522,351,7403,3763,3656,2475,2090,838,578,13402,4214,2897,1502,935,382,189,10112,3601,3825,2121,1278,372,177,11383,2340,2731,1433,845,253,149,7747,95,45,25,19,0,4,186,10254,9498,5080,3073,1012,518,29427,9,18,15,5,3,6,55,81,5,0,4,0,0,92,97,67,40,41,16,20,281,181,86,55,52,23,21,427,95,93,67,47,24,8,327,26161,34017,21217,20119,9685,6609,117820,11514,20167,13696,15501,8145,6157,75181,2480,1986,1288,1123,452,281,7617,1555,2383,2049,1987,777,533,9290,4033,4366,3340,3114,1229,815,16907,4527,3422,2033,1335,489,236,12035,3994,4764,3034,2026,636,312,14766,2418,3182,1886,1189,371,210,9247,116,64,39,29,14,5,270,11053,11433,6984,4582,1508,761,36318,11,0,0,0,0,0,15,12,0,3,0,0,0,21,80,66,42,29,20,25,260,98,70,43,29,24,28,290,71,51,35,28
126,4967,10029,6194,8026,3557,1369,34148,1039,1051,570,460,123,35,3275,1078,1358,702,559,147,48,3892,2113,2414,1271,1016,270,79,7164,1467,714,257,130,33,11,2607,3388,2675,1174,543,117,21,7926,1337,1021,387,175,43,3,2967,39,25,6,9,3,3,85,6225,4442,1829,853,195,40,13584,7,13,7,0,3,0,24,8,0,0,10,0,0,16,24,21,30,11,10,3,97,38,32,31,21,13,3,137,8,13,9,12,4,4,49,13362,16928,9339,9932,4031,1498,55083,4982,9626,6411,8406,3694,1467,34594,1081,1027,612,488,146,36,3384,996,1300,814,644,180,67,4008,2078,2326,1429,1134,318,102,7390,1666,954,330,185,49,20,3202,2914,2632,1165,610,118,23,7467,1808,1917,887,456,102,24,5191,36,9,3,3,4,3,55,6423,5514,2381,1255,271,72,15918,7,3,0,0,0,0,12,0,0,0,0,0,0,0,39,33,19,14,3,4,107,46,40,19,14,3,4,123,8,14,0,3
127,8932,18639,14969,18579,10413,7061,78597,1082,1130,720,613,316,149,4020,1099,1564,1318,1280,583,413,6254,2188,2697,2037,1893,896,562,10274,1548,921,565,464,180,74,3746,1597,1361,899,589,173,70,4688,869,903,582,464,149,39,3002,34,17,7,17,4,3,86,4042,3203,2051,1533,506,188,11525,108,32,14,8,4,3,172,11,6,3,7,3,0,26,30,35,16,17,13,5,117,153,73,35,35,19,6,316,7,11,13,5,0,4,40,15316,24622,19105,22047,11838,7820,100752,9417,18675,15159,18498,10781,8102,80647,1361,1291,924,925,444,294,5232,1429,1922,1691,1721,950,556,8261,2787,3211,2615,2637,1394,853,13494,1411,749,505,335,153,75,3221,1770,1578,1030,744,222,107,5447,987,1090,737,580,204,70,3670,75,62,26,9,15,12,200,4238,3474,2297,1667,590,259,12534,126,39,5,0,0,0,176,7,0,0,0,0,0,8,32,30,24,14,0,9,107,163,78,29,17,0,7,292,29,26,18,15
128,5961,14631,9075,12220,5704,1893,49488,1299,982,339,240,73,30,2954,1267,1980,987,668,148,54,5110,2569,2959,1325,907,224,79,8061,1922,989,240,123,30,4,3302,2809,2552,716,233,48,14,6370,2135,2158,581,194,29,5,5101,61,36,15,9,0,0,115,6927,5726,1546,558,104,22,14889,64,39,7,4,0,0,118,7,0,0,0,0,0,8,28,33,27,13,4,3,108,103,72,32,19,3,3,234,6,15,3,5,0,0,32,15568,23407,11990,13714,6030,2002,72708,6179,14766,9024,12461,5807,1980,50209,1396,1012,335,213,64,19,3040,1405,2077,1034,778,210,62,5562,2799,3086,1370,988,276,80,8602,2010,1155,306,114,31,0,3621,3047,2913,906,401,77,14,7361,2035,2029,574,239,40,5,4924,63,27,5,12,4,4,120,7149,6123,1789,768,153,26,16023,95,39,12,5,0,0,158,3,0,0,0,0,0,4,57,43,30,11,9,3,146,154,82,38,21,9,4,307,5,11,0,3
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,10585,16698,7132,6730,3341,1327,45810,616,424,112,68,23,6,1249,73,95,45,19,11,3,246,689,522,154,94,37,5,1496,2389,881,176,52,7,7,3508,24,15,0,0,0,0,40,3,3,0,0,0,0,4,32,14,3,3,0,0,49,2440,909,181,52,14,7,3605,147,47,7,17,5,0,222,34,21,7,7,3,3,69,61,78,20,17,11,4,201,245,148,37,36,19,8,497,0,0,0,0,0,0,4,13960,18276,7504,6916,3398,1342,51405,12275,18411,7594,7159,3396,1390,50224,1319,571,144,64,13,9,2123,100,115,35,41,11,0,294,1423,687,175,108,24,9,2418,2049,865,135,41,18,4,3113,20,15,4,0,0,0,39,0,6,0,0,0,0,12,21,0,3,0,0,0,31,2092,883,141,48,20,4,3189,202,65,9,5,0,0,287,26,6,3,3,0,0,44,35,47,13,7,4,3,108,262,116,28,15,11,3,440,5,9,3,0
202,10267,16268,7000,6683,3158,1337,44713,1105,570,160,86,25,15,1965,40,52,27,11,5,5,132,1143,619,184,98,30,18,2098,1652,659,136,44,17,3,2511,0,0,0,0,0,0,3,3,0,0,0,0,0,5,35,8,6,0,3,0,55,1691,673,140,44,21,3,2574,257,75,17,14,10,0,376,25,12,9,12,4,4,62,54,55,24,15,7,7,159,333,147,47,38,20,10,598,14,0,0,5,0,0,16,13445,17708,7373,6871,3229,1373,49992,11954,18019,7470,6912,3242,1387,48982,850,419,129,31,15,3,1446,56,71,37,20,8,3,201,906,490,166,54,20,4,1649,1722,716,163,45,14,16,2680,3,3,0,0,0,0,3,4,0,0,0,0,0,4,19,8,3,0,0,0,26,1745,726,167,45,14,16,2714,213,65,3,10,0,0,291,17,9,0,0,0,0,31,63,58,21,14,3,3,165,295,130,31,21,8,3,493,9,6,0,3
