SA4_CODE_2016,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus
204,3267,56586,1456,66376,0,3,11,150,3,167,562,38,29,292,22,938,365,52,19,80,11,521,1430,522,273,881,35,3137,6952,4531,3281,48910,1471,65144,365,10,81,10,11,479,204,49,33,492,23,800,1962,633,405,5508,134,8640,286,106,24,231,19,664,220,58,22,82,0,383,381,45,20,36,0,482,1228,1072,649,17949,424,21322,2372,680,253,2798,128,6224,36,3,9,3,11,58,65,33,5,45,3,155,61,13,8,26,0,113,284,103,52,211,15,658,163,46,47,53,3,309,356,196,179,68,9,815,535,98,55,220,11,923,99,18,15,71,15,218,1737,1096,840,13649,305,17632,142,31,4,20,3,207,148,38,28,24,4,235,129,23,10,153,13,326,99,21,10,7,9,140,15,10,0,3,5,36,30,3,6,0,0,34,238,77,42,451,8,812,2958,732,475,1489,104,5760,399,160,119,3139,5727,9540,20578,9166,6246,114274,9032,159294,604,5002,3475,59419
205,5735,89301,2610,106873,0,15,10,472,29,528,1040,53,68,432,47,1644,340,81,32,93,29,568,4096,1251,801,2429,110,8683,14841,7914,5701,72776,2581,103814,807,38,186,23,27,1087,282,62,43,524,23,938,2698,808,518,6210,173,10412,731,164,53,422,27,1396,347,86,16,116,10,574,731,56,35,71,15,912,2688,1721,1024,21915,574,27918,3605,1079,334,4082,195,9291,37,0,0,3,0,43,39,18,9,63,3,132,51,16,7,36,9,118,1188,329,117,674,46,2349,321,105,75,70,19,587,694,326,228,133,23,1408,961,169,86,384,31,1637,253,52,24,122,5,457,4121,2140,1546,19133,536,27473,147,26,9,19,10,207,310,44,60,39,10,463,254,39,28,217,18,545,194,36,27,18,3,276,49,17,6,18,3,93,156,9,8,5,10,191,470,168,103,610,19,1366,4929,1100,711,2235,251,9217,891,318,264,4732,11006,17222,41163,16289,10939,170630,16838,255858,1273,8751,6167,93837
206,11148,82196,2083,114280,5,28,12,296,18,366,35506,668,763,867,583,38383,2240,360,142,487,58,3283,2912,1347,774,1560,70,6667,30638,13378,9469,75955,2342,131787,2202,53,339,49,48,2696,2287,368,237,1136,46,4079,5551,1786,1129,8526,245,17245,17756,1970,810,4185,548,25275,1249,323,160,329,31,2094,12064,344,217,153,199,12967,10450,4485,2916,42538,927,61310,22423,4485,1899,10034,755,39597,2278,14,35,39,36,2402,3609,411,247,471,148,4889,1374,183,104,251,48,1961,2218,593,339,845,60,4056,1044,109,77,47,18,1304,3758,664,520,133,58,5142,4041,791,532,1324,101,6790,2249,258,198,423,40,3163,8873,3672,2812,27810,611,43767,1277,121,51,106,23,1575,1295,147,148,45,22,1656,1826,176,143,343,39,2531,1697,197,142,99,29,2159,2300,152,90,61,70,2680,6833,87,132,50,224,7328,1020,349,210,1361,27,2965,42929,4456,3343,5201,1210,57132,3587,374,294,2645,35733,42637,211624,35298,23614,187208,44246,501989,3839,17887,13369,84099
207,7670,63433,1267,84688,0,3,5,65,3,76,48629,701,1216,833,821,52195,1278,165,111,291,34,1874,2137,752,382,941,41,4251,17224,8638,6087,55791,1453,89195,1224,16,173,18,27,1460,895,199,135,632,28,1894,3144,984,650,5135,159,10075,13371,1704,754,4376,393,20594,1023,152,92,230,30,1525,8622,224,177,85,114,9230,4061,2254,1653,25684,488,34129,13126,2595,1061,7341,419,24544,2161,11,39,23,37,2267,1187,188,113,227,42,1767,1214,131,94,284,30,1762,909,233,116,386,17,1669,240,49,36,25,9,360,1354,425,318,91,37,2233,1970,332,204,521,39,3066,802,119,88,202,15,1220,4263,2329,1674,18971,358,27590,589,59,37,55,12,743,1556,99,99,28,19,1805,662,105,74,196,27,1073,2388,174,124,94,57,2845,518,50,13,24,21,627,3299,50,89,25,63,3525,527,156,139,718,15,1552,21663,2382,1966,2962,480,29449,1962,280,230,2280,11338,16092,148715,22134,15580,136924,16650,340002,2345,9868,7867,56386
208,10736,80393,1982,109958,3,12,3,81,3,97,15670,370,520,599,279,17448,1389,213,125,252,24,1999,2770,920,518,1162,85,5459,27107,11147,8019,65059,2134,113463,1625,44,224,21,45,1952,1664,259,205,797,51,2974,5002,1267,882,5973,206,13324,12405,1556,758,3990,359,19063,2012,325,181,373,42,2930,9771,220,191,101,188,10468,6222,2869,1964,28872,727,40643,8522,2169,989,5763,294,17728,1242,13,26,20,26,1318,800,175,88,241,31,1329,327,79,35,94,11,544,867,224,152,370,23,1640,625,105,75,33,19,855,2053,594,438,131,45,3271,6592,952,582,1320,151,9587,5814,306,290,382,109,6890,6649,2773,2047,20183,489,32146,991,101,54,116,17,1275,3619,306,228,57,64,4274,839,101,95,235,34,1315,2139,229,186,127,38,2717,1011,106,38,51,28,1231,1555,31,47,14,41,1699,721,185,125,770,28,1828,30862,4005,3101,4443,704,43121,2486,493,316,3013,14697,20999,144747,28552,20297,163362,21253,378214,3325,15814,12035,77254
209,7959,89707,2474,115539,4,28,11,496,19,560,15823,275,418,565,346,17422,2834,331,123,521,54,3863,2102,834,481,1230,56,4695,19029,9671,6561,71209,2430,108898,3234,60,308,45,69,3721,740,142,93,668,22,1669,3185,1098,656,6413,175,11524,14850,2067,912,4481,558,22872,675,154,75,191,15,1108,11747,206,139,96,218,12408,4294,2727,1616,28809,656,38102,31528,5958,2334,14387,1294,55504,488,11,30,4,3,541,5435,757,303,573,254,7318,13619,1322,587,1858,412,17799,3757,865,455,1653,138,6870,722,103,65,53,25,969,1213,461,332,158,48,2209,1692,305,224,482,38,2742,681,77,73,174,15,1016,4570,2351,1716,19268,435,28333,1540,126,53,131,47,1896,745,119,78,31,15,989,1201,136,101,315,40,1799,2426,134,76,83,53,2765,2120,252,93,121,85,2661,6072,57,111,30,208,6477,527,209,141,759,28,1660,31591,2802,1878,3282,1074,40620,4454,549,361,4199,16515,26079,179165,29466,17736,184766,25909,437046,5219,14088,9466,91527
210,5231,56766,1661,75171,8,23,9,226,9,271,5124,100,146,318,116,5808,2804,300,139,484,83,3809,1245,446,276,689,34,2690,13262,5895,4076,42659,1784,67666,3461,56,258,28,68,3877,438,89,35,382,19,962,2382,650,400,3765,152,7349,7367,1112,462,2130,267,11332,549,82,50,139,14,834,7982,196,97,74,149,8494,2831,1713,960,17352,464,23318,24821,4105,1756,9847,971,41502,184,0,0,10,9,203,8382,1488,525,721,426,11544,1401,199,68,311,70,2042,5521,918,546,1815,208,9016,777,96,74,23,27,993,874,267,221,64,33,1465,2002,273,163,458,57,2945,441,58,26,93,8,619,3077,1387,1055,10982,270,16768,1040,84,39,82,38,1280,305,85,41,19,4,446,1178,119,79,180,48,1602,2417,116,53,45,36,2667,13403,1190,561,496,503,16146,3290,48,57,20,81,3504,316,125,78,462,14,988,37102,2186,1344,2085,1245,43959,4519,519,328,3130,13520,22018,148783,20970,12343,115372,21016,318481,5778,9352,6102,57777
211,13875,130585,3123,169727,0,19,14,210,12,254,23476,386,622,818,383,25690,1477,250,96,316,27,2164,8015,2339,1290,3617,222,15481,37322,17468,12380,101867,3294,172332,2588,50,303,43,78,3052,1030,198,167,947,44,2380,7190,2110,1238,9761,357,20653,4779,1045,407,2260,144,8642,1795,287,161,356,38,2637,8051,307,216,146,129,8846,6618,3583,2297,33964,847,47313,10048,2912,1171,8254,454,22830,797,10,26,12,17,861,813,166,62,175,32,1246,556,82,39,217,14,900,1331,463,252,703,38,2781,734,109,79,58,46,1027,1797,783,600,245,49,3480,2796,404,280,713,52,4244,821,130,90,221,8,1267,8205,3937,2934,27853,692,43622,769,106,42,74,26,1017,2127,269,213,86,21,2713,894,102,75,300,27,1402,3213,316,165,156,55,3908,374,65,29,59,11,537,2113,37,75,26,51,2296,1160,347,253,984,25,2766,24829,3346,2271,4102,733,35288,2534,577,423,5064,13217,21818,149582,37264,25423,244997,21837,479105,3246,19784,14126,124288
212,12704,110866,3522,151246,3,21,16,284,11,340,52396,435,723,677,1186,55407,4138,449,138,409,128,5256,7243,1827,1045,3012,184,13309,41172,14123,10572,82790,3767,152423,7636,115,534,83,218,8581,2618,200,139,716,84,3756,6291,1603,959,7174,319,16356,16631,1875,914,4220,579,24220,3426,348,163,391,76,4400,32591,425,342,225,596,34177,7038,3060,2006,26859,775,39737,15689,3241,1416,7912,660,28920,2562,3,51,17,54,2683,2572,316,135,256,99,3373,1211,120,67,139,41,1586,2193,538,329,826,79,3964,3148,257,189,67,134,3799,2449,702,546,211,84,3994,4958,397,246,599,124,6323,2459,166,109,245,62,3043,8919,3309,2453,21366,632,36679,5447,261,152,196,136,6191,2557,239,199,70,45,3109,2710,168,136,292,73,3387,14525,509,265,201,263,15759,3567,317,130,147,114,4272,17233,156,205,86,536,18220,1012,295,173,834,31,2349,93675,4332,3057,3784,2977,107828,10416,757,613,4903,23176,39869,350052,36151,25241,208585,37989,658018,10620,19053,14054,109128
213,10752,96789,3323,133310,6,38,24,323,23,413,27592,378,504,582,653,29700,8362,809,378,1222,209,10982,2798,1029,578,1502,124,6036,31527,11754,8683,70336,3551,125852,16341,235,822,88,448,17928,1055,187,98,688,44,2072,5309,1477,908,7083,287,15062,11954,1783,808,3586,414,18549,1450,232,120,291,57,2156,25914,396,262,155,497,27227,6227,2949,2048,25970,736,37935,20720,4561,1979,10835,920,39007,916,14,24,12,22,991,5139,888,326,462,224,7037,9969,901,402,1211,305,12781,19275,3103,1772,6162,668,30972,3816,304,273,68,142,4607,2451,619,476,164,96,3799,5577,645,413,1183,142,7965,1147,131,73,214,34,1601,7848,2934,2261,18267,610,31919,4568,311,158,335,105,5480,1217,132,106,54,25,1527,3286,239,199,321,133,4174,2872,173,83,94,65,3289,3980,480,210,272,139,5080,34006,238,348,206,1276,36071,791,244,166,804,29,2036,66089,4258,2956,3826,2350,79471,10098,833,635,5200,32276,49039,317078,36871,24278,190801,47025,616059,10958,18149,13038,99288
214,8259,76371,2511,100072,0,15,12,175,14,222,1860,135,141,402,62,2594,889,119,61,155,19,1234,3451,1037,604,1558,92,6739,28974,10994,8070,63100,2677,113818,1278,27,210,15,66,1593,613,116,73,672,18,1497,3147,958,640,5183,200,10124,2183,378,162,890,84,3699,620,130,55,177,22,1008,1952,101,98,56,47,2248,5016,2161,1431,19655,603,28861,3902,1229,510,3637,191,9478,72,3,8,5,0,89,371,82,32,116,16,616,146,34,3,49,6,235,715,191,100,343,37,1390,1068,153,124,76,41,1469,1254,535,372,118,70,2348,1208,198,116,319,35,1866,576,65,52,80,22,792,6687,2659,1923,16392,519,28185,424,37,21,30,12,530,864,111,81,41,14,1111,482,51,64,232,12,839,668,136,69,75,25,965,206,61,6,29,15,316,198,15,20,4,0,241,942,225,149,667,33,2027,9582,1840,1156,2140,358,15084,1232,369,292,3648,12107,17655,69568,21799,15293,146231,18181,271066,1790,12632,9226,80233
215,1994,53998,1502,60679,3,17,0,369,27,413,514,24,32,205,19,790,243,47,12,99,5,416,679,284,166,553,23,1699,4013,2781,2041,46902,1472,57210,494,5,95,11,25,634,94,19,22,323,10,471,719,362,221,8032,155,9488,486,118,31,298,13,945,200,40,12,62,0,319,791,18,12,24,19,862,649,548,338,13733,301,15573,2489,655,192,3029,143,6502,27,3,3,6,0,38,31,14,3,21,0,65,17,0,3,7,0,34,82,53,18,77,5,235,178,37,40,44,19,316,248,90,111,61,11,515,193,39,24,203,0,466,48,21,6,39,6,121,919,699,499,12551,265,14929,47,10,0,3,0,55,145,15,14,12,0,181,72,18,8,108,3,202,97,11,5,10,5,131,545,44,15,26,37,656,244,0,13,0,12,262,111,43,24,385,7,573,3253,448,254,991,164,5112,626,131,121,3629,6430,10944,16520,5967,3961,111050,9935,147427,566,2850,2023,54282
216,1845,44675,1240,50964,0,3,10,328,16,365,400,19,25,220,21,685,115,47,16,54,6,228,778,303,159,580,28,1844,4038,2780,1922,37904,1203,47849,418,7,101,5,31,561,63,25,15,244,8,357,616,231,122,3203,97,4280,379,82,13,253,7,736,96,21,16,29,3,163,912,14,12,28,26,996,756,543,346,12808,319,14775,3073,722,251,3205,172,7419,27,0,3,0,0,27,9,11,0,31,3,55,214,29,15,113,4,373,131,49,19,109,6,316,157,34,22,34,7,258,306,109,99,42,20,574,172,43,16,101,8,343,48,7,3,29,0,97,1061,740,476,9856,234,12370,62,4,3,13,0,80,74,9,11,17,0,110,89,29,19,102,3,246,83,8,0,4,4,101,494,48,33,18,28,617,27,0,0,3,0,34,106,31,15,265,4,423,3932,417,262,1142,195,5941,580,134,96,2578,5820,9203,17555,5835,3743,88965,8800,124893,763,2868,2027,44562
217,1947,45718,1242,51755,0,3,0,192,17,216,359,30,22,164,16,589,72,8,8,28,5,120,1054,392,196,761,32,2436,4264,2520,1824,38553,1125,48279,222,3,62,4,10,303,83,35,29,268,10,419,589,238,237,4380,82,5523,134,49,15,143,4,356,68,19,10,34,3,126,194,18,16,24,0,245,839,678,398,16417,361,18692,407,193,58,994,27,1679,51,0,0,3,0,60,12,13,0,19,0,53,22,4,0,3,0,30,146,45,23,93,3,312,331,49,31,16,22,445,356,148,74,53,14,649,124,30,21,141,4,318,61,10,11,27,0,116,1192,755,548,11818,255,14577,29,4,0,3,0,30,142,9,27,13,0,193,49,3,7,95,4,156,74,7,13,0,0,93,17,9,0,3,0,30,46,0,0,0,3,46,137,66,35,280,19,533,1341,307,260,761,61,2728,186,89,72,2839,4486,7668,10768,5112,3652,94000,7128,120659,328,2757,2044,45767
297,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,3,0,16,3,36,0,0,0,9
299,170,1646,87,2185,0,3,0,30,4,39,279,4,10,17,5,313,20,3,6,3,0,36,76,16,17,30,8,154,566,204,172,1310,55,2307,32,0,0,3,0,38,33,6,7,12,0,56,91,30,22,135,5,277,52,9,4,21,3,87,15,4,0,5,0,27,116,5,0,5,0,136,203,45,39,502,16,805,110,43,16,80,11,253,14,0,0,0,0,14,35,3,4,3,0,49,13,0,0,3,0,16,20,4,0,15,3,46,35,0,5,0,0,44,64,10,7,3,3,91,41,7,4,20,0,76,11,0,3,7,0,26,136,38,38,386,14,607,11,3,0,3,0,24,16,3,0,0,0,17,17,0,0,6,0,25,32,0,0,4,0,44,26,3,0,0,0,30,95,0,0,4,4,104,18,9,3,21,0,46,609,37,34,98,23,803,64,10,3,87,1626,1786,2512,440,338,3186,1827,8307,49,199,130,1446
301,6318,60268,1591,78017,3,47,18,481,24,570,1827,129,185,417,53,2615,435,94,37,123,20,716,2090,572,418,942,61,4070,25415,7743,5675,48658,1759,89245,1353,34,202,32,47,1664,578,105,74,443,13,1213,2334,821,554,8279,213,12206,645,243,101,624,37,1650,351,59,34,90,6,536,1369,80,51,71,23,1592,4523,1673,1081,16713,417,24406,1521,723,259,2272,91,4871,183,7,14,11,6,215,170,40,21,113,3,342,59,11,3,15,0,91,319,109,58,220,9,717,2694,284,222,61,104,3358,2572,601,422,138,92,3823,797,124,103,310,25,1357,416,90,58,204,17,775,5975,2002,1348,13284,372,22980,177,12,8,22,9,223,1708,76,85,29,36,1943,461,73,66,189,13,800,265,28,10,11,13,325,113,27,3,12,4,168,367,14,25,3,11,419,731,143,100,602,10,1584,7793,1416,1057,2231,294,12791,911,255,224,2474,7010,10874,56546,15903,11477,116095,11108,211132,1460,9449,7041,59875
302,5364,52099,1203,67106,3,34,13,390,20,460,3983,173,214,495,83,4947,282,62,19,71,4,431,1251,498,275,699,28,2757,14120,6452,4336,43232,1279,69417,2969,58,324,32,63,3450,502,108,80,455,11,1156,1643,763,453,7993,158,11009,469,174,82,403,32,1147,270,52,15,86,9,441,4368,101,72,58,73,4678,3281,1691,1057,19479,371,25883,3279,1073,377,3132,166,8026,433,9,21,11,6,476,128,41,11,103,3,292,82,12,5,7,0,95,198,70,42,220,7,534,1557,220,138,56,46,2023,1585,438,388,97,47,2558,680,132,82,354,18,1274,278,53,31,123,10,494,3779,1651,1130,12731,286,19578,118,23,8,12,0,163,684,83,57,20,11,858,522,51,49,171,15,812,456,32,39,22,12,561,89,21,0,5,3,115,385,14,27,6,12,451,415,145,73,591,10,1236,10700,1389,1163,2188,390,15831,1058,231,173,1996,8071,11534,50904,14024,9738,104936,11446,191051,1518,8035,6096,50735
303,7822,65714,1697,88328,6,39,22,525,32,627,29404,429,665,700,566,31759,1112,128,75,186,26,1528,2032,740,387,1006,59,4220,21246,8632,6177,52880,1710,90649,3435,83,500,63,93,4166,847,145,87,514,22,1616,2722,1068,714,9759,201,14462,2992,935,323,1934,106,6289,629,111,43,75,9,872,10744,197,154,103,206,11407,4893,2460,1692,24637,501,34177,3277,1149,450,3449,137,8457,4121,7,42,21,90,4288,568,197,71,285,30,1149,360,39,18,37,7,458,214,88,42,215,9,573,2673,218,169,72,109,3241,2555,643,506,136,70,3912,1336,226,136,516,39,2252,1252,120,108,325,21,1827,5478,2369,1669,16623,377,26519,1332,66,45,70,18,1531,1751,169,69,27,42,2063,1139,124,90,210,33,1593,1298,51,46,33,25,1451,288,51,3,9,8,354,3831,61,88,28,111,4124,589,175,116,776,23,1680,28673,2482,1783,3211,807,36960,2421,281,259,2314,12730,18007,128185,20791,14740,131951,18428,314086,3279,10963,8475,59712
304,5673,42112,932,57126,3,16,5,141,18,182,7397,238,301,316,110,8360,215,60,27,52,6,351,1668,543,290,700,36,3236,16475,6256,4531,35511,879,63654,900,34,175,24,13,1149,739,149,73,379,23,1366,2202,733,511,6366,134,9947,332,141,84,425,15,996,299,56,28,92,7,490,3053,85,77,57,48,3324,3473,1658,1147,16836,315,23426,1306,514,240,1874,56,3993,796,4,22,19,20,857,215,54,46,128,7,454,136,11,4,5,6,154,135,52,38,148,5,379,409,80,60,21,15,589,1356,400,285,80,39,2161,876,146,104,308,19,1456,387,55,45,100,0,597,4332,1664,1218,12191,220,19627,236,21,13,12,3,280,2095,137,98,25,20,2378,458,56,57,108,18,695,750,47,18,27,11,851,98,11,3,7,0,125,1568,25,32,14,26,1667,587,149,86,513,10,1350,11007,1280,1234,1791,220,15542,581,124,124,1163,5431,7424,54549,13158,9832,84910,7899,170353,1237,7377,5942,39819
305,6457,49880,977,66715,3,22,12,289,14,334,7455,290,348,539,131,8756,357,111,47,110,0,626,1610,630,408,844,32,3518,18006,7636,5425,46043,1087,78197,1428,26,305,26,19,1810,1126,171,137,587,34,2055,2734,944,643,8139,127,12590,1510,394,152,1035,98,3192,351,94,48,122,5,623,3717,120,72,59,59,4026,5732,2526,1561,25797,459,36076,3442,1188,457,3482,133,8702,1925,6,26,23,43,2020,230,50,38,314,11,646,94,19,6,13,0,141,184,116,58,287,13,654,878,120,73,51,29,1149,2054,418,378,90,58,3002,943,227,162,542,19,1891,621,94,61,237,8,1028,5053,2155,1540,16359,320,25425,291,34,14,35,3,376,997,122,103,36,8,1264,866,74,60,206,8,1219,497,62,43,29,3,630,200,19,3,6,3,230,931,15,25,10,26,1007,602,198,121,818,19,1764,15355,1825,1599,2774,330,21874,855,181,117,1460,13954,16573,67741,16781,12205,110216,17039,223980,1363,9075,7332,49237
306,6568,64876,2231,82618,9,126,40,4958,125,5269,1540,182,184,1093,71,3068,443,105,35,214,24,818,1936,533,381,743,71,3654,16308,6347,5046,46904,1847,76448,1944,49,375,65,102,2534,765,112,86,442,36,1445,3125,843,694,7028,238,11934,466,181,66,623,29,1379,312,56,16,98,10,496,1283,71,71,73,35,1544,3140,1449,1162,17873,491,24117,4496,1610,691,6734,268,13800,578,13,14,3,7,617,52,19,22,62,0,155,27,3,11,10,0,48,451,147,98,484,22,1200,883,174,148,143,42,1382,1518,455,348,124,45,2483,623,104,60,251,16,1055,245,51,33,185,5,525,3987,1535,1268,12542,361,19691,87,23,3,30,3,149,508,49,47,24,14,636,498,80,72,363,26,1038,191,46,19,48,3,307,72,11,3,4,3,96,215,14,14,3,8,255,513,124,99,491,20,1248,12313,1776,1877,4896,628,21495,1073,315,327,4120,14350,20182,50600,14833,12070,127418,19508,224438,1783,7964,7169,66542
307,2047,48214,1185,54182,0,8,0,443,25,480,283,19,33,317,13,657,84,13,5,35,0,136,588,196,136,363,23,1304,4167,2494,2026,37271,1106,47062,733,10,74,14,25,857,119,31,11,225,5,394,648,333,305,9918,177,11386,49,24,10,96,4,188,81,21,3,21,3,130,169,7,18,28,0,226,824,507,385,12636,265,14614,807,240,78,1144,49,2327,50,0,0,5,0,55,20,10,16,39,0,91,6,0,3,0,0,13,35,33,11,53,3,145,260,64,49,57,17,434,337,143,99,44,13,641,119,34,16,162,5,339,57,9,4,64,3,143,1006,672,506,9599,210,11990,16,3,3,6,0,37,274,15,18,3,3,321,84,19,4,86,0,196,26,3,0,5,0,34,14,5,0,0,0,13,11,0,0,0,0,13,132,56,30,264,3,492,1451,324,238,1178,83,3271,225,78,78,3076,6616,10078,10766,4925,3786,93661,9136,122274,345,2606,2134,50212
