SA4_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
312,41,9,4,12,33,82,29,68,1162,916,719,304,413,111,83,3986,5,3,3,4,25,69,16,35,138,47,30,9,3,9,11,394,7,6,0,5,9,78,60,145,839,440,223,156,126,28,47,2181,7,3,0,0,3,18,13,17,117,82,69,38,40,9,21,446,16,9,4,28,14,151,237,217,506,230,66,196,24,7,117,1818,3,12,18,43,66,153,65,51,103,19,5,14,11,4,25,581,4,3,3,11,5,29,9,15,47,23,11,21,3,3,37,210,13,0,4,0,0,3,0,4,51,21,20,9,12,4,26,178,93,140,54,27,1474,839,135,168,491,60,39,19,16,18,184,3763,3,3,0,3,49,33,4,6,36,8,0,4,0,0,1479,1637,185,192,96,125,1679,1446,579,717,3492,1844,1182,776,643,192,2035,15197,12,10,0,4,7,48,18,63,642,784,709,389,385,156,486,3711,0,0,0,3,6,26,23,31
313,20,13,3,4,28,76,22,78,1376,987,568,206,125,45,84,3634,3,7,8,7,38,113,37,60,219,44,28,5,14,3,13,602,8,3,4,9,15,93,95,209,1103,463,205,62,65,15,63,2420,7,3,5,7,9,26,18,30,163,101,54,17,8,0,28,471,3,7,3,29,28,229,375,282,604,160,37,88,11,3,95,1952,6,17,27,68,127,302,136,126,196,35,11,6,10,6,29,1097,4,3,3,7,13,39,42,26,70,13,7,8,3,0,22,261,7,3,0,0,4,19,7,8,59,34,15,8,0,0,25,193,123,242,108,101,3514,2067,438,478,1089,111,55,28,11,22,298,8695,10,13,3,4,106,57,17,9,33,8,7,3,0,0,1147,1427,194,312,165,248,3876,3025,1193,1312,4915,1949,973,433,255,88,1800,20749,15,14,3,8,10,60,34,61,952,1053,836,403,246,85,420,4197,7,4,3,5,10,42,39,75
314,10,3,3,0,10,24,13,46,1134,1155,905,363,242,71,61,4052,5,3,7,8,16,36,18,43,140,69,26,20,7,3,7,400,3,0,0,7,11,43,49,130,857,420,228,121,76,18,38,2001,0,0,0,0,7,12,7,17,131,80,58,28,27,4,25,404,0,3,3,16,6,112,205,238,525,136,36,101,21,5,54,1464,3,5,18,22,36,159,79,76,115,30,4,9,3,3,21,582,0,3,0,0,3,24,18,13,44,15,5,9,0,0,10,157,0,0,0,0,0,3,4,6,47,23,29,10,8,0,14,145,47,99,42,44,1070,780,210,235,537,72,20,16,13,11,90,3269,4,3,3,0,27,21,5,4,15,4,3,0,0,0,681,773,74,119,80,106,1179,1213,606,808,3538,2008,1322,675,403,114,1008,13244,4,4,11,3,9,20,20,35,732,1030,991,634,441,150,417,4513,0,0,3,0,4,35,20,40
315,46,23,11,12,53,111,27,48,616,413,386,188,136,56,58,2184,4,3,5,7,31,55,8,29,69,23,14,4,0,5,6,258,3,3,3,3,13,50,48,91,332,165,75,35,25,13,13,878,0,8,3,3,6,15,6,11,53,43,20,16,10,0,7,203,6,4,9,12,9,88,84,66,162,61,14,33,3,0,40,592,4,4,24,15,55,59,24,16,33,0,3,3,0,0,7,255,6,0,3,0,3,8,8,3,28,3,0,3,0,0,8,83,3,4,0,0,5,9,3,3,32,10,14,4,3,4,8,104,34,52,19,15,512,208,36,28,107,15,5,3,3,0,74,1118,3,0,0,0,15,9,4,3,10,5,3,0,0,0,588,654,102,105,72,63,700,610,249,306,1445,754,542,292,184,78,815,6324,31,11,7,11,24,66,32,58,471,388,329,196,166,66,324,2162,0,4,7,11,23,46,30,31
316,40,30,3,7,35,168,52,123,2052,1378,898,372,265,102,94,5615,18,14,21,22,68,277,59,187,572,142,90,50,38,34,23,1618,18,18,6,12,29,177,151,416,1800,737,340,152,139,51,60,4104,5,0,0,4,9,39,26,46,272,142,74,35,35,7,47,751,9,15,13,46,34,274,386,388,762,188,89,131,37,9,114,2504,12,36,58,102,180,533,219,212,393,92,38,41,24,16,63,2021,4,3,13,6,24,53,46,39,110,32,10,14,7,0,15,373,7,4,0,4,10,15,4,15,100,45,38,16,11,9,34,296,261,420,179,145,4505,3635,744,891,2598,414,248,143,106,113,480,14869,13,12,4,8,108,75,19,12,57,17,9,9,0,3,1961,2304,385,544,302,363,4998,5241,1699,2331,8704,3184,1827,970,663,339,2903,34446,26,23,9,12,28,87,48,125,1159,1171,985,488,334,134,585,5219,4,4,12,11,21,117,94,194
317,13,3,5,4,12,70,17,70,1124,790,483,188,142,56,49,3030,7,9,8,6,28,77,15,44,121,38,14,8,3,8,6,391,3,5,8,3,14,79,70,192,830,328,134,43,66,24,35,1841,3,3,0,3,3,14,12,24,120,64,46,10,9,3,13,319,6,5,4,13,11,148,279,193,417,96,32,54,14,3,67,1351,7,8,11,31,69,217,70,72,107,24,5,4,9,5,25,653,0,0,3,7,13,35,17,10,43,7,0,3,0,0,15,155,0,0,0,0,3,3,0,11,29,20,9,4,0,0,12,99,71,140,46,44,1707,999,205,194,582,83,54,20,16,21,168,4354,0,6,3,0,52,28,3,5,26,0,3,0,0,3,890,1031,115,182,87,115,1913,1667,692,825,3392,1446,773,343,261,125,1284,13225,7,6,0,0,13,41,25,42,687,787,584,323,186,70,296,3071,0,0,3,8,5,24,22,51
318,21,20,3,5,27,90,27,83,1635,1318,1040,400,318,89,114,5190,6,10,0,8,27,61,16,51,187,51,37,12,13,13,12,515,8,3,6,13,18,101,103,234,1144,542,254,106,116,29,64,2741,0,0,0,3,4,10,22,26,193,130,83,32,30,6,31,581,12,4,14,29,16,194,320,289,674,193,64,135,34,7,125,2110,0,12,30,50,75,192,84,92,151,42,11,16,4,0,23,797,4,5,3,9,6,25,21,25,74,20,8,13,0,0,30,233,4,3,0,0,0,4,0,8,63,38,33,13,5,0,20,200,91,166,60,74,1973,1184,275,256,653,86,43,23,10,18,227,5141,3,6,0,3,69,42,14,9,44,6,4,3,3,4,1863,2058,144,227,115,186,2223,1916,890,1075,4818,2419,1579,752,529,167,2509,19562,11,10,10,3,17,39,27,69,987,1243,1117,575,397,151,490,5152,0,3,4,3,6,36,23,52
319,58,55,22,25,97,245,64,159,1953,990,568,193,134,85,128,4775,7,14,6,8,81,204,56,117,311,62,34,9,17,9,28,965,25,12,9,32,49,242,188,380,1560,493,164,84,72,25,74,3410,4,3,3,6,9,44,37,46,235,88,69,11,11,3,41,609,18,13,13,45,64,437,575,432,679,144,50,77,24,10,155,2733,18,31,59,107,233,565,209,165,246,40,11,7,3,8,53,1750,4,3,6,8,23,58,44,41,81,21,3,15,3,0,28,347,6,7,0,0,17,24,4,17,102,26,23,4,6,3,41,286,218,502,221,160,6869,3275,575,629,1628,147,79,32,34,45,545,14960,23,17,9,14,197,97,15,13,61,8,4,5,4,4,1962,2422,372,655,344,410,7641,5184,1780,1998,6852,2016,1016,449,311,188,3052,32268,24,21,15,17,38,116,73,151,1318,1062,740,300,205,82,487,4660,3,0,10,10,24,104,69,111
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,23,12,3,3,30,78,25,79,1238,1469,1505,922,784,283,84,6529,4,17,16,23,36,140,42,113,354,149,73,44,64,24,12,1114,6,3,6,9,9,119,98,242,1279,831,436,283,351,85,59,3809,5,4,0,0,6,25,19,33,190,139,98,55,61,24,30,675,6,4,9,10,13,164,240,282,716,306,118,319,126,47,80,2433,9,34,48,59,93,287,155,151,360,147,60,71,56,23,37,1589,8,0,7,8,10,32,23,26,69,29,12,13,15,0,15,263,0,0,0,3,6,9,0,4,54,38,33,20,30,3,18,237,190,287,103,92,2667,1818,491,524,1514,336,186,114,134,113,315,8886,8,12,3,3,72,46,14,8,40,13,3,6,6,3,1615,1848,248,368,193,208,2933,2726,1108,1461,5817,3454,2519,1842,1629,598,2278,27388,10,10,4,6,8,46,30,57,655,909,1093,892,906,589,717,5923,0,3,5,9,16,66,24,73
402,16,9,10,6,18,85,35,106,2645,2364,1562,452,220,37,135,7693,9,14,12,9,58,165,44,124,326,74,47,6,12,4,27,935,5,3,0,12,16,133,174,433,2235,953,357,103,87,23,85,4619,0,0,0,0,6,21,19,64,392,229,97,39,13,0,42,928,5,8,3,35,25,385,743,649,1236,299,76,128,19,0,158,3779,3,33,43,89,192,521,218,195,316,54,13,17,0,0,58,1749,0,3,4,11,13,66,64,64,97,29,8,3,0,0,34,403,3,0,3,0,9,14,7,9,111,64,35,10,12,5,22,301,157,424,157,133,5595,3497,713,673,1312,96,55,18,13,17,422,13279,9,21,3,5,166,108,21,9,55,15,6,3,0,0,1724,2157,219,517,233,296,6101,5002,2029,2331,8739,4172,2256,773,376,86,2706,35838,18,14,13,3,19,78,46,95,1577,2073,1709,896,560,136,782,8019,3,9,14,9,29,121,69,153
403,13,19,0,3,16,73,23,98,2154,2023,1561,678,429,122,86,7288,3,14,14,16,47,179,69,126,469,127,60,37,34,18,12,1229,9,7,6,10,18,121,149,341,2063,1003,449,183,201,34,71,4672,0,3,0,0,5,38,19,45,316,201,101,45,31,6,34,857,3,8,6,25,18,263,513,471,1017,302,94,165,56,12,123,3092,7,24,47,82,123,501,236,207,441,118,31,28,21,13,53,1935,0,5,8,8,16,58,41,55,99,24,10,20,4,0,27,374,4,0,0,0,3,8,6,5,85,65,52,15,13,8,17,285,120,300,135,126,4373,3439,833,895,1789,242,113,61,51,35,438,12964,14,10,5,3,122,83,22,26,53,12,8,0,3,3,1895,2250,176,394,223,282,4743,4766,1917,2268,8487,4119,2476,1241,847,250,2760,34956,10,10,6,3,19,58,43,59,1087,1573,1580,945,723,285,789,7194,0,11,4,11,23,102,64,129
404,14,0,0,3,9,35,14,56,1199,1223,1010,442,248,65,57,4382,0,9,4,5,26,111,30,62,195,56,40,11,3,14,14,578,9,0,3,3,13,74,80,186,1042,526,245,105,97,12,35,2431,0,0,0,0,8,20,10,19,160,100,71,37,21,3,25,483,3,0,5,27,9,162,260,253,468,188,55,83,21,6,78,1622,4,23,43,40,101,290,128,113,185,41,17,16,5,4,27,1037,0,3,3,5,5,31,21,21,43,15,0,8,4,0,11,177,0,0,0,0,10,3,0,9,38,32,15,12,11,0,7,142,143,338,96,53,3692,2104,436,378,1057,127,66,20,10,28,355,8905,11,20,3,3,100,73,9,18,44,3,3,4,0,7,1236,1533,188,392,157,148,3972,2913,996,1111,4428,2315,1518,742,431,136,1846,21287,6,8,3,0,9,27,26,54,660,828,808,467,312,102,386,3699,3,9,6,3,11,79,42,66
405,43,32,5,13,54,127,23,78,823,532,327,135,69,43,58,2375,8,4,0,7,36,102,33,59,166,42,23,13,6,6,17,532,12,10,10,7,19,115,89,176,775,272,117,50,30,10,37,1726,4,3,0,0,5,29,12,21,119,52,20,5,3,3,14,293,7,9,13,16,22,129,215,159,320,60,23,34,8,0,38,1063,3,17,34,48,120,252,68,47,125,19,5,5,4,0,26,765,3,8,3,5,7,37,16,17,49,10,8,3,0,0,8,172,0,0,0,0,3,6,0,8,42,20,8,3,0,0,13,120,67,179,59,50,2565,1233,253,198,599,54,26,20,9,11,163,5495,15,7,3,3,72,33,10,3,17,4,3,0,0,0,811,985,166,278,133,151,2908,2072,722,780,3040,1059,553,268,142,77,1177,13517,16,20,10,12,19,64,36,66,508,501,360,151,95,42,246,2151,0,4,0,3,16,41,21,50
406,29,16,3,6,19,80,22,48,548,397,325,159,105,26,41,1821,0,10,5,0,37,53,12,27,92,18,12,5,7,0,11,292,11,8,3,3,14,62,64,110,550,228,93,40,36,10,29,1254,3,0,0,0,7,11,14,7,77,43,22,11,3,0,5,200,7,0,6,11,15,90,110,105,255,73,18,41,8,5,32,781,3,7,23,23,71,145,45,27,64,18,4,4,3,0,15,450,3,5,0,0,18,13,14,10,35,7,3,4,0,0,11,114,0,0,3,0,8,14,3,8,38,18,12,3,4,3,12,113,42,112,41,30,1235,647,125,107,275,19,10,4,0,9,123,2788,6,8,0,0,44,17,3,5,10,3,0,0,0,0,599,703,104,168,89,81,1461,1137,397,458,1946,818,488,271,172,61,873,8517,17,8,6,7,12,42,26,54,336,370,317,161,119,46,221,1739,3,3,4,4,24,50,26,37
407,68,38,11,15,80,236,45,150,1700,890,511,192,105,60,105,4196,10,7,7,14,59,201,54,94,300,70,38,20,17,17,20,937,21,14,7,12,47,187,188,317,1409,435,187,84,64,30,56,3065,3,3,6,9,8,41,20,48,216,58,39,16,13,8,20,516,22,6,12,45,33,258,309,231,458,90,29,47,12,12,76,1649,5,33,47,80,162,362,137,101,182,28,18,13,3,3,35,1206,3,3,8,9,18,37,36,28,48,20,0,3,0,3,24,245,11,0,3,3,14,19,7,17,95,43,13,6,7,3,8,255,111,275,98,76,3385,1893,369,339,890,94,61,24,10,27,273,7916,4,18,0,3,112,75,19,8,41,9,3,0,0,3,1126,1413,256,398,197,272,3918,3309,1182,1339,5339,1730,913,416,231,168,1741,21399,32,19,15,11,54,108,63,102,940,822,502,235,151,57,473,3591,3,5,10,10,24,91,58,97
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,26,11,3,0,27,85,26,67,951,770,511,215,187,58,76,3008,5,13,3,10,49,103,36,60,224,72,39,17,11,13,13,676,4,11,0,8,13,91,82,167,919,493,226,119,78,27,44,2275,0,5,0,0,7,24,20,36,151,89,54,31,18,7,28,463,9,11,8,18,14,103,202,206,474,148,40,114,21,3,80,1444,3,21,36,37,86,227,98,64,155,39,10,8,3,4,31,818,3,3,3,3,8,26,27,36,53,20,4,9,0,0,15,212,8,0,0,0,3,12,7,6,62,41,22,8,8,4,20,207,87,168,57,50,1886,1091,238,243,677,72,36,34,10,21,167,4835,11,12,0,0,50,22,5,11,24,5,5,0,0,0,1145,1295,153,251,118,130,2134,1786,742,889,3702,1749,942,552,339,140,1606,15234,18,6,7,6,6,44,24,48,493,527,515,344,228,98,359,2718,7,5,4,9,14,48,30,67
502,3,3,0,0,6,21,4,18,286,274,233,118,86,26,20,1095,3,6,7,9,13,49,3,24,94,30,21,9,4,6,6,290,3,3,0,6,0,15,30,58,309,198,89,53,40,15,27,849,0,0,0,0,0,13,5,12,43,33,22,16,13,3,5,171,7,3,5,4,6,67,86,97,243,111,27,74,10,9,44,787,0,4,12,19,52,115,52,43,79,21,3,11,5,0,11,429,4,0,0,3,3,23,12,12,31,14,0,14,0,0,12,126,0,0,0,0,0,6,0,5,22,7,15,3,6,4,3,73,60,116,59,44,1633,1135,244,246,632,67,30,22,19,13,163,4468,7,3,0,0,28,15,3,3,27,3,0,0,0,3,697,800,80,133,90,81,1737,1463,440,522,1769,757,438,314,186,70,985,9079,3,0,0,0,5,11,8,14,142,190,176,121,98,40,131,946,0,0,0,3,8,17,11,29
503,7,3,0,0,3,28,14,16,456,604,774,633,901,409,28,3875,8,14,15,14,21,84,26,45,143,72,63,42,57,36,7,649,5,3,0,0,3,30,34,80,488,342,245,207,352,101,25,1923,0,0,0,0,0,8,7,9,58,44,62,51,58,26,15,349,3,3,6,11,3,42,104,96,320,184,73,307,110,37,44,1351,11,15,18,29,39,106,46,67,153,64,47,60,54,46,31,783,0,0,0,4,0,11,5,6,26,11,10,26,6,7,7,131,0,0,0,0,4,3,0,3,30,17,20,25,39,10,8,157,103,100,30,38,639,551,137,196,726,221,141,92,108,86,145,3306,6,4,3,0,11,12,3,3,14,9,3,7,0,3,1170,1256,144,148,69,92,736,877,375,530,2417,1573,1442,1449,1691,759,1484,13779,3,0,3,0,3,9,11,13,154,198,296,359,561,463,284,2357,0,0,4,0,4,17,18,32
504,14,3,0,0,10,48,20,76,1358,1346,1157,440,364,93,80,5008,3,12,9,7,28,114,24,61,200,65,36,17,14,8,16,596,5,3,5,3,14,70,73,187,1063,584,291,111,129,13,47,2585,0,3,0,7,3,12,11,19,179,117,84,46,27,6,29,540,6,3,9,22,16,159,278,304,675,196,38,154,23,3,93,1976,4,7,35,45,70,239,121,95,170,40,18,20,7,3,25,911,0,0,5,7,10,31,34,35,65,27,3,17,0,0,19,254,0,3,0,0,3,9,3,3,69,42,27,9,10,3,16,203,125,191,66,70,2099,1195,305,249,636,79,42,27,14,6,214,5308,5,15,3,3,76,38,13,12,34,3,0,3,0,0,1361,1564,159,242,137,162,2322,1913,883,1038,4443,2488,1688,840,598,140,1893,18955,13,3,7,3,15,27,23,41,742,952,883,531,440,132,505,4325,3,0,3,14,12,63,37,66
505,29,4,3,0,14,74,25,102,2297,2825,2542,1211,984,244,148,10509,3,14,12,14,52,184,68,148,511,160,112,57,43,18,33,1426,9,3,0,13,8,133,139,382,2253,1298,682,350,347,64,76,5765,4,0,0,0,8,26,26,48,338,220,216,102,94,25,35,1144,20,9,14,43,21,288,544,548,1235,437,129,397,73,19,182,3951,7,19,56,88,156,505,225,190,437,93,40,38,39,12,78,1971,7,5,8,6,17,67,67,61,94,43,14,24,11,3,27,456,7,0,0,0,5,22,4,15,117,107,77,31,33,14,38,473,230,433,149,125,4095,2945,770,836,1794,240,129,73,57,54,461,12384,11,11,0,4,114,66,16,24,73,19,11,6,3,3,2643,3013,332,496,247,291,4503,4318,1877,2346,9158,5433,3953,2294,1676,455,3723,41093,25,18,12,9,8,52,45,86,1253,1680,1938,1437,1261,542,1145,9496,4,8,11,16,14,92,72,130
506,14,14,4,0,24,59,27,107,2426,2561,2136,980,826,212,153,9533,8,17,14,17,51,189,68,133,413,151,74,34,41,16,26,1259,11,4,8,3,13,119,144,363,2138,1166,583,241,289,48,108,5234,3,6,0,3,3,35,30,50,352,241,183,68,77,19,44,1112,25,11,11,31,26,319,553,629,1292,394,103,362,85,18,177,4025,5,35,48,119,155,461,215,189,325,75,32,44,23,9,53,1786,0,7,10,6,18,53,69,48,113,32,12,26,4,0,44,442,7,3,0,0,3,27,9,17,110,82,64,29,32,14,47,441,249,335,123,118,3744,2620,607,583,1316,147,99,51,32,39,415,10478,10,20,3,5,117,75,17,19,58,13,10,10,3,3,2588,2935,326,443,217,306,4152,3951,1728,2135,8552,4867,3297,1855,1408,377,3648,37260,25,9,7,9,12,48,33,93,1123,1615,1610,1058,880,372,909,7803,8,9,9,9,21,94,48,116
