SA4_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
113,4,7,180,27,15,26,66,94,192,133,70,19,17,8,27,696,11,15,11,20,36,61,56,23,7,7,0,11,249,25,25,35,49,49,121,70,42,16,9,6,32,505,67,62,76,155,208,427,299,165,51,29,20,77,1633,720,332,350,775,1200,3151,3005,2447,825,582,359,702,14456
114,3,3,176,35,9,15,28,52,154,157,121,42,42,9,39,704,11,7,11,19,20,54,56,39,17,10,4,14,269,42,26,17,41,48,124,75,63,32,16,13,39,534,92,45,46,98,133,372,328,269,101,79,32,94,1678,706,293,275,504,748,2198,2579,3035,1280,956,634,647,13854
115,21,9,227,36,13,9,14,22,91,94,150,108,150,108,35,836,39,15,10,13,30,59,61,97,53,71,50,26,528,62,24,8,30,39,102,89,159,77,95,85,61,819,140,49,36,66,98,284,277,453,275,342,263,135,2410,1467,399,345,545,749,2270,2563,5389,4257,6311,5321,1482,31093
116,13,18,383,49,23,17,28,53,179,260,384,188,122,41,65,1417,36,16,14,30,45,121,121,174,67,45,27,26,737,83,34,43,70,95,254,249,340,135,103,47,102,1540,191,75,82,137,212,617,692,991,447,299,125,205,4073,1450,499,412,770,1134,3753,5549,10566,6986,6225,2483,1648,41477
117,13,3,97,36,13,3,18,19,68,78,153,96,114,96,29,730,23,7,10,12,13,43,53,82,44,55,52,16,407,62,19,4,21,36,74,61,112,70,72,66,24,610,130,34,20,47,66,194,192,364,235,264,222,75,1849,864,199,167,296,418,1279,1519,3267,2672,4187,4155,698,19723
118,24,4,131,37,8,9,12,8,46,59,96,91,116,187,34,706,38,4,6,7,14,41,45,56,33,34,85,30,403,57,15,12,20,21,46,58,79,35,56,77,34,513,155,34,29,33,54,136,179,255,174,226,374,101,1749,1112,205,176,239,347,1054,1037,2239,1798,3199,6590,1025,19013
119,44,26,557,126,25,22,48,64,247,280,446,256,254,147,104,2027,114,30,26,54,72,189,207,268,116,105,79,63,1319,177,60,39,74,137,335,334,463,236,220,126,150,2350,448,128,101,193,304,855,902,1295,662,634,400,344,6254,2734,755,646,1089,1531,4895,5806,10418,6759,7950,5511,2497,50589
120,36,12,195,40,18,9,24,27,88,77,169,114,145,149,34,890,40,16,19,21,38,62,78,101,67,80,74,31,613,83,19,12,28,43,104,97,145,92,84,84,40,832,176,50,49,72,111,270,266,443,291,335,341,114,2530,1368,313,295,393,640,1811,1864,3822,2897,4458,6125,1045,25041
121,70,13,321,89,18,9,16,20,89,106,211,150,190,290,58,1244,82,13,24,23,29,111,92,138,84,118,173,41,936,70,39,17,38,49,119,120,163,88,96,92,61,954,278,75,56,83,105,346,336,572,356,444,632,178,3461,2555,508,443,558,753,2439,2643,5645,4459,7381,11944,1762,41099
122,43,17,222,30,9,12,20,15,76,80,162,105,158,168,42,876,36,10,12,13,21,64,72,103,57,71,78,31,575,64,21,23,29,42,90,76,109,65,91,76,49,740,148,44,50,65,91,250,250,415,248,351,367,136,2418,1218,320,308,407,541,1721,1886,3807,3284,5790,7896,1319,28504
123,10,18,378,48,19,14,44,66,232,299,408,187,117,52,80,1557,29,12,9,24,27,116,113,157,50,29,20,37,629,87,33,50,56,100,256,257,307,99,76,29,84,1422,176,67,77,132,214,664,749,958,380,236,112,219,3991,1075,444,422,695,1134,3582,5281,9261,5224,3887,1820,1410,34227
124,11,14,380,59,19,29,52,81,258,356,461,206,114,58,83,1765,29,17,15,25,57,140,143,162,65,42,12,30,737,85,52,50,85,123,323,321,369,115,93,46,99,1763,182,100,91,177,287,788,893,1085,426,261,126,225,4643,1214,575,515,866,1286,4039,5865,10139,5658,4023,1734,1490,37395
125,18,11,295,75,25,27,38,46,183,195,337,187,132,70,72,1384,66,22,14,37,55,115,141,188,73,68,50,49,876,123,32,48,54,73,217,267,339,152,139,82,87,1622,281,88,94,141,187,548,643,954,441,375,214,217,4178,1980,571,547,813,1125,3792,4805,8959,5682,5779,3319,1716,39090
126,20,6,114,33,5,8,16,17,44,51,101,53,91,95,20,533,36,14,7,8,17,43,42,67,48,44,44,30,394,46,18,15,12,26,63,68,77,47,46,56,34,507,122,43,22,46,75,156,163,259,160,205,217,86,1552,1157,273,248,296,479,1313,1255,2786,2030,3091,3797,786,17519
127,29,33,588,119,40,46,53,83,270,371,549,226,233,88,95,2173,61,30,23,40,61,173,169,256,92,77,37,59,1096,127,69,54,84,128,311,301,471,213,183,80,126,2129,339,149,130,203,300,845,943,1392,597,539,234,317,5988,1882,672,553,923,1394,4484,5560,9743,6109,5582,2504,2011,41417
128,25,11,231,39,8,3,25,23,88,106,195,110,151,78,50,876,26,11,6,23,29,63,86,103,54,61,51,26,546,47,33,23,27,46,108,115,158,70,88,55,40,803,123,58,37,79,101,284,339,508,277,329,208,124,2463,1086,365,296,458,656,2037,2318,4692,3936,5671,4257,1156,26941
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,6,203,27,25,35,66,119,249,142,81,25,7,6,49,836,17,10,18,48,64,117,67,36,9,3,3,21,421,49,40,34,78,101,160,74,36,14,3,3,36,638,99,89,106,205,314,594,325,173,42,24,17,110,2097,672,515,492,990,1493,3830,3454,2760,925,575,340,728,16759
202,6,5,228,27,23,39,61,87,231,161,94,28,14,3,26,792,21,22,21,43,59,122,90,30,11,10,3,11,439,53,43,39,69,72,163,81,50,11,7,11,50,648,108,104,106,183,233,570,401,195,53,41,22,93,2108,766,541,470,889,1271,3597,3572,2931,938,651,342,708,16668
203,6,8,351,56,41,33,65,115,311,297,204,50,36,18,63,1290,36,31,25,60,77,152,130,89,34,21,15,34,710,73,57,50,89,120,260,199,127,31,13,19,67,1117,177,146,127,223,344,825,706,471,131,85,58,169,3468,1284,745,644,1231,1764,5228,6080,6789,2540,1825,985,1341,30444
204,0,11,216,25,22,30,61,108,285,150,88,20,10,12,33,847,12,18,17,27,49,109,64,36,12,5,0,24,380,46,38,41,75,68,142,92,54,13,14,3,32,611,93,91,86,190,258,595,357,188,47,28,17,101,2054,744,506,465,979,1467,4080,3612,2832,948,656,350,826,17455
205,8,15,346,48,64,58,139,211,414,241,118,31,15,11,57,1417,27,30,34,83,84,159,103,55,14,15,11,28,636,69,59,52,120,133,236,124,60,10,16,11,61,955,164,161,156,367,478,894,523,269,71,56,32,168,3348,1277,886,826,1805,2605,6295,5340,4377,1418,964,617,1280,27697
206,29,7,240,75,30,19,20,61,160,151,280,143,149,140,57,1285,79,23,26,34,42,112,107,168,68,82,97,41,883,96,34,25,41,53,120,110,154,89,75,69,70,945,265,92,79,109,166,420,414,650,320,327,332,178,3353,2056,560,501,691,1035,3257,3781,6882,4865,6130,6645,1624,38030
207,63,12,351,101,9,20,27,43,109,97,200,101,158,237,43,1150,86,24,28,37,49,127,107,153,84,96,164,57,1005,102,24,26,34,70,138,100,152,74,73,76,59,931,322,65,92,113,177,413,335,555,293,365,536,173,3443,2439,583,565,692,983,2858,2886,5360,3488,5121,6667,1612,33252
208,42,15,378,83,21,34,30,52,191,218,271,161,148,162,66,1445,82,37,24,32,76,163,143,182,73,84,114,56,1062,120,43,46,65,75,180,145,155,80,72,56,78,1118,299,109,109,135,224,582,551,682,347,364,370,222,4001,2356,682,608,900,1279,3854,4155,7637,5078,6633,7024,2107,42319
209,20,25,557,107,41,50,75,132,409,498,491,178,114,63,109,2255,70,40,38,73,89,284,276,238,76,62,35,75,1358,159,98,82,132,168,457,407,357,93,66,37,135,2184,367,198,184,297,428,1267,1285,1189,388,266,152,337,6357,2528,1053,959,1557,2238,7099,9863,14999,6994,5435,3098,2589,58400
210,9,37,542,79,29,29,72,106,403,452,372,107,68,35,90,1835,54,37,41,50,89,214,211,155,47,31,15,52,1006,135,87,67,104,148,364,349,273,70,63,34,140,1824,289,166,152,237,367,1103,1139,887,264,184,95,315,5205,1739,826,726,1236,1813,6163,8311,10445,4294,3231,1786,2034,42597
211,15,32,719,97,63,65,114,169,483,508,478,177,132,75,128,2481,95,43,71,80,151,381,334,273,103,78,52,90,1747,184,122,96,183,237,505,437,398,129,96,59,154,2612,407,238,254,413,615,1529,1435,1276,454,335,195,400,7553,3073,1377,1294,2034,2964,8943,10624,16107,7945,6111,3049,2966,66491
212,43,58,1097,170,78,64,154,210,703,826,809,267,192,133,177,3783,156,67,59,107,155,457,408,375,116,104,83,102,2199,253,150,141,230,272,744,643,541,181,151,70,192,3577,633,325,288,548,719,2115,2095,1917,646,516,329,527,10658,4119,1626,1441,2543,3627,12048,17057,23244,9411,7083,3961,3811,89966
213,30,53,1170,182,82,69,157,270,900,946,843,279,174,122,216,4250,106,67,59,94,154,451,393,318,104,79,49,111,1985,237,144,120,217,292,726,624,552,161,129,58,227,3489,591,322,282,517,800,2350,2223,1913,609,429,254,615,10895,3616,1492,1416,2444,3735,13043,17162,21680,8575,6254,3426,3898,86737
214,4,18,386,57,34,34,76,118,362,366,295,85,55,36,70,1601,44,27,29,65,78,203,190,114,45,22,15,36,867,125,82,67,113,156,354,274,194,64,33,28,105,1588,240,150,134,283,378,1008,920,674,217,122,92,231,4440,1397,698,652,1187,1714,5167,6519,8123,3436,2651,1396,1602,34537
215,3,3,187,26,39,48,108,118,192,81,40,9,6,5,24,703,21,30,20,45,36,86,27,9,3,0,0,12,286,33,41,42,64,70,95,50,21,7,3,3,31,452,86,116,127,235,255,439,178,75,22,8,10,75,1629,795,649,618,1389,1698,3508,2225,1407,413,304,225,657,13891
216,3,4,179,13,21,25,71,97,185,131,56,12,7,3,30,647,15,9,9,33,47,69,38,18,5,7,3,13,266,20,23,20,40,70,131,42,31,3,11,4,26,427,50,53,65,163,231,441,244,118,29,24,11,77,1518,610,338,351,800,1288,3306,2594,1866,514,391,280,638,12973
217,0,3,137,19,19,24,68,72,150,85,47,12,3,7,21,530,12,11,11,26,35,58,35,11,4,3,3,12,222,41,29,24,47,45,87,41,20,8,10,5,23,392,82,59,72,159,181,338,186,91,31,18,14,66,1284,761,364,421,836,1080,2729,2168,1687,520,378,320,652,11915
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,15,4,242,43,18,17,37,54,173,220,325,127,57,38,56,1172,17,14,15,24,29,105,114,94,37,38,12,19,519,70,33,21,58,72,166,165,194,56,47,16,43,959,140,70,65,133,177,473,556,674,246,158,83,129,2892,1107,453,419,706,956,2863,3962,7584,4425,3195,1545,1060,28285
302,3,3,189,28,10,13,36,47,131,205,199,99,63,26,34,908,28,23,11,15,24,74,88,83,37,28,11,19,441,55,17,23,38,51,129,145,132,48,44,14,31,717,113,61,46,98,132,371,471,470,203,145,51,80,2254,894,380,335,576,762,2349,3449,5914,3276,2533,1225,746,22444
303,13,9,272,68,12,34,52,56,182,246,321,151,96,47,50,1321,50,15,20,21,44,118,126,139,78,50,32,15,717,71,30,29,52,70,153,185,197,71,58,36,50,998,199,71,85,141,187,500,609,716,324,238,122,125,3311,1710,577,484,839,1099,3750,4885,8195,5124,4425,2490,1259,34833
304,11,7,203,24,12,9,11,27,91,123,180,84,70,48,23,704,29,3,9,20,24,67,73,88,56,43,27,10,457,44,19,27,29,27,81,67,101,35,26,9,18,470,110,30,52,68,82,268,304,418,188,156,100,60,1834,1026,326,297,415,601,1755,2361,4537,3164,2954,2013,664,20126
305,20,8,167,29,13,4,17,18,72,75,150,87,81,80,30,653,20,14,0,18,22,50,44,74,45,46,46,14,391,37,9,4,15,18,39,43,76,33,40,35,21,372,91,35,13,51,65,179,176,336,181,200,183,74,1585,931,282,212,319,489,1449,1771,3433,2550,3604,3772,696,19518
306,3,12,214,38,36,31,63,90,278,300,251,62,50,24,51,1281,21,12,7,19,35,79,96,61,15,11,3,20,382,41,29,22,67,78,189,143,109,31,27,9,44,787,102,70,69,161,237,591,594,453,126,97,45,119,2667,829,453,392,920,1277,3886,4581,5160,1889,1273,693,855,22213
307,0,9,118,19,17,25,39,64,138,79,43,4,13,4,28,470,5,3,3,13,10,33,21,12,3,0,3,4,118,30,18,21,27,52,79,48,21,10,4,4,20,326,53,51,47,93,143,291,165,85,18,17,10,57,1030,777,316,311,601,967,2289,1957,1710,662,453,298,552,10884
308,0,3,173,24,17,22,41,86,196,207,215,76,49,20,37,997,19,6,12,21,29,74,69,48,18,10,3,10,314,58,25,16,45,60,127,105,101,34,25,12,39,647,101,57,49,108,189,438,422,399,144,95,32,93,2133,845,381,356,719,1174,3396,4231,5425,2594,1840,802,911,22657
309,20,25,584,106,51,42,92,131,447,605,643,252,169,105,126,2774,36,30,20,54,81,213,225,261,84,72,44,61,1184,161,64,57,111,167,407,408,419,158,108,55,140,2246,334,150,130,268,402,1172,1345,1468,555,388,226,349,6791,2347,964,780,1460,2141,6862,9218,15552,8291,6032,3438,2597,59686
310,8,8,412,56,29,37,71,103,413,441,313,83,54,17,62,1680,30,21,22,36,44,160,136,94,26,20,16,33,635,82,70,46,82,102,294,287,163,36,32,14,58,1272,184,123,110,214,277,960,959,667,160,121,57,167,4006,1190,637,609,1123,1682,5916,7532,8119,2895,1828,774,1317,33634
311,9,11,352,76,39,25,64,85,370,490,426,135,75,36,95,1912,25,15,12,30,39,130,178,116,51,15,16,24,645,84,58,52,87,118,318,331,253,78,52,26,73,1537,197,122,86,192,261,886,1087,873,295,164,83,205,4447,1235,609,559,1092,1541,5445,7832,9802,3912,2157,943,1569,36693
312,8,8,145,32,15,13,20,38,114,154,159,79,37,13,26,696,6,5,0,5,11,38,59,41,18,14,3,9,212,29,12,12,16,34,88,66,78,40,29,11,28,445,73,38,27,52,88,267,316,310,146,89,37,65,1504,660,237,214,437,711,2020,2660,4185,2355,1542,666,728,16425
313,6,11,268,30,24,35,53,70,236,297,277,64,44,22,55,1200,15,16,15,24,41,105,102,84,25,21,5,24,477,61,29,30,55,94,207,177,149,61,27,16,48,954,121,75,86,141,223,608,631,570,166,106,48,131,2900,981,510,446,812,1110,3514,4985,6307,2486,1461,669,1022,24307
314,4,6,239,30,19,12,31,69,170,258,246,101,76,22,48,1092,25,16,11,26,43,76,92,103,41,23,10,20,484,43,21,17,43,52,151,159,123,67,40,8,51,774,105,63,52,103,174,445,562,533,223,150,51,128,2583,918,398,335,663,958,2934,4583,7491,3504,2504,1087,941,26303
315,0,3,41,10,10,17,19,13,31,36,36,9,8,6,15,212,0,0,0,0,9,7,7,5,9,5,0,0,38,15,4,3,10,17,15,22,19,10,4,9,10,147,32,23,19,45,45,57,67,60,26,21,16,30,430,338,112,135,239,300,634,624,886,358,242,182,254,4301
316,12,16,352,57,35,43,78,93,323,375,364,149,88,34,95,1729,28,27,12,41,53,132,153,117,38,28,27,36,685,82,55,37,75,101,241,231,227,68,47,20,65,1254,172,126,103,200,263,757,837,788,288,183,96,209,4025,1625,781,644,1115,1649,4769,6067,9481,4475,3144,1588,1527,36874
317,0,7,176,23,14,19,32,51,155,157,110,40,28,13,29,661,10,11,3,24,26,65,72,40,10,12,3,5,272,21,30,16,38,41,123,88,63,20,9,3,20,463,52,66,48,99,135,381,356,235,77,52,23,51,1579,548,347,296,578,825,2778,3475,3455,1274,808,378,472,15232
318,3,9,251,24,25,15,56,61,239,328,221,55,42,24,18,1111,18,10,9,17,35,88,103,69,30,19,4,16,420,48,35,28,33,58,154,163,124,34,19,7,50,762,105,71,52,115,177,535,659,471,132,90,36,91,2539,849,401,371,829,1144,3737,4821,5625,2234,1472,715,833,23040
319,3,17,298,55,44,56,100,154,373,300,140,34,17,16,66,1351,17,16,16,40,49,118,74,32,11,11,0,20,408,69,62,52,116,118,224,133,70,32,9,14,58,957,162,129,135,285,354,788,571,281,91,38,28,159,3023,1315,907,868,1680,2146,5726,5370,4201,1282,816,450,1099,25874
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,20,8,274,48,24,26,71,60,190,206,216,72,64,53,34,1051,65,23,25,64,72,149,125,130,65,49,41,24,829,79,43,36,71,87,150,125,117,38,35,33,42,854,206,99,100,221,230,542,495,507,193,163,148,103,3005,1682,717,594,1087,1375,3910,4420,6345,3320,3162,2655,1000,30278
402,4,23,690,100,54,54,203,312,793,667,397,88,45,13,105,2833,62,55,50,121,175,371,294,145,35,28,15,41,1396,142,151,144,256,277,663,402,216,48,33,17,112,2475,321,276,269,622,860,2035,1520,838,192,126,54,280,7391,1997,1394,1307,2651,3738,11168,12129,10031,2982,1865,808,1584,51662
403,11,17,525,49,52,48,99,170,482,472,336,98,57,27,58,1952,43,55,65,78,123,290,240,168,39,45,21,41,1211,120,116,86,161,203,408,304,226,37,30,30,71,1793,226,227,213,368,550,1311,1156,807,189,150,88,190,5479,2007,1156,1073,1900,2595,7613,9000,9844,3798,2670,1433,1347,44431
404,6,10,229,49,21,24,65,73,189,227,201,69,41,22,44,1015,35,21,24,46,70,133,122,87,23,32,12,12,626,91,43,57,88,85,167,170,131,30,19,15,46,950,182,90,114,217,256,541,570,455,136,97,53,113,2827,1047,569,516,949,1195,3341,3841,5175,2356,1700,859,712,22256
405,7,3,195,19,27,19,80,107,151,68,38,6,5,8,30,548,17,18,18,26,38,67,32,14,4,3,0,4,256,36,32,33,56,62,99,39,23,5,6,3,17,418,78,83,93,182,233,371,163,91,24,17,15,59,1408,670,539,534,1024,1214,2693,2092,1519,438,294,178,441,11631
406,0,0,77,17,16,17,52,67,120,62,26,12,7,3,11,418,4,7,14,14,28,37,19,8,3,0,0,3,140,16,24,22,28,35,37,37,13,3,4,3,17,234,42,53,56,97,148,225,125,53,17,10,3,33,867,395,267,301,567,724,1649,1354,1030,331,223,99,284,7221
407,0,5,219,23,37,48,129,144,261,117,68,11,12,17,37,906,11,19,20,43,57,98,42,16,3,9,0,9,330,53,46,61,92,96,150,65,29,12,10,6,42,655,94,105,133,298,339,571,263,130,26,32,24,102,2107,1126,741,754,1586,2166,4640,3192,2152,633,475,319,760,18543
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,8,4,244,32,18,23,51,72,204,221,207,63,34,17,29,967,7,8,12,18,41,92,71,53,14,13,4,10,345,42,35,28,54,55,116,115,88,26,25,11,28,625,96,67,65,124,188,456,466,400,118,87,42,70,2176,798,415,358,679,934,2875,3720,5191,2188,1593,752,763,20272
