SA4_CODE_2016,C06_0_4_Indig_M,C06_0_4_Indig_F,C06_0_4_Indig_P,C06_0_4_NonInd_M,C06_0_4_NonInd_F,C06_0_4_NonInd_P,C06_0_4_Indig_st_ns_M,C06_0_4_Indig_st_ns_F,C06_0_4_Indig_st_ns_P,C06_0_4_T_M,C06_0_4_T_F,C06_0_4_T_P,C06_5_9_Indig_M,C06_5_9_Indig_F,C06_5_9_Indig_P,C06_5_9_NonInd_M,C06_5_9_NonInd_F,C06_5_9_NonInd_P,C06_5_9_Indig_st_ns_M,C06_5_9_Indig_st_ns_F,C06_5_9_Indig_st_ns_P,C06_5_9_T_M,C06_5_9_T_F,C06_5_9_T_P,C06_10_14_Indigen_M,C06_10_14_Indigen_F,C06_10_14_Indigen_P,C06_10_14_NonInd_M,C06_10_14_NonInd_F,C06_10_14_NonInd_P,C06_10_14_Ind_st_ns_M,C06_10_14_Ind_st_ns_F,C06_10_14_Ind_st_ns_P,C06_10_14_T_M,C06_10_14_T_F,C06_10_14_T_P,C06_15_19_Indigen_M,C06_15_19_Indigen_F,C06_15_19_Indigen_P,C06_15_19_NonInd_M,C06_15_19_NonInd_F,C06_15_19_NonInd_P,C06_15_19_Ind_st_ns_M,C06_15_19_Ind_st_ns_F,C06_15_19_Ind_st_ns_P,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Indigen_M,C06_20_24_Indigen_F,C06_20_24_Indigen_P,C06_20_24_NonInd_M,C06_20_24_NonInd_F,C06_20_24_NonInd_P,C06_20_24_Ind_st_ns_M,C06_20_24_Ind_st_ns_F,C06_20_24_Ind_st_ns_P,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Indigen_M,C06_25_29_Indigen_F,C06_25_29_Indigen_P,C06_25_29_NonInd_M,C06_25_29_NonInd_F,C06_25_29_NonInd_P,C06_25_29_Ind_st_ns_M,C06_25_29_Ind_st_ns_F,C06_25_29_Ind_st_ns_P,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Indigen_M,C06_30_34_Indigen_F,C06_30_34_Indigen_P,C06_30_34_NonInd_M,C06_30_34_NonInd_F,C06_30_34_NonInd_P,C06_30_34_Ind_st_ns_M,C06_30_34_Ind_st_ns_F,C06_30_34_Ind_st_ns_P,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Indigen_M,C06_35_39_Indigen_F,C06_35_39_Indigen_P,C06_35_39_NonInd_M,C06_35_39_NonInd_F,C06_35_39_NonInd_P,C06_35_39_Ind_st_ns_M,C06_35_39_Ind_st_ns_F,C06_35_39_Ind_st_ns_P,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Indigen_M,C06_40_44_Indigen_F,C06_40_44_Indigen_P,C06_40_44_NonInd_M,C06_40_44_NonInd_F,C06_40_44_NonInd_P,C06_40_44_Ind_st_ns_M,C06_40_44_Ind_st_ns_F,C06_40_44_Ind_st_ns_P,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Indigen_M,C06_45_49_Indigen_F,C06_45_49_Indigen_P,C06_45_49_NonInd_M,C06_45_49_NonInd_F,C06_45_49_NonInd_P,C06_45_49_Ind_st_ns_M,C06_45_49_Ind_st_ns_F,C06_45_49_Ind_st_ns_P,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Indigen_M,C06_50_54_Indigen_F,C06_50_54_Indigen_P,C06_50_54_NonInd_M,C06_50_54_NonInd_F,C06_50_54_NonInd_P,C06_50_54_Ind_st_ns_M,C06_50_54_Ind_st_ns_F,C06_50_54_Ind_st_ns_P,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Indigen_M,C06_55_59_Indigen_F,C06_55_59_Indigen_P,C06_55_59_NonInd_M,C06_55_59_NonInd_F,C06_55_59_NonInd_P,C06_55_59_Ind_st_ns_M,C06_55_59_Ind_st_ns_F,C06_55_59_Ind_st_ns_P,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Indigen_M,C06_60_64_Indigen_F,C06_60_64_Indigen_P,C06_60_64_NonInd_M,C06_60_64_NonInd_F,C06_60_64_NonInd_P,C06_60_64_Ind_st_ns_M,C06_60_64_Ind_st_ns_F,C06_60_64_Ind_st_ns_P,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_over_Indigen_M,C06_65_over_Indigen_F,C06_65_over_Indigen_P,C06_65ove_NonInd_M,C06_65ove_NonInd_F,C06_65ove_NonInd_P,C06_65ove_Indig_st_ns_M,C06_65ove_Indig_st_ns_F,C06_65ove_Indig_st_ns_P,C06_65_over_T_M,C06_65_over_T_F,C06_65_over_T_P,C06_Tot_Indig_M,C06_Tot_Indig_F,C06_Tot_Indig_P,C06_Tot_NonInd_M,C06_Tot_NonInd_F,C06_Tot_NonInd_P,C06_Tot_Indig_st_ns_M,C06_Tot_Indig_st_ns_F,C06_Tot_Indig_st_ns_P,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F
111,461,446,907,9073,8459,17529,426,409,835,9961,9316,19275,481,449,930,9552,8943,18497,472,436,908,10506,9828,20336,481,462,944,10152,9640,19795,493,445,933,11127,10550,21679,438,417,853,10431,10291,20717,537,463,997,11403,11167,22568,347,329,671,10683,10559,21243,644,474,1124,11676,11357,23035,232,222,459,8824,8987,17810,477,337,812,9532,9552,19078,230,254,485,9611,10082,19690,452,343,795,10294,10679,20977,207,275,480,10114,10480,20592,451,377,827,10775,11127,21898,223,259,487,10494,11061,21553,491,396,885,11213,11716,22922,194,198,394,11032,11472,22508,508,460,965,11734,12132,23872,134,185,319,10314,10683,20999,491,404,895,10936,11271,22207,109,99,203,9823,10119,19948,404,373,780,10336,10593,20933,90,82,171,8086,8375,16460,354,383,735,8529,8839,17368,124,143,270,21981,28537,50517,1224,1791,3013,23331,30474,53801,3757,3819,7581,150174,157693,307867,7425,7089,14512,161355,168608,329959,583,585,1167,9640,9099,18740,365,367,732,10595,10050,20643,591,561,1147,9373,8842,18218,381,346
112,457,445,901,5483,5290,10769,322,315,636,6256,6047,12301,496,457,955,6436,6189,12628,382,384,769,7321,7031,14346,485,471,957,7214,7042,14256,426,377,800,8129,7885,16014,408,380,784,7079,6543,13622,365,346,712,7848,7270,15113,253,249,500,4865,4571,9441,319,206,524,5440,5028,10466,185,228,413,4071,4321,8393,248,170,417,4504,4723,9229,201,266,472,5049,5632,10683,252,239,494,5498,6140,11641,224,250,480,5937,6717,12654,285,301,586,6446,7271,13717,188,225,417,6853,7714,14566,393,309,705,7434,8250,15686,195,222,411,7824,8477,16299,415,393,804,8431,9090,17522,151,174,323,7638,7941,15581,407,369,773,8201,8479,16675,82,102,191,7208,7053,14267,419,273,690,7716,7426,15141,77,62,141,5508,5711,11223,269,248,520,5853,6023,11883,99,140,236,16773,20292,37067,996,1287,2282,17866,21722,39583,3506,3672,7173,97937,103502,201442,5507,5206,10709,106949,112382,219328,580,494,1076,6015,5613,11621,305,289,597,6894,6399,13293,517,512,1031,6217,6024,12242,301,295
113,348,401,750,4715,4440,9157,264,229,494,5335,5069,10400,435,410,838,5062,4694,9753,225,218,449,5722,5325,11042,420,388,810,5164,4961,10126,237,230,470,5824,5582,11406,311,306,619,5258,4848,10109,252,187,435,5823,5344,11165,279,225,507,4353,4147,8505,207,132,340,4844,4506,9344,201,185,388,3819,3751,7562,164,124,290,4185,4054,8240,167,216,385,4128,4262,8389,186,150,339,4481,4631,9110,176,183,361,4423,4556,8984,185,143,328,4780,4886,9664,162,173,342,4800,4811,9613,207,178,384,5175,5165,10335,141,133,271,4980,4954,9936,197,150,345,5311,5233,10544,112,116,222,4530,4439,8969,212,143,348,4849,4695,9548,74,78,158,4282,4115,8398,176,144,317,4534,4333,8872,44,65,117,3368,3307,6672,150,148,299,3560,3526,7085,75,122,193,9036,11004,20038,539,653,1196,9649,11781,21429,2944,3006,5948,67925,68297,136219,3199,2833,6032,74063,74135,148201,454,482,938,4616,4482,9099,230,243,476,5301,5209,10509,393,439,825,4783,4450,9239,249,250
114,243,255,499,3346,3111,6462,190,227,418,3785,3590,7371,254,237,493,3876,3795,7679,203,225,423,4333,4256,8596,327,252,580,4460,4309,8773,249,239,482,5036,4801,9840,227,185,412,4070,3895,7970,200,165,361,4501,4246,8744,113,129,243,2453,2338,4788,129,86,220,2693,2552,5249,90,108,203,2185,2318,4511,115,100,213,2391,2526,4923,98,135,231,2819,3080,5903,143,123,268,3061,3340,6401,103,125,234,3323,3780,7109,134,159,287,3564,4066,7632,75,133,210,3998,4424,8426,209,167,380,4285,4724,9006,95,109,204,4336,4614,8953,236,175,414,4668,4900,9570,90,67,159,3981,4227,8209,221,166,392,4293,4459,8757,63,67,123,4268,4682,8950,190,187,376,4514,4934,9451,46,46,93,4069,4297,8374,187,199,384,4306,4539,8847,67,85,153,11529,13024,24554,721,861,1581,12314,13978,26289,1897,1940,3840,58736,61913,120645,3120,3071,6194,63758,66919,130682,299,382,679,3421,3247,6666,197,208,408,3917,3839,7758,309,316,627,3668,3421,7089,221,198
115,50,33,82,6370,5970,12347,244,296,539,6659,6306,12969,42,45,84,7273,6790,14065,303,292,597,7621,7126,14747,44,55,107,7912,7429,15341,291,273,564,8252,7757,16008,48,43,95,8006,7703,15714,246,263,513,8307,8012,16319,29,22,51,6380,6123,12500,234,236,473,6640,6386,13025,25,22,45,4514,4689,9200,193,190,386,4734,4894,9631,30,29,54,5535,6271,11800,213,212,424,5769,6510,12277,30,45,71,6585,7585,14172,268,259,530,6882,7885,14772,26,25,48,7379,8128,15500,243,219,462,7645,8371,16015,23,24,51,7518,8093,15614,255,233,485,7797,8347,16145,12,15,31,7016,7301,14320,270,227,496,7304,7540,14846,12,13,24,6676,6536,13220,214,196,411,6907,6745,13657,14,13,22,4973,4612,9584,201,188,393,5186,4815,9996,13,15,30,8308,9815,18125,428,548,980,8756,10377,19134,400,397,799,94444,97045,191495,3613,3631,7244,98457,101074,199529,67,57,120,6583,6135,12720,204,196,404,6858,6388,13242,79,52,135,7478,7089,14567,217,210
116,558,454,1017,10360,9724,20082,788,701,1485,11699,10887,22584,523,461,986,10641,9879,20520,742,701,1447,11904,11045,22950,535,490,1025,9878,9532,19413,703,617,1320,11121,10642,21758,388,376,757,9480,8997,18481,607,451,1056,10479,9827,20302,272,290,560,9049,9091,18138,517,436,954,9836,9821,19658,187,237,429,9036,9769,18807,466,475,949,9691,10487,20176,208,235,447,9855,10547,20403,478,484,961,10545,11261,21811,211,254,469,9694,10069,19757,539,467,1001,10441,10788,21230,158,211,372,9579,9613,19194,486,427,912,10222,10259,20478,131,152,286,8737,8859,17595,465,405,871,9338,9410,18747,101,134,235,7631,7998,15635,383,381,759,8118,8515,16631,94,119,215,6855,7004,13858,382,334,710,7331,7454,14783,58,52,111,4970,4776,9747,277,248,526,5298,5080,10382,60,103,167,9151,11582,20733,707,826,1532,9927,12516,22440,3495,3582,7075,124914,127447,252361,7531,6948,14486,135940,137979,273920,575,538,1116,11996,11340,23340,638,536,1173,13212,12415,25624,603,507,1109,11019,10214,21237,560,503
117,149,143,290,4348,4212,8562,946,819,1765,5448,5174,10616,162,130,293,2990,2886,5876,647,618,1264,3797,3636,7434,170,179,343,2809,2648,5451,581,503,1085,3555,3327,6880,164,158,326,4104,4602,8707,1011,905,1916,5280,5665,10949,160,175,334,10122,11469,21595,3214,2841,6055,13499,14484,27984,128,139,260,13543,13374,26925,3756,3150,6910,17430,16663,34089,146,167,314,13065,12018,25080,3138,2443,5581,16353,14628,30978,159,177,329,10621,8710,19328,2384,1655,4041,13162,10538,23698,106,102,206,8577,6629,15209,1901,1272,3171,10579,8011,18587,118,104,219,6873,5786,12654,1550,1023,2579,8536,6917,15456,74,100,174,5701,5366,11069,1231,988,2227,7010,6457,13468,60,82,142,5098,4722,9813,1198,872,2072,6358,5667,12025,41,45,90,3869,3546,7420,867,637,1507,4781,4230,9013,60,79,133,9155,10381,19540,2059,1760,3813,11272,12213,23489,1691,1772,3464,100873,96362,197230,24492,19481,43977,127056,117614,244671,157,148,304,5650,5266,10918,598,516,1110,6401,5929,12336,144,119,264,3621,3475,7104,381,355
118,86,80,165,5796,5505,11302,714,703,1418,6598,6294,12888,77,74,151,4748,4574,9323,635,517,1146,5454,5160,10618,82,59,146,4625,4435,9062,550,467,1012,5256,4966,10222,80,83,163,5462,5386,10852,656,593,1247,6201,6058,12265,82,69,152,8283,8689,16971,1437,1060,2497,9803,9820,19622,72,78,153,9445,10458,19907,1705,1374,3081,11220,11915,23135,94,64,156,10260,11023,21278,1585,1397,2984,11935,12481,24421,89,78,166,8788,9039,17829,1234,1021,2259,10121,10135,20252,75,57,134,7483,7699,15185,1054,863,1917,8613,8626,17232,52,53,102,6447,6926,13373,867,756,1624,7365,7730,15097,36,34,72,5783,6311,12095,784,651,1434,6602,6999,13601,34,40,69,5831,6196,12032,770,660,1425,6637,6897,13527,23,26,49,4558,4732,9288,599,557,1156,5182,5320,10498,35,56,95,12040,16159,28208,1748,2068,3819,13825,18290,32120,918,865,1780,99565,107143,206701,14322,12689,27012,114806,120690,235498,97,83,183,7070,6747,13815,650,599,1250,7821,7435,15257,100,100,199,5515,5302,10817,508,430
119,163,144,310,15891,14684,30580,1421,1277,2700,17478,16105,33588,137,141,281,15271,14411,29686,1279,1240,2526,16693,15798,32487,155,140,292,14871,13749,28619,1159,1048,2203,16181,14930,31116,134,102,239,14686,14273,28960,1007,894,1896,15830,15269,31095,103,122,224,15722,15981,31700,1287,1083,2370,17113,17180,34298,69,85,161,16071,16539,32608,1316,1150,2466,17459,17774,35232,74,110,188,16633,17462,34089,1230,1134,2364,17936,18704,36637,83,111,191,16232,17535,33769,1102,1079,2173,17418,18720,36136,55,99,151,16884,17198,34084,1139,981,2117,18073,18276,36354,72,90,159,15843,16218,32065,1120,980,2096,17031,17288,34320,65,63,123,13596,14280,27876,872,852,1722,14532,15194,29726,43,53,98,12628,12818,25447,846,737,1584,13517,13610,27133,31,39,73,10393,10125,20524,708,643,1350,11134,10803,21941,61,76,133,29003,36769,65774,2209,2817,5025,31279,39658,70933,1253,1375,2631,223732,232046,455781,16683,15906,32586,241667,249325,490997,176,170,343,17705,16690,34395,1210,1121,2328,19087,17985,37076,177,161,336,16052,14754,30806,1111,950
120,66,56,120,6784,6361,13145,655,503,1159,7506,6913,14420,49,45,101,5769,5482,11252,425,428,853,6247,5960,12206,66,61,129,5637,5463,11096,448,410,858,6142,5933,12081,75,65,137,5965,5729,11700,493,402,899,6539,6197,12735,69,64,130,7857,8134,15991,871,724,1589,8793,8923,17713,48,51,99,9369,9943,19317,943,803,1742,10355,10799,21151,42,59,109,10043,11056,21097,917,835,1752,11007,11949,22955,52,57,112,9397,10403,19800,801,710,1514,10254,11167,21420,49,58,105,8734,9554,18294,711,664,1376,9494,10275,19767,42,63,101,7813,8380,16189,679,555,1230,8530,8997,17527,33,26,60,6727,7560,14290,569,510,1075,7331,8100,15427,23,33,55,6326,6684,13009,510,443,957,6861,7157,14021,18,17,36,4687,4779,9465,441,350,789,5140,5145,10290,25,29,56,12560,16266,28825,1144,1361,2502,13729,17650,31382,658,691,1343,107671,115799,223472,9595,8691,18284,117925,125175,243105,79,74,155,8163,7867,16033,593,462,1061,8842,8411,17251,69,59,132,6378,6069,12450,431,345
121,28,30,59,10229,9431,19660,560,528,1084,10810,9989,20801,28,29,61,10178,9602,19779,442,496,940,10649,10123,20771,39,23,63,10329,9825,20155,475,415,889,10842,10267,21107,25,30,60,10399,10319,20723,504,474,977,10932,10828,21759,35,37,71,10305,10728,21032,814,743,1558,11159,11512,22666,33,37,68,10899,11611,22514,1084,949,2038,12023,12598,24617,30,24,50,12101,13290,25386,959,822,1777,13088,14135,27222,17,27,43,12241,13803,26045,818,738,1555,13084,14567,27645,25,30,51,12264,13591,25857,689,657,1348,12973,14281,27253,15,24,37,11937,13201,25138,686,588,1270,12637,13811,26448,15,23,32,10455,11793,22244,590,581,1170,11058,12392,23452,9,16,21,10200,11194,21392,573,572,1142,10780,11779,22554,12,7,14,8164,8443,16606,517,459,976,8690,8910,17599,26,26,50,19173,26178,45353,1320,1917,3234,20516,28121,48635,332,356,687,158869,173016,331883,10034,9927,19963,169239,183298,352538,46,32,78,11372,10897,22267,525,461,981,11940,11389,23331,33,28,61,11394,10698,22091,478,400
122,35,33,73,7309,6956,14264,414,398,814,7761,7387,15151,36,20,61,6982,6469,13448,398,332,730,7414,6820,14241,19,37,53,6654,6109,12754,320,294,621,6994,6434,13430,23,29,56,6297,5914,12215,375,300,670,6693,6243,12936,36,29,59,5674,5598,11270,502,323,823,6207,5951,12155,32,41,70,6149,6399,12550,623,416,1036,6807,6856,13662,34,30,65,7966,8439,16409,613,430,1043,8616,8901,17514,30,30,60,8298,9059,17358,523,438,963,8851,9527,18373,28,23,49,8415,8775,17182,493,396,885,8934,9187,18114,22,19,44,7568,7866,15432,444,343,786,8036,8228,16262,11,18,32,6602,7003,13601,396,317,709,7011,7336,14348,12,10,26,6361,6577,12938,376,313,692,6756,6900,13658,10,10,20,5335,5627,10962,345,278,622,5688,5914,11601,21,21,41,13748,17865,31614,819,1177,1998,14594,19066,33656,361,353,708,103361,108642,212001,6638,5755,12399,110356,114744,225102,50,28,78,8320,7925,16242,352,343,692,8716,8305,17021,59,45,106,7784,7417,15198,310,239
123,341,353,694,8020,7420,15445,545,512,1057,8907,8282,17194,377,370,749,8274,7930,16205,568,560,1133,9225,8864,18087,360,388,746,8760,8343,17106,562,548,1109,9676,9277,18953,311,256,576,8694,8134,16833,536,427,963,9546,8823,18370,193,223,421,7472,7402,14871,497,395,892,8158,8026,16183,140,182,323,6432,6971,13404,349,327,680,6924,7476,14401,128,189,317,7158,7845,15000,365,367,728,7649,8393,16043,116,156,273,7223,7954,15179,383,342,730,7719,8459,16182,105,155,261,7509,8205,15715,375,377,756,7989,8738,16733,99,137,237,7573,8222,15790,378,353,732,8045,8712,16756,97,110,211,7033,7260,14294,364,346,707,7497,7720,15216,62,64,122,6345,6319,12670,348,307,658,6757,6689,13447,35,39,75,4148,3973,8120,209,196,404,4386,4215,8606,56,54,106,7237,9151,16385,417,576,994,7710,9779,17488,2420,2687,5108,101882,105128,207011,5900,5645,11541,110200,113458,223656,479,471,952,8231,7866,16104,459,447,904,9172,8784,17956,455,439,889,8118,7699,15818,411,455
124,377,324,702,9513,8976,18492,484,473,963,10375,9784,20157,390,371,757,9661,9251,18910,524,545,1075,10578,10168,20747,405,397,796,10054,9640,19689,544,519,1062,11001,10550,21547,351,336,686,9897,9763,19662,502,449,944,10748,10549,21293,260,253,515,9524,9111,18633,484,352,844,10272,9722,19992,180,225,405,8510,8713,17221,379,325,711,9070,9260,18330,170,233,404,9081,9566,18647,451,371,820,9701,10165,19871,173,209,388,9248,9744,18991,405,379,787,9827,10339,20167,146,192,342,9138,9971,19115,440,383,822,9721,10547,20276,129,148,280,9475,10482,19959,445,394,838,10053,11017,21069,111,108,218,9020,9225,18250,389,344,736,9514,9686,19203,68,93,160,8324,8252,16577,393,350,748,8787,8696,17488,53,58,114,5551,5535,11084,293,249,534,5890,5845,11735,51,83,136,10852,14339,25191,780,1028,1808,11685,15449,27135,2859,3031,5894,127848,132580,260428,6518,6169,12686,137227,141776,279002,465,460,929,9654,9267,18921,487,489,978,10603,10219,20827,493,421,907,9252,8862,18111,433,424
125,106,121,223,11662,11122,22778,1012,999,2011,12777,12240,25015,129,117,241,11009,10499,21504,905,819,1725,12042,11434,23476,133,135,270,10952,10098,21053,884,700,1578,11971,10930,22908,123,111,232,11513,10673,22181,926,714,1638,12565,11496,24058,142,114,259,12864,12470,25331,1281,908,2184,14281,13491,27772,135,103,241,13661,13199,26855,1419,965,2378,15215,14262,29476,137,111,253,13404,13153,26557,1107,897,1998,14652,14165,28808,123,91,212,12434,12549,24987,967,769,1733,13519,13411,26935,92,90,181,12398,12115,24508,907,739,1645,13395,12943,26332,69,68,133,11330,11140,22469,787,613,1399,12182,11818,24006,66,58,124,9690,9853,19546,658,571,1228,10412,10484,20898,32,55,90,8841,8858,17696,615,499,1109,9493,9406,18893,39,30,64,7158,6828,13985,475,372,845,7675,7224,14902,60,71,135,17215,21939,39152,1315,1710,3024,18588,23718,42307,1391,1268,2659,164129,164491,328616,13243,11266,24505,178761,177028,355782,143,156,304,14291,13635,27928,944,895,1839,15389,14686,30070,114,125,232,11931,11049,22977,733,729
126,30,17,43,4220,3945,8169,231,223,454,4484,4189,8672,9,14,25,4418,4034,8455,280,194,478,4710,4241,8953,35,19,57,4537,4325,8857,279,222,503,4847,4565,9412,52,27,75,5113,4543,9658,262,233,494,5428,4800,10229,16,20,33,5725,5796,11521,447,379,829,6181,6197,12383,15,9,26,4643,4752,9395,362,299,657,5023,5059,10078,12,14,29,4742,5170,9907,332,283,613,5076,5474,10548,12,14,26,4939,5772,10710,289,298,592,5244,6085,11330,9,11,20,5577,5929,11506,314,280,596,5898,6221,12119,5,13,20,5300,5723,11025,298,264,560,5600,6001,11605,9,10,21,4695,5111,9809,284,253,538,4990,5373,10364,13,10,16,4462,4511,8975,259,205,464,4734,4725,9454,5,3,7,3128,3372,6493,181,162,345,3311,3533,6851,4,14,16,9081,12599,21686,560,803,1365,9650,13414,23067,224,195,412,70577,75580,146161,4383,4109,8488,75178,79882,155064,25,28,49,4696,4458,9158,182,169,353,4901,4657,9557,25,22,42,4451,4249,8696,167,142
127,243,203,445,11630,10973,22597,1062,973,2044,12936,12150,25085,213,202,407,12249,11370,23619,1081,989,2068,13541,12558,26096,216,231,446,12704,11916,24620,997,907,1904,13923,13058,26974,186,141,332,11978,11432,23413,836,756,1587,13001,12335,25335,114,147,261,11603,11572,23178,814,724,1536,12537,12444,24976,84,118,208,10261,11008,21272,715,662,1378,11061,11795,22857,81,125,204,10842,12222,23065,777,760,1537,11700,13101,24799,71,109,182,11492,12148,23642,717,739,1456,12282,13002,25283,92,98,189,12200,12274,24477,881,704,1587,13173,13074,26249,74,89,164,11373,11869,23247,764,662,1423,12203,12622,24829,62,57,116,9662,10204,19859,600,590,1183,10317,10850,21164,51,66,116,8593,8465,17053,568,524,1088,9207,9047,18259,23,32,54,6310,5833,12148,414,378,796,6748,6251,13000,45,86,135,13539,16425,29970,1170,1291,2459,14758,17806,32558,1546,1711,3253,154438,157716,312152,11389,10659,22041,167375,170082,337452,256,205,461,12096,11544,23639,838,757,1599,13189,12509,25696,278,213,492,12294,11791,24079,823,775
128,75,58,134,6357,6142,12500,270,272,544,6706,6476,13183,53,49,101,6293,6000,12293,259,267,525,6606,6320,12923,64,60,126,6650,6389,13039,296,240,531,7007,6688,13692,95,56,149,6946,6732,13675,311,256,569,7350,7048,14397,64,54,118,6431,6150,12590,384,315,695,6877,6521,13398,46,47,93,5929,5876,11804,403,262,669,6384,6185,12570,48,48,93,6739,7081,13819,322,245,568,7108,7375,14485,46,40,86,6822,7455,14272,335,271,603,7204,7765,14969,24,46,70,7038,7405,14451,307,296,608,7377,7749,15126,37,37,66,7229,7644,14870,328,257,582,7590,7931,15524,24,35,58,6607,6878,13488,271,265,538,6902,7175,14080,17,18,37,6279,6304,12581,252,220,477,6548,6539,13088,21,17,33,4781,4882,9662,225,222,448,5028,5117,10148,38,40,69,11196,14508,25707,685,862,1544,11917,15404,27320,643,606,1244,95309,99442,194753,4654,4260,8909,100601,104312,204913,90,85,180,6843,6424,13273,244,188,435,7186,6706,13883,94,79,176,6536,6250,12787,226,195
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,7,0,0,0,8,0,8,0,0,0,5,3,7,0,0,0,5,3,7,4,0,4,8,0,10,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,8,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,38,4,43,0,0,3,37,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
199,26,21,51,175,181,360,21,15,32,216,222,439,14,12,28,132,127,258,18,7,28,161,151,315,12,18,28,80,84,167,4,9,9,97,108,200,26,20,40,272,221,490,19,26,46,309,262,574,30,24,47,533,437,970,67,49,116,627,506,1134,37,16,56,579,460,1043,74,56,134,688,539,1227,35,5,44,579,406,979,54,43,99,667,457,1127,23,11,38,532,289,818,64,35,100,622,334,951,25,10,41,459,224,686,57,15,73,544,247,796,14,5,20,357,219,573,36,14,53,407,241,641,10,13,26,360,269,629,45,21,66,421,303,723,4,7,14,352,293,638,45,25,65,394,323,713,6,3,8,249,208,459,19,16,37,272,228,497,0,4,7,431,295,725,56,41,99,485,344,828,257,178,435,5090,3698,8794,576,368,943,5924,4248,10175,39,49,92,238,180,423,20,21,46,305,247,554,23,18,42,131,119,246,15,14
201,71,81,156,3824,3811,7639,192,173,364,4086,4072,8150,58,84,143,4358,4023,8382,203,203,404,4614,4317,8929,79,84,160,4704,4545,9250,253,225,475,5039,4852,9892,53,63,122,4935,4683,9616,193,180,369,5175,4927,10109,58,45,105,3956,4012,7972,192,154,344,4204,4213,8417,30,37,72,3240,3338,6579,158,124,287,3430,3505,6937,33,44,76,3742,3938,7681,166,173,334,3944,4154,8098,33,37,68,4053,4600,8657,162,165,325,4242,4802,9051,29,36,67,4435,4820,9259,206,166,371,4666,5026,9691,30,23,53,4551,4886,9439,186,171,355,4768,5077,9851,31,23,53,4465,4702,9168,202,187,384,4697,4912,9606,21,19,35,4354,4402,8751,202,189,388,4575,4608,9181,15,10,30,3396,3482,6880,152,151,300,3567,3643,7207,38,30,69,8701,10815,19513,632,801,1427,9364,11650,21012,576,625,1196,62723,66071,128794,3084,3049,6131,66376,69745,136120,101,89,192,4483,4312,8796,195,189,388,4781,4596,9381,87,95,183,4350,4137,8486,177,206
202,80,89,167,3819,3686,7503,169,175,345,4063,3949,8021,73,92,170,4297,4086,8386,195,208,409,4569,4391,8961,92,84,178,4691,4607,9297,191,217,412,4976,4917,9891,73,66,133,4558,4480,9038,164,189,350,4794,4729,9522,46,52,92,3713,3827,7540,154,134,293,3917,4013,7930,32,34,72,3078,3168,6248,117,80,194,3225,3288,6511,37,47,80,3417,3769,7188,124,112,239,3574,3925,7504,34,43,78,3883,4322,8203,149,143,289,4067,4505,8566,34,44,74,4238,4797,9034,181,168,353,4460,5003,9463,31,32,64,4645,4962,9606,198,143,344,4875,5141,10017,24,24,46,4493,4625,9124,171,166,338,4687,4816,9510,17,18,37,4254,4342,8598,192,155,350,4466,4521,8989,11,15,26,3318,3298,6610,148,117,265,3479,3423,6903,37,35,71,8688,10681,19368,491,695,1189,9214,11412,20628,621,676,1296,61089,64657,125742,2657,2715,5364,64363,68043,132405,136,104,235,4308,3978,8289,165,178,346,4615,4256,8874,111,117,222,4163,3986,8153,164,198
