SA4_CODE_2016,Pre_sch_C06_M,Pre_sch_C06_F,Pre_sch_C06_P,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Pre_sch_C16_M,Pre_sch_C16_F,Pre_sch_C16_P,Infan_Prim_Govt_C06_M,Infan_Prim_Govt_C06_F,Infan_Prim_Govt_C06_P,Infan_Prim_Govt_C11_M,Infan_Prim_Govt_C11_F,Infan_Prim_Govt_C11_P,Infan_Prim_Govt_C16_M,Infan_Prim_Govt_C16_F,Infan_Prim_Govt_C16_P,Infan_Prim_Cath_C06_M,Infan_Prim_Cath_C06_F,Infan_Prim_Cath_C06_P,Infan_Prim_Cath_C11_M,Infan_Prim_Cath_C11_F,Infan_Prim_Cath_C11_P,Infan_Prim_Cath_C16_M,Infan_Prim_Cath_C16_F,Infan_Prim_Cath_C16_P,Inf_Pri_Oth_No_Gov_C06_M,Inf_Pri_Oth_No_Gov_C06_F,Inf_Pri_Oth_No_Gov_C06_P,Inf_Pri_Oth_No_Gov_C11_M,Inf_Pri_Oth_No_Gov_C11_F,Inf_Pri_Oth_No_Gov_C11_P,Inf_Pri_Oth_No_Gov_C16_M,Inf_Pri_Oth_No_Gov_C16_F,Inf_Pri_Oth_No_Gov_C16_P,Inf_Primary_Tot_C06_M,Inf_Primary_Tot_C06_F,Inf_Primary_Tot_C06_P,Inf_Primary_Tot_C11_M,Inf_Primary_Tot_C11_F,Inf_Primary_Tot_C11_P,Inf_Primary_Tot_C16_M,Inf_Primary_Tot_C16_F,Inf_Primary_Tot_C16_P,Sec_Govern_C06_M,Sec_Govern_C06_F,Sec_Govern_C06_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Govern_C16_M,Sec_Govern_C16_F,Sec_Govern_C16_P,Sec_Catholic_C06_M,Sec_Catholic_C06_F,Sec_Catholic_C06_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Catholic_C16_M,Sec_Catholic_C16_F,Sec_Catholic_C16_P,Sec_Oth_Non_Gov_C06_M,Sec_Oth_Non_Gov_C06_F,Sec_Oth_Non_Gov_C06_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Oth_Non_Gov_C16_M,Sec_Oth_Non_Gov_C16_F,Sec_Oth_Non_Gov_C16_P,Sec_Tot_C06_M,Sec_Tot_C06_F,Sec_Tot_C06_P,Sec_Tot_C11_M,Sec_Tot_C11_F,Sec_Tot_C11_P,Sec_Tot_C16_M,Sec_Tot_C16_F,Sec_Tot_C16_P,Tech_FTS_15_24_C06_M,Tech_FTS_15_24_C06_F,Tech_FTS_15_24_C06_P,Tech_FTS_15_24_C11_M,Tech_FTS_15_24_C11_F,Tech_FTS_15_24_C11_P,Tech_FTS_15_24_C16_M,Tech_FTS_15_24_C16_F,Tech_FTS_15_24_C16_P,Tech_FTS_25ove_C06_M,Tech_FTS_25ove_C06_F,Tech_FTS_25ove_C06_P,Tech_FTS_25ove_C11_M,Tech_FTS_25ove_C11_F,Tech_FTS_25ove_C11_P,Tech_FTS_25ove_C16_M,Tech_FTS_25ove_C16_F,Tech_FTS_25ove_C16_P,Tech_PTS_15_24_C06_M,Tech_PTS_15_24_C06_F,Tech_PTS_15_24_C06_P,Tech_PTS_15_24_C11_M,Tech_PTS_15_24_C11_F,Tech_PTS_15_24_C11_P,Tech_PTS_15_24_C16_M,Tech_PTS_15_24_C16_F,Tech_PTS_15_24_C16_P,Techn_PTS_25over_C06_M,Techn_PTS_25over_C06_F,Techn_PTS_25over_C06_P,Techn_PTS_25over_C11_M,Techn_PTS_25over_C11_F,Techn_PTS_25over_C11_P,Techn_PTS_25over_C16_M,Techn_PTS_25over_C16_F,Techn_PTS_25over_C16_P,Tec_F_Pt_stu_st_ns_C06_M,Tec_F_Pt_stu_st_ns_C06_F,Tec_F_Pt_stu_st_ns_C06_P,Tec_F_Pt_stu_st_ns_C11_M,Tec_F_Pt_stu_st_ns_C11_F,Tec_F_Pt_stu_st_ns_C11_P,Tec_F_Pt_stu_st_ns_C16_M,Tec_F_Pt_stu_st_ns_C16_F,Tec_F_Pt_stu_st_ns_C16_P,Tech_Tot_C06_M,Tech_Tot_C06_F,Tech_Tot_C06_P,Tech_Tot_C11_M,Tech_Tot_C11_F,Tech_Tot_C11_P,Tech_Tot_C16_M,Tech_Tot_C16_F,Tech_Tot_C16_P,U_Ft_s_15_24_06_C_M,U_Ft_s_15_24_06_C_F,U_Ft_s_15_24_06_C_P,U_Ft_s_15_24_11_C_M,U_Ft_s_15_24_11_C_F,U_Ft_s_15_24_11_C_P,U_Ft_s_15_24_16_C_M,U_Ft_s_15_24_16_C_F,U_Ft_s_15_24_16_C_P,U_Ft_s_25over_06_C_M,U_Ft_s_25over_06_C_F,U_Ft_s_25over_06_C_P,U_Ft_s_25over_11_C_M,U_Ft_s_25over_11_C_F,U_Ft_s_25over_11_C_P,U_Ft_s_25over_16_C_M,U_Ft_s_25over_16_C_F,U_Ft_s_25over_16_C_P,U_Pt_s_15_24_06_C_M,U_Pt_s_15_24_06_C_F,U_Pt_s_15_24_06_C_P,U_Pt_s_15_24_11_C_M,U_Pt_s_15_24_11_C_F,U_Pt_s_15_24_11_C_P,U_Pt_s_15_24_16_C_M,U_Pt_s_15_24_16_C_F,U_Pt_s_15_24_16_C_P,U_Pt_s_25over_06_C_M,U_Pt_s_25over_06_C_F,U_Pt_s_25over_06_C_P,U_Pt_s_25over_11_C_M,U_Pt_s_25over_11_C_F,U_Pt_s_25over_11_C_P,U_Pt_s_25over_16_C_M,U_Pt_s_25over_16_C_F,U_Pt_s_25over_16_C_P,U_F_Pt_s_s_ns_06_C_M,U_F_Pt_s_s_ns_06_C_F,U_F_Pt_s_s_ns_06_C_P,U_F_Pt_s_s_ns_11_C_M,U_F_Pt_s_s_ns_11_C_F,U_F_Pt_s_s_ns_11_C_P,U_F_Pt_s_s_ns_16_C_M,U_F_Pt_s_s_ns_16_C_F,U_F_Pt_s_s_ns_16_C_P,U_Tot_C06_M,U_Tot_C06_F,U_Tot_C06_P,U_Tot_C11_M,U_Tot_C11_F,U_Tot_C11_P,U_Tot_C16_M,U_Tot_C16_F,U_Tot_C16_P,Ot_ty_Ed_Ins_Ft_st_C06_M,Ot_ty_Ed_Ins_Ft_st_C06_F,Ot_ty_Ed_Ins_Ft_st_C06_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F
201,1061,1037,2103,1284,1202,2488,1264,1226,2496,4331,4050,8377,3963,3687,7650,4344,4020,8358,1320,1239,2560,1471,1480,2957,1657,1667,3326,463,418,881,512,506,1026,629,652,1280,6110,5711,11820,5950,5681,11632,6630,6334,12965,2815,2826,5640,2568,2677,5247,2380,2390,4771,1305,1218,2528,1548,1317,2866,1603,1469,3071,931,1000,1937,976,1001,1979,958,1028,1984,5056,5043,10105,5093,5000,10096,4942,4887,9827,268,275,537,245,268,510,226,212,439,88,165,246,113,182,293,87,152,235,416,200,618,457,232,688,352,219,570,392,572,962,401,627,1031,330,456,785,16,13,32,12,8,20,23,15,34,1172,1222,2395,1225,1320,2543,1014,1053,2069,1080,1437,2518,1338,1925,3262,1313,1786,3104,332,424,758,393,592,991,452,701,1149,90,111,206,106,151,260,157,241,397,443,705,1144,478,931,1407,529,1034,1560,14,24,33,18,11,33,15,10,25,1957,2702,4655,2334,3611,5945,2462,3774,6236,77,114,191,145,184,328,158,189,347,206,366
202,1048,987,2038,1171,1092,2256,1269,1104,2374,4394,4187,8584,3948,3697,7645,4264,3985,8256,1298,1254,2554,1376,1349,2723,1547,1477,3026,397,333,726,477,475,952,527,525,1057,6088,5772,11860,5796,5522,11320,6344,5991,12332,3303,3330,6634,2920,2956,5883,2894,2836,5736,888,936,1821,1035,1101,2133,1186,1121,2300,610,634,1243,693,753,1446,734,763,1494,4803,4902,9703,4652,4815,9463,4814,4720,9530,212,239,451,354,318,668,253,299,555,82,138,221,118,197,311,133,257,395,418,200,619,486,287,770,384,233,620,385,665,1049,454,803,1258,307,523,830,22,7,32,16,14,35,9,6,19,1119,1256,2377,1422,1625,3050,1091,1319,2414,785,1357,2146,929,1583,2512,918,1598,2516,253,367,621,247,465,714,290,514,799,57,108,160,55,149,210,97,161,263,370,627,998,408,800,1215,395,829,1224,11,5,21,12,5,23,8,13,22,1472,2471,3939,1652,3018,4670,1705,3119,4826,111,151,261,120,169,288,107,146,252,211,416
203,2080,1874,3959,2226,1989,4212,2436,2176,4612,7315,6696,14006,7244,6661,13905,7888,7510,15396,1807,1785,3591,2013,2007,4019,2433,2363,4799,1056,988,2039,1131,1119,2252,1308,1241,2552,10176,9459,19638,10382,9787,20172,11630,11118,22748,4916,4492,9406,4703,4243,8947,4578,3977,8552,1559,2074,3638,1833,2343,4179,2234,2701,4934,1909,1539,3443,2063,1815,3879,2351,2072,4425,8381,8105,16484,8597,8404,17002,9165,8747,17911,501,589,1090,610,638,1247,487,564,1051,164,300,466,220,423,643,222,456,672,889,445,1336,903,533,1430,811,438,1253,750,1086,1835,966,1328,2297,732,995,1726,35,25,63,29,30,58,14,18,34,2339,2446,4785,2721,2955,5674,2260,2473,4735,1621,2157,3781,2096,2738,4831,2898,3560,6456,340,471,819,545,883,1429,988,1202,2189,157,206,369,194,301,491,314,439,755,709,984,1696,710,1346,2054,843,1677,2523,18,20,37,19,22,47,17,33,44,2845,3845,6690,3560,5293,8857,5059,6909,11972,186,221,407,289,297,592,319,402,717,324,720
204,1211,1135,2346,1421,1267,2691,1348,1282,2630,5153,4834,9990,4309,4187,8499,4367,4091,8463,1515,1523,3038,1724,1727,3451,1958,1791,3757,353,340,696,461,493,947,616,688,1301,7026,6694,13720,6492,6407,12894,6939,6575,13511,3929,3892,7822,3504,3406,6914,3168,3037,6203,1374,1363,2735,1551,1605,3154,1550,1606,3155,541,527,1075,577,651,1232,698,756,1454,5848,5785,11626,5634,5658,11296,5413,5399,10804,345,257,603,404,353,753,354,304,663,109,174,286,160,283,449,133,268,399,668,313,983,695,412,1106,584,368,949,572,972,1541,594,1213,1806,403,750,1159,23,17,43,23,17,36,11,13,29,1712,1740,3459,1873,2277,4154,1489,1700,3194,302,594,899,322,701,1025,341,666,1013,65,238,304,125,286,410,148,370,514,70,122,194,63,145,205,73,149,224,390,626,1012,364,768,1134,366,941,1312,6,10,20,10,7,16,3,12,15,842,1582,2421,887,1903,2787,930,2140,3067,209,138,340,304,145,446,248,180,433,208,478
205,1674,1657,3336,2103,1918,4020,1972,1869,3844,8230,7485,15707,7339,6978,14317,7709,7215,14923,1894,1858,3756,1992,1968,3958,2158,2164,4326,692,712,1406,782,847,1627,938,919,1858,10818,10050,20870,10109,9795,19910,10806,10296,21103,5601,5650,11251,5286,5106,10396,4907,4865,9774,1810,1998,3802,1937,2053,3990,1901,1953,3854,1273,1392,2663,1230,1333,2560,1099,1243,2336,8684,9037,17718,8455,8494,16944,7904,8059,15965,339,465,808,399,576,976,343,434,783,119,330,450,160,447,608,152,413,561,916,517,1437,993,747,1740,747,474,1222,631,1352,1981,752,1467,2218,514,994,1507,36,43,72,47,23,71,18,22,36,2035,2706,4742,2354,3262,5618,1778,2333,4110,506,936,1446,596,1127,1727,714,1233,1947,167,319,492,212,473,688,273,660,932,92,182,273,122,234,355,122,265,386,435,835,1263,468,1121,1591,507,1343,1848,13,12,19,10,13,24,4,15,22,1208,2290,3497,1412,2972,4387,1623,3520,5146,232,201,430,235,240,471,253,277,534,306,684
206,2669,2542,5216,3127,3034,6162,3412,3246,6654,5762,5395,11158,6916,6356,13266,8954,8280,17230,2298,2515,4812,2665,2737,5403,2782,2887,5668,1640,1734,3379,1765,1987,3753,1867,2092,3955,9702,9646,19346,11349,11079,22424,13596,13255,26852,3741,3441,7182,3925,3554,7471,4877,4494,9370,1792,1983,3773,1862,2132,3992,1970,2225,4198,2387,2541,4924,2549,2776,5320,2761,3124,5888,7914,7961,15879,8327,8457,16791,9608,9840,19453,1890,1822,3711,1675,1641,3317,1428,1505,2941,950,1223,2173,1259,1410,2671,1643,2076,3717,688,511,1191,726,525,1252,645,482,1129,1306,1977,3277,1801,2134,3932,1753,2054,3806,78,52,126,53,40,98,33,43,76,4910,5574,10487,5511,5749,11260,5507,6162,11670,10695,13468,24169,12179,15120,27294,18360,23700,42056,4208,4373,8585,5086,5959,11047,7834,8850,16683,792,1153,1947,816,1181,2004,1049,1447,2500,4394,6283,10678,4542,6940,11487,4814,7143,11961,116,98,216,110,112,218,90,105,197,20206,25375,45582,22740,29312,52045,32152,41253,73397,675,986,1661,885,1147,2024,1353,2005,3354,1227,2196
207,2935,2764,5696,3158,3003,6163,3031,2810,5841,8146,7621,15774,8541,7696,16233,9809,8829,18642,2837,2671,5506,2959,2709,5671,2855,2650,5497,1693,1832,3520,1718,2072,3788,1720,2078,3797,12676,12120,24795,13215,12476,25693,14375,13561,27935,4937,4622,9558,5224,4883,10109,5822,5507,11323,2448,2263,4713,2628,2354,4978,2747,2567,5315,4265,4560,8827,4342,4699,9044,4282,4785,9064,11651,11446,23099,12194,11939,24133,12845,12858,25702,1277,1055,2328,1181,874,2056,860,584,1450,367,497,868,503,655,1157,614,759,1366,629,317,950,687,306,991,526,216,741,753,1147,1901,796,1088,1880,775,962,1735,38,34,76,32,24,61,15,17,34,3066,3050,6119,3202,2943,6143,2792,2538,5328,7079,7621,14701,8362,8995,17355,10247,10229,20481,1520,1507,3022,2072,1985,4056,2889,2975,5873,478,606,1087,615,734,1351,769,813,1579,1930,2623,4549,1755,2621,4375,1811,2567,4377,96,82,175,71,80,151,41,67,111,11111,12426,23536,12876,14406,27287,15760,16655,32419,264,326,593,364,425,789,559,596,1156,657,1207
208,3386,3266,6652,3961,3587,7550,3926,3549,7471,8085,7278,15361,9009,8463,17476,10465,9913,20372,3166,3091,6259,3376,3386,6766,3756,3556,7312,2833,2808,5643,3003,3040,6047,3308,3390,6696,14081,13178,27261,15397,14896,30287,17536,16851,34385,4280,4100,8381,4623,4135,8755,4955,4774,9724,2605,2696,5300,2691,2770,5460,2977,3043,6018,4366,4248,8614,4738,4566,9303,5458,5246,10702,11247,11044,22295,12053,11469,23521,13390,13062,26447,1159,918,2077,1031,835,1870,770,597,1367,303,511,811,480,632,1113,438,683,1126,880,367,1249,917,366,1287,703,292,1000,922,1402,2323,944,1363,2303,820,1111,1927,43,38,78,52,32,82,23,13,38,3305,3236,6545,3423,3231,6657,2751,2699,5451,4839,5463,10306,5749,6700,12450,7258,8255,15512,1269,1319,2587,1412,1628,3040,2062,2459,4516,401,502,901,503,603,1099,658,733,1389,1814,2555,4365,1716,2743,4461,1779,2854,4632,71,68,140,55,49,99,45,68,109,8387,9908,18300,9428,11722,21154,11796,14365,26162,270,312,582,431,391,825,478,498,977,639,1135
209,3463,3177,6639,4071,3758,7827,4480,4207,8685,11500,10437,21942,11733,10803,22539,14871,13651,28516,4362,4350,8708,4593,4422,9015,4930,4834,9768,1131,1191,2320,1295,1313,2604,1336,1409,2745,17000,15971,32970,17623,16542,34164,21133,19901,41034,8195,7965,16156,8415,7909,16328,9213,8457,17672,3664,3837,7501,3857,4136,8001,4394,4456,8855,1927,1925,3846,1916,2078,3994,1928,1970,3896,13780,13727,27509,14197,14128,28322,15540,14881,30422,1519,1231,2753,1439,1237,2677,1106,1070,2176,461,542,1005,606,854,1464,689,1096,1782,1568,706,2271,1624,672,2297,1371,552,1926,1144,1438,2580,1282,1631,2909,1252,1575,2831,92,57,149,79,54,141,43,22,68,4792,3974,8762,5031,4458,9488,4466,4318,8783,4410,5560,9976,5494,6925,12423,7350,8610,15962,1141,1141,2279,1862,2108,3967,2979,3182,6164,344,537,874,437,675,1117,666,800,1472,1425,1981,3405,1595,2604,4204,1817,2915,4739,78,57,137,66,64,127,46,58,104,7397,9276,16672,9454,12377,21834,12867,15570,28438,406,429,839,690,739,1432,884,927,1814,619,1349
210,2382,2089,4476,2685,2519,5205,3096,2807,5903,8210,7708,15915,8096,7492,15584,9702,8820,18516,3750,3647,7393,3879,3685,7569,4441,4256,8698,1311,1314,2624,1554,1643,3203,1960,2016,3969,13263,12668,25934,13537,12819,26351,16100,15090,31191,6075,6149,12226,6184,6263,12449,6798,6629,13426,2769,2754,5525,2962,2969,5924,3212,3170,6382,1747,1770,3514,2004,2071,4074,2188,2259,4451,10585,10677,21266,11155,11295,22448,12202,12058,24257,956,943,1893,1208,1046,2254,1017,811,1826,276,405,680,519,656,1170,562,825,1385,1077,434,1506,1178,553,1732,970,445,1417,780,914,1688,855,1147,2003,851,1064,1914,76,37,117,53,42,99,46,32,79,3157,2726,5882,3811,3446,7258,3448,3170,6616,2032,2681,4717,2801,3635,6433,4378,5031,9409,407,505,911,701,902,1601,1485,1567,3054,212,324,532,291,452,744,447,601,1050,708,1027,1729,829,1356,2185,1056,1726,2786,42,35,76,29,48,80,37,51,90,3400,4573,7968,4652,6389,11048,7409,8975,16388,353,342,699,598,622,1226,882,969,1855,438,873
211,4370,3980,8348,4595,4144,8737,4519,4187,8709,15510,14834,30340,14897,13698,28591,15623,14541,30162,3476,3257,6737,3285,3367,6654,3326,3286,6613,2095,2077,4170,2130,2097,4233,2254,2041,4298,21074,20171,41248,20310,19167,39477,21205,19871,41071,10962,11072,22036,10017,10201,20211,10066,9765,19831,3291,3470,6765,3653,3427,7085,3780,3554,7332,3438,3454,6890,3461,3521,6985,3518,3563,7077,17695,17998,35689,17133,17154,34281,17367,16882,34246,1443,1372,2816,1484,1470,2953,994,1049,2041,323,503,824,481,708,1190,532,785,1319,2264,979,3239,2390,1029,3417,1908,732,2644,1456,1949,3407,1571,2122,3689,1360,1754,3113,88,64,158,84,43,126,42,31,75,5572,4869,10441,6004,5377,11380,4834,4353,9186,3741,4693,8434,4549,5731,10280,5573,6366,11937,625,915,1538,868,1386,2255,1346,1890,3243,398,597,991,472,720,1189,653,853,1510,1505,2263,3764,1610,2699,4309,1587,2936,4523,60,54,114,51,46,105,26,55,84,6326,8521,14845,7548,10591,18134,9190,12107,21296,313,402,718,446,563,1014,552,700,1256,792,1844
212,4694,4402,9095,5705,5372,11078,6416,5874,12294,18410,16905,35316,18759,17246,36007,22878,21329,44210,5237,4992,10233,5439,5420,10858,6243,6128,12366,2424,2427,4854,2986,3012,6003,3678,3719,7394,26078,24322,50398,27188,25680,52864,32797,31176,63970,13310,12346,25653,14984,13290,28267,16125,14731,30852,4241,4632,8878,4560,4991,9549,5123,5456,10574,3369,3415,6786,4097,4314,8410,4645,4697,9338,20917,20392,41311,23636,22584,46224,25888,24879,50772,2604,2113,4718,2788,2311,5103,2469,2215,4684,818,1183,2003,1355,1709,3066,1388,1932,3323,2012,942,2954,2328,1224,3551,2004,990,2997,1825,2209,4036,2142,2924,5062,1996,2756,4754,156,98,254,114,102,216,82,52,139,7423,6550,13976,8732,8273,17002,7940,7955,15889,7421,7889,15311,9342,10231,19570,13887,14710,28595,1589,1466,3057,2361,2493,4852,4111,4321,8434,525,727,1252,642,933,1580,1008,1280,2292,1666,2164,3828,1980,2749,4735,2151,3303,5457,93,109,200,129,121,254,89,100,191,11285,12351,23636,14453,16523,30979,21260,23708,44971,630,828,1454,1277,1394,2670,1664,1915,3576,1054,2065
213,4216,3834,8047,5278,5056,10334,6518,6150,12670,14397,13254,27645,16258,15016,31279,21630,20007,41640,5907,5995,11905,6499,6713,13218,7744,7892,15641,1923,1913,3842,2536,2471,5011,3272,3367,6639,22226,21166,43391,25302,24203,49502,32649,31271,63916,10420,9834,20253,11940,10998,22938,13919,13101,27017,4515,5057,9569,5020,5707,10730,5648,6544,12190,2466,2445,4910,2760,2733,5496,3030,3016,6047,17391,17333,34726,19720,19440,39156,22600,22660,45256,1886,1522,3404,2121,1846,3972,1766,1550,3321,617,702,1320,1195,1348,2538,1185,1808,3000,1603,652,2253,1858,883,2740,1575,764,2338,1309,1551,2861,1694,2226,3920,1708,2270,3977,121,69,195,126,83,204,68,59,131,5535,4496,10030,6991,6382,13375,6304,6454,12759,4274,4982,9254,5891,7209,13099,9575,10130,19702,1315,1326,2636,2029,2402,4429,3684,4115,7792,437,678,1119,656,894,1546,907,1169,2081,1785,2486,4272,2223,3402,5628,2549,3852,6400,94,106,203,95,90,182,79,109,190,7897,9582,17483,10890,13994,24884,16791,19374,36167,746,765,1512,1390,1611,2999,1882,2341,4223,977,1913
214,2160,1969,4127,2549,2284,4833,2537,2276,4817,8537,8107,16642,8576,7770,16337,9112,8727,17841,1523,1391,2917,1475,1400,2872,1636,1578,3213,717,777,1497,1155,1204,2364,1181,1180,2362,10781,10273,21057,11205,10372,21578,11932,11483,23416,5642,5416,11058,5417,5298,10715,5528,5164,10691,1397,1509,2902,1442,1443,2889,1577,1601,3181,1475,1681,3157,1689,1932,3619,1752,1868,3626,8512,8605,17110,8553,8669,17223,8860,8635,17491,594,583,1181,654,665,1312,461,573,1037,161,293,456,223,378,604,251,463,714,1175,493,1669,1321,562,1888,1037,485,1516,716,1138,1856,893,1437,2332,729,1123,1849,37,27,65,35,32,65,28,25,53,2686,2532,5219,3130,3072,6200,2507,2667,5171,873,1345,2215,1243,1876,3115,1633,2339,3971,200,382,580,310,583,889,374,802,1174,110,177,292,139,302,441,199,322,523,514,873,1382,591,1206,1801,668,1512,2183,27,28,49,24,14,37,13,25,38,1721,2803,4526,2308,3979,6290,2889,4999,7893,297,235,529,323,270,591,322,318,639,292,749
215,1185,1071,2257,1232,1107,2340,1185,1058,2244,5231,5062,10292,4594,4321,8916,4321,3962,8281,1248,1252,2495,1107,1111,2223,1195,1182,2378,487,483,973,407,388,800,465,449,915,6961,6793,13757,6113,5826,11936,5983,5592,11577,4433,4281,8714,4114,3928,8043,3559,3459,7021,870,991,1862,928,1038,1959,964,1031,1994,171,189,362,178,174,357,209,233,439,5476,5461,10935,5221,5140,10360,4736,4728,9456,171,218,385,195,261,452,178,183,356,49,142,191,91,178,269,86,146,236,473,206,684,441,320,767,358,248,600,404,659,1057,429,623,1049,331,483,818,27,14,40,21,10,31,14,9,25,1121,1244,2358,1170,1391,2568,971,1065,2041,176,352,524,202,478,674,245,544,789,66,168,237,77,252,326,108,282,387,27,92,120,62,127,192,68,154,224,244,542,781,251,565,813,220,609,828,5,11,18,3,8,13,3,12,18,515,1168,1685,587,1433,2020,644,1600,2246,94,103,197,126,139,258,122,155,280,162,358
216,1022,889,1913,1002,919,1917,990,900,1894,4334,4156,8485,3654,3409,7064,3591,3218,6812,1429,1322,2752,1491,1420,2911,1597,1592,3193,193,181,375,285,240,525,326,314,642,5950,5654,11608,5435,5065,10502,5514,5126,10640,3093,3120,6211,2827,2894,5726,2359,2234,4598,996,1075,2070,1231,1269,2504,1472,1434,2900,311,306,620,444,464,911,543,493,1034,4402,4504,8901,4503,4630,9133,4373,4156,8535,116,155,272,203,256,463,149,231,376,48,115,167,78,215,297,96,230,324,515,248,757,539,284,826,424,251,679,311,566,880,381,666,1047,264,554,819,29,16,46,16,10,33,9,18,24,1016,1106,2120,1220,1444,2662,944,1284,2229,186,317,502,182,410,592,280,506,791,50,92,144,71,161,233,90,239,330,50,77,123,46,106,151,44,138,187,206,420,630,204,447,649,182,500,680,3,7,10,8,9,14,3,11,11,494,915,1406,509,1131,1644,602,1403,2005,66,105,167,109,140,249,150,161,308,125,347
217,890,920,1812,989,929,1921,946,839,1784,4008,3738,7747,3365,3084,6447,3258,2861,6121,1393,1333,2731,1420,1478,2889,1586,1597,3180,389,344,732,356,348,698,307,259,565,5792,5421,11207,5139,4902,10043,5145,4722,9865,3001,3010,6010,2721,2534,5254,2337,2166,4507,1058,1165,2222,1366,1469,2834,1290,1436,2733,407,388,795,421,404,829,347,338,682,4466,4561,9030,4510,4404,8919,3974,3945,7918,169,208,379,174,270,440,149,200,349,66,156,220,51,174,228,35,141,176,460,215,678,477,311,787,357,218,568,389,726,1111,398,827,1223,259,533,785,32,19,43,20,23,40,13,17,27,1116,1321,2436,1119,1599,2720,807,1105,1908,284,564,849,331,645,976,272,537,808,80,190,267,109,274,388,119,233,355,53,85,131,40,94,135,46,105,153,213,375,584,194,497,690,220,523,749,3,3,11,6,4,11,4,4,9,630,1209,1844,689,1517,2205,664,1404,2066,71,75,146,87,116,204,80,103,178,130,290
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,20,26,46,38,28,68,27,25,49,95,77,170,114,113,230,63,82,139,10,16,30,7,13,21,9,10,17,4,9,16,13,13,25,7,8,23,114,101,212,138,136,277,76,101,179,54,61,114,66,62,122,49,53,102,3,3,12,3,6,9,5,3,4,13,15,33,6,8,16,20,8,30,73,88,158,75,78,151,67,66,137,24,27,51,22,35,60,16,25,43,22,9,29,24,28,48,11,22,35,21,25,50,31,27,50,7,4,13,18,17,36,14,19,37,13,27,38,0,0,0,4,4,6,0,3,4,93,76,163,89,108,204,55,82,139,80,92,169,69,120,191,78,125,206,34,42,76,55,63,118,43,45,90,8,13,14,4,11,12,6,15,23,32,36,67,19,47,70,12,29,43,0,0,0,3,0,3,3,0,4,146,179,326,152,237,394,147,220,366,19,9,33,28,35,57,18,26,49,12,23
301,1581,1432,3014,1360,1303,2659,1480,1285,2769,5977,5538,11513,6334,5815,12152,6537,6266,12805,1816,1653,3468,2121,1882,4001,2028,1857,3887,1354,1512,2863,1670,1756,3426,1630,1693,3322,9147,8698,17851,10120,9450,19573,10194,9821,20015,3371,3323,6692,3617,3374,6995,3956,3680,7636,1236,1035,2269,1393,1108,2496,1867,1492,3360,1575,1831,3406,1830,2232,4064,2170,2272,4443,6176,6189,12364,6842,6707,13554,7997,7437,15438,350,410,760,404,439,843,351,390,740,103,291,398,119,284,411,144,319,458,646,393,1040,575,433,1005,499,332,830,528,933,1454,609,1148,1761,481,909,1388,27,15,39,16,13,28,13,8,21,1650,2041,3694,1725,2319,4039,1488,1957,3443,1101,1661,2760,1470,2080,3549,1878,2399,4274,226,416,644,264,583,847,366,694,1060,160,223,379,204,293,495,249,373,627,587,924,1514,685,1173,1859,738,1415,2160,19,13,33,13,15,26,8,21,27,2085,3242,5331,2641,4133,6777,3251,4896,8150,99,117,207,146,179,323,177,220,394,234,537
