SA3_NAME16	Year	Sex	IndigenousStatus	persons
Snowy Mountains	2011	M	Both Aboriginal & Torres Strait Islander	6
Snowy Mountains	2011	M	Non-indigenous	9532
Snowy Mountains	2011	M	Torres Strait Islander	8
Snowy Mountains	2016	F	Aboriginal	173
Snowy Mountains	2016	F	Both Aboriginal & Torres Strait Islander	0
Snowy Mountains	2016	F	Non-indigenous	9169
Snowy Mountains	2016	F	Torres Strait Islander	12
Snowy Mountains	2016	M	Aboriginal	227
Snowy Mountains	2016	M	Both Aboriginal & Torres Strait Islander	3
Snowy Mountains	2016	M	Non-indigenous	9772
Snowy Mountains	2016	M	Torres Strait Islander	11
South Coast	2006	F	Aboriginal	1132
South Coast	2006	F	Both Aboriginal & Torres Strait Islander	22
South Coast	2006	F	Non-indigenous	32435
South Coast	2006	F	Torres Strait Islander	23
South Coast	2006	M	Aboriginal	1150
South Coast	2006	M	Both Aboriginal & Torres Strait Islander	17
South Coast	2006	M	Non-indigenous	31272
South Coast	2006	M	Torres Strait Islander	20
South Coast	2011	F	Aboriginal	1341
South Coast	2011	F	Both Aboriginal & Torres Strait Islander	24
South Coast	2011	F	Non-indigenous	33121
South Coast	2011	F	Torres Strait Islander	28
South Coast	2011	M	Aboriginal	1303
South Coast	2011	M	Both Aboriginal & Torres Strait Islander	15
South Coast	2011	M	Non-indigenous	32027
South Coast	2011	M	Torres Strait Islander	23
South Coast	2016	F	Aboriginal	1570
South Coast	2016	F	Both Aboriginal & Torres Strait Islander	25
South Coast	2016	F	Non-indigenous	34414
South Coast	2016	F	Torres Strait Islander	20
South Coast	2016	M	Aboriginal	1456
South Coast	2016	M	Both Aboriginal & Torres Strait Islander	30
South Coast	2016	M	Non-indigenous	33097
South Coast	2016	M	Torres Strait Islander	23
Goulburn - Mulwaree	2006	F	Aboriginal	273
Goulburn - Mulwaree	2006	F	Both Aboriginal & Torres Strait Islander	7
Goulburn - Mulwaree	2006	F	Non-indigenous	15564
Goulburn - Mulwaree	2006	F	Torres Strait Islander	14
Goulburn - Mulwaree	2006	M	Aboriginal	347
Goulburn - Mulwaree	2006	M	Both Aboriginal & Torres Strait Islander	4
Goulburn - Mulwaree	2006	M	Non-indigenous	15851
Goulburn - Mulwaree	2006	M	Torres Strait Islander	18
Goulburn - Mulwaree	2011	F	Aboriginal	394
Goulburn - Mulwaree	2011	F	Both Aboriginal & Torres Strait Islander	0
Goulburn - Mulwaree	2011	F	Non-indigenous	16016
Goulburn - Mulwaree	2011	F	Torres Strait Islander	16
Goulburn - Mulwaree	2011	M	Aboriginal	432
Goulburn - Mulwaree	2011	M	Both Aboriginal & Torres Strait Islander	3
Goulburn - Mulwaree	2011	M	Non-indigenous	16220
Goulburn - Mulwaree	2011	M	Torres Strait Islander	20
Goulburn - Mulwaree	2016	F	Aboriginal	607
Goulburn - Mulwaree	2016	F	Both Aboriginal & Torres Strait Islander	11
Goulburn - Mulwaree	2016	F	Non-indigenous	16943
Goulburn - Mulwaree	2016	F	Torres Strait Islander	11
Goulburn - Mulwaree	2016	M	Aboriginal	658
Goulburn - Mulwaree	2016	M	Both Aboriginal & Torres Strait Islander	17
Goulburn - Mulwaree	2016	M	Non-indigenous	17297
Goulburn - Mulwaree	2016	M	Torres Strait Islander	17
Young - Yass	2006	F	Aboriginal	311
Young - Yass	2006	F	Both Aboriginal & Torres Strait Islander	8
Young - Yass	2006	F	Non-indigenous	15950
Young - Yass	2006	F	Torres Strait Islander	31
Young - Yass	2006	M	Aboriginal	335
Young - Yass	2006	M	Both Aboriginal & Torres Strait Islander	9
Young - Yass	2006	M	Non-indigenous	15565
Young - Yass	2006	M	Torres Strait Islander	24
Young - Yass	2011	F	Aboriginal	435
Young - Yass	2011	F	Both Aboriginal & Torres Strait Islander	7
Young - Yass	2011	F	Non-indigenous	16960
Young - Yass	2011	F	Torres Strait Islander	10
Young - Yass	2011	M	Aboriginal	426
Young - Yass	2011	M	Both Aboriginal & Torres Strait Islander	5
Young - Yass	2011	M	Non-indigenous	16541
Young - Yass	2011	M	Torres Strait Islander	11
Young - Yass	2016	F	Aboriginal	577
Young - Yass	2016	F	Both Aboriginal & Torres Strait Islander	9
Young - Yass	2016	F	Non-indigenous	17659
Young - Yass	2016	F	Torres Strait Islander	12
Young - Yass	2016	M	Aboriginal	626
Young - Yass	2016	M	Both Aboriginal & Torres Strait Islander	6
Young - Yass	2016	M	Non-indigenous	17031
Young - Yass	2016	M	Torres Strait Islander	15
Gosford	2006	F	Aboriginal	1227
Gosford	2006	F	Both Aboriginal & Torres Strait Islander	31
Gosford	2006	F	Non-indigenous	80774
Gosford	2006	F	Torres Strait Islander	62
Gosford	2006	M	Aboriginal	1251
Gosford	2006	M	Both Aboriginal & Torres Strait Islander	26
Gosford	2006	M	Non-indigenous	75507
Gosford	2006	M	Torres Strait Islander	54
Gosford	2011	F	Aboriginal	1698
Gosford	2011	F	Both Aboriginal & Torres Strait Islander	33
Gosford	2011	F	Non-indigenous	82658
Gosford	2011	F	Torres Strait Islander	46
Gosford	2011	M	Aboriginal	1701
Gosford	2011	M	Both Aboriginal & Torres Strait Islander	30
Gosford	2011	M	Non-indigenous	76881
Gosford	2011	M	Torres Strait Islander	65
Gosford	2016	F	Aboriginal	2291
Gosford	2016	F	Both Aboriginal & Torres Strait Islander	31
Gosford	2016	F	Non-indigenous	84787
Gosford	2016	F	Torres Strait Islander	64
Gosford	2016	M	Aboriginal	2286
Gosford	2016	M	Both Aboriginal & Torres Strait Islander	31
Gosford	2016	M	Non-indigenous	79506
Gosford	2016	M	Torres Strait Islander	57
Wyong	2006	F	Aboriginal	1822
Wyong	2006	F	Both Aboriginal & Torres Strait Islander	23
Wyong	2006	F	Non-indigenous	69999
Wyong	2006	F	Torres Strait Islander	77
Wyong	2006	M	Aboriginal	1757
Wyong	2006	M	Both Aboriginal & Torres Strait Islander	33
Wyong	2006	M	Non-indigenous	65239
Wyong	2006	M	Torres Strait Islander	76
Wyong	2011	F	Aboriginal	2669
Wyong	2011	F	Both Aboriginal & Torres Strait Islander	53
Wyong	2011	F	Non-indigenous	74256
Wyong	2011	F	Torres Strait Islander	74
Wyong	2011	M	Aboriginal	2521
Wyong	2011	M	Both Aboriginal & Torres Strait Islander	42
Wyong	2011	M	Non-indigenous	69392
Wyong	2011	M	Torres Strait Islander	72
Wyong	2016	F	Aboriginal	3741
Wyong	2016	F	Both Aboriginal & Torres Strait Islander	83
Wyong	2016	F	Non-indigenous	77893
Wyong	2016	F	Torres Strait Islander	86
Wyong	2016	M	Aboriginal	3672
Wyong	2016	M	Both Aboriginal & Torres Strait Islander	57
Wyong	2016	M	Non-indigenous	73065
Wyong	2016	M	Torres Strait Islander	90
Bathurst	2006	F	Aboriginal	509
Bathurst	2006	F	Both Aboriginal & Torres Strait Islander	13
Bathurst	2006	F	Non-indigenous	19703
Bathurst	2006	F	Torres Strait Islander	21
Bathurst	2006	M	Aboriginal	765
Bathurst	2006	M	Both Aboriginal & Torres Strait Islander	10
Bathurst	2006	M	Non-indigenous	19828
Bathurst	2006	M	Torres Strait Islander	22
Bathurst	2011	F	Aboriginal	795
Bathurst	2011	F	Both Aboriginal & Torres Strait Islander	25
Bathurst	2011	F	Non-indigenous	20721
Bathurst	2011	F	Torres Strait Islander	27
Bathurst	2011	M	Aboriginal	908
Bathurst	2011	M	Both Aboriginal & Torres Strait Islander	17
Bathurst	2011	M	Non-indigenous	21035
Bathurst	2011	M	Torres Strait Islander	24
Bathurst	2016	F	Aboriginal	1086
Bathurst	2016	F	Both Aboriginal & Torres Strait Islander	25
Bathurst	2016	F	Non-indigenous	22009
Bathurst	2016	F	Torres Strait Islander	32
Bathurst	2016	M	Aboriginal	1219
Bathurst	2016	M	Both Aboriginal & Torres Strait Islander	29
Bathurst	2016	M	Non-indigenous	22172
Bathurst	2016	M	Torres Strait Islander	25
Lachlan Valley	2006	F	Aboriginal	1833
Lachlan Valley	2006	F	Both Aboriginal & Torres Strait Islander	27
Lachlan Valley	2006	F	Non-indigenous	25983
Lachlan Valley	2006	F	Torres Strait Islander	40
Lachlan Valley	2006	M	Aboriginal	1727
Lachlan Valley	2006	M	Both Aboriginal & Torres Strait Islander	32
Lachlan Valley	2006	M	Non-indigenous	25875
Lachlan Valley	2006	M	Torres Strait Islander	49
Lachlan Valley	2011	F	Aboriginal	2140
Lachlan Valley	2011	F	Both Aboriginal & Torres Strait Islander	23
Lachlan Valley	2011	F	Non-indigenous	25341
Lachlan Valley	2011	F	Torres Strait Islander	37
Lachlan Valley	2011	M	Aboriginal	2087
Lachlan Valley	2011	M	Both Aboriginal & Torres Strait Islander	25
Lachlan Valley	2011	M	Non-indigenous	25102
Lachlan Valley	2011	M	Torres Strait Islander	40
Lachlan Valley	2016	F	Aboriginal	2544
Lachlan Valley	2016	F	Both Aboriginal & Torres Strait Islander	40
Lachlan Valley	2016	F	Non-indigenous	25269
Lachlan Valley	2016	F	Torres Strait Islander	26
Lachlan Valley	2016	M	Aboriginal	2424
Lachlan Valley	2016	M	Both Aboriginal & Torres Strait Islander	35
Lachlan Valley	2016	M	Non-indigenous	24971
Lachlan Valley	2016	M	Torres Strait Islander	32
Lithgow - Mudgee	2006	F	Aboriginal	553
Lithgow - Mudgee	2006	F	Both Aboriginal & Torres Strait Islander	19
Lithgow - Mudgee	2006	F	Non-indigenous	20511
Lithgow - Mudgee	2006	F	Torres Strait Islander	20
Lithgow - Mudgee	2006	M	Aboriginal	633
Lithgow - Mudgee	2006	M	Both Aboriginal & Torres Strait Islander	13
Lithgow - Mudgee	2006	M	Non-indigenous	20770
Lithgow - Mudgee	2006	M	Torres Strait Islander	19
Lithgow - Mudgee	2011	F	Aboriginal	847
Lithgow - Mudgee	2011	F	Both Aboriginal & Torres Strait Islander	8
Lithgow - Mudgee	2011	F	Non-indigenous	20739
Lithgow - Mudgee	2011	F	Torres Strait Islander	27
Lithgow - Mudgee	2011	M	Aboriginal	933
Lithgow - Mudgee	2011	M	Both Aboriginal & Torres Strait Islander	6
Lithgow - Mudgee	2011	M	Non-indigenous	21316
Lithgow - Mudgee	2011	M	Torres Strait Islander	45
Lithgow - Mudgee	2016	F	Aboriginal	1225
Lithgow - Mudgee	2016	F	Both Aboriginal & Torres Strait Islander	11
Lithgow - Mudgee	2016	F	Non-indigenous	21829
Lithgow - Mudgee	2016	F	Torres Strait Islander	20
Lithgow - Mudgee	2016	M	Aboriginal	1319
Lithgow - Mudgee	2016	M	Both Aboriginal & Torres Strait Islander	20
Lithgow - Mudgee	2016	M	Non-indigenous	22159
Lithgow - Mudgee	2016	M	Torres Strait Islander	32
Orange	2006	F	Aboriginal	934
Orange	2006	F	Both Aboriginal & Torres Strait Islander	22
Orange	2006	F	Non-indigenous	24878
Orange	2006	F	Torres Strait Islander	17
Orange	2006	M	Aboriginal	871
Orange	2006	M	Both Aboriginal & Torres Strait Islander	15
Orange	2006	M	Non-indigenous	23936
Orange	2006	M	Torres Strait Islander	28
Orange	2011	F	Aboriginal	1233
Orange	2011	F	Both Aboriginal & Torres Strait Islander	27
Orange	2011	F	Non-indigenous	26403
Orange	2011	F	Torres Strait Islander	20
Orange	2011	M	Aboriginal	1189
Orange	2011	M	Both Aboriginal & Torres Strait Islander	24
Orange	2011	M	Non-indigenous	25545
Orange	2011	M	Torres Strait Islander	31
Orange	2016	F	Aboriginal	1508
Orange	2016	F	Both Aboriginal & Torres Strait Islander	26
Orange	2016	F	Non-indigenous	27788
Orange	2016	F	Torres Strait Islander	24
Orange	2016	M	Aboriginal	1528
Orange	2016	M	Both Aboriginal & Torres Strait Islander	35
Orange	2016	M	Non-indigenous	26677
Orange	2016	M	Torres Strait Islander	24
Clarence Valley	2006	F	Aboriginal	1078
Clarence Valley	2006	F	Both Aboriginal & Torres Strait Islander	25
Clarence Valley	2006	F	Non-indigenous	22943
Clarence Valley	2006	F	Torres Strait Islander	23
Clarence Valley	2006	M	Aboriginal	1116
Clarence Valley	2006	M	Both Aboriginal & Torres Strait Islander	27
Clarence Valley	2006	M	Non-indigenous	22434
Clarence Valley	2006	M	Torres Strait Islander	23
Clarence Valley	2011	F	Aboriginal	1370
Clarence Valley	2011	F	Both Aboriginal & Torres Strait Islander	23
Clarence Valley	2011	F	Non-indigenous	23531
Clarence Valley	2011	F	Torres Strait Islander	38
Clarence Valley	2011	M	Aboriginal	1344
Clarence Valley	2011	M	Both Aboriginal & Torres Strait Islander	17
Clarence Valley	2011	M	Non-indigenous	22875
Clarence Valley	2011	M	Torres Strait Islander	40
Clarence Valley	2016	F	Aboriginal	1532
Clarence Valley	2016	F	Both Aboriginal & Torres Strait Islander	34
Clarence Valley	2016	F	Non-indigenous	23749
Clarence Valley	2016	F	Torres Strait Islander	42
Clarence Valley	2016	M	Aboriginal	1536
Clarence Valley	2016	M	Both Aboriginal & Torres Strait Islander	28
Clarence Valley	2016	M	Non-indigenous	23315
Clarence Valley	2016	M	Torres Strait Islander	28
Coffs Harbour	2006	F	Aboriginal	1284
Coffs Harbour	2006	F	Both Aboriginal & Torres Strait Islander	24
Coffs Harbour	2006	F	Non-indigenous	38558
Coffs Harbour	2006	F	Torres Strait Islander	35
Coffs Harbour	2006	M	Aboriginal	1233
Coffs Harbour	2006	M	Both Aboriginal & Torres Strait Islander	25
Coffs Harbour	2006	M	Non-indigenous	36598
Coffs Harbour	2006	M	Torres Strait Islander	47
Coffs Harbour	2011	F	Aboriginal	1603
Coffs Harbour	2011	F	Both Aboriginal & Torres Strait Islander	32
Coffs Harbour	2011	F	Non-indigenous	40169
Coffs Harbour	2011	F	Torres Strait Islander	42
Coffs Harbour	2011	M	Aboriginal	1442
Coffs Harbour	2011	M	Both Aboriginal & Torres Strait Islander	39
Coffs Harbour	2011	M	Non-indigenous	37978
Coffs Harbour	2011	M	Torres Strait Islander	52
Coffs Harbour	2016	F	Aboriginal	2046
Coffs Harbour	2016	F	Both Aboriginal & Torres Strait Islander	43
Coffs Harbour	2016	F	Non-indigenous	42220
Coffs Harbour	2016	F	Torres Strait Islander	35
Coffs Harbour	2016	M	Aboriginal	1897
Coffs Harbour	2016	M	Both Aboriginal & Torres Strait Islander	35
Coffs Harbour	2016	M	Non-indigenous	39704
Coffs Harbour	2016	M	Torres Strait Islander	41
Bourke - Cobar - Coonamble	2006	F	Aboriginal	3115
Bourke - Cobar - Coonamble	2006	F	Both Aboriginal & Torres Strait Islander	44
Bourke - Cobar - Coonamble	2006	F	Non-indigenous	9479
Bourke - Cobar - Coonamble	2006	F	Torres Strait Islander	22
Bourke - Cobar - Coonamble	2006	M	Aboriginal	3025
Bourke - Cobar - Coonamble	2006	M	Both Aboriginal & Torres Strait Islander	51
Bourke - Cobar - Coonamble	2006	M	Non-indigenous	10871
Bourke - Cobar - Coonamble	2006	M	Torres Strait Islander	26
Bourke - Cobar - Coonamble	2011	F	Aboriginal	3212
Bourke - Cobar - Coonamble	2011	F	Both Aboriginal & Torres Strait Islander	27
Bourke - Cobar - Coonamble	2011	F	Non-indigenous	8961
Bourke - Cobar - Coonamble	2011	F	Torres Strait Islander	29
Bourke - Cobar - Coonamble	2011	M	Aboriginal	2983
Bourke - Cobar - Coonamble	2011	M	Both Aboriginal & Torres Strait Islander	19
Bourke - Cobar - Coonamble	2011	M	Non-indigenous	10047
Bourke - Cobar - Coonamble	2011	M	Torres Strait Islander	15
Bourke - Cobar - Coonamble	2016	F	Aboriginal	3200
Bourke - Cobar - Coonamble	2016	F	Both Aboriginal & Torres Strait Islander	31
Bourke - Cobar - Coonamble	2016	F	Non-indigenous	8578
Bourke - Cobar - Coonamble	2016	F	Torres Strait Islander	25
Bourke - Cobar - Coonamble	2016	M	Aboriginal	2991
Bourke - Cobar - Coonamble	2016	M	Both Aboriginal & Torres Strait Islander	28
Bourke - Cobar - Coonamble	2016	M	Non-indigenous	9278
Bourke - Cobar - Coonamble	2016	M	Torres Strait Islander	17
Broken Hill and Far West	2006	F	Aboriginal	960
Broken Hill and Far West	2006	F	Both Aboriginal & Torres Strait Islander	8
Broken Hill and Far West	2006	F	Non-indigenous	10191
Broken Hill and Far West	2006	F	Torres Strait Islander	5
Broken Hill and Far West	2006	M	Aboriginal	945
Broken Hill and Far West	2006	M	Both Aboriginal & Torres Strait Islander	14
Broken Hill and Far West	2006	M	Non-indigenous	9898
Broken Hill and Far West	2006	M	Torres Strait Islander	8
Broken Hill and Far West	2011	F	Aboriginal	1134
Broken Hill and Far West	2011	F	Both Aboriginal & Torres Strait Islander	6
Broken Hill and Far West	2011	F	Non-indigenous	9603
Broken Hill and Far West	2011	F	Torres Strait Islander	7
Broken Hill and Far West	2011	M	Aboriginal	1018
Broken Hill and Far West	2011	M	Both Aboriginal & Torres Strait Islander	13
Broken Hill and Far West	2011	M	Non-indigenous	9412
Broken Hill and Far West	2011	M	Torres Strait Islander	11
Broken Hill and Far West	2016	F	Aboriginal	1129
Broken Hill and Far West	2016	F	Both Aboriginal & Torres Strait Islander	10
Broken Hill and Far West	2016	F	Non-indigenous	9106
Broken Hill and Far West	2016	F	Torres Strait Islander	6
Broken Hill and Far West	2016	M	Aboriginal	1093
Broken Hill and Far West	2016	M	Both Aboriginal & Torres Strait Islander	9
Broken Hill and Far West	2016	M	Non-indigenous	8856
Broken Hill and Far West	2016	M	Torres Strait Islander	7
Dubbo	2006	F	Aboriginal	3662
Dubbo	2006	F	Both Aboriginal & Torres Strait Islander	57
Dubbo	2006	F	Non-indigenous	29795
Dubbo	2006	F	Torres Strait Islander	83
Dubbo	2006	M	Aboriginal	3487
Dubbo	2006	M	Both Aboriginal & Torres Strait Islander	77
Dubbo	2006	M	Non-indigenous	28593
Dubbo	2006	M	Torres Strait Islander	68
Dubbo	2011	F	Aboriginal	4593
Dubbo	2011	F	Both Aboriginal & Torres Strait Islander	70
Dubbo	2011	F	Non-indigenous	29376
Dubbo	2011	F	Torres Strait Islander	66
Dubbo	2011	M	Aboriginal	4522
Dubbo	2011	M	Both Aboriginal & Torres Strait Islander	71
Dubbo	2011	M	Non-indigenous	28343
Dubbo	2011	M	Torres Strait Islander	55
Dubbo	2016	F	Aboriginal	5074
Dubbo	2016	F	Both Aboriginal & Torres Strait Islander	97
Dubbo	2016	F	Non-indigenous	29978
Dubbo	2016	F	Torres Strait Islander	64
Dubbo	2016	M	Aboriginal	5130
Dubbo	2016	M	Both Aboriginal & Torres Strait Islander	71
Dubbo	2016	M	Non-indigenous	28939
Dubbo	2016	M	Torres Strait Islander	58
Lower Hunter	2006	F	Aboriginal	1102
Lower Hunter	2006	F	Both Aboriginal & Torres Strait Islander	18
Lower Hunter	2006	F	Non-indigenous	37044
Lower Hunter	2006	F	Torres Strait Islander	51
Lower Hunter	2006	M	Aboriginal	1120
Lower Hunter	2006	M	Both Aboriginal & Torres Strait Islander	22
Lower Hunter	2006	M	Non-indigenous	37068
Lower Hunter	2006	M	Torres Strait Islander	46
Lower Hunter	2011	F	Aboriginal	1674
Lower Hunter	2011	F	Both Aboriginal & Torres Strait Islander	46
Lower Hunter	2011	F	Non-indigenous	39057
Lower Hunter	2011	F	Torres Strait Islander	53
Lower Hunter	2011	M	Aboriginal	1697
Lower Hunter	2011	M	Both Aboriginal & Torres Strait Islander	41
Lower Hunter	2011	M	Non-indigenous	39365
Lower Hunter	2011	M	Torres Strait Islander	54
Lower Hunter	2016	F	Aboriginal	2612
Lower Hunter	2016	F	Both Aboriginal & Torres Strait Islander	58
Lower Hunter	2016	F	Non-indigenous	41029
Lower Hunter	2016	F	Torres Strait Islander	66
Lower Hunter	2016	M	Aboriginal	2880
Lower Hunter	2016	M	Both Aboriginal & Torres Strait Islander	61
Lower Hunter	2016	M	Non-indigenous	40883
Lower Hunter	2016	M	Torres Strait Islander	87
Maitland	2006	F	Aboriginal	708
Maitland	2006	F	Both Aboriginal & Torres Strait Islander	22
Maitland	2006	F	Non-indigenous	29080
Maitland	2006	F	Torres Strait Islander	18
Maitland	2006	M	Aboriginal	615
Maitland	2006	M	Both Aboriginal & Torres Strait Islander	8
Maitland	2006	M	Non-indigenous	27876
Maitland	2006	M	Torres Strait Islander	35
Maitland	2011	F	Aboriginal	1059
Maitland	2011	F	Both Aboriginal & Torres Strait Islander	24
Maitland	2011	F	Non-indigenous	31651
Maitland	2011	F	Torres Strait Islander	20
Maitland	2011	M	Aboriginal	962
Maitland	2011	M	Both Aboriginal & Torres Strait Islander	19
Maitland	2011	M	Non-indigenous	30437
Maitland	2011	M	Torres Strait Islander	37
Maitland	2016	F	Aboriginal	1837
Maitland	2016	F	Both Aboriginal & Torres Strait Islander	48
Maitland	2016	F	Non-indigenous	36010
Maitland	2016	F	Torres Strait Islander	53
Maitland	2016	M	Aboriginal	1754
Maitland	2016	M	Both Aboriginal & Torres Strait Islander	54
Maitland	2016	M	Non-indigenous	34356
Maitland	2016	M	Torres Strait Islander	53
Port Stephens	2006	F	Aboriginal	857
Port Stephens	2006	F	Both Aboriginal & Torres Strait Islander	32
Port Stephens	2006	F	Non-indigenous	30867
Port Stephens	2006	F	Torres Strait Islander	32
Port Stephens	2006	M	Aboriginal	808
Port Stephens	2006	M	Both Aboriginal & Torres Strait Islander	32
Port Stephens	2006	M	Non-indigenous	30055
Port Stephens	2006	M	Torres Strait Islander	29
Port Stephens	2011	F	Aboriginal	1187
Port Stephens	2011	F	Both Aboriginal & Torres Strait Islander	28
Port Stephens	2011	F	Non-indigenous	32999
Port Stephens	2011	F	Torres Strait Islander	34
Port Stephens	2011	M	Aboriginal	1126
Port Stephens	2011	M	Both Aboriginal & Torres Strait Islander	23
Port Stephens	2011	M	Non-indigenous	32070
Port Stephens	2011	M	Torres Strait Islander	38
Port Stephens	2016	F	Aboriginal	1653
Port Stephens	2016	F	Both Aboriginal & Torres Strait Islander	38
Port Stephens	2016	F	Non-indigenous	34352
Port Stephens	2016	F	Torres Strait Islander	49
Port Stephens	2016	M	Aboriginal	1640
Port Stephens	2016	M	Both Aboriginal & Torres Strait Islander	31
Port Stephens	2016	M	Non-indigenous	33573
Port Stephens	2016	M	Torres Strait Islander	45
Upper Hunter	2006	F	Aboriginal	525
Upper Hunter	2006	F	Both Aboriginal & Torres Strait Islander	10
Upper Hunter	2006	F	Non-indigenous	13316
Upper Hunter	2006	F	Torres Strait Islander	16
Upper Hunter	2006	M	Aboriginal	530
Upper Hunter	2006	M	Both Aboriginal & Torres Strait Islander	20
Upper Hunter	2006	M	Non-indigenous	13777
Upper Hunter	2006	M	Torres Strait Islander	17
Upper Hunter	2011	F	Aboriginal	645
Upper Hunter	2011	F	Both Aboriginal & Torres Strait Islander	9
Upper Hunter	2011	F	Non-indigenous	13842
Upper Hunter	2011	F	Torres Strait Islander	20
Upper Hunter	2011	M	Aboriginal	682
Upper Hunter	2011	M	Both Aboriginal & Torres Strait Islander	10
Upper Hunter	2011	M	Non-indigenous	14319
Upper Hunter	2011	M	Torres Strait Islander	19
Upper Hunter	2016	F	Aboriginal	988
Upper Hunter	2016	F	Both Aboriginal & Torres Strait Islander	13
Upper Hunter	2016	F	Non-indigenous	13967
Upper Hunter	2016	F	Torres Strait Islander	16
Upper Hunter	2016	M	Aboriginal	1007
Upper Hunter	2016	M	Both Aboriginal & Torres Strait Islander	22
Upper Hunter	2016	M	Non-indigenous	14168
Upper Hunter	2016	M	Torres Strait Islander	19
Dapto - Port Kembla	2006	F	Aboriginal	753
Dapto - Port Kembla	2006	F	Both Aboriginal & Torres Strait Islander	12
Dapto - Port Kembla	2006	F	Non-indigenous	34955
Dapto - Port Kembla	2006	F	Torres Strait Islander	24
Dapto - Port Kembla	2006	M	Aboriginal	718
Dapto - Port Kembla	2006	M	Both Aboriginal & Torres Strait Islander	10
Dapto - Port Kembla	2006	M	Non-indigenous	34167
Dapto - Port Kembla	2006	M	Torres Strait Islander	25
Dapto - Port Kembla	2011	F	Aboriginal	1052
Dapto - Port Kembla	2011	F	Both Aboriginal & Torres Strait Islander	15
Dapto - Port Kembla	2011	F	Non-indigenous	35367
Dapto - Port Kembla	2011	F	Torres Strait Islander	27
Dapto - Port Kembla	2011	M	Aboriginal	1000
Dapto - Port Kembla	2011	M	Both Aboriginal & Torres Strait Islander	18
Dapto - Port Kembla	2011	M	Non-indigenous	34424
Dapto - Port Kembla	2011	M	Torres Strait Islander	15
Dapto - Port Kembla	2016	F	Aboriginal	1365
Dapto - Port Kembla	2016	F	Both Aboriginal & Torres Strait Islander	28
Dapto - Port Kembla	2016	F	Non-indigenous	36945
Dapto - Port Kembla	2016	F	Torres Strait Islander	18
Dapto - Port Kembla	2016	M	Aboriginal	1242
Dapto - Port Kembla	2016	M	Both Aboriginal & Torres Strait Islander	20
Dapto - Port Kembla	2016	M	Non-indigenous	35711
Dapto - Port Kembla	2016	M	Torres Strait Islander	29
Illawarra Catchment Reserve	2006	F	Aboriginal	0
Illawarra Catchment Reserve	2006	F	Both Aboriginal & Torres Strait Islander	0
Illawarra Catchment Reserve	2006	F	Non-indigenous	0
Illawarra Catchment Reserve	2006	F	Torres Strait Islander	0
Illawarra Catchment Reserve	2006	M	Aboriginal	0
Illawarra Catchment Reserve	2006	M	Both Aboriginal & Torres Strait Islander	0
Illawarra Catchment Reserve	2006	M	Non-indigenous	0
Illawarra Catchment Reserve	2006	M	Torres Strait Islander	0
Illawarra Catchment Reserve	2011	F	Aboriginal	0
Illawarra Catchment Reserve	2011	F	Both Aboriginal & Torres Strait Islander	0
Illawarra Catchment Reserve	2011	F	Non-indigenous	7
Illawarra Catchment Reserve	2011	F	Torres Strait Islander	0
Illawarra Catchment Reserve	2011	M	Aboriginal	0
Illawarra Catchment Reserve	2011	M	Both Aboriginal & Torres Strait Islander	0
Illawarra Catchment Reserve	2011	M	Non-indigenous	6
Illawarra Catchment Reserve	2011	M	Torres Strait Islander	0
