SA3_NAME16	Year	LabourForceStatus	Sex	adults
Snowy Mountains	2016	Employed (away from work)	F	265
Snowy Mountains	2016	Employed (away from work)	M	280
Snowy Mountains	2016	Employed (full-time)	F	2255
Snowy Mountains	2016	Employed (full-time)	M	3676
Snowy Mountains	2016	Employed (part-time)	F	1927
Snowy Mountains	2016	Employed (part-time)	M	1037
Snowy Mountains	2016	Not in the labour force	F	2530
Snowy Mountains	2016	Not in the labour force	M	2385
Snowy Mountains	2016	Unemployed (looking for work)	F	146
Snowy Mountains	2016	Unemployed (looking for work)	M	181
South Coast	2006		F	1338
South Coast	2006		M	1303
South Coast	2006	Employed (away from work)	F	831
South Coast	2006	Employed (away from work)	M	939
South Coast	2006	Employed (full-time)	F	4502
South Coast	2006	Employed (full-time)	M	8679
South Coast	2006	Employed (part-time)	F	6339
South Coast	2006	Employed (part-time)	M	3401
South Coast	2006	Not in the labour force	F	13747
South Coast	2006	Not in the labour force	M	10668
South Coast	2006	Unemployed (looking for work)	F	856
South Coast	2006	Unemployed (looking for work)	M	1304
South Coast	2011		F	1549
South Coast	2011		M	1575
South Coast	2011	Employed (away from work)	F	936
South Coast	2011	Employed (away from work)	M	933
South Coast	2011	Employed (full-time)	F	4724
South Coast	2011	Employed (full-time)	M	8712
South Coast	2011	Employed (part-time)	F	6754
South Coast	2011	Employed (part-time)	M	3581
South Coast	2011	Not in the labour force	F	14178
South Coast	2011	Not in the labour force	M	11579
South Coast	2011	Unemployed (looking for work)	F	761
South Coast	2011	Unemployed (looking for work)	M	1084
South Coast	2016		F	2474
South Coast	2016		M	2376
South Coast	2016	Employed (away from work)	F	903
South Coast	2016	Employed (away from work)	M	831
South Coast	2016	Employed (full-time)	F	4983
South Coast	2016	Employed (full-time)	M	8489
South Coast	2016	Employed (part-time)	F	7095
South Coast	2016	Employed (part-time)	M	3894
South Coast	2016	Not in the labour force	F	14690
South Coast	2016	Not in the labour force	M	12567
South Coast	2016	Unemployed (looking for work)	F	749
South Coast	2016	Unemployed (looking for work)	M	989
Goulburn - Mulwaree	2006		F	654
Goulburn - Mulwaree	2006		M	666
Goulburn - Mulwaree	2006	Employed (away from work)	F	436
Goulburn - Mulwaree	2006	Employed (away from work)	M	547
Goulburn - Mulwaree	2006	Employed (full-time)	F	2981
Goulburn - Mulwaree	2006	Employed (full-time)	M	5719
Goulburn - Mulwaree	2006	Employed (part-time)	F	2906
Goulburn - Mulwaree	2006	Employed (part-time)	M	1241
Goulburn - Mulwaree	2006	Not in the labour force	F	5452
Goulburn - Mulwaree	2006	Not in the labour force	M	4302
Goulburn - Mulwaree	2006	Unemployed (looking for work)	F	379
Goulburn - Mulwaree	2006	Unemployed (looking for work)	M	448
Goulburn - Mulwaree	2011		F	609
Goulburn - Mulwaree	2011		M	660
Goulburn - Mulwaree	2011	Employed (away from work)	F	428
Goulburn - Mulwaree	2011	Employed (away from work)	M	474
Goulburn - Mulwaree	2011	Employed (full-time)	F	3336
Goulburn - Mulwaree	2011	Employed (full-time)	M	6053
Goulburn - Mulwaree	2011	Employed (part-time)	F	3124
Goulburn - Mulwaree	2011	Employed (part-time)	M	1392
Goulburn - Mulwaree	2011	Not in the labour force	F	5575
Goulburn - Mulwaree	2011	Not in the labour force	M	4371
Goulburn - Mulwaree	2011	Unemployed (looking for work)	F	380
Goulburn - Mulwaree	2011	Unemployed (looking for work)	M	439
Goulburn - Mulwaree	2016		F	1181
Goulburn - Mulwaree	2016		M	1102
Goulburn - Mulwaree	2016	Employed (away from work)	F	485
Goulburn - Mulwaree	2016	Employed (away from work)	M	425
Goulburn - Mulwaree	2016	Employed (full-time)	F	3362
Goulburn - Mulwaree	2016	Employed (full-time)	M	6137
Goulburn - Mulwaree	2016	Employed (part-time)	F	3380
Goulburn - Mulwaree	2016	Employed (part-time)	M	1615
Goulburn - Mulwaree	2016	Not in the labour force	F	5678
Goulburn - Mulwaree	2016	Not in the labour force	M	4843
Goulburn - Mulwaree	2016	Unemployed (looking for work)	F	438
Goulburn - Mulwaree	2016	Unemployed (looking for work)	M	521
Young - Yass	2006		F	460
Young - Yass	2006		M	517
Young - Yass	2006	Employed (away from work)	F	469
Young - Yass	2006	Employed (away from work)	M	548
Young - Yass	2006	Employed (full-time)	F	3129
Young - Yass	2006	Employed (full-time)	M	6374
Young - Yass	2006	Employed (part-time)	F	3079
Young - Yass	2006	Employed (part-time)	M	1228
Young - Yass	2006	Not in the labour force	F	5289
Young - Yass	2006	Not in the labour force	M	3338
Young - Yass	2006	Unemployed (looking for work)	F	320
Young - Yass	2006	Unemployed (looking for work)	M	347
Young - Yass	2011		F	702
Young - Yass	2011		M	694
Young - Yass	2011	Employed (away from work)	F	543
Young - Yass	2011	Employed (away from work)	M	506
Young - Yass	2011	Employed (full-time)	F	3464
Young - Yass	2011	Employed (full-time)	M	6548
Young - Yass	2011	Employed (part-time)	F	3325
Young - Yass	2011	Employed (part-time)	M	1482
Young - Yass	2011	Not in the labour force	F	5428
Young - Yass	2011	Not in the labour force	M	3663
Young - Yass	2011	Unemployed (looking for work)	F	299
Young - Yass	2011	Unemployed (looking for work)	M	365
Young - Yass	2016		F	1140
Young - Yass	2016		M	1017
Young - Yass	2016	Employed (away from work)	F	554
Young - Yass	2016	Employed (away from work)	M	496
Young - Yass	2016	Employed (full-time)	F	3694
Young - Yass	2016	Employed (full-time)	M	6373
Young - Yass	2016	Employed (part-time)	F	3537
Young - Yass	2016	Employed (part-time)	M	1625
Young - Yass	2016	Not in the labour force	F	5480
Young - Yass	2016	Not in the labour force	M	4057
Young - Yass	2016	Unemployed (looking for work)	F	329
Young - Yass	2016	Unemployed (looking for work)	M	385
Gosford	2006		F	4887
Gosford	2006		M	4501
Gosford	2006	Employed (away from work)	F	2175
Gosford	2006	Employed (away from work)	M	2337
Gosford	2006	Employed (full-time)	F	14001
Gosford	2006	Employed (full-time)	M	26396
Gosford	2006	Employed (part-time)	F	15505
Gosford	2006	Employed (part-time)	M	6843
Gosford	2006	Not in the labour force	F	28253
Gosford	2006	Not in the labour force	M	18383
Gosford	2006	Unemployed (looking for work)	F	2046
Gosford	2006	Unemployed (looking for work)	M	2409
Gosford	2011		F	3839
Gosford	2011		M	3748
Gosford	2011	Employed (away from work)	F	2361
Gosford	2011	Employed (away from work)	M	2171
Gosford	2011	Employed (full-time)	F	14879
Gosford	2011	Employed (full-time)	M	27647
Gosford	2011	Employed (part-time)	F	16859
Gosford	2011	Employed (part-time)	M	7462
Gosford	2011	Not in the labour force	F	29377
Gosford	2011	Not in the labour force	M	19647
Gosford	2011	Unemployed (looking for work)	F	2129
Gosford	2011	Unemployed (looking for work)	M	2487
Gosford	2016		F	4188
Gosford	2016		M	3755
Gosford	2016	Employed (away from work)	F	2152
Gosford	2016	Employed (away from work)	M	1799
Gosford	2016	Employed (full-time)	F	15788
Gosford	2016	Employed (full-time)	M	28343
Gosford	2016	Employed (part-time)	F	18159
Gosford	2016	Employed (part-time)	M	8215
Gosford	2016	Not in the labour force	F	29874
Gosford	2016	Not in the labour force	M	21652
Gosford	2016	Unemployed (looking for work)	F	2312
Gosford	2016	Unemployed (looking for work)	M	2580
Wyong	2006		F	3298
Wyong	2006		M	2956
Wyong	2006	Employed (away from work)	F	1728
Wyong	2006	Employed (away from work)	M	1983
Wyong	2006	Employed (full-time)	F	10606
Wyong	2006	Employed (full-time)	M	21415
Wyong	2006	Employed (part-time)	F	12533
Wyong	2006	Employed (part-time)	M	5191
Wyong	2006	Not in the labour force	F	27022
Wyong	2006	Not in the labour force	M	17810
Wyong	2006	Unemployed (looking for work)	F	2223
Wyong	2006	Unemployed (looking for work)	M	2568
Wyong	2011		F	3232
Wyong	2011		M	3049
Wyong	2011	Employed (away from work)	F	2098
Wyong	2011	Employed (away from work)	M	1952
Wyong	2011	Employed (full-time)	F	12182
Wyong	2011	Employed (full-time)	M	23643
Wyong	2011	Employed (part-time)	F	13930
Wyong	2011	Employed (part-time)	M	5818
Wyong	2011	Not in the labour force	F	28511
Wyong	2011	Not in the labour force	M	19387
Wyong	2011	Unemployed (looking for work)	F	2383
Wyong	2011	Unemployed (looking for work)	M	2698
Wyong	2016		F	4402
Wyong	2016		M	3881
Wyong	2016	Employed (away from work)	F	1992
Wyong	2016	Employed (away from work)	M	1649
Wyong	2016	Employed (full-time)	F	13534
Wyong	2016	Employed (full-time)	M	25119
Wyong	2016	Employed (part-time)	F	15880
Wyong	2016	Employed (part-time)	M	6963
Wyong	2016	Not in the labour force	F	28887
Wyong	2016	Not in the labour force	M	20981
Wyong	2016	Unemployed (looking for work)	F	2543
Wyong	2016	Unemployed (looking for work)	M	2667
Bathurst	2006		F	698
Bathurst	2006		M	682
Bathurst	2006	Employed (away from work)	F	625
Bathurst	2006	Employed (away from work)	M	622
Bathurst	2006	Employed (full-time)	F	3919
Bathurst	2006	Employed (full-time)	M	7663
Bathurst	2006	Employed (part-time)	F	4068
Bathurst	2006	Employed (part-time)	M	1617
Bathurst	2006	Not in the labour force	F	6326
Bathurst	2006	Not in the labour force	M	5090
Bathurst	2006	Unemployed (looking for work)	F	575
Bathurst	2006	Unemployed (looking for work)	M	599
Bathurst	2011		F	851
Bathurst	2011		M	885
Bathurst	2011	Employed (away from work)	F	604
Bathurst	2011	Employed (away from work)	M	605
Bathurst	2011	Employed (full-time)	F	4306
Bathurst	2011	Employed (full-time)	M	8150
Bathurst	2011	Employed (part-time)	F	4401
Bathurst	2011	Employed (part-time)	M	1775
Bathurst	2011	Not in the labour force	F	6550
Bathurst	2011	Not in the labour force	M	5288
Bathurst	2011	Unemployed (looking for work)	F	536
Bathurst	2011	Unemployed (looking for work)	M	579
Bathurst	2016		F	1454
Bathurst	2016		M	1431
Bathurst	2016	Employed (away from work)	F	673
Bathurst	2016	Employed (away from work)	M	545
Bathurst	2016	Employed (full-time)	F	4633
Bathurst	2016	Employed (full-time)	M	7948
Bathurst	2016	Employed (part-time)	F	4641
Bathurst	2016	Employed (part-time)	M	1975
Bathurst	2016	Not in the labour force	F	6828
Bathurst	2016	Not in the labour force	M	6126
Bathurst	2016	Unemployed (looking for work)	F	576
Bathurst	2016	Unemployed (looking for work)	M	722
Lachlan Valley	2006		F	963
Lachlan Valley	2006		M	1005
Lachlan Valley	2006	Employed (away from work)	F	761
Lachlan Valley	2006	Employed (away from work)	M	828
Lachlan Valley	2006	Employed (full-time)	F	4582
Lachlan Valley	2006	Employed (full-time)	M	10163
Lachlan Valley	2006	Employed (part-time)	F	4795
Lachlan Valley	2006	Employed (part-time)	M	1868
Lachlan Valley	2006	Not in the labour force	F	10193
Lachlan Valley	2006	Not in the labour force	M	6673
Lachlan Valley	2006	Unemployed (looking for work)	F	674
Lachlan Valley	2006	Unemployed (looking for work)	M	923
Lachlan Valley	2011		F	1155
Lachlan Valley	2011		M	1315
Lachlan Valley	2011	Employed (away from work)	F	774
Lachlan Valley	2011	Employed (away from work)	M	781
Lachlan Valley	2011	Employed (full-time)	F	4661
Lachlan Valley	2011	Employed (full-time)	M	9804
Lachlan Valley	2011	Employed (part-time)	F	4905
Lachlan Valley	2011	Employed (part-time)	M	1913
Lachlan Valley	2011	Not in the labour force	F	9883
Lachlan Valley	2011	Not in the labour force	M	6943
Lachlan Valley	2011	Unemployed (looking for work)	F	568
Lachlan Valley	2011	Unemployed (looking for work)	M	689
Lachlan Valley	2016		F	2141
Lachlan Valley	2016		M	2101
Lachlan Valley	2016	Employed (away from work)	F	765
Lachlan Valley	2016	Employed (away from work)	M	701
Lachlan Valley	2016	Employed (full-time)	F	4567
Lachlan Valley	2016	Employed (full-time)	M	9193
Lachlan Valley	2016	Employed (part-time)	F	4898
Lachlan Valley	2016	Employed (part-time)	M	2063
Lachlan Valley	2016	Not in the labour force	F	9519
Lachlan Valley	2016	Not in the labour force	M	7121
Lachlan Valley	2016	Unemployed (looking for work)	F	663
Lachlan Valley	2016	Unemployed (looking for work)	M	790
Lithgow - Mudgee	2006		F	885
Lithgow - Mudgee	2006		M	988
Lithgow - Mudgee	2006	Employed (away from work)	F	498
Lithgow - Mudgee	2006	Employed (away from work)	M	580
Lithgow - Mudgee	2006	Employed (full-time)	F	3211
Lithgow - Mudgee	2006	Employed (full-time)	M	7308
Lithgow - Mudgee	2006	Employed (part-time)	F	3868
Lithgow - Mudgee	2006	Employed (part-time)	M	1503
Lithgow - Mudgee	2006	Not in the labour force	F	7901
Lithgow - Mudgee	2006	Not in the labour force	M	5687
Lithgow - Mudgee	2006	Unemployed (looking for work)	F	612
Lithgow - Mudgee	2006	Unemployed (looking for work)	M	814
Lithgow - Mudgee	2011		F	966
Lithgow - Mudgee	2011		M	1133
Lithgow - Mudgee	2011	Employed (away from work)	F	547
Lithgow - Mudgee	2011	Employed (away from work)	M	634
Lithgow - Mudgee	2011	Employed (full-time)	F	3428
Lithgow - Mudgee	2011	Employed (full-time)	M	7636
Lithgow - Mudgee	2011	Employed (part-time)	F	4115
Lithgow - Mudgee	2011	Employed (part-time)	M	1607
Lithgow - Mudgee	2011	Not in the labour force	F	7986
Lithgow - Mudgee	2011	Not in the labour force	M	6061
Lithgow - Mudgee	2011	Unemployed (looking for work)	F	536
Lithgow - Mudgee	2011	Unemployed (looking for work)	M	694
Lithgow - Mudgee	2016		F	1918
Lithgow - Mudgee	2016		M	1954
Lithgow - Mudgee	2016	Employed (away from work)	F	565
Lithgow - Mudgee	2016	Employed (away from work)	M	522
Lithgow - Mudgee	2016	Employed (full-time)	F	3445
Lithgow - Mudgee	2016	Employed (full-time)	M	7315
Lithgow - Mudgee	2016	Employed (part-time)	F	4330
Lithgow - Mudgee	2016	Employed (part-time)	M	1786
Lithgow - Mudgee	2016	Not in the labour force	F	8002
Lithgow - Mudgee	2016	Not in the labour force	M	6640
Lithgow - Mudgee	2016	Unemployed (looking for work)	F	589
Lithgow - Mudgee	2016	Unemployed (looking for work)	M	788
Orange	2006		F	921
Orange	2006		M	1010
Orange	2006	Employed (away from work)	F	728
Orange	2006	Employed (away from work)	M	738
Orange	2006	Employed (full-time)	F	4966
Orange	2006	Employed (full-time)	M	9675
Orange	2006	Employed (part-time)	F	4759
Orange	2006	Employed (part-time)	M	1741
Orange	2006	Not in the labour force	F	8263
Orange	2006	Not in the labour force	M	5217
Orange	2006	Unemployed (looking for work)	F	600
Orange	2006	Unemployed (looking for work)	M	704
Orange	2011		F	997
Orange	2011		M	1153
Orange	2011	Employed (away from work)	F	812
Orange	2011	Employed (away from work)	M	735
Orange	2011	Employed (full-time)	F	5721
Orange	2011	Employed (full-time)	M	10687
Orange	2011	Employed (part-time)	F	5132
Orange	2011	Employed (part-time)	M	1940
Orange	2011	Not in the labour force	F	8574
Orange	2011	Not in the labour force	M	5467
Orange	2011	Unemployed (looking for work)	F	527
Orange	2011	Unemployed (looking for work)	M	577
Orange	2016		F	1531
Orange	2016		M	1559
Orange	2016	Employed (away from work)	F	778
Orange	2016	Employed (away from work)	M	683
Orange	2016	Employed (full-time)	F	6058
Orange	2016	Employed (full-time)	M	10261
Orange	2016	Employed (part-time)	F	5637
Orange	2016	Employed (part-time)	M	2303
Orange	2016	Not in the labour force	F	8722
Orange	2016	Not in the labour force	M	6212
Orange	2016	Unemployed (looking for work)	F	713
Orange	2016	Unemployed (looking for work)	M	866
Clarence Valley	2006		F	931
Clarence Valley	2006		M	981
Clarence Valley	2006	Employed (away from work)	F	551
Clarence Valley	2006	Employed (away from work)	M	664
Clarence Valley	2006	Employed (full-time)	F	3103
Clarence Valley	2006	Employed (full-time)	M	6329
Clarence Valley	2006	Employed (part-time)	F	4045
Clarence Valley	2006	Employed (part-time)	M	2070
Clarence Valley	2006	Not in the labour force	F	9981
Clarence Valley	2006	Not in the labour force	M	7738
Clarence Valley	2006	Unemployed (looking for work)	F	835
Clarence Valley	2006	Unemployed (looking for work)	M	1001
Clarence Valley	2011		F	865
Clarence Valley	2011		M	932
Clarence Valley	2011	Employed (away from work)	F	564
Clarence Valley	2011	Employed (away from work)	M	662
Clarence Valley	2011	Employed (full-time)	F	3313
Clarence Valley	2011	Employed (full-time)	M	6338
Clarence Valley	2011	Employed (part-time)	F	4501
Clarence Valley	2011	Employed (part-time)	M	2219
Clarence Valley	2011	Not in the labour force	F	10495
Clarence Valley	2011	Not in the labour force	M	8495
Clarence Valley	2011	Unemployed (looking for work)	F	756
Clarence Valley	2011	Unemployed (looking for work)	M	960
Clarence Valley	2016		F	1547
Clarence Valley	2016		M	1570
Clarence Valley	2016	Employed (away from work)	F	570
Clarence Valley	2016	Employed (away from work)	M	552
Clarence Valley	2016	Employed (full-time)	F	3345
Clarence Valley	2016	Employed (full-time)	M	6013
Clarence Valley	2016	Employed (part-time)	F	4545
Clarence Valley	2016	Employed (part-time)	M	2392
Clarence Valley	2016	Not in the labour force	F	10692
Clarence Valley	2016	Not in the labour force	M	9082
Clarence Valley	2016	Unemployed (looking for work)	F	757
Clarence Valley	2016	Unemployed (looking for work)	M	975
Coffs Harbour	2006		F	1549
Coffs Harbour	2006		M	1580
Coffs Harbour	2006	Employed (away from work)	F	978
Coffs Harbour	2006	Employed (away from work)	M	1075
Coffs Harbour	2006	Employed (full-time)	F	5808
Coffs Harbour	2006	Employed (full-time)	M	10584
Coffs Harbour	2006	Employed (part-time)	F	7861
Coffs Harbour	2006	Employed (part-time)	M	4040
Coffs Harbour	2006	Not in the labour force	F	14705
Coffs Harbour	2006	Not in the labour force	M	10815
Coffs Harbour	2006	Unemployed (looking for work)	F	1351
Coffs Harbour	2006	Unemployed (looking for work)	M	1696
Coffs Harbour	2011		F	1571
Coffs Harbour	2011		M	1591
Coffs Harbour	2011	Employed (away from work)	F	1113
Coffs Harbour	2011	Employed (away from work)	M	1034
Coffs Harbour	2011	Employed (full-time)	F	6601
Coffs Harbour	2011	Employed (full-time)	M	11353
Coffs Harbour	2011	Employed (part-time)	F	8477
Coffs Harbour	2011	Employed (part-time)	M	4358
Coffs Harbour	2011	Not in the labour force	F	15178
Coffs Harbour	2011	Not in the labour force	M	11476
Coffs Harbour	2011	Unemployed (looking for work)	F	1281
Coffs Harbour	2011	Unemployed (looking for work)	M	1690
Coffs Harbour	2016		F	2745
Coffs Harbour	2016		M	2610
Coffs Harbour	2016	Employed (away from work)	F	1016
Coffs Harbour	2016	Employed (away from work)	M	881
Coffs Harbour	2016	Employed (full-time)	F	7094
Coffs Harbour	2016	Employed (full-time)	M	11683
Coffs Harbour	2016	Employed (part-time)	F	9125
Coffs Harbour	2016	Employed (part-time)	M	4861
Coffs Harbour	2016	Not in the labour force	F	15436
Coffs Harbour	2016	Not in the labour force	M	12197
Coffs Harbour	2016	Unemployed (looking for work)	F	1203
Coffs Harbour	2016	Unemployed (looking for work)	M	1535
Bourke - Cobar - Coonamble	2006		F	631
Bourke - Cobar - Coonamble	2006		M	902
Bourke - Cobar - Coonamble	2006	Employed (away from work)	F	332
Bourke - Cobar - Coonamble	2006	Employed (away from work)	M	448
Bourke - Cobar - Coonamble	2006	Employed (full-time)	F	2477
Bourke - Cobar - Coonamble	2006	Employed (full-time)	M	4898
Bourke - Cobar - Coonamble	2006	Employed (part-time)	F	1942
Bourke - Cobar - Coonamble	2006	Employed (part-time)	M	897
Bourke - Cobar - Coonamble	2006	Not in the labour force	F	3907
Bourke - Cobar - Coonamble	2006	Not in the labour force	M	2987
Bourke - Cobar - Coonamble	2006	Unemployed (looking for work)	F	336
Bourke - Cobar - Coonamble	2006	Unemployed (looking for work)	M	588
Bourke - Cobar - Coonamble	2011		F	714
Bourke - Cobar - Coonamble	2011		M	951
Bourke - Cobar - Coonamble	2011	Employed (away from work)	F	357
Bourke - Cobar - Coonamble	2011	Employed (away from work)	M	423
Bourke - Cobar - Coonamble	2011	Employed (full-time)	F	2471
Bourke - Cobar - Coonamble	2011	Employed (full-time)	M	4654
Bourke - Cobar - Coonamble	2011	Employed (part-time)	F	1783
Bourke - Cobar - Coonamble	2011	Employed (part-time)	M	714
Bourke - Cobar - Coonamble	2011	Not in the labour force	F	3792
Bourke - Cobar - Coonamble	2011	Not in the labour force	M	3002
Bourke - Cobar - Coonamble	2011	Unemployed (looking for work)	F	289
Bourke - Cobar - Coonamble	2011	Unemployed (looking for work)	M	454
Bourke - Cobar - Coonamble	2016		F	1195
Bourke - Cobar - Coonamble	2016		M	1312
Bourke - Cobar - Coonamble	2016	Employed (away from work)	F	319
Bourke - Cobar - Coonamble	2016	Employed (away from work)	M	321
Bourke - Cobar - Coonamble	2016	Employed (full-time)	F	2306
Bourke - Cobar - Coonamble	2016	Employed (full-time)	M	3894
Bourke - Cobar - Coonamble	2016	Employed (part-time)	F	1623
Bourke - Cobar - Coonamble	2016	Employed (part-time)	M	744
Bourke - Cobar - Coonamble	2016	Not in the labour force	F	3515
Bourke - Cobar - Coonamble	2016	Not in the labour force	M	2991
Bourke - Cobar - Coonamble	2016	Unemployed (looking for work)	F	339
Bourke - Cobar - Coonamble	2016	Unemployed (looking for work)	M	480
Broken Hill and Far West	2006		F	631
Broken Hill and Far West	2006		M	622
Broken Hill and Far West	2006	Employed (away from work)	F	294
Broken Hill and Far West	2006	Employed (away from work)	M	356
Broken Hill and Far West	2006	Employed (full-time)	F	1741
Broken Hill and Far West	2006	Employed (full-time)	M	3305
Broken Hill and Far West	2006	Employed (part-time)	F	1665
Broken Hill and Far West	2006	Employed (part-time)	M	729
Broken Hill and Far West	2006	Not in the labour force	F	4385
Broken Hill and Far West	2006	Not in the labour force	M	3198
Broken Hill and Far West	2006	Unemployed (looking for work)	F	328
Broken Hill and Far West	2006	Unemployed (looking for work)	M	453
Broken Hill and Far West	2011		F	658
Broken Hill and Far West	2011		M	582
Broken Hill and Far West	2011	Employed (away from work)	F	308
Broken Hill and Far West	2011	Employed (away from work)	M	314
Broken Hill and Far West	2011	Employed (full-time)	F	1933
Broken Hill and Far West	2011	Employed (full-time)	M	3353
Broken Hill and Far West	2011	Employed (part-time)	F	1620
Broken Hill and Far West	2011	Employed (part-time)	M	703
Broken Hill and Far West	2011	Not in the labour force	F	4029
Broken Hill and Far West	2011	Not in the labour force	M	3092
Broken Hill and Far West	2011	Unemployed (looking for work)	F	299
Broken Hill and Far West	2011	Unemployed (looking for work)	M	432
Broken Hill and Far West	2016		F	705
Broken Hill and Far West	2016		M	705
Broken Hill and Far West	2016	Employed (away from work)	F	280
Broken Hill and Far West	2016	Employed (away from work)	M	282
Broken Hill and Far West	2016	Employed (full-time)	F	1937
Broken Hill and Far West	2016	Employed (full-time)	M	3009
Broken Hill and Far West	2016	Employed (part-time)	F	1571
Broken Hill and Far West	2016	Employed (part-time)	M	760
Broken Hill and Far West	2016	Not in the labour force	F	3766
Broken Hill and Far West	2016	Not in the labour force	M	3033
Broken Hill and Far West	2016	Unemployed (looking for work)	F	297
Broken Hill and Far West	2016	Unemployed (looking for work)	M	447
Dubbo	2006		F	1664
Dubbo	2006		M	1658
Dubbo	2006	Employed (away from work)	F	933
Dubbo	2006	Employed (away from work)	M	1082
Dubbo	2006	Employed (full-time)	F	6394
Dubbo	2006	Employed (full-time)	M	11645
Dubbo	2006	Employed (part-time)	F	5780
Dubbo	2006	Employed (part-time)	M	2274
Dubbo	2006	Not in the labour force	F	10582
Dubbo	2006	Not in the labour force	M	6671
Dubbo	2006	Unemployed (looking for work)	F	794
Dubbo	2006	Unemployed (looking for work)	M	1038
Dubbo	2011		F	1363
Dubbo	2011		M	1440
Dubbo	2011	Employed (away from work)	F	917
Dubbo	2011	Employed (away from work)	M	878
Dubbo	2011	Employed (full-time)	F	7051
Dubbo	2011	Employed (full-time)	M	12055
Dubbo	2011	Employed (part-time)	F	6147
Dubbo	2011	Employed (part-time)	M	2397
Dubbo	2011	Not in the labour force	F	10746
Dubbo	2011	Not in the labour force	M	7630
Dubbo	2011	Unemployed (looking for work)	F	782
Dubbo	2011	Unemployed (looking for work)	M	986
Dubbo	2016		F	2377
Dubbo	2016		M	2311
Dubbo	2016	Employed (away from work)	F	885
Dubbo	2016	Employed (away from work)	M	789
Dubbo	2016	Employed (full-time)	F	7354
Dubbo	2016	Employed (full-time)	M	11936
Dubbo	2016	Employed (part-time)	F	6153
Dubbo	2016	Employed (part-time)	M	2546
Dubbo	2016	Not in the labour force	F	10717
Dubbo	2016	Not in the labour force	M	8297
Dubbo	2016	Unemployed (looking for work)	F	882
Dubbo	2016	Unemployed (looking for work)	M	1070
Lower Hunter	2006		F	1470
Lower Hunter	2006		M	1497
Lower Hunter	2006	Employed (away from work)	F	929
Lower Hunter	2006	Employed (away from work)	M	1266
Lower Hunter	2006	Employed (full-time)	F	5756
Lower Hunter	2006	Employed (full-time)	M	14173
Lower Hunter	2006	Employed (part-time)	F	7093
Lower Hunter	2006	Employed (part-time)	M	2675
Lower Hunter	2006	Not in the labour force	F	13512
Lower Hunter	2006	Not in the labour force	M	8630
