SA3_NAME16	Year	LabourForceStatus	adults
Broken Hill and Far West	2016	Employed (part-time)	2328
Broken Hill and Far West	2016	Not in the labour force	6795
Broken Hill and Far West	2016	Unemployed (looking for work)	747
Dubbo	2006		3319
Dubbo	2006	Employed (away from work)	2019
Dubbo	2006	Employed (full-time)	18039
Dubbo	2006	Employed (part-time)	8052
Dubbo	2006	Not in the labour force	17254
Dubbo	2006	Unemployed (looking for work)	1837
Dubbo	2011		2797
Dubbo	2011	Employed (away from work)	1794
Dubbo	2011	Employed (full-time)	19109
Dubbo	2011	Employed (part-time)	8545
Dubbo	2011	Not in the labour force	18380
Dubbo	2011	Unemployed (looking for work)	1769
Dubbo	2016		4679
Dubbo	2016	Employed (away from work)	1676
Dubbo	2016	Employed (full-time)	19288
Dubbo	2016	Employed (part-time)	8701
Dubbo	2016	Not in the labour force	19013
Dubbo	2016	Unemployed (looking for work)	1961
Lower Hunter	2006		2968
Lower Hunter	2006	Employed (away from work)	2199
Lower Hunter	2006	Employed (full-time)	19928
Lower Hunter	2006	Employed (part-time)	9763
Lower Hunter	2006	Not in the labour force	22145
Lower Hunter	2006	Unemployed (looking for work)	2315
Lower Hunter	2011		3156
Lower Hunter	2011	Employed (away from work)	2524
Lower Hunter	2011	Employed (full-time)	22637
Lower Hunter	2011	Employed (part-time)	10909
Lower Hunter	2011	Not in the labour force	23276
Lower Hunter	2011	Unemployed (looking for work)	2021
Lower Hunter	2016		5010
Lower Hunter	2016	Employed (away from work)	2187
Lower Hunter	2016	Employed (full-time)	21897
Lower Hunter	2016	Employed (part-time)	12323
Lower Hunter	2016	Not in the labour force	25339
Lower Hunter	2016	Unemployed (looking for work)	2992
Maitland	2006		2137
Maitland	2006	Employed (away from work)	1637
Maitland	2006	Employed (full-time)	16206
Maitland	2006	Employed (part-time)	8073
Maitland	2006	Not in the labour force	15281
Maitland	2006	Unemployed (looking for work)	1770
Maitland	2011		2204
Maitland	2011	Employed (away from work)	1805
Maitland	2011	Employed (full-time)	18982
Maitland	2011	Employed (part-time)	9172
Maitland	2011	Not in the labour force	16475
Maitland	2011	Unemployed (looking for work)	1522
Maitland	2016		2957
Maitland	2016	Employed (away from work)	1711
Maitland	2016	Employed (full-time)	20783
Maitland	2016	Employed (part-time)	11078
Maitland	2016	Not in the labour force	18840
Maitland	2016	Unemployed (looking for work)	2547
Port Stephens	2006		2760
Port Stephens	2006	Employed (away from work)	1664
Port Stephens	2006	Employed (full-time)	14423
Port Stephens	2006	Employed (part-time)	8383
Port Stephens	2006	Not in the labour force	20686
Port Stephens	2006	Unemployed (looking for work)	1877
Port Stephens	2011		3042
Port Stephens	2011	Employed (away from work)	1816
Port Stephens	2011	Employed (full-time)	16223
Port Stephens	2011	Employed (part-time)	9280
Port Stephens	2011	Not in the labour force	22331
Port Stephens	2011	Unemployed (looking for work)	1818
Port Stephens	2016		4337
Port Stephens	2016	Employed (away from work)	1687
Port Stephens	2016	Employed (full-time)	15985
Port Stephens	2016	Employed (part-time)	10281
Port Stephens	2016	Not in the labour force	24314
Port Stephens	2016	Unemployed (looking for work)	2212
Upper Hunter	2006		1155
Upper Hunter	2006	Employed (away from work)	794
Upper Hunter	2006	Employed (full-time)	8578
Upper Hunter	2006	Employed (part-time)	3539
Upper Hunter	2006	Not in the labour force	7146
Upper Hunter	2006	Unemployed (looking for work)	675
Upper Hunter	2011		1312
Upper Hunter	2011	Employed (away from work)	932
Upper Hunter	2011	Employed (full-time)	9259
Upper Hunter	2011	Employed (part-time)	3736
Upper Hunter	2011	Not in the labour force	7178
Upper Hunter	2011	Unemployed (looking for work)	623
Upper Hunter	2016		1868
Upper Hunter	2016	Employed (away from work)	790
Upper Hunter	2016	Employed (full-time)	8315
Upper Hunter	2016	Employed (part-time)	3928
Upper Hunter	2016	Not in the labour force	7840
Upper Hunter	2016	Unemployed (looking for work)	921
Dapto - Port Kembla	2006		3302
Dapto - Port Kembla	2006	Employed (away from work)	1990
Dapto - Port Kembla	2006	Employed (full-time)	17179
Dapto - Port Kembla	2006	Employed (part-time)	8488
Dapto - Port Kembla	2006	Not in the labour force	22697
Dapto - Port Kembla	2006	Unemployed (looking for work)	2516
Dapto - Port Kembla	2011		2664
Dapto - Port Kembla	2011	Employed (away from work)	2037
Dapto - Port Kembla	2011	Employed (full-time)	17656
Dapto - Port Kembla	2011	Employed (part-time)	9284
Dapto - Port Kembla	2011	Not in the labour force	23761
Dapto - Port Kembla	2011	Unemployed (looking for work)	2308
Dapto - Port Kembla	2016		3178
Dapto - Port Kembla	2016	Employed (away from work)	1732
Dapto - Port Kembla	2016	Employed (full-time)	18453
Dapto - Port Kembla	2016	Employed (part-time)	10435
Dapto - Port Kembla	2016	Not in the labour force	24603
Dapto - Port Kembla	2016	Unemployed (looking for work)	2542
Illawarra Catchment Reserve	2006		0
Illawarra Catchment Reserve	2006	Employed (away from work)	0
Illawarra Catchment Reserve	2006	Employed (full-time)	0
Illawarra Catchment Reserve	2006	Employed (part-time)	0
Illawarra Catchment Reserve	2006	Not in the labour force	0
Illawarra Catchment Reserve	2006	Unemployed (looking for work)	0
Illawarra Catchment Reserve	2011		5
Illawarra Catchment Reserve	2011	Employed (away from work)	0
Illawarra Catchment Reserve	2011	Employed (full-time)	3
Illawarra Catchment Reserve	2011	Employed (part-time)	0
Illawarra Catchment Reserve	2011	Not in the labour force	0
Illawarra Catchment Reserve	2011	Unemployed (looking for work)	0
Illawarra Catchment Reserve	2016		5
Illawarra Catchment Reserve	2016	Employed (away from work)	0
Illawarra Catchment Reserve	2016	Employed (full-time)	3
Illawarra Catchment Reserve	2016	Employed (part-time)	0
Illawarra Catchment Reserve	2016	Not in the labour force	0
Illawarra Catchment Reserve	2016	Unemployed (looking for work)	0
Kiama - Shellharbour	2006		3037
Kiama - Shellharbour	2006	Employed (away from work)	2366
Kiama - Shellharbour	2006	Employed (full-time)	20308
Kiama - Shellharbour	2006	Employed (part-time)	10910
Kiama - Shellharbour	2006	Not in the labour force	22843
Kiama - Shellharbour	2006	Unemployed (looking for work)	2408
Kiama - Shellharbour	2011		2544
Kiama - Shellharbour	2011	Employed (away from work)	2528
Kiama - Shellharbour	2011	Employed (full-time)	22006
Kiama - Shellharbour	2011	Employed (part-time)	12031
Kiama - Shellharbour	2011	Not in the labour force	24957
Kiama - Shellharbour	2011	Unemployed (looking for work)	2396
Kiama - Shellharbour	2016		4197
Kiama - Shellharbour	2016	Employed (away from work)	2166
Kiama - Shellharbour	2016	Employed (full-time)	23020
Kiama - Shellharbour	2016	Employed (part-time)	13870
Kiama - Shellharbour	2016	Not in the labour force	26741
Kiama - Shellharbour	2016	Unemployed (looking for work)	2634
Wollongong	2006		5303
Wollongong	2006	Employed (away from work)	3222
Wollongong	2006	Employed (full-time)	30385
Wollongong	2006	Employed (part-time)	16024
Wollongong	2006	Not in the labour force	33890
Wollongong	2006	Unemployed (looking for work)	3753
Wollongong	2011		4745
Wollongong	2011	Employed (away from work)	3506
Wollongong	2011	Employed (full-time)	32224
Wollongong	2011	Employed (part-time)	18149
Wollongong	2011	Not in the labour force	36537
Wollongong	2011	Unemployed (looking for work)	3893
Wollongong	2016		5715
Wollongong	2016	Employed (away from work)	3013
Wollongong	2016	Employed (full-time)	33999
Wollongong	2016	Employed (part-time)	20632
Wollongong	2016	Not in the labour force	38576
Wollongong	2016	Unemployed (looking for work)	4213
Great Lakes	2006		1398
Great Lakes	2006	Employed (away from work)	673
Great Lakes	2006	Employed (full-time)	5070
Great Lakes	2006	Employed (part-time)	3722
Great Lakes	2006	Not in the labour force	12129
Great Lakes	2006	Unemployed (looking for work)	991
Great Lakes	2011		1596
Great Lakes	2011	Employed (away from work)	697
Great Lakes	2011	Employed (full-time)	5055
Great Lakes	2011	Employed (part-time)	3971
Great Lakes	2011	Not in the labour force	12967
Great Lakes	2011	Unemployed (looking for work)	897
Great Lakes	2016		2049
Great Lakes	2016	Employed (away from work)	700
Great Lakes	2016	Employed (full-time)	5118
Great Lakes	2016	Employed (part-time)	4278
Great Lakes	2016	Not in the labour force	13783
Great Lakes	2016	Unemployed (looking for work)	912
Kempsey - Nambucca	2006		2106
Kempsey - Nambucca	2006	Employed (away from work)	1075
Kempsey - Nambucca	2006	Employed (full-time)	7835
Kempsey - Nambucca	2006	Employed (part-time)	5561
Kempsey - Nambucca	2006	Not in the labour force	17485
Kempsey - Nambucca	2006	Unemployed (looking for work)	2174
Kempsey - Nambucca	2011		1965
Kempsey - Nambucca	2011	Employed (away from work)	1110
Kempsey - Nambucca	2011	Employed (full-time)	8122
Kempsey - Nambucca	2011	Employed (part-time)	6159
Kempsey - Nambucca	2011	Not in the labour force	19041
Kempsey - Nambucca	2011	Unemployed (looking for work)	1635
Kempsey - Nambucca	2016		3508
Kempsey - Nambucca	2016	Employed (away from work)	1206
Kempsey - Nambucca	2016	Employed (full-time)	8006
Kempsey - Nambucca	2016	Employed (part-time)	6487
Kempsey - Nambucca	2016	Not in the labour force	19244
Kempsey - Nambucca	2016	Unemployed (looking for work)	1534
Lord Howe Island	2006		11
Lord Howe Island	2006	Employed (away from work)	27
Lord Howe Island	2006	Employed (full-time)	117
Lord Howe Island	2006	Employed (part-time)	69
Lord Howe Island	2006	Not in the labour force	67
Lord Howe Island	2006	Unemployed (looking for work)	3
Lord Howe Island	2011		0
Lord Howe Island	2011	Employed (away from work)	30
Lord Howe Island	2011	Employed (full-time)	113
Lord Howe Island	2011	Employed (part-time)	75
Lord Howe Island	2011	Not in the labour force	80
Lord Howe Island	2011	Unemployed (looking for work)	3
Lord Howe Island	2016		29
Lord Howe Island	2016	Employed (away from work)	26
Lord Howe Island	2016	Employed (full-time)	118
Lord Howe Island	2016	Employed (part-time)	81
Lord Howe Island	2016	Not in the labour force	70
Lord Howe Island	2016	Unemployed (looking for work)	3
Port Macquarie	2006		2960
Port Macquarie	2006	Employed (away from work)	1685
Port Macquarie	2006	Employed (full-time)	14094
Port Macquarie	2006	Employed (part-time)	9325
Port Macquarie	2006	Not in the labour force	25518
Port Macquarie	2006	Unemployed (looking for work)	2324
Port Macquarie	2011		2940
Port Macquarie	2011	Employed (away from work)	1692
Port Macquarie	2011	Employed (full-time)	15506
Port Macquarie	2011	Employed (part-time)	10428
Port Macquarie	2011	Not in the labour force	27148
Port Macquarie	2011	Unemployed (looking for work)	2049
Port Macquarie	2016		4343
Port Macquarie	2016	Employed (away from work)	1678
Port Macquarie	2016	Employed (full-time)	16659
Port Macquarie	2016	Employed (part-time)	11320
Port Macquarie	2016	Not in the labour force	29305
Port Macquarie	2016	Unemployed (looking for work)	2153
Taree - Gloucester	2006		1816
Taree - Gloucester	2006	Employed (away from work)	1223
Taree - Gloucester	2006	Employed (full-time)	10313
Taree - Gloucester	2006	Employed (part-time)	6320
Taree - Gloucester	2006	Not in the labour force	18318
Taree - Gloucester	2006	Unemployed (looking for work)	2010
Taree - Gloucester	2011		2130
Taree - Gloucester	2011	Employed (away from work)	1260
Taree - Gloucester	2011	Employed (full-time)	10260
Taree - Gloucester	2011	Employed (part-time)	6826
Taree - Gloucester	2011	Not in the labour force	19660
Taree - Gloucester	2011	Unemployed (looking for work)	1777
Taree - Gloucester	2016		3220
Taree - Gloucester	2016	Employed (away from work)	1345
Taree - Gloucester	2016	Employed (full-time)	9722
Taree - Gloucester	2016	Employed (part-time)	7421
Taree - Gloucester	2016	Not in the labour force	21244
Taree - Gloucester	2016	Unemployed (looking for work)	1930
Albury	2006		2317
Albury	2006	Employed (away from work)	1646
Albury	2006	Employed (full-time)	16343
Albury	2006	Employed (part-time)	8040
Albury	2006	Not in the labour force	14342
Albury	2006	Unemployed (looking for work)	1560
Albury	2011		2276
Albury	2011	Employed (away from work)	1727
Albury	2011	Employed (full-time)	16572
Albury	2011	Employed (part-time)	8598
Albury	2011	Not in the labour force	15353
Albury	2011	Unemployed (looking for work)	1569
Albury	2016		3614
Albury	2016	Employed (away from work)	1524
Albury	2016	Employed (full-time)	16268
Albury	2016	Employed (part-time)	9628
Albury	2016	Not in the labour force	16520
Albury	2016	Unemployed (looking for work)	1900
Lower Murray	2006		620
Lower Murray	2006	Employed (away from work)	362
Lower Murray	2006	Employed (full-time)	3922
Lower Murray	2006	Employed (part-time)	1596
Lower Murray	2006	Not in the labour force	3362
Lower Murray	2006	Unemployed (looking for work)	300
Lower Murray	2011		639
Lower Murray	2011	Employed (away from work)	367
Lower Murray	2011	Employed (full-time)	3592
Lower Murray	2011	Employed (part-time)	1540
Lower Murray	2011	Not in the labour force	3495
Lower Murray	2011	Unemployed (looking for work)	288
Lower Murray	2016		1200
Lower Murray	2016	Employed (away from work)	382
Lower Murray	2016	Employed (full-time)	3269
Lower Murray	2016	Employed (part-time)	1641
Lower Murray	2016	Not in the labour force	3395
Lower Murray	2016	Unemployed (looking for work)	302
Upper Murray exc. Albury	2006		1740
Upper Murray exc. Albury	2006	Employed (away from work)	1307
Upper Murray exc. Albury	2006	Employed (full-time)	11430
Upper Murray exc. Albury	2006	Employed (part-time)	5208
Upper Murray exc. Albury	2006	Not in the labour force	12050
Upper Murray exc. Albury	2006	Unemployed (looking for work)	830
Upper Murray exc. Albury	2011		1904
Upper Murray exc. Albury	2011	Employed (away from work)	1285
Upper Murray exc. Albury	2011	Employed (full-time)	10878
Upper Murray exc. Albury	2011	Employed (part-time)	5337
Upper Murray exc. Albury	2011	Not in the labour force	12892
Upper Murray exc. Albury	2011	Unemployed (looking for work)	785
Upper Murray exc. Albury	2016		3231
Upper Murray exc. Albury	2016	Employed (away from work)	1239
Upper Murray exc. Albury	2016	Employed (full-time)	10415
Upper Murray exc. Albury	2016	Employed (part-time)	5724
Upper Murray exc. Albury	2016	Not in the labour force	13268
Upper Murray exc. Albury	2016	Unemployed (looking for work)	832
Armidale	2006		1364
Armidale	2006	Employed (away from work)	989
Armidale	2006	Employed (full-time)	9123
Armidale	2006	Employed (part-time)	4927
Armidale	2006	Not in the labour force	10123
Armidale	2006	Unemployed (looking for work)	1194
Armidale	2011		1618
Armidale	2011	Employed (away from work)	985
Armidale	2011	Employed (full-time)	9529
Armidale	2011	Employed (part-time)	5388
Armidale	2011	Not in the labour force	10348
Armidale	2011	Unemployed (looking for work)	1087
Armidale	2016		2451
Armidale	2016	Employed (away from work)	921
Armidale	2016	Employed (full-time)	9312
Armidale	2016	Employed (part-time)	5650
Armidale	2016	Not in the labour force	10834
Armidale	2016	Unemployed (looking for work)	1166
Inverell - Tenterfield	2006		1363
Inverell - Tenterfield	2006	Employed (away from work)	960
Inverell - Tenterfield	2006	Employed (full-time)	9149
Inverell - Tenterfield	2006	Employed (part-time)	4339
Inverell - Tenterfield	2006	Not in the labour force	12393
Inverell - Tenterfield	2006	Unemployed (looking for work)	1240
Inverell - Tenterfield	2011		1642
Inverell - Tenterfield	2011	Employed (away from work)	907
Inverell - Tenterfield	2011	Employed (full-time)	9106
Inverell - Tenterfield	2011	Employed (part-time)	4645
Inverell - Tenterfield	2011	Not in the labour force	12813
Inverell - Tenterfield	2011	Unemployed (looking for work)	1116
Inverell - Tenterfield	2016		2959
Inverell - Tenterfield	2016	Employed (away from work)	958
Inverell - Tenterfield	2016	Employed (full-time)	8434
Inverell - Tenterfield	2016	Employed (part-time)	4950
Inverell - Tenterfield	2016	Not in the labour force	12854
Inverell - Tenterfield	2016	Unemployed (looking for work)	1154
Moree - Narrabri	2006		1565
Moree - Narrabri	2006	Employed (away from work)	888
Moree - Narrabri	2006	Employed (full-time)	7832
Moree - Narrabri	2006	Employed (part-time)	3006
Moree - Narrabri	2006	Not in the labour force	6003
Moree - Narrabri	2006	Unemployed (looking for work)	800
Moree - Narrabri	2011		1520
Moree - Narrabri	2011	Employed (away from work)	798
Moree - Narrabri	2011	Employed (full-time)	7790
Moree - Narrabri	2011	Employed (part-time)	2905
Moree - Narrabri	2011	Not in the labour force	6125
Moree - Narrabri	2011	Unemployed (looking for work)	671
Moree - Narrabri	2016		2387
Moree - Narrabri	2016	Employed (away from work)	720
