GCCSA_CODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
6RTAS,110,147,157,221,249,167,55,18,3,1133,11401,7436,7122,11351,12996,12591,8704,5679,1839,79133,0,0,0,0,0,0,0,0,0,0,1086,665,614,921,1054,1031,661,481,194,6714,408,232,173,213,182,248,167,124,77,1818,8939,5825,4861,6794,6824,5626,3679,2037,531,45113,261,164,109,171,177,163,97,74,16,1243,110,60,60,99,96,74,56,29,0,584,255,140,192,224,261,194,146,84,10,1507,220,139,106,112,110,107,64,40,8,909,131,91,107,144,186,222,177,108,35,1194,22,8,4,7,5,3,0,0,0,45,82,44,47,74,62,61,58,39,16,483,756,412,308,449,420,332,159,49,16,2901,837,603,530,951,1277,1467,1192,910,308,8070,224,172,112,215,261,184,153,110,49,1480,104,70,59,81,88,102,63,31,18,611,2229,1590,1354,2205,3298,3427,2425,1783,680,18983,1359,844,698,813,921,586,336,144,54,5758,71,35,39,59,47,48,57,14,13,389
6GHOB,104,361,278,215,265,157,49,17,11,1458,8204,6521,5992,8353,10000,8799,5939,4507,1728,60046,0,0,0,0,0,0,0,0,0,0,317,206,215,273,322,247,159,133,68,1943,112,43,49,52,54,28,29,26,9,402,8512,6190,4810,6202,6189,4712,3134,2204,591,42539,62,51,30,43,70,74,56,46,24,457,368,200,195,305,207,196,190,81,23,1770,101,90,83,81,114,64,77,50,9,675,149,136,83,73,89,82,39,28,10,689,87,86,94,116,172,123,147,149,20,994,8,6,3,6,0,0,0,0,0,28,31,36,39,44,37,35,19,31,14,282,444,328,263,300,264,159,70,35,8,1869,452,387,318,489,617,678,526,425,153,4041,133,83,76,96,128,102,91,45,13,769,69,64,54,53,69,39,41,44,18,452,1007,834,629,1001,1451,1337,1002,883,335,8476,684,498,349,424,420,297,130,79,27,2909,43,32,21,44,56,57,42,27,15,341
69799,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
69499,0,6,6,3,3,0,0,0,0,14,14,23,39,23,24,31,14,9,10,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16,17,27,14,21,13,3,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,4,3,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,9,10,10,5,3,3,0,50,0,0,0,5,3,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0
5RWAU,355,225,435,543,571,299,82,15,11,2536,14184,7211,9261,14991,16629,14724,9581,5670,1802,94060,0,0,0,0,0,0,0,0,0,0,1965,940,906,1224,1079,889,516,262,100,7878,173,135,77,62,68,40,32,20,4,607,21448,11302,11588,14705,12907,9300,5419,3090,777,90527,822,418,362,477,490,360,267,120,55,3367,185,161,193,207,245,168,101,68,20,1356,518,377,352,414,438,382,222,115,30,2841,253,145,132,148,148,116,57,28,8,1036,523,299,351,517,555,449,306,143,37,3182,6,5,0,6,5,0,0,0,0,26,855,487,390,398,375,245,125,64,23,2956,1014,494,396,490,474,313,168,64,11,3427,879,442,693,1230,1739,1597,1049,604,149,8391,198,139,123,216,288,240,158,71,37,1468,438,264,252,290,236,237,190,111,47,2065,2670,1655,1738,3027,3882,3531,2525,1656,572,21270,2335,1260,1099,1336,1294,838,381,157,39,8732,124,65,85,98,93,78,52,28,4,629
5GPER,4669,5718,5530,5249,5533,3094,1235,538,152,31724,41835,30019,29766,46394,49286,46922,30762,22190,8135,305307,6,3,3,0,4,3,0,0,0,15,4950,3637,2953,3603,3643,2709,1780,1117,363,24750,377,272,175,159,123,131,100,84,31,1447,74757,54293,46417,56356,52485,39864,26661,16822,4757,372416,1079,737,618,793,900,1015,701,456,187,6486,4004,3153,3259,3716,3610,2526,2077,1185,277,23793,1302,1044,1032,1104,1173,988,619,381,118,7764,1092,776,611,549,557,444,231,122,39,4427,1248,911,1028,1337,1243,1266,846,691,157,8725,296,186,143,190,139,75,54,19,0,1102,735,714,706,825,730,573,306,174,87,4852,3194,2737,1708,2093,2234,1490,657,269,82,14468,3596,3016,2745,4871,6197,6170,4377,3179,1101,35251,547,465,343,518,612,711,523,332,130,4164,607,535,448,429,441,387,261,213,112,3430,6887,6228,4559,6779,8731,8238,5427,4209,1791,52854,7257,5928,4548,4658,4418,2907,1219,591,224,31749,445,312,312,372,397,297,217,128,57,2538
59799,0,3,0,0,0,0,0,0,0,4,0,3,15,15,11,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,22,18,15,5,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
59499,3,9,29,12,24,10,3,0,0,84,58,84,129,158,206,286,133,10,3,1064,0,0,0,0,0,0,0,0,0,0,10,5,24,10,14,15,19,0,0,99,0,0,0,0,0,0,0,0,0,0,99,127,221,172,141,154,62,10,0,986,3,0,3,4,3,3,3,0,0,23,3,0,6,8,0,3,0,0,0,24,3,5,0,4,10,4,0,0,3,39,0,28,3,0,0,0,0,0,0,31,0,8,13,6,5,11,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,0,15,15,3,7,10,6,11,0,0,0,57,0,4,18,16,40,50,17,4,0,153,3,4,3,3,0,8,0,0,0,26,0,0,0,5,3,3,0,0,0,12,8,7,26,20,40,75,28,0,0,197,11,29,19,26,23,28,8,0,0,143,0,0,3,0,0,0,0,0,0,9
4RSAU,139,113,184,250,228,149,41,16,3,1129,5511,3066,3245,5955,7705,8374,6421,4164,1349,45786,0,0,0,0,0,0,0,0,0,0,635,370,353,494,659,670,494,304,102,4077,89,47,40,42,39,32,25,7,3,323,11071,5848,5379,8056,7771,6857,4637,2780,719,53108,239,154,107,196,307,371,314,262,76,2019,539,264,303,530,386,334,426,193,21,2981,288,194,197,249,232,233,145,87,37,1662,157,82,65,81,79,91,50,20,3,631,6834,3810,3360,4399,4778,3959,2750,2074,722,32683,5,0,6,4,3,3,0,3,0,20,69,43,41,71,59,74,59,26,15,451,931,573,343,599,675,543,320,136,31,4143,612,484,405,828,1455,1440,1129,842,280,7493,228,137,109,214,305,283,241,157,49,1719,81,51,62,52,95,125,73,66,32,638,7120,4059,3649,6194,8586,8972,6681,5185,1923,52379,1291,758,532,805,863,727,360,156,51,5542,114,64,64,91,60,62,58,23,13,542
4GADE,3792,4117,3736,3718,3645,1861,636,386,131,22027,19183,14722,13278,22003,25836,25744,18511,16049,6246,161581,0,0,0,0,0,0,0,0,0,0,3585,2781,2349,2814,3294,3021,1911,1600,680,22035,265,170,119,122,116,114,62,37,17,1020,46532,33761,29611,37983,36059,27979,20427,15210,4152,251707,442,425,329,507,723,973,744,676,313,5119,7406,4746,4791,7413,5498,4336,4682,2519,524,41909,665,592,632,665,667,623,470,302,86,4706,620,507,322,323,386,301,192,119,32,2805,6550,5187,4408,5194,5606,4400,3140,3036,971,38497,150,113,75,103,82,46,19,14,3,607,303,316,276,327,348,273,196,172,121,2335,3473,2464,2013,2336,2394,1750,906,454,108,15899,917,882,864,1537,2301,2644,1998,1719,631,13501,433,392,306,443,565,644,421,395,171,3767,251,244,207,212,215,196,167,138,45,1682,11868,9962,7718,11485,15765,16369,10769,10337,4751,99021,3936,3205,2746,2748,2760,1885,841,513,171,18804,602,501,479,443,414,452,264,175,94,3419
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,7,13,11,5,5,3,0,0,0,43,26,29,48,62,45,90,33,8,0,347,0,0,0,0,0,0,0,0,0,0,3,5,13,11,0,0,3,0,0,32,3,3,0,3,3,0,0,0,0,6,39,58,75,60,56,47,26,6,4,384,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,0,24,0,3,0,4,4,0,0,0,0,16,4,9,3,0,0,0,0,0,0,19,10,11,12,11,16,7,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,3,0,7,0,0,0,29,0,3,3,3,15,13,3,0,0,38,0,0,0,3,0,7,3,0,0,8,0,0,3,0,0,0,0,0,0,6,12,16,20,21,16,40,17,3,4,148,7,19,13,15,10,8,5,0,0,75,0,0,3,3,0,0,0,0,0,7
3RQLD,1909,2001,2634,3028,2866,1660,541,185,60,14879,73832,45115,47857,63261,66501,64468,43077,28482,9536,442139,3,9,6,3,0,3,0,0,0,27,7021,4380,3768,4823,4740,3992,2214,1352,444,32735,885,489,377,431,352,278,242,155,54,3254,106475,65854,58398,71533,65902,52339,34512,19957,5409,480383,1182,649,619,848,900,879,611,375,147,6216,1752,1140,1241,1677,1391,1138,1016,573,97,10018,2833,1742,1822,1922,1908,1564,1021,528,182,13521,1516,800,742,655,666,509,286,146,39,5367,8365,5357,4886,6034,6023,5322,4275,2485,732,43482,57,55,42,37,63,43,20,16,0,332,1322,800,769,827,799,680,399,235,85,5914,8286,5045,3712,4449,4514,3118,1520,670,172,31481,7002,5225,6720,11464,15472,15344,10669,7566,2444,81900,1547,901,886,1070,1170,1135,818,451,150,8128,1526,920,829,992,1023,868,637,419,157,7367,24623,16955,15730,21826,23897,22267,14614,9732,3352,152997,10014,6269,4790,5735,5337,3699,1786,880,268,38773,860,451,500,631,577,580,415,247,77,4336
3GBRI,5183,5819,6021,5576,5355,2794,1062,507,153,32468,56316,39913,42420,54468,52427,48814,28868,20620,7574,351413,6,4,4,13,7,3,3,0,0,33,8402,6334,5586,6199,5854,4615,2317,1694,648,41649,490,392,280,263,318,301,234,192,84,2553,97809,68095,61181,69164,60431,46688,27553,17788,5339,454045,779,575,422,618,645,574,372,226,100,4327,4031,2853,2818,3637,3121,2332,1813,1108,292,21998,1881,1459,1487,1499,1464,1040,662,453,146,10089,3414,1862,1519,1266,1042,658,342,170,46,10317,6221,4511,4158,4796,4608,3780,2597,1776,596,33043,162,120,85,110,86,42,12,12,0,636,1301,1053,836,936,837,635,390,217,97,6293,7059,5339,3932,4255,4203,2636,1235,585,114,29367,6275,5131,6336,9345,11770,10734,6799,5191,1794,63370,1224,930,740,996,1050,920,642,398,153,7045,1685,1060,1035,1030,892,694,470,372,159,7410,21173,16494,14223,18365,19403,17522,10306,7867,3114,128454,8891,6333,5386,5432,4882,3082,1326,685,236,36241,1280,701,790,812,761,691,444,284,103,5864
39799,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,8,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,13,27,48,21,35,10,3,0,0,159,134,198,269,261,393,616,318,49,11,2254,0,0,0,0,0,0,0,0,0,0,25,25,23,39,23,52,25,5,0,212,0,0,0,0,0,3,0,0,0,7,214,350,373,297,305,375,203,43,14,2167,3,3,0,4,4,12,3,0,0,32,6,3,12,6,4,7,0,0,0,35,13,8,8,8,6,9,5,0,0,63,5,35,10,7,0,3,3,0,0,67,10,25,19,14,27,41,23,8,3,171,3,0,0,0,0,0,0,0,0,7,3,4,10,10,4,0,3,0,0,35,18,23,22,12,18,36,15,0,0,144,16,22,47,46,97,145,71,14,8,470,5,10,8,3,8,8,0,0,0,42,3,5,3,6,4,7,7,0,0,36,52,50,93,75,96,177,89,19,7,648,51,39,56,56,33,41,17,9,0,303,3,0,3,4,9,10,3,0,0,38
2RVIC,826,919,924,1182,1287,687,203,74,19,6119,31979,20416,18767,30281,36308,36020,26787,20101,7095,227755,0,0,3,0,0,0,0,0,0,7,3279,2050,1560,2346,2502,2327,1636,1079,404,17183,656,430,242,304,189,163,136,103,33,2259,70249,42746,33560,46250,44412,36442,26135,16693,4597,321084,850,484,372,574,832,852,650,482,175,5279,1734,1131,1186,1684,1388,1397,1111,613,122,10368,781,525,535,618,664,492,378,233,81,4310,462,305,244,258,251,210,144,72,17,1968,3108,1905,1681,2300,2611,2224,2048,1466,469,17817,22,31,13,27,18,8,3,6,0,121,393,247,202,292,279,299,194,113,87,2105,2638,1653,1080,1589,1721,1330,705,381,86,11190,4663,3594,3373,7035,10326,10891,8502,6879,2385,57649,881,554,511,676,777,852,632,413,118,5435,399,236,233,284,270,301,232,167,83,2200,17496,11871,8889,14938,20348,19860,15758,12908,4876,126938,4445,2498,1851,2497,2483,1893,975,521,143,17310,144,106,100,132,157,146,111,86,27,1005
2GMEL,23218,21368,22543,22819,19926,9202,4152,2372,726,126327,58643,42984,46440,66119,68317,65829,43065,36935,14937,443273,247,198,141,183,147,71,43,26,6,1066,9374,7210,6720,7617,7456,5819,3800,2738,1103,51845,557,505,285,327,310,271,215,169,65,2688,204164,140770,138778,162583,138763,107726,76678,50431,13751,1033643,1486,1140,942,1237,1498,1523,1060,856,380,10121,37592,22723,30647,37639,25317,25400,22780,9770,1656,213529,1484,1122,1616,1436,1435,1221,835,545,126,9818,2268,1398,1096,1121,907,567,312,187,50,7904,2974,2274,2811,3608,3349,3159,3289,2403,690,24559,1854,1377,1284,1338,1281,874,503,276,47,8843,1638,1544,1420,1601,1361,996,647,505,279,9993,6934,5130,4379,4751,4376,2768,1217,570,149,30267,6748,6271,6876,10711,14862,15703,10732,9680,3772,85359,1158,866,766,1042,1215,1239,915,758,322,8275,1332,965,965,950,874,673,508,360,151,6773,19967,16924,13695,19295,22784,21022,14493,13280,5447,146899,11348,8690,7976,8023,7108,4588,2067,1200,393,51401,735,469,582,642,677,499,376,297,132,4408
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,23,40,48,34,21,11,5,3,0,187,68,97,160,138,95,109,44,24,5,738,0,0,0,0,0,0,0,0,0,0,9,11,21,16,14,12,7,0,0,94,0,0,0,0,0,0,0,0,0,0,127,216,329,189,111,96,61,27,14,1165,0,3,9,0,0,9,0,0,0,23,17,13,32,33,17,11,6,4,5,135,0,0,3,11,3,0,0,0,0,11,0,30,3,0,3,3,0,0,0,45,3,8,8,9,5,8,3,3,0,41,0,0,8,0,0,0,0,0,0,12,0,7,16,5,0,3,0,0,0,34,4,6,11,7,8,4,3,0,0,50,21,15,26,15,25,17,11,14,0,142,3,0,6,3,4,3,0,3,0,29,3,0,0,3,3,4,0,0,0,12,20,37,44,27,22,37,22,6,4,215,29,26,35,25,19,15,3,0,0,157,0,0,0,0,0,0,0,0,0,3
1RNSW,1932,1849,2135,2797,3231,1755,447,183,40,14376,114199,69839,67575,91388,101079,97744,72819,52851,17284,684775,3,3,0,5,0,3,3,0,0,24,6765,4410,3628,4663,5173,4546,3234,2115,710,35242,1105,628,420,440,280,233,203,145,67,3523,145886,85844,67399,89703,87660,72046,54215,33720,9192,645667,591,376,246,422,558,545,425,296,94,3550,4560,3044,3689,4008,3706,3672,2777,1456,254,27158,2026,1335,1258,1461,1576,1296,869,545,187,10558,892,572,430,495,506,408,282,163,58,3816,2462,1474,1447,2175,2529,2390,2205,1650,409,16734,148,59,74,96,73,46,22,8,0,542,757,503,470,592,575,498,320,224,104,4049,5728,3906,2517,3156,3588,2222,1106,478,114,22815,10786,7926,8577,14347,18996,19179,15419,12056,4024,111303,2355,1534,1173,1456,1829,1625,1216,752,251,12203,2115,1485,1116,1344,1411,1256,1069,853,365,11018,25122,17864,12731,19898,24515,23724,18122,14035,4990,160993,9065,5494,3965,4816,5204,3226,1688,912,280,34653,464,302,258,337,412,419,258,145,62,2658
1GSYD,25740,22101,26433,28569,26766,12775,6375,3555,1089,153403,116669,82051,92664,106875,107453,97673,60812,52630,21571,738388,1381,1117,979,1092,1058,656,462,224,32,6991,11553,8626,8150,9203,9203,6677,3757,2781,1160,61114,1018,708,474,481,458,377,302,237,136,4197,254870,165340,168625,179662,156605,123151,79331,54163,15905,1197652,1138,789,710,802,988,688,400,329,146,5989,32994,20049,26495,29836,21004,20652,17416,8342,1824,178609,2012,1569,1881,1866,1752,1433,866,506,165,12052,3572,2125,1936,1566,1321,843,397,189,58,12017,1782,1521,2149,2821,2528,2792,2486,1842,613,18533,4165,3087,2799,2748,2870,2148,1474,686,161,20145,2729,2009,1908,2098,1837,1223,709,474,202,13195,11252,8522,7377,7366,6301,3359,1218,496,102,45997,12012,9824,12229,16013,17901,15726,10598,9551,3727,107572,1341,988,914,1051,1178,1085,813,583,271,8221,2141,1523,1611,1528,1401,1137,637,474,183,10631,23802,18684,15021,18024,19843,17363,10994,9957,4327,138009,11909,9082,8390,8072,6945,4189,1963,1121,417,52079,1156,845,847,948,995,694,417,273,126,6301
19799,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,25,52,72,53,47,22,3,3,0,274,128,220,334,288,270,288,142,63,19,1755,0,0,7,0,0,0,0,0,0,9,9,21,21,24,17,17,10,4,0,115,0,0,0,0,0,0,0,0,0,4,248,366,479,358,279,236,119,52,24,2159,0,0,4,0,5,5,0,3,0,15,15,17,37,31,26,10,5,3,0,142,4,4,7,4,9,5,3,0,0,35,0,46,9,6,3,6,3,0,0,68,3,11,21,8,14,12,3,4,0,75,0,0,6,4,4,0,0,0,0,13,0,3,17,0,0,0,3,0,0,24,13,19,31,18,15,12,0,0,0,112,6,23,31,48,51,71,30,4,0,261,3,3,3,3,5,0,5,3,0,25,0,3,8,13,3,7,3,0,0,38,25,42,62,43,55,52,40,8,6,338,30,36,60,37,22,17,16,0,0,219,4,6,3,3,7,4,0,0,0,25
