SA2_NAME16	Year	medianRentWeekly
Wollongong - East	2006	200
Wollongong - West	2006	175
Bulahdelah - Stroud	2006	135
Forster	2006	190
Forster-Tuncurry Region	2006	180
Tuncurry	2006	170
Kempsey	2006	140
Kempsey Region	2006	150
Macksville - Scotts Head	2006	150
Nambucca Heads	2006	145
Nambucca Heads Region	2006	140
South West Rocks	2006	180
Lord Howe Island	2006	168
Laurieton - Bonny Hills	2006	185
Port Macquarie - East	2006	200
Port Macquarie - West	2006	180
Port Macquarie Region	2006	137
Wauchope	2006	180
Gloucester	2006	125
Old Bar - Manning Point - Red Head	2006	180
Taree	2006	148
Taree Region	2006	150
Wingham	2006	150
Albury - East	2006	170
Albury - North	2006	150
Albury - South	2006	145
Albury Region	2006	100
Lavington	2006	150
Hay	2006	110
Wentworth - Buronga	2006	110
Wentworth-Balranald Region	2006	80
Corowa	2006	145
Corowa Region	2006	130
Deniliquin	2006	120
Deniliquin Region	2006	60
Moama	2006	185
Tocumwal - Finley - Jerilderie	2006	105
Armidale	2006	160
Armidale Region - North	2006	95
Armidale Region - South	2006	110
Walcha	2006	80
Glen Innes	2006	110
Inverell	2006	130
Inverell Region - East	2006	80
Inverell Region - West	2006	80
Tenterfield	2006	100
Moree	2006	135
Moree Region	2006	46
Narrabri	2006	120
Narrabri Region	2006	89
Gunnedah	2006	130
Gunnedah Region	2006	85
Quirindi	2006	100
Tamworth - East	2006	165
Tamworth - North	2006	170
Tamworth - West	2006	145
Tamworth Region	2006	115
Belmont - Bennetts Green	2006	180
Belmont South - Blacksmiths	2006	175
Charlestown - Dudley	2006	200
Glendale - Cardiff - Hillsborough	2006	195
Mount Hutton - Windale	2006	123
Redhead	2006	230
Swansea - Caves Beach	2006	190
Valentine - Eleebana	2006	256
Warners Bay - Boolaroo	2006	210
Bolton Point - Teralba	2006	155
Bonnells Bay - Silverwater	2006	200
Edgeworth - Cameron Park	2006	190
Morisset - Cooranbong	2006	175
Toronto - Awaba	2006	175
Wangi Wangi - Rathmines	2006	190
West Wallsend - Barnsley - Killingworth	2006	198
Adamstown - Kotara	2006	200
Beresfield - Hexham	2006	170
Hamilton - Broadmeadow	2006	176
Lambton - New Lambton	2006	200
Maryland - Fletcher - Minmi	2006	220
Mayfield - Warabrook	2006	180
Merewether - The Junction	2006	220
Newcastle - Cooks Hill	2006	220
Newcastle Port - Kooragang	2006	0
Shortland - Jesmond	2006	190
Stockton - Fullerton Cove	2006	170
Wallsend - Elermore Vale	2006	190
Waratah - North Lambton	2006	185
Wickham - Carrington - Tighes Hill	2006	200
Ballina	2006	200
Ballina Region	2006	190
Bangalow	2006	250
Brunswick Heads - Ocean Shores	2006	240
Byron Bay	2006	300
Evans Head	2006	170
Lennox Head - Skennars Head	2006	280
Mullumbimby	2006	210
Casino	2006	135
Casino Region	2006	100
Goonellabah	2006	175
Kyogle	2006	120
Lismore	2006	160
Lismore Region	2006	150
Kingscliff - Fingal Head	2006	220
Murwillumbah	2006	180
Murwillumbah Region	2006	160
Pottsville	2006	235
Tweed Heads	2006	210
Banora Point	2006	235
Terranora - North Tumblegum	2006	210
Tweed Heads South	2006	210
Griffith (NSW)	2006	170
Griffith Region	2006	100
Leeton	2006	140
Narrandera	2006	100
Tumbarumba	2006	110
Tumut	2006	140
Tumut Region	2006	91
Cootamundra	2006	115
Gundagai	2006	100
Junee	2006	105
Temora	2006	100
Wagga Wagga - East	2006	170
Wagga Wagga - North	2006	220
Wagga Wagga - South	2006	160
Wagga Wagga - West	2006	150
Wagga Wagga Region	2006	105
Berry - Kangaroo Valley	2006	195
Callala Bay - Currarong	2006	200
Culburra Beach	2006	166
Ettrema - Sassafras - Budawang	2006	0
Huskisson - Vincentia	2006	180
North Nowra - Bomaderry	2006	162
Nowra	2006	135
St Georges Basin - Erowal Bay	2006	172
Sussex Inlet - Berrara	2006	160
Tomerong - Wandandian - Woollamia	2006	163
Ulladulla	2006	180
Ulladulla Region	2006	157
Bowral	2006	238
Hill Top - Colo Vale	2006	195
Mittagong	2006	180
Moss Vale - Berrima	2006	180
Robertson - Fitzroy Falls	2006	200
Southern Highlands	2006	160
Baulkham Hills (East)	2006	300
Baulkham Hills (West) - Bella Vista	2006	350
Glenhaven	2006	380
West Pennant Hills	2006	415
Castle Hill - Central	2006	320
Castle Hill - East	2006	200
Castle Hill - North	2006	330
Castle Hill - South	2006	320
Castle Hill - West	2006	380
Cherrybrook	2006	385
Kellyville	2006	370
Dural - Kenthurst - Wisemans Ferry	2006	280
Galston - Laughtondale	2006	240
Bilpin - Colo - St Albans	2006	140
Kurrajong Heights - Ebenezer	2006	215
Pitt Town - McGraths Hill	2006	240
Rouse Hill - Beaumont Hills	2006	360
Blacktown (East) - Kings Park	2006	215
Blacktown (North) - Marayong	2006	200
Doonside - Woodcroft	2006	190
Lalor Park - Kings Langley	2006	190
Seven Hills - Toongabbie	2006	220
Blacktown (South)	2006	210
Blacktown (West)	2006	230
Glenwood	2006	345
Parklea - Kellyville Ridge	2006	340
Riverstone - Marsden Park	2006	210
Acacia Gardens	2006	295
Quakers Hill	2006	250
Bidwill - Hebersham - Emerton	2006	150
Glendenning - Dean Park	2006	221
Hassall Grove - Plumpton	2006	230
Lethbridge Park - Tregear	2006	145
Mount Druitt - Whalan	2006	180
Prospect Reservoir	2006	0
Rooty Hill - Minchinbury	2006	225
Banksmeadow	2006	0
Botany	2006	240
Mascot - Eastlakes	2006	230
Pagewood - Hillsdale - Daceyville	2006	211
Port Botany Industrial	2006	0
Sydney Airport	2006	0
Marrickville	2006	230
Petersham - Stanmore	2006	260
Sydenham - Tempe - St Peters	2006	315
Darlinghurst	2006	330
Erskineville - Alexandria	2006	340
Glebe - Forest Lodge	2006	270
Newtown - Camperdown - Darlington	2006	320
Potts Point - Woolloomooloo	2006	280
Pyrmont - Ultimo	2006	370
Redfern - Chippendale	2006	284
Surry Hills	2006	335
Sydney - Haymarket - The Rocks	2006	450
Waterloo - Beaconsfield	2006	300
Bondi - Tamarama - Bronte	2006	350
Bondi Beach - North Bondi	2006	350
Bondi Junction - Waverly	2006	360
Centennial Park	2006	0
Double Bay - Bellevue Hill	2006	390
Dover Heights	2006	350
Paddington - Moore Park	2006	350
Rose Bay - Vaucluse - Watsons Bay	2006	395
Woollahra	2006	380
Coogee - Clovelly	2006	330
Malabar - La Perouse - Chifley	2006	175
Kensington (NSW)	2006	300
Kingsford	2006	310
Maroubra - North	2006	330
Maroubra - South	2006	260
Maroubra - West	2006	350
Randwick - North	2006	320
Randwick - South	2006	320
Bass Hill - Georges Hall	2006	140
Chullora	2006	0
Condell Park	2006	240
Greenacre - Mount Lewis	2006	200
Padstow	2006	248
Panania - Milperra - Picnic Point	2006	245
Revesby	2006	235
Yagoona - Birrong	2006	200
Bankstown - North	2006	220
Bankstown - South	2006	220
Belmore - Belfield	2006	190
Canterbury (South) - Campsie	2006	200
Kingsgrove (North) - Earlwood	2006	275
Punchbowl	2006	180
Roselands	2006	200
Lakemba	2006	175
Wiley Park	2006	170
Hurstville	2006	270
Mortdale - Penshurst	2006	220
Narwee - Beverly Hills	2006	210
Oatley - Hurstville Grove	2006	270
Peakhurst - Lugarno	2006	250
Riverwood	2006	110
South Hurstville - Blakehurst	2006	280
Arncliffe - Bardwell Valley	2006	280
Bexley	2006	240
Kingsgrove (South) - Bardwell Park	2006	270
Kogarah	2006	250
Kogarah Bay - Carlton - Allawah	2006	245
Monterey - Brighton-le-Sands - Kyeemagh	2006	260
Rockdale - Banksia	2006	270
Sans Souci - Ramsgate	2006	250
Concord - Mortlake - Cabarita	2006	340
Concord West - North Strathfield	2006	320
Drummoyne - Rodd Point	2006	343
Five Dock - Abbotsford	2006	340
Balmain	2006	378
Leichhardt - Annandale	2006	330
Lilyfield - Rozelle	2006	360
Ashfield	2006	245
Burwood - Croydon	2006	290
Canterbury (North) - Ashbury	2006	245
Croydon Park - Enfield	2006	235
Dulwich Hill - Lewisham	2006	230
Haberfield - Summer Hill	2006	250
Homebush	2006	260
Strathfield	2006	300
Strathfield South	2006	290
Chatswood (East) - Artarmon	2006	350
Chatswood (West) - Lane Cove North	2006	300
Lane Cove - Greenwich	2006	310
St Leonards - Naremburn	2006	380
Willoughby - Castle Cove - Northbridge	2006	380
Asquith - Mount Colah	2006	330
Berowra - Brooklyn - Cowan	2006	300
Normanhurst - Thornleigh - Westleigh	2006	312
Hornsby - East	2006	275
Hornsby - West	2006	250
Waitara - Wahroonga (West)	2006	320
Gordon - Killara	2006	437
Lindfield - Roseville	2006	360
Pymble	2006	460
St Ives	2006	540
Turramurra	2006	380
Wahroonga (East) - Warrawee	2006	400
Cremorne - Cammeray	2006	351
Crows Nest - Waverton	2006	350
Mosman	2006	345
Neutral Bay - Kirribilli	2006	330
North Sydney - Lavender Bay	2006	385
Balgowlah - Clontarf - Seaforth	2006	360
Manly - Fairlight	2006	380
Avalon - Palm Beach	2006	400
Bayview - Elanora Heights	2006	400
Newport - Bilgola	2006	340
Warriewood - Mona Vale	2006	370
Beacon Hill - Narraweena	2006	280
Cromer	2006	360
Dee Why - North Curl Curl	2006	290
Forestville - Killarney Heights	2006	410
Frenchs Forest - Belrose	2006	460
Freshwater - Brookvale	2006	320
Manly Vale - Allambie Heights	2006	300
Narrabeen - Collaroy	2006	320
Terrey Hills - Duffys Forest	2006	410
Camden - Ellis Lane	2006	230
Elderslie - Harrington Park	2006	250
Mount Annan - Currans Hill	2006	260
Bradbury - Wedderburn	2006	175
Campbelltown - Woodbine	2006	190
Claymore - Eagle Vale - Raby	2006	180
Holsworthy Military Area	2006	0
Ingleburn - Denham Court	2006	195
Leumeah - Minto Heights	2006	190
Macquarie Fields - Glenfield	2006	175
Minto - St Andrews	2006	175
Rosemeadow - Glen Alpine	2006	190
Bargo	2006	200
Douglas Park - Appin	2006	180
Picton - Tahmoor - Buxton	2006	200
The Oaks - Oakdale	2006	200
Blackheath - Megalong Valley	2006	183
Blaxland - Warrimoo - Lapstone	2006	240
Blue Mountains - North	2006	0
Katoomba - Leura	2006	185
Lawson - Hazelbrook - Linden	2006	200
Springwood - Winmalee	2006	225
Wentworth Falls	2006	215
Blue Mountains - South	2006	0
Cambridge Park	2006	220
Castlereagh - Cranebrook	2006	200
Emu Plains - Leonay	2006	240
Glenmore Park - Regentville	2006	255
Jamisontown - South Penrith	2006	220
Kingswood - Werrington	2006	200
Mulgoa - Luddenham - Orchard Hills	2006	215
Penrith	2006	185
Warragamba - Silverdale	2006	210
Richmond - Clarendon	2006	210
Windsor - Bligh Park	2006	200
Yarramundi - Londonderry	2006	230
Erskine Park	2006	240
St Clair	2006	240
Colyton - Oxley Park	2006	210
St Marys - North St Marys	2006	180
Homebush Bay - Silverwater	2006	350
Rookwood Cemetery	2006	0
Auburn - Central	2006	250
Auburn - North	2006	190
Auburn - South	2006	220
Berala	2006	195
Lidcombe	2006	240
Regents Park	2006	205
Carlingford	2006	300
Ermington - Rydalmere	2006	216
Oatlands - Dundas Valley	2006	209
Chester Hill - Sefton	2006	200
Fairfield - East	2006	150
Granville - Clyde	2006	210
Greystanes - Pemulwuy	2006	250
Guildford - South Granville	2006	183
Guildford West - Merrylands West	2006	215
Merrylands - Holroyd	2006	225
Smithfield Industrial	2006	0
Yennora Industrial	2006	0
North Parramatta	2006	230
North Rocks	2006	320
Northmead	2006	250
Parramatta - Rosehill	2006	220
Toongabbie - Constitution Hill	2006	230
Winston Hills	2006	300
Pendle Hill - Girraween	2006	220
Wentworthville - Westmead	2006	230
Epping - North Epping	2006	300
Pennant Hills - Cheltenham	2006	330
Eastwood - Denistone	2006	270
Gladesville - Huntleys Point	2006	250
Hunters Hill - Woolwich	2006	280
Macquarie Park - Marsfield	2006	275
North Ryde - East Ryde	2006	320
West Ryde - Meadowbank	2006	225
Putney	2006	370
Ryde	2006	230
Ashcroft - Busby - Miller	2006	125
Austral - Greendale	2006	230
Cobbitty - Leppington	2006	220
Badgerys Creek	2006	255
Cecil Hills	2006	285
Green Valley	2006	240
Hinchinbrook	2006	255
Hoxton Park - Carnes Hill - Horningsea Park	2006	260
West Hoxton - Middleton Grange	2006	283
Bonnyrigg Heights - Bonnyrigg	2006	142
Bossley Park - Abbotsbury	2006	240
Cabramatta - Lansvale	2006	150
Cabramatta West - Mount Pritchard	2006	180
Canley Vale - Canley Heights	2006	170
Edensor Park	2006	240
Fairfield	2006	185
Fairfield - West	2006	220
Greenfield Park - Prairiewood	2006	225
Horsley Park - Kemps Creek	2006	200
Smithfield - Wetherill Park	2006	210
St Johns Park - Wakeley	2006	235
Wetherill Park Industrial	2006	0
Casula	2006	240
Chipping Norton - Moorebank	2006	250
Holsworthy - Wattle Grove	2006	190
Liverpool	2006	180
Lurnea - Cartwright	2006	160
Prestons - Edmondson Park	2006	275
Warwick Farm	2006	150
Gymea - Grays Point	2006	275
Miranda - Yowie Bay	2006	270
Sylvania - Taren Point	2006	280
Caringbah	2006	250
Caringbah South	2006	310
Cronulla - Kurnell - Bundeena	2006	250
Lilli Pilli - Port Hacking - Dolans Bay	2006	420
Woolaware - Burraneer	2006	240
Heathcote - Waterfall	2006	285
Illawong - Alfords Point	2006	390
Menai - Lucas Heights - Woronora	2006	300
Oyster Bay - Como - Jannali	2006	267
Royal National Park	2006	0
Sutherland - Kirrawee	2006	245
Engadine	2006	255
Loftus - Yarrawarrah	2006	313
Woronora Heights	2006	350
Migratory - Offshore - Shipping (NSW)	2006	0
No usual address (NSW)	2006	0
Alfredton	2006	180
Ballarat	2006	180
Ballarat - North	2006	160
Ballarat - South	2006	155
Buninyong	2006	190
Delacombe	2006	134
Smythes Creek	2006	148
Wendouree - Miners Rest	2006	130
Bacchus Marsh Region	2006	140
Creswick - Clunes	2006	120
Daylesford	2006	150
Gordon (Vic.)	2006	110
Avoca	2006	90
Beaufort	2006	80
Golden Plains - North	2006	120
Maryborough (Vic.)	2006	120
Maryborough Region	2006	100
Bendigo	2006	155
California Gully - Eaglehawk	2006	140
East Bendigo - Kennington	2006	175
Flora Hill - Spring Gully	2006	175
Kangaroo Flat - Golden Square	2006	160
Maiden Gully	2006	200
Strathfieldsaye	2006	210
White Hills - Ascot	2006	180
Bendigo Region - South	2006	125
Castlemaine	2006	153
Castlemaine Region	2006	130
Heathcote	2006	123
Kyneton	2006	150
Woodend	2006	165
Bendigo Region - North	2006	120
Loddon	2006	80
Bannockburn	2006	185
Golden Plains - South	2006	100
Winchelsea	2006	130
Belmont	2006	165
Corio - Norlane	2006	130
Geelong	2006	166
Geelong West - Hamlyn Heights	2006	155
Grovedale	2006	190
Highton	2006	190
Lara	2006	190
Leopold	2006	190
Newcomb - Moolap	2006	145
Newtown (Vic.)	2006	180
North Geelong - Bell Park	2006	160
Clifton Springs	2006	180
Lorne - Anglesea	2006	175
Ocean Grove - Barwon Heads	2006	185
Portarlington	2006	155
Point Lonsdale - Queenscliff	2006	175
Torquay	2006	220
Alexandra	2006	130
Euroa	2006	110
Kilmore - Broadford	2006	170
Mansfield (Vic.)	2006	145
Nagambie	2006	130
Seymour	2006	135
Seymour Region	2006	135
Upper Yarra Valley	2006	120
Yea	2006	130
Benalla	2006	145
Benalla Region	2006	100
Rutherglen	2006	135
Wangaratta	2006	145
Wangaratta Region	2006	100
Beechworth	2006	150
Bright - Mount Beauty	2006	170
Chiltern - Indigo Valley	2006	155
Myrtleford	2006	125
Towong	2006	100
West Wodonga	2006	176
Wodonga	2006	160
Yackandandah	2006	121
Drouin	2006	150
Mount Baw Baw Region	2006	115
Trafalgar (Vic.)	2006	115
Warragul	2006	150
Alps - East	2006	0
Bairnsdale	2006	150
Bruthen - Omeo	2006	100
Lake King	2006	0
Lakes Entrance	2006	143
Orbost	2006	95
Paynesville	2006	157
Foster	2006	104
French Island	2006	0
Korumburra	2006	125
Leongatha	2006	140
Phillip Island	2006	156
Wilsons Promontory	2006	0
Wonthaggi - Inverloch	2006	145
Churchill	2006	120
Moe - Newborough	2006	100
Morwell	2006	115
Traralgon	2006	145
Yallourn North - Glengarry	2006	110
Alps - West	2006	0
Longford - Loch Sport	2006	100
Maffra	2006	120
Rosedale	2006	100
Sale	2006	140
Yarram	2006	110
Brunswick	2006	230
Brunswick East	2006	245
Brunswick West	2006	175
Coburg	2006	201
Pascoe Vale South	2006	210
Alphington - Fairfield	2006	190
Northcote	2006	219
Thornbury	2006	180
Ascot Vale	2006	160
Essendon - Aberfeldie	2006	195
Flemington	2006	148
Moonee Ponds	2006	210
Carlton	2006	256
Docklands	2006	370
East Melbourne	2006	300
Flemington Racecourse	2006	0
Kensington (Vic.)	2006	250
Melbourne	2006	310
North Melbourne	2006	240
Parkville	2006	260
South Yarra - West	2006	250
Southbank	2006	360
West Melbourne	2006	0
Albert Park	2006	325
Elwood	2006	236
Port Melbourne	2006	325
Port Melbourne Industrial	2006	0
South Melbourne	2006	273
St Kilda	2006	235
St Kilda East	2006	210
Armadale	2006	240
Prahran - Windsor	2006	246
South Yarra - East	2006	250
Toorak	2006	265
Abbotsford	2006	270
Carlton North - Princes Hill	2006	290
Collingwood	2006	185
Fitzroy	2006	240
Fitzroy North	2006	260
Richmond (Vic.)	2006	250
Yarra - North	2006	250
Ashburton (Vic.)	2006	212
Balwyn	2006	250
Balwyn North	2006	295
Camberwell	2006	261
Glen Iris - East	2006	288
Hawthorn	2006	231
Hawthorn East	2006	242
Kew	2006	265
Kew East	2006	263
Surrey Hills (West) - Canterbury	2006	250
Bulleen	2006	240
Doncaster	2006	250
Templestowe	2006	267
Templestowe Lower	2006	251
Doncaster East (North)	2006	280
Doncaster East (South)	2006	240
Blackburn	2006	221
Blackburn South	2006	200
Box Hill	2006	201
Box Hill North	2006	231
Burwood	2006	231
Burwood East	2006	240
Surrey Hills (East) - Mont Albert	2006	240
Beaumaris	2006	310
Brighton (Vic.)	2006	300
Brighton East	2006	300
Cheltenham - Highett (West)	2006	210
Hampton	2006	220
Sandringham - Black Rock	2006	265
Bentleigh - McKinnon	2006	250
Carnegie	2006	190
Caulfield - North	2006	230
Caulfield - South	2006	247
Elsternwick	2006	220
Hughesdale	2006	230
Murrumbeena	2006	190
Ormond - Glen Huntly	2006	200
Bentleigh East (North)	2006	250
Bentleigh East (South)	2006	240
Aspendale Gardens - Waterways	2006	255
Braeside	2006	0
Carrum - Patterson Lakes	2006	210
Chelsea - Bonbeach	2006	165
Chelsea Heights	2006	183
Cheltenham - Highett (East)	2006	210
Edithvale - Aspendale	2006	215
Mentone	2006	185
Moorabbin - Heatherton	2006	230
Moorabbin Airport	2006	0
Mordialloc - Parkdale	2006	195
Malvern - Glen Iris	2006	225
Malvern East	2006	240
Bundoora - East	2006	217
Greensborough	2006	210
Heidelberg - Rosanna	2006	222
Heidelberg West	2006	160
Ivanhoe	2006	210
Ivanhoe East - Eaglemont	2006	240
Montmorency - Briar Hill	2006	216
Viewbank - Yallambie	2006	210
Watsonia	2006	200
Kingsbury	2006	210
Reservoir - East	2006	173
Reservoir - West	2006	180
Preston - East	2006	185
Preston - West	2006	190
Eltham	2006	231
Hurstbridge	2006	200
Kinglake	2006	170
Panton Hill - St Andrews	2006	166
Plenty - Yarrambat	2006	250
Research - North Warrandyte	2006	200
Wattle Glen - Diamond Creek	2006	221
Bundoora - North	2006	255
Bundoora - West	2006	201
Lalor	2006	185
Mill Park - North	2006	210
Mill Park - South	2006	210
Thomastown	2006	180
Wallan	2006	200
Whittlesea	2006	185
Doreen	2006	270
Epping - East	2006	201
Epping - South	2006	191
Epping - West	2006	196
Mernda	2006	204
South Morang (North)	2006	260
South Morang (South)	2006	231
Wollert	2006	162
Airport West	2006	208
Essendon Airport	2006	0
Keilor	2006	215
Keilor East	2006	208
Niddrie - Essendon West	2006	220
Strathmore	2006	235
Gisborne	2006	210
Macedon	2006	200
Riddells Creek	2006	185
Romsey	2006	165
Coburg North	2006	175
Fawkner	2006	180
Pascoe Vale	2006	200
Glenroy	2006	175
Gowanbrae	2006	250
Hadfield	2006	180
Sunbury	2006	195
Sunbury - South	2006	190
Broadmeadows	2006	150
Campbellfield - Coolaroo	2006	173
Gladstone Park - Westmeadows	2006	200
Greenvale - Bulla	2006	240
Meadow Heights	2006	180
Melbourne Airport	2006	203
Roxburgh Park - Somerton	2006	225
Tullamarine	2006	190
Craigieburn - Central	2006	200
Craigieburn - North	2006	238
Craigieburn - South	2006	200
Craigieburn - West	2006	0
Mickleham - Yuroke	2006	148
Bayswater	2006	185
Knoxfield - Scoresby	2006	220
Lysterfield	2006	231
Rowville - Central	2006	240
Rowville - North	2006	260
Rowville - South	2006	277
Wantirna	2006	230
Wantirna South	2006	235
Boronia	2006	190
Ferntree Gully (North)	2006	185
Ferntree Gully (South) - Upper Ferntree Gully	2006	200
The Basin	2006	180
Donvale - Park Orchards	2006	250
Warrandyte - Wonga Park	2006	240
Bayswater North	2006	180
Croydon Hills - Warranwood	2006	220
Ringwood	2006	190
Ringwood East	2006	195
Ringwood North	2006	230
Croydon - East	2006	190
Croydon - West	2006	195
Croydon South	2006	200
Forest Hill	2006	203
Mitcham (Vic.)	2006	210
Nunawading	2006	191
Vermont	2006	216
Vermont South	2006	265
Belgrave - Selby	2006	200
Chirnside Park	2006	220
Healesville - Yarra Glen	2006	165
Kilsyth	2006	190
Lilydale - Coldstream	2006	185
Monbulk - Silvan	2006	162
Montrose	2006	195
Mooroolbark	2006	200
Mount Dandenong - Olinda	2006	195
Mount Evelyn	2006	185
Upwey - Tecoma	2006	196
Wandin - Seville	2006	170
Yarra Valley	2006	165
Beaconsfield - Officer	2006	185
Bunyip - Garfield	2006	150
Emerald - Cockatoo	2006	185
Koo Wee Rup	2006	140
Pakenham - North	2006	190
Pakenham - South	2006	185
Berwick - North	2006	210
Berwick - South	2006	231
Doveton	2006	150
Hallam	2006	186
Narre Warren North	2006	175
Endeavour Hills - North	2006	190
Endeavour Hills - South	2006	200
Narre Warren - North East	2006	195
Narre Warren - South West	2006	185
Cranbourne	2006	165
Cranbourne East	2006	225
Cranbourne North	2006	185
Cranbourne South	2006	160
Cranbourne West	2006	200
Hampton Park - Lynbrook	2006	190
Lynbrook - Lyndhurst	2006	235
Pearcedale - Tooradin	2006	175
Narre Warren South (East)	2006	260
Narre Warren South (West)	2006	228
Clarinda - Oakleigh South	2006	200
Clayton South	2006	180
Dandenong	2006	150
Dandenong North	2006	161
Dingley Village	2006	221
Keysborough	2006	190
Noble Park North	2006	175
Springvale	2006	160
Springvale South	2006	165
Noble Park - East	2006	150
Noble Park - West	2006	160
Ashwood - Chadstone	2006	218
Clayton	2006	220
Glen Waverley - East	2006	255
Glen Waverley - West	2006	250
Mount Waverley - North	2006	245
Mount Waverley - South	2006	231
Mulgrave	2006	210
Oakleigh - Huntingdale	2006	220
Wheelers Hill	2006	250
Ardeer - Albion	2006	148
Cairnlea	2006	243
Deer Park - Derrimut	2006	180
Delahey	2006	195
Keilor Downs	2006	190
Kings Park (Vic.)	2006	170
St Albans - North	2006	160
St Albans - South	2006	155
Sunshine	2006	165
Sunshine North	2006	165
Sunshine West	2006	165
Sydenham	2006	210
Taylors Lakes	2006	231
Altona	2006	190
Altona Meadows	2006	190
Altona North	2006	180
Newport	2006	200
Seabrook	2006	202
Williamstown	2006	200
Braybrook	2006	140
Footscray	2006	160
Maribyrnong	2006	240
