SA2_NAME16	Year	overseas_visitors
Bateau Bay - Killarney Vale	2006	27
Bateau Bay - Killarney Vale	2011	20
Bateau Bay - Killarney Vale	2016	48
Blue Haven - San Remo	2006	9
Blue Haven - San Remo	2011	22
Blue Haven - San Remo	2016	22
Budgewoi - Buff Point - Halekulani	2006	8
Budgewoi - Buff Point - Halekulani	2011	13
Budgewoi - Buff Point - Halekulani	2016	18
Chittaway Bay - Tumbi Umbi	2006	28
Chittaway Bay - Tumbi Umbi	2011	29
Chittaway Bay - Tumbi Umbi	2016	31
Gorokan - Kanwal - Charmhaven	2006	30
Gorokan - Kanwal - Charmhaven	2011	31
Gorokan - Kanwal - Charmhaven	2016	47
Jilliby - Yarramalong	2006	21
Jilliby - Yarramalong	2011	5
Jilliby - Yarramalong	2016	14
Lake Munmorah - Mannering Park	2006	28
Lake Munmorah - Mannering Park	2011	13
Lake Munmorah - Mannering Park	2016	25
Ourimbah - Fountaindale	2006	9
Ourimbah - Fountaindale	2011	7
Ourimbah - Fountaindale	2016	15
Summerland Point - Gwandalan	2006	26
Summerland Point - Gwandalan	2011	7
Summerland Point - Gwandalan	2016	18
The Entrance	2006	24
The Entrance	2011	46
The Entrance	2016	51
Toukley - Norah Head	2006	12
Toukley - Norah Head	2011	22
Toukley - Norah Head	2016	11
Tuggerah - Kangy Angy	2006	17
Tuggerah - Kangy Angy	2011	16
Tuggerah - Kangy Angy	2016	25
Warnervale - Wadalba	2006	25
Warnervale - Wadalba	2011	22
Warnervale - Wadalba	2016	45
Wyong	2006	12
Wyong	2011	15
Wyong	2016	17
Bathurst	2006	84
Bathurst	2011	93
Bathurst	2016	76
Bathurst - East	2006	51
Bathurst - East	2011	49
Bathurst - East	2016	14
Bathurst Region	2006	16
Bathurst Region	2011	33
Bathurst Region	2016	11
Oberon	2006	15
Oberon	2011	21
Oberon	2016	10
Condobolin	2006	14
Condobolin	2011	26
Condobolin	2016	16
Cowra	2006	29
Cowra	2011	32
Cowra	2016	20
Cowra Region	2006	20
Cowra Region	2011	64
Cowra Region	2016	31
Forbes	2006	17
Forbes	2011	19
Forbes	2016	22
Grenfell	2006	8
Grenfell	2011	10
Grenfell	2016	0
Parkes (NSW)	2006	13
Parkes (NSW)	2011	19
Parkes (NSW)	2016	29
Parkes Region	2006	0
Parkes Region	2011	8
Parkes Region	2016	13
West Wyalong	2006	15
West Wyalong	2011	12
West Wyalong	2016	11
Lithgow	2006	30
Lithgow	2011	28
Lithgow	2016	33
Lithgow Region	2006	6
Lithgow Region	2011	22
Lithgow Region	2016	18
Mudgee	2006	30
Mudgee	2011	37
Mudgee	2016	32
Mudgee Region - East	2006	12
Mudgee Region - East	2011	6
Mudgee Region - East	2016	13
Mudgee Region - West	2006	19
Mudgee Region - West	2011	17
Mudgee Region - West	2016	29
Wollangambe - Wollemi	2006	0
Wollangambe - Wollemi	2011	0
Wollangambe - Wollemi	2016	0
Blayney	2006	10
Blayney	2011	5
Blayney	2016	9
Orange	2006	31
Orange	2011	53
Orange	2016	48
Orange - North	2006	23
Orange - North	2011	40
Orange - North	2016	56
Orange Region	2006	17
Orange Region	2011	52
Orange Region	2016	46
Grafton	2006	47
Grafton	2011	28
Grafton	2016	46
Grafton Region	2006	39
Grafton Region	2011	25
Grafton Region	2016	47
Maclean - Yamba - Iluka	2006	57
Maclean - Yamba - Iluka	2011	68
Maclean - Yamba - Iluka	2016	91
Bellingen	2006	37
Bellingen	2011	35
Bellingen	2016	27
Coffs Harbour - North	2006	87
Coffs Harbour - North	2011	187
Coffs Harbour - North	2016	157
Coffs Harbour - South	2006	110
Coffs Harbour - South	2011	88
Coffs Harbour - South	2016	86
Coramba - Nana Glen - Bucca	2006	14
Coramba - Nana Glen - Bucca	2011	11
Coramba - Nana Glen - Bucca	2016	5
Dorrigo	2006	17
Dorrigo	2011	17
Dorrigo	2016	12
Korora - Emerald Beach	2006	98
Korora - Emerald Beach	2011	72
Korora - Emerald Beach	2016	91
Sawtell - Boambee	2006	75
Sawtell - Boambee	2011	71
Sawtell - Boambee	2016	81
Urunga	2006	6
Urunga	2011	12
Urunga	2016	4
Woolgoolga - Arrawarra	2006	31
Woolgoolga - Arrawarra	2011	72
Woolgoolga - Arrawarra	2016	256
Bourke - Brewarrina	2006	28
Bourke - Brewarrina	2011	29
Bourke - Brewarrina	2016	17
Cobar	2006	3
Cobar	2011	25
Cobar	2016	12
Coonamble	2006	11
Coonamble	2011	13
Coonamble	2016	12
Nyngan - Warren	2006	10
Nyngan - Warren	2011	21
Nyngan - Warren	2016	12
Walgett - Lightning Ridge	2006	37
Walgett - Lightning Ridge	2011	43
Walgett - Lightning Ridge	2016	17
Broken Hill	2006	46
Broken Hill	2011	49
Broken Hill	2016	60
Far West	2006	35
Far West	2011	50
Far West	2016	26
Coonabarabran	2006	18
Coonabarabran	2011	31
Coonabarabran	2016	59
Dubbo - East	2006	17
Dubbo - East	2011	41
Dubbo - East	2016	51
Dubbo - South	2006	34
Dubbo - South	2011	42
Dubbo - South	2016	82
Dubbo - West	2006	15
Dubbo - West	2011	15
Dubbo - West	2016	31
Dubbo Region	2006	13
Dubbo Region	2011	4
Dubbo Region	2016	4
Gilgandra	2006	0
Gilgandra	2011	5
Gilgandra	2016	4
Narromine	2006	15
Narromine	2011	13
Narromine	2016	9
Wellington	2006	19
Wellington	2011	9
Wellington	2016	24
Branxton - Greta - Pokolbin	2006	89
Branxton - Greta - Pokolbin	2011	105
Branxton - Greta - Pokolbin	2016	86
Cessnock	2006	38
Cessnock	2011	41
Cessnock	2016	41
Cessnock Region	2006	14
Cessnock Region	2011	17
Cessnock Region	2016	41
Dungog	2006	21
Dungog	2011	13
Dungog	2016	12
Kurri Kurri - Abermain	2006	13
Kurri Kurri - Abermain	2011	13
Kurri Kurri - Abermain	2016	20
Singleton	2006	29
Singleton	2011	56
Singleton	2016	42
Singleton Region	2006	11
Singleton Region	2011	10
Singleton Region	2016	16
Maitland	2006	8
Maitland	2011	4
Maitland	2016	22
Maitland - East	2006	41
Maitland - East	2011	42
Maitland - East	2016	67
Maitland - North	2006	9
Maitland - North	2011	11
Maitland - North	2016	18
Maitland - West	2006	26
Maitland - West	2011	28
Maitland - West	2016	52
Thornton - Millers Forest	2006	11
Thornton - Millers Forest	2011	7
Thornton - Millers Forest	2016	15
Anna Bay	2006	23
Anna Bay	2011	32
Anna Bay	2016	18
Lemon Tree Passage - Tanilba Bay	2006	7
Lemon Tree Passage - Tanilba Bay	2011	11
Lemon Tree Passage - Tanilba Bay	2016	13
Nelson Bay Peninsula	2006	151
Nelson Bay Peninsula	2011	114
Nelson Bay Peninsula	2016	147
Raymond Terrace	2006	25
Raymond Terrace	2011	13
Raymond Terrace	2016	30
Seaham - Woodville	2006	10
Seaham - Woodville	2011	10
Seaham - Woodville	2016	11
Tea Gardens - Hawks Nest	2006	22
Tea Gardens - Hawks Nest	2011	18
Tea Gardens - Hawks Nest	2016	14
Williamtown - Medowie - Karuah	2006	18
Williamtown - Medowie - Karuah	2011	28
Williamtown - Medowie - Karuah	2016	28
Muswellbrook	2006	22
Muswellbrook	2011	13
Muswellbrook	2016	33
Muswellbrook Region	2006	26
Muswellbrook Region	2011	22
Muswellbrook Region	2016	46
Scone	2006	20
Scone	2011	31
Scone	2016	34
Scone Region	2006	31
Scone Region	2011	40
Scone Region	2016	56
Dapto - Avondale	2006	32
Dapto - Avondale	2011	54
Dapto - Avondale	2016	53
Horsley - Kembla Grange	2006	13
Horsley - Kembla Grange	2011	30
Horsley - Kembla Grange	2016	27
Port Kembla Industrial	2006	0
Port Kembla Industrial	2011	0
Port Kembla Industrial	2016	0
Unanderra - Mount Kembla	2006	56
Unanderra - Mount Kembla	2011	37
Unanderra - Mount Kembla	2016	60
Berkeley - Lake Heights - Cringila	2006	28
Berkeley - Lake Heights - Cringila	2011	46
Berkeley - Lake Heights - Cringila	2016	40
Port Kembla - Warrawong	2006	12
Port Kembla - Warrawong	2011	16
Port Kembla - Warrawong	2016	34
Windang - Primbee	2006	27
Windang - Primbee	2011	10
Windang - Primbee	2016	19
Illawarra Catchment Reserve	2006	0
Illawarra Catchment Reserve	2011	0
Illawarra Catchment Reserve	2016	0
Albion Park - Macquarie Pass	2006	15
Albion Park - Macquarie Pass	2011	10
Albion Park - Macquarie Pass	2016	18
Albion Park Rail	2006	18
Albion Park Rail	2011	7
Albion Park Rail	2016	24
Kiama	2006	21
Kiama	2011	46
Kiama	2016	37
Kiama Downs - Minnamurra	2006	8
Kiama Downs - Minnamurra	2011	11
Kiama Downs - Minnamurra	2016	27
Kiama Hinterland - Gerringong	2006	26
Kiama Hinterland - Gerringong	2011	21
Kiama Hinterland - Gerringong	2016	39
Shellharbour - Flinders	2006	11
Shellharbour - Flinders	2011	25
Shellharbour - Flinders	2016	56
Shellharbour - Oak Flats	2006	22
Shellharbour - Oak Flats	2011	11
Shellharbour - Oak Flats	2016	23
Warilla	2006	31
Warilla	2011	26
Warilla	2016	37
Balgownie - Fairy Meadow	2006	177
Balgownie - Fairy Meadow	2011	233
Balgownie - Fairy Meadow	2016	290
Corrimal - Tarrawanna - Bellambi	2006	46
Corrimal - Tarrawanna - Bellambi	2011	46
Corrimal - Tarrawanna - Bellambi	2016	56
Figtree - Keiraville	2006	208
Figtree - Keiraville	2011	170
Figtree - Keiraville	2016	277
Helensburgh	2006	27
Helensburgh	2011	17
Helensburgh	2016	42
Thirroul - Austinmer - Coalcliff	2006	60
Thirroul - Austinmer - Coalcliff	2011	44
Thirroul - Austinmer - Coalcliff	2016	47
Woonona - Bulli - Russell Vale	2006	51
Woonona - Bulli - Russell Vale	2011	35
Woonona - Bulli - Russell Vale	2016	80
Wollongong - East	2006	200
Wollongong - East	2011	331
Wollongong - East	2016	353
Wollongong - West	2006	255
Wollongong - West	2011	282
Wollongong - West	2016	328
Bulahdelah - Stroud	2006	13
Bulahdelah - Stroud	2011	7
Bulahdelah - Stroud	2016	20
Forster	2006	27
Forster	2011	37
Forster	2016	27
Forster-Tuncurry Region	2006	35
Forster-Tuncurry Region	2011	30
Forster-Tuncurry Region	2016	28
Tuncurry	2006	5
Tuncurry	2011	10
Tuncurry	2016	7
Kempsey	2006	12
Kempsey	2011	19
Kempsey	2016	42
Kempsey Region	2006	26
Kempsey Region	2011	39
Kempsey Region	2016	42
Macksville - Scotts Head	2006	43
Macksville - Scotts Head	2011	11
Macksville - Scotts Head	2016	17
Nambucca Heads	2006	26
Nambucca Heads	2011	9
Nambucca Heads	2016	24
Nambucca Heads Region	2006	31
Nambucca Heads Region	2011	12
Nambucca Heads Region	2016	13
South West Rocks	2006	13
South West Rocks	2011	26
South West Rocks	2016	44
Lord Howe Island	2006	17
Lord Howe Island	2011	15
Lord Howe Island	2016	15
Laurieton - Bonny Hills	2006	34
Laurieton - Bonny Hills	2011	37
Laurieton - Bonny Hills	2016	48
Port Macquarie - East	2006	180
Port Macquarie - East	2011	143
Port Macquarie - East	2016	163
Port Macquarie - West	2006	75
Port Macquarie - West	2011	48
Port Macquarie - West	2016	88
Port Macquarie Region	2006	19
Port Macquarie Region	2011	5
Port Macquarie Region	2016	13
Wauchope	2006	11
Wauchope	2011	9
Wauchope	2016	25
Gloucester	2006	21
Gloucester	2011	12
Gloucester	2016	38
Old Bar - Manning Point - Red Head	2006	17
Old Bar - Manning Point - Red Head	2011	24
Old Bar - Manning Point - Red Head	2016	34
Taree	2006	36
Taree	2011	46
Taree	2016	70
Taree Region	2006	18
Taree Region	2011	19
Taree Region	2016	23
Wingham	2006	3
Wingham	2011	3
Wingham	2016	17
Albury - East	2006	20
Albury - East	2011	35
Albury - East	2016	44
Albury - North	2006	26
Albury - North	2011	16
Albury - North	2016	24
Albury - South	2006	97
Albury - South	2011	66
Albury - South	2016	125
Albury Region	2006	22
Albury Region	2011	23
Albury Region	2016	26
Lavington	2006	24
Lavington	2011	12
Lavington	2016	31
Hay	2006	6
Hay	2011	17
Hay	2016	19
Wentworth - Buronga	2006	24
Wentworth - Buronga	2011	31
Wentworth - Buronga	2016	80
Wentworth-Balranald Region	2006	14
Wentworth-Balranald Region	2011	41
Wentworth-Balranald Region	2016	36
Corowa	2006	10
Corowa	2011	12
Corowa	2016	13
Corowa Region	2006	17
Corowa Region	2011	12
Corowa Region	2016	15
Deniliquin	2006	8
Deniliquin	2011	17
Deniliquin	2016	56
Deniliquin Region	2006	11
Deniliquin Region	2011	25
Deniliquin Region	2016	23
Moama	2006	25
Moama	2011	14
Moama	2016	7
Tocumwal - Finley - Jerilderie	2006	31
Tocumwal - Finley - Jerilderie	2011	17
Tocumwal - Finley - Jerilderie	2016	42
Armidale	2006	159
Armidale	2011	311
Armidale	2016	247
Armidale Region - North	2006	29
Armidale Region - North	2011	13
Armidale Region - North	2016	71
Armidale Region - South	2006	23
Armidale Region - South	2011	8
Armidale Region - South	2016	21
Walcha	2006	13
Walcha	2011	25
Walcha	2016	6
Glen Innes	2006	10
Glen Innes	2011	24
Glen Innes	2016	12
Inverell	2006	12
Inverell	2011	13
Inverell	2016	16
Inverell Region - East	2006	21
Inverell Region - East	2011	18
Inverell Region - East	2016	65
Inverell Region - West	2006	13
Inverell Region - West	2011	11
Inverell Region - West	2016	39
Tenterfield	2006	29
Tenterfield	2011	24
Tenterfield	2016	58
Moree	2006	10
Moree	2011	37
Moree	2016	56
Moree Region	2006	11
Moree Region	2011	38
Moree Region	2016	26
Narrabri	2006	14
Narrabri	2011	15
Narrabri	2016	19
Narrabri Region	2006	13
Narrabri Region	2011	22
Narrabri Region	2016	8
Gunnedah	2006	10
Gunnedah	2011	21
Gunnedah	2016	24
Gunnedah Region	2006	10
Gunnedah Region	2011	13
Gunnedah Region	2016	12
Quirindi	2006	9
Quirindi	2011	14
Quirindi	2016	20
Tamworth - East	2006	52
Tamworth - East	2011	40
Tamworth - East	2016	111
Tamworth - North	2006	44
Tamworth - North	2011	48
Tamworth - North	2016	68
Tamworth - West	2006	17
Tamworth - West	2011	11
Tamworth - West	2016	35
Tamworth Region	2006	55
Tamworth Region	2011	30
Tamworth Region	2016	39
Belmont - Bennetts Green	2006	24
Belmont - Bennetts Green	2011	42
Belmont - Bennetts Green	2016	48
Belmont South - Blacksmiths	2006	12
Belmont South - Blacksmiths	2011	12
Belmont South - Blacksmiths	2016	10
Charlestown - Dudley	2006	58
Charlestown - Dudley	2011	54
Charlestown - Dudley	2016	85
Glendale - Cardiff - Hillsborough	2006	55
Glendale - Cardiff - Hillsborough	2011	54
Glendale - Cardiff - Hillsborough	2016	68
Mount Hutton - Windale	2006	13
Mount Hutton - Windale	2011	12
Mount Hutton - Windale	2016	12
Redhead	2006	5
Redhead	2011	11
Redhead	2016	6
Swansea - Caves Beach	2006	13
Swansea - Caves Beach	2011	31
Swansea - Caves Beach	2016	16
Valentine - Eleebana	2006	22
Valentine - Eleebana	2011	35
Valentine - Eleebana	2016	43
Warners Bay - Boolaroo	2006	36
Warners Bay - Boolaroo	2011	38
Warners Bay - Boolaroo	2016	49
Bolton Point - Teralba	2006	12
Bolton Point - Teralba	2011	15
Bolton Point - Teralba	2016	22
Bonnells Bay - Silverwater	2006	9
Bonnells Bay - Silverwater	2011	9
Bonnells Bay - Silverwater	2016	28
Edgeworth - Cameron Park	2006	16
Edgeworth - Cameron Park	2011	14
Edgeworth - Cameron Park	2016	35
Morisset - Cooranbong	2006	107
Morisset - Cooranbong	2011	33
Morisset - Cooranbong	2016	49
Toronto - Awaba	2006	50
Toronto - Awaba	2011	54
Toronto - Awaba	2016	26
Wangi Wangi - Rathmines	2006	23
Wangi Wangi - Rathmines	2011	19
Wangi Wangi - Rathmines	2016	25
West Wallsend - Barnsley - Killingworth	2006	6
West Wallsend - Barnsley - Killingworth	2011	0
West Wallsend - Barnsley - Killingworth	2016	7
Adamstown - Kotara	2006	51
Adamstown - Kotara	2011	49
Adamstown - Kotara	2016	72
Beresfield - Hexham	2006	10
Beresfield - Hexham	2011	24
Beresfield - Hexham	2016	41
Hamilton - Broadmeadow	2006	67
Hamilton - Broadmeadow	2011	54
Hamilton - Broadmeadow	2016	42
Lambton - New Lambton	2006	58
Lambton - New Lambton	2011	59
Lambton - New Lambton	2016	78
Maryland - Fletcher - Minmi	2006	18
Maryland - Fletcher - Minmi	2011	53
Maryland - Fletcher - Minmi	2016	58
Mayfield - Warabrook	2006	66
Mayfield - Warabrook	2011	82
Mayfield - Warabrook	2016	132
Merewether - The Junction	2006	48
Merewether - The Junction	2011	42
Merewether - The Junction	2016	41
Newcastle - Cooks Hill	2006	245
Newcastle - Cooks Hill	2011	230
Newcastle - Cooks Hill	2016	190
Newcastle Port - Kooragang	2006	0
Newcastle Port - Kooragang	2011	0
Newcastle Port - Kooragang	2016	0
Shortland - Jesmond	2006	263
Shortland - Jesmond	2011	266
Shortland - Jesmond	2016	401
Stockton - Fullerton Cove	2006	10
Stockton - Fullerton Cove	2011	19
Stockton - Fullerton Cove	2016	14
Wallsend - Elermore Vale	2006	54
Wallsend - Elermore Vale	2011	74
Wallsend - Elermore Vale	2016	112
Waratah - North Lambton	2006	54
Waratah - North Lambton	2011	75
Waratah - North Lambton	2016	45
Wickham - Carrington - Tighes Hill	2006	32
Wickham - Carrington - Tighes Hill	2011	56
Wickham - Carrington - Tighes Hill	2016	55
Ballina	2006	98
Ballina	2011	58
Ballina	2016	67
Ballina Region	2006	67
Ballina Region	2011	71
Ballina Region	2016	81
Bangalow	2006	28
Bangalow	2011	64
Bangalow	2016	55
Brunswick Heads - Ocean Shores	2006	55
Brunswick Heads - Ocean Shores	2011	47
Brunswick Heads - Ocean Shores	2016	60
Byron Bay	2006	769
Byron Bay	2011	803
Byron Bay	2016	597
Evans Head	2006	12
Evans Head	2011	31
Evans Head	2016	11
Lennox Head - Skennars Head	2006	50
Lennox Head - Skennars Head	2011	69
Lennox Head - Skennars Head	2016	46
Mullumbimby	2006	56
Mullumbimby	2011	60
Mullumbimby	2016	84
Casino	2006	15
Casino	2011	16
Casino	2016	14
Casino Region	2006	19
Casino Region	2011	14
Casino Region	2016	32
Goonellabah	2006	39
Goonellabah	2011	33
Goonellabah	2016	55
Kyogle	2006	18
Kyogle	2011	26
Kyogle	2016	25
Lismore	2006	154
Lismore	2011	113
Lismore	2016	86
Lismore Region	2006	76
Lismore Region	2011	79
Lismore Region	2016	109
Kingscliff - Fingal Head	2006	80
Kingscliff - Fingal Head	2011	115
Kingscliff - Fingal Head	2016	86
Murwillumbah	2006	30
Murwillumbah	2011	19
Murwillumbah	2016	33
Murwillumbah Region	2006	33
Murwillumbah Region	2011	55
Murwillumbah Region	2016	97
Pottsville	2006	90
Pottsville	2011	77
Pottsville	2016	67
Tweed Heads	2006	195
Tweed Heads	2011	200
Tweed Heads	2016	210
Banora Point	2006	77
Banora Point	2011	64
Banora Point	2016	70
Terranora - North Tumblegum	2006	21
Terranora - North Tumblegum	2011	17
Terranora - North Tumblegum	2016	10
Tweed Heads South	2006	39
Tweed Heads South	2011	63
Tweed Heads South	2016	41
Griffith (NSW)	2006	131
Griffith (NSW)	2011	163
Griffith (NSW)	2016	346
Griffith Region	2006	81
Griffith Region	2011	80
Griffith Region	2016	133
Leeton	2006	34
Leeton	2011	40
Leeton	2016	33
Narrandera	2006	17
Narrandera	2011	11
Narrandera	2016	36
Tumbarumba	2006	10
Tumbarumba	2011	21
Tumbarumba	2016	24
Tumut	2006	6
Tumut	2011	20
Tumut	2016	8
Tumut Region	2006	12
Tumut Region	2011	9
Tumut Region	2016	14
Cootamundra	2006	17
Cootamundra	2011	18
Cootamundra	2016	39
Gundagai	2006	5
Gundagai	2011	7
Gundagai	2016	6
Junee	2006	3
Junee	2011	7
Junee	2016	16
Temora	2006	12
Temora	2011	5
Temora	2016	8
Wagga Wagga - East	2006	23
Wagga Wagga - East	2011	30
Wagga Wagga - East	2016	60
Wagga Wagga - North	2006	35
Wagga Wagga - North	2011	20
Wagga Wagga - North	2016	24
Wagga Wagga - South	2006	38
Wagga Wagga - South	2011	33
Wagga Wagga - South	2016	65
Wagga Wagga - West	2006	60
Wagga Wagga - West	2011	62
Wagga Wagga - West	2016	54
Wagga Wagga Region	2006	16
Wagga Wagga Region	2011	36
Wagga Wagga Region	2016	44
Berry - Kangaroo Valley	2006	36
Berry - Kangaroo Valley	2011	49
Berry - Kangaroo Valley	2016	64
Callala Bay - Currarong	2006	8
Callala Bay - Currarong	2011	8
Callala Bay - Currarong	2016	10
Culburra Beach	2006	15
Culburra Beach	2011	16
Culburra Beach	2016	9
Ettrema - Sassafras - Budawang	2006	0
Ettrema - Sassafras - Budawang	2011	0
Ettrema - Sassafras - Budawang	2016	0
Huskisson - Vincentia	2006	36
Huskisson - Vincentia	2011	23
Huskisson - Vincentia	2016	53
North Nowra - Bomaderry	2006	33
North Nowra - Bomaderry	2011	40
North Nowra - Bomaderry	2016	50
Nowra	2006	29
Nowra	2011	34
Nowra	2016	98
St Georges Basin - Erowal Bay	2006	22
St Georges Basin - Erowal Bay	2011	24
St Georges Basin - Erowal Bay	2016	27
Sussex Inlet - Berrara	2006	0
Sussex Inlet - Berrara	2011	3
Sussex Inlet - Berrara	2016	0
Tomerong - Wandandian - Woollamia	2006	3
Tomerong - Wandandian - Woollamia	2011	10
Tomerong - Wandandian - Woollamia	2016	3
Ulladulla	2006	44
Ulladulla	2011	36
Ulladulla	2016	38
Ulladulla Region	2006	10
Ulladulla Region	2011	15
Ulladulla Region	2016	11
Bowral	2006	72
Bowral	2011	66
Bowral	2016	70
Hill Top - Colo Vale	2006	5
Hill Top - Colo Vale	2011	9
Hill Top - Colo Vale	2016	13
Mittagong	2006	28
Mittagong	2011	23
Mittagong	2016	32
Moss Vale - Berrima	2006	52
Moss Vale - Berrima	2011	125
Moss Vale - Berrima	2016	35
Robertson - Fitzroy Falls	2006	24
Robertson - Fitzroy Falls	2011	9
Robertson - Fitzroy Falls	2016	15
Southern Highlands	2006	16
Southern Highlands	2011	36
Southern Highlands	2016	42
Baulkham Hills (East)	2006	99
Baulkham Hills (East)	2011	155
Baulkham Hills (East)	2016	346
Baulkham Hills (West) - Bella Vista	2006	183
Baulkham Hills (West) - Bella Vista	2011	182
Baulkham Hills (West) - Bella Vista	2016	457
Glenhaven	2006	34
Glenhaven	2011	11
Glenhaven	2016	29
West Pennant Hills	2006	107
West Pennant Hills	2011	128
West Pennant Hills	2016	169
Castle Hill - Central	2006	61
Castle Hill - Central	2011	76
Castle Hill - Central	2016	149
Castle Hill - East	2006	39
Castle Hill - East	2011	53
Castle Hill - East	2016	81
Castle Hill - North	2006	44
Castle Hill - North	2011	77
Castle Hill - North	2016	140
Castle Hill - South	2006	73
Castle Hill - South	2011	71
Castle Hill - South	2016	139
Castle Hill - West	2006	31
Castle Hill - West	2011	50
Castle Hill - West	2016	73
Cherrybrook	2006	178
Cherrybrook	2011	165
Cherrybrook	2016	245
Kellyville	2006	67
Kellyville	2011	132
Kellyville	2016	273
Dural - Kenthurst - Wisemans Ferry	2006	115
Dural - Kenthurst - Wisemans Ferry	2011	84
Dural - Kenthurst - Wisemans Ferry	2016	142
Galston - Laughtondale	2006	62
Galston - Laughtondale	2011	35
Galston - Laughtondale	2016	27
Bilpin - Colo - St Albans	2006	9
Bilpin - Colo - St Albans	2011	10
Bilpin - Colo - St Albans	2016	15
Kurrajong Heights - Ebenezer	2006	70
Kurrajong Heights - Ebenezer	2011	69
Kurrajong Heights - Ebenezer	2016	60
Pitt Town - McGraths Hill	2006	12
Pitt Town - McGraths Hill	2011	23
Pitt Town - McGraths Hill	2016	31
Rouse Hill - Beaumont Hills	2006	77
Rouse Hill - Beaumont Hills	2011	99
Rouse Hill - Beaumont Hills	2016	238
Blacktown (East) - Kings Park	2006	102
Blacktown (East) - Kings Park	2011	143
Blacktown (East) - Kings Park	2016	275
Blacktown (North) - Marayong	2006	78
Blacktown (North) - Marayong	2011	117
Blacktown (North) - Marayong	2016	206
Doonside - Woodcroft	2006	102
Doonside - Woodcroft	2011	119
