SA2_NAME16	Year	medianTotalFamilyIncomeWeekly
Bidwill - Hebersham - Emerton	2006	818
Glendenning - Dean Park	2006	1248
Hassall Grove - Plumpton	2006	1277
Lethbridge Park - Tregear	2006	717
Mount Druitt - Whalan	2006	905
Prospect Reservoir	2006	0
Rooty Hill - Minchinbury	2006	1270
Banksmeadow	2006	0
Botany	2006	1463
Mascot - Eastlakes	2006	1124
Pagewood - Hillsdale - Daceyville	2006	1154
Port Botany Industrial	2006	0
Sydney Airport	2006	0
Marrickville	2006	1224
Petersham - Stanmore	2006	1783
Sydenham - Tempe - St Peters	2006	1397
Darlinghurst	2006	2380
Erskineville - Alexandria	2006	2071
Glebe - Forest Lodge	2006	1867
Newtown - Camperdown - Darlington	2006	1948
Potts Point - Woolloomooloo	2006	2163
Pyrmont - Ultimo	2006	1851
Redfern - Chippendale	2006	1665
Surry Hills	2006	2004
Sydney - Haymarket - The Rocks	2006	1266
Waterloo - Beaconsfield	2006	1373
Bondi - Tamarama - Bronte	2006	1924
Bondi Beach - North Bondi	2006	1896
Bondi Junction - Waverly	2006	1931
Centennial Park	2006	0
Double Bay - Bellevue Hill	2006	2642
Dover Heights	2006	2001
Paddington - Moore Park	2006	2656
Rose Bay - Vaucluse - Watsons Bay	2006	2654
Woollahra	2006	2641
Coogee - Clovelly	2006	2016
Malabar - La Perouse - Chifley	2006	1362
Kensington (NSW)	2006	1544
Kingsford	2006	1300
Maroubra - North	2006	1643
Maroubra - South	2006	1290
Maroubra - West	2006	1377
Randwick - North	2006	1805
Randwick - South	2006	1753
Bass Hill - Georges Hall	2006	1079
Chullora	2006	0
Condell Park	2006	1046
Greenacre - Mount Lewis	2006	954
Padstow	2006	1301
Panania - Milperra - Picnic Point	2006	1371
Revesby	2006	1199
Yagoona - Birrong	2006	1018
Bankstown - North	2006	826
Bankstown - South	2006	857
Belmore - Belfield	2006	1032
Canterbury (South) - Campsie	2006	896
Kingsgrove (North) - Earlwood	2006	1232
Punchbowl	2006	890
Roselands	2006	1128
Lakemba	2006	730
Wiley Park	2006	750
Hurstville	2006	1066
Mortdale - Penshurst	2006	1339
Narwee - Beverly Hills	2006	1143
Oatley - Hurstville Grove	2006	1730
Peakhurst - Lugarno	2006	1385
Riverwood	2006	896
South Hurstville - Blakehurst	2006	1351
Arncliffe - Bardwell Valley	2006	1166
Bexley	2006	1186
Kingsgrove (South) - Bardwell Park	2006	1204
Kogarah	2006	1179
Kogarah Bay - Carlton - Allawah	2006	1230
Monterey - Brighton-le-Sands - Kyeemagh	2006	1184
Rockdale - Banksia	2006	1154
Sans Souci - Ramsgate	2006	1267
Concord - Mortlake - Cabarita	2006	1757
Concord West - North Strathfield	2006	1715
Drummoyne - Rodd Point	2006	2045
Five Dock - Abbotsford	2006	1693
Balmain	2006	2643
Leichhardt - Annandale	2006	2049
Lilyfield - Rozelle	2006	2397
Ashfield	2006	1212
Burwood - Croydon	2006	1232
Canterbury (North) - Ashbury	2006	1322
Croydon Park - Enfield	2006	1243
Dulwich Hill - Lewisham	2006	1361
Haberfield - Summer Hill	2006	1496
Homebush	2006	1117
Strathfield	2006	1391
Strathfield South	2006	1338
Chatswood (East) - Artarmon	2006	1727
Chatswood (West) - Lane Cove North	2006	1964
Lane Cove - Greenwich	2006	2476
St Leonards - Naremburn	2006	2410
Willoughby - Castle Cove - Northbridge	2006	2457
Asquith - Mount Colah	2006	1762
Berowra - Brooklyn - Cowan	2006	1750
Normanhurst - Thornleigh - Westleigh	2006	1915
Hornsby - East	2006	1301
Hornsby - West	2006	1566
Waitara - Wahroonga (West)	2006	1578
Gordon - Killara	2006	2535
Lindfield - Roseville	2006	2600
Pymble	2006	2609
St Ives	2006	2467
Turramurra	2006	2221
Wahroonga (East) - Warrawee	2006	2590
Cremorne - Cammeray	2006	2535
Crows Nest - Waverton	2006	2398
Mosman	2006	2675
Neutral Bay - Kirribilli	2006	2534
North Sydney - Lavender Bay	2006	2568
Balgowlah - Clontarf - Seaforth	2006	2327
Manly - Fairlight	2006	2205
Avalon - Palm Beach	2006	1764
Bayview - Elanora Heights	2006	1892
Newport - Bilgola	2006	1882
Warriewood - Mona Vale	2006	1669
Beacon Hill - Narraweena	2006	1461
Cromer	2006	1596
Dee Why - North Curl Curl	2006	1471
Forestville - Killarney Heights	2006	1814
Frenchs Forest - Belrose	2006	1870
Freshwater - Brookvale	2006	1795
Manly Vale - Allambie Heights	2006	1693
Narrabeen - Collaroy	2006	1674
Terrey Hills - Duffys Forest	2006	1817
Camden - Ellis Lane	2006	1429
Elderslie - Harrington Park	2006	1502
Mount Annan - Currans Hill	2006	1501
Bradbury - Wedderburn	2006	1092
Campbelltown - Woodbine	2006	1192
Claymore - Eagle Vale - Raby	2006	1220
Holsworthy Military Area	2006	0
Ingleburn - Denham Court	2006	1234
Leumeah - Minto Heights	2006	1249
Macquarie Fields - Glenfield	2006	1076
Minto - St Andrews	2006	1130
Rosemeadow - Glen Alpine	2006	1220
Bargo	2006	1213
Douglas Park - Appin	2006	1441
Picton - Tahmoor - Buxton	2006	1227
The Oaks - Oakdale	2006	1385
Blackheath - Megalong Valley	2006	1022
Blaxland - Warrimoo - Lapstone	2006	1657
Blue Mountains - North	2006	0
Katoomba - Leura	2006	1076
Lawson - Hazelbrook - Linden	2006	1253
Springwood - Winmalee	2006	1486
Wentworth Falls	2006	1156
Blue Mountains - South	2006	0
Cambridge Park	2006	1302
Castlereagh - Cranebrook	2006	1318
Emu Plains - Leonay	2006	1486
Glenmore Park - Regentville	2006	1626
Jamisontown - South Penrith	2006	1286
Kingswood - Werrington	2006	1144
Mulgoa - Luddenham - Orchard Hills	2006	1461
Penrith	2006	1073
Warragamba - Silverdale	2006	1392
Richmond - Clarendon	2006	1172
Windsor - Bligh Park	2006	1234
Yarramundi - Londonderry	2006	1273
Erskine Park	2006	1525
St Clair	2006	1404
Colyton - Oxley Park	2006	1096
St Marys - North St Marys	2006	962
Homebush Bay - Silverwater	2006	1752
Rookwood Cemetery	2006	0
Auburn - Central	2006	791
Auburn - North	2006	720
Auburn - South	2006	857
Berala	2006	1017
Lidcombe	2006	1079
Regents Park	2006	1005
Carlingford	2006	1477
Ermington - Rydalmere	2006	1241
Oatlands - Dundas Valley	2006	1329
Chester Hill - Sefton	2006	1005
Fairfield - East	2006	828
Granville - Clyde	2006	981
Greystanes - Pemulwuy	2006	1292
Guildford - South Granville	2006	868
Guildford West - Merrylands West	2006	1053
Merrylands - Holroyd	2006	1032
Smithfield Industrial	2006	0
Yennora Industrial	2006	0
North Parramatta	2006	1198
North Rocks	2006	1751
Northmead	2006	1399
Parramatta - Rosehill	2006	1055
Toongabbie - Constitution Hill	2006	1248
Winston Hills	2006	1592
Pendle Hill - Girraween	2006	1141
Wentworthville - Westmead	2006	1188
Epping - North Epping	2006	1727
Pennant Hills - Cheltenham	2006	2097
Eastwood - Denistone	2006	1517
Gladesville - Huntleys Point	2006	1845
Hunters Hill - Woolwich	2006	2564
Macquarie Park - Marsfield	2006	1420
North Ryde - East Ryde	2006	1585
West Ryde - Meadowbank	2006	1336
Putney	2006	1878
Ryde	2006	1365
Ashcroft - Busby - Miller	2006	695
Austral - Greendale	2006	1116
Cobbitty - Leppington	2006	1225
Badgerys Creek	2006	1109
Cecil Hills	2006	1439
Green Valley	2006	1137
Hinchinbrook	2006	1217
Hoxton Park - Carnes Hill - Horningsea Park	2006	1317
West Hoxton - Middleton Grange	2006	1393
Bonnyrigg Heights - Bonnyrigg	2006	949
Bossley Park - Abbotsbury	2006	1243
Cabramatta - Lansvale	2006	690
Cabramatta West - Mount Pritchard	2006	856
Canley Vale - Canley Heights	2006	767
Edensor Park	2006	1174
Fairfield	2006	735
Fairfield - West	2006	948
Greenfield Park - Prairiewood	2006	1119
Horsley Park - Kemps Creek	2006	1366
Smithfield - Wetherill Park	2006	1055
St Johns Park - Wakeley	2006	1094
Wetherill Park Industrial	2006	0
Casula	2006	1200
Chipping Norton - Moorebank	2006	1379
Holsworthy - Wattle Grove	2006	1582
Liverpool	2006	896
Lurnea - Cartwright	2006	822
Prestons - Edmondson Park	2006	1447
Warwick Farm	2006	759
Gymea - Grays Point	2006	1740
Miranda - Yowie Bay	2006	1387
Sylvania - Taren Point	2006	1475
Caringbah	2006	1290
Caringbah South	2006	1768
Cronulla - Kurnell - Bundeena	2006	1567
Lilli Pilli - Port Hacking - Dolans Bay	2006	2205
Woolaware - Burraneer	2006	1889
Heathcote - Waterfall	2006	1566
Illawong - Alfords Point	2006	2057
Menai - Lucas Heights - Woronora	2006	1848
Oyster Bay - Como - Jannali	2006	1782
Royal National Park	2006	0
Sutherland - Kirrawee	2006	1437
Engadine	2006	1559
Loftus - Yarrawarrah	2006	1666
Woronora Heights	2006	2162
Migratory - Offshore - Shipping (NSW)	2006	0
No usual address (NSW)	2006	0
Alfredton	2006	1248
Ballarat	2006	1230
Ballarat - North	2006	1107
Ballarat - South	2006	958
Buninyong	2006	1262
Delacombe	2006	1077
Smythes Creek	2006	1172
Wendouree - Miners Rest	2006	891
Bacchus Marsh Region	2006	1109
Creswick - Clunes	2006	962
Daylesford	2006	889
Gordon (Vic.)	2006	1088
Avoca	2006	702
Beaufort	2006	865
Golden Plains - North	2006	916
Maryborough (Vic.)	2006	707
Maryborough Region	2006	703
Bendigo	2006	896
California Gully - Eaglehawk	2006	870
East Bendigo - Kennington	2006	1151
Flora Hill - Spring Gully	2006	1119
Kangaroo Flat - Golden Square	2006	981
Maiden Gully	2006	1275
Strathfieldsaye	2006	1370
White Hills - Ascot	2006	1083
Bendigo Region - South	2006	1157
Castlemaine	2006	906
Castlemaine Region	2006	925
Heathcote	2006	658
Kyneton	2006	1085
Woodend	2006	1300
Bendigo Region - North	2006	1054
Loddon	2006	764
Bannockburn	2006	1299
Golden Plains - South	2006	1128
Winchelsea	2006	1150
Belmont	2006	1058
Corio - Norlane	2006	766
Geelong	2006	1139
Geelong West - Hamlyn Heights	2006	1140
Grovedale	2006	1158
Highton	2006	1402
Lara	2006	1293
Leopold	2006	1178
Newcomb - Moolap	2006	936
Newtown (Vic.)	2006	1421
North Geelong - Bell Park	2006	1021
Clifton Springs	2006	1072
Lorne - Anglesea	2006	1081
Ocean Grove - Barwon Heads	2006	1201
Portarlington	2006	754
Point Lonsdale - Queenscliff	2006	1126
Torquay	2006	1280
Alexandra	2006	978
Euroa	2006	925
Kilmore - Broadford	2006	1115
Mansfield (Vic.)	2006	1020
Nagambie	2006	964
Seymour	2006	909
Seymour Region	2006	1161
Upper Yarra Valley	2006	812
Yea	2006	1036
Benalla	2006	994
Benalla Region	2006	1031
Rutherglen	2006	1152
Wangaratta	2006	1022
Wangaratta Region	2006	1082
Beechworth	2006	1055
Bright - Mount Beauty	2006	961
Chiltern - Indigo Valley	2006	1138
Myrtleford	2006	977
Towong	2006	993
West Wodonga	2006	1188
Wodonga	2006	1115
Yackandandah	2006	1233
Drouin	2006	1064
Mount Baw Baw Region	2006	1082
Trafalgar (Vic.)	2006	1104
Warragul	2006	1134
Alps - East	2006	0
Bairnsdale	2006	944
Bruthen - Omeo	2006	969
Lake King	2006	0
Lakes Entrance	2006	773
Orbost	2006	740
Paynesville	2006	850
Foster	2006	882
French Island	2006	725
Korumburra	2006	1036
Leongatha	2006	1075
Phillip Island	2006	870
Wilsons Promontory	2006	0
Wonthaggi - Inverloch	2006	846
Churchill	2006	1161
Moe - Newborough	2006	888
Morwell	2006	809
Traralgon	2006	1176
Yallourn North - Glengarry	2006	1178
Alps - West	2006	0
Longford - Loch Sport	2006	868
Maffra	2006	1044
Rosedale	2006	1140
Sale	2006	1042
Yarram	2006	869
Brunswick	2006	1275
Brunswick East	2006	1327
Brunswick West	2006	1219
Coburg	2006	1172
Pascoe Vale South	2006	1306
Alphington - Fairfield	2006	1501
Northcote	2006	1472
Thornbury	2006	1165
Ascot Vale	2006	1449
Essendon - Aberfeldie	2006	1599
Flemington	2006	1085
Moonee Ponds	2006	1643
Carlton	2006	995
Docklands	2006	2167
East Melbourne	2006	2308
Flemington Racecourse	2006	0
Kensington (Vic.)	2006	1851
Melbourne	2006	1158
North Melbourne	2006	1351
Parkville	2006	1696
South Yarra - West	2006	2411
Southbank	2006	1824
West Melbourne	2006	0
Albert Park	2006	2229
Elwood	2006	1945
Port Melbourne	2006	2093
Port Melbourne Industrial	2006	0
South Melbourne	2006	1842
St Kilda	2006	1823
St Kilda East	2006	1455
Armadale	2006	2008
Prahran - Windsor	2006	1751
South Yarra - East	2006	1868
Toorak	2006	2553
Abbotsford	2006	1649
Carlton North - Princes Hill	2006	1765
Collingwood	2006	1134
Fitzroy	2006	1367
Fitzroy North	2006	1735
Richmond (Vic.)	2006	1645
Yarra - North	2006	2052
Ashburton (Vic.)	2006	1744
Balwyn	2006	1783
Balwyn North	2006	1722
Camberwell	2006	2172
Glen Iris - East	2006	2258
Hawthorn	2006	2076
Hawthorn East	2006	2089
Kew	2006	2112
Kew East	2006	1804
Surrey Hills (West) - Canterbury	2006	2382
Bulleen	2006	1200
Doncaster	2006	1230
Templestowe	2006	1736
Templestowe Lower	2006	1354
Doncaster East (North)	2006	1468
Doncaster East (South)	2006	1150
Blackburn	2006	1423
Blackburn South	2006	1337
Box Hill	2006	1260
Box Hill North	2006	1339
Burwood	2006	1221
Burwood East	2006	1180
Surrey Hills (East) - Mont Albert	2006	1979
Beaumaris	2006	1880
Brighton (Vic.)	2006	2502
Brighton East	2006	1905
Cheltenham - Highett (West)	2006	1398
Hampton	2006	1785
Sandringham - Black Rock	2006	1952
Bentleigh - McKinnon	2006	1529
Carnegie	2006	1396
Caulfield - North	2006	1808
Caulfield - South	2006	1609
Elsternwick	2006	1693
Hughesdale	2006	1363
Murrumbeena	2006	1496
Ormond - Glen Huntly	2006	1402
Bentleigh East (North)	2006	1313
Bentleigh East (South)	2006	1293
Aspendale Gardens - Waterways	2006	1500
Braeside	2006	0
Carrum - Patterson Lakes	2006	1317
Chelsea - Bonbeach	2006	1134
Chelsea Heights	2006	1213
Cheltenham - Highett (East)	2006	1230
Edithvale - Aspendale	2006	1308
Mentone	2006	1366
Moorabbin - Heatherton	2006	1353
Moorabbin Airport	2006	0
Mordialloc - Parkdale	2006	1419
Malvern - Glen Iris	2006	2197
Malvern East	2006	1935
Bundoora - East	2006	1161
Greensborough	2006	1418
Heidelberg - Rosanna	2006	1427
Heidelberg West	2006	916
Ivanhoe	2006	1688
Ivanhoe East - Eaglemont	2006	2167
Montmorency - Briar Hill	2006	1441
Viewbank - Yallambie	2006	1388
Watsonia	2006	1231
Kingsbury	2006	1238
Reservoir - East	2006	924
Reservoir - West	2006	964
Preston - East	2006	1027
Preston - West	2006	1154
Eltham	2006	1758
Hurstbridge	2006	1448
Kinglake	2006	1171
Panton Hill - St Andrews	2006	1487
Plenty - Yarrambat	2006	1684
Research - North Warrandyte	2006	1818
Wattle Glen - Diamond Creek	2006	1538
Bundoora - North	2006	1339
Bundoora - West	2006	1105
Lalor	2006	850
Mill Park - North	2006	1227
Mill Park - South	2006	1182
Thomastown	2006	843
Wallan	2006	1235
Whittlesea	2006	1209
Doreen	2006	1559
Epping - East	2006	1178
Epping - South	2006	1074
Epping - West	2006	1008
Mernda	2006	1130
South Morang (North)	2006	1436
South Morang (South)	2006	1282
Wollert	2006	1211
Airport West	2006	1087
Essendon Airport	2006	0
Keilor	2006	1323
Keilor East	2006	1131
Niddrie - Essendon West	2006	1303
Strathmore	2006	1588
Gisborne	2006	1475
Macedon	2006	1474
Riddells Creek	2006	1455
Romsey	2006	1201
Coburg North	2006	988
Fawkner	2006	769
Pascoe Vale	2006	1165
Glenroy	2006	916
Gowanbrae	2006	1516
Hadfield	2006	908
Sunbury	2006	1404
Sunbury - South	2006	1280
Broadmeadows	2006	698
Campbellfield - Coolaroo	2006	677
Gladstone Park - Westmeadows	2006	1165
Greenvale - Bulla	2006	1447
Meadow Heights	2006	763
Melbourne Airport	2006	1292
Roxburgh Park - Somerton	2006	1093
Tullamarine	2006	1098
Craigieburn - Central	2006	1145
Craigieburn - North	2006	1309
Craigieburn - South	2006	1190
Craigieburn - West	2006	1218
Mickleham - Yuroke	2006	1422
Bayswater	2006	1146
Knoxfield - Scoresby	2006	1262
Lysterfield	2006	1712
Rowville - Central	2006	1427
Rowville - North	2006	1495
Rowville - South	2006	1555
Wantirna	2006	1389
Wantirna South	2006	1412
Boronia	2006	1147
Ferntree Gully (North)	2006	1161
Ferntree Gully (South) - Upper Ferntree Gully	2006	1241
The Basin	2006	1311
Donvale - Park Orchards	2006	1671
Warrandyte - Wonga Park	2006	1859
Bayswater North	2006	1229
Croydon Hills - Warranwood	2006	1590
Ringwood	2006	1195
Ringwood East	2006	1270
Ringwood North	2006	1525
Croydon - East	2006	1124
Croydon - West	2006	1185
Croydon South	2006	1247
Forest Hill	2006	1196
Mitcham (Vic.)	2006	1358
Nunawading	2006	1289
Vermont	2006	1365
Vermont South	2006	1571
Belgrave - Selby	2006	1344
Chirnside Park	2006	1293
Healesville - Yarra Glen	2006	1090
Kilsyth	2006	1157
Lilydale - Coldstream	2006	1248
Monbulk - Silvan	2006	1164
Montrose	2006	1340
Mooroolbark	2006	1239
Mount Dandenong - Olinda	2006	1376
Mount Evelyn	2006	1225
Upwey - Tecoma	2006	1351
Wandin - Seville	2006	1178
Yarra Valley	2006	1018
Beaconsfield - Officer	2006	1444
Bunyip - Garfield	2006	1156
Emerald - Cockatoo	2006	1297
Koo Wee Rup	2006	1080
Pakenham - North	2006	1130
Pakenham - South	2006	1110
Berwick - North	2006	1369
Berwick - South	2006	1400
Doveton	2006	780
Hallam	2006	1102
Narre Warren North	2006	1661
Endeavour Hills - North	2006	1160
Endeavour Hills - South	2006	1182
Narre Warren - North East	2006	1237
Narre Warren - South West	2006	1118
Cranbourne	2006	1037
