SA2_NAME16	Year	averageNumberOfPersonsPerBedroom
Mount Isa Region	2016	0.9
Northern Highlands	2016	0.8
Barcaldine - Blackall	2016	0.8
Charleville	2016	0.8
Far Central West	2016	0.8
Far South West	2016	0.8
Longreach	2016	0.8
Buderim - North	2016	0.7
Buderim - South	2016	0.8
Mountain Creek	2016	0.8
Sippy Downs	2016	0.8
Aroona - Currimundi	2016	0.8
Buddina - Minyama	2016	0.7
Caloundra - Kings Beach	2016	0.8
Caloundra - West	2016	0.8
Golden Beach - Pelican Waters	2016	0.7
Moffat Beach - Battery Hill	2016	0.8
Parrearra - Warana	2016	0.8
Wurtulla - Birtinya	2016	0.8
Coolum Beach	2016	0.8
Marcoola - Mudjimba	2016	0.8
Maroochydore - Kuluin	2016	0.8
Mooloolaba - Alexandra Headland	2016	0.8
Noosa Heads	2016	0.7
Noosaville	2016	0.7
Sunshine Beach	2016	0.8
Tewantin	2016	0.7
Peregian Beach - Marcus Beach	2016	0.8
Peregian Springs	2016	0.8
Beerwah	2016	0.8
Caloundra Hinterland	2016	0.8
Glass House Mountains	2016	0.8
Landsborough	2016	0.8
Maroochy Hinterland	2016	0.8
Palmwoods	2016	0.8
Bli Bli	2016	0.8
Diddillibah - Rosemount	2016	0.8
Eumundi - Yandina	2016	0.8
Nambour	2016	0.8
Noosa Hinterland	2016	0.8
Cambooya - Wyreema	2016	0.8
Darling Heights	2016	0.8
Drayton - Harristown	2016	0.8
Gatton	2016	0.8
Gowrie (Qld)	2016	0.8
Highfields	2016	0.7
Lockyer Valley - West	2016	0.8
Middle Ridge	2016	0.7
Newtown (Qld)	2016	0.8
North Toowoomba - Harlaxton	2016	0.8
Rangeville	2016	0.7
Toowoomba - Central	2016	0.8
Toowoomba - East	2016	0.7
Toowoomba - West	2016	0.8
Wilsonton	2016	0.8
Ayr	2016	0.8
Burdekin	2016	0.8
Charters Towers	2016	0.8
Dalrymple	2016	0.8
Ingham	2016	0.7
Ingham Region	2016	0.8
Palm Island	2016	1.5
Aitkenvale	2016	0.8
Annandale	2016	0.8
Belgian Gardens - Pallarenda	2016	0.8
Bohle Plains	2016	0.8
Condon - Rasmussen	2016	0.8
Cranbrook	2016	0.8
Deeragun	2016	0.8
Douglas	2016	0.8
Garbutt - West End	2016	0.8
Gulliver - Currajong - Vincent	2016	0.8
Heatley	2016	0.8
Hermit Park - Rosslea	2016	0.8
Hyde Park - Pimlico	2016	0.8
Kelso	2016	0.8
Kirwan - East	2016	0.8
Kirwan - West	2016	0.8
Magnetic Island	2016	0.7
Mount Louisa	2016	0.8
Mundingburra	2016	0.8
Northern Beaches	2016	0.9
Oonoonba	2016	0.8
South Townsville - Railway Estate	2016	0.8
Townsville - South	2016	0.9
Townsville City - North Ward	2016	0.8
Wulguru - Roseneath	2016	0.8
Ashfield - Kepnock	2016	0.8
Bargara - Burnett Heads	2016	0.7
Branyan - Kensington	2016	0.8
Bundaberg	2016	0.8
Bundaberg East - Kalkie	2016	0.8
Bundaberg North - Gooburrum	2016	0.8
Bundaberg Region - North	2016	0.8
Bundaberg Region - South	2016	0.8
Millbank - Avoca	2016	0.7
Svensson Heights - Norville	2016	0.8
Walkervale - Avenell Heights	2016	0.8
Gayndah - Mundubbera	2016	0.8
Gin Gin	2016	0.8
Kingaroy	2016	0.7
Kingaroy Region - North	2016	0.8
Kingaroy Region - South	2016	0.8
Monto - Eidsvold	2016	0.8
Nanango	2016	0.8
North Burnett	2016	0
Cooloola	2016	0.7
Gympie - North	2016	0.8
Gympie - South	2016	0.7
Gympie Region	2016	0.8
Kilkivan	2016	0.8
Booral - River Heads	2016	0.8
Craignish - Dundowran Beach	2016	0.7
Pialba - Eli Waters	2016	0.7
Point Vernon	2016	0.7
Torquay - Scarness - Kawungan	2016	0.7
Urangan - Wondunna	2016	0.7
Burrum - Fraser	2016	0.8
Granville	2016	0.8
Maryborough (Qld)	2016	0.8
Maryborough Region - South	2016	0.8
Tinana	2016	0.8
Migratory - Offshore - Shipping (Qld)	2016	0
No usual address (Qld)	2016	0
Adelaide	2016	1
North Adelaide	2016	0.9
Adelaide Hills	2016	0.8
Aldgate - Stirling	2016	0.8
Hahndorf - Echunga	2016	0.8
Lobethal - Woodside	2016	0.8
Mount Barker	2016	0.8
Mount Barker Region	2016	0.8
Nairne	2016	0.8
Uraidla - Summertown	2016	0.8
Burnside - Wattle Park	2016	0.8
Glenside - Beaumont	2016	0.8
Toorak Gardens	2016	0.8
Athelstone	2016	0.8
Paradise - Newton	2016	0.8
Rostrevor - Magill	2016	0.8
Norwood (SA)	2016	0.8
Payneham - Felixstow	2016	0.8
St Peters - Marden	2016	0.8
Nailsworth - Broadview	2016	0.9
Prospect	2016	0.9
Walkerville	2016	0.8
Goodwood - Millswood	2016	0.9
Unley - Parkside	2016	0.8
Gawler - North	2016	0.8
Gawler - South	2016	0.8
Lewiston - Two Wells	2016	0.8
Craigmore - Blakeview	2016	0.8
Davoren Park	2016	0.8
Elizabeth	2016	0.8
Elizabeth East	2016	0.8
Munno Para West - Angle Vale	2016	0.8
One Tree Hill	2016	0.8
Smithfield - Elizabeth North	2016	0.8
Virginia - Waterloo Corner	2016	0.8
Enfield - Blair Athol	2016	0.9
Northgate - Oakden - Gilles Plains	2016	0.8
Windsor Gardens	2016	0.8
Dry Creek - North	2016	0
Ingle Farm	2016	0.8
Para Hills	2016	0.8
Parafield	2016	0
Parafield Gardens	2016	0.9
Paralowie	2016	0.9
Salisbury	2016	0.8
Salisbury East	2016	0.8
Salisbury North	2016	0.9
Mawson Lakes - Globe Derby Park	2016	0.8
Pooraka - Cavan	2016	0.8
Golden Grove	2016	0.8
Greenwith	2016	0.8
Highbury - Dernancourt	2016	0.8
Hope Valley - Modbury	2016	0.8
Modbury Heights	2016	0.8
Redwood Park	2016	0.8
St Agnes - Ridgehaven	2016	0.7
Brighton (SA)	2016	0.8
Glenelg (SA)	2016	0.8
Edwardstown	2016	0.8
Hallett Cove	2016	0.8
Marino - Seaview Downs	2016	0.8
Mitchell Park	2016	0.8
Morphettville	2016	0.8
Sheidow Park - Trott Park	2016	0.8
Warradale	2016	0.8
Belair	2016	0.8
Bellevue Heights	2016	0.8
Blackwood	2016	0.8
Colonel Light Gardens	2016	0.9
Mitcham (SA)	2016	0.8
Panorama	2016	0.8
Aberfoyle Park	2016	0.8
Aldinga	2016	0.8
Christie Downs	2016	0.7
Christies Beach	2016	0.8
Clarendon	2016	0.8
Coromandel Valley	2016	0.8
Flagstaff Hill	2016	0.8
Hackham - Onkaparinga Hills	2016	0.7
Hackham West - Huntfield Heights	2016	0.8
Happy Valley	2016	0.8
Happy Valley Reservoir	2016	0
Lonsdale	2016	1
McLaren Vale	2016	0.8
Morphett Vale - East	2016	0.7
Morphett Vale - West	2016	0.7
Reynella	2016	0.8
Seaford (SA)	2016	0.8
Willunga	2016	0.8
Woodcroft	2016	0.8
Beverley	2016	0.8
Flinders Park	2016	0.8
Henley Beach	2016	0.8
Hindmarsh - Brompton	2016	0.8
Royal Park - Hendon - Albert Park	2016	0.8
Seaton - Grange	2016	0.8
West Lakes	2016	0.7
Woodville - Cheltenham	2016	0.9
Dry Creek - South	2016	0
Largs Bay - Semaphore	2016	0.8
North Haven	2016	0.8
Port Adelaide	2016	0.8
The Parks	2016	0.9
Torrens Island	2016	0
Adelaide Airport	2016	0
Fulham	2016	0.8
Lockleys	2016	0.8
Plympton	2016	0.9
Richmond (SA)	2016	0.9
West Beach	2016	0.8
Barossa - Angaston	2016	0.8
Light	2016	0.8
Lyndoch	2016	0.8
Mallala	2016	0.8
Nuriootpa	2016	0.7
Tanunda	2016	0.7
Clare	2016	0.7
Gilbert Valley	2016	0.7
Goyder	2016	0.7
Wakefield - Barunga West	2016	0.8
Jamestown	2016	0.7
Peterborough - Mount Remarkable	2016	0.7
Port Pirie	2016	0.7
Port Pirie Region	2016	0.7
Kadina	2016	0.7
Moonta	2016	0.7
Wallaroo	2016	0.7
Yorke Peninsula - North	2016	0.7
Yorke Peninsula - South	2016	0.7
Ceduna	2016	0.8
Eyre Peninsula	2016	0.8
Kimba - Cleve - Franklin Harbour	2016	0.7
Le Hunte - Elliston	2016	0.8
Port Lincoln	2016	0.8
West Coast (SA)	2016	0.8
Western	2016	1.5
Whyalla	2016	0.7
Whyalla - North	2016	0
APY Lands	2016	1.3
Coober Pedy	2016	0.8
Quorn - Lake Gilles	2016	0.7
Outback	2016	0.7
Port Augusta	2016	0.8
Roxby Downs	2016	0.8
Goolwa - Port Elliot	2016	0.7
Kangaroo Island	2016	0.7
Strathalbyn	2016	0.7
Strathalbyn Region	2016	0.8
Victor Harbor	2016	0.7
Yankalilla	2016	0.7
Grant	2016	0.8
Kingston - Robe	2016	0.7
Millicent	2016	0.7
Naracoorte	2016	0.8
Naracoorte Region	2016	0.7
Penola	2016	0.8
Tatiara	2016	0.7
Wattle Range	2016	0.8
Mount Gambier - East	2016	0.7
Mount Gambier - West	2016	0.8
Barmera	2016	0.8
Berri	2016	0.7
Karoonda - Lameroo	2016	0.7
Loxton	2016	0.8
Loxton Region	2016	0.8
Mannum	2016	0.7
Murray Bridge	2016	0.8
Murray Bridge Region	2016	0.8
Renmark	2016	0.8
Renmark Region	2016	0.8
The Coorong	2016	0.7
Waikerie	2016	0.8
Migratory - Offshore - Shipping (SA)	2016	0
No usual address (SA)	2016	0
Augusta	2016	0.8
Busselton	2016	0.7
Busselton Region	2016	0.8
Margaret River	2016	0.8
Australind - Leschenault	2016	0.7
Capel	2016	0.7
College Grove - Carey Park	2016	0.7
Collie	2016	0.7
Dardanup	2016	0.8
Davenport	2016	1
Eaton - Pelican Point	2016	0.7
Harvey	2016	0.8
East Bunbury - Glen Iris	2016	0.7
Waroona	2016	0.8
Dalyellup	2016	0.8
Gelorup - Stratham	2016	0.8
South Bunbury - Bunbury	2016	0.7
Withers - Usher	2016	0.8
Bridgetown - Boyup Brook	2016	0.7
Donnybrook - Balingup	2016	0.7
Manjimup	2016	0.7
Pemberton	2016	0.8
Dawesville - Bouvard	2016	0.7
Falcon - Wannanup	2016	0.7
Greenfields	2016	0.7
Halls Head - Erskine	2016	0.7
Mandurah	2016	0.7
Mandurah - East	2016	0.7
Mandurah - North	2016	0.8
Mandurah - South	2016	0.7
Pinjarra	2016	0.8
City Beach	2016	0.7
Claremont (WA)	2016	0.8
Cottesloe	2016	0.8
Floreat	2016	0.8
Mosman Park - Peppermint Grove	2016	0.8
Nedlands - Dalkeith - Crawley	2016	0.8
Swanbourne - Mount Claremont	2016	0.8
Kings Park (WA)	2016	1
Mount Hawthorn - Leederville	2016	0.9
Mount Lawley - Inglewood	2016	0.9
North Perth	2016	0.8
Perth City	2016	1
Subiaco - Shenton Park	2016	0.9
Wembley - West Leederville - Glendalough	2016	0.9
Bassendean - Eden Hill - Ashfield	2016	0.8
Bayswater - Embleton - Bedford	2016	0.8
Maylands	2016	0.9
Morley	2016	0.8
Noranda	2016	0.7
Chidlow	2016	0.8
Glen Forrest - Darlington	2016	0.8
Helena Valley - Koongamia	2016	0.8
Malmalling - Reservoir	2016	0.5
Mundaring	2016	0.8
Swan View - Greenmount - Midvale	2016	0.7
Avon Valley National Park	2016	0
Ballajura	2016	0.8
Beechboro	2016	0.8
Bullsbrook	2016	0.8
Ellenbrook	2016	0.8
Gidgegannup	2016	0.8
Hazelmere - Guildford	2016	0.7
Lockridge - Kiara	2016	0.8
Malaga	2016	0
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2016	0.8
Midland - Guildford	2016	0.8
Stratton - Jane Brook	2016	0.7
The Vines	2016	0.8
Walyunga National Park	2016	0
Craigie - Beldon	2016	0.7
Currambine - Kinross	2016	0.8
Duncraig	2016	0.7
Greenwood - Warwick	2016	0.7
Heathridge - Connolly	2016	0.7
Hillarys	2016	0.7
Iluka - Burns Beach	2016	0.8
Joondalup - Edgewater	2016	0.8
Kingsley	2016	0.7
Mullaloo - Kallaroo	2016	0.7
Ocean Reef	2016	0.7
Padbury	2016	0.7
Sorrento - Marmion	2016	0.7
Woodvale	2016	0.7
Balcatta - Hamersley	2016	0.7
Balga - Mirrabooka	2016	0.9
Dianella	2016	0.8
Herdsman	2016	0
Innaloo - Doubleview	2016	0.8
Karrinyup - Gwelup - Carine	2016	0.8
Nollamara - Westminster	2016	0.8
Osborne Park Industrial	2016	0
Scarborough	2016	0.8
Stirling - Osborne Park	2016	0.8
Trigg - North Beach - Watermans Bay	2016	0.8
Tuart Hill - Joondanna	2016	0.8
Wembley Downs - Churchlands - Woodlands	2016	0.8
Yokine - Coolbinia - Menora	2016	0.8
Alexander Heights - Koondoola	2016	0.8
Butler - Merriwa - Ridgewood	2016	0.8
Carramar	2016	0.8
Clarkson	2016	0.8
Girrawheen	2016	0.9
Madeley - Darch - Landsdale	2016	0.8
Marangaroo	2016	0.8
Mindarie - Quinns Rocks - Jindalee	2016	0.8
Neerabup National Park	2016	0
Tapping - Ashby - Sinagra	2016	0.8
Wanneroo	2016	0.7
Alkimos - Eglinton	2016	0.7
Carabooda - Pinjar	2016	0.8
Two Rocks	2016	0.7
Yanchep	2016	0.7
Armadale - Wungong - Brookdale	2016	0.8
Ashendon - Lesley	2016	0
Camillo - Champion Lakes	2016	0.8
Forrestdale - Harrisdale - Piara Waters	2016	0.8
Kelmscott	2016	0.7
Mount Nasura - Mount Richon - Bedfordale	2016	0.7
Roleystone	2016	0.8
Seville Grove	2016	0.8
Belmont - Ascot - Redcliffe	2016	0.8
East Victoria Park - Carlisle	2016	0.8
Kewdale Commercial	2016	0
Perth Airport	2016	0
Rivervale - Kewdale - Cloverdale	2016	0.8
Victoria Park - Lathlain - Burswood	2016	0.9
Bentley - Wilson - St James	2016	0.8
Canning Vale - West	2016	0.8
Canning Vale Commercial	2016	0
Cannington - Queens Park	2016	0.9
Parkwood - Ferndale - Lynwood	2016	0.7
Riverton - Shelley - Rossmoyne	2016	0.8
Welshpool	2016	0
Willetton	2016	0.8
Beckenham - Kenwick - Langford	2016	0.8
Canning Vale - East	2016	0.8
Gosnells	2016	0.8
Huntingdale - Southern River	2016	0.8
Maddington - Orange Grove - Martin	2016	0.8
Thornlie	2016	0.8
Forrestfield - Wattle Grove	2016	0.8
High Wycombe	2016	0.7
Kalamunda - Maida Vale - Gooseberry Hill	2016	0.7
Lesmurdie - Bickley - Carmel	2016	0.8
Byford	2016	0.8
Mundijong	2016	0.8
Serpentine - Jarrahdale	2016	0.8
Como	2016	0.8
Manning - Waterford	2016	0.8
South Perth - Kensington	2016	0.8
Banjup	2016	0.8
Bibra Industrial	2016	0
Bibra Lake	2016	0
Coogee	2016	0.7
Coolbellup	2016	0.7
Hamilton Hill	2016	0.8
Henderson	2016	1
North Coogee	2016	0.9
South Lake - Cockburn Central	2016	0.8
Spearwood	2016	0.8
Success - Hammond Park	2016	0.8
Yangebup	2016	0.8
Beeliar - Wattleup	2016	0.8
Jandakot	2016	0.7
East Fremantle	2016	0.8
Fremantle	2016	0.8
Fremantle - South	2016	0.8
O'Connor (WA)	2016	1
Bertram - Wellard (West)	2016	0.8
Calista	2016	0.8
Hope Valley - Postans	2016	0.6
Kwinana Industrial	2016	0
Parmelia - Orelia	2016	0.8
Casuarina - Wandi	2016	0.7
Applecross - Ardross	2016	0.7
Bateman	2016	0.8
Bicton - Palmyra	2016	0.7
Booragoon	2016	0.7
Bull Creek	2016	0.8
Leeming	2016	0.7
Melville	2016	0.8
Murdoch - Kardinya	2016	0.7
Willagee	2016	0.8
Winthrop	2016	0.7
Baldivis	2016	0.8
Cooloongup	2016	0.7
Port Kennedy	2016	0.8
Rockingham	2016	0.7
Rockingham Lakes	2016	0
Safety Bay - Shoalwater	2016	0.7
Singleton - Golden Bay - Secret Harbour	2016	0.8
Waikiki	2016	0.7
Warnbro	2016	0.7
Albany	2016	0.7
Albany Region	2016	0.8
Bayonet Head - Lower King	2016	0.7
Denmark	2016	0.8
Gnowangerup	2016	0.7
Katanning	2016	0.8
Kojonup	2016	0.8
Little Grove - Elleker	2016	0.8
McKail - Willyung	2016	0.8
Plantagenet	2016	0.8
Stirling Range National Park	2016	0
Chittering	2016	0.8
Cunderdin	2016	0.8
Dowerin	2016	0.7
Gingin - Dandaragan	2016	0.7
Merredin	2016	0.7
Moora	2016	0.8
Mukinbudin	2016	0.7
Northam	2016	0.8
Toodyay	2016	0.7
York - Beverley	2016	0.7
Brookton	2016	0.7
Kulin	2016	0.7
Murray	2016	0.8
Narrogin	2016	0.7
Wagin	2016	0.7
Broome	2016	0.9
Derby - West Kimberley	2016	1.1
Halls Creek	2016	1.2
Kununurra	2016	1
Roebuck	2016	1.2
East Pilbara	2016	1.3
Newman	2016	0.9
Port Hedland	2016	0.9
South Hedland	2016	0.9
Ashburton (WA)	2016	0.9
Karratha	2016	0.9
Roebourne	2016	0.9
Esperance	2016	0.8
Esperance Region	2016	0.8
Carnarvon	2016	0.9
Exmouth	2016	0.9
Boulder	2016	0.8
Kalgoorlie	2016	0.8
Kalgoorlie - North	2016	0.8
Kalgoorlie Airport	2016	0
Kambalda - Coolgardie - Norseman	2016	0.8
Leinster - Leonora	2016	1
Trafalgar (WA)	2016	0
Geraldton	2016	0.7
Geraldton - East	2016	0.8
Geraldton - North	2016	0.8
Geraldton - South	2016	0.7
Irwin	2016	0.7
Meekatharra	2016	0.8
Morawa	2016	0.7
Northampton - Mullewa - Greenough	2016	0.8
Migratory - Offshore - Shipping (WA)	2016	0
No usual address (WA)	2016	0
Bridgewater - Gagebrook	2016	0.9
Brighton - Pontville	2016	0.8
Old Beach - Otago	2016	0.8
Bellerive - Rosny	2016	0.8
Cambridge	2016	0.8
Geilston Bay - Risdon	2016	0.7
Howrah - Tranmere	2016	0.7
Lindisfarne - Rose Bay	2016	0.8
Mornington - Warrane	2016	0.8
Risdon Vale	2016	0.8
Rokeby	2016	0.8
South Arm	2016	0.8
Austins Ferry - Granton	2016	0.8
Berriedale - Chigwell	2016	0.8
Claremont (Tas.)	2016	0.8
Derwent Park - Lutana	2016	0.8
Glenorchy	2016	0.8
Montrose - Rosetta	2016	0.8
Moonah	2016	0.8
New Norfolk	2016	0.8
West Moonah	2016	0.8
Kingston - Huntingfield	2016	0.8
Kingston Beach - Blackmans Bay	2016	0.8
Margate - Snug	2016	0.9
Mount Wellington	2016	0
Taroona - Bonnet Hill	2016	0.8
Hobart	2016	0.9
Lenah Valley - Mount Stuart	2016	0.8
Mount Nelson - Dynnyrne	2016	0.8
New Town	2016	0.8
Sandy Bay	2016	0.8
South Hobart - Fern Tree	2016	0.9
West Hobart	2016	0.8
Dodges Ferry - Lewisham	2016	0.8
Sorell - Richmond	2016	0.8
Invermay	2016	0.8
Kings Meadows - Punchbowl	2016	0.8
Launceston	2016	0.8
Legana	2016	0.8
Mowbray	2016	0.9
Newnham - Mayfield	2016	0.8
Newstead	2016	0.8
Norwood (Tas.)	2016	0.7
Prospect Vale - Blackstone	2016	0.8
Ravenswood	2016	0.8
Riverside	2016	0.8
South Launceston	2016	0.8
Summerhill - Prospect	2016	0.8
Trevallyn	2016	0.8
Waverley - St Leonards	2016	0.8
West Launceston	2016	0.8
Youngtown - Relbia	2016	0.8
Beauty Point - Beaconsfield	2016	0.8
Deloraine	2016	0.8
Grindelwald - Lanena	2016	0.8
Hadspen - Carrick	2016	0.8
Westbury	2016	0.8
Dilston - Lilydale	2016	0.8
George Town	2016	0.8
Longford	2016	0.8
Northern Midlands	2016	0.8
Perth - Evandale	2016	0.8
St Helens - Scamander	2016	0.8
Flinders and Cape Barren Islands	2016	0.7
Scottsdale - Bridport	2016	0.7
Central Highlands	2016	0.7
Derwent Valley	2016	0.8
Southern Midlands	2016	0.8
Wilderness - East	2016	0
Bruny Island - Kettering	2016	0.8
Cygnet	2016	0.8
Geeveston - Dover	2016	0.8
Huonville - Franklin	2016	0.8
Forestier - Tasman	2016	0.8
Triabunna - Bicheno	2016	0.7
Acton - Upper Burnie	2016	0.8
Burnie - Ulverstone Region	2016	0.8
Burnie - Wivenhoe	2016	0.7
Parklands - Camdale	2016	0.8
Penguin - Sulphur Creek	2016	0.8
Romaine - Havenview	2016	0.8
Somerset	2016	0.8
Ulverstone	2016	0.8
West Ulverstone	2016	0.8
Wynyard	2016	0.8
Devonport	2016	0.8
East Devonport	2016	0.8
Latrobe	2016	0.8
Miandetta - Don	2016	0.8
Port Sorell	2016	0.7
Quoiba - Spreyton	2016	0.8
Sheffield - Railton	2016	0.8
Turners Beach - Forth	2016	0.8
King Island	2016	0.7
North West	2016	0.8
Smithton	2016	0.8
Waratah	2016	0.8
West Coast (Tas.)	2016	0.7
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2016	0
No usual address (Tas.)	2016	0
Darwin Airport	2016	1
Darwin City	2016	1
East Point	2016	2
Fannie Bay - The Gardens	2016	0.8
Larrakeyah	2016	0.9
Ludmilla - The Narrows	2016	1
Parap	2016	1
Stuart Park	2016	0.9
Woolner - Bayview - Winnellie	2016	0.9
Alawa	2016	0.9
Anula	2016	0.9
Berrimah	2016	1
Brinkin - Nakara	2016	1
Buffalo Creek	2016	0
Charles Darwin	2016	0
Coconut Grove	2016	1
East Arm	2016	0
Jingili	2016	0.8
Karama	2016	1
Leanyer	2016	0.9
Lyons (NT)	2016	0.9
Malak - Marrara	2016	1
Millner	2016	1
Moil	2016	1
Nightcliff	2016	1
Rapid Creek	2016	1
Tiwi	2016	0.9
Wagaman	2016	1
Wanguri	2016	0.9
Wulagi	2016	0.9
Howard Springs	2016	1
Humpty Doo	2016	1
Koolpinyah	2016	0
Virginia	2016	1.1
Weddell	2016	1.1
Bakewell	2016	0.9
Driver	2016	1
Durack - Marlow Lagoon	2016	0.8
Gray	2016	1
Moulden	2016	0.9
Palmerston - North	2016	0.9
Palmerston - South	2016	0.9
Rosebery - Bellamack	2016	0.9
Woodroffe	2016	0.9
Charles	2016	0.9
East Side	2016	0.9
Flynn (NT)	2016	0.9
Larapinta	2016	0.9
Mount Johns	2016	0.9
Petermann - Simpson	2016	1.3
Ross	2016	1.1
Sandover - Plenty	2016	1.6
Tanami	2016	1.5
Yuendumu - Anmatjere	2016	1.5
Barkly	2016	1.4
Tennant Creek	2016	1
Alligator	2016	1.1
Daly	2016	1.4
Thamarrurr	2016	2
Tiwi Islands	2016	1.4
West Arnhem	2016	2
Anindilyakwa	2016	1.4
East Arnhem	2016	1.9
Nhulunbuy	2016	1
Elsey	2016	1.7
Gulf	2016	1.9
Katherine	2016	1
Victoria River	2016	1.4
Migratory - Offshore - Shipping (NT)	2016	0
No usual address (NT)	2016	0
Aranda	2016	0.8
Belconnen	2016	1.1
Bruce	2016	1
Charnwood	2016	0.8
Cook	2016	0.7
Dunlop	2016	0.8
Evatt	2016	0.8
Florey	2016	0.8
Flynn (ACT)	2016	0.8
Fraser	2016	0.7
Giralang	2016	0.8
Gooromon	2016	0
Hawker	2016	0.8
Higgins	2016	0.8
Holt	2016	0.8
Kaleen	2016	0.8
Latham	2016	0.8
Lawson	2016	0.8
Macgregor (ACT)	2016	0.8
Macquarie	2016	0.8
McKellar	2016	0.7
Melba	2016	0.8
Page	2016	0.8
Scullin	2016	0.8
Spence	2016	0.8
Weetangera	2016	0.7
Molonglo Corridor	2016	0
West Belconnen	2016	0
Hume	2016	0
Kowen	2016	0.7
Canberra East	2016	0.9
Canberra Airport	2016	0.8
Majura	2016	0.8
Amaroo	2016	0.8
Bonner	2016	0.9
Casey	2016	0.8
Crace	2016	0.9
Forde	2016	0.8
Franklin	2016	1
Gungahlin	2016	1
Hall	2016	0.8
Harrison	2016	1
Mitchell	2016	0
Ngunnawal	2016	0.8
Nicholls	2016	0.8
Palmerston	2016	0.8
Gungahlin - East	2016	0
Gungahlin - West	2016	0
Jacka	2016	0.9
Kenny	2016	0
Moncrieff	2016	0.8
Taylor	2016	0
Throsby	2016	0
Acton	2016	0
Ainslie	2016	0.8
Braddon	2016	1.1
Civic	2016	1.2
Dickson	2016	0.9
Downer	2016	0.8
Hackett	2016	0.8
Lyneham	2016	0.9
O'Connor (ACT)	2016	0.9
Turner	2016	1.1
Watson	2016	0.9
Black Mountain	2016	0
Campbell	2016	0.8
Duntroon	2016	0.8
Parkes (ACT) - North	2016	0
Reid	2016	0.9
Russell	2016	0
Deakin	2016	0.8
Forrest	2016	0.8
Griffith (ACT)	2016	0.8
Lake Burley Griffin	2016	0
Narrabundah	2016	0.8
Parkes (ACT) - South	2016	0
Red Hill (ACT)	2016	0.8
Yarralumla	2016	0.7
Barton	2016	1
Fyshwick	2016	1
Kingston (ACT)	2016	0.9
Banks	2016	0.8
Bonython	2016	0.7
Calwell	2016	0.8
Chisholm	2016	0.8
Conder	2016	0.8
Fadden	2016	0.7
Gilmore	2016	0.8
Gordon (ACT)	2016	0.8
Gowrie (ACT)	2016	0.7
Greenway	2016	0.9
Isabella Plains	2016	0.8
Kambah	2016	0.7
Macarthur	2016	0.7
Monash	2016	0.7
Mount Taylor	2016	0
Oxley (ACT)	2016	0.8
Richardson	2016	0.8
Theodore	2016	0.8
Tuggeranong	2016	0.5
Wanniassa	2016	0.8
Tuggeranong - West	2016	0
Chapman	2016	0.7
Duffy	2016	0.7
Fisher	2016	0.7
Holder	2016	0.7
Rivett	2016	0.7
Stirling	2016	0.7
Waramanga	2016	0.8
Weston	2016	0.7
Scrivener	2016	0
Chifley	2016	0.8
Curtin	2016	0.8
Farrer	2016	0.8
Garran	2016	0.8
Hughes	2016	0.8
Isaacs	2016	0.7
Lyons (ACT)	2016	0.9
Mawson	2016	0.9
O'Malley	2016	0.7
Pearce	2016	0.8
Phillip	2016	1.1
Torrens	2016	0.8
Arboretum	2016	0
Coombs	2016	0.8
Denman Prospect	2016	0
Molonglo	2016	0
Molonglo - North	2016	0
Wright	2016	0.9
ACT - South West	2016	0.9
Namadgi	2016	0.7
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2016	0
Christmas Island	2016	1
Cocos (Keeling) Islands	2016	1
Jervis Bay	2016	0.9
Norfolk Island	2016	0.8
Migratory - Offshore - Shipping (OT)	2016	0
No usual address (OT)	2016	0
