SA2_NAME16	Year	adults
Andergrove - Beaconsfield	2011	11167
Andergrove - Beaconsfield	2016	11659
Anindilyakwa	2006	1621
Anindilyakwa	2011	1869
Anindilyakwa	2016	1836
Anna Bay	2006	4247
Anna Bay	2011	4332
Anna Bay	2016	4786
Annandale	2006	7728
Annandale	2011	7424
Annandale	2016	8240
Annerley	2006	8217
Annerley	2011	9201
Annerley	2016	9972
Anula	2006	1772
Anula	2011	1811
Anula	2016	1794
Applecross - Ardross	2006	8299
Applecross - Ardross	2011	8887
Applecross - Ardross	2016	9220
Aranda	2006	1980
Aranda	2011	2034
Aranda	2016	1907
Ararat	2006	6654
Ararat	2011	6625
Ararat	2016	7089
Ararat Region	2006	2259
Ararat Region	2011	2413
Ararat Region	2016	2551
Arboretum	2006	0
Arboretum	2011	0
Arboretum	2016	9
Ardeer - Albion	2006	5312
Ardeer - Albion	2011	6000
Ardeer - Albion	2016	6554
Armadale	2006	7389
Armadale	2011	7582
Armadale	2016	7750
Armadale - Wungong - Brookdale	2006	11106
Armadale - Wungong - Brookdale	2011	12731
Armadale - Wungong - Brookdale	2016	14848
Armidale	2006	17382
Armidale	2011	18188
Armidale	2016	19220
Armidale Region - North	2006	3310
Armidale Region - North	2011	3414
Armidale Region - North	2016	3576
Armidale Region - South	2006	4508
Armidale Region - South	2011	4752
Armidale Region - South	2016	4881
Arncliffe - Bardwell Valley	2006	11064
Arncliffe - Bardwell Valley	2011	12068
Arncliffe - Bardwell Valley	2016	18471
Aroona - Currimundi	2006	7670
Aroona - Currimundi	2011	7741
Aroona - Currimundi	2016	8089
Arundel	2006	7234
Arundel	2011	7653
Arundel	2016	8469
Ascot	2006	4032
Ascot	2011	4368
Ascot	2016	4367
Ascot Vale	2006	10311
Ascot Vale	2011	11085
Ascot Vale	2016	12091
Ashburton (Vic.)	2006	5666
Ashburton (Vic.)	2011	5891
Ashburton (Vic.)	2016	6074
Ashburton (WA)	2006	4381
Ashburton (WA)	2011	8211
Ashburton (WA)	2016	11317
Ashcroft - Busby - Miller	2006	11582
Ashcroft - Busby - Miller	2011	12516
Ashcroft - Busby - Miller	2016	13153
Ashendon - Lesley	2006	0
Ashendon - Lesley	2011	0
Ashendon - Lesley	2016	4
Ashfield	2006	18711
Ashfield	2011	19632
Ashfield	2016	21464
Ashfield - Kepnock	2006	3660
Ashfield - Kepnock	2011	3942
Ashfield - Kepnock	2016	4183
Ashgrove	2006	9337
Ashgrove	2011	10133
Ashgrove	2016	10365
Ashmore	2006	9473
Ashmore	2011	9476
Ashmore	2016	9881
Ashwood - Chadstone	2006	12804
Ashwood - Chadstone	2011	13604
Ashwood - Chadstone	2016	15150
Aspendale Gardens - Waterways	2006	5261
Aspendale Gardens - Waterways	2011	6695
Aspendale Gardens - Waterways	2016	7191
Aspley	2006	9729
Aspley	2011	10281
Aspley	2016	10250
Asquith - Mount Colah	2006	13760
Asquith - Mount Colah	2011	13996
Asquith - Mount Colah	2016	14400
Athelstone	2006	7516
Athelstone	2011	7604
Athelstone	2016	7662
Atherton	2006	7440
Atherton	2011	8096
Atherton	2016	8731
Auburn - Central	2006	10791
Auburn - Central	2011	12246
Auburn - Central	2016	13830
Auburn - North	2006	7109
Auburn - North	2011	7907
Auburn - North	2016	9372
Auburn - South	2006	4870
Auburn - South	2011	5829
Auburn - South	2016	6637
Auchenflower	2006	4359
Auchenflower	2011	4696
Auchenflower	2016	4811
Augusta	2006	3218
Augusta	2011	3678
Augusta	2016	4394
Aurukun	2006	695
Aurukun	2011	902
Aurukun	2016	896
Austins Ferry - Granton	2006	2567
Austins Ferry - Granton	2011	2986
Austins Ferry - Granton	2016	3225
Austral - Greendale	2006	6408
Austral - Greendale	2011	7145
Austral - Greendale	2016	7259
Australind - Leschenault	2006	8781
Australind - Leschenault	2011	11228
Australind - Leschenault	2016	13409
Avalon - Palm Beach	2006	9738
Avalon - Palm Beach	2011	9745
Avalon - Palm Beach	2016	10097
Avoca	2006	2548
Avoca	2011	2744
Avoca	2016	2801
Avoca Beach - Copacabana	2006	5325
Avoca Beach - Copacabana	2011	5450
Avoca Beach - Copacabana	2016	5736
Avon Valley National Park	2006	0
Avon Valley National Park	2011	0
Avon Valley National Park	2016	3
Ayr	2006	6909
Ayr	2011	7276
Ayr	2016	7477
Babinda	2006	3207
Babinda	2011	3338
Babinda	2016	3492
Bacchus Marsh	2006	11555
Bacchus Marsh	2011	13417
Bacchus Marsh	2016	16077
Bacchus Marsh Region	2006	4021
Bacchus Marsh Region	2011	4414
Bacchus Marsh Region	2016	4765
Badgerys Creek	2006	237
Badgerys Creek	2011	110
Badgerys Creek	2016	48
Bairnsdale	2006	9513
Bairnsdale	2011	10663
Bairnsdale	2016	12107
Bakewell	2006	2186
Bakewell	2011	2386
Bakewell	2016	2374
Balcatta - Hamersley	2006	12185
Balcatta - Hamersley	2011	12570
Balcatta - Hamersley	2016	12862
Bald Hills	2006	4706
Bald Hills	2011	5495
Bald Hills	2016	5739
Baldivis	2006	4832
Baldivis	2011	12058
Baldivis	2016	24126
Balga - Mirrabooka	2006	12000
Balga - Mirrabooka	2011	13769
Balga - Mirrabooka	2016	15809
Balgowlah - Clontarf - Seaforth	2006	13562
Balgowlah - Clontarf - Seaforth	2011	14575
Balgowlah - Clontarf - Seaforth	2016	15391
Balgownie - Fairy Meadow	2006	15427
Balgownie - Fairy Meadow	2011	16593
Balgownie - Fairy Meadow	2016	17631
Ballajura	2006	14288
Ballajura	2011	14897
Ballajura	2016	14994
Ballarat	2006	10032
Ballarat	2011	10022
Ballarat	2016	10082
Ballarat - North	2006	16634
Ballarat - North	2011	17804
Ballarat - North	2016	18842
Ballarat - South	2006	16740
Ballarat - South	2011	18623
Ballarat - South	2016	19854
Ballina	2006	13683
Ballina	2011	13805
Ballina	2016	14810
Ballina Region	2006	12473
Ballina Region	2011	12597
Ballina Region	2016	13728
Balmain	2006	11852
Balmain	2011	12389
Balmain	2016	12956
Balmoral	2006	2986
Balmoral	2011	3121
Balmoral	2016	3358
Balonne	2006	3447
Balonne	2011	3521
Balonne	2016	3435
Balwyn	2006	12505
Balwyn	2011	13042
Balwyn	2016	13309
Balwyn North	2006	15925
Balwyn North	2011	16239
Balwyn North	2016	16450
Banana	2006	6705
Banana	2011	6628
Banana	2016	6746
Bangalow	2006	3784
Bangalow	2011	4244
Bangalow	2016	4600
Banjup	2006	5920
Banjup	2011	10283
Banjup	2016	12909
Banks	2006	3511
Banks	2011	3775
Banks	2016	3828
Banksmeadow	2006	0
Banksmeadow	2011	10
Banksmeadow	2016	13
Bankstown - North	2006	10688
Bankstown - North	2011	11734
Bankstown - North	2016	12580
Bankstown - South	2006	10268
Bankstown - South	2011	11872
Bankstown - South	2016	12616
Bannockburn	2006	2449
Bannockburn	2011	3531
Bannockburn	2016	4753
Banora Point	2006	11879
Banora Point	2011	12516
Banora Point	2016	13180
Barcaldine - Blackall	2006	4162
Barcaldine - Blackall	2011	4290
Barcaldine - Blackall	2016	3854
Bardon	2006	7180
Bardon	2011	7258
Bardon	2016	7522
Bargara - Burnett Heads	2006	10590
Bargara - Burnett Heads	2011	12313
Bargara - Burnett Heads	2016	13739
Bargo	2006	3871
Bargo	2011	4126
Bargo	2016	4514
Barkly	2006	1781
Barkly	2011	1884
Barkly	2016	1815
Barmera	2006	5227
Barmera	2011	5279
Barmera	2016	5357
Barossa - Angaston	2006	4255
Barossa - Angaston	2011	4774
Barossa - Angaston	2016	4968
Barton	2006	869
Barton	2011	1085
Barton	2016	1337
Bass Hill - Georges Hall	2006	15145
Bass Hill - Georges Hall	2011	15819
Bass Hill - Georges Hall	2016	16917
Bassendean - Eden Hill - Ashfield	2006	11059
Bassendean - Eden Hill - Ashfield	2011	11845
Bassendean - Eden Hill - Ashfield	2016	12388
Bateau Bay - Killarney Vale	2006	17056
Bateau Bay - Killarney Vale	2011	17337
Bateau Bay - Killarney Vale	2016	17858
Bateman	2006	2874
Bateman	2011	3091
Bateman	2016	3077
Batemans Bay	2006	6169
Batemans Bay	2011	6180
Batemans Bay	2016	6450
Batemans Bay - South	2006	6518
Batemans Bay - South	2011	6819
Batemans Bay - South	2016	7168
Bathurst	2006	17749
Bathurst	2011	18546
Bathurst	2016	19522
Bathurst - East	2006	6348
Bathurst - East	2011	7146
Bathurst - East	2016	8472
Bathurst Region	2006	4656
Bathurst Region	2011	5251
Bathurst Region	2016	5683
Baulkham Hills (East)	2006	16004
Baulkham Hills (East)	2011	16706
Baulkham Hills (East)	2016	17923
Baulkham Hills (West) - Bella Vista	2006	13968
Baulkham Hills (West) - Bella Vista	2011	14826
Baulkham Hills (West) - Bella Vista	2016	16142
Bayonet Head - Lower King	2006	2982
Bayonet Head - Lower King	2011	3300
Bayonet Head - Lower King	2016	3801
Bayswater	2006	8885
Bayswater	2011	9313
Bayswater	2016	10017
Bayswater - Embleton - Bedford	2006	15832
Bayswater - Embleton - Bedford	2011	17623
Bayswater - Embleton - Bedford	2016	18972
Bayswater North	2006	8460
Bayswater North	2011	9132
Bayswater North	2016	9580
Bayview - Elanora Heights	2006	7850
Bayview - Elanora Heights	2011	8312
Bayview - Elanora Heights	2016	8803
Beachmere - Sandstone Point	2006	9302
Beachmere - Sandstone Point	2011	10964
Beachmere - Sandstone Point	2016	12441
Beacon Hill - Narraweena	2006	9149
Beacon Hill - Narraweena	2011	10341
Beacon Hill - Narraweena	2016	11089
Beaconsfield - Officer	2006	5089
Beaconsfield - Officer	2011	6040
Beaconsfield - Officer	2016	10125
Beaudesert	2006	8547
Beaudesert	2011	9716
Beaudesert	2016	11153
Beaufort	2006	3071
Beaufort	2011	3177
Beaufort	2016	3688
Beaumaris	2006	9974
Beaumaris	2011	10311
Beaumaris	2016	10943
Beauty Point - Beaconsfield	2006	3090
Beauty Point - Beaconsfield	2011	3145
Beauty Point - Beaconsfield	2016	3220
Beckenham - Kenwick - Langford	2006	12605
Beckenham - Kenwick - Langford	2011	13994
Beckenham - Kenwick - Langford	2016	15202
Beechboro	2006	10698
Beechboro	2011	11918
Beechboro	2016	14276
Beechworth	2006	3387
Beechworth	2011	3525
Beechworth	2016	3831
Beeliar - Wattleup	2006	3946
Beeliar - Wattleup	2011	4881
Beeliar - Wattleup	2016	6372
Beenleigh	2006	6168
Beenleigh	2011	6580
Beenleigh	2016	6672
Beerwah	2006	4202
Beerwah	2011	5652
Beerwah	2016	6532
Bega - Tathra	2006	5976
Bega - Tathra	2011	6522
Bega - Tathra	2016	6858
Bega-Eden Hinterland	2006	6960
Bega-Eden Hinterland	2011	7064
Bega-Eden Hinterland	2016	7329
Belair	2006	3830
Belair	2011	3783
Belair	2016	3870
Belconnen	2006	2804
Belconnen	2011	4070
Belconnen	2016	6095
Belgian Gardens - Pallarenda	2006	2798
Belgian Gardens - Pallarenda	2011	2867
Belgian Gardens - Pallarenda	2016	2712
Belgrave - Selby	2006	8330
Belgrave - Selby	2011	7958
Belgrave - Selby	2016	8031
Bellbird Park - Brookwater	2006	3746
Bellbird Park - Brookwater	2011	6340
Bellbird Park - Brookwater	2016	10157
Bellbowrie - Moggill	2006	5354
Bellbowrie - Moggill	2011	6793
Bellbowrie - Moggill	2016	7788
Bellerive - Rosny	2006	4894
Bellerive - Rosny	2011	4985
Bellerive - Rosny	2016	5091
Bellevue Heights	2006	6291
Bellevue Heights	2011	6246
Bellevue Heights	2016	6370
Bellingen	2006	4586
Bellingen	2011	4426
Bellingen	2016	4567
Belmont	2006	11377
Belmont	2011	11388
Belmont	2016	11682
Belmont - Ascot - Redcliffe	2006	9464
Belmont - Ascot - Redcliffe	2011	11105
Belmont - Ascot - Redcliffe	2016	12067
Belmont - Bennetts Green	2006	12965
Belmont - Bennetts Green	2011	13951
Belmont - Bennetts Green	2016	14508
Belmont - Gumdale	2006	5122
Belmont - Gumdale	2011	5777
Belmont - Gumdale	2016	5881
Belmont South - Blacksmiths	2006	4494
Belmont South - Blacksmiths	2011	4662
Belmont South - Blacksmiths	2016	4757
Belmore - Belfield	2006	14358
Belmore - Belfield	2011	14952
Belmore - Belfield	2016	15501
Benalla	2006	8038
Benalla	2011	8529
Benalla	2016	8731
Benalla Region	2006	2831
Benalla Region	2011	2802
Benalla Region	2016	3010
Bendigo	2006	11940
Bendigo	2011	11912
Bendigo	2016	12120
Bendigo Region - North	2006	4006
Bendigo Region - North	2011	3353
Bendigo Region - North	2016	3542
Bendigo Region - South	2006	4025
Bendigo Region - South	2011	4835
Bendigo Region - South	2016	5600
Benowa	2006	5854
Benowa	2011	6396
Benowa	2016	7088
Bentleigh - McKinnon	2006	15917
Bentleigh - McKinnon	2011	16730
Bentleigh - McKinnon	2016	18022
Bentleigh East (North)	2006	10266
Bentleigh East (North)	2011	10832
Bentleigh East (North)	2016	11575
Bentleigh East (South)	2006	9665
Bentleigh East (South)	2011	9968
Bentleigh East (South)	2016	10560
Bentley - Wilson - St James	2006	15068
Bentley - Wilson - St James	2011	17190
Bentley - Wilson - St James	2016	17689
Bentley Park	2006	3718
Bentley Park	2011	5121
Bentley Park	2016	5773
Berala	2006	6204
Berala	2011	6712
Berala	2016	7308
Beresfield - Hexham	2006	6634
Beresfield - Hexham	2011	6661
Beresfield - Hexham	2016	6806
Berkeley - Lake Heights - Cringila	2006	10214
Berkeley - Lake Heights - Cringila	2011	10392
Berkeley - Lake Heights - Cringila	2016	11106
Berowra - Brooklyn - Cowan	2006	8498
Berowra - Brooklyn - Cowan	2011	8745
Berowra - Brooklyn - Cowan	2016	9137
Berri	2006	3483
Berri	2011	3260
Berri	2016	3336
Berriedale - Chigwell	2006	4114
Berriedale - Chigwell	2011	4285
Berriedale - Chigwell	2016	4416
Berrimah	2006	1545
Berrimah	2011	2218
Berrimah	2016	1013
Berry - Kangaroo Valley	2006	6763
Berry - Kangaroo Valley	2011	7055
Berry - Kangaroo Valley	2016	7562
Berserker	2006	5626
Berserker	2011	5708
Berserker	2016	5555
Bertram - Wellard (West)	2006	2512
Bertram - Wellard (West)	2011	5727
Bertram - Wellard (West)	2016	10299
Berwick - North	2006	16376
Berwick - North	2011	17969
Berwick - North	2016	18859
Berwick - South	2006	11318
Berwick - South	2011	16462
Berwick - South	2016	18869
Bethania - Waterford	2006	4511
Bethania - Waterford	2011	6809
Bethania - Waterford	2016	8650
Beverley	2006	5760
Beverley	2011	5941
Beverley	2016	6367
Bexley	2006	19316
Bexley	2011	20294
Bexley	2016	21748
Bibra Industrial	2006	3
Bibra Industrial	2011	9
Bibra Industrial	2016	3
Bibra Lake	2006	0
Bibra Lake	2011	0
Bibra Lake	2016	0
Bicton - Palmyra	2006	10254
Bicton - Palmyra	2011	10800
Bicton - Palmyra	2016	11271
Bidwill - Hebersham - Emerton	2006	12938
Bidwill - Hebersham - Emerton	2011	13509
Bidwill - Hebersham - Emerton	2016	13786
Biggera Waters	2006	4722
Biggera Waters	2011	5416
Biggera Waters	2016	7404
Biloela	2006	4447
Biloela	2011	4442
Biloela	2016	4414
Bilpin - Colo - St Albans	2006	2000
Bilpin - Colo - St Albans	2011	2134
Bilpin - Colo - St Albans	2016	2250
Birkdale	2006	11081
Birkdale	2011	11495
Birkdale	2016	12075
Black Mountain	2006	0
Black Mountain	2011	0
Black Mountain	2016	0
Blackburn	2006	15211
Blackburn	2011	16004
Blackburn	2016	17413
Blackburn South	2006	8236
Blackburn South	2011	8646
Blackburn South	2016	8791
Blackheath - Megalong Valley	2006	4261
Blackheath - Megalong Valley	2011	4513
Blackheath - Megalong Valley	2016	4665
Blacktown (East) - Kings Park	2006	10386
Blacktown (East) - Kings Park	2011	12338
Blacktown (East) - Kings Park	2016	13493
Blacktown (North) - Marayong	2006	12567
Blacktown (North) - Marayong	2011	13395
Blacktown (North) - Marayong	2016	14316
Blacktown (South)	2006	8373
Blacktown (South)	2011	9045
Blacktown (South)	2016	9731
Blacktown (West)	2006	10654
Blacktown (West)	2011	11726
Blacktown (West)	2016	12837
Blackwood	2006	9037
Blackwood	2011	9082
Blackwood	2016	9699
Blaxland - Warrimoo - Lapstone	2006	14406
Blaxland - Warrimoo - Lapstone	2011	14671
Blaxland - Warrimoo - Lapstone	2016	15104
Blayney	2006	5106
Blayney	2011	5433
Blayney	2016	5749
Bli Bli	2006	4952
Bli Bli	2011	5248
Bli Bli	2016	6679
Blue Haven - San Remo	2006	7255
Blue Haven - San Remo	2011	7969
Blue Haven - San Remo	2016	8472
Blue Mountains - North	2006	0
Blue Mountains - North	2011	13
Blue Mountains - North	2016	4
Blue Mountains - South	2006	0
Blue Mountains - South	2011	3
Blue Mountains - South	2016	6
Bohle Plains	2006	2099
Bohle Plains	2011	4020
Bohle Plains	2016	5438
Bolton Point - Teralba	2006	6760
Bolton Point - Teralba	2011	7097
Bolton Point - Teralba	2016	7070
Bombala	2006	2037
Bombala	2011	1970
Bombala	2016	1972
Bondi - Tamarama - Bronte	2006	14263
Bondi - Tamarama - Bronte	2011	15234
Bondi - Tamarama - Bronte	2016	15581
Bondi Beach - North Bondi	2006	16455
Bondi Beach - North Bondi	2011	16536
Bondi Beach - North Bondi	2016	17552
Bondi Junction - Waverly	2006	13199
Bondi Junction - Waverly	2011	13466
Bondi Junction - Waverly	2016	14328
Bonnells Bay - Silverwater	2006	6006
Bonnells Bay - Silverwater	2011	6407
Bonnells Bay - Silverwater	2016	7093
Bonner	2006	0
Bonner	2011	1064
Bonner	2016	4572
Bonnyrigg Heights - Bonnyrigg	2006	11690
Bonnyrigg Heights - Bonnyrigg	2011	12092
Bonnyrigg Heights - Bonnyrigg	2016	12870
Bonython	2006	2594
Bonython	2011	3074
Bonython	2016	3084
Boonah	2006	7698
Boonah	2011	8720
Boonah	2016	9662
Boondall	2006	6916
Boondall	2011	7170
Boondall	2016	7572
Booragoon	2006	11210
Booragoon	2011	11695
Booragoon	2016	11988
Booral - River Heads	2006	2889
Booral - River Heads	2011	3330
Booral - River Heads	2016	3780
Boronia	2006	16800
Boronia	2011	17318
Boronia	2016	18335
Boronia Heights - Park Ridge	2006	8717
Boronia Heights - Park Ridge	2011	9196
Boronia Heights - Park Ridge	2016	9744
Bossley Park - Abbotsbury	2006	14450
Bossley Park - Abbotsbury	2011	14859
Bossley Park - Abbotsbury	2016	15492
Botany	2006	6349
Botany	2011	6973
Botany	2016	8589
Boulder	2006	5571
Boulder	2011	5935
Boulder	2016	5540
Bouldercombe	2006	1527
Bouldercombe	2011	1473
Bouldercombe	2016	1482
Bourke - Brewarrina	2006	3372
Bourke - Brewarrina	2011	3199
Bourke - Brewarrina	2016	3068
Bowen	2006	6953
Bowen	2011	7182
Bowen	2016	7416
Bowral	2006	9857
Bowral	2011	10057
Bowral	2016	10927
Box Head - MacMasters Beach	2006	8279
Box Head - MacMasters Beach	2011	8430
Box Head - MacMasters Beach	2016	8836
Box Hill	2006	13373
Box Hill	2011	14773
Box Hill	2016	17083
Box Hill North	2006	12907
Box Hill North	2011	13455
Box Hill North	2016	14425
Boyne Island - Tannum Sands	2006	6433
Boyne Island - Tannum Sands	2011	7340
Boyne Island - Tannum Sands	2016	7492
Bracken Ridge	2006	11983
Bracken Ridge	2011	13330
Bracken Ridge	2016	13488
Bradbury - Wedderburn	2006	13580
Bradbury - Wedderburn	2011	14472
Bradbury - Wedderburn	2016	14509
Braddon	2006	3354
Braddon	2011	4288
Braddon	2016	5227
Braeside	2006	3
Braeside	2011	6
Braeside	2016	42
Braidwood	2006	1929
Braidwood	2011	2724
Braidwood	2016	3224
Branxton - Greta - Pokolbin	2006	6388
Branxton - Greta - Pokolbin	2011	7087
Branxton - Greta - Pokolbin	2016	7822
Branyan - Kensington	2006	2839
Branyan - Kensington	2011	3094
Branyan - Kensington	2016	3685
Brassall	2006	5640
Brassall	2011	7163
Brassall	2016	8388
Bray Park	2006	6848
Bray Park	2011	7749
Bray Park	2016	8007
Braybrook	2006	10469
Braybrook	2011	13075
Braybrook	2016	15103
Bribie Island	2006	13746
Bribie Island	2011	14944
Bribie Island	2016	16187
Bridgeman Downs	2006	5679
Bridgeman Downs	2011	5998
Bridgeman Downs	2016	6616
Bridgetown - Boyup Brook	2006	4290
Bridgetown - Boyup Brook	2011	4672
Bridgetown - Boyup Brook	2016	5227
Bridgewater - Gagebrook	2006	5060
Bridgewater - Gagebrook	2011	5315
Bridgewater - Gagebrook	2016	5343
Bright - Mount Beauty	2006	6426
Bright - Mount Beauty	2011	6429
Bright - Mount Beauty	2016	6847
Brighton (Qld)	2006	6981
Brighton (Qld)	2011	7298
Brighton (Qld)	2016	7590
Brighton (SA)	2006	11166
Brighton (SA)	2011	11527
Brighton (SA)	2016	11829
Brighton (Vic.)	2006	16967
Brighton (Vic.)	2011	17441
Brighton (Vic.)	2016	18763
Brighton - Pontville	2006	2781
Brighton - Pontville	2011	3659
Brighton - Pontville	2016	4223
Brighton East	2006	11851
Brighton East	2011	12318
Brighton East	2016	12610
Brinkin - Nakara	2006	2374
Brinkin - Nakara	2011	2483
Brinkin - Nakara	2016	2987
Brinsmead	2006	3701
Brinsmead	2011	3907
Brinsmead	2016	4162
Brisbane Airport	2006	44
Brisbane Airport	2011	123
Brisbane Airport	2016	180
Brisbane City	2006	6852
Brisbane City	2011	8243
Brisbane City	2016	9678
Brisbane Port - Lytton	2006	13
Brisbane Port - Lytton	2011	7
Brisbane Port - Lytton	2016	5
Broadbeach Waters	2006	6342
Broadbeach Waters	2011	6321
Broadbeach Waters	2016	6511
Broadmeadows	2006	8595
Broadmeadows	2011	9163
Broadmeadows	2016	10434
Broadsound - Nebo	2006	7011
Broadsound - Nebo	2011	7512
Broadsound - Nebo	2016	6590
Broken Hill	2006	15561
Broken Hill	2011	15184
Broken Hill	2016	14766
Brookfield - Kenmore Hills	2006	5388
Brookfield - Kenmore Hills	2011	5550
Brookfield - Kenmore Hills	2016	5531
Brookton	2006	2858
Brookton	2011	2882
Brookton	2016	3031
Broome	2006	8668
Broome	2011	9851
Broome	2016	10725
Broulee - Tomakin	2006	2030
Broulee - Tomakin	2011	2347
Broulee - Tomakin	2016	2794
Browns Plains	2006	4156
Browns Plains	2011	5163
Browns Plains	2016	5662
Bruce	2006	3068
Bruce	2011	5801
Bruce	2016	6354
Brunswick	2006	18500
Brunswick	2011	20199
Brunswick	2016	22767
Brunswick East	2006	6605
Brunswick East	2011	7473
Brunswick East	2016	9783
Brunswick Heads - Ocean Shores	2006	6025
Brunswick Heads - Ocean Shores	2011	6237
Brunswick Heads - Ocean Shores	2016	6831
Brunswick West	2006	10594
Brunswick West	2011	11417
Brunswick West	2016	11866
Bruny Island - Kettering	2006	2169
Bruny Island - Kettering	2011	2315
Bruny Island - Kettering	2016	2520
Bruthen - Omeo	2006	6092
Bruthen - Omeo	2011	6058
Bruthen - Omeo	2016	6401
Buddina - Minyama	2006	5218
Buddina - Minyama	2011	5125
Buddina - Minyama	2016	5400
Buderim - North	2006	12166
Buderim - North	2011	12661
Buderim - North	2016	13883
Buderim - South	2006	10216
Buderim - South	2011	11259
Buderim - South	2016	13122
Budgewoi - Buff Point - Halekulani	2006	7073
Budgewoi - Buff Point - Halekulani	2011	7372
Budgewoi - Buff Point - Halekulani	2016	7776
Buffalo Creek	2006	0
Buffalo Creek	2011	4
Buffalo Creek	2016	0
Bulahdelah - Stroud	2006	3299
Bulahdelah - Stroud	2011	3895
Bulahdelah - Stroud	2016	3969
Bulimba	2006	4151
Bulimba	2011	4748
Bulimba	2016	5471
Bull Creek	2006	6544
Bull Creek	2011	6396
Bull Creek	2016	6424
Bulleen	2006	8928
Bulleen	2011	9160
Bulleen	2016	9365
Bullsbrook	2006	2973
Bullsbrook	2011	3377
Bullsbrook	2016	4147
Buloke	2006	5485
Buloke	2011	5217
Buloke	2016	5197
Bundaberg	2006	5063
Bundaberg	2011	5126
Bundaberg	2016	5183
Bundaberg East - Kalkie	2006	3565
Bundaberg East - Kalkie	2011	4019
Bundaberg East - Kalkie	2016	4324
Bundaberg North - Gooburrum	2006	5679
Bundaberg North - Gooburrum	2011	5968
Bundaberg North - Gooburrum	2016	6046
Bundaberg Region - North	2006	5690
Bundaberg Region - North	2011	6481
