SA2_NAME16	Year	BornAust	persons
Summerland Point - Gwandalan	2011	0	598
Summerland Point - Gwandalan	2011	1	4607
Summerland Point - Gwandalan	2016	0	624
Summerland Point - Gwandalan	2016	1	4867
The Entrance	2006	0	1262
The Entrance	2006	1	9137
The Entrance	2011	0	1630
The Entrance	2011	1	11184
The Entrance	2016	0	1875
The Entrance	2016	1	11748
Toukley - Norah Head	2006	0	1017
Toukley - Norah Head	2006	1	7288
Toukley - Norah Head	2011	0	1030
Toukley - Norah Head	2011	1	7417
Toukley - Norah Head	2016	0	1038
Toukley - Norah Head	2016	1	7799
Tuggerah - Kangy Angy	2006	0	807
Tuggerah - Kangy Angy	2006	1	3870
Tuggerah - Kangy Angy	2011	0	871
Tuggerah - Kangy Angy	2011	1	3960
Tuggerah - Kangy Angy	2016	0	981
Tuggerah - Kangy Angy	2016	1	4010
Warnervale - Wadalba	2006	0	1436
Warnervale - Wadalba	2006	1	7623
Warnervale - Wadalba	2011	0	1852
Warnervale - Wadalba	2011	1	10013
Warnervale - Wadalba	2016	0	2275
Warnervale - Wadalba	2016	1	12291
Wyong	2006	0	1034
Wyong	2006	1	5920
Wyong	2011	0	1223
Wyong	2011	1	6419
Wyong	2016	0	1324
Wyong	2016	1	6809
Bathurst	2006	0	1724
Bathurst	2006	1	18956
Bathurst	2011	0	2031
Bathurst	2011	1	19611
Bathurst	2016	0	2249
Bathurst	2016	1	19774
Bathurst - East	2006	0	566
Bathurst - East	2006	1	7501
Bathurst - East	2011	0	664
Bathurst - East	2011	1	8339
Bathurst - East	2016	0	818
Bathurst - East	2016	1	9625
Bathurst Region	2006	0	475
Bathurst Region	2006	1	5246
Bathurst Region	2011	0	529
Bathurst Region	2011	1	5739
Bathurst Region	2016	0	536
Bathurst Region	2016	1	5660
Oberon	2006	0	424
Oberon	2006	1	3996
Oberon	2011	0	463
Oberon	2011	1	3799
Oberon	2016	0	447
Oberon	2016	1	3642
Condobolin	2006	0	203
Condobolin	2006	1	6490
Condobolin	2011	0	244
Condobolin	2011	1	6285
Condobolin	2016	0	251
Condobolin	2016	1	5534
Cowra	2006	0	487
Cowra	2006	1	8327
Cowra	2011	0	493
Cowra	2011	1	7729
Cowra	2016	0	531
Cowra	2016	1	7779
Cowra Region	2006	0	295
Cowra Region	2006	1	4678
Cowra Region	2011	0	319
Cowra Region	2011	1	4766
Cowra Region	2016	0	329
Cowra Region	2016	1	4635
Forbes	2006	0	381
Forbes	2006	1	9274
Forbes	2011	0	401
Forbes	2011	1	8887
Forbes	2016	0	417
Forbes	2016	1	8720
Grenfell	2006	0	185
Grenfell	2006	1	3307
Grenfell	2011	0	182
Grenfell	2011	1	3250
Grenfell	2016	0	207
Grenfell	2016	1	3073
Parkes (NSW)	2006	0	478
Parkes (NSW)	2006	1	9659
Parkes (NSW)	2011	0	547
Parkes (NSW)	2011	1	9594
Parkes (NSW)	2016	0	612
Parkes (NSW)	2016	1	9305
Parkes Region	2006	0	129
Parkes Region	2006	1	2967
Parkes Region	2011	0	149
Parkes Region	2011	1	3012
Parkes Region	2016	0	163
Parkes Region	2016	1	2821
West Wyalong	2006	0	242
West Wyalong	2006	1	5550
West Wyalong	2011	0	241
West Wyalong	2011	1	5389
West Wyalong	2016	0	288
West Wyalong	2016	1	4867
Lithgow	2006	0	1051
Lithgow	2006	1	10425
Lithgow	2011	0	1114
Lithgow	2011	1	10365
Lithgow	2016	0	1269
Lithgow	2016	1	10359
Lithgow Region	2006	0	667
Lithgow Region	2006	1	6416
Lithgow Region	2011	0	701
Lithgow Region	2011	1	6730
Lithgow Region	2016	0	694
Lithgow Region	2016	1	6414
Mudgee	2006	0	682
Mudgee	2006	1	8333
Mudgee	2011	0	746
Mudgee	2011	1	9048
Mudgee	2016	0	834
Mudgee	2016	1	9718
Mudgee Region - East	2006	0	327
Mudgee Region - East	2006	1	2848
Mudgee Region - East	2011	0	334
Mudgee Region - East	2011	1	2845
Mudgee Region - East	2016	0	306
Mudgee Region - East	2016	1	2693
Mudgee Region - West	2006	0	829
Mudgee Region - West	2006	1	8267
Mudgee Region - West	2011	0	812
Mudgee Region - West	2011	1	8430
Mudgee Region - West	2016	0	745
Mudgee Region - West	2016	1	8202
Wollangambe - Wollemi	2006	0	0
Wollangambe - Wollemi	2006	1	0
Wollangambe - Wollemi	2011	0	0
Wollangambe - Wollemi	2011	1	0
Wollangambe - Wollemi	2016	0	0
Wollangambe - Wollemi	2016	1	0
Blayney	2006	0	403
Blayney	2006	1	5903
Blayney	2011	0	422
Blayney	2011	1	6188
Blayney	2016	0	453
Blayney	2016	1	6215
Orange	2006	0	1337
Orange	2006	1	16588
Orange	2011	0	1703
Orange	2011	1	16571
Orange	2016	0	1743
Orange	2016	1	15595
Orange - North	2006	0	1030
Orange - North	2006	1	12315
Orange - North	2011	0	1442
Orange - North	2011	1	14468
Orange - North	2016	0	1922
Orange - North	2016	1	16704
Orange Region	2006	0	683
Orange Region	2006	1	9391
Orange Region	2011	0	700
Orange Region	2011	1	9890
Orange Region	2016	0	733
Orange Region	2016	1	9923
Grafton	2006	0	817
Grafton	2006	1	15844
Grafton	2011	0	934
Grafton	2011	1	16496
Grafton	2016	0	1043
Grafton	2016	1	16261
Grafton Region	2006	0	1144
Grafton Region	2006	1	13038
Grafton Region	2011	0	1163
Grafton Region	2011	1	13116
Grafton Region	2016	0	1154
Grafton Region	2016	1	12563
Maclean - Yamba - Iluka	2006	0	1258
Maclean - Yamba - Iluka	2006	1	12980
Maclean - Yamba - Iluka	2011	0	1483
Maclean - Yamba - Iluka	2011	1	13601
Maclean - Yamba - Iluka	2016	0	1593
Maclean - Yamba - Iluka	2016	1	13282
Bellingen	2006	0	810
Bellingen	2006	1	4797
Bellingen	2011	0	845
Bellingen	2011	1	4661
Bellingen	2016	0	840
Bellingen	2016	1	4489
Coffs Harbour - North	2006	0	1666
Coffs Harbour - North	2006	1	13228
Coffs Harbour - North	2011	0	2083
Coffs Harbour - North	2011	1	13352
Coffs Harbour - North	2016	0	2544
Coffs Harbour - North	2016	1	13495
Coffs Harbour - South	2006	0	1212
Coffs Harbour - South	2006	1	6865
Coffs Harbour - South	2011	0	1519
Coffs Harbour - South	2011	1	7764
Coffs Harbour - South	2016	0	1741
Coffs Harbour - South	2016	1	7506
Coramba - Nana Glen - Bucca	2006	0	442
Coramba - Nana Glen - Bucca	2006	1	3201
Coramba - Nana Glen - Bucca	2011	0	417
Coramba - Nana Glen - Bucca	2011	1	3015
Coramba - Nana Glen - Bucca	2016	0	420
Coramba - Nana Glen - Bucca	2016	1	3053
Dorrigo	2006	0	287
Dorrigo	2006	1	2777
Dorrigo	2011	0	327
Dorrigo	2011	1	2770
Dorrigo	2016	0	314
Dorrigo	2016	1	2594
Korora - Emerald Beach	2006	0	998
Korora - Emerald Beach	2006	1	5840
Korora - Emerald Beach	2011	0	1103
Korora - Emerald Beach	2011	1	6229
Korora - Emerald Beach	2016	0	1281
Korora - Emerald Beach	2016	1	6961
Sawtell - Boambee	2006	0	1868
Sawtell - Boambee	2006	1	15859
Sawtell - Boambee	2011	0	2065
Sawtell - Boambee	2011	1	16095
Sawtell - Boambee	2016	0	2127
Sawtell - Boambee	2016	1	16187
Urunga	2006	0	393
Urunga	2006	1	3537
Urunga	2011	0	462
Urunga	2011	1	3894
Urunga	2016	0	423
Urunga	2016	1	3873
Woolgoolga - Arrawarra	2006	0	1264
Woolgoolga - Arrawarra	2006	1	8521
Woolgoolga - Arrawarra	2011	0	1592
Woolgoolga - Arrawarra	2011	1	9255
Woolgoolga - Arrawarra	2016	0	1981
Woolgoolga - Arrawarra	2016	1	9501
Bourke - Brewarrina	2006	0	155
Bourke - Brewarrina	2006	1	4067
Bourke - Brewarrina	2011	0	150
Bourke - Brewarrina	2011	1	3603
Bourke - Brewarrina	2016	0	131
Bourke - Brewarrina	2016	1	3160
Cobar	2006	0	276
Cobar	2006	1	4188
Cobar	2011	0	318
Cobar	2011	1	3989
Cobar	2016	0	325
Cobar	2016	1	3729
Coonamble	2006	0	105
Coonamble	2006	1	4015
Coonamble	2011	0	100
Coonamble	2011	1	3855
Coonamble	2016	0	116
Coonamble	2016	1	3323
Nyngan - Warren	2006	0	160
Nyngan - Warren	2006	1	4965
Nyngan - Warren	2011	0	207
Nyngan - Warren	2011	1	4650
Nyngan - Warren	2016	0	231
Nyngan - Warren	2016	1	4116
Walgett - Lightning Ridge	2006	0	693
Walgett - Lightning Ridge	2006	1	5990
Walgett - Lightning Ridge	2011	0	687
Walgett - Lightning Ridge	2011	1	5464
Walgett - Lightning Ridge	2016	0	564
Walgett - Lightning Ridge	2016	1	4990
Broken Hill	2006	0	864
Broken Hill	2006	1	16844
Broken Hill	2011	0	825
Broken Hill	2011	1	16352
Broken Hill	2016	0	800
Broken Hill	2016	1	15364
Far West	2006	0	125
Far West	2006	1	2353
Far West	2011	0	159
Far West	2011	1	2395
Far West	2016	0	107
Far West	2016	1	2010
Coonabarabran	2006	0	488
Coonabarabran	2006	1	7121
Coonabarabran	2011	0	454
Coonabarabran	2011	1	7184
Coonabarabran	2016	0	480
Coonabarabran	2016	1	6586
Dubbo - East	2006	0	516
Dubbo - East	2006	1	9348
Dubbo - East	2011	0	582
Dubbo - East	2011	1	9737
Dubbo - East	2016	0	699
Dubbo - East	2016	1	8858
Dubbo - South	2006	0	765
Dubbo - South	2006	1	13343
Dubbo - South	2011	0	964
Dubbo - South	2011	1	14043
Dubbo - South	2016	0	1568
Dubbo - South	2016	1	14167
Dubbo - West	2006	0	294
Dubbo - West	2006	1	6211
Dubbo - West	2011	0	376
Dubbo - West	2011	1	6665
Dubbo - West	2016	0	646
Dubbo - West	2016	1	7375
Dubbo Region	2006	0	246
Dubbo Region	2006	1	4332
Dubbo Region	2011	0	209
Dubbo Region	2011	1	4617
Dubbo Region	2016	0	224
Dubbo Region	2016	1	4823
Gilgandra	2006	0	139
Gilgandra	2006	1	4068
Gilgandra	2011	0	160
Gilgandra	2011	1	4008
Gilgandra	2016	0	159
Gilgandra	2016	1	3791
Narromine	2006	0	257
Narromine	2006	1	6014
Narromine	2011	0	254
Narromine	2011	1	6044
Narromine	2016	0	232
Narromine	2016	1	5567
Wellington	2006	0	396
Wellington	2006	1	7510
Wellington	2011	0	494
Wellington	2011	1	7626
Wellington	2016	0	514
Wellington	2016	1	7255
Branxton - Greta - Pokolbin	2006	0	610
Branxton - Greta - Pokolbin	2006	1	7261
Branxton - Greta - Pokolbin	2011	0	800
Branxton - Greta - Pokolbin	2011	1	8035
Branxton - Greta - Pokolbin	2016	0	803
Branxton - Greta - Pokolbin	2016	1	8565
Cessnock	2006	0	1150
Cessnock	2006	1	16159
Cessnock	2011	0	1241
Cessnock	2011	1	17639
Cessnock	2016	0	1351
Cessnock	2016	1	19082
Cessnock Region	2006	0	505
Cessnock Region	2006	1	5411
Cessnock Region	2011	0	614
Cessnock Region	2011	1	6092
Cessnock Region	2016	0	608
Cessnock Region	2016	1	6347
Dungog	2006	0	389
Dungog	2006	1	7157
Dungog	2011	0	408
Dungog	2011	1	7488
Dungog	2016	0	434
Dungog	2016	1	7772
Kurri Kurri - Abermain	2006	0	810
Kurri Kurri - Abermain	2006	1	13730
Kurri Kurri - Abermain	2011	0	852
Kurri Kurri - Abermain	2011	1	14582
Kurri Kurri - Abermain	2016	0	899
Kurri Kurri - Abermain	2016	1	15446
Singleton	2006	0	1136
Singleton	2006	1	13218
Singleton	2011	0	1409
Singleton	2011	1	14008
Singleton	2016	0	1354
Singleton	2016	1	13662
Singleton Region	2006	0	339
Singleton Region	2006	1	4108
Singleton Region	2011	0	309
Singleton Region	2011	1	4188
Singleton Region	2016	0	307
Singleton Region	2016	1	3919
Maitland	2006	0	327
Maitland	2006	1	3669
Maitland	2011	0	379
Maitland	2011	1	4127
Maitland	2016	0	536
Maitland	2016	1	5592
Maitland - East	2006	0	1791
Maitland - East	2006	1	20825
Maitland - East	2011	0	2125
Maitland - East	2011	1	22480
Maitland - East	2016	0	2345
Maitland - East	2016	1	23579
Maitland - North	2006	0	424
Maitland - North	2006	1	4967
Maitland - North	2011	0	528
Maitland - North	2011	1	5877
Maitland - North	2016	0	533
Maitland - North	2016	1	6703
Maitland - West	2006	0	990
Maitland - West	2006	1	14365
Maitland - West	2011	0	1267
Maitland - West	2011	1	16194
Maitland - West	2016	0	1716
Maitland - West	2016	1	19506
Thornton - Millers Forest	2006	0	559
Thornton - Millers Forest	2006	1	7263
Thornton - Millers Forest	2011	0	618
Thornton - Millers Forest	2011	1	7790
Thornton - Millers Forest	2016	0	786
Thornton - Millers Forest	2016	1	8920
Anna Bay	2006	0	653
Anna Bay	2006	1	4594
Anna Bay	2011	0	665
Anna Bay	2011	1	4467
Anna Bay	2016	0	683
Anna Bay	2016	1	4519
Lemon Tree Passage - Tanilba Bay	2006	0	666
Lemon Tree Passage - Tanilba Bay	2006	1	4792
Lemon Tree Passage - Tanilba Bay	2011	0	733
Lemon Tree Passage - Tanilba Bay	2011	1	5365
Lemon Tree Passage - Tanilba Bay	2016	0	726
Lemon Tree Passage - Tanilba Bay	2016	1	5411
Nelson Bay Peninsula	2006	0	2422
Nelson Bay Peninsula	2006	1	14011
Nelson Bay Peninsula	2011	0	2884
Nelson Bay Peninsula	2011	1	15177
Nelson Bay Peninsula	2016	0	3278
Nelson Bay Peninsula	2016	1	16031
Raymond Terrace	2006	0	1095
Raymond Terrace	2006	1	11499
Raymond Terrace	2011	0	1133
Raymond Terrace	2011	1	11796
Raymond Terrace	2016	0	1046
Raymond Terrace	2016	1	11652
Seaham - Woodville	2006	0	303
Seaham - Woodville	2006	1	4192
Seaham - Woodville	2011	0	349
Seaham - Woodville	2011	1	4747
Seaham - Woodville	2016	0	327
Seaham - Woodville	2016	1	4796
Tea Gardens - Hawks Nest	2006	0	516
Tea Gardens - Hawks Nest	2006	1	3253
Tea Gardens - Hawks Nest	2011	0	618
Tea Gardens - Hawks Nest	2011	1	3631
Tea Gardens - Hawks Nest	2016	0	737
Tea Gardens - Hawks Nest	2016	1	3946
Williamtown - Medowie - Karuah	2006	0	1025
Williamtown - Medowie - Karuah	2006	1	9924
Williamtown - Medowie - Karuah	2011	0	1159
Williamtown - Medowie - Karuah	2011	1	10839
Williamtown - Medowie - Karuah	2016	0	1237
Williamtown - Medowie - Karuah	2016	1	11242
Muswellbrook	2006	0	536
Muswellbrook	2006	1	9718
Muswellbrook	2011	0	850
Muswellbrook	2011	1	10181
Muswellbrook	2016	0	1017
Muswellbrook	2016	1	10242
Muswellbrook Region	2006	0	309
Muswellbrook Region	2006	1	3683
Muswellbrook Region	2011	0	288
Muswellbrook Region	2011	1	3455
Muswellbrook Region	2016	0	257
Muswellbrook Region	2016	1	3347
Scone	2006	0	311
Scone	2006	1	4766
Scone	2011	0	407
Scone	2011	1	5218
Scone	2016	0	520
Scone	2016	1	4812
Scone Region	2006	0	492
Scone Region	2006	1	6689
Scone Region	2011	0	530
Scone Region	2011	1	6880
Scone Region	2016	0	541
Scone Region	2016	1	6750
Dapto - Avondale	2006	0	4240
Dapto - Avondale	2006	1	16292
Dapto - Avondale	2011	0	4074
Dapto - Avondale	2011	1	17349
Dapto - Avondale	2016	0	3993
Dapto - Avondale	2016	1	18355
Horsley - Kembla Grange	2006	0	1185
Horsley - Kembla Grange	2006	1	5703
Horsley - Kembla Grange	2011	0	1218
Horsley - Kembla Grange	2011	1	6014
Horsley - Kembla Grange	2016	0	1417
Horsley - Kembla Grange	2016	1	6979
Port Kembla Industrial	2006	0	0
Port Kembla Industrial	2006	1	0
Port Kembla Industrial	2011	0	9
Port Kembla Industrial	2011	1	17
Port Kembla Industrial	2016	0	3
Port Kembla Industrial	2016	1	9
Unanderra - Mount Kembla	2006	0	2955
Unanderra - Mount Kembla	2006	1	11758
Unanderra - Mount Kembla	2011	0	2899
Unanderra - Mount Kembla	2011	1	11858
Unanderra - Mount Kembla	2016	0	2913
Unanderra - Mount Kembla	2016	1	11619
Berkeley - Lake Heights - Cringila	2006	0	3744
Berkeley - Lake Heights - Cringila	2006	1	7864
Berkeley - Lake Heights - Cringila	2011	0	3674
Berkeley - Lake Heights - Cringila	2011	1	8348
Berkeley - Lake Heights - Cringila	2016	0	3706
Berkeley - Lake Heights - Cringila	2016	1	9078
Port Kembla - Warrawong	2006	0	3322
Port Kembla - Warrawong	2006	1	5359
Port Kembla - Warrawong	2011	0	3202
Port Kembla - Warrawong	2011	1	5834
Port Kembla - Warrawong	2016	0	2869
