SA2_NAME16	Year	labourForceParticipation
West Hoxton - Middleton Grange	2011	70.5
West Hoxton - Middleton Grange	2016	68.5
Bonnyrigg Heights - Bonnyrigg	2006	53.8
Bonnyrigg Heights - Bonnyrigg	2011	54.6
Bonnyrigg Heights - Bonnyrigg	2016	53.3
Bossley Park - Abbotsbury	2006	62.8
Bossley Park - Abbotsbury	2011	60.5
Bossley Park - Abbotsbury	2016	55.7
Cabramatta - Lansvale	2006	46
Cabramatta - Lansvale	2011	46.8
Cabramatta - Lansvale	2016	49.3
Cabramatta West - Mount Pritchard	2006	49
Cabramatta West - Mount Pritchard	2011	48.9
Cabramatta West - Mount Pritchard	2016	50.9
Canley Vale - Canley Heights	2006	49
Canley Vale - Canley Heights	2011	48.6
Canley Vale - Canley Heights	2016	50.3
Edensor Park	2006	60.8
Edensor Park	2011	59.7
Edensor Park	2016	56.6
Fairfield	2006	44
Fairfield	2011	42.8
Fairfield	2016	41.9
Fairfield - West	2006	50.5
Fairfield - West	2011	47.8
Fairfield - West	2016	46.8
Greenfield Park - Prairiewood	2006	54.9
Greenfield Park - Prairiewood	2011	54.3
Greenfield Park - Prairiewood	2016	50.7
Horsley Park - Kemps Creek	2006	60.1
Horsley Park - Kemps Creek	2011	59.3
Horsley Park - Kemps Creek	2016	58.2
Smithfield - Wetherill Park	2006	55.2
Smithfield - Wetherill Park	2011	52
Smithfield - Wetherill Park	2016	49.8
St Johns Park - Wakeley	2006	55.1
St Johns Park - Wakeley	2011	54.3
St Johns Park - Wakeley	2016	51.4
Wetherill Park Industrial	2006	0
Wetherill Park Industrial	2011	52.4
Wetherill Park Industrial	2016	54.3
Casula	2006	61.4
Casula	2011	57.8
Casula	2016	58
Chipping Norton - Moorebank	2006	65.2
Chipping Norton - Moorebank	2011	63.9
Chipping Norton - Moorebank	2016	63.4
Holsworthy - Wattle Grove	2006	74.8
Holsworthy - Wattle Grove	2011	72.9
Holsworthy - Wattle Grove	2016	70.4
Liverpool	2006	47.2
Liverpool	2011	45.3
Liverpool	2016	44.8
Lurnea - Cartwright	2006	45.9
Lurnea - Cartwright	2011	46.1
Lurnea - Cartwright	2016	43.5
Prestons - Edmondson Park	2006	65.6
Prestons - Edmondson Park	2011	67.7
Prestons - Edmondson Park	2016	65.3
Warwick Farm	2006	45.4
Warwick Farm	2011	42.2
Warwick Farm	2016	47.4
Gymea - Grays Point	2006	68
Gymea - Grays Point	2011	68.2
Gymea - Grays Point	2016	68.1
Miranda - Yowie Bay	2006	61.5
Miranda - Yowie Bay	2011	61.7
Miranda - Yowie Bay	2016	61.3
Sylvania - Taren Point	2006	58.3
Sylvania - Taren Point	2011	57.6
Sylvania - Taren Point	2016	56.2
Caringbah	2006	61.2
Caringbah	2011	65.7
Caringbah	2016	65.5
Caringbah South	2006	64.5
Caringbah South	2011	65
Caringbah South	2016	64.2
Cronulla - Kurnell - Bundeena	2006	64.2
Cronulla - Kurnell - Bundeena	2011	69.2
Cronulla - Kurnell - Bundeena	2016	66.7
Lilli Pilli - Port Hacking - Dolans Bay	2006	68.5
Lilli Pilli - Port Hacking - Dolans Bay	2011	67
Lilli Pilli - Port Hacking - Dolans Bay	2016	68.3
Woolaware - Burraneer	2006	65
Woolaware - Burraneer	2011	67.4
Woolaware - Burraneer	2016	67.8
Heathcote - Waterfall	2006	66.6
Heathcote - Waterfall	2011	66.1
Heathcote - Waterfall	2016	63.7
Illawong - Alfords Point	2006	72.7
Illawong - Alfords Point	2011	71.4
Illawong - Alfords Point	2016	69.4
Menai - Lucas Heights - Woronora	2006	74.1
Menai - Lucas Heights - Woronora	2011	73.4
Menai - Lucas Heights - Woronora	2016	71.2
Oyster Bay - Como - Jannali	2006	68.6
Oyster Bay - Como - Jannali	2011	67.3
Oyster Bay - Como - Jannali	2016	67
Royal National Park	2006	27.3
Royal National Park	2011	92.3
Royal National Park	2016	50
Sutherland - Kirrawee	2006	65.6
Sutherland - Kirrawee	2011	65.4
Sutherland - Kirrawee	2016	65.7
Engadine	2006	71.2
Engadine	2011	68.9
Engadine	2016	67.2
Loftus - Yarrawarrah	2006	70.3
Loftus - Yarrawarrah	2011	69.6
Loftus - Yarrawarrah	2016	68.1
Woronora Heights	2006	80
Woronora Heights	2011	77.9
Woronora Heights	2016	75.7
Migratory - Offshore - Shipping (NSW)	2006	86
Migratory - Offshore - Shipping (NSW)	2011	29.1
Migratory - Offshore - Shipping (NSW)	2016	34.8
No usual address (NSW)	2006	47.9
No usual address (NSW)	2011	40.2
No usual address (NSW)	2016	37
Alfredton	2006	66.8
Alfredton	2011	67
Alfredton	2016	67.7
Ballarat	2006	60.7
Ballarat	2011	60.2
Ballarat	2016	58.4
Ballarat - North	2006	60.1
Ballarat - North	2011	61.3
Ballarat - North	2016	59.8
Ballarat - South	2006	55.9
Ballarat - South	2011	56.8
Ballarat - South	2016	55.3
Buninyong	2006	65.8
Buninyong	2011	65.5
Buninyong	2016	61.8
Delacombe	2006	61.9
Delacombe	2011	62.8
Delacombe	2016	62.2
Smythes Creek	2006	67.2
Smythes Creek	2011	67.3
Smythes Creek	2016	66.4
Wendouree - Miners Rest	2006	49.7
Wendouree - Miners Rest	2011	52.6
Wendouree - Miners Rest	2016	51.2
Bacchus Marsh Region	2006	62.9
Bacchus Marsh Region	2011	63
Bacchus Marsh Region	2016	60.1
Creswick - Clunes	2006	54.8
Creswick - Clunes	2011	55.3
Creswick - Clunes	2016	52
Daylesford	2006	55.6
Daylesford	2011	56
Daylesford	2016	53.4
Gordon (Vic.)	2006	62.9
Gordon (Vic.)	2011	63
Gordon (Vic.)	2016	61.4
Avoca	2006	51.2
Avoca	2011	48.7
Avoca	2016	46.5
Beaufort	2006	51.4
Beaufort	2011	52.2
Beaufort	2016	46.9
Golden Plains - North	2006	56.5
Golden Plains - North	2011	58.5
Golden Plains - North	2016	57.3
Maryborough (Vic.)	2006	44.1
Maryborough (Vic.)	2011	43.8
Maryborough (Vic.)	2016	42.1
Maryborough Region	2006	47.8
Maryborough Region	2011	48.2
Maryborough Region	2016	45.6
Bendigo	2006	54.6
Bendigo	2011	55.4
Bendigo	2016	54.5
California Gully - Eaglehawk	2006	53.3
California Gully - Eaglehawk	2011	54.9
California Gully - Eaglehawk	2016	53.5
East Bendigo - Kennington	2006	58.4
East Bendigo - Kennington	2011	57.9
East Bendigo - Kennington	2016	55.9
Flora Hill - Spring Gully	2006	62
Flora Hill - Spring Gully	2011	62.2
Flora Hill - Spring Gully	2016	61.4
Kangaroo Flat - Golden Square	2006	56.4
Kangaroo Flat - Golden Square	2011	56.2
Kangaroo Flat - Golden Square	2016	54.2
Maiden Gully	2006	73.4
Maiden Gully	2011	74.7
Maiden Gully	2016	70.2
Strathfieldsaye	2006	72
Strathfieldsaye	2011	72.1
Strathfieldsaye	2016	68
White Hills - Ascot	2006	64.5
White Hills - Ascot	2011	65.5
White Hills - Ascot	2016	65.3
Bendigo Region - South	2006	67.3
Bendigo Region - South	2011	66.3
Bendigo Region - South	2016	65.7
Castlemaine	2006	48.6
Castlemaine	2011	50.6
Castlemaine	2016	47.6
Castlemaine Region	2006	57.2
Castlemaine Region	2011	56.2
Castlemaine Region	2016	53.4
Heathcote	2006	43.1
Heathcote	2011	45.6
Heathcote	2016	44.2
Kyneton	2006	58.9
Kyneton	2011	58.9
Kyneton	2016	56.3
Woodend	2006	64.8
Woodend	2011	64.5
Woodend	2016	60.8
Bendigo Region - North	2006	63.2
Bendigo Region - North	2011	61.1
Bendigo Region - North	2016	58.6
Loddon	2006	53.1
Loddon	2011	49.9
Loddon	2016	46.9
Bannockburn	2006	69.9
Bannockburn	2011	68.7
Bannockburn	2016	66.3
Golden Plains - South	2006	64
Golden Plains - South	2011	65.5
Golden Plains - South	2016	64.4
Winchelsea	2006	64.3
Winchelsea	2011	63.3
Winchelsea	2016	62.5
Belmont	2006	56.1
Belmont	2011	58.7
Belmont	2016	59
Corio - Norlane	2006	49.8
Corio - Norlane	2011	50.1
Corio - Norlane	2016	47.7
Geelong	2006	60.8
Geelong	2011	62.9
Geelong	2016	61.1
Geelong West - Hamlyn Heights	2006	60
Geelong West - Hamlyn Heights	2011	63.2
Geelong West - Hamlyn Heights	2016	64
Grovedale	2006	61.9
Grovedale	2011	61.8
Grovedale	2016	61.4
Highton	2006	62.6
Highton	2011	63.4
Highton	2016	62.8
Lara	2006	62.9
Lara	2011	62.8
Lara	2016	60.3
Leopold	2006	63.5
Leopold	2011	62.8
Leopold	2016	61.1
Newcomb - Moolap	2006	55
Newcomb - Moolap	2011	55.5
Newcomb - Moolap	2016	52.1
Newtown (Vic.)	2006	61.6
Newtown (Vic.)	2011	64.3
Newtown (Vic.)	2016	62.8
North Geelong - Bell Park	2006	53.2
North Geelong - Bell Park	2011	53.5
North Geelong - Bell Park	2016	54.1
Clifton Springs	2006	56.5
Clifton Springs	2011	56.3
Clifton Springs	2016	55
Lorne - Anglesea	2006	52.9
Lorne - Anglesea	2011	54.7
Lorne - Anglesea	2016	54.5
Ocean Grove - Barwon Heads	2006	61.6
Ocean Grove - Barwon Heads	2011	62.1
Ocean Grove - Barwon Heads	2016	62.5
Portarlington	2006	37.9
Portarlington	2011	41.9
Portarlington	2016	39.8
Point Lonsdale - Queenscliff	2006	45.4
Point Lonsdale - Queenscliff	2011	47.6
Point Lonsdale - Queenscliff	2016	43
Torquay	2006	65.7
Torquay	2011	67.3
Torquay	2016	65.3
Alexandra	2006	55.8
Alexandra	2011	54.9
Alexandra	2016	50.6
Euroa	2006	54.8
Euroa	2011	53.6
Euroa	2016	51
Kilmore - Broadford	2006	58.9
Kilmore - Broadford	2011	60.2
Kilmore - Broadford	2016	57.9
Mansfield (Vic.)	2006	59.7
Mansfield (Vic.)	2011	59.9
Mansfield (Vic.)	2016	55.7
Nagambie	2006	55.3
Nagambie	2011	55.1
Nagambie	2016	54.6
Seymour	2006	54.4
Seymour	2011	53.7
Seymour	2016	49.4
Seymour Region	2006	65.7
Seymour Region	2011	66.2
Seymour Region	2016	63.3
Upper Yarra Valley	2006	47.4
Upper Yarra Valley	2011	53
Upper Yarra Valley	2016	45.9
Yea	2006	56.1
Yea	2011	55.1
Yea	2016	52
Benalla	2006	55.1
Benalla	2011	53.4
Benalla	2016	48.6
Benalla Region	2006	65.3
Benalla Region	2011	65.1
Benalla Region	2016	58.7
Rutherglen	2006	61.4
Rutherglen	2011	60.7
Rutherglen	2016	57.7
Wangaratta	2006	58.2
Wangaratta	2011	57.6
Wangaratta	2016	54.1
Wangaratta Region	2006	67.8
Wangaratta Region	2011	66.7
Wangaratta Region	2016	62.7
Beechworth	2006	56.5
Beechworth	2011	56.1
Beechworth	2016	54.2
Bright - Mount Beauty	2006	58.3
Bright - Mount Beauty	2011	58.4
Bright - Mount Beauty	2016	55.5
Chiltern - Indigo Valley	2006	65.3
Chiltern - Indigo Valley	2011	66.1
Chiltern - Indigo Valley	2016	63.7
Myrtleford	2006	56.8
Myrtleford	2011	56.6
Myrtleford	2016	54.8
Towong	2006	58.4
Towong	2011	59.1
Towong	2016	55.7
West Wodonga	2006	68.4
West Wodonga	2011	66.7
West Wodonga	2016	62.8
Wodonga	2006	64.1
Wodonga	2011	62.7
Wodonga	2016	61.5
Yackandandah	2006	67.6
Yackandandah	2011	67.2
Yackandandah	2016	64.7
Drouin	2006	58.1
Drouin	2011	59.3
Drouin	2016	55.9
Mount Baw Baw Region	2006	62.3
Mount Baw Baw Region	2011	62.5
Mount Baw Baw Region	2016	58.4
Trafalgar (Vic.)	2006	61.8
Trafalgar (Vic.)	2011	61.3
Trafalgar (Vic.)	2016	58.5
Warragul	2006	61.2
Warragul	2011	61.1
Warragul	2016	57.9
Alps - East	2006	0
Alps - East	2011	0
Alps - East	2016	100
Bairnsdale	2006	54
Bairnsdale	2011	54.6
Bairnsdale	2016	50.3
Bruthen - Omeo	2006	60.4
Bruthen - Omeo	2011	59.3
Bruthen - Omeo	2016	57.1
Lake King	2006	0
Lake King	2011	0
Lake King	2016	0
Lakes Entrance	2006	47.1
Lakes Entrance	2011	47.4
Lakes Entrance	2016	43.9
Orbost	2006	51.8
Orbost	2011	51.4
Orbost	2016	46.4
Paynesville	2006	43.1
Paynesville	2011	42.8
Paynesville	2016	39.7
Foster	2006	53.6
Foster	2011	55.2
Foster	2016	49.7
French Island	2006	57.8
French Island	2011	55.1
French Island	2016	47.9
Korumburra	2006	59
Korumburra	2011	59.9
Korumburra	2016	57.2
Leongatha	2006	60.5
Leongatha	2011	60.7
Leongatha	2016	56.1
Phillip Island	2006	49
Phillip Island	2011	53.2
Phillip Island	2016	49.7
Wilsons Promontory	2006	0
Wilsons Promontory	2011	100
Wilsons Promontory	2016	120
Wonthaggi - Inverloch	2006	48.1
Wonthaggi - Inverloch	2011	51.2
Wonthaggi - Inverloch	2016	48.3
Churchill	2006	61.3
Churchill	2011	60.1
Churchill	2016	56.7
Moe - Newborough	2006	50.5
Moe - Newborough	2011	50.3
Moe - Newborough	2016	49.9
Morwell	2006	49.2
Morwell	2011	48.3
Morwell	2016	45.6
Traralgon	2006	60.7
Traralgon	2011	62
Traralgon	2016	59.6
Yallourn North - Glengarry	2006	64.7
Yallourn North - Glengarry	2011	63.4
Yallourn North - Glengarry	2016	61.9
Alps - West	2006	19
Alps - West	2011	70
Alps - West	2016	73.9
Longford - Loch Sport	2006	53.5
Longford - Loch Sport	2011	54.4
Longford - Loch Sport	2016	49.3
Maffra	2006	58.8
Maffra	2011	57.5
Maffra	2016	57.1
Rosedale	2006	52.7
Rosedale	2011	51.1
Rosedale	2016	49.8
Sale	2006	57.2
Sale	2011	58.1
Sale	2016	55.7
Yarram	2006	54.5
Yarram	2011	53.6
Yarram	2016	50.4
Brunswick	2006	63.9
Brunswick	2011	68.3
Brunswick	2016	70.5
Brunswick East	2006	64.1
Brunswick East	2011	70
Brunswick East	2016	72.2
Brunswick West	2006	62.2
Brunswick West	2011	65.6
Brunswick West	2016	66.6
Coburg	2006	57.2
Coburg	2011	61.2
Coburg	2016	64.9
Pascoe Vale South	2006	59.9
Pascoe Vale South	2011	63.4
Pascoe Vale South	2016	64.5
Alphington - Fairfield	2006	65.2
Alphington - Fairfield	2011	69.4
Alphington - Fairfield	2016	69.3
Northcote	2006	64.6
Northcote	2011	68.1
Northcote	2016	69
Thornbury	2006	60.4
Thornbury	2011	64.9
Thornbury	2016	67
Ascot Vale	2006	61.8
Ascot Vale	2011	66.3
Ascot Vale	2016	67.2
Essendon - Aberfeldie	2006	63.8
Essendon - Aberfeldie	2011	66.7
Essendon - Aberfeldie	2016	67
Flemington	2006	54
Flemington	2011	60
Flemington	2016	60.2
Moonee Ponds	2006	64.1
Moonee Ponds	2011	66
Moonee Ponds	2016	66.9
Carlton	2006	45.2
Carlton	2011	49.8
Carlton	2016	45.1
Docklands	2006	66.9
Docklands	2011	65.2
Docklands	2016	62.7
East Melbourne	2006	69.6
East Melbourne	2011	69.8
East Melbourne	2016	67.5
Flemington Racecourse	2006	0
Flemington Racecourse	2011	84.3
Flemington Racecourse	2016	51.9
Kensington (Vic.)	2006	70.7
Kensington (Vic.)	2011	72.8
Kensington (Vic.)	2016	71.5
Melbourne	2006	49.4
Melbourne	2011	56.3
Melbourne	2016	51.6
North Melbourne	2006	58.2
North Melbourne	2011	61.5
North Melbourne	2016	59.5
Parkville	2006	56.3
Parkville	2011	56.5
Parkville	2016	57.4
South Yarra - West	2006	61.8
South Yarra - West	2011	65.3
South Yarra - West	2016	62.6
Southbank	2006	62.6
Southbank	2011	67.9
Southbank	2016	65.4
West Melbourne	2006	0
West Melbourne	2011	0
West Melbourne	2016	0
Albert Park	2006	65.4
Albert Park	2011	67.9
Albert Park	2016	64.2
Elwood	2006	69.5
Elwood	2011	75.5
Elwood	2016	74.1
Port Melbourne	2006	64.1
Port Melbourne	2011	68.1
Port Melbourne	2016	66.6
Port Melbourne Industrial	2006	50
Port Melbourne Industrial	2011	71.4
Port Melbourne Industrial	2016	144.4
South Melbourne	2006	61.1
South Melbourne	2011	64
South Melbourne	2016	63.5
St Kilda	2006	63.5
St Kilda	2011	71.1
St Kilda	2016	67.4
St Kilda East	2006	67.3
St Kilda East	2011	74.2
St Kilda East	2016	73
Armadale	2006	64.4
Armadale	2011	66.1
Armadale	2016	65.4
Prahran - Windsor	2006	65.1
Prahran - Windsor	2011	69.3
Prahran - Windsor	2016	70.5
South Yarra - East	2006	64.9
South Yarra - East	2011	69
South Yarra - East	2016	68.6
Toorak	2006	59.1
Toorak	2011	59.4
Toorak	2016	59
Abbotsford	2006	65.7
Abbotsford	2011	66.3
Abbotsford	2016	72.5
Carlton North - Princes Hill	2006	69.8
Carlton North - Princes Hill	2011	72.4
Carlton North - Princes Hill	2016	70.4
Collingwood	2006	61
Collingwood	2011	63.3
Collingwood	2016	67.2
Fitzroy	2006	62.1
Fitzroy	2011	63.8
Fitzroy	2016	63.2
Fitzroy North	2006	65.9
Fitzroy North	2011	69.2
Fitzroy North	2016	68.7
Richmond (Vic.)	2006	66.3
Richmond (Vic.)	2011	71.1
Richmond (Vic.)	2016	71.8
Yarra - North	2006	67.1
Yarra - North	2011	72.1
Yarra - North	2016	69.4
Ashburton (Vic.)	2006	61.3
Ashburton (Vic.)	2011	63.7
Ashburton (Vic.)	2016	63.6
Balwyn	2006	58.1
Balwyn	2011	58.1
Balwyn	2016	56.7
Balwyn North	2006	59.2
Balwyn North	2011	60.4
Balwyn North	2016	59.8
Camberwell	2006	63.3
Camberwell	2011	63.3
Camberwell	2016	61
Glen Iris - East	2006	67
Glen Iris - East	2011	67.6
Glen Iris - East	2016	67
Hawthorn	2006	66.2
Hawthorn	2011	67.7
Hawthorn	2016	67.6
Hawthorn East	2006	67.7
Hawthorn East	2011	68.1
Hawthorn East	2016	66.8
Kew	2006	62
Kew	2011	62.5
Kew	2016	62.2
Kew East	2006	63.3
Kew East	2011	65.8
Kew East	2016	63.9
Surrey Hills (West) - Canterbury	2006	65
Surrey Hills (West) - Canterbury	2011	64.5
Surrey Hills (West) - Canterbury	2016	61.3
Bulleen	2006	55.8
Bulleen	2011	56.5
Bulleen	2016	55.9
Doncaster	2006	55.1
Doncaster	2011	54.9
Doncaster	2016	54.3
Templestowe	2006	62.8
Templestowe	2011	62.2
Templestowe	2016	57.5
Templestowe Lower	2006	57.8
Templestowe Lower	2011	56.6
Templestowe Lower	2016	55.3
Doncaster East (North)	2006	64.4
Doncaster East (North)	2011	62.4
Doncaster East (North)	2016	59.2
Doncaster East (South)	2006	55.9
Doncaster East (South)	2011	55.6
Doncaster East (South)	2016	55.4
Blackburn	2006	61.8
Blackburn	2011	61.1
Blackburn	2016	61.8
Blackburn South	2006	57.2
Blackburn South	2011	58
Blackburn South	2016	56.7
Box Hill	2006	57.5
Box Hill	2011	58.2
Box Hill	2016	57
Box Hill North	2006	60.7
Box Hill North	2011	61.7
Box Hill North	2016	60.9
Burwood	2006	53.6
Burwood	2011	51.3
Burwood	2016	52.1
Burwood East	2006	57.4
Burwood East	2011	55
Burwood East	2016	55.2
Surrey Hills (East) - Mont Albert	2006	65.2
Surrey Hills (East) - Mont Albert	2011	65.8
Surrey Hills (East) - Mont Albert	2016	65
Beaumaris	2006	62
Beaumaris	2011	63.6
Beaumaris	2016	61.3
Brighton (Vic.)	2006	58.9
Brighton (Vic.)	2011	58.7
Brighton (Vic.)	2016	58.3
Brighton East	2006	62
Brighton East	2011	62.4
Brighton East	2016	61.4
Cheltenham - Highett (West)	2006	61.9
Cheltenham - Highett (West)	2011	64.2
Cheltenham - Highett (West)	2016	65.7
Hampton	2006	61.3
Hampton	2011	62.5
Hampton	2016	62.8
Sandringham - Black Rock	2006	60.4
Sandringham - Black Rock	2011	60.6
Sandringham - Black Rock	2016	60.7
Bentleigh - McKinnon	2006	61.6
Bentleigh - McKinnon	2011	64
Bentleigh - McKinnon	2016	63.3
Carnegie	2006	62.2
Carnegie	2011	64.9
Carnegie	2016	63.4
Caulfield - North	2006	58.9
Caulfield - North	2011	63
Caulfield - North	2016	62.7
Caulfield - South	2006	60.8
Caulfield - South	2011	63
Caulfield - South	2016	62.4
Elsternwick	2006	63.4
Elsternwick	2011	65.9
Elsternwick	2016	67.1
Hughesdale	2006	62.4
Hughesdale	2011	63.5
Hughesdale	2016	65.3
Murrumbeena	2006	65.4
Murrumbeena	2011	68.8
Murrumbeena	2016	67.9
Ormond - Glen Huntly	2006	64.3
Ormond - Glen Huntly	2011	67.4
Ormond - Glen Huntly	2016	67.2
Bentleigh East (North)	2006	61.1
Bentleigh East (North)	2011	65.1
Bentleigh East (North)	2016	64.7
Bentleigh East (South)	2006	58.9
Bentleigh East (South)	2011	61.6
Bentleigh East (South)	2016	62.9
Aspendale Gardens - Waterways	2006	71.9
Aspendale Gardens - Waterways	2011	69.7
Aspendale Gardens - Waterways	2016	68
Braeside	2006	85.7
Braeside	2011	23.1
Braeside	2016	50
Carrum - Patterson Lakes	2006	62.3
Carrum - Patterson Lakes	2011	64.5
Carrum - Patterson Lakes	2016	63.4
Chelsea - Bonbeach	2006	56.9
Chelsea - Bonbeach	2011	60.4
Chelsea - Bonbeach	2016	61.3
Chelsea Heights	2006	69.1
Chelsea Heights	2011	68.1
Chelsea Heights	2016	64.1
Cheltenham - Highett (East)	2006	58.9
Cheltenham - Highett (East)	2011	60.8
Cheltenham - Highett (East)	2016	62.4
Edithvale - Aspendale	2006	63
Edithvale - Aspendale	2011	65.3
Edithvale - Aspendale	2016	65.9
Mentone	2006	61.5
Mentone	2011	63
Mentone	2016	64.3
Moorabbin - Heatherton	2006	58.2
Moorabbin - Heatherton	2011	63.1
Moorabbin - Heatherton	2016	63.6
Moorabbin Airport	2006	0
Moorabbin Airport	2011	0
Moorabbin Airport	2016	0
Mordialloc - Parkdale	2006	63.5
Mordialloc - Parkdale	2011	66.1
Mordialloc - Parkdale	2016	66.4
Malvern - Glen Iris	2006	63
Malvern - Glen Iris	2011	65.8
Malvern - Glen Iris	2016	64.7
Malvern East	2006	62.1
Malvern East	2011	64.1
Malvern East	2016	62.5
Bundoora - East	2006	59.1
Bundoora - East	2011	58.2
Bundoora - East	2016	57.1
Greensborough	2006	67.7
Greensborough	2011	67.6
Greensborough	2016	65.7
Heidelberg - Rosanna	2006	59.2
Heidelberg - Rosanna	2011	61.6
Heidelberg - Rosanna	2016	62.1
Heidelberg West	2006	48.4
Heidelberg West	2011	54.2
Heidelberg West	2016	55.5
Ivanhoe	2006	64
Ivanhoe	2011	66.2
Ivanhoe	2016	66.3
Ivanhoe East - Eaglemont	2006	65.8
Ivanhoe East - Eaglemont	2011	66.6
Ivanhoe East - Eaglemont	2016	64.9
Montmorency - Briar Hill	2006	66.6
Montmorency - Briar Hill	2011	67
Montmorency - Briar Hill	2016	64.3
Viewbank - Yallambie	2006	63.3
Viewbank - Yallambie	2011	62.4
Viewbank - Yallambie	2016	62.4
Watsonia	2006	60.8
Watsonia	2011	62.4
Watsonia	2016	62.2
Kingsbury	2006	55.6
Kingsbury	2011	57
Kingsbury	2016	57.1
Reservoir - East	2006	49.2
Reservoir - East	2011	53
Reservoir - East	2016	54.9
Reservoir - West	2006	49.8
Reservoir - West	2011	52.9
Reservoir - West	2016	55.5
Preston - East	2006	53.1
Preston - East	2011	56.4
Preston - East	2016	60.4
Preston - West	2006	55.7
Preston - West	2011	62
Preston - West	2016	63.9
Eltham	2006	72.3
Eltham	2011	71.9
Eltham	2016	68.8
Hurstbridge	2006	71.8
Hurstbridge	2011	73
Hurstbridge	2016	70.3
Kinglake	2006	66.3
Kinglake	2011	64.9
Kinglake	2016	63.3
Panton Hill - St Andrews	2006	69.6
Panton Hill - St Andrews	2011	69.6
Panton Hill - St Andrews	2016	65.2
Plenty - Yarrambat	2006	70.8
Plenty - Yarrambat	2011	71.4
Plenty - Yarrambat	2016	69.3
Research - North Warrandyte	2006	70.8
Research - North Warrandyte	2011	70.4
Research - North Warrandyte	2016	67.7
Wattle Glen - Diamond Creek	2006	74.5
Wattle Glen - Diamond Creek	2011	72.9
Wattle Glen - Diamond Creek	2016	71.6
Bundoora - North	2006	60.3
Bundoora - North	2011	60.8
Bundoora - North	2016	59.8
Bundoora - West	2006	58.6
Bundoora - West	2011	55.5
Bundoora - West	2016	54.4
Lalor	2006	48.5
Lalor	2011	48.3
Lalor	2016	49.2
Mill Park - North	2006	68.2
Mill Park - North	2011	66.8
Mill Park - North	2016	64.4
Mill Park - South	2006	64.8
Mill Park - South	2011	64.4
Mill Park - South	2016	62.4
Thomastown	2006	49.1
Thomastown	2011	47.8
Thomastown	2016	47.8
Wallan	2006	68.2
Wallan	2011	67.8
Wallan	2016	65.9
Whittlesea	2006	63
Whittlesea	2011	63
Whittlesea	2016	59.2
Doreen	2006	77.5
Doreen	2011	78.4
Doreen	2016	73.7
Epping - East	2006	66.5
Epping - East	2011	62
Epping - East	2016	60.5
Epping - South	2006	62.2
Epping - South	2011	60.6
Epping - South	2016	57
Epping - West	2006	60.5
Epping - West	2011	71.5
Epping - West	2016	68.3
Mernda	2006	67.1
Mernda	2011	77.6
Mernda	2016	69.7
South Morang (North)	2006	74.8
South Morang (North)	2011	74.6
South Morang (North)	2016	72.9
South Morang (South)	2006	70.3
South Morang (South)	2011	68.2
South Morang (South)	2016	65
Wollert	2006	59.9
Wollert	2011	66
Wollert	2016	67.9
Airport West	2006	54
Airport West	2011	58.6
Airport West	2016	59.4
Essendon Airport	2006	0
Essendon Airport	2011	0
Essendon Airport	2016	0
Keilor	2006	62.2
Keilor	2011	61.3
Keilor	2016	58.9
Keilor East	2006	55.5
Keilor East	2011	54.8
Keilor East	2016	54.8
Niddrie - Essendon West	2006	60.2
Niddrie - Essendon West	2011	64
Niddrie - Essendon West	2016	66.1
Strathmore	2006	63.7
Strathmore	2011	66.3
Strathmore	2016	66.2
Gisborne	2006	67.5
Gisborne	2011	67.4
Gisborne	2016	65.2
Macedon	2006	63.5
Macedon	2011	66.2
Macedon	2016	62.6
Riddells Creek	2006	70
Riddells Creek	2011	72.1
Riddells Creek	2016	68.3
Romsey	2006	64.2
Romsey	2011	65.5
Romsey	2016	61.9
Coburg North	2006	51.2
Coburg North	2011	55.2
Coburg North	2016	60
Fawkner	2006	41.5
Fawkner	2011	45.3
Fawkner	2016	50.2
Pascoe Vale	2006	56.1
Pascoe Vale	2011	60.5
Pascoe Vale	2016	63.5
Glenroy	2006	46.6
Glenroy	2011	50.3
Glenroy	2016	55.6
Gowanbrae	2006	74.9
Gowanbrae	2011	68.5
Gowanbrae	2016	65.9
Hadfield	2006	46.5
Hadfield	2011	49.8
Hadfield	2016	50.6
Sunbury	2006	68.4
Sunbury	2011	69.4
Sunbury	2016	66.2
Sunbury - South	2006	67.1
Sunbury - South	2011	67
Sunbury - South	2016	65.6
Broadmeadows	2006	41.4
Broadmeadows	2011	40
Broadmeadows	2016	43.7
Campbellfield - Coolaroo	2006	38.9
Campbellfield - Coolaroo	2011	37.6
Campbellfield - Coolaroo	2016	39.3
Gladstone Park - Westmeadows	2006	61.7
Gladstone Park - Westmeadows	2011	61.9
Gladstone Park - Westmeadows	2016	59.1
Greenvale - Bulla	2006	68.8
Greenvale - Bulla	2011	67.7
Greenvale - Bulla	2016	66.4
Meadow Heights	2006	47.2
Meadow Heights	2011	45.3
Meadow Heights	2016	43.9
Melbourne Airport	2006	66.3
Melbourne Airport	2011	47.9
Melbourne Airport	2016	36.1
Roxburgh Park - Somerton	2006	58.8
Roxburgh Park - Somerton	2011	56.3
Roxburgh Park - Somerton	2016	51.8
Tullamarine	2006	60.6
Tullamarine	2011	61
Tullamarine	2016	58.4
Craigieburn - Central	2006	66.7
Craigieburn - Central	2011	64.5
Craigieburn - Central	2016	61.3
Craigieburn - North	2006	73.7
