SA2_NAME16	Year	medianMortgageRepaymentMonthly
Hornsby - East	2006	1764
Hornsby - West	2006	1855
Waitara - Wahroonga (West)	2006	2089
Gordon - Killara	2006	2556
Lindfield - Roseville	2006	2600
Pymble	2006	2427
St Ives	2006	2600
Turramurra	2006	2275
Wahroonga (East) - Warrawee	2006	2500
Cremorne - Cammeray	2006	2500
Crows Nest - Waverton	2006	2167
Mosman	2006	2600
Neutral Bay - Kirribilli	2006	2377
North Sydney - Lavender Bay	2006	2527
Balgowlah - Clontarf - Seaforth	2006	2600
Manly - Fairlight	2006	2300
Avalon - Palm Beach	2006	2167
Bayview - Elanora Heights	2006	2167
Newport - Bilgola	2006	2200
Warriewood - Mona Vale	2006	2167
Beacon Hill - Narraweena	2006	2100
Cromer	2006	2000
Dee Why - North Curl Curl	2006	2000
Forestville - Killarney Heights	2006	2200
Frenchs Forest - Belrose	2006	2167
Freshwater - Brookvale	2006	2167
Manly Vale - Allambie Heights	2006	2093
Narrabeen - Collaroy	2006	2100
Terrey Hills - Duffys Forest	2006	2167
Camden - Ellis Lane	2006	1733
Elderslie - Harrington Park	2006	1928
Mount Annan - Currans Hill	2006	1800
Bradbury - Wedderburn	2006	1517
Campbelltown - Woodbine	2006	1600
Claymore - Eagle Vale - Raby	2006	1500
Holsworthy Military Area	2006	0
Ingleburn - Denham Court	2006	1533
Leumeah - Minto Heights	2006	1430
Macquarie Fields - Glenfield	2006	1408
Minto - St Andrews	2006	1500
Rosemeadow - Glen Alpine	2006	1517
Bargo	2006	1700
Douglas Park - Appin	2006	1733
Picton - Tahmoor - Buxton	2006	1642
The Oaks - Oakdale	2006	1742
Blackheath - Megalong Valley	2006	1300
Blaxland - Warrimoo - Lapstone	2006	1600
Blue Mountains - North	2006	0
Katoomba - Leura	2006	1300
Lawson - Hazelbrook - Linden	2006	1408
Springwood - Winmalee	2006	1517
Wentworth Falls	2006	1477
Blue Mountains - South	2006	0
Cambridge Park	2006	1500
Castlereagh - Cranebrook	2006	1625
Emu Plains - Leonay	2006	1600
Glenmore Park - Regentville	2006	1861
Jamisontown - South Penrith	2006	1457
Kingswood - Werrington	2006	1459
Mulgoa - Luddenham - Orchard Hills	2006	1853
Penrith	2006	1450
Warragamba - Silverdale	2006	1647
Richmond - Clarendon	2006	1500
Windsor - Bligh Park	2006	1562
Yarramundi - Londonderry	2006	1781
Erskine Park	2006	1582
St Clair	2006	1517
Colyton - Oxley Park	2006	1500
St Marys - North St Marys	2006	1400
Homebush Bay - Silverwater	2006	2250
Rookwood Cemetery	2006	0
Auburn - Central	2006	1647
Auburn - North	2006	1300
Auburn - South	2006	1517
Berala	2006	1500
Lidcombe	2006	1733
Regents Park	2006	1538
Carlingford	2006	1800
Ermington - Rydalmere	2006	1889
Oatlands - Dundas Valley	2006	1800
Chester Hill - Sefton	2006	1517
Fairfield - East	2006	1500
Granville - Clyde	2006	1517
Greystanes - Pemulwuy	2006	1733
Guildford - South Granville	2006	1700
Guildford West - Merrylands West	2006	1517
Merrylands - Holroyd	2006	1625
Smithfield Industrial	2006	0
Yennora Industrial	2006	0
North Parramatta	2006	1600
North Rocks	2006	1924
Northmead	2006	1733
Parramatta - Rosehill	2006	1500
Toongabbie - Constitution Hill	2006	1690
Winston Hills	2006	1870
Pendle Hill - Girraween	2006	1733
Wentworthville - Westmead	2006	1733
Epping - North Epping	2006	2000
Pennant Hills - Cheltenham	2006	2100
Eastwood - Denistone	2006	1913
Gladesville - Huntleys Point	2006	2056
Hunters Hill - Woolwich	2006	3000
Macquarie Park - Marsfield	2006	1810
North Ryde - East Ryde	2006	2000
West Ryde - Meadowbank	2006	1733
Putney	2006	2167
Ryde	2006	1900
Ashcroft - Busby - Miller	2006	1326
Austral - Greendale	2006	1882
Cobbitty - Leppington	2006	1733
Badgerys Creek	2006	2084
Cecil Hills	2006	1800
Green Valley	2006	1700
Hinchinbrook	2006	1733
Hoxton Park - Carnes Hill - Horningsea Park	2006	1950
West Hoxton - Middleton Grange	2006	2017
Bonnyrigg Heights - Bonnyrigg	2006	1600
Bossley Park - Abbotsbury	2006	1629
Cabramatta - Lansvale	2006	1192
Cabramatta West - Mount Pritchard	2006	1495
Canley Vale - Canley Heights	2006	1300
Edensor Park	2006	1603
Fairfield	2006	1473
Fairfield - West	2006	1600
Greenfield Park - Prairiewood	2006	1517
Horsley Park - Kemps Creek	2006	2000
Smithfield - Wetherill Park	2006	1517
St Johns Park - Wakeley	2006	1517
Wetherill Park Industrial	2006	0
Casula	2006	1900
Chipping Norton - Moorebank	2006	1733
Holsworthy - Wattle Grove	2006	1798
Liverpool	2006	1400
Lurnea - Cartwright	2006	1400
Prestons - Edmondson Park	2006	2072
Warwick Farm	2006	1192
Gymea - Grays Point	2006	2000
Miranda - Yowie Bay	2006	1950
Sylvania - Taren Point	2006	2000
Caringbah	2006	1812
Caringbah South	2006	2167
Cronulla - Kurnell - Bundeena	2006	1907
Lilli Pilli - Port Hacking - Dolans Bay	2006	2557
Woolaware - Burraneer	2006	2167
Heathcote - Waterfall	2006	1762
Illawong - Alfords Point	2006	1819
Menai - Lucas Heights - Woronora	2006	1842
Oyster Bay - Como - Jannali	2006	2000
Royal National Park	2006	0
Sutherland - Kirrawee	2006	1900
Engadine	2006	1900
Loftus - Yarrawarrah	2006	1863
Woronora Heights	2006	1855
Migratory - Offshore - Shipping (NSW)	2006	0
No usual address (NSW)	2006	0
Alfredton	2006	1200
Ballarat	2006	1127
Ballarat - North	2006	1055
Ballarat - South	2006	975
Buninyong	2006	1083
Delacombe	2006	1083
Smythes Creek	2006	1083
Wendouree - Miners Rest	2006	932
Bacchus Marsh Region	2006	1083
Creswick - Clunes	2006	867
Daylesford	2006	975
Gordon (Vic.)	2006	975
Avoca	2006	650
Beaufort	2006	780
Golden Plains - North	2006	802
Maryborough (Vic.)	2006	715
Maryborough Region	2006	650
Bendigo	2006	867
California Gully - Eaglehawk	2006	867
East Bendigo - Kennington	2006	1083
Flora Hill - Spring Gully	2006	1000
Kangaroo Flat - Golden Square	2006	975
Maiden Gully	2006	1116
Strathfieldsaye	2006	1200
White Hills - Ascot	2006	1083
Bendigo Region - South	2006	1061
Castlemaine	2006	867
Castlemaine Region	2006	867
Heathcote	2006	785
Kyneton	2006	1083
Woodend	2006	1200
Bendigo Region - North	2006	882
Loddon	2006	594
Bannockburn	2006	1387
Golden Plains - South	2006	1083
Winchelsea	2006	1127
Belmont	2006	1083
Corio - Norlane	2006	867
Geelong	2006	1127
Geelong West - Hamlyn Heights	2006	1107
Grovedale	2006	1200
Highton	2006	1300
Lara	2006	1270
Leopold	2006	1192
Newcomb - Moolap	2006	1000
Newtown (Vic.)	2006	1300
North Geelong - Bell Park	2006	1083
Clifton Springs	2006	1110
Lorne - Anglesea	2006	1200
Ocean Grove - Barwon Heads	2006	1200
Portarlington	2006	1083
Point Lonsdale - Queenscliff	2006	1013
Torquay	2006	1300
Alexandra	2006	895
Euroa	2006	800
Kilmore - Broadford	2006	1191
Mansfield (Vic.)	2006	1000
Nagambie	2006	867
Seymour	2006	867
Seymour Region	2006	1083
Upper Yarra Valley	2006	613
Yea	2006	943
Benalla	2006	888
Benalla Region	2006	867
Rutherglen	2006	1000
Wangaratta	2006	953
Wangaratta Region	2006	953
Beechworth	2006	1043
Bright - Mount Beauty	2006	975
Chiltern - Indigo Valley	2006	1083
Myrtleford	2006	910
Towong	2006	867
West Wodonga	2006	1200
Wodonga	2006	1127
Yackandandah	2006	1192
Drouin	2006	1060
Mount Baw Baw Region	2006	986
Trafalgar (Vic.)	2006	899
Warragul	2006	1083
Alps - East	2006	0
Bairnsdale	2006	919
Bruthen - Omeo	2006	867
Lake King	2006	0
Lakes Entrance	2006	953
Orbost	2006	711
Paynesville	2006	975
Foster	2006	867
French Island	2006	815
Korumburra	2006	975
Leongatha	2006	1000
Phillip Island	2006	1083
Wilsons Promontory	2006	0
Wonthaggi - Inverloch	2006	975
Churchill	2006	867
Moe - Newborough	2006	758
Morwell	2006	737
Traralgon	2006	996
Yallourn North - Glengarry	2006	867
Alps - West	2006	0
Longford - Loch Sport	2006	960
Maffra	2006	867
Rosedale	2006	935
Sale	2006	886
Yarram	2006	867
Brunswick	2006	1512
Brunswick East	2006	1488
Brunswick West	2006	1350
Coburg	2006	1436
Pascoe Vale South	2006	1430
Alphington - Fairfield	2006	1500
Northcote	2006	1517
Thornbury	2006	1428
Ascot Vale	2006	1600
Essendon - Aberfeldie	2006	1517
Flemington	2006	1517
Moonee Ponds	2006	1662
Carlton	2006	1800
Docklands	2006	2184
East Melbourne	2006	1950
Flemington Racecourse	2006	0
Kensington (Vic.)	2006	1733
Melbourne	2006	1602
North Melbourne	2006	1733
Parkville	2006	1560
South Yarra - West	2006	1733
Southbank	2006	1765
West Melbourne	2006	0
Albert Park	2006	2007
Elwood	2006	1700
Port Melbourne	2006	2129
Port Melbourne Industrial	2006	0
South Melbourne	2006	2000
St Kilda	2006	1602
St Kilda East	2006	1517
Armadale	2006	1930
Prahran - Windsor	2006	1739
South Yarra - East	2006	1896
Toorak	2006	2366
Abbotsford	2006	1685
Carlton North - Princes Hill	2006	1733
Collingwood	2006	1700
Fitzroy	2006	1842
Fitzroy North	2006	1700
Richmond (Vic.)	2006	1800
Yarra - North	2006	1733
Ashburton (Vic.)	2006	1711
Balwyn	2006	1800
Balwyn North	2006	1750
Camberwell	2006	1836
Glen Iris - East	2006	1800
Hawthorn	2006	1842
Hawthorn East	2006	1950
Kew	2006	2000
Kew East	2006	1800
Surrey Hills (West) - Canterbury	2006	1950
Bulleen	2006	1517
Doncaster	2006	1500
Templestowe	2006	1700
Templestowe Lower	2006	1582
Doncaster East (North)	2006	1517
Doncaster East (South)	2006	1500
Blackburn	2006	1447
Blackburn South	2006	1400
Box Hill	2006	1500
Box Hill North	2006	1443
Burwood	2006	1500
Burwood East	2006	1400
Surrey Hills (East) - Mont Albert	2006	1733
Beaumaris	2006	1800
Brighton (Vic.)	2006	2167
Brighton East	2006	2000
Cheltenham - Highett (West)	2006	1517
Hampton	2006	1800
Sandringham - Black Rock	2006	2000
Bentleigh - McKinnon	2006	1547
Carnegie	2006	1495
Caulfield - North	2006	1800
Caulfield - South	2006	1733
Elsternwick	2006	1703
Hughesdale	2006	1500
Murrumbeena	2006	1517
Ormond - Glen Huntly	2006	1500
Bentleigh East (North)	2006	1517
Bentleigh East (South)	2006	1500
Aspendale Gardens - Waterways	2006	1500
Braeside	2006	0
Carrum - Patterson Lakes	2006	1409
Chelsea - Bonbeach	2006	1300
Chelsea Heights	2006	1213
Cheltenham - Highett (East)	2006	1400
Edithvale - Aspendale	2006	1300
Mentone	2006	1400
Moorabbin - Heatherton	2006	1600
Moorabbin Airport	2006	0
Mordialloc - Parkdale	2006	1500
Malvern - Glen Iris	2006	1972
Malvern East	2006	1945
Bundoora - East	2006	1300
Greensborough	2006	1300
Heidelberg - Rosanna	2006	1500
Heidelberg West	2006	1200
Ivanhoe	2006	1549
Ivanhoe East - Eaglemont	2006	1790
Montmorency - Briar Hill	2006	1300
Viewbank - Yallambie	2006	1387
Watsonia	2006	1300
Kingsbury	2006	1517
Reservoir - East	2006	1200
Reservoir - West	2006	1300
Preston - East	2006	1300
Preston - West	2006	1300
Eltham	2006	1408
Hurstbridge	2006	1300
Kinglake	2006	1192
Panton Hill - St Andrews	2006	1408
Plenty - Yarrambat	2006	1517
Research - North Warrandyte	2006	1560
Wattle Glen - Diamond Creek	2006	1400
Bundoora - North	2006	1626
Bundoora - West	2006	1200
Lalor	2006	1083
Mill Park - North	2006	1254
Mill Park - South	2006	1179
Thomastown	2006	1100
Wallan	2006	1300
Whittlesea	2006	1465
Doreen	2006	1800
Epping - East	2006	1300
Epping - South	2006	1200
Epping - West	2006	1200
Mernda	2006	1200
South Morang (North)	2006	1800
South Morang (South)	2006	1460
Wollert	2006	1000
Airport West	2006	1300
Essendon Airport	2006	0
Keilor	2006	1300
Keilor East	2006	1300
Niddrie - Essendon West	2006	1424
Strathmore	2006	1517
Gisborne	2006	1372
Macedon	2006	1300
Riddells Creek	2006	1300
Romsey	2006	1200
Coburg North	2006	1238
Fawkner	2006	1200
Pascoe Vale	2006	1350
Glenroy	2006	1200
Gowanbrae	2006	1647
Hadfield	2006	1218
Sunbury	2006	1300
Sunbury - South	2006	1238
Broadmeadows	2006	948
Campbellfield - Coolaroo	2006	1028
Gladstone Park - Westmeadows	2006	1213
Greenvale - Bulla	2006	1473
Meadow Heights	2006	1083
Melbourne Airport	2006	2200
Roxburgh Park - Somerton	2006	1430
Tullamarine	2006	1192
Craigieburn - Central	2006	1213
Craigieburn - North	2006	1690
Craigieburn - South	2006	1300
Craigieburn - West	2006	1621
Mickleham - Yuroke	2006	1733
Bayswater	2006	1150
Knoxfield - Scoresby	2006	1200
Lysterfield	2006	1517
Rowville - Central	2006	1300
Rowville - North	2006	1517
Rowville - South	2006	1500
Wantirna	2006	1300
Wantirna South	2006	1300
Boronia	2006	1148
Ferntree Gully (North)	2006	1164
Ferntree Gully (South) - Upper Ferntree Gully	2006	1200
The Basin	2006	1170
Donvale - Park Orchards	2006	1600
Warrandyte - Wonga Park	2006	1700
Bayswater North	2006	1200
Croydon Hills - Warranwood	2006	1300
Ringwood	2006	1220
Ringwood East	2006	1237
Ringwood North	2006	1305
Croydon - East	2006	1200
Croydon - West	2006	1200
Croydon South	2006	1200
Forest Hill	2006	1300
Mitcham (Vic.)	2006	1348
Nunawading	2006	1300
Vermont	2006	1395
Vermont South	2006	1400
Belgrave - Selby	2006	1200
Chirnside Park	2006	1300
Healesville - Yarra Glen	2006	1127
Kilsyth	2006	1160
Lilydale - Coldstream	2006	1300
Monbulk - Silvan	2006	1213
Montrose	2006	1222
Mooroolbark	2006	1250
Mount Dandenong - Olinda	2006	1300
Mount Evelyn	2006	1200
Upwey - Tecoma	2006	1194
Wandin - Seville	2006	1205
Yarra Valley	2006	1040
Beaconsfield - Officer	2006	1572
Bunyip - Garfield	2006	1270
Emerald - Cockatoo	2006	1200
Koo Wee Rup	2006	1122
Pakenham - North	2006	1200
Pakenham - South	2006	1376
Berwick - North	2006	1300
Berwick - South	2006	1517
Doveton	2006	932
Hallam	2006	1196
