SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
315011403,16,85,78,1167,40,1389,0,0,0,35,0,38,7,0,0,18,3,34,3,0,0,0,0,0,5,3,3,10,0,25,137,62,50,567,21,835,34,0,11,0,4,47,3,0,0,3,0,3,22,11,10,113,3,163,3,0,0,0,0,7,0,0,0,0,0,4,5,0,0,3,0,4,28,8,14,200,3,256,13,7,6,47,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,4,0,0,23,16,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,3,31,15,12,135,3,192,3,0,3,0,0,7,11,0,3,0,0,12,9,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,0,0,5,0,8,59,9,14,106,8,194,5,15,6,81,223,325,351,144,125,1920,291,2832,12,68
315021404,12,42,37,1166,58,1307,0,9,0,1820,47,1880,3,0,0,16,0,20,0,0,0,0,0,0,18,0,3,11,0,27,85,34,43,532,20,718,9,0,0,0,0,10,0,3,0,4,3,8,20,12,4,91,3,122,0,0,0,3,0,3,0,0,0,0,0,3,8,0,0,0,0,8,12,8,10,157,5,191,3,8,0,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,12,16,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,3,16,10,4,81,6,119,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,40,3,8,48,4,95,7,10,5,117,412,548,224,90,81,3628,531,4553,3,50
315021405,99,533,449,7169,237,8478,0,15,8,288,19,332,48,14,13,191,0,263,20,3,0,0,0,24,87,42,22,66,7,217,849,376,303,3392,143,5074,297,9,49,4,16,380,34,3,4,30,3,76,160,40,41,640,24,907,40,13,4,19,3,83,27,12,3,3,0,46,58,3,0,3,3,67,196,117,72,1425,49,1867,100,55,19,254,7,438,5,0,0,0,0,5,0,0,3,14,0,14,0,0,0,0,0,0,19,9,3,19,0,46,142,15,24,5,11,201,115,36,44,4,8,205,30,7,4,9,0,52,16,7,0,8,3,27,275,119,67,918,22,1395,39,0,3,3,0,41,49,3,3,0,0,54,56,0,0,20,0,81,15,0,0,0,0,14,0,0,0,0,0,0,4,3,0,0,0,9,22,14,11,44,4,96,533,82,75,246,37,970,72,21,29,504,2415,3044,2778,955,765,11687,2877,19061,77,595
315021406,10,69,60,1641,25,1806,0,0,0,182,11,193,0,7,0,54,5,62,0,0,0,0,0,0,7,4,0,0,4,17,122,47,55,840,22,1079,10,0,7,0,0,15,3,0,0,8,0,13,18,13,3,133,0,173,3,0,0,9,0,16,3,0,0,0,0,3,6,0,0,8,0,18,32,9,12,332,14,399,3,7,0,32,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,12,6,0,4,3,0,15,17,3,8,3,0,32,0,0,0,3,0,7,0,0,0,0,0,0,33,18,14,235,3,309,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,12,62,15,7,35,3,116,13,3,0,90,306,411,300,123,112,2827,377,3736,8,59
315021407,7,63,58,1773,47,1947,0,0,0,18,0,19,7,0,0,19,0,17,0,0,0,0,0,3,12,4,11,11,0,32,64,46,31,951,20,1117,0,0,0,0,0,3,4,3,0,4,0,11,11,7,3,133,0,149,0,0,0,3,0,6,0,0,0,0,0,4,0,0,0,9,0,9,15,11,11,338,5,386,9,5,0,45,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,24,0,10,0,0,31,16,6,0,4,0,26,0,0,0,3,0,6,0,0,0,0,0,0,25,14,11,219,0,277,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,21,4,3,24,3,60,6,4,3,134,213,358,180,114,93,2921,279,3590,9,68
315031408,9,88,88,2594,43,2828,0,0,0,18,0,17,8,0,0,14,0,25,0,0,0,0,0,0,17,8,6,19,0,44,110,91,66,1597,33,1901,8,0,8,0,0,12,7,3,0,14,0,21,15,9,17,255,0,300,0,0,0,3,0,4,0,4,0,0,0,7,11,0,4,6,0,21,15,16,13,471,3,527,6,3,3,25,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,33,0,6,3,4,44,10,6,4,0,0,20,0,3,0,5,0,12,0,0,3,3,0,7,27,17,10,303,5,363,0,0,0,0,0,5,6,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,22,12,4,35,0,67,10,0,3,179,184,379,255,169,144,4433,275,5274,12,85
315031409,15,100,67,2107,36,2320,0,0,0,41,0,41,7,0,0,13,0,17,0,0,0,0,0,0,12,6,0,17,0,34,86,71,34,1339,32,1571,8,4,0,0,0,13,6,0,0,6,0,12,6,7,4,235,3,262,3,4,0,0,0,7,0,0,0,0,0,3,12,0,0,0,0,15,16,14,12,445,5,489,6,4,0,16,0,29,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,9,0,33,8,10,3,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,23,24,10,271,3,329,0,0,0,0,0,6,3,0,0,0,0,5,0,0,0,3,0,3,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26,0,0,4,5,0,9,30,20,3,27,0,77,8,7,13,173,243,434,260,170,105,3733,314,4579,9,71
315031410,6,27,42,1144,43,1263,0,0,0,31,0,31,3,0,0,8,3,15,3,0,0,0,0,3,11,3,0,3,0,13,65,34,17,661,23,800,0,0,0,0,0,0,3,0,0,5,0,5,20,3,3,86,0,117,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,202,7,233,0,3,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,14,10,3,3,0,0,19,4,0,0,3,0,7,0,0,0,0,0,0,12,8,7,150,12,187,5,0,0,0,0,5,6,0,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,23,4,3,27,0,60,0,0,3,78,184,265,145,57,60,1925,252,2441,3,37
315031411,3,59,46,1628,56,1801,0,4,0,54,0,56,0,0,0,3,0,3,4,0,0,0,0,4,8,0,8,10,0,25,46,44,35,925,27,1079,0,0,0,0,0,0,0,0,0,9,0,6,17,7,8,155,0,180,3,3,0,3,0,7,3,0,0,0,0,3,6,0,0,0,0,8,9,12,10,323,11,368,0,3,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,0,4,3,20,15,0,7,0,0,23,7,6,0,0,0,14,0,0,0,0,0,3,19,21,6,215,3,254,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,20,6,3,25,0,57,0,3,3,98,152,252,145,99,74,2723,241,3285,3,47
315031412,12,86,84,1850,48,2081,0,0,0,14,0,14,0,0,0,11,6,21,8,0,0,0,0,7,13,7,9,12,0,41,115,65,62,1095,23,1362,3,0,4,0,0,5,0,0,0,5,0,6,10,17,6,165,0,201,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0,12,14,19,347,6,392,0,5,0,9,4,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,44,3,3,5,0,55,18,8,9,3,0,40,4,0,0,0,0,4,3,0,0,0,0,4,35,23,21,321,6,407,3,0,3,0,0,9,3,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,12,42,8,8,41,5,100,8,7,0,110,241,370,283,152,138,3155,323,4052,15,88
316011413,87,629,462,4775,155,6111,0,0,0,11,0,11,33,13,3,22,0,76,14,3,0,0,0,23,167,41,24,43,7,280,1824,546,380,3354,133,6234,27,0,11,0,0,39,48,8,11,38,0,101,213,86,32,643,24,998,30,11,10,13,4,67,29,6,0,6,0,43,18,3,5,4,0,26,276,110,70,1101,38,1593,93,37,21,112,10,270,3,0,0,0,0,3,3,3,0,0,0,5,0,0,0,0,0,3,14,3,0,8,0,26,29,6,3,4,0,48,157,34,15,6,6,220,46,10,3,27,0,86,10,3,3,14,0,29,413,121,104,933,32,1604,10,0,0,0,0,12,67,5,0,0,0,81,23,6,9,19,0,48,7,0,0,4,0,12,0,4,0,0,0,6,4,0,0,0,0,4,53,16,10,33,3,121,349,65,51,133,17,614,74,5,26,196,592,903,3401,1080,761,8640,935,14813,89,632
316011414,86,538,373,4420,115,5530,0,3,3,8,0,11,50,4,3,21,0,84,23,3,0,0,0,25,135,43,13,50,0,246,1716,489,361,3009,108,5674,21,0,14,0,0,36,44,8,3,41,0,95,182,54,31,517,13,794,20,10,0,12,0,43,26,5,0,3,0,38,10,0,0,4,0,14,241,98,63,1007,20,1431,85,38,9,144,12,291,3,0,0,3,0,8,0,0,0,5,0,14,0,0,6,0,0,8,14,6,9,15,0,49,41,12,6,0,0,62,160,42,22,0,7,232,40,5,0,20,0,71,19,3,0,7,0,31,329,111,98,798,26,1354,16,0,0,3,0,22,91,3,3,3,0,103,11,0,0,3,5,23,13,4,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,32,17,8,43,0,98,330,68,38,117,11,556,63,20,18,192,391,679,3105,948,672,7894,631,13247,76,583
316011415,40,233,200,1878,46,2403,0,0,0,6,0,6,40,0,0,4,4,47,9,3,0,4,0,12,66,19,10,36,3,136,812,182,156,1349,63,2564,12,0,7,0,0,20,24,0,8,15,0,40,74,18,11,216,6,316,12,5,0,9,0,27,5,0,0,0,0,10,13,5,3,0,0,21,88,28,17,405,17,556,25,20,5,57,0,119,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,3,12,7,0,3,0,20,30,0,4,0,0,43,116,21,12,3,0,151,16,0,4,5,0,23,10,0,0,0,0,12,169,44,30,344,3,591,4,0,0,3,0,7,26,0,3,0,0,30,13,0,0,9,0,28,10,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,30,5,3,8,0,47,175,33,24,54,8,290,26,5,11,107,217,368,1527,400,329,3467,333,6051,38,266
316011416,59,255,247,2080,61,2696,0,0,0,12,0,9,50,0,3,15,0,68,0,0,0,3,0,3,91,21,12,18,5,143,824,222,190,1220,64,2522,28,0,4,0,0,35,32,6,0,16,0,53,105,16,19,217,10,362,9,0,0,12,0,21,11,4,0,3,0,14,22,6,3,0,0,29,114,45,24,462,17,650,41,14,7,73,3,129,12,0,0,0,0,13,4,0,6,0,0,7,0,0,0,0,0,0,6,0,3,3,6,18,33,12,4,0,0,47,67,29,26,3,0,121,10,0,6,11,0,31,3,3,0,0,0,9,221,46,41,335,13,652,9,7,0,8,0,17,37,3,5,3,0,48,12,3,0,9,0,24,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,32,3,0,10,0,48,192,33,15,64,7,309,11,0,10,120,652,794,1634,435,380,3557,795,6802,68,377
316021417,33,382,303,3513,84,4315,0,4,0,9,0,14,27,3,4,11,0,50,24,0,0,6,0,28,105,30,19,58,6,212,1014,354,261,2264,110,4007,21,0,8,0,0,34,34,11,3,26,0,68,109,40,30,411,12,604,11,7,3,11,0,33,12,4,0,7,0,19,12,3,0,0,0,17,166,52,36,742,25,1024,50,34,10,92,3,189,0,0,0,0,0,0,0,5,0,7,0,12,3,0,0,0,0,6,10,0,3,9,0,17,52,9,5,0,0,69,93,18,22,0,0,142,30,4,0,19,4,55,5,0,0,4,0,11,191,85,64,546,19,908,5,0,0,0,0,9,21,4,5,0,3,27,13,3,3,16,0,32,3,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,6,21,9,0,27,0,57,171,51,30,73,7,340,37,15,23,194,305,571,1858,693,516,6112,504,9677,54,368
316021418,31,228,174,1960,63,2460,0,0,0,3,0,4,43,3,5,8,0,60,7,0,0,3,0,14,45,28,8,14,8,105,684,217,141,1443,74,2564,28,0,3,0,0,27,18,4,3,18,4,43,73,24,22,283,9,411,12,3,0,9,0,31,5,5,0,4,0,13,19,0,0,0,0,20,116,55,30,503,11,715,48,21,11,67,3,147,0,0,0,0,3,3,5,0,0,0,0,3,3,0,0,0,0,3,13,3,0,13,0,33,27,9,3,0,3,45,83,7,6,8,3,106,16,0,0,4,4,29,3,0,0,5,0,15,171,54,46,376,14,668,5,3,0,3,0,10,21,3,0,0,0,29,11,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,15,0,36,156,34,28,51,3,274,49,12,11,97,233,401,1405,445,300,3709,390,6249,28,235
316021419,20,196,141,1685,71,2107,0,0,0,3,0,3,19,0,3,11,0,30,16,0,0,0,0,17,47,8,5,14,5,81,595,188,128,1261,52,2226,6,0,3,0,0,11,14,0,0,7,0,22,87,15,10,230,10,358,7,4,0,3,0,20,16,0,0,0,0,12,19,0,0,0,0,19,102,38,32,483,10,659,42,11,0,39,8,97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,3,0,3,0,16,43,4,0,0,0,46,82,4,11,6,0,108,19,0,3,11,0,28,4,0,0,3,0,12,146,55,41,344,13,597,0,3,0,3,0,9,9,0,0,0,0,12,10,0,0,5,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,11,0,34,142,21,26,42,4,235,24,5,3,99,440,583,1228,343,255,3205,584,5616,31,191
316021420,61,372,273,3400,94,4203,0,0,0,11,3,17,26,5,4,24,0,63,9,0,3,4,0,16,88,22,17,38,3,163,1301,349,260,2263,84,4259,22,0,3,5,0,29,31,3,8,21,0,61,117,27,27,366,10,555,13,6,0,5,3,26,23,5,0,3,4,33,17,6,4,0,0,27,190,61,36,683,15,986,83,24,8,97,3,212,0,0,0,0,0,0,4,6,0,7,0,24,4,3,0,3,0,13,14,4,4,4,0,29,53,7,3,3,0,68,110,29,18,11,6,177,16,3,5,12,0,38,7,0,0,8,0,10,261,106,55,530,24,966,6,5,0,4,0,13,34,0,0,0,0,41,14,3,0,11,0,29,0,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,48,9,6,41,0,100,235,41,32,65,11,382,29,22,10,107,278,448,2320,693,457,5938,487,9894,87,565
316021421,36,329,245,2922,84,3610,0,0,0,7,0,5,18,10,0,27,0,49,3,3,0,3,0,8,89,16,5,14,4,134,1005,286,239,2163,60,3747,15,3,7,0,0,25,21,4,5,17,3,47,78,31,27,381,10,526,18,8,0,17,0,38,19,3,0,0,0,19,14,3,0,0,0,25,147,53,34,671,16,931,50,30,4,73,3,169,3,0,0,0,0,5,0,0,0,5,0,4,5,0,0,3,0,6,9,10,3,6,0,30,19,6,0,0,0,28,95,21,16,0,4,136,19,7,3,15,0,43,8,0,0,0,0,10,229,73,59,533,18,912,8,5,0,3,0,14,31,3,0,0,0,31,14,3,3,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,32,6,7,12,0,54,213,42,48,82,9,388,44,9,10,170,301,533,1891,597,446,5438,469,8840,55,382
316021422,44,293,224,2618,91,3269,0,0,0,21,0,21,17,3,3,11,0,35,9,0,3,3,0,13,65,18,11,28,3,113,710,263,181,1902,83,3140,17,0,0,0,4,18,14,0,7,23,0,49,93,38,14,354,5,502,6,7,3,3,0,21,8,0,0,0,0,11,3,0,0,4,0,9,111,68,46,729,24,979,46,17,3,64,4,139,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,0,3,0,11,35,4,4,3,0,48,96,19,14,5,5,136,22,0,3,3,0,31,7,3,0,3,0,17,144,63,47,533,16,795,5,0,0,4,0,7,6,3,0,0,3,20,6,0,0,9,0,16,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,4,3,20,0,49,158,35,28,83,8,305,28,10,9,124,369,540,1358,519,363,4813,578,7635,36,259
316021423,42,328,231,2749,91,3451,0,0,0,8,3,9,26,5,3,8,0,45,11,0,0,4,0,16,70,24,26,42,4,161,882,273,186,1890,77,3306,8,3,9,0,3,23,31,6,4,19,0,52,84,31,14,307,12,457,14,3,3,15,8,36,3,6,0,3,3,14,12,0,0,0,0,21,126,55,24,625,31,852,70,32,12,98,0,214,0,0,0,0,0,3,0,0,0,7,0,9,0,0,0,0,0,0,9,3,6,0,0,17,42,4,0,3,0,44,80,8,20,9,0,119,31,3,4,3,0,44,18,0,0,3,0,25,215,72,47,480,16,833,3,3,0,3,0,9,38,3,0,0,0,44,15,0,0,7,0,22,3,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,9,3,3,25,0,43,168,26,28,65,10,300,42,9,5,135,375,570,1671,571,395,4926,566,8135,54,329
316021424,31,200,155,2063,57,2500,0,0,0,13,0,14,10,3,0,7,0,23,4,0,0,0,0,5,50,9,11,4,0,65,476,191,136,1372,43,2220,12,0,0,0,0,16,8,0,3,18,0,32,52,14,8,254,3,328,3,0,0,6,0,11,15,0,0,5,0,15,8,0,0,3,3,18,72,43,27,409,13,555,34,15,7,56,3,114,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,0,0,5,0,12,14,4,0,5,3,22,63,10,11,0,0,85,5,0,0,3,0,7,6,5,0,0,0,14,91,51,30,333,7,524,4,0,0,0,0,4,9,0,0,0,0,11,5,0,0,3,0,11,5,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,5,5,8,0,14,0,33,91,42,17,49,5,198,21,3,13,96,108,243,880,377,268,3601,230,5353,29,219
316031425,69,500,329,4023,179,5103,0,0,0,7,4,14,23,3,10,22,0,51,25,5,4,18,0,51,96,34,20,51,3,210,1176,416,316,2651,129,4686,33,4,3,0,0,45,42,3,3,34,0,79,168,51,47,435,11,707,24,8,0,24,0,57,12,7,0,4,0,30,11,0,0,3,0,16,237,96,66,1088,26,1515,70,38,9,113,0,229,0,0,0,0,0,0,3,0,0,4,0,8,0,4,0,3,0,8,14,5,6,3,0,25,37,6,7,7,3,60,145,32,21,3,3,201,29,6,5,16,0,66,13,7,0,10,0,29,283,90,63,689,29,1149,12,7,0,3,0,24,52,4,3,0,0,60,19,10,4,17,3,48,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,30,6,12,42,0,98,274,78,43,123,5,517,30,30,10,226,660,955,2344,894,604,7160,967,11963,75,501
316031426,52,339,253,2906,53,3599,0,0,0,12,0,15,33,5,3,24,4,64,23,3,0,3,0,32,85,25,14,38,5,161,998,294,212,2106,91,3695,30,3,13,0,0,46,34,3,3,21,0,62,92,28,41,339,17,523,12,8,0,14,0,32,19,5,5,0,0,27,5,0,0,3,0,11,156,69,37,698,18,976,53,28,14,87,11,194,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,3,12,4,36,35,14,7,3,0,55,102,14,6,9,0,130,28,7,5,6,0,40,17,0,3,4,0,24,221,91,52,549,17,940,14,3,0,3,0,24,34,4,0,0,0,40,10,0,0,9,7,22,7,0,0,0,0,15,0,0,0,0,3,9,0,0,0,0,0,0,27,11,3,19,0,61,193,48,28,107,3,381,35,8,10,173,558,792,1880,634,450,5398,743,9103,58,384
316031427,100,538,428,4877,141,6097,0,0,0,37,0,39,72,11,9,30,0,129,34,7,0,3,0,42,129,25,32,60,3,253,1761,509,389,3717,157,6532,72,0,24,0,4,97,51,11,3,29,0,98,185,53,39,683,20,981,22,8,9,16,0,61,17,3,0,7,0,23,30,3,0,3,0,40,276,111,50,1337,25,1803,104,41,22,115,3,282,7,0,0,0,0,7,4,10,0,14,0,24,0,6,0,0,0,6,28,3,3,17,0,48,76,12,9,13,0,112,207,22,34,11,9,287,59,14,9,24,0,99,17,3,0,12,3,33,414,115,83,1038,29,1676,21,5,0,3,0,24,25,0,0,0,0,29,32,4,3,9,0,51,12,0,3,0,0,12,5,0,0,0,0,6,9,0,0,0,0,11,44,12,13,31,6,104,395,91,57,150,24,713,64,22,35,289,920,1336,3479,1013,767,9376,1258,15888,85,518
316031428,59,364,265,3119,101,3906,0,0,0,8,0,7,38,3,6,21,0,77,15,3,3,0,0,18,96,23,16,38,0,170,1103,334,263,2362,89,4151,21,0,3,0,0,23,43,11,12,24,0,87,113,47,19,432,10,622,22,13,3,10,0,47,15,0,0,0,0,19,21,3,0,0,3,33,212,69,49,945,16,1290,86,34,17,91,3,228,3,0,0,0,0,4,4,3,3,3,0,13,4,0,0,0,3,6,21,6,8,14,0,44,54,6,11,3,0,67,150,28,18,6,5,205,27,4,4,10,0,50,6,3,0,7,0,11,269,77,64,728,9,1156,16,3,0,3,0,21,36,3,0,3,0,51,13,3,0,10,3,31,0,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,12,21,11,3,27,0,65,286,54,28,89,7,465,70,13,14,177,877,1155,2285,702,504,6150,1070,10707,65,389
