SA2_MAINCODE_2016,C16_85o_SOL_SE_To,C16_85o_LPE_NS,C16_85o_Tot,C16_Tot_SEO,C16_To_SOL_SE_Vw_w,C16_To_SOL_SE_Nw_Na,C16_To_SOL_SE_P_E_n,C16_Tot_SOL_SE_Tot,C16_Tot_LPE_NS,C16_T_T
215021396,16,9,138,4214,168,25,6,200,364,4778
215021398,3,6,125,3244,137,33,7,172,303,3720
215021399,11,19,155,4967,310,55,3,369,549,5879
215021469,41,55,481,14355,1526,509,23,2065,1647,18068
215021470,54,78,416,11565,1486,441,23,1950,1046,14555
215031400,3,63,336,5476,153,17,11,176,555,6200
215031401,4,12,187,6114,124,7,0,130,396,6651
215031402,3,22,197,3460,91,16,3,113,317,3893
215031403,10,13,64,1775,730,307,15,1051,488,3313
215031404,21,48,385,8747,778,256,26,1064,1097,10905
215031405,5,18,116,5193,294,57,9,356,826,6374
216011406,22,63,460,13113,412,48,4,466,996,14574
216011407,21,49,399,9656,407,54,10,467,786,10912
216011408,0,5,52,3405,70,3,0,70,323,3802
216011409,0,35,148,3547,65,13,8,77,256,3880
216011410,0,6,102,3599,118,19,3,137,305,4041
216021411,24,24,216,5132,593,127,13,734,480,6348
216021412,0,3,44,2286,53,10,0,64,222,2570
216021413,0,22,311,11137,351,25,7,375,749,12265
216021414,3,48,363,6999,213,28,6,241,689,7930
216031415,9,24,188,6698,492,103,11,607,634,7939
216031416,58,87,480,14062,2402,581,54,3039,1494,18601
216031417,98,52,542,16329,3709,1257,61,5027,1782,23134
216031418,0,0,37,3463,135,14,0,149,232,3853
216031419,30,25,236,8319,650,125,15,792,1020,10133
217011420,7,23,214,7834,181,8,6,193,686,8719
217011421,9,39,404,9114,293,42,0,337,521,9974
217011422,16,29,333,9680,280,32,7,313,803,10800
217011423,3,18,178,5573,127,8,0,133,368,6073
217031471,3,9,133,3195,48,0,0,48,256,3496
217031472,23,38,460,10892,492,102,18,614,746,12250
217031473,0,9,62,4897,96,12,0,107,320,5321
217031474,7,18,178,4836,89,10,3,97,444,5385
217031475,8,20,159,6462,164,12,3,171,527,7160
217031476,5,5,66,2880,196,21,6,222,322,3429
217041477,0,18,135,6059,102,9,3,106,480,6648
217041478,17,20,231,8488,262,26,0,293,654,9432
217041479,10,52,443,18919,695,196,12,901,1284,21097
217041480,13,76,534,11217,467,193,14,675,1027,12921
297979799,0,0,0,18,5,0,0,10,3,29
299999499,7,4,38,4201,1069,343,22,1431,1929,7565
301011001,25,40,274,14588,1054,109,12,1174,586,16345
301011002,20,0,82,6042,933,122,18,1065,271,7375
301011003,31,196,412,13041,1013,122,19,1146,730,14923
301011004,29,12,275,15429,1470,157,13,1649,517,17588
301011005,4,0,49,3361,198,24,5,230,172,3761
301011006,24,14,177,10432,711,68,5,786,358,11576
301021007,27,122,544,12765,1077,118,19,1212,822,14801
301021008,21,14,200,5140,419,39,11,463,186,5793
301021009,13,12,189,14017,735,64,9,811,757,15586
301021011,0,7,35,7256,380,26,8,406,239,7909
301021012,54,10,288,13150,956,129,6,1088,458,14694
301021013,32,97,697,13630,686,65,3,752,641,15020
301021527,10,16,131,7938,381,52,6,435,639,9016
301031014,0,0,0,6,0,0,0,0,0,6
301031015,10,12,201,6686,379,39,5,426,316,7426
301031016,6,7,239,10183,689,81,11,780,459,11425
301031017,3,3,34,3249,545,81,3,632,236,4118
301031018,13,3,79,7129,1047,147,10,1208,370,8708
301031019,8,0,36,7351,1277,90,11,1380,271,8997
301031020,20,22,347,11635,851,91,17,956,635,13233
301031021,9,111,413,12450,1385,175,18,1570,769,14790
302011022,8,5,101,6065,884,84,12,976,230,7275
302011023,16,8,169,6472,1316,132,10,1458,216,8142
302011024,46,93,476,6710,1660,198,30,1889,443,9037
302011025,13,11,187,7396,976,106,8,1097,308,8798
302011026,19,3,71,6264,934,95,7,1039,240,7541
302021027,50,23,437,10047,1555,212,17,1788,483,12318
302021028,23,239,537,5982,2102,355,27,2483,854,9313
302021029,21,3,120,5030,915,109,14,1042,176,6252
302021030,3,10,113,3690,392,47,9,452,184,4324
302021031,40,10,266,11230,1539,217,20,1780,701,13712
302021032,13,9,154,5381,693,109,13,823,314,6508
302021033,30,58,222,5728,625,114,9,751,379,6856
302021034,18,7,247,8384,928,114,15,1054,339,9786
302031035,23,9,162,7092,1609,235,15,1856,266,9217
302031036,0,0,0,90,3,0,0,3,100,196
302031037,0,0,8,595,124,7,0,131,94,822
302031038,5,7,92,5344,754,122,5,877,366,6586
302031039,5,122,291,7851,1033,160,13,1202,562,9620
302031040,23,84,209,8874,2244,285,37,2571,792,12230
302041041,7,11,148,13877,2143,270,29,2440,621,16936
302041042,11,19,194,8561,437,49,3,487,429,9479
302041043,9,10,100,3186,210,43,9,262,230,3675
302041044,24,28,360,6027,357,29,14,403,353,6783
302041045,17,18,361,7954,3219,429,32,3681,526,12153
302041046,14,20,168,6444,1640,323,25,1990,533,8967
303011047,19,9,189,9490,1046,109,5,1158,526,11177
303011048,12,3,117,4499,694,111,7,802,416,5720
303011049,56,22,409,8877,1447,200,12,1667,490,11025
303011050,15,5,100,4980,1097,202,13,1312,257,6544
303011051,60,12,356,11215,3529,468,27,4030,467,15710
303021052,27,8,133,7849,2419,361,23,2796,740,11385
303021053,28,24,330,12476,2387,273,18,2684,879,16040
303021054,13,0,62,3398,981,128,8,1119,270,4790
303021055,19,16,131,6516,1785,275,10,2065,533,9121
303021056,30,23,241,6728,1050,157,13,1222,356,8305
303021057,22,7,146,4976,937,141,12,1087,267,6338
303021058,17,4,55,3252,1404,291,13,1703,567,5529
303021059,15,14,238,7411,1238,179,16,1430,648,9490
303031060,67,4,203,6327,6558,1705,62,8324,512,15159
303031061,41,3,99,2110,2762,735,21,3513,228,5849
303031062,31,6,131,5916,2131,318,16,2473,337,8722
303031063,33,58,293,11002,2650,453,27,3124,816,14944
303031064,13,3,41,3903,1845,349,12,2204,215,6323
303031065,45,13,382,6059,2387,476,28,2890,444,9396
303031066,39,3,251,7098,2837,500,26,3360,353,10815
303041067,19,7,79,2739,1981,415,14,2405,340,5487
303041068,12,13,168,7723,1798,348,30,2168,526,10422
303041069,21,0,112,1613,2542,711,27,3283,207,5101
303041070,28,5,195,5390,1213,174,15,1399,394,7183
303041071,17,13,226,8995,1069,119,13,1198,480,10670
303051072,33,7,162,5532,2158,428,39,2624,277,8433
303051073,60,4,162,7984,9746,2551,99,12406,865,21249
303051074,13,0,20,2828,1386,271,7,1667,208,4702
303051075,24,28,192,9368,4769,942,48,5763,455,15585
303051076,48,18,203,5788,2383,647,42,3071,704,9561
303061077,23,3,156,3987,3434,704,25,4163,235,8378
303061078,29,3,86,5911,6117,1813,56,7991,580,14479
303061079,38,5,143,3360,3652,1471,35,5159,333,8856
303061080,88,114,502,7522,7292,2296,61,9654,915,18085
304011081,19,8,154,5842,1287,186,10,1489,179,7514
304011082,22,3,94,5171,1472,263,16,1744,152,7062
304011083,5,4,30,3234,569,86,5,659,142,4042
304011084,39,16,275,7138,1950,240,13,2194,223,9556
304011085,10,0,29,3219,891,140,6,1030,105,4352
304021086,7,3,93,8520,1168,96,4,1275,310,10103
304021087,17,73,273,5578,743,72,3,815,355,6748
304021088,31,15,179,8085,1700,159,25,1879,340,10311
304021089,3,0,41,3406,477,30,6,506,129,4045
304021090,24,6,192,7159,1256,124,11,1396,208,8765
304021091,8,71,166,4706,425,28,4,463,234,5398
304031092,6,7,154,6456,642,58,10,706,246,7411
304031093,9,36,146,4014,504,71,6,582,262,4863
304031094,20,39,223,7837,3181,471,31,3685,610,12134
304031095,4,3,85,4621,673,98,7,775,242,5642
304031096,7,5,123,6904,4492,417,24,4936,742,12574
304031097,11,10,173,5953,1853,222,16,2091,413,8451
304041098,15,10,127,6938,645,91,8,741,471,8158
304041099,0,0,0,19,0,0,0,0,7,25
304041100,15,9,362,6238,499,106,10,621,223,7084
304041101,13,13,250,7293,692,68,10,772,300,8362
304041102,0,0,0,0,0,0,0,0,0,0
304041103,17,28,276,14473,1267,159,15,1439,558,16477
304041104,3,52,143,8745,778,73,13,862,303,9907
305011105,4,3,38,4858,3514,838,25,4381,952,10192
305011106,3,7,44,4229,1628,288,14,1928,988,7146
305011107,75,3,108,4023,1525,273,10,1808,500,6329
305011108,22,15,196,5545,1735,233,22,1983,684,8214
305011109,57,178,375,8857,1724,301,17,2038,1893,12791
305011110,19,10,52,3788,2430,376,11,2816,629,7235
305011111,5,3,35,2883,2127,423,13,2562,623,6063
305011112,50,11,105,6171,2174,331,19,2524,928,9620
305021113,3,0,45,3605,325,38,7,371,250,4228
305021114,5,3,107,5529,609,54,5,674,497,6704
305021115,14,3,41,4278,924,148,16,1092,410,5786
305021116,0,0,33,4363,374,31,6,411,199,4971
305021117,7,8,158,10197,1445,213,21,1677,739,12612
305021118,8,3,56,5415,505,45,5,554,334,6298
305031119,4,6,68,2156,389,40,0,428,205,2791
305031120,8,8,71,5102,561,76,6,638,255,5999
305031121,5,13,100,4092,672,54,4,735,323,5145
305031122,10,16,190,8036,1612,191,28,1824,613,10473
305031123,3,5,66,3800,282,23,0,311,140,4248
305031124,11,34,104,4688,821,100,7,925,677,6290
305031125,11,10,80,3969,362,33,3,403,286,4659
305031126,24,38,150,5539,2947,719,18,3676,868,10081
305031127,11,41,120,3934,640,83,7,727,320,4979
305031128,11,8,49,7465,1537,179,11,1726,1444,10638
305031129,18,3,43,3374,367,25,7,394,170,3934
305031130,22,33,98,5702,975,123,11,1106,383,7190
305031131,30,9,151,7544,1394,237,16,1642,560,9745
305041132,10,19,179,11728,896,94,11,1002,585,13315
305041133,7,0,34,4212,790,78,6,874,416,5499
305041134,18,6,166,8670,609,52,3,660,391,9716
305041135,27,5,106,8856,1125,165,14,1307,626,10788
305041136,6,0,39,4663,545,91,6,640,436,5744
305041137,15,11,101,7592,2218,229,20,2469,734,10800
306011138,3,0,32,4499,510,70,3,588,277,5362
306011139,12,7,91,9008,976,90,13,1081,746,10830
306011140,0,0,23,3106,260,22,0,278,181,3566
306011141,5,24,108,10712,1121,106,17,1247,849,12808
306011142,8,5,95,11378,1506,157,18,1690,870,13936
306011143,11,11,63,4814,493,34,4,533,804,6152
306021144,4,3,21,6463,791,177,12,984,570,8018
306021145,11,20,91,6472,2396,541,29,2964,2004,11439
306021146,10,19,204,6761,794,113,14,918,590,8265
306021147,14,4,60,8961,901,149,34,1088,701,10753
306021148,15,12,130,7560,413,46,10,474,637,8664
306021149,27,10,155,7160,1590,351,13,1957,769,9888
306021150,0,0,0,0,0,0,0,0,0,0
306021151,8,3,32,3879,1040,190,40,1275,869,6027
306021152,10,16,87,3535,830,290,12,1132,731,5390
306021153,4,0,33,6547,1080,224,20,1325,399,8271
306021154,14,87,314,3978,1087,333,34,1455,905,6333
306021155,14,15,108,3670,508,71,14,602,459,4730
306021156,13,9,195,6779,823,100,6,928,484,8192
306021157,3,11,86,3577,618,110,19,749,501,4821
306031158,13,4,87,3628,214,33,7,247,366,4239
306031159,76,19,309,7134,1048,235,28,1310,931,9377
306031160,28,14,125,6811,428,56,11,499,582,7889
306031161,37,18,201,8669,819,163,35,1012,978,10661
306031162,0,0,0,0,0,0,0,0,0,0
306031163,0,0,5,2165,260,20,40,317,81,2559
306041164,9,21,99,5232,362,37,12,414,707,6348
306041165,3,37,55,3991,427,41,8,482,783,5260
306051166,31,32,350,9450,505,49,11,576,686,10708
306051167,3,17,92,4672,180,28,7,211,749,5638
306051168,7,3,38,3672,359,17,12,392,438,4496
306051169,14,35,185,7531,305,35,12,353,591,8478
306051170,91,26,273,8600,1138,284,27,1447,1029,11079
307011171,0,3,64,3900,133,18,3,151,326,4377
307011172,0,29,158,6886,274,35,3,312,934,8129
307011173,0,9,130,5483,196,37,0,234,642,6355
307011174,4,13,85,3728,105,22,4,124,392,4244
307011175,0,13,68,3416,112,5,0,117,536,4064
307011176,4,11,129,5687,368,41,3,422,743,6848
307011177,0,13,100,5275,84,7,6,96,443,5815
307011178,0,8,35,3264,94,18,3,111,847,4221
307021179,3,19,178,7851,137,9,3,149,552,8560
307021180,0,6,132,6670,316,75,8,394,446,7508
307021181,0,25,70,2683,161,44,0,206,425,3310
307021182,4,77,223,5104,99,28,3,125,487,5722
307021183,4,23,331,15090,664,48,14,727,1209,17027
307031184,0,4,81,4450,115,8,3,128,320,4899
307031185,3,6,102,3824,99,11,0,110,297,4227
307031186,0,9,123,4241,100,14,0,114,295,4656
307031187,47,23,226,4552,400,145,7,551,302,5406
307031188,4,11,70,5091,281,38,9,327,361,5780
307031189,3,35,391,13788,507,65,8,581,761,15130
308011190,0,3,9,6188,282,30,12,326,775,7291
308011191,0,3,62,6887,204,23,4,229,1023,8137
308011192,0,11,55,11021,820,77,10,904,1603,13532
308031205,3,18,159,5858,331,120,4,453,566,6875
308031206,0,0,23,1714,21,0,0,27,125,1865
308031207,4,63,164,4783,133,7,4,147,537,5466
308031208,4,12,150,8059,448,69,6,523,491,9076
308031209,0,0,25,4040,83,9,0,88,850,4984
308031210,3,3,100,10470,380,35,9,431,771,11665
308031211,0,3,66,4114,281,191,0,473,289,4876
308031212,0,3,71,2647,49,3,0,52,240,2941
308031213,3,3,120,8360,999,222,14,1236,530,10130
308031214,0,8,141,4562,188,37,10,232,302,5094
308031215,0,17,180,5982,382,72,4,457,464,6902
308031216,3,13,173,5306,199,17,0,220,415,5935
308031217,0,12,79,2743,122,21,4,145,373,3262
308031218,3,7,54,3125,61,3,0,62,263,3451
308031219,0,0,33,3820,79,10,8,94,333,4245
308031220,0,5,22,2668,34,5,0,36,214,2916
308031221,0,0,0,16,0,0,0,0,0,16
308031222,3,30,329,7052,480,58,8,542,598,8190
308031223,13,25,418,16147,562,51,15,627,1340,18107
308041528,3,11,122,7717,128,14,9,142,696,8553
308041529,3,5,92,4757,382,204,5,590,414,5765
308051530,5,0,32,5302,191,22,0,210,514,6022
308051531,3,3,75,8905,424,24,3,455,545,9901
308051532,0,0,0,19,0,0,0,0,0,18
308051533,3,3,130,11549,1085,102,25,1212,708,13464
308051534,3,14,83,4656,602,79,11,690,672,6014
308051535,3,3,66,10422,309,57,7,368,956,11747
308051536,0,0,21,3190,223,30,6,253,165,3613
308051537,0,0,0,0,0,0,0,0,0,0
308051538,3,0,43,5398,284,33,3,321,425,6142
308051539,0,4,56,3830,434,53,9,494,382,4709
309011224,26,13,168,6332,847,116,13,974,474,7779
309011225,27,26,303,7372,535,61,6,607,796,8770
309011226,49,38,476,12398,1037,123,20,1178,580,14156
309011227,39,20,255,8779,1488,224,19,1728,1410,11921
309011228,51,28,300,9720,1455,256,20,1732,711,12170
309011229,7,11,123,5632,563,58,4,631,581,6843
309021230,8,43,269,4771,460,48,3,509,666,5948
309021231,11,59,325,9555,604,59,13,675,1087,11316
309021232,15,7,295,8360,382,36,3,419,339,9121
309021233,22,20,359,10882,613,68,9,686,578,12145
309021234,17,28,364,12871,706,93,16,816,965,14654
309031235,20,45,205,7907,1513,217,14,1748,592,10246
309031236,14,13,197,6216,1322,238,11,1569,747,8534
309031237,23,44,407,8574,940,142,11,1101,720,10388
309031238,36,115,561,13396,2552,549,23,3124,1738,18261
309031239,17,24,232,8134,641,75,3,715,547,9399
309031240,40,38,394,7554,863,115,11,989,525,9068
309041241,3,0,31,3646,169,11,0,175,416,4238
309041242,23,19,213,12400,650,50,9,705,1169,14273
309051243,18,14,169,6437,292,16,6,314,396,7147
309051244,12,19,165,15889,1301,114,18,1438,940,18263
309051245,6,4,40,6851,743,81,7,836,289,7976
309061246,18,15,156,10124,1209,161,7,1378,686,12189
309061247,9,14,137,7250,633,68,12,706,407,8368
309061248,55,76,589,17585,1573,212,32,1820,1133,20529
309061249,14,3,59,14885,2145,255,25,2435,996,18320
309061250,12,112,257,6738,507,60,5,569,575,7884
309071251,3,0,23,11157,1114,127,16,1257,893,13305
309071252,32,26,376,14189,1487,186,15,1686,991,16862
309071253,25,56,244,9098,984,128,9,1120,1009,11232
309071254,0,4,42,3296,122,11,0,138,201,3642
309071255,14,4,104,17146,1255,138,16,1411,1116,19674
309071256,14,7,95,13604,1195,132,10,1339,855,15795
309071257,9,0,49,7615,582,57,6,646,905,9167
309071258,31,8,185,26615,2512,330,27,2866,1736,31214
309081259,23,25,195,3062,704,137,8,846,215,4120
309081260,29,106,354,5393,952,170,8,1131,551,7071
309081261,64,31,476,18032,3356,544,35,3936,1142,23106
309081262,21,169,275,11039,2544,423,22,2988,1150,15183
309091263,53,88,531,9703,1297,159,5,1460,745,11910
309091264,17,8,48,4556,1220,287,11,1520,294,6375
309091265,3,9,74,6814,1206,156,8,1373,518,8702
309091540,71,41,430,9202,3379,780,25,4180,1314,14697
309091541,49,31,520,11800,3132,677,36,3845,1569,17208
309101267,24,52,257,6131,1603,278,8,1892,716,8741
309101268,13,0,63,3610,550,84,10,639,277,4523
309101269,4,16,90,2927,367,35,6,406,546,3883
309101270,43,58,379,14048,5094,958,62,6117,3526,23689
310011271,35,8,60,2410,1474,544,22,2041,481,4932
310011272,32,13,272,3681,2738,934,31,3701,567,7948
310011273,37,71,229,17558,7222,1442,77,8742,1403,27709
310011274,83,24,237,7148,5956,2988,121,9064,1797,18010
310011275,23,90,224,5531,1430,288,18,1731,552,7815
310011276,6,8,24,1757,665,211,15,893,3165,5816
310021277,6,18,262,10819,227,71,5,306,764,11885
310021278,7,6,112,4644,123,17,0,139,370,5158
310021279,0,0,0,3,0,0,0,0,0,3
310021280,32,29,273,17299,539,86,11,639,1880,19814
310021281,7,4,143,12457,378,79,4,464,1131,14052
310021282,6,13,187,10482,219,32,0,246,1079,11806
310031283,3,18,196,9829,430,58,6,498,572,10898
310031284,10,7,91,7436,629,115,8,752,730,8917
310031285,0,4,59,6168,268,36,4,308,283,6768
310031286,7,15,158,5667,318,65,12,398,495,6558
310031287,14,24,457,15726,858,114,16,985,1184,17894
310031288,3,3,28,4296,130,16,0,145,195,4644
310031289,4,0,32,5108,174,10,0,185,215,5511
310031290,0,0,25,5594,289,16,6,309,186,6089
310031291,3,6,74,6477,377,67,5,446,736,7654
310031292,3,12,157,5739,194,28,8,228,431,6394
310031293,11,15,281,13658,768,133,10,913,614,15176
310031294,0,0,11,4126,190,14,3,209,292,4624
310031295,10,26,134,2226,396,80,6,483,368,3073
310041296,3,3,34,10727,2051,248,21,2323,716,13763
310041297,7,4,63,7437,1009,201,4,1215,587,9238
310041298,0,0,0,3,0,0,0,0,0,4
310041299,14,0,59,6548,1245,269,24,1533,440,8517
310041300,12,15,91,6526,2703,609,68,3384,974,10884
310041301,0,0,0,0,0,0,0,0,0,0
310041302,17,8,80,13739,3596,677,91,4365,1197,19299
310041303,3,3,24,5344,1017,126,8,1154,276,6772
310041304,11,3,24,11396,2961,358,44,3365,664,15429
311011305,22,17,328,12416,345,29,0,379,1116,13915
311021306,4,15,117,6827,675,131,9,810,620,8252
311021307,23,18,209,10831,1335,219,27,1574,919,13326
311021308,7,3,84,6172,797,121,12,930,350,7450
311021309,14,9,112,5072,350,54,3,407,313,5791
311021310,9,0,57,5464,343,43,3,384,252,6105
311031311,54,19,324,9772,1482,317,21,1817,641,12237
311031312,19,3,110,5012,1542,323,13,1873,491,7368
311031313,6,3,30,4108,517,110,10,633,316,5057
311031314,7,3,48,8859,1787,358,49,2194,938,11989
311031315,0,0,0,0,0,0,0,0,0,0
311031316,9,11,74,6478,1143,198,15,1356,321,8152
311031317,13,11,61,9467,2929,552,52,3534,1444,14447
311031318,3,3,31,3990,372,92,3,464,156,4617
311031319,14,3,81,12121,2637,453,37,3134,685,15934
311041320,10,9,61,11311,792,148,22,966,569,12852
311041321,14,6,124,23063,1000,137,11,1140,1536,25744
311041322,3,0,27,6236,278,40,0,312,449,6994
311051323,68,34,485,8871,1095,215,20,1329,667,10870
311051324,17,9,104,7431,619,60,4,679,345,8455
311051325,10,0,55,9452,936,134,19,1088,589,11130
311051326,9,3,52,7285,1752,432,31,2210,938,10434
311051327,8,3,74,9801,1246,159,9,1411,427,11647
311051328,14,11,161,5420,1085,226,24,1336,486,7244
311061329,9,8,45,5253,982,145,11,1136,249,6638
311061330,22,12,65,6645,2016,663,38,2715,1050,10413
311061331,12,3,38,3385,1516,770,49,2332,413,6133
311061332,17,12,182,12629,1899,337,28,2265,561,15452
311061333,31,9,171,7406,1914,467,33,2410,617,10432
311061334,23,3,132,7352,1192,210,16,1416,510,9279
311061335,4,0,26,3432,2197,421,30,2649,265,6341
311061336,21,49,191,6905,3426,1372,90,4887,788,12579
312011337,6,29,198,7379,548,256,7,814,909,9105
312011338,0,0,19,6663,307,22,4,330,1508,8505
312011339,0,3,54,3157,97,6,6,108,431,3700
312011340,0,4,46,2867,123,11,0,134,450,3456
312011341,0,0,8,7187,485,46,3,538,1012,8735
312021342,9,18,184,13248,759,70,6,832,832,14908
312021343,12,20,178,3056,216,25,0,243,266,3569
312021344,0,3,39,10819,596,47,14,659,844,12326
312021345,0,0,0,15,0,0,0,0,0,15
312021346,4,4,61,2485,612,90,9,704,461,3659
312021347,0,0,0,393,36,0,0,36,95,518
312021348,3,14,192,9329,728,78,3,806,572,10709
312021349,14,13,175,5115,359,32,5,397,487,6000
312021350,6,4,31,4166,376,63,3,451,421,5036
312021351,4,8,67,7324,176,10,0,192,698,8209
312021352,4,13,132,10217,258,14,8,277,1114,11616
312021353,3,5,67,7233,195,9,6,213,686,8123
312021354,0,0,15,5184,203,9,0,215,357,5747
312021355,0,5,28,3009,132,17,0,147,187,3349
312021356,7,6,128,5589,601,67,20,688,435,6704
312021357,11,8,77,7417,207,19,9,232,681,8323
312021358,22,16,264,5033,497,51,9,556,566,6160
312031359,3,5,38,9804,919,111,10,1037,2085,12928
312031360,0,0,0,0,0,0,0,0,0,0
312031361,10,30,160,7320,228,22,4,258,717,8293
313011362,10,24,272,13481,417,42,14,470,951,14892
313011363,32,194,876,16363,594,61,19,672,1111,18142
313021364,0,0,33,3671,129,33,0,157,133,3970
313021365,32,348,710,22225,1712,511,22,2247,2349,26827
313021366,11,64,279,17605,1128,306,20,1460,1279,20349
313021367,0,0,30,3567,151,17,3,169,228,3963
313021368,6,6,62,7383,485,132,7,617,430,8434
313021369,6,3,38,3430,147,50,0,198,301,3932
313031370,3,5,84,4511,405,74,7,484,392,5383
313031371,17,13,125,6104,132,25,3,165,1583,7850
313041372,11,40,194,12697,608,70,17,697,631,14022
313041373,12,170,507,19071,1484,172,20,1678,1695,22446
313041374,0,0,36,4451,165,11,0,175,200,4825
313041375,3,8,79,17003,792,78,14,892,687,18573
313041376,3,0,18,2737,110,14,4,121,162,3022
313051377,8,23,254,7278,444,38,7,491,482,8251
313051378,16,15,238,10443,647,72,10,734,516,11696
313051379,10,95,355,8562,622,94,7,722,877,10164
313051380,33,173,724,14743,1180,151,24,1355,1041,17138
313051542,10,41,372,10702,733,64,8,801,718,12226
314011382,22,57,295,14194,973,89,9,1076,528,15800
314011383,4,3,72,16799,1439,113,18,1574,438,18805
314011384,3,10,71,7668,274,19,3,294,528,8489
314011385,9,0,28,7297,440,23,5,469,207,7973
314011386,16,14,213,21384,1219,122,16,1358,622,23369
314011387,10,7,91,10617,544,19,0,565,576,11754
314021388,17,97,346,20797,1570,182,32,1779,1353,23932
314021389,9,13,231,14901,1591,147,22,1766,860,17520
314021390,24,16,328,24257,4039,406,44,4489,1363,30105
314031391,16,11,167,8930,763,116,13,892,424,10246
314031392,8,48,121,5208,388,36,4,426,376,6011
314031393,3,7,62,7770,480,52,8,542,377,8690
314031394,13,15,150,10273,1175,240,17,1430,557,12270
315011395,0,0,0,135,1000,98,15,1111,24,1269
315011396,11,9,46,4663,1779,98,47,1920,934,7513
315011397,0,0,6,914,18,0,0,17,162,1091
315011398,0,0,9,1131,485,12,26,514,50,1700
315011399,6,0,6,400,1827,435,24,2284,116,2796
315011400,15,8,73,4061,388,50,3,443,1477,5985
315011401,7,0,14,1335,1439,213,77,1728,543,3610
315011402,9,0,6,243,3182,572,179,3932,341,4514
315011403,0,0,3,3174,311,35,10,356,371,3899
315021404,0,0,17,4185,240,17,70,328,323,4828
315021405,9,8,81,14594,1486,132,32,1649,2104,18342
315021406,0,8,18,2727,140,10,0,150,476,3354
315021407,0,3,46,2822,47,3,0,53,250,3121
315031408,0,4,90,4373,99,4,0,106,286,4771
315031409,0,16,102,3831,127,64,8,193,284,4307
315031410,3,12,37,1835,36,8,0,47,228,2114
315031411,0,6,38,2580,44,0,0,45,183,2802
315031412,0,4,76,3244,87,14,0,103,317,3660
316011413,39,47,843,15007,825,41,11,881,728,16615
316011414,18,14,246,14633,853,76,13,942,747,16323
316011415,8,3,72,10041,663,72,12,747,467,11254
316011416,25,57,346,8800,825,107,17,946,550,10298
316021417,23,15,329,9377,349,19,4,376,316,10071
316021418,9,7,206,5819,294,26,0,323,288,6433
316021419,17,97,439,5539,433,67,6,512,650,6699
316021420,30,28,447,18469,881,75,13,969,834,20277
316021421,15,29,467,10750,488,46,5,541,562,11854
316021422,14,20,260,7200,282,28,3,312,324,7838
316021423,14,19,317,8483,466,44,6,515,507,9502
316021424,9,12,145,6966,361,36,3,400,476,7838
316031425,22,57,321,13010,652,52,15,719,857,14589
316031426,5,9,132,9784,533,38,7,574,511,10868
316031427,27,89,684,16217,1259,217,22,1497,1449,19163
316031428,6,84,355,9683,762,63,9,831,1177,11694
316051434,10,17,152,3817,327,40,10,376,293,4484
316051435,14,26,309,7685,466,41,0,510,543,8735
316051437,3,4,60,5694,404,21,4,432,400,6534
316051438,27,153,530,8994,554,48,8,608,697,10308
316051543,0,3,54,3379,206,9,3,221,163,3761
316051544,9,8,159,6368,394,29,8,428,541,7337
316061439,10,30,182,7428,246,48,3,296,472,8201
316061440,13,14,220,7725,351,32,4,379,427,8537
316061441,7,7,75,5275,203,20,6,231,331,5838
316061442,13,9,94,9289,289,17,9,308,542,10142
316061443,4,9,114,5564,226,15,0,241,452,6252
316061444,17,14,233,9695,381,27,10,418,498,10613
316071545,14,15,180,7592,324,41,5,372,390,8351
316071546,3,3,55,3336,167,17,0,184,242,3764
316071547,9,6,108,9480,413,38,5,458,611,10548
316071548,32,81,655,17834,915,106,8,1029,1091,19962
316081549,15,27,291,19782,748,42,17,806,1256,21852
317011445,0,4,37,6265,174,14,3,192,506,6957
317011446,9,130,459,9656,2607,535,27,3168,916,13740
317011447,4,48,459,8577,735,113,17,870,747,10198
317011448,3,29,181,5358,1051,509,10,1568,503,7434
317011449,0,0,24,6008,107,14,0,114,287,6411
317011450,10,8,149,12239,324,29,6,360,586,13180
317011451,0,16,132,10265,261,27,4,287,810,11362
317011452,22,88,279,6012,669,94,8,771,358,7141
317011453,0,23,237,8349,506,104,0,611,641,9596
317011454,3,4,73,5056,202,23,3,230,450,5734
317011455,5,108,268,7192,548,64,6,617,502,8312
317011456,14,24,422,11350,918,199,8,1130,896,13373
317011457,13,22,222,8585,489,53,12,548,625,9757
317011458,8,20,223,11540,631,100,9,736,727,13005
317011459,0,22,269,11902,457,64,9,527,882,13310
318011460,60,33,289,7802,492,149,12,654,642,9098
318011461,32,41,170,6899,408,56,10,470,547,7920
318011462,0,18,180,7106,257,13,7,269,749,8120
318011463,0,8,32,3313,36,0,0,33,407,3759
318011464,85,21,234,3647,353,75,12,444,339,4426
318011465,44,18,180,5647,349,35,3,388,424,6453
318011466,0,0,0,2238,102,17,24,147,58,2446
318021467,5,5,94,3768,535,181,12,724,300,4790
318021468,23,3,172,8103,941,109,8,1059,904,10065
318021469,10,29,228,2808,170,19,3,192,285,3280
318021470,3,3,23,6533,344,28,0,380,318,7233
318021471,10,11,163,9230,528,58,8,597,655,10475
318021472,6,7,122,4781,595,147,7,747,387,5908
318021473,9,6,59,20286,716,82,9,809,1311,22401
318021474,0,9,21,5931,1290,91,8,1389,429,7747
