SA2_MAINCODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
126021501,0,0,12,11,47,177,3,5,154,240,390,2720,2773,72,98,236,392,137,474,1732,1438,4899,5170,10062
126021503,0,0,0,12,32,108,6,9,102,157,259,4288,4311,184,208,379,664,102,432,2921,2776,7869,8395,16260
126021590,0,0,0,0,22,44,0,0,46,58,99,967,965,25,33,63,102,34,147,511,482,1602,1730,3335
126021591,0,3,9,17,93,355,11,31,257,475,732,5729,5749,247,293,634,920,233,961,4051,3788,10891,11710,22595
127011504,0,0,0,15,28,89,3,0,71,117,192,2489,2505,303,414,563,798,170,713,2801,2396,6314,6827,13142
127011505,0,0,10,0,32,109,9,4,85,131,220,1903,1863,123,101,239,204,81,337,1379,1026,3720,3534,7261
127011506,0,0,0,0,15,53,0,0,55,69,122,4042,4025,172,189,322,429,70,339,2165,1877,6783,6862,13639
127011592,0,0,0,0,0,0,0,0,0,0,3,14,13,3,0,7,0,0,0,4,10,28,26,52
127011593,0,0,0,0,5,23,0,0,8,21,31,1523,1541,90,116,88,168,29,130,1024,866,2752,2823,5578
127011594,0,0,0,0,10,53,0,5,36,67,104,2491,2477,157,231,244,451,59,322,1822,1622,4775,5106,9875
127011595,0,0,0,0,3,37,0,3,14,39,61,2557,2548,134,205,225,350,41,251,1698,1500,4650,4857,9501
127011596,0,3,0,0,9,21,0,0,16,26,42,2436,2464,103,183,175,306,38,199,1395,1294,4153,4448,8596
127011597,0,3,0,0,8,22,0,0,23,28,49,3209,3218,158,227,244,402,49,229,1848,1570,5502,5643,11152
127021509,6,3,3,5,30,90,0,12,80,130,212,3046,3079,198,300,365,667,101,506,2492,2123,6207,6674,12883
127021510,3,0,3,4,34,163,9,3,102,196,295,4113,4148,230,296,315,481,143,661,2786,2321,7587,7911,15498
127021511,0,3,12,16,70,264,9,12,234,339,573,4580,4504,369,443,1109,1409,193,959,3622,3095,9867,10408,20280
127021512,5,0,0,8,33,94,3,4,111,139,251,3047,3061,220,292,574,798,153,605,2619,2256,6613,7016,13630
127021513,4,3,8,12,37,207,4,4,144,274,418,3807,3827,284,376,730,1060,139,761,3142,2692,8099,8722,16822
127021514,0,0,0,0,8,44,0,0,47,53,101,2105,2125,112,157,177,305,56,253,1430,1277,3886,4123,8008
127021515,3,4,0,9,31,129,3,0,115,184,293,3366,3319,312,340,510,718,142,727,2707,2179,7038,7281,14319
127021516,3,3,0,8,29,119,3,4,111,160,279,3683,3687,247,356,480,737,141,686,2797,2398,7348,7858,15205
127021517,0,0,0,0,23,44,0,5,53,54,109,1788,1781,100,131,169,256,56,267,1210,997,3327,3429,6758
127021518,0,0,3,5,10,50,0,0,39,59,103,1009,1026,27,40,107,81,45,172,687,467,1874,1788,3665
127021519,3,3,3,6,40,146,6,5,127,189,322,3588,3593,270,309,469,642,159,749,2679,2105,7170,7402,14573
127021520,3,4,0,4,28,114,0,3,86,153,233,2318,2321,122,162,210,382,85,463,1569,1387,4300,4720,9022
127021521,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,6,0,0,0,14,3,25,14,35
127031522,3,3,3,11,29,113,3,3,88,152,237,3218,3251,177,237,322,525,112,471,2119,1868,5941,6350,12297
127031523,0,0,4,3,34,131,0,0,89,159,253,4129,4137,221,267,422,591,138,537,2244,1907,7154,7443,14597
127031524,0,0,3,13,41,135,9,6,100,181,283,4386,4339,194,246,390,586,128,460,2937,2345,8045,7968,16013
127031598,4,0,8,13,43,191,12,3,145,232,377,5347,5262,452,598,797,1125,173,1061,3778,2862,10536,10913,21448
127031599,0,0,0,3,22,72,0,0,58,92,147,2026,2020,191,237,303,482,111,434,1750,1389,4375,4558,8937
127031600,0,0,0,9,11,110,0,7,38,143,179,3802,3803,134,222,240,389,64,398,2091,1913,6323,6725,13051
127031601,0,3,3,9,4,23,0,0,21,43,69,1032,980,110,133,292,296,32,228,958,688,2421,2322,4740
128011529,0,0,5,7,37,146,4,3,157,212,367,3936,3950,145,193,370,617,138,513,2126,1992,6723,7267,13992
128011530,3,0,13,31,82,401,14,9,272,537,813,3757,3742,189,235,472,843,202,932,2422,2111,7046,7873,14914
128011531,6,6,4,35,96,410,10,15,308,582,883,3634,3673,143,177,390,597,217,904,1789,1642,6168,6990,13156
128011602,0,0,14,20,41,207,0,4,118,260,382,2028,2027,161,207,455,695,101,539,1792,1571,4531,5038,9573
128011603,0,0,3,13,46,144,0,3,134,196,337,2816,2865,77,101,226,386,118,441,1403,1188,4630,4983,9611
128011604,0,0,10,31,63,231,11,26,191,351,538,4357,4383,335,347,946,1193,217,732,3975,3582,9830,10233,20062
128011605,0,0,0,0,5,22,0,0,24,32,60,800,802,9,10,56,65,17,69,373,314,1258,1261,2516
128011606,0,0,3,3,22,91,6,5,70,118,194,1737,1739,50,73,153,238,69,229,1017,905,3021,3174,6198
128021533,0,0,0,8,34,153,11,12,81,194,279,1434,1424,58,67,125,211,95,334,804,689,2510,2721,5238
128021534,0,0,4,0,26,65,0,0,74,89,162,2629,2618,71,72,155,234,74,213,1377,1192,4312,4332,8650
128021535,0,0,3,11,44,168,3,0,109,216,328,4790,4844,170,211,410,720,136,511,2804,2437,8303,8728,17032
128021536,0,3,5,16,56,194,6,3,181,276,454,4917,4951,154,210,405,631,155,611,2402,2117,8039,8515,16559
128021537,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,7,5,17,26
128021538,5,0,6,30,101,397,9,26,241,530,764,3962,3979,228,328,682,1152,240,905,2977,2689,8091,9050,17146
128021607,0,0,0,10,49,130,3,3,107,176,281,3830,3850,148,203,314,548,149,472,1881,1606,6314,6677,12998
128021608,0,0,0,0,13,42,0,0,44,57,99,1722,1742,47,73,116,187,54,206,810,741,2751,2948,5701
128021609,0,0,0,0,5,4,0,0,10,10,17,895,892,15,27,63,95,15,40,484,440,1474,1491,2965
197979799,0,0,0,0,3,3,0,0,3,7,10,102,119,3,8,10,29,7,21,26,35,157,220,374
199999499,6,0,9,9,8,26,7,3,32,48,78,1157,1181,635,257,980,569,143,185,4049,2395,6958,4590,11545
201011001,0,0,0,0,5,57,0,3,46,75,121,2380,2389,111,190,236,419,65,268,1511,1375,4306,4634,8939
201011002,3,0,5,13,41,192,5,23,126,262,389,2241,2252,141,211,338,565,125,537,1847,1819,4686,5385,10075
201011003,4,0,11,24,60,311,11,30,171,421,601,4225,4257,265,375,688,1056,231,953,3411,3375,8817,10016,18826
201011004,0,0,10,22,90,283,8,9,213,367,574,3619,3640,355,441,795,1372,282,1025,4203,4144,9247,10618,19864
201011005,0,0,0,0,10,36,0,0,31,42,79,1525,1509,69,62,160,217,47,164,1061,847,2864,2805,5666
201011006,0,3,6,0,18,75,3,3,51,96,146,1271,1290,96,140,188,283,76,262,1045,986,2675,2968,5647
201011007,0,0,0,0,3,8,0,0,9,10,26,892,899,31,28,113,88,27,61,501,411,1570,1488,3058
201011008,0,7,7,18,49,230,0,4,153,320,466,2423,2430,206,281,468,680,200,749,2251,2086,5550,6229,11776
201021009,0,0,0,3,13,40,0,0,30,55,86,1216,1212,71,63,193,237,64,197,820,691,2363,2406,4767
201021010,0,0,3,5,44,112,3,7,90,145,237,1600,1596,120,111,322,352,127,329,1012,906,3184,3300,6485
201021011,0,0,7,3,20,143,3,6,71,186,261,1726,1729,118,121,403,500,113,409,1278,1214,3641,3976,7614
201021012,0,0,0,0,8,19,4,3,35,28,63,1239,1248,66,67,212,187,60,129,720,623,2297,2259,4555
201031013,4,0,0,0,12,37,0,3,30,44,74,704,700,68,63,202,160,60,147,371,336,1402,1396,2801
201031014,0,0,4,0,15,53,3,0,47,72,117,955,834,117,50,245,173,70,186,670,385,2061,1630,3685
201031015,0,0,0,0,8,23,0,0,26,31,54,926,937,61,46,177,192,57,117,616,474,1841,1767,3602
201031016,0,3,3,14,50,175,5,9,120,230,354,1410,1420,116,163,328,448,174,551,1131,944,3146,3527,6677
201031017,0,0,0,3,14,52,0,3,41,60,108,1044,1039,112,90,299,277,87,219,779,527,2321,2157,4476
202011018,3,6,6,27,59,247,20,14,157,345,503,2175,2189,251,304,562,745,190,642,2637,2405,5824,6285,12111
202011019,0,3,0,13,47,109,7,6,98,155,251,1856,1876,187,240,417,647,152,460,1927,1811,4540,5037,9576
202011020,4,0,5,10,76,315,7,11,200,413,613,2599,2599,159,187,377,676,187,750,1954,1904,5274,6115,11385
202011021,0,3,0,4,35,118,7,10,111,172,284,1495,1486,114,156,258,430,93,319,1548,1753,3514,4136,7652
202011022,3,0,11,20,88,330,10,12,230,438,668,3546,3567,282,325,649,990,229,1000,2878,2789,7579,8668,16243
202011023,0,0,0,4,4,9,0,3,13,15,25,1145,1168,46,30,96,123,30,53,582,490,1902,1866,3769
202011024,0,0,0,0,14,14,0,0,43,28,71,2003,2011,77,111,133,231,50,149,876,816,3142,3311,6453
202011025,0,0,5,8,8,49,3,0,39,75,110,2199,2214,123,211,290,486,74,278,1641,1541,4323,4727,9056
202021026,0,0,0,0,4,26,0,0,17,32,55,1641,1653,67,67,213,208,53,116,811,764,2794,2803,5598
202021027,0,0,3,19,38,187,7,8,135,257,388,1971,1708,167,173,422,639,138,536,1776,1452,4479,4508,8987
202021028,3,0,3,6,39,54,3,0,96,89,182,1747,1772,127,107,467,492,124,269,1139,975,3596,3618,7215
202021029,0,3,0,3,17,39,0,3,49,57,107,962,965,87,76,244,224,94,218,542,430,1935,1918,3849
202021030,0,0,5,10,41,124,4,14,104,175,285,1932,1934,121,145,347,457,140,379,1290,1207,3831,4123,7956
202021031,0,0,0,4,9,66,6,3,27,86,120,1488,1496,59,84,179,298,63,209,821,768,2611,2856,5465
202031032,0,0,5,3,9,26,0,0,35,37,68,951,948,74,45,195,168,46,115,523,458,1793,1738,3530
202031033,5,0,6,0,39,106,13,3,110,138,247,1505,1504,146,100,348,273,135,363,912,654,3046,2888,5937
203011034,0,0,0,4,13,52,4,0,39,63,100,1404,1418,75,70,116,160,40,140,742,607,2366,2393,4752
203011035,3,0,0,0,4,19,0,0,16,26,42,1509,1519,94,70,212,206,60,130,844,711,2716,2637,5350
203011036,0,0,0,0,17,54,0,0,48,67,116,1291,1285,58,60,179,188,69,176,744,587,2351,2302,4654
203021037,3,0,7,14,85,303,3,17,212,408,622,2476,2457,170,216,448,716,194,738,2237,2031,5526,6159,11684
203021038,6,0,10,19,55,186,11,10,154,258,418,3874,3800,422,539,921,1284,307,1101,4706,4298,10236,11024,21261
203021039,3,0,11,12,36,159,7,10,115,202,318,2175,2139,151,207,486,676,131,518,2220,2212,5176,5758,10929
203021040,0,0,3,9,49,250,11,17,175,337,512,3479,3480,224,308,631,907,162,791,3070,3039,7563,8525,16088
203021041,3,3,5,19,93,464,3,25,277,627,910,4621,4663,221,309,471,881,245,1063,3346,3131,8906,10048,18953
203021042,0,3,3,10,38,189,0,10,165,277,445,4842,4872,149,240,415,701,152,624,3122,2823,8671,9258,17931
203021043,0,0,0,9,39,126,0,5,96,176,272,3828,3538,279,259,506,595,161,479,2791,2076,7569,6942,14513
203021044,0,0,3,10,49,107,4,6,127,160,286,2716,2702,155,215,364,511,139,415,1522,1540,4899,5391,10290
203021045,6,4,11,15,92,244,3,3,213,325,540,2517,2546,218,258,526,881,239,789,2258,2106,5765,6581,12340
203021046,0,0,4,4,45,109,3,4,119,156,271,2082,2105,100,112,255,380,88,332,1369,1392,3892,4321,8221
203021047,3,0,11,9,70,329,14,15,195,418,609,2755,2752,202,270,481,658,226,909,2177,1846,5840,6426,12268
203031048,0,0,3,7,41,165,3,4,143,218,358,2945,2979,165,243,369,596,163,568,1507,1427,5140,5811,10956
203031049,3,0,3,3,21,100,4,5,61,128,188,1113,1093,71,66,163,237,62,255,687,560,2102,2212,4308
203031050,3,3,8,17,72,239,3,7,201,313,509,5060,5118,233,319,625,940,234,669,2612,2506,8767,9556,18325
203031051,0,0,8,3,44,116,3,6,144,166,314,1758,1720,139,114,333,428,136,382,781,715,3140,3358,6503
203031052,0,0,3,3,24,124,0,6,76,165,237,1093,1070,38,47,117,181,70,287,341,369,1656,1960,3618
203031053,0,0,0,9,35,125,3,5,97,166,264,3996,4040,166,190,406,592,134,441,2167,2049,6874,7311,14188
204011054,0,0,5,8,23,104,5,4,84,135,219,1423,1383,129,88,310,306,122,312,791,640,2775,2728,5510
204011055,0,0,10,6,30,131,13,7,98,164,261,1351,1339,87,118,303,310,137,368,735,628,2614,2764,5376
204011056,0,4,0,10,23,116,6,3,86,154,241,2586,2592,214,238,448,596,124,476,1996,1815,5360,5713,11075
204011057,0,0,6,4,30,95,0,4,81,124,207,1843,1818,135,119,366,394,116,347,1168,957,3634,3636,7274
204011058,4,3,0,6,21,47,9,0,52,66,119,840,833,68,73,190,206,58,160,526,434,1684,1703,3389
204011059,3,0,0,11,36,86,11,0,92,118,205,1065,1076,125,140,248,307,106,326,1082,871,2636,2722,5361
204011060,0,0,3,0,7,12,0,0,27,18,46,931,910,69,42,158,123,34,75,784,436,1968,1585,3558
204011061,0,0,0,0,0,3,0,0,0,3,3,28,33,5,3,10,18,0,7,27,27,76,83,157
204011062,3,0,3,3,18,38,3,0,43,41,82,743,731,72,62,187,163,58,138,445,368,1504,1465,2977
204021063,3,3,4,9,64,222,6,9,183,300,485,2007,2045,172,200,384,540,201,638,1329,1231,4093,4646,8735
204021064,3,0,0,3,4,10,0,0,19,24,43,877,887,40,33,171,152,37,88,403,330,1520,1488,3010
204021065,0,0,0,0,10,51,0,3,33,65,102,801,809,80,66,153,169,47,164,498,413,1583,1620,3205
204021066,3,0,3,13,117,452,15,23,288,570,856,3455,3489,260,338,568,892,313,1175,2468,2397,7060,8290,15346
204021067,0,0,3,5,25,50,3,3,70,77,150,2300,2317,124,102,375,322,109,269,1071,865,3982,3876,7854
204031068,0,0,4,3,9,54,4,3,43,76,119,1017,942,47,67,191,246,60,189,579,484,1896,1928,3824
204031069,0,0,5,4,30,89,9,3,86,120,203,1748,1728,128,98,322,363,88,319,1089,954,3376,3471,6846
204031070,0,0,0,0,6,21,0,0,18,29,41,649,661,47,53,128,150,38,92,373,326,1242,1284,2526
204031071,0,3,5,3,17,89,0,4,65,115,179,1009,1011,80,73,151,180,67,275,585,482,1895,2025,3915
204031072,0,0,6,4,30,83,0,3,68,120,197,1386,1368,66,71,263,214,104,268,735,523,2555,2444,4998
204031073,0,0,5,5,39,133,3,7,99,177,275,2799,2833,181,255,485,682,140,446,2018,1902,5623,6127,11751
204031074,0,0,5,11,50,212,0,11,173,301,471,4461,4436,354,388,761,1101,203,834,3793,3167,9574,9922,19497
204031075,0,0,0,0,9,48,5,3,31,56,90,1059,1047,37,50,132,173,30,142,479,451,1742,1861,3602
205011076,0,0,6,10,41,194,3,7,134,248,382,3208,3245,216,262,511,721,181,625,2093,1854,6208,6708,12918
205011077,0,0,0,6,12,42,4,3,36,62,91,1365,1361,89,76,225,224,61,184,767,623,2505,2468,4972
205011078,3,0,3,0,19,80,0,0,76,107,178,1635,1621,98,121,238,310,81,269,939,878,2987,3193,6181
205011079,3,4,8,12,48,224,8,10,160,293,453,3945,3956,199,288,533,774,195,759,2331,2273,7203,8048,15252
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
205021081,3,0,4,8,60,304,4,8,183,383,563,2832,2833,178,257,437,725,192,874,1964,1815,5605,6498,12101
205021082,0,0,5,0,17,32,0,3,57,48,98,1733,1706,122,109,371,306,98,200,978,788,3296,3115,6410
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,3,0,10,4,55,129,4,0,142,165,307,2232,2260,165,193,444,468,183,495,1118,925,4139,4341,8480
205021085,6,0,3,5,18,80,5,5,75,108,180,1323,1305,128,89,350,307,101,307,881,666,2780,2667,5448
205021086,0,0,4,3,51,102,4,0,107,133,244,1582,1555,108,91,334,320,144,328,584,505,2751,2803,5555
205031087,7,3,4,9,38,101,5,4,112,143,254,1936,1908,155,110,394,452,136,390,1099,864,3723,3717,7438
205031088,0,0,0,0,0,0,0,0,0,0,0,26,23,3,0,17,3,0,0,10,8,52,42,96
205031089,3,0,3,3,31,129,3,4,95,163,253,1946,1945,124,120,301,430,98,367,1083,991,3550,3848,7401
205031090,0,0,0,9,26,163,9,3,103,205,309,2375,2383,130,144,335,476,114,506,1324,1139,4278,4642,8920
205031091,0,0,7,10,40,163,0,10,139,232,374,2216,2232,179,212,413,551,136,474,1158,1090,4106,4559,8663
205031092,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,5,10
205031093,3,0,17,21,116,337,12,14,299,460,763,4594,4557,360,376,973,1216,374,1096,2672,2426,8969,9670,18638
205041094,0,0,0,0,18,34,8,3,60,55,117,2403,2426,150,163,366,429,112,283,1605,1437,4628,4739,9370
205041095,3,3,7,9,60,274,3,9,185,354,537,2841,2870,261,358,696,838,252,874,2614,2230,6650,7166,13818
205041096,0,0,9,8,70,212,7,3,176,277,448,2148,2165,252,305,648,682,210,768,2290,1975,5550,5902,11447
205041097,3,3,15,24,69,321,11,3,211,407,617,5025,5042,377,474,820,1173,241,1147,3750,3509,10213,11350,21566
205041098,0,0,0,0,7,18,0,0,18,26,42,923,928,74,54,145,146,43,117,682,556,1861,1796,3658
205051099,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,3,0,0,3,3,16,5,23
205051100,3,0,0,0,10,21,0,0,23,30,58,1006,978,93,66,223,173,54,107,540,372,1917,1701,3624
205051101,0,0,7,6,36,159,4,9,108,194,302,2856,2893,204,203,480,541,167,585,1783,1527,5493,5744,11237
205051102,0,0,3,0,11,19,0,0,30,23,47,1120,876,88,48,166,132,49,108,976,408,2392,1571,3968
205051103,0,0,8,17,63,212,6,5,159,297,448,2834,2815,167,273,429,677,196,707,1962,1780,5595,6250,11842
205051104,0,0,3,8,33,69,7,0,81,96,175,1089,1080,99,72,274,252,86,259,746,608,2300,2260,4562
206011105,0,0,7,6,30,177,15,7,150,228,384,3259,3216,200,196,571,723,153,664,6866,6934,11041,11732,22769
206011106,0,0,0,8,12,62,0,4,52,84,133,1411,1409,85,110,246,335,55,253,2786,3082,4587,5190,9774
206011107,3,0,10,8,34,119,9,18,114,172,289,2075,2106,120,130,357,450,114,407,2964,3144,5636,6232,11869
206011108,7,4,9,8,63,250,10,19,226,349,574,4611,4616,241,266,583,834,196,849,4944,4784,10579,11352,21935
206011109,3,0,3,7,40,131,3,6,122,175,299,2009,1994,77,75,187,305,96,356,1484,1394,3859,4123,7981
206021110,0,0,3,3,16,64,5,4,53,85,141,1541,1545,68,89,192,310,49,231,1703,1760,3554,3934,7487
206021111,3,3,10,9,53,237,7,25,179,329,505,3691,3704,197,260,568,830,186,689,4872,5654,9514,11139,20648
206021112,0,4,3,11,61,213,16,6,168,273,441,2870,2880,169,200,430,590,153,633,3609,3960,7230,8262,15490
206031113,3,0,8,3,28,99,9,3,85,124,210,2518,2546,145,204,420,586,93,368,2614,2579,5800,6288,12087
206031114,6,4,10,21,71,367,16,27,240,485,730,5554,5539,288,321,570,920,195,911,4294,4442,10906,12134,23038
206031115,0,0,9,3,21,67,4,3,58,85,143,1339,1355,107,167,272,442,61,311,2272,2226,4054,4501,8556
206031116,3,0,5,17,39,139,6,11,140,256,397,2736,2774,127,152,336,479,113,443,2409,2413,5719,6263,11985
206041117,0,0,5,11,16,76,13,9,65,108,169,1310,1333,133,159,306,461,58,278,6343,7504,8144,9734,17883
206041118,0,0,3,0,6,5,0,0,9,9,18,2022,1982,119,83,299,317,23,75,2791,2463,5255,4923,10177
206041119,0,0,0,7,20,68,13,17,49,100,146,858,830,49,50,153,196,40,146,1120,1224,2219,2453,4667
206041120,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,6,0,0,0,21,23,40,36,77
206041121,0,0,0,8,14,41,4,6,34,63,101,1571,1584,108,106,280,421,43,207,2419,2518,4416,4842,9260
206041122,0,0,3,0,15,17,11,6,43,34,83,3775,3767,216,221,579,599,63,158,12958,13803,17590,18544,36130
206041123,0,0,3,7,11,38,7,10,54,66,123,2343,2250,182,186,447,651,61,264,6243,6053,9277,9401,18678
206041124,3,0,6,6,30,167,21,58,87,237,324,719,722,38,41,125,161,47,257,2301,2545,3235,3727,6958
206041125,0,0,9,11,30,110,16,15,91,148,234,995,989,49,54,165,255,61,241,1345,1489,2617,3032,5646
206041126,0,0,3,0,0,15,6,6,29,25,56,2815,2770,180,143,434,512,37,116,5501,5282,8963,8812,17773
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
206051128,0,0,7,14,33,80,19,7,135,136,273,2924,2960,149,172,532,646,113,348,2746,2656,6461,6784,13242
206051129,0,0,3,14,12,51,5,7,45,80,128,1983,1993,151,172,553,761,71,216,3311,3903,6067,7048,13117
206051130,0,0,7,13,28,83,5,0,85,111,203,2908,2893,199,215,600,910,106,458,2766,2901,6582,7381,13961
206051131,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,3,6,3,9
206051132,0,0,3,17,22,109,10,5,85,161,242,1804,1805,139,143,434,599,81,370,2491,2388,4947,5303,10249
206051133,3,4,15,19,47,218,41,11,141,269,412,2863,2794,331,269,1068,1234,134,507,7816,7186,12216,11981,24203
206051134,0,0,3,8,20,75,21,7,69,110,176,2007,1975,156,155,459,654,68,279,4340,4207,7029,7268,14299
206061135,0,0,8,13,16,113,8,18,70,158,235,1597,1638,75,92,218,410,62,297,1551,1793,3504,4235,7745
206061136,3,3,13,27,37,162,21,17,133,242,376,2411,2432,200,216,564,813,121,513,5466,5314,8764,9282,18042
206061137,4,0,7,6,31,80,9,14,110,133,239,2571,2615,184,207,527,819,85,414,5782,6108,9149,10164,19307
206061138,3,0,7,14,55,210,12,14,211,299,508,2700,2819,85,135,337,529,130,578,2046,2229,5298,6288,11588
206071139,0,0,3,0,7,30,3,15,45,59,104,995,996,89,71,238,281,34,131,2425,2283,3777,3758,7543
206071140,0,0,4,3,14,60,3,0,62,78,138,1124,1125,65,66,187,317,54,189,2040,2336,3473,4033,7503
206071141,0,0,0,0,10,38,0,0,22,47,68,792,783,105,133,264,401,36,166,2547,2311,3735,3792,7535
206071142,3,0,3,10,12,43,9,18,53,85,144,1154,1150,118,153,361,478,51,225,2825,2738,4510,4743,9250
206071143,0,0,9,10,16,76,14,7,67,106,176,1627,1656,100,125,313,517,67,317,2807,3215,4910,5841,10750
206071144,3,0,6,14,39,140,17,18,141,211,349,3942,3974,277,342,871,1183,156,677,8124,7888,13367,14065,27437
206071145,0,3,0,6,17,36,9,3,49,59,105,1357,1382,67,90,252,341,59,163,1994,1942,3727,3923,7651
207011146,0,0,0,10,23,130,3,11,61,170,235,1687,1698,42,57,115,233,63,274,1037,867,2944,3131,6074
207011147,4,0,7,20,77,288,4,42,225,414,636,3428,3653,106,151,250,522,151,698,2197,2160,6131,7182,13306
207011148,3,0,7,15,72,293,8,9,261,414,675,4545,4781,129,165,244,493,180,712,2771,2457,7861,8598,16453
207011149,3,3,9,24,87,422,24,65,253,589,840,4565,4721,131,179,323,660,182,891,2860,3089,8067,9536,17603
207011150,0,0,0,14,32,134,7,22,96,193,284,3717,3794,92,128,225,420,95,397,2082,2023,6215,6762,12974
207011151,0,3,9,20,28,156,7,41,112,242,354,3737,3849,141,176,431,683,100,437,5216,5193,9622,10345,19970
207011152,0,0,9,8,29,138,4,53,88,220,305,2754,2820,120,141,289,520,83,372,2781,2917,6021,6767,12791
207011153,5,3,7,16,70,361,23,35,265,501,769,4814,4977,171,214,484,833,207,885,4121,4048,9795,10961,20754
207011154,0,0,4,4,15,67,8,3,67,88,155,1416,1439,33,61,106,204,55,177,900,808,2505,2687,5194
207011155,3,0,9,22,52,253,10,37,191,378,572,3747,3850,86,123,224,475,127,533,2041,2108,6229,7088,13313
207021156,0,0,7,5,36,135,8,0,187,198,386,2649,2694,91,111,207,322,125,506,1464,1206,4533,4840,9377
207021157,4,3,6,12,72,229,7,5,280,333,613,4751,4925,190,221,426,708,203,893,2925,2573,8504,9322,17821
207021159,3,0,7,21,66,295,0,12,186,384,574,4119,4261,111,162,254,455,164,701,2003,1798,6662,7372,14028
207021160,7,0,5,16,72,311,7,14,198,396,593,3252,3280,80,152,230,431,181,791,1576,1346,5321,5997,11320
207021424,0,0,3,13,40,133,0,3,149,207,358,3695,3819,75,104,194,312,131,472,1817,1578,5909,6288,12198
207021425,4,0,7,11,48,208,0,5,178,303,475,3168,3307,113,151,275,529,134,667,1633,1592,5332,6246,11575
207031161,6,3,9,19,94,344,10,14,287,486,769,4673,4709,156,189,371,703,224,830,2924,2647,8347,9075,17428
207031162,0,0,5,19,59,212,8,28,177,312,490,2326,2342,86,109,223,430,132,533,1322,1290,4090,4701,8791
207031163,0,0,14,17,59,243,14,25,191,343,540,3695,3802,139,202,449,708,152,644,3741,3548,8175,8897,17070
207031164,0,0,5,13,68,186,4,15,173,266,443,3700,3829,135,190,324,642,128,571,2544,2348,6836,7584,14417
207031165,0,0,4,19,48,217,3,13,164,314,480,1935,1986,101,105,184,407,98,509,2773,2754,5097,5761,10864
207031166,4,0,4,8,36,102,0,3,125,143,269,2303,2334,65,88,213,325,138,404,1580,1364,4298,4509,8808
207031167,0,0,3,7,36,139,8,13,91,196,289,2178,2249,59,96,147,321,74,318,1386,1393,3852,4374,8222
208011168,0,0,3,22,59,207,3,4,188,285,471,3265,3313,83,120,270,455,129,483,1438,1400,5181,5765,10950
208011169,4,4,5,23,107,469,20,41,306,634,937,5022,5179,183,243,524,958,249,1028,2648,2734,8620,10141,18760
208011170,8,0,11,16,72,354,11,29,220,477,697,3514,3546,114,153,330,547,145,718,1798,1740,5906,6699,12606
208011171,0,0,5,17,28,166,6,12,113,237,352,2215,2203,78,132,282,553,75,376,1431,1330,4087,4597,8686
208011172,0,4,9,15,57,175,5,12,147,251,400,3649,3694,157,217,432,757,148,551,2317,2191,6704,7407,14112
208011173,4,4,11,26,100,357,5,38,252,510,764,3687,3706,149,161,430,698,186,722,1978,1847,6431,7134,13567
208021174,3,3,8,25,105,394,13,24,252,512,766,4605,4673,192,248,438,809,216,910,3085,2855,8535,9493,18024
208021176,4,3,12,12,46,205,12,22,160,277,436,3422,3401,179,183,428,656,122,538,3184,3268,7333,8038,15376
208021177,4,3,12,26,103,363,9,17,278,490,773,4023,4031,119,154,426,710,203,742,3360,3369,8122,9010,17135
208021178,5,3,10,18,89,357,7,11,250,448,702,3723,3719,137,193,393,640,190,750,2423,2223,6864,7521,14388
208021179,3,0,7,8,21,160,12,15,107,203,313,2074,2093,73,113,295,449,48,386,1855,1879,4349,4916,9263
208021180,0,0,3,9,20,77,0,4,56,109,168,1493,1486,54,102,189,296,51,246,1203,1139,2981,3264,6247
208021181,0,3,0,13,29,98,5,11,80,139,217,1882,1886,71,88,196,256,74,266,1561,1415,3784,3913,7690
208021182,3,0,3,10,15,94,7,8,67,134,204,2687,2675,106,128,263,463,57,308,2284,2121,5394,5696,11094
208021426,6,5,6,8,51,169,0,6,166,240,405,3162,3200,142,167,298,536,128,447,1811,1688,5545,6040,11584
