SA2_MAINCODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
105031105,0,38,35,21,38,54,188,11,24,18,17,10,0,80,72,47,74,7,28,3,229,113,0,31,0,4,0,145,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,4,9,3,3,3,30,215,116,168,39,91,63,691,0,10,34,9,36,42,130,6,30,7,0,4,0,49,54,49,54,10,15,0,188,93,22,46,7,12,6,187,50,0,22,0,9,0,77,32,0,3,0,0,0,37,6,0,5,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105031106,5,46,66,39,30,48,234,20,31,27,27,7,3,116,165,38,91,16,15,0,334,79,0,21,0,7,0,108,16,0,3,0,0,0,18,15,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,4,18,3,12,0,45,302,124,233,82,81,61,883,3,14,45,9,32,42,142,7,36,13,20,4,3,82,87,59,83,34,29,0,303,138,13,49,3,12,4,211,50,0,17,0,3,0,73,42,0,15,0,3,0,59,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106011107,0,0,26,0,12,28,66,0,0,6,0,0,0,8,10,0,31,0,9,0,52,85,0,38,0,10,0,135,53,0,17,0,10,0,81,73,0,15,0,3,0,89,36,0,0,0,0,0,35,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,13,0,10,0,26,270,0,144,0,61,29,502,3,0,20,0,12,25,62,0,0,0,0,0,0,3,0,0,21,0,11,0,26,16,0,27,0,6,0,48,24,0,20,0,3,0,51,69,0,26,0,3,0,98,154,0,21,0,3,0,180,164,0,16,0,3,0,184,26,0,8,0,0,0,30,8,0,0,0,0,0,8,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0
106011108,7,92,24,8,10,26,172,17,54,7,4,4,3,92,221,84,82,5,7,0,398,539,50,106,0,26,3,721,142,3,37,0,4,0,190,74,3,19,0,0,0,98,27,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,3,0,21,18,21,14,6,8,4,71,1045,318,300,28,64,37,1800,9,44,26,4,10,22,109,3,109,3,13,3,3,136,56,101,41,3,5,0,208,190,90,65,5,16,6,380,164,13,53,0,9,3,242,409,7,67,5,5,0,493,343,8,43,5,11,3,419,112,0,15,0,0,0,126,10,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
106011109,3,0,30,0,7,19,52,0,0,3,0,0,3,5,22,0,30,0,3,3,53,49,0,18,0,5,0,76,18,0,11,0,0,0,28,13,0,6,0,0,0,17,6,0,0,0,0,0,9,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,0,7,0,12,124,0,108,0,16,22,271,0,0,27,0,3,27,58,0,0,3,0,4,0,3,3,0,12,0,0,0,22,17,0,17,0,0,0,35,29,0,22,0,0,0,52,46,0,15,0,4,0,62,31,0,12,0,0,0,39,13,0,5,0,0,0,22,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106011110,3,13,44,9,13,31,113,0,4,8,0,5,0,17,48,6,55,0,7,0,120,80,7,45,0,10,3,150,31,0,20,0,3,0,53,11,0,4,0,0,0,18,8,0,4,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,12,0,5,0,23,193,36,195,12,43,34,514,0,12,43,10,19,26,101,0,12,10,3,3,0,19,21,0,35,0,8,0,66,49,7,51,0,8,0,117,36,8,29,0,3,0,69,62,0,31,3,0,0,98,39,0,13,0,0,0,53,14,0,3,0,0,0,21,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106011111,4,72,28,9,0,22,129,27,37,8,3,0,0,81,151,73,73,3,10,3,311,354,27,93,3,9,0,490,109,3,22,0,0,4,140,37,0,11,0,0,0,54,13,0,3,0,0,0,19,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,13,12,14,17,0,0,4,44,704,240,260,15,28,31,1281,0,27,29,0,4,18,73,5,66,3,0,3,0,75,38,77,31,0,3,0,155,142,39,64,3,10,0,268,95,7,46,0,11,0,161,277,10,70,0,8,0,362,225,0,39,4,0,0,269,39,0,3,0,0,0,48,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106011112,4,99,28,7,4,18,161,0,59,9,0,8,0,69,62,103,22,8,52,4,257,198,76,35,0,47,3,352,141,3,22,0,3,0,172,209,4,24,0,9,4,250,156,0,12,0,10,0,176,53,0,3,0,4,0,61,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,10,8,14,0,17,0,49,837,360,165,17,158,30,1566,3,35,15,0,6,19,80,0,95,3,0,6,0,108,7,106,18,3,13,0,145,60,36,18,0,25,0,140,52,24,16,0,33,0,122,154,37,24,0,26,3,248,290,6,49,0,13,0,352,360,0,34,0,4,0,401,64,0,4,0,4,0,76,13,0,0,0,0,0,11,8,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0
106011113,9,0,31,0,24,30,89,8,0,3,0,5,0,10,18,0,21,0,3,0,47,34,0,9,0,5,3,52,26,0,6,0,0,0,29,24,0,3,0,0,0,26,7,0,0,0,0,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,3,0,13,138,0,84,0,37,31,289,3,0,34,0,11,33,81,8,0,0,0,3,0,9,12,0,13,0,0,0,29,21,0,12,0,5,0,39,19,0,19,0,4,0,44,32,0,13,0,3,0,49,31,0,7,0,0,0,47,19,0,3,0,4,0,25,8,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021114,0,0,9,0,0,8,17,7,0,3,0,3,0,16,40,0,25,0,45,0,114,60,0,23,0,5,0,92,38,0,11,0,0,0,47,28,0,3,0,3,0,28,7,0,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,0,3,0,14,192,0,82,3,60,17,349,0,0,9,0,4,3,19,0,0,5,0,0,0,6,17,0,9,0,20,3,49,44,0,20,0,19,3,89,30,0,13,0,5,0,51,63,0,24,0,6,0,88,72,0,10,0,3,0,88,51,0,10,0,3,0,65,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021115,6,206,24,19,3,31,290,16,109,6,11,5,0,153,251,146,64,11,35,6,514,352,88,100,7,30,0,573,186,22,65,0,10,6,284,349,8,55,0,9,7,420,168,0,15,0,3,0,192,15,0,0,0,0,0,13,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,17,0,0,0,3,21,18,44,11,6,0,0,83,1376,650,338,58,97,55,2564,0,63,7,3,8,10,95,7,183,0,19,3,5,207,49,153,34,17,12,7,265,204,91,41,9,28,0,378,122,39,52,0,36,0,250,239,44,81,7,22,0,402,607,26,106,0,14,0,758,334,3,45,0,0,0,382,48,0,8,0,0,0,53,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021116,0,0,3,0,4,7,21,0,0,0,4,0,0,4,8,0,12,0,0,0,22,42,0,9,0,0,0,57,23,0,6,0,3,0,31,39,0,5,0,0,0,45,44,0,6,0,0,0,43,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,162,0,51,4,11,13,241,0,0,8,0,0,3,11,0,0,0,0,0,0,0,3,0,4,0,0,0,7,13,0,5,0,0,0,20,7,0,11,0,0,0,17,18,0,15,0,3,0,36,75,0,11,0,3,0,84,62,0,14,0,0,0,71,22,0,0,0,0,0,22,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021117,0,138,6,10,3,26,195,3,64,4,3,0,0,77,90,100,48,11,3,0,252,218,78,67,5,5,0,376,128,17,35,0,3,0,176,262,0,24,0,0,0,292,167,0,11,0,5,0,179,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,13,15,13,10,0,0,5,46,887,429,206,28,29,40,1615,0,35,31,0,5,23,94,0,111,0,0,0,0,115,22,131,20,8,4,0,175,60,76,39,3,3,0,180,49,35,29,8,4,0,119,163,59,59,0,0,0,278,351,14,59,0,5,0,437,395,0,27,0,3,0,420,54,0,3,0,0,0,61,5,0,0,0,0,0,5,3,0,3,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0
106021118,0,3,13,0,0,19,38,3,3,3,3,0,0,13,3,14,15,0,29,0,64,47,8,28,0,27,0,109,66,0,5,0,0,0,74,82,0,16,0,0,0,95,49,0,3,0,0,0,56,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,11,261,36,85,7,68,22,472,0,3,5,0,0,11,21,0,4,0,0,0,0,4,5,15,12,0,0,0,25,8,10,11,3,10,0,47,3,8,8,0,32,0,50,49,4,29,0,13,0,102,108,3,23,0,5,0,139,62,0,8,0,0,0,70,16,0,0,0,0,0,16,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031119,0,3,10,0,10,15,29,0,0,0,0,8,0,14,11,0,20,0,5,0,41,48,0,26,0,0,0,78,65,0,22,0,5,0,83,97,0,14,0,0,0,114,70,0,7,0,3,0,79,9,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,3,0,17,304,9,110,3,35,18,473,0,0,8,0,0,3,14,0,0,0,0,3,0,5,0,0,7,3,9,0,17,8,0,8,0,4,0,23,20,0,11,0,3,0,39,48,3,13,0,7,0,65,118,0,23,0,3,0,146,81,0,18,0,0,0,101,12,0,0,0,0,0,14,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031120,3,0,11,6,3,14,36,16,0,0,0,0,0,21,44,0,26,0,0,0,74,198,0,23,0,3,0,229,97,0,12,0,3,0,114,92,0,10,0,0,0,108,20,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,482,4,86,10,11,15,616,0,0,10,0,0,6,15,3,0,0,0,0,0,5,21,0,10,9,0,0,42,68,3,16,0,3,0,93,67,0,26,0,3,0,92,145,0,32,0,0,4,180,174,0,16,0,0,0,190,85,0,11,0,0,0,93,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031121,0,65,34,42,10,47,208,8,21,0,8,8,0,44,82,31,57,6,58,0,232,325,10,92,7,78,3,517,251,0,63,7,28,0,347,358,0,48,0,3,0,414,217,0,34,0,6,0,263,53,0,12,0,3,0,74,9,0,3,0,0,0,16,6,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,13,29,3,10,12,11,4,66,1346,140,371,86,208,60,2215,3,11,43,8,8,43,111,0,60,3,24,9,0,103,20,25,33,12,14,0,104,106,15,58,20,23,0,225,119,9,45,3,49,0,226,297,5,72,0,39,0,416,496,3,86,3,17,0,610,374,0,61,0,4,3,441,68,0,13,0,0,0,85,20,0,3,0,0,0,31,13,0,3,0,0,0,17,0,0,3,0,3,0,3,3,0,0,0
106031122,4,146,15,10,0,26,201,4,109,5,0,11,0,128,100,234,36,7,72,5,457,302,92,58,0,40,3,493,103,14,33,0,14,3,174,145,0,18,0,5,3,169,37,0,9,0,0,0,46,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,13,12,44,3,3,11,3,81,711,657,182,21,156,46,1777,3,64,12,0,3,5,87,0,162,3,0,5,0,168,15,164,15,4,20,0,221,74,92,38,6,72,0,278,87,46,37,0,63,3,234,268,91,57,0,28,0,442,276,7,43,0,3,4,338,74,0,8,0,3,0,86,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031123,0,0,3,0,3,15,24,0,0,0,0,0,0,0,0,0,4,0,0,0,11,8,0,12,0,0,0,21,3,0,6,0,3,0,11,9,0,9,0,0,0,11,7,0,3,0,0,0,10,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,34,0,45,0,10,15,101,0,0,14,0,3,5,22,0,0,0,0,0,0,3,6,0,4,0,0,0,12,0,0,5,0,0,0,10,0,0,5,0,0,0,8,11,0,16,0,0,0,24,17,0,5,0,0,0,23,9,0,6,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031124,0,0,16,5,6,23,47,3,0,6,5,0,0,15,28,0,12,0,5,0,54,84,0,19,4,3,0,111,63,0,13,0,3,0,77,53,0,10,0,0,0,62,32,0,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,11,270,0,84,14,18,21,410,3,0,7,4,14,17,45,0,0,0,0,0,0,0,13,0,10,3,8,0,29,38,0,12,0,0,0,46,44,3,16,0,0,0,70,95,0,10,0,0,0,111,108,0,14,0,3,0,127,36,0,3,0,3,0,42,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031125,0,0,17,19,3,13,50,3,0,3,10,4,0,19,17,15,22,5,113,0,178,85,9,46,0,59,0,198,87,0,29,0,3,0,119,122,0,9,0,4,0,138,79,0,4,0,0,0,80,12,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,0,0,0,10,3,20,414,21,137,27,199,20,822,0,0,20,0,9,16,45,0,0,5,0,5,0,15,10,0,21,16,10,3,56,15,8,29,8,54,0,111,33,8,25,4,100,0,169,63,8,34,0,28,0,137,145,0,29,0,9,0,187,91,0,11,0,4,0,109,31,0,7,0,0,0,35,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
106041126,5,104,20,0,9,13,165,17,77,6,7,3,0,113,108,78,35,18,13,3,246,310,57,53,0,25,3,444,95,0,20,0,8,0,122,97,0,8,0,0,0,112,62,0,6,0,0,0,66,8,0,0,0,0,0,7,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,17,11,21,5,0,4,0,48,720,346,161,21,67,30,1344,0,19,12,3,10,16,61,3,37,0,8,0,3,50,48,73,13,18,6,7,168,118,84,28,15,6,0,254,92,38,24,10,15,6,182,192,12,28,10,14,0,256,203,7,41,3,15,0,275,246,0,30,0,3,0,278,37,0,5,0,4,0,48,5,0,0,0,0,0,3,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0
106041127,3,3,28,3,54,50,135,4,0,7,0,0,0,20,67,0,36,0,15,0,116,53,4,24,0,6,0,85,13,0,9,0,0,0,26,13,0,4,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,15,0,17,0,40,172,10,122,4,92,55,451,0,0,22,0,51,27,106,0,0,3,3,4,0,6,22,0,9,3,4,0,39,42,6,10,0,5,0,63,19,0,6,0,3,0,32,24,0,9,0,6,0,39,38,0,21,0,0,0,58,20,0,8,0,3,0,35,3,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106041128,4,32,17,13,7,20,100,9,20,7,4,12,3,51,68,30,32,10,18,3,158,115,17,36,0,3,0,179,65,0,17,0,0,0,77,30,0,6,0,0,0,35,11,0,3,0,0,0,16,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,6,9,3,14,3,31,306,108,128,34,62,33,663,0,5,17,0,16,7,44,3,19,3,12,3,3,35,20,34,12,8,22,3,101,63,23,26,3,21,0,135,48,18,27,0,5,3,101,72,9,29,3,8,0,117,83,3,21,0,3,0,109,31,0,15,0,0,0,47,5,0,0,0,0,0,5,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106041129,3,14,60,3,125,113,315,17,4,19,0,8,0,50,60,15,106,3,26,0,203,69,5,64,0,4,4,152,17,0,7,0,0,0,24,6,0,5,0,0,0,11,3,0,3,0,0,0,9,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,3,3,15,0,34,3,57,170,43,283,14,195,123,830,3,3,61,0,121,102,287,9,7,10,9,3,0,29,35,7,59,0,13,3,117,54,3,65,3,13,0,138,31,3,29,3,11,0,80,23,0,32,3,3,0,65,26,0,14,0,4,0,51,15,0,5,0,0,0,26,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011131,0,138,25,6,5,29,201,14,106,7,8,3,6,147,102,189,58,3,3,0,362,177,89,106,3,9,3,379,149,74,71,0,10,4,308,176,21,74,5,4,0,275,71,3,17,0,0,0,90,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,12,10,28,14,3,5,3,59,715,646,367,40,32,49,1849,0,60,32,0,3,19,108,0,137,4,3,3,0,156,29,113,20,11,3,0,182,92,98,46,4,3,4,248,53,33,45,0,0,0,136,128,99,79,3,8,6,326,275,26,102,0,8,3,421,126,3,41,0,0,0,172,20,0,14,0,0,0,31,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011132,0,0,4,0,0,3,10,0,3,3,0,0,0,8,3,6,3,0,0,0,19,5,0,10,0,0,0,19,23,0,14,0,0,0,35,90,0,20,0,3,0,119,30,0,12,0,3,0,47,5,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,168,16,75,4,4,3,269,0,0,3,0,0,4,7,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,5,0,0,0,11,3,3,6,3,3,0,17,12,6,4,0,0,0,22,67,0,31,0,0,0,105,80,0,16,0,0,0,93,11,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
