SA2_MAINCODE_2016,C16_OTT_DS_FUA,C16_OTT_DS_OD,C16_OTT_DS_NS_,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_FUA,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS_,C16_TT_NS_T,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_FUA,C16_Tot_DS_OD,C16_Tot_DS_NS_,C16_T_T
206051133,45,0,0,65,58,163,1834,120,12,2186,724,1492,11431,459,61,14170
206051134,27,0,0,40,91,74,628,8,9,815,1148,1046,5771,79,33,8079
206061135,3,0,0,24,75,45,172,3,0,288,1149,793,2103,20,17,4079
206061136,28,0,0,58,93,204,823,8,7,1132,1106,2689,6100,44,49,9988
206061137,45,0,3,56,62,140,1006,3,3,1212,745,1552,8859,14,27,11196
206061138,23,0,0,51,122,88,336,0,0,545,1762,1175,3017,0,7,5963
206071139,4,0,0,7,46,84,268,8,11,418,502,1007,2383,29,30,3950
206071140,22,0,0,39,30,125,99,12,0,267,318,2414,881,49,14,3681
206071141,10,0,0,11,74,86,423,39,3,623,565,706,2885,79,20,4265
206071142,17,0,0,19,73,128,441,19,9,665,656,1300,2686,43,36,4722
206071143,20,0,0,77,61,212,236,14,3,529,803,2699,1921,40,26,5490
206071144,28,0,0,76,117,403,825,15,17,1379,1736,5354,7139,70,75,14381
206071145,9,0,0,17,54,112,148,5,0,329,1021,1626,1029,7,16,3695
207011146,0,0,0,20,78,30,6,0,0,114,2032,549,66,18,8,2686
207011147,43,0,0,83,179,65,71,0,0,316,3640,1540,726,18,20,5942
207011148,0,0,0,41,249,41,8,3,3,301,5807,866,112,20,13,6820
207011149,35,0,3,75,152,84,92,3,4,333,4657,1680,1235,27,30,7623
207011150,0,0,0,37,143,55,40,0,3,242,4104,1174,494,10,19,5795
207011151,51,0,0,76,109,107,561,0,8,790,2354,1653,6080,34,44,10170
207011152,19,0,0,35,100,84,336,3,5,528,2106,1216,3061,21,36,6440
207011153,18,0,3,67,228,157,222,9,0,617,4653,2306,2226,28,26,9237
207011154,0,0,0,10,69,25,31,0,0,122,1537,529,276,0,3,2350
207011155,13,0,0,32,133,79,42,0,3,260,3786,1364,537,25,20,5738
207021156,3,0,0,15,199,32,10,0,0,243,3346,518,284,3,4,4159
207021157,32,0,0,177,217,79,112,3,3,416,5267,1491,1343,4,16,8122
207021159,0,0,0,57,204,55,19,3,5,288,4444,1021,149,8,10,5629
207021160,0,0,0,16,205,47,9,0,25,291,3958,847,49,10,33,4895
207021424,0,0,0,39,123,110,22,0,40,301,4126,589,152,0,53,4921
207021425,10,0,0,40,118,94,62,0,0,275,2672,1832,767,5,21,5297
207031161,0,0,0,43,239,79,23,4,0,344,5867,1592,383,6,15,7850
207031162,19,0,0,39,131,43,29,0,0,209,3011,673,240,7,4,3940
207031163,21,0,0,187,194,144,226,3,6,576,3417,2141,2322,14,31,7917
207031164,0,0,0,33,164,80,25,0,3,271,4093,1974,419,6,17,6506
207031165,29,0,0,118,152,89,45,0,4,286,2662,1292,531,7,18,4501
207031166,31,0,0,99,122,28,8,0,3,154,2980,648,87,0,13,3728
207031167,0,0,0,24,72,41,21,0,4,138,2229,1026,391,11,10,3664
208011168,0,0,0,24,204,61,33,5,0,298,3819,838,210,35,23,4925
208011169,34,0,0,72,251,101,204,15,3,575,4969,1922,1783,58,41,8778
208011170,32,0,0,95,173,96,34,0,0,309,3893,1509,259,11,20,5690
208011171,0,0,0,21,112,71,46,4,0,235,2609,1129,449,44,20,4257
208011172,5,0,0,35,205,87,142,3,6,436,4133,1486,1033,30,28,6711
208011173,18,0,0,52,169,97,150,0,3,412,3417,1831,1092,38,24,6414
208021174,65,0,0,137,201,139,130,7,0,472,5213,1902,1111,39,23,8293
208021176,11,0,0,34,138,135,235,0,3,513,2557,2310,2729,15,14,7615
208021177,19,0,3,65,179,149,260,7,21,608,3182,2150,2660,15,57,8063
208021178,7,0,0,36,150,127,96,3,3,382,3259,2224,1099,27,22,6631
208021179,8,0,0,24,78,64,167,3,0,309,1904,953,1807,49,9,4720
208021180,0,0,0,16,78,60,14,3,0,159,1573,929,356,3,7,2864
208021181,3,0,0,13,62,52,64,0,0,176,1859,911,956,3,4,3735
208021182,14,0,0,31,85,77,125,3,3,291,2061,1328,2034,44,7,5478
208021426,4,0,0,18,193,55,24,5,3,279,3731,828,728,11,18,5312
208021427,3,0,0,25,164,51,35,0,0,249,3535,660,659,4,23,4883
208031183,66,0,0,67,76,19,20,0,0,120,2295,281,280,0,0,2853
208031184,0,0,0,0,0,0,0,0,0,3,5,0,0,7,3,21
208031185,3,0,0,56,164,132,45,3,3,346,2540,1751,411,9,19,4728
208031186,12,0,0,42,177,145,131,26,3,487,2296,2122,1637,184,19,6256
208031187,0,0,0,14,88,7,10,0,0,104,1647,173,153,0,6,1982
208031188,20,0,4,59,237,116,266,6,20,646,5156,2256,1563,47,68,9085
208031189,0,0,0,20,136,39,137,3,3,318,2924,569,1322,13,24,4851
208031190,3,0,0,29,93,99,94,4,3,294,2371,1999,1069,30,18,5490
208031191,3,0,0,14,141,30,78,0,0,253,2567,334,406,4,9,3326
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,6,0,0,40,184,195,103,3,0,487,3715,3096,983,36,36,7861
208041194,39,0,0,97,162,82,280,6,5,540,3285,1543,3274,64,34,8206
208041195,12,0,0,53,188,98,113,12,3,423,4418,1871,1528,145,26,7983
209011196,0,0,0,11,167,32,4,0,0,214,3299,174,41,10,4,3523
209011197,0,0,0,55,221,64,20,0,0,310,6361,1035,126,4,15,7538
209011198,25,0,0,51,171,75,89,0,5,340,3807,1016,937,13,29,5802
209011199,3,0,0,36,312,206,115,5,12,644,3346,1873,428,5,41,5684
209011200,4,0,0,21,107,47,61,0,10,228,2626,939,901,12,23,4499
209011201,3,0,0,8,97,10,30,0,3,139,2190,95,472,3,11,2768
209011202,0,0,0,21,175,65,11,3,3,258,5065,958,107,12,13,6154
209011203,0,0,0,55,212,60,0,0,0,269,5694,994,10,8,8,6715
209011204,0,0,0,20,144,18,0,0,0,164,3188,303,19,3,3,3509
209021205,0,0,0,23,104,58,135,0,12,317,2182,689,677,4,22,3573
209021207,3,0,0,105,655,332,100,10,3,1104,7007,3337,683,58,41,11122
209021208,3,0,0,45,462,221,55,6,6,746,6398,2540,268,36,17,9270
209021428,5,0,0,43,399,200,194,12,9,809,4682,1736,1549,99,36,8098
209021429,3,0,0,22,168,107,44,0,0,319,2897,1398,415,28,4,4746
209031209,3,0,0,47,234,42,28,0,0,304,7007,378,422,7,19,7832
209031210,0,0,0,3,45,0,0,0,0,44,1149,29,3,0,0,1189
209031211,0,0,0,9,123,0,0,3,0,125,1379,4,3,15,3,1406
209031212,0,0,0,18,138,0,0,0,0,141,1731,0,3,4,13,1757
209031213,26,0,0,39,108,3,15,0,0,125,2799,74,96,0,12,2976
209031214,0,0,0,14,123,3,0,0,0,131,2164,22,4,0,3,2195
209031215,0,0,0,18,170,14,3,0,0,191,4252,209,15,0,13,4488
209041216,74,0,0,94,65,40,50,0,0,155,1449,517,681,0,4,2649
209041217,0,0,0,5,141,26,8,0,0,178,1907,447,33,0,8,2395
209041219,3,0,0,41,517,46,40,0,3,608,6987,414,486,9,16,7915
209041220,3,0,0,23,248,38,12,0,0,300,4710,1115,121,4,3,5949
209041221,0,0,0,20,215,26,3,0,0,250,3644,387,12,0,3,4047
209041223,3,0,0,42,462,75,34,0,6,577,6192,654,431,6,20,7299
209041224,0,0,0,15,460,23,3,8,0,499,5200,161,47,31,13,5447
209041225,0,0,0,14,216,15,7,0,0,242,2691,127,42,4,9,2875
209041430,0,0,0,17,227,36,10,0,0,270,6021,754,16,0,4,6797
209041431,11,0,0,68,193,54,26,0,0,276,3256,894,124,0,3,4283
209041432,0,0,0,18,162,48,3,0,0,210,2304,628,25,0,0,2956
209041433,0,0,0,14,140,56,27,0,0,228,2608,675,71,0,5,3357
209041434,0,0,0,47,284,64,14,0,0,363,4805,621,116,3,11,5550
209041435,0,0,0,8,140,24,0,0,0,158,3206,445,5,0,5,3670
209041436,8,0,0,80,122,49,6,0,0,185,3124,765,56,0,0,3946
209041437,0,0,0,6,192,11,13,0,0,220,2616,141,68,0,19,2845
210011226,0,0,0,14,147,74,8,3,6,232,2109,957,59,9,20,3156
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,4,0,0,64,132,39,10,9,0,186,2636,383,24,47,4,3101
210011229,3,0,0,56,444,135,12,9,0,596,7597,1826,84,55,12,9572
210011230,0,0,0,15,90,47,12,0,0,154,1769,808,75,7,7,2656
210011231,0,0,0,8,135,42,3,0,0,182,2609,632,20,12,10,3287
210021232,0,0,0,17,213,44,0,0,0,264,3961,396,7,3,12,4374
210021233,0,0,0,9,83,0,0,5,0,91,1183,0,0,32,0,1220
210021234,0,0,0,3,60,4,0,0,0,62,1317,60,0,3,3,1382
210021235,0,0,0,19,239,8,3,3,0,254,3202,60,71,13,17,3364
210031236,0,0,0,18,164,69,37,6,0,275,2114,619,165,38,12,2948
210031237,0,0,0,35,282,74,11,0,0,367,3950,602,59,11,12,4641
210031239,6,0,0,38,291,316,69,9,4,689,4840,3847,550,41,24,9303
210031438,6,0,0,43,380,206,86,4,0,676,5138,2299,748,11,36,8232
210031439,10,0,0,45,40,12,9,0,0,60,823,180,62,0,0,1069
210031440,0,0,0,12,115,51,7,0,0,181,1718,462,28,7,3,2210
210041240,0,0,0,20,232,3,0,0,0,237,4264,34,9,3,5,4326
210041241,0,0,0,33,490,67,63,0,8,623,8462,532,943,3,22,9955
210051242,3,0,0,26,349,68,86,57,27,586,3043,622,593,170,47,4479
210051243,3,0,0,34,409,28,52,66,5,556,4323,187,374,170,30,5083
210051245,0,3,0,35,346,67,4,22,3,439,5686,555,26,116,13,6400
210051246,0,0,0,24,214,10,0,0,0,230,4651,181,4,0,9,4845
210051247,0,0,0,22,298,78,0,3,4,390,3589,699,50,3,15,4357
210051248,0,0,0,0,6,0,0,0,0,6,30,0,0,0,0,26
210051249,0,0,0,33,322,64,20,0,0,399,4985,620,53,0,7,5664
210051250,0,0,0,11,113,103,0,0,0,217,1677,1063,6,0,3,2755
210051441,0,0,0,11,166,12,13,0,0,194,2457,111,98,0,3,2672
210051442,0,0,0,9,166,37,14,4,0,220,2901,319,63,7,0,3294
210051443,0,0,0,32,247,38,0,0,0,289,4409,504,34,3,10,4946
210051444,0,0,0,51,155,77,5,0,0,237,3420,782,43,3,8,4257
210051445,0,0,0,5,68,0,0,0,0,68,1031,56,0,0,3,1088
211011251,3,0,0,33,154,95,54,3,0,298,3042,1242,478,5,20,4790
211011254,0,0,0,54,196,30,0,0,0,223,4627,634,5,7,11,5276
211011255,0,0,0,9,101,0,0,0,0,101,1991,0,0,0,0,1997
211011256,0,0,0,27,177,32,5,17,0,227,4704,307,46,115,3,5175
211011257,79,0,0,85,67,4,7,0,0,75,2280,75,213,4,4,2571
211011258,0,0,0,56,126,10,3,0,0,136,3225,155,14,0,0,3395
211011259,0,0,0,120,161,34,0,33,0,223,4320,449,0,168,7,4956
211011260,17,0,0,242,141,90,25,6,3,266,4911,1069,177,7,9,6161
211011446,3,0,0,55,372,159,50,3,4,591,6622,1980,284,8,25,8911
211011447,34,0,0,75,212,57,25,8,3,301,4634,620,186,13,24,5471
211011448,0,0,0,11,187,11,4,0,0,201,4943,239,24,6,10,5219
211011449,0,0,0,7,76,0,3,0,0,85,1453,55,7,4,0,1521
211021261,24,0,0,91,192,37,16,0,3,245,4872,373,124,0,10,5373
211021262,0,0,0,20,132,0,0,3,12,152,3106,26,0,33,11,3172
211031263,0,0,0,25,171,60,23,0,6,258,3454,695,135,0,11,4298
211031265,0,0,0,31,200,7,3,0,4,213,5851,67,5,9,9,5937
211031266,8,0,0,44,229,97,28,7,4,363,5418,1009,360,11,28,6818
211031267,0,0,0,42,270,52,20,3,0,344,6870,556,156,10,19,7611
211031268,3,0,0,15,113,3,3,0,3,123,3216,22,9,0,4,3251
211031450,0,0,3,41,264,103,62,3,7,432,5170,770,362,4,22,6322
211031451,0,0,0,64,237,34,3,4,6,280,4755,391,38,4,21,5211
211031452,0,0,0,7,83,9,0,0,0,97,1624,129,3,0,0,1762
211041269,0,0,0,58,136,38,11,0,3,193,2987,981,78,0,8,4054
211041270,0,0,0,28,166,89,41,0,0,297,4006,1919,350,4,19,6305
211041271,0,0,0,50,128,111,19,0,6,261,3088,1237,133,5,9,4475
211041272,5,0,0,22,99,18,0,0,4,121,3025,678,36,8,8,3752
211041273,13,0,0,102,101,17,0,0,0,119,3612,325,48,0,3,3990
211051274,0,0,0,20,201,3,0,3,0,207,3449,18,6,5,9,3487
211051275,0,0,0,18,140,5,0,0,3,143,3365,55,0,0,11,3437
211051276,0,0,0,43,305,34,4,3,3,348,4760,368,18,63,30,5243
211051277,0,0,0,62,157,48,3,0,3,215,3057,420,35,7,11,3528
211051278,27,0,0,86,261,105,7,19,3,391,5582,1146,61,82,22,6905
211051279,3,0,0,30,94,0,0,0,0,99,1898,31,5,8,10,1956
211051280,0,0,0,49,101,15,3,0,0,122,2120,148,37,0,3,2301
211051281,0,0,0,32,325,43,5,0,0,375,7304,353,25,3,25,7705
211051282,0,0,0,16,218,15,0,0,4,236,3564,44,0,3,40,3652
211051283,0,0,0,73,131,12,0,0,3,148,3172,109,0,3,9,3294
211051284,0,0,0,23,142,13,0,0,0,159,3428,76,21,3,4,3530
211051285,5,0,0,23,128,0,0,7,3,135,2516,3,13,10,14,2550
211051286,0,0,0,54,472,0,3,25,6,510,5978,49,51,131,22,6234
212011287,0,0,0,26,165,25,0,11,0,207,3814,491,0,65,9,4378
212011288,6,0,0,33,228,11,7,0,0,244,2830,93,49,11,10,2995
212011289,0,0,0,32,424,0,0,3,10,433,6055,4,12,10,32,6112
212011290,0,0,0,13,234,8,0,3,3,245,2595,47,5,15,8,2663
212011291,26,0,0,106,373,86,16,0,3,484,5791,798,62,6,16,6675
212011292,0,0,0,172,553,96,6,9,0,659,8738,1042,22,60,7,9877
212021293,46,0,0,206,280,106,18,0,5,408,6660,1548,157,4,14,8384
212021294,0,0,0,17,312,12,3,0,0,331,7614,212,41,3,6,7881
212021295,9,0,0,31,276,45,16,54,3,397,3136,617,102,126,14,4000
212021297,0,0,0,29,172,41,0,0,3,221,2823,619,4,3,3,3450
212021299,0,0,0,14,134,0,0,0,0,137,2183,25,0,0,8,2216
212021453,0,0,0,16,222,10,0,0,0,238,3513,338,7,0,5,3866
212021454,0,0,0,17,245,25,0,0,0,275,3925,517,0,4,3,4449
212021455,0,0,0,14,210,7,6,0,0,220,4194,104,30,3,0,4332
212021456,0,0,0,18,263,22,16,18,0,313,4311,201,190,120,13,4832
212031300,0,0,0,36,462,118,32,8,0,636,5619,1200,334,11,12,7181
212031301,7,0,0,151,382,69,9,0,3,458,7276,823,38,3,11,8148
212031302,0,0,0,19,408,36,0,0,0,446,5893,363,18,0,5,6279
212031303,0,0,0,19,169,29,3,0,0,204,2705,192,13,3,3,2916
212031304,0,0,0,20,283,20,0,3,0,309,4220,591,4,6,8,4826
212031305,0,0,0,45,610,69,0,4,0,688,7382,490,41,28,11,7956
212031306,0,0,0,10,250,38,7,0,0,294,3982,250,37,0,9,4271
212031308,0,0,0,14,193,3,4,23,0,224,2627,18,26,45,7,2726
212031457,0,0,0,17,148,5,0,0,0,160,3578,150,4,0,0,3729
212031458,0,0,0,13,276,10,0,0,7,294,4322,449,5,0,5,4784
212041309,0,0,0,30,182,54,5,0,0,242,3621,407,29,0,3,4060
212041310,6,0,0,25,170,106,33,5,0,310,2556,1499,435,9,18,4511
212041311,10,3,0,66,420,399,356,59,18,1248,4520,3699,2187,169,46,10623
212041312,0,0,0,60,407,71,28,51,4,559,6401,863,272,175,11,7723
212041313,0,3,0,41,107,53,0,19,0,179,2999,662,3,74,10,3750
212041314,26,0,0,58,340,54,11,0,0,403,7213,659,176,14,4,8062
212041316,0,0,0,16,143,12,17,0,0,164,2412,48,226,0,3,2687
212041317,88,0,0,130,414,118,107,42,7,685,4908,1350,664,128,23,7081
212041318,3,0,0,16,172,28,11,11,0,227,3332,375,112,39,3,3865
212041459,9,0,0,23,222,98,85,0,4,410,2713,798,1229,3,14,4753
212041460,3,0,0,33,341,92,74,0,5,512,4666,836,833,6,30,6374
212051319,19,0,0,49,296,129,110,3,7,532,4317,1238,1329,10,32,6925
212051320,14,0,0,65,219,182,159,0,11,565,2838,2755,1816,3,63,7471
212051321,0,0,0,47,222,32,6,0,0,256,6621,519,107,3,7,7255
212051322,6,0,0,33,222,53,30,0,3,304,4908,901,813,3,20,6652
212051323,11,0,0,17,174,34,44,0,3,255,4106,303,1141,7,18,5572
212051324,3,0,0,31,258,45,59,0,4,364,4484,703,1423,3,18,6630
212051325,0,0,0,42,318,76,5,4,0,405,5463,1242,43,5,10,6764
212051326,10,0,0,46,337,79,80,3,4,509,5776,1137,898,21,32,7869
212051327,78,3,5,215,227,51,39,0,7,318,6121,418,347,6,16,6909
213011328,0,0,0,23,195,62,96,23,3,375,1922,546,596,26,13,3095
213011329,0,0,0,15,119,27,0,0,0,146,2391,264,0,0,3,2658
213011330,0,0,0,36,593,60,19,0,0,678,7446,785,73,13,7,8324
213011331,0,0,0,15,153,13,8,0,0,177,2133,481,118,0,5,2735
213011332,0,0,0,16,218,36,13,0,0,261,3945,520,46,3,5,4514
213011333,0,0,0,19,364,15,5,0,0,386,4417,128,44,3,8,4598
213011334,0,0,0,44,485,165,83,7,3,742,5052,1217,800,36,19,7127
213011335,0,0,0,36,426,84,70,3,4,590,4544,632,461,14,17,5677
213011336,4,0,0,16,200,67,60,0,0,332,2322,767,354,3,9,3456
213011337,0,0,0,17,274,21,23,6,5,330,3240,373,169,19,15,3813
213011338,0,0,0,27,448,59,26,3,0,532,5301,809,221,6,14,6358
213011339,0,0,0,14,164,89,10,0,0,269,2541,1185,104,0,9,3841
213011340,9,0,0,69,255,52,9,0,0,313,5025,485,44,7,0,5566
213021341,0,0,0,32,198,131,69,0,0,397,3232,1700,452,13,13,5405
213021342,0,0,0,24,329,84,24,3,0,438,5377,1438,341,8,12,7171
213021343,0,0,0,35,264,138,43,3,3,448,3672,1377,286,15,24,5381
213021344,3,0,0,30,208,112,50,7,0,376,4211,1997,499,44,35,6790
213021345,0,0,0,3,62,39,0,0,0,102,1190,529,0,0,3,1717
213021346,3,0,0,31,147,103,146,27,8,437,3247,1729,899,83,27,5984
213031347,3,8,0,48,275,223,70,29,3,602,3203,2615,681,113,34,6651
213031348,20,0,0,42,233,122,401,22,14,800,2390,1164,3430,70,41,7092
213031349,6,0,0,17,104,97,194,0,0,397,1572,1725,1443,0,9,4749
213031350,0,0,12,24,127,45,84,7,3,273,2386,583,792,30,29,3822
213031351,5,0,0,25,152,65,148,0,4,369,2643,800,1117,21,15,4592
213031352,0,0,0,22,224,76,58,6,0,370,4171,1015,581,67,7,5830
213041353,0,0,0,58,422,94,5,5,9,539,6565,783,77,42,24,7486
213041355,0,0,0,18,346,48,4,0,3,401,5639,550,82,0,20,6298
213041356,0,0,0,28,476,105,3,0,0,581,6057,812,13,6,11,6903
213041357,0,0,0,39,597,71,12,0,3,680,7420,702,58,7,27,8220
213041358,0,0,0,25,428,58,10,0,0,502,4856,1034,23,4,6,5920
213041359,0,0,0,6,102,7,0,37,3,149,549,11,0,146,14,720
213041360,6,0,0,67,230,65,5,0,0,301,4679,794,43,0,10,5523
213041461,8,0,0,51,63,28,7,0,0,98,1251,229,31,4,0,1512
213041462,0,0,0,0,91,7,0,0,0,105,1509,181,0,0,0,1692
213041463,0,0,0,51,313,63,39,0,0,423,5464,618,161,0,3,6245
213051361,8,0,0,32,331,31,32,0,0,397,5318,688,338,0,11,6358
213051362,7,0,0,22,343,14,48,0,0,402,5713,352,606,0,6,6674
213051363,0,0,0,15,180,34,5,19,4,244,2452,458,43,56,10,3024
213051365,5,0,0,86,528,125,28,0,3,686,8208,1909,86,0,17,10213
213051366,0,0,0,30,423,71,7,0,0,500,5038,1645,25,4,5,6716
213051368,0,0,0,11,209,73,40,38,0,354,3223,949,129,113,6,4433
213051369,0,0,0,22,429,12,3,0,3,455,7297,249,13,0,9,7572
213051464,0,0,0,3,194,48,0,0,0,244,3277,562,38,3,7,3893
213051465,11,0,0,105,289,49,16,5,0,356,6109,884,231,4,8,7240
213051466,0,0,0,8,206,20,5,0,0,234,3806,642,24,0,0,4479
213051467,0,0,0,77,473,123,14,0,0,609,5950,1132,30,8,9,7132
213051468,0,0,0,21,220,32,11,0,0,271,3686,529,102,5,10,4328
214011370,0,0,0,58,374,161,19,75,3,631,5850,1599,66,273,7,7797
214011371,9,3,0,50,496,236,235,38,5,1006,6499,2462,988,61,32,10038
214011372,0,0,0,59,624,74,39,23,5,762,6975,782,148,31,9,7944
214011373,18,0,0,328,257,95,11,28,0,382,5720,907,57,60,21,6764
214011374,0,0,0,38,370,64,26,30,0,493,7218,1166,101,144,0,8631
214011375,5,0,0,142,384,163,65,30,0,644,5205,1621,331,80,6,7232
214011376,0,0,0,25,155,39,0,0,0,197,3713,578,3,0,0,4295
214021377,0,0,0,61,213,52,21,24,0,306,3700,729,60,128,21,4639
214021378,0,0,0,22,164,0,0,0,0,162,2022,5,9,10,9,2060
214021379,0,0,0,58,546,121,3,15,0,680,7136,1224,33,65,17,8470
214021380,44,0,0,202,347,72,160,19,0,600,6850,776,2133,138,15,9913
214021381,3,0,0,25,251,17,10,0,0,280,5618,261,255,3,11,6156
214021382,0,0,0,102,264,39,6,0,3,315,5705,844,35,0,15,6610
214021383,0,0,0,52,600,31,10,25,3,669,6967,273,35,68,21,7354
214021384,8,0,11,255,626,102,34,34,4,806,7766,1084,282,118,44,9298
214021385,0,0,0,108,321,100,0,7,5,441,5582,951,8,49,21,6611
215011386,0,0,0,34,164,22,19,14,3,215,2915,130,132,59,12,3249
215011387,0,0,0,17,169,0,0,5,3,177,1261,4,6,13,10,1295
215011388,3,0,0,59,331,54,50,3,4,439,5824,484,427,15,40,6786
215011389,0,0,0,5,72,0,0,3,0,77,1270,0,7,14,6,1300
215011390,0,0,0,34,168,10,11,8,3,202,2663,115,88,23,30,2923
215011391,0,0,0,9,87,3,3,5,0,102,1432,32,19,32,9,1526
215011392,0,8,0,35,278,14,24,55,3,371,3184,66,164,125,48,3586
215011393,0,0,0,20,67,3,0,0,0,78,1132,23,11,18,9,1190
215011394,0,0,0,18,228,6,6,29,4,268,2688,14,54,55,41,2850
215021395,3,0,0,11,160,3,12,4,8,179,2356,10,64,36,12,2477
215021396,0,0,0,11,154,4,7,14,0,178,1679,22,43,36,14,1794
215021398,0,4,0,25,122,0,5,36,3,172,1439,0,34,114,13,1606
215021399,0,0,0,4,223,0,25,15,0,261,2096,7,110,43,11,2268
215021469,0,0,16,92,498,194,131,24,26,878,5542,1223,649,81,76,7580
215021470,5,5,4,91,346,54,66,78,3,543,4628,624,424,231,27,5931
215031400,4,0,0,22,229,6,19,27,4,287,2517,44,67,66,9,2701
215031401,0,0,0,35,194,3,10,11,0,221,2689,5,60,32,10,2799
215031402,0,0,0,21,144,0,16,14,0,177,1586,4,73,41,3,1706
215031403,0,0,0,7,171,7,11,43,0,229,1075,21,31,102,3,1234
215031404,0,3,3,29,388,38,68,9,14,521,3636,291,417,61,66,4478
215031405,0,3,0,26,300,0,4,80,3,386,2307,10,31,130,50,2522
216011406,0,0,0,41,353,95,24,17,6,496,4911,733,61,57,26,5795
216011407,16,0,0,32,298,3,50,15,0,367,3802,59,373,60,20,4314
216011408,0,0,0,21,122,0,0,6,0,136,1379,9,9,16,6,1423
216011409,0,0,0,16,82,3,4,7,0,99,1453,28,55,35,0,1567
216011410,0,0,0,17,157,0,3,14,0,179,1686,20,6,46,7,1764
216021411,5,0,0,21,209,18,24,15,3,265,2298,122,136,51,19,2629
216021412,0,0,0,9,96,0,0,3,0,103,981,0,7,12,9,1010
216021413,0,0,0,49,324,14,15,23,3,382,4447,126,191,98,32,4895
216021414,3,0,0,16,283,17,22,4,3,331,2800,122,199,16,71,3199
216031415,0,0,0,28,214,54,7,106,0,380,2596,478,33,258,3,3370
216031416,0,0,0,56,507,155,14,19,4,692,5902,1162,52,61,14,7193
216031417,0,3,0,126,699,103,44,44,7,887,7806,574,101,84,21,8581
216031418,0,0,0,4,89,0,0,20,0,105,1344,0,0,41,3,1387
216031419,0,0,0,35,315,18,3,31,5,368,3524,169,23,73,20,3812
217011420,0,4,0,39,304,3,8,27,6,350,3532,16,45,76,25,3696
217011421,0,0,0,24,228,24,12,11,0,273,3900,158,110,32,20,4225
217011422,0,0,3,13,342,29,35,22,4,429,4012,213,244,49,22,4546
217011423,0,0,3,47,173,4,3,14,5,194,2347,37,7,34,56,2483
217031471,0,0,0,6,111,12,4,0,3,132,1365,85,33,11,11,1505
217031472,0,0,0,30,289,103,5,29,3,432,4296,575,32,78,11,4994
217031473,0,0,0,26,157,0,0,0,4,163,2068,3,3,8,9,2094
217031474,0,0,0,23,198,3,17,6,3,230,2081,3,86,15,16,2197
217031475,0,5,0,45,206,3,10,12,7,236,2633,27,37,39,42,2781
217031476,0,3,0,12,135,8,4,40,0,189,1371,67,40,78,28,1586
217041477,0,0,0,34,205,0,0,4,0,211,2482,12,0,23,15,2534
217041478,0,0,0,30,270,11,4,29,3,312,3484,86,30,73,25,3698
217041479,0,0,0,37,447,102,71,3,0,624,7089,908,188,4,21,8215
217041480,29,8,3,85,266,97,134,68,11,567,3849,801,599,167,44,5457
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301011001,0,0,3,45,233,28,7,0,3,268,5455,286,44,0,12,5798
301011002,0,3,0,15,98,6,0,8,0,120,2193,155,0,52,4,2407
301011003,0,0,0,111,159,33,16,4,3,214,4488,451,169,72,4,5186
301011004,0,0,0,17,165,87,9,24,3,286,5115,1251,91,96,21,6569
301011005,0,0,0,3,38,42,4,11,0,92,905,523,20,155,0,1600
301011006,0,0,0,11,108,25,8,0,0,144,3603,231,192,3,6,4036
301021007,25,0,0,105,170,99,68,8,45,388,3810,1304,1004,10,63,6193
301021008,15,0,0,21,44,18,12,0,9,86,1712,281,151,0,63,2202
301021009,0,0,0,26,273,26,3,3,0,308,5115,97,61,3,13,5292
301021011,0,0,0,7,111,0,0,0,0,112,2528,3,0,0,8,2536
301021012,24,0,3,101,175,15,11,0,4,207,4504,225,133,3,31,4889
301021013,214,0,0,384,200,50,31,0,0,281,4525,520,552,4,3,5606
301021527,0,8,0,33,359,4,11,48,7,424,4244,32,60,155,38,4534
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
301031015,0,4,3,87,85,23,22,34,4,172,2212,317,250,149,12,2939
301031016,4,0,0,92,118,75,4,0,0,194,3390,735,21,4,4,4150
301031017,0,0,0,3,77,10,0,40,0,125,1275,120,26,45,3,1474
301031018,0,0,0,12,110,44,5,0,0,162,2678,502,70,0,6,3262
301031019,0,0,0,14,75,23,0,0,0,99,2430,396,0,0,0,2831
301031020,0,0,0,22,199,43,64,0,3,312,3930,650,657,3,14,5256
301031021,0,0,0,21,207,290,12,0,5,522,4311,1110,123,3,22,5574
302011022,0,0,0,9,84,8,0,0,0,91,2427,110,3,3,7,2552
302011023,0,0,0,20,75,8,0,0,5,85,2455,196,17,3,14,2679
302011024,34,0,0,73,93,38,10,0,0,142,2458,781,101,0,7,3345
302011025,0,0,0,15,91,39,31,0,3,167,2474,754,410,0,15,3650
302011026,0,0,0,8,79,7,23,0,0,112,2312,168,146,0,8,2635
