SA2_MAINCODE_2016,C06_N_in_1PF_1C,C06_N_in_1PF_2C,C06_N_in_1PF_3C,C06_N_in_1PF_4mor_c,C06_N_in_1PF_T,C06_1_149_1PF_1C,C06_1_149_1PF_2C,C06_1_149_1PF_3C,C06_1_149_1PF_4mC,C06_1_149_1PF_T,C06_150_299_1PF_1C,C06_150_299_1PF_2C,C06_150_299_1PF_3C,C06_150_299_1PF_4mC,C06_150_299_1PF_T,C06_300_399_1PF_1C,C06_300_399_1PF_2C,C06_300_399_1PF_3C,C06_300_399_1PF_4mC,C06_300_399_1PF_T,C06_400_499_1PF_1C,C06_400_499_1PF_2C,C06_400_499_1PF_3C,C06_400_499_1PF_4mC,C06_400_499_1PF_T,C06_500_649_1PF_1C,C06_500_649_1PF_2C,C06_500_649_1PF_3C,C06_500_649_1PF_4mC,C06_500_649_1PF_T,C06_650_799_1PF_1C,C06_650_799_1PF_2C,C06_650_799_1PF_3C,C06_650_799_1PF_4mC,C06_650_799_1PF_T,C06_800_999_1PF_1C,C06_800_999_1PF_2C,C06_800_999_1PF_3C,C06_800_999_1PF_4mC,C06_800_999_1PF_T,C06_1000_1499_1PF_1C,C06_1000_1499_1PF_2C,C06_1000_1499_1PF_3C,C06_1000_1499_1PF_4mC,C06_1000_1499_1PF_T,C06_1500_1999_1PF_1C,C06_1500_1999_1PF_2C,C06_1500_1999_1PF_3C,C06_1500_1999_1PF_4mC,C06_1500_1999_1PF_T,C06_2000_2499_1PF_1C,C06_2000_2499_1PF_2C,C06_2000_2499_1PF_3C,C06_2000_2499_1PF_4mC,C06_2000_2499_1PF_T,C06_2500_2999_1PF_1C,C06_2500_2999_1PF_2C,C06_2500_2999_1PF_3C,C06_2500_2999_1PF_4mC,C06_2500_2999_1PF_T,C06_3000_3999_1PF_1C,C06_3000_3999_1PF_2C,C06_3000_3999_1PF_3C,C06_3000_3999_1PF_4mC,C06_3000_3999_1PF_T,C06_4000m_1PF_1C,C06_4000m_1PF_2C,C06_4000m_1PF_3C,C06_4000m_1PF_4mo_ch,C06_4000m_1PF_T,C06_Par_inc_st_1PF_1C,C06_Par_inc_st_1PF_2C,C06_Par_inc_st_1PF_3C,C06_Par_inc_st_1PF_4mC,C06_Par_inc_st_1PF_T,C06_All_inc_ns_1PF_1Ch,C06_All_inc_ns_1PF_2C,C06_All_inc_ns_1PF_3C,C06_All_inc_ns_1PF_4mC,C06_All_inc_ns_1PF_T,C06_Tot_1PF_1C,C06_Tot_1PF_2C,C06_Tot_1PF_3C,C06_Tot_1PF_4mC,C06_Tot_1PF_T,C11_N_in_1PF_1C,C11_N_in_1PF_2C,C11_N_in_1PF_3C,C11_N_in_1PF_4mor_c,C11_N_in_1PF_T,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_1PF_T,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_1PF_T,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_1PF_T,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_1PF_T,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_1PF_T,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_1PF_T,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_1PF_T,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_1PF_T,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_1PF_T,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_1PF_T,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_1PF_T,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_1PF_T,C11_4000m_1PF_1C,C11_4000m_1PF_2C,C11_4000m_1PF_3C,C11_4000m_1PF_4mo_ch,C11_4000m_1PF_T,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_1PF_T,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_1PF_T,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_1PF_T,C16_N_in_1PF_1C,C16_N_in_1PF_2C,C16_N_in_1PF_3C,C16_N_in_1PF_4mor_c,C16_N_in_1PF_T,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_1PF_T,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_1PF_T,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_1PF_T,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_1PF_T,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_1PF_T
312011339,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,11,8,3,0,24,9,3,0,0,12,8,3,0,0,11,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,0,0,10,0,0,0,0,0,42,26,3,0,72,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,3,0,0,10,5,0,0,0,5,4,4,0,0,9,3,3,0,0,8,10,6,0,0,16,4,3,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,4,0,0,9,0,0,3,0,4,50,21,14,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,3,0,0,6
312011340,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,5,10,0,0,22,3,0,0,0,3,7,6,6,0,21,3,3,0,0,4,0,0,0,0,3,7,4,0,0,12,4,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,5,0,0,3,6,51,29,9,10,98,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,6,3,0,0,9,3,4,0,0,11,4,3,0,0,7,14,0,0,6,13,4,3,0,0,7,5,4,0,0,11,7,4,0,0,8,0,3,0,0,3,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,0,0,0,12,0,3,3,0,8,67,23,12,7,108,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,8,6,0,0,0,12,3,0,4,0,13
312011341,3,0,0,0,3,0,0,0,0,0,4,3,0,0,6,3,4,0,0,10,0,0,0,0,0,3,6,0,3,13,7,6,0,0,10,0,3,3,0,4,7,6,3,0,18,4,4,0,0,8,8,0,0,0,8,6,9,0,0,14,10,0,0,0,8,0,3,0,0,9,7,4,0,0,10,3,0,0,0,3,63,52,9,7,134,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,3,3,0,0,6,4,5,4,0,19,0,0,0,0,0,9,12,3,0,19,4,0,0,0,10,11,3,0,0,18,8,0,0,0,9,8,3,0,0,11,17,11,3,5,37,12,4,3,0,16,4,3,0,0,15,11,3,0,0,15,9,3,0,0,11,107,60,13,9,194,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,0,0,13,7,6,0,0,14,7,3,0,0,15
312021342,3,3,0,0,7,3,3,0,0,4,15,11,0,0,24,33,32,3,0,72,3,0,0,0,7,61,38,13,3,121,38,23,5,6,63,20,16,9,0,46,51,15,14,5,85,9,12,3,0,25,4,4,0,0,12,4,0,3,0,5,3,0,0,0,4,0,0,0,0,0,9,14,3,3,33,8,3,3,7,16,276,171,59,27,536,4,0,0,0,4,5,3,3,0,9,9,3,0,0,11,20,10,7,3,38,42,26,21,7,95,21,8,8,3,34,42,28,10,3,79,34,19,6,5,63,83,36,16,5,138,38,16,3,0,53,7,7,3,0,21,11,5,0,0,20,7,5,0,0,11,0,0,0,0,0,20,21,10,3,57,14,3,0,0,15,339,200,92,35,660,3,3,3,0,7,0,3,0,0,6,8,5,0,0,12,24,9,4,3,41,33,19,0,0,51,32,42,12,7,85
312021343,0,0,0,0,4,0,0,0,0,0,6,0,0,0,5,6,4,4,0,16,0,0,0,0,0,16,7,0,0,35,7,6,4,0,22,13,5,0,0,17,8,6,3,0,16,6,3,0,0,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,16,3,3,0,0,6,79,48,16,0,147,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,7,11,5,3,0,22,3,0,0,0,6,19,3,3,0,31,12,4,0,0,14,17,5,3,0,28,6,7,0,0,17,4,3,0,0,12,6,4,4,0,11,0,3,0,0,0,0,0,0,0,0,11,3,0,0,14,0,0,0,0,3,99,48,16,3,165,3,0,0,0,3,0,3,0,0,4,4,0,0,0,3,4,0,0,0,4,3,3,0,0,6,4,10,0,0,15
312021344,3,0,0,0,4,0,0,0,0,0,3,7,0,0,5,8,9,3,3,22,0,0,0,0,3,10,14,3,4,30,9,9,3,0,23,15,3,3,0,25,16,7,0,0,21,0,5,0,0,6,3,0,0,0,4,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,3,7,18,0,0,0,0,3,78,58,18,12,166,0,3,0,0,4,0,3,0,0,3,7,3,4,0,9,5,3,5,0,11,7,8,3,5,29,3,0,3,0,4,13,11,3,4,35,6,5,3,0,14,23,17,10,4,55,10,4,0,0,18,10,0,0,0,9,10,6,0,0,17,6,3,0,0,10,3,0,0,0,3,13,4,3,0,17,8,3,0,0,12,122,84,36,11,253,3,3,0,0,13,0,3,0,0,3,10,9,3,0,18,10,3,3,0,19,24,16,8,4,48,29,32,17,3,73
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312021346,3,0,0,0,3,3,0,0,0,3,4,5,0,0,9,25,3,4,0,30,3,0,0,0,3,26,14,7,3,53,15,3,0,3,21,9,0,0,0,6,23,8,0,0,33,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,15,6,4,0,3,11,126,51,17,8,204,4,0,0,0,4,0,0,0,0,0,7,0,0,0,13,11,6,0,0,16,17,6,4,0,23,0,3,0,0,7,19,6,3,0,27,8,0,0,0,15,17,5,0,0,27,13,0,0,0,15,4,0,0,0,3,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,13,0,0,0,19,11,0,0,0,11,124,39,12,3,184,0,0,0,0,0,0,0,0,0,0,8,3,0,0,13,3,3,0,0,7,13,4,0,0,15,12,9,0,0,17
312021347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
312021348,4,0,0,0,4,6,0,3,0,7,3,0,0,0,3,12,7,3,0,25,3,0,0,0,3,27,16,3,3,46,10,12,5,0,28,10,6,6,0,18,15,11,0,5,33,6,4,0,0,14,3,3,0,0,4,12,0,0,0,13,3,3,0,0,6,0,0,0,0,0,18,12,3,0,34,4,7,3,0,6,127,77,23,9,245,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,8,0,0,0,13,11,12,3,0,29,3,0,0,0,9,23,10,6,0,41,12,8,5,0,31,30,17,7,7,64,11,5,0,0,23,10,4,3,0,20,4,6,5,0,17,10,0,0,0,8,0,0,0,0,3,12,7,0,5,19,3,3,0,0,5,145,82,33,16,280,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,3,8,11,6,0,23,8,14,0,3,26
312021349,0,0,0,0,3,0,0,0,0,4,10,3,0,0,12,25,5,0,3,41,4,0,0,0,9,36,10,10,0,59,22,8,9,7,39,19,9,0,3,30,27,15,3,3,41,6,8,3,0,12,3,3,0,0,5,4,3,0,0,4,0,0,4,0,4,0,0,0,0,3,20,9,10,0,34,4,3,3,0,6,184,77,43,17,315,0,0,0,0,5,3,0,0,0,3,5,4,0,0,12,15,3,0,0,20,19,12,10,5,42,4,0,0,0,4,29,8,6,3,45,27,10,5,0,38,45,14,7,3,72,9,11,4,0,18,9,0,3,0,11,7,3,0,0,7,7,0,0,0,3,0,0,0,0,0,23,6,0,5,30,3,3,0,0,8,199,70,38,15,319,0,0,0,3,3,3,0,0,0,3,13,5,0,0,18,9,5,0,0,13,14,3,0,0,19,29,12,4,0,47
312021350,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,4,0,0,12,3,0,0,0,4,10,8,3,0,21,7,5,0,0,17,3,0,0,0,7,8,3,0,0,17,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,3,0,8,54,34,12,5,107,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,3,0,4,0,5,0,0,9,4,0,0,0,4,6,6,3,0,14,9,3,0,0,11,14,6,3,0,27,12,0,4,0,12,4,3,0,0,7,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,11,3,0,0,10,3,0,0,0,3,66,31,17,3,121,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,5,0,0,0,8,4,0,0,4,6,17,4,0,0,26
312021351,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,16,5,3,0,28,3,0,0,0,7,12,11,3,0,23,7,6,0,7,16,5,4,0,0,5,14,0,0,0,15,4,3,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,7,3,0,14,5,3,0,0,10,91,38,13,9,144,3,0,0,0,3,0,3,0,0,4,0,0,0,0,3,4,3,0,0,9,10,7,6,0,23,7,0,0,0,7,14,3,9,3,28,7,4,0,0,20,14,7,5,0,31,10,6,0,0,18,3,3,0,0,9,3,6,3,0,11,0,0,0,0,3,0,0,0,0,0,7,4,0,0,12,4,0,0,0,5,91,54,29,5,184,6,7,0,0,11,0,0,0,0,4,7,3,0,0,13,10,3,3,0,11,19,3,0,0,25,19,9,4,3,35
312021352,3,3,0,0,7,0,3,0,0,4,15,6,5,0,26,30,19,3,3,59,4,0,0,0,7,49,26,11,3,89,14,7,5,4,27,15,4,8,0,25,33,12,3,4,47,9,3,0,0,12,4,3,0,0,6,6,0,0,0,8,0,0,0,0,4,0,0,0,0,0,15,6,4,3,33,7,3,3,0,11,203,93,49,17,369,3,0,0,0,3,0,0,0,0,0,18,8,3,0,24,18,9,0,5,29,23,14,8,3,45,9,0,0,0,11,23,9,11,4,41,19,8,7,7,36,29,21,12,0,66,15,6,0,0,25,8,4,0,0,13,11,0,3,0,16,3,3,0,0,7,0,3,0,0,7,29,21,7,3,58,6,6,3,0,14,204,119,48,18,388,3,4,0,0,11,3,0,0,0,4,8,3,0,0,19,17,7,0,0,24,17,12,8,0,41,24,19,3,7,55
312021353,3,3,0,0,3,4,0,0,0,3,8,9,0,0,18,22,6,3,0,29,4,0,0,0,4,21,17,7,0,39,7,3,6,4,21,8,3,0,0,13,16,7,0,0,22,3,6,0,0,7,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,17,3,3,0,0,6,109,56,15,4,181,0,0,0,0,0,3,0,0,3,6,8,0,3,0,12,10,3,0,0,13,14,6,4,4,26,3,0,0,0,11,15,6,4,0,22,9,4,0,0,12,16,7,0,0,29,6,3,0,0,12,3,0,0,0,6,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,9,7,4,3,25,7,3,0,0,13,115,48,23,11,200,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,3,0,3,9,9,6,3,0,17,16,11,0,0,26
312021354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,3,0,19,4,0,0,0,4,9,7,3,0,23,6,3,3,0,11,3,8,0,0,13,14,5,0,0,24,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,13,4,0,0,0,5,69,39,16,4,123,3,0,0,0,3,0,0,0,0,3,3,4,0,3,10,6,3,3,0,10,9,9,3,0,24,0,0,0,0,3,15,8,3,0,21,9,7,0,0,14,19,7,5,0,29,16,5,0,0,23,3,0,0,0,5,7,0,0,0,11,6,0,0,0,12,0,0,0,0,0,8,6,0,0,14,3,0,0,0,3,98,58,22,9,184,0,0,0,0,4,0,0,0,0,0,4,3,0,0,8,5,5,0,0,12,4,7,0,0,15,12,16,12,3,35
312021355,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7,19,9,3,0,27,6,0,3,0,8,25,11,6,4,54,3,3,0,3,18,9,3,0,0,13,20,8,3,3,30,3,3,0,0,8,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,7,3,5,25,3,0,7,0,11,115,54,28,18,211,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,3,3,0,0,13,14,10,3,0,26,3,3,0,3,9,11,4,3,5,27,7,0,0,0,14,19,3,5,0,25,4,8,0,0,9,8,3,0,0,6,0,0,0,0,7,0,3,0,0,4,0,0,0,0,0,6,0,3,3,15,7,0,0,0,7,82,41,22,14,162,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,4,0,0,11,3,3,0,3,15,18,14,4,0,32
312021356,0,0,0,0,0,0,0,0,0,3,9,3,0,0,11,28,15,4,0,43,7,0,0,0,7,39,23,18,0,80,27,9,3,0,35,20,12,0,0,35,39,9,8,0,57,9,4,3,0,16,9,4,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,13,4,3,40,10,3,0,0,13,218,99,36,6,359,0,3,0,0,4,5,0,0,0,3,13,0,0,0,14,8,12,3,0,22,19,12,6,0,31,3,0,0,0,10,27,10,3,0,45,29,7,3,0,39,49,19,4,3,70,23,10,0,0,33,13,3,0,0,17,18,0,0,0,18,8,3,0,0,7,0,0,0,0,0,18,12,9,0,33,12,4,0,0,18,235,92,26,11,366,3,3,0,0,7,3,0,0,0,3,6,6,3,0,21,4,0,5,0,7,13,9,0,0,25,24,21,9,3,56
312021357,0,0,0,0,0,0,0,0,0,0,10,6,0,0,16,4,7,3,0,19,0,0,0,0,0,22,6,7,3,41,13,5,3,3,23,13,4,3,3,28,22,8,0,0,28,6,6,0,0,7,3,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,12,3,4,5,24,6,0,0,0,12,122,50,24,15,208,3,0,0,0,4,0,0,0,0,0,4,0,3,0,12,9,7,0,0,14,12,11,4,0,38,4,0,0,0,4,15,5,3,0,22,16,6,3,0,27,33,10,3,0,48,15,11,4,0,31,14,3,0,0,16,7,3,3,0,11,0,0,0,0,0,0,0,0,0,0,3,10,0,0,14,4,6,0,0,17,148,74,28,4,249,3,0,0,0,0,0,0,0,0,0,3,4,0,0,6,10,4,0,0,13,15,7,0,0,20,9,14,0,3,28
312021358,4,0,0,0,4,3,0,0,0,5,8,0,0,0,5,15,7,0,0,20,9,0,0,0,6,22,14,6,0,39,13,11,3,0,31,18,7,0,0,23,24,8,9,3,43,8,6,3,0,18,3,3,0,0,9,3,0,0,0,5,3,0,0,0,3,0,0,0,0,0,17,4,3,0,22,6,3,0,0,9,149,65,22,8,243,0,0,0,0,0,0,0,0,0,0,5,3,0,0,13,9,3,0,0,14,19,7,3,0,32,12,3,0,0,15,18,6,10,0,42,14,9,0,0,21,37,15,4,0,64,17,6,0,0,26,9,10,0,0,18,3,4,0,0,4,3,0,0,0,3,0,0,0,0,0,7,3,0,3,16,3,0,0,0,3,174,74,26,4,277,0,0,0,0,3,3,0,0,0,3,5,3,0,0,6,8,6,0,0,8,8,4,0,0,8,7,11,3,0,23
312031359,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,20,9,3,0,23,0,0,0,0,0,39,21,4,0,71,20,4,4,0,39,13,3,0,0,17,23,11,0,0,31,4,0,0,0,6,3,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,7,3,4,19,11,3,0,0,16,150,65,16,5,239,3,3,0,0,4,3,3,0,0,11,8,3,0,0,12,18,11,0,0,22,34,17,6,0,51,9,5,0,0,10,35,17,3,5,58,20,11,4,0,39,28,14,3,4,46,5,4,0,0,11,4,3,0,0,12,3,0,0,0,8,4,0,0,0,4,0,0,0,0,0,11,12,0,0,26,6,0,0,0,8,194,94,16,9,314,3,4,0,0,10,0,0,0,0,0,3,5,3,0,8,10,3,0,0,13,9,10,4,0,24,30,25,4,5,68
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,3,0,0,0,3,4,0,0,0,3,8,0,0,0,9,15,5,4,4,30,4,3,0,0,13,26,20,4,3,50,12,8,4,0,28,13,8,3,0,27,23,8,0,0,25,7,4,0,3,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,27,9,0,0,0,11,129,70,22,15,235,0,4,0,0,4,3,0,0,0,3,9,0,0,0,12,18,3,0,0,19,22,16,3,0,47,3,3,3,0,10,22,10,7,3,46,24,11,8,0,36,22,12,3,0,35,9,3,3,0,20,5,3,0,0,9,4,0,0,3,7,0,0,0,0,0,0,0,0,0,0,7,9,4,7,21,10,4,0,0,12,163,80,31,20,292,0,0,0,0,3,0,0,0,0,0,6,6,3,0,14,5,6,0,0,9,18,5,0,0,26,17,11,5,3,35
313011362,3,3,0,0,8,3,0,0,0,3,24,4,0,0,29,45,15,0,0,62,10,0,3,0,14,62,54,25,6,143,26,9,8,3,54,15,12,4,3,35,31,15,9,3,56,7,10,0,0,12,0,3,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,21,13,3,3,35,13,3,0,0,16,265,132,53,24,474,5,4,0,0,9,3,4,0,0,10,18,10,7,0,28,28,17,3,0,40,52,44,11,6,114,19,7,4,3,33,47,31,14,14,101,36,16,14,4,68,41,23,7,5,82,22,18,0,0,45,8,7,0,0,15,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,26,6,8,8,48,10,10,3,0,21,316,191,65,31,613,6,0,0,0,7,3,0,0,0,3,6,8,0,0,17,9,3,11,0,17,31,11,7,0,58,30,25,12,3,69
313011363,8,0,0,0,10,8,0,0,0,12,24,4,4,0,31,57,25,3,0,88,14,3,0,0,20,96,60,30,7,197,39,19,11,6,76,30,21,3,0,60,38,30,3,3,79,7,4,0,0,15,0,0,0,0,3,6,3,0,0,8,0,0,0,0,0,0,0,0,0,0,22,17,3,4,52,21,10,0,0,24,372,199,67,26,660,3,3,0,0,9,5,3,0,0,10,14,7,0,0,22,44,13,3,0,55,62,49,14,5,128,19,7,0,0,28,72,29,23,6,129,72,16,6,3,97,77,31,4,3,114,24,11,0,0,36,5,8,0,0,7,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,16,21,8,3,43,9,5,0,0,18,428,192,68,22,713,3,0,0,0,3,0,3,0,3,4,8,3,0,0,19,21,8,0,0,25,34,13,0,0,54,41,33,8,0,87
313021364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,5,0,0,0,6,0,3,0,3,9,4,3,4,0,8,5,3,0,0,10,3,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,14,0,0,0,0,0,37,21,6,8,68,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,3,0,10,4,0,0,0,4,3,4,0,3,5,5,0,3,0,8,7,8,3,0,17,3,3,0,0,13,3,4,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,38,25,8,4,76,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,3,3,0,0,0,6
313021365,3,0,0,0,4,3,3,0,0,6,51,18,5,0,72,94,50,11,3,164,22,7,0,0,26,119,88,33,24,266,49,48,16,8,123,40,24,10,3,79,71,27,9,4,116,13,7,0,5,29,4,3,0,0,8,3,4,0,0,7,0,0,0,0,0,0,0,0,0,3,33,22,12,7,83,21,9,3,3,36,519,318,109,75,1025,6,0,0,0,11,11,3,3,0,13,33,20,0,5,55,67,27,4,3,102,125,95,50,10,286,50,18,10,8,85,82,58,35,24,203,84,42,16,12,155,100,47,23,18,192,30,28,17,4,73,16,3,0,0,18,9,5,0,0,11,6,3,0,0,7,0,0,0,0,3,60,32,19,9,117,26,15,9,5,56,705,394,190,99,1389,6,8,0,0,16,5,4,0,0,5,32,11,5,8,51,50,23,7,7,87,85,30,12,7,129,128,87,32,7,248
