SA2_MAINCODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
213011337,77,34,53,86,49,99,146,3,8,7,5,0,11,0,3,3,43,76,122,77,100,174,104,171,277,429,433,864,533,481,1018,467,461,930,1573,1548,3123,1763,1778,3543,1850,1923,3771
213011338,81,43,85,129,66,118,175,5,7,15,3,5,10,0,3,3,58,83,140,92,173,265,129,209,338,800,812,1611,811,791,1604,691,709,1406,2364,2499,4861,2553,2725,5284,2701,2941,5645
213011339,51,30,54,91,31,64,94,3,3,3,0,0,3,0,0,0,26,51,74,54,86,138,87,112,199,434,479,906,435,463,895,434,489,921,1828,1869,3700,1916,1958,3880,1972,2076,4047
213011340,66,28,51,74,39,67,108,0,0,0,0,0,0,0,0,0,47,57,105,50,68,116,66,95,164,511,476,991,525,484,1003,417,418,835,3092,3021,6108,2998,2962,5957,2629,2596,5222
213021341,83,32,54,90,29,51,75,0,0,0,0,0,0,0,0,0,35,69,108,61,77,132,39,68,106,492,505,996,362,339,693,372,416,784,1516,1536,3051,1416,1485,2900,1530,1765,3298
213021342,99,34,97,136,54,77,130,7,0,3,3,3,8,3,4,4,65,88,150,67,156,226,95,127,222,638,670,1309,625,661,1287,516,553,1068,2844,2843,5684,2566,2700,5263,2442,2614,5056
213021343,65,31,42,73,31,70,94,4,0,5,3,3,3,0,3,3,43,62,110,67,76,139,54,109,164,618,641,1259,692,702,1402,553,581,1132,1766,1737,3507,1881,1842,3722,1858,2023,3876
213021344,98,33,51,87,33,71,109,0,0,0,3,0,3,0,0,0,49,84,140,54,65,118,51,92,146,630,602,1233,553,499,1046,425,445,876,2273,2233,4505,2288,2276,4566,2444,2577,5016
213021345,31,10,17,24,8,26,35,0,0,0,0,0,0,0,0,0,23,33,48,25,23,42,12,38,49,184,193,377,194,158,349,165,167,331,857,800,1662,837,811,1649,760,859,1620
213021346,90,37,54,90,31,52,78,3,0,3,3,0,7,0,0,0,42,83,124,48,69,115,45,73,115,516,457,973,384,383,759,467,462,934,2163,2229,4392,2323,2294,4613,2503,2438,4942
213031347,102,54,100,156,64,133,188,3,6,12,0,4,4,4,5,9,81,109,193,102,170,274,129,246,376,809,797,1609,1103,864,1972,804,783,1591,2441,2332,4768,3059,2886,5948,3217,3170,6389
213031348,105,63,73,133,66,98,162,4,3,4,0,3,3,0,0,0,76,97,179,139,148,290,136,187,324,868,597,1467,1059,731,1787,857,751,1610,2393,1938,4333,2685,2282,4965,3021,2783,5805
213031349,45,36,44,84,44,68,109,0,0,0,0,0,0,0,0,0,27,48,76,51,68,119,73,121,191,332,286,617,416,359,780,417,450,865,1279,1252,2528,1610,1603,3216,1935,2024,3960
213031350,61,21,36,52,24,37,58,3,6,7,0,0,0,0,0,0,31,52,85,43,52,97,40,63,105,427,376,809,351,250,599,283,291,579,1228,1098,2328,1208,1098,2310,1310,1360,2674
213031351,65,39,65,102,32,64,96,4,0,3,0,3,5,0,0,0,67,62,133,79,110,187,64,112,173,510,526,1029,459,353,807,414,358,775,1569,1489,3061,1617,1448,3068,1814,1667,3482
213031352,83,26,58,86,39,54,96,3,3,3,0,0,3,0,0,0,42,80,121,47,71,120,53,89,143,521,419,944,404,355,758,414,475,891,1755,1751,3502,1780,1865,3645,2046,2220,4273
213041353,74,28,82,108,41,77,117,0,0,0,3,0,3,0,0,0,36,53,94,47,104,155,79,107,186,483,471,952,521,500,1022,595,646,1238,2384,2472,4860,2489,2625,5117,2891,3132,6020
213041355,54,32,72,106,53,71,120,0,0,0,0,0,0,7,3,5,30,45,74,43,85,129,83,97,188,466,441,911,494,436,930,533,576,1113,2269,2205,4477,2680,2683,5370,3274,3412,6686
213041356,77,38,79,111,41,101,138,0,0,0,0,0,0,3,0,3,36,70,107,58,115,171,78,146,222,565,581,1138,627,689,1320,706,757,1461,2263,2320,4577,2439,2722,5161,2781,2906,5687
213041357,53,20,72,100,50,135,186,3,3,3,0,5,5,0,3,3,37,53,89,47,106,153,105,218,320,466,537,1006,647,682,1329,895,931,1822,1831,1806,3642,2256,2298,4560,3429,3771,7204
213041358,63,33,75,108,35,94,130,0,3,5,3,0,3,0,3,3,32,51,82,43,95,142,79,143,220,359,334,695,549,539,1089,656,688,1343,1682,1639,3320,2178,2314,4495,2772,3025,5792
213041359,6,10,8,19,6,3,14,0,0,0,0,0,0,0,0,0,3,4,6,6,13,20,10,11,25,483,310,787,780,365,1146,954,544,1496,734,500,1231,930,517,1448,1100,704,1804
213041360,50,34,57,97,38,77,113,0,0,0,0,0,3,0,3,3,18,47,66,50,85,136,63,110,168,293,267,562,388,371,764,436,455,889,1197,1222,2424,2381,2419,4804,3382,3501,6885
213041461,12,10,30,41,13,20,33,0,0,0,0,0,0,0,0,0,12,21,30,15,40,57,31,36,60,169,172,339,122,152,273,99,120,218,640,702,1345,634,765,1397,682,798,1477
213041462,6,16,23,36,21,25,42,0,0,0,0,0,4,0,0,0,0,9,12,19,31,53,36,41,80,31,35,71,147,160,305,159,157,320,123,134,259,757,778,1534,1054,1069,2131
213041463,61,41,73,111,44,97,141,0,0,3,0,5,5,0,3,4,23,45,70,55,102,156,76,155,229,399,415,810,507,474,983,666,630,1300,1637,1656,3296,2730,2773,5504,3548,3629,7176
213051361,83,39,90,129,50,91,135,0,0,0,3,5,9,3,3,6,39,81,125,82,139,225,90,145,241,688,674,1361,590,591,1185,601,583,1188,3327,3378,6701,3091,3284,6377,3032,3063,6096
213051362,106,37,128,165,52,131,181,5,7,10,0,3,0,0,0,3,76,115,188,98,184,282,109,219,324,841,857,1697,729,691,1422,593,581,1171,3124,3267,6389,2850,2968,5813,2901,2997,5900
213051363,26,40,44,80,32,83,117,0,0,0,0,0,0,0,0,4,24,20,43,106,92,200,100,137,239,309,301,615,272,212,479,369,321,688,737,736,1475,927,812,1741,1500,1382,2880
213051365,44,52,115,170,105,221,329,0,0,0,0,5,7,0,8,10,17,36,51,87,174,256,190,328,512,366,298,658,758,771,1531,1054,1037,2094,1273,1213,2493,3463,3620,7081,5946,6072,12017
213051366,11,27,67,93,61,124,187,0,0,0,0,3,4,0,0,0,9,18,22,39,100,141,126,211,338,813,88,901,1157,364,1516,1752,701,2454,1104,399,1506,2298,1620,3922,4603,3562,8165
213051368,53,22,48,73,29,54,81,0,0,0,0,0,0,0,0,4,22,60,79,46,72,119,63,80,142,399,367,767,314,303,612,399,423,825,1434,1424,2864,1352,1420,2773,1486,1597,3080
213051369,46,48,128,179,62,135,198,0,0,6,0,7,7,0,0,3,29,53,86,77,180,256,101,200,306,354,355,707,623,642,1267,692,709,1405,1609,1562,3166,2689,2832,5524,3710,4016,7723
213051464,25,9,21,36,42,61,108,0,0,0,0,0,0,0,3,3,9,16,26,27,29,55,68,92,165,130,118,242,162,152,317,362,337,706,596,554,1147,1067,1016,2086,2057,2072,4132
213051465,65,57,118,175,57,119,174,0,3,4,0,3,3,0,3,3,36,59,98,88,148,241,87,182,265,287,285,575,384,348,737,552,538,1091,1496,1540,3036,2969,3073,6041,3870,3957,7830
213051466,8,18,38,53,40,92,129,0,0,0,0,0,0,0,0,0,0,3,8,28,54,77,55,110,162,37,38,74,208,160,369,326,338,664,80,84,163,905,916,1830,2332,2311,4644
213051467,121,50,136,181,45,114,163,3,5,7,6,6,16,0,8,4,66,129,199,127,221,355,142,212,356,808,865,1675,766,845,1609,750,863,1607,2934,3082,6021,2908,3181,6084,3017,3261,6273
213051468,47,24,68,97,20,50,69,0,0,0,0,0,0,3,3,3,25,48,67,48,85,136,46,85,131,403,401,800,423,439,868,330,353,681,1786,1816,3605,1732,1709,3446,1642,1692,3336
214011370,74,34,92,131,38,80,114,0,3,3,0,7,7,3,0,4,47,68,108,56,127,185,62,106,171,840,894,1734,777,803,1576,711,772,1486,2810,2874,5688,2859,2957,5818,2907,3083,5988
214011371,95,52,116,165,54,102,156,0,0,3,8,3,8,3,0,5,42,96,140,77,159,231,90,147,239,1000,1014,2014,901,956,1857,955,1069,2019,3010,3267,6279,3052,3248,6300,3091,3532,6617
214011372,77,35,86,119,37,69,98,5,3,9,0,3,3,0,3,4,40,87,133,64,112,176,70,119,183,869,960,1833,817,819,1637,884,892,1772,2696,2880,5581,2604,2708,5309,2690,2810,5504
214011373,47,28,58,83,27,69,91,0,0,0,0,0,0,0,0,3,23,41,70,46,67,117,53,77,128,666,842,1505,427,573,999,406,460,866,2598,2789,5391,2509,2690,5200,2521,2701,5220
214011374,80,29,96,123,35,89,124,0,0,0,0,3,5,0,0,0,39,84,120,48,123,170,59,114,168,717,756,1472,464,485,945,616,616,1233,3290,3499,6786,3185,3502,6690,3253,3534,6785
214011375,80,33,60,97,29,74,100,0,3,3,3,3,9,0,4,4,35,65,101,54,81,134,41,93,129,801,750,1555,667,691,1354,701,697,1391,2184,2150,4332,2143,2129,4276,2128,2232,4362
214011376,25,20,44,58,25,53,74,0,0,0,0,0,3,0,0,0,14,20,38,27,51,77,45,69,110,225,220,446,252,278,529,281,300,579,1098,1142,2241,1564,1666,3227,1947,2063,4008
214021377,33,9,27,36,14,31,44,0,0,0,0,0,0,0,0,0,18,33,49,16,31,50,21,41,62,358,379,733,330,395,725,353,426,784,970,1022,1992,1092,1199,2295,1262,1422,2680
214021378,21,10,16,31,8,20,27,0,0,0,0,3,3,0,0,0,8,16,26,14,26,37,14,25,36,517,528,1044,186,187,367,230,220,448,1097,1097,2196,763,758,1519,747,737,1485
214021379,81,23,68,87,25,67,90,4,3,7,0,0,0,4,0,4,131,85,219,114,93,212,90,96,184,941,955,1894,691,710,1407,804,837,1638,3128,2922,6048,2917,2895,5812,3008,3190,6198
214021380,100,37,97,132,47,85,127,3,5,7,3,0,0,0,3,6,52,100,152,60,110,176,60,114,175,806,1066,1877,664,930,1597,660,746,1406,2771,3149,5919,2789,3271,6068,2889,3157,6039
214021381,55,27,62,91,21,66,87,0,4,4,0,0,0,0,0,0,28,59,90,34,70,107,34,82,117,521,498,1018,440,477,919,398,443,839,2677,2725,5404,2693,2785,5479,2827,2949,5778
214021382,65,28,54,79,32,64,97,0,0,0,0,0,0,0,0,0,35,65,99,32,65,96,39,80,119,484,560,1039,505,637,1144,405,476,878,2255,2404,4662,2611,2728,5339,2774,2754,5534
214021383,66,19,42,65,24,49,71,0,0,0,0,0,0,0,0,4,28,52,79,35,50,81,30,64,92,1150,1265,2413,729,755,1483,736,749,1481,2430,2497,4929,2025,2116,4143,2140,2187,4322
214021384,77,18,71,92,21,58,82,0,3,3,0,3,0,0,0,0,34,82,114,38,92,126,36,66,106,842,1070,1912,759,897,1654,788,893,1673,2147,2474,4622,2234,2503,4737,2334,2630,4960
214021385,59,30,70,95,27,76,106,0,3,3,0,0,0,0,0,3,33,55,89,53,90,141,47,97,145,555,559,1117,414,425,840,523,626,1147,2595,2610,5204,2496,2575,5071,2445,2691,5136
215011386,27,13,19,35,7,18,30,0,0,0,0,0,0,0,0,0,13,30,43,17,30,42,7,21,29,564,268,834,626,287,908,941,264,1210,1370,1087,2462,1349,1051,2399,1583,955,2535
215011387,11,0,8,13,5,11,14,0,0,0,0,0,0,0,0,0,3,3,8,3,13,12,5,7,9,65,76,145,87,88,178,207,212,422,339,364,703,319,352,665,430,501,929
215011388,72,25,31,53,22,59,80,0,0,0,0,0,0,0,0,3,32,54,81,35,36,72,34,78,111,370,520,892,443,473,918,532,563,1098,1984,2217,4200,1978,2111,4092,2089,2169,4256
215011389,17,3,4,11,8,4,11,0,0,0,0,0,0,0,3,3,8,12,18,9,4,13,8,9,22,82,80,167,92,72,163,115,105,216,436,444,880,445,469,912,479,476,952
215011390,20,13,24,37,6,29,37,0,0,0,0,0,0,0,0,0,8,27,32,27,24,52,16,29,45,200,216,410,201,203,405,234,269,504,920,996,1915,909,909,1818,816,898,1711
215011391,16,3,7,15,0,7,11,0,0,0,0,0,0,0,0,0,3,9,13,3,7,14,9,9,15,119,99,210,107,79,189,103,112,218,502,450,951,432,425,855,365,399,764
215011392,39,16,18,38,8,16,31,0,0,0,3,0,3,0,0,0,25,36,59,33,28,56,24,29,51,283,286,571,264,272,536,359,381,733,1106,1207,2314,1045,1084,2134,1012,1062,2070
215011393,18,3,4,4,3,4,7,0,0,0,0,0,0,0,0,0,4,15,14,3,6,8,6,11,16,99,74,179,92,88,184,94,103,196,413,430,845,336,384,713,318,363,679
215011394,21,11,22,31,7,10,16,0,0,0,0,0,0,0,0,0,19,17,33,22,29,50,22,28,42,244,271,520,233,248,483,312,329,645,996,1051,2049,880,927,1805,898,885,1786
215021395,24,6,15,20,5,13,20,3,3,7,0,0,0,0,0,4,14,30,48,5,15,28,9,18,29,267,260,531,183,149,329,268,244,506,1196,1215,2414,1065,969,2042,1068,1054,2121
215021396,13,6,13,23,5,11,17,0,0,0,0,0,0,0,0,0,4,11,18,7,23,30,7,17,20,150,201,355,113,118,231,230,213,441,678,694,1374,647,682,1326,692,685,1378
215021398,16,0,8,8,4,7,14,0,0,0,0,0,0,0,0,0,11,13,19,4,12,13,4,7,14,188,163,347,129,130,263,184,152,341,702,719,1414,520,521,1046,516,512,1032
215021399,18,9,13,21,3,8,17,0,0,3,0,0,0,0,0,0,10,15,23,15,15,28,9,18,21,189,222,410,212,197,409,341,324,666,771,809,1587,794,783,1575,896,943,1844
215021469,54,33,52,83,23,64,90,3,6,6,0,0,3,3,0,3,35,61,103,55,76,127,58,103,157,685,702,1388,770,906,1676,942,946,1884,2382,2547,4927,2525,2761,5287,2721,2835,5557
215021470,34,26,37,62,18,27,48,0,0,0,0,0,0,0,0,0,21,37,56,43,48,93,32,44,82,459,498,961,510,520,1029,637,704,1345,1709,1840,3549,1889,2065,3954,2078,2239,4319
215031400,10,3,9,16,0,7,15,0,0,0,0,0,3,0,0,0,0,8,12,12,16,26,4,16,18,192,239,431,185,180,360,322,317,636,865,922,1788,800,798,1601,904,869,1776
215031401,25,8,19,20,0,10,12,0,0,0,0,0,0,0,0,0,9,18,31,7,30,34,3,16,17,229,250,479,208,219,430,268,255,521,1013,1029,2044,803,862,1664,835,863,1699
215031402,21,3,3,5,0,9,7,0,0,0,0,0,0,0,0,0,8,20,21,5,11,12,3,4,11,153,171,324,165,159,331,183,208,387,506,562,1071,512,506,1019,478,531,1011
215031403,15,9,4,7,3,7,12,0,0,0,0,0,0,0,0,0,0,8,12,9,3,8,7,19,20,291,243,534,271,259,528,290,267,555,677,621,1295,561,571,1134,602,587,1190
215031404,42,21,32,55,17,30,39,0,4,4,0,0,0,0,0,3,29,42,69,33,45,80,27,39,67,387,390,780,349,357,705,636,638,1271,1404,1438,2846,1419,1438,2859,1631,1713,3348
215031405,19,11,14,19,3,8,12,0,0,3,0,0,0,0,0,0,11,16,29,11,13,30,5,14,18,249,195,441,231,205,432,503,422,921,1028,997,2022,915,926,1838,1113,1047,2160
216011406,43,27,55,83,12,49,62,3,0,3,0,3,3,0,0,0,26,47,72,32,69,104,27,68,86,468,543,1002,511,576,1085,595,670,1265,1817,1986,3807,1937,2126,4066,1955,2123,4078
216011407,59,22,42,68,8,19,20,0,0,0,0,0,0,0,0,0,22,52,75,25,58,81,11,23,36,305,298,607,371,360,730,471,510,983,1460,1422,2879,1504,1489,2998,1529,1515,3050
216011408,11,0,10,16,3,10,16,0,0,0,0,0,0,0,0,0,3,16,13,3,16,16,8,15,20,133,116,244,88,112,204,190,182,371,689,694,1381,518,572,1090,581,594,1171
216011409,12,5,6,13,4,12,12,0,0,0,0,0,0,0,0,0,0,20,19,7,6,14,4,13,16,94,96,183,101,101,202,148,165,320,466,443,908,493,501,997,495,532,1028
216011410,26,8,13,16,0,6,10,0,0,0,0,0,0,0,0,0,4,26,30,10,11,21,5,14,16,173,143,315,162,141,297,201,178,383,626,575,1195,552,515,1065,500,519,1020
216021411,41,7,18,24,8,24,31,0,0,0,3,0,5,0,0,3,14,38,53,21,32,51,25,33,59,176,223,399,238,239,479,313,322,634,739,767,1506,822,890,1710,848,906,1753
216021412,5,5,11,15,0,3,5,0,0,0,0,0,0,0,0,0,3,9,9,9,16,19,5,3,5,108,86,193,86,55,141,132,129,265,377,369,744,337,336,680,357,363,725
216021413,45,19,46,61,16,42,50,0,3,3,0,0,0,0,0,0,26,45,73,27,58,83,29,51,79,447,416,868,411,410,823,507,475,975,1828,1866,3695,1671,1827,3498,1702,1782,3488
216021414,22,9,11,15,11,17,25,0,0,0,0,0,0,0,0,0,8,24,30,9,16,29,22,24,38,223,211,434,356,356,717,424,428,850,804,825,1626,972,953,1929,1105,1104,2212
216031415,25,13,24,37,13,28,47,0,0,3,0,0,0,0,0,0,12,33,39,22,38,59,33,45,70,233,296,534,280,276,555,377,385,759,1044,1153,2198,1048,1117,2165,1119,1227,2347
216031416,68,38,62,105,33,72,100,0,0,3,3,3,3,0,0,3,27,57,83,53,89,144,59,102,153,690,727,1422,648,677,1324,851,879,1726,2359,2529,4889,2482,2658,5144,2899,2982,5880
216031417,63,35,50,85,31,70,108,3,3,7,3,0,3,6,0,6,34,57,93,59,77,140,77,119,195,775,819,1597,919,879,1804,1079,1148,2228,3003,3217,6219,3322,3364,6687,3509,3812,7317
216031418,12,3,15,16,6,12,17,0,0,4,0,0,0,0,0,0,13,20,27,8,25,31,12,13,23,107,101,207,101,87,193,158,148,307,637,596,1236,573,575,1145,598,599,1195
216031419,35,17,28,43,6,16,27,0,0,0,0,0,0,0,0,0,15,31,44,22,42,63,20,24,42,517,350,867,514,300,816,714,455,1171,1704,1524,3222,1535,1379,2915,1706,1429,3128
217011420,38,4,35,35,17,26,40,0,3,3,0,3,3,0,0,0,10,29,45,12,49,57,20,48,65,314,292,607,247,266,513,424,384,807,1417,1419,2839,1137,1217,2351,1149,1183,2328
217011421,36,20,22,38,14,29,43,3,0,3,0,0,0,0,0,0,22,28,53,30,36,68,25,39,65,272,326,591,255,279,538,342,378,715,1421,1486,2911,1319,1368,2688,1254,1316,2572
217011422,36,10,43,57,19,38,60,0,0,0,0,0,0,0,3,3,11,29,42,23,58,81,26,54,73,350,373,723,368,393,760,515,519,1035,1372,1421,2794,1482,1575,3054,1473,1533,3009
217011423,24,12,22,30,8,11,23,0,0,0,0,0,0,0,0,0,20,18,37,16,24,41,9,11,22,169,168,344,158,132,285,233,232,464,827,853,1680,821,885,1708,856,826,1687
217031471,18,11,17,19,4,8,7,0,0,0,0,0,3,0,3,3,8,12,19,14,17,30,10,8,21,122,163,289,83,116,204,151,160,310,419,491,912,423,498,917,447,454,905
217031472,66,26,50,74,18,27,49,0,3,4,3,0,3,0,0,0,34,56,89,36,53,89,28,39,71,366,364,731,332,366,699,461,491,947,1506,1555,3065,1458,1583,3047,1617,1661,3278
217031473,28,7,12,27,3,9,13,0,0,0,0,0,0,0,0,0,10,27,33,16,18,35,9,16,21,174,179,359,148,148,295,232,185,420,872,873,1746,781,745,1519,783,741,1515
217031474,16,5,13,14,3,12,16,0,0,0,3,0,3,0,0,0,14,19,36,12,24,38,12,21,33,234,222,462,156,150,315,276,286,556,861,868,1730,718,717,1435,782,795,1573
217031475,20,8,18,25,3,14,17,0,0,0,0,0,0,0,0,0,8,13,21,9,25,34,3,13,25,213,221,434,220,190,412,338,302,640,1054,1130,2179,1094,1123,2220,1099,1024,2127
217031476,28,5,16,19,3,10,13,0,0,0,0,0,0,0,0,0,7,25,29,5,18,20,5,12,20,118,88,208,168,152,313,192,170,361,438,430,861,414,444,860,434,424,858
217041477,16,10,22,35,12,14,22,0,0,0,0,0,0,0,3,3,4,15,21,20,29,51,12,17,32,293,241,532,178,176,362,302,315,614,927,972,1898,906,1040,1950,1009,1080,2096
217041478,21,10,19,26,10,33,41,0,0,0,0,0,0,3,0,3,8,19,33,13,24,33,12,36,57,253,257,512,282,312,591,437,416,853,1254,1357,2608,1204,1364,2569,1370,1435,2802
217041479,42,32,49,79,30,53,86,0,3,3,0,0,0,0,3,4,27,43,72,45,62,107,42,72,119,526,588,1117,626,640,1263,712,774,1484,2735,2846,5578,2879,3076,5960,2936,3307,6243
217041480,41,18,33,50,17,33,53,0,3,3,0,0,0,0,0,0,20,34,58,22,48,67,26,44,66,538,684,1222,531,541,1074,570,643,1212,1954,2282,4239,1829,2058,3887,1743,1905,3647
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,0,3,3,0,3,9,3,9,3,0,3,6,0,6
299999499,39,14,29,49,36,30,66,0,0,0,3,3,6,0,0,0,34,33,74,42,68,110,58,63,114,423,317,741,1182,650,1836,1310,734,2042,907,828,1732,1725,1310,3041,1743,1279,3025
301011001,68,24,58,78,29,50,82,0,0,0,0,0,0,0,0,3,31,56,92,40,71,108,50,75,116,551,550,1103,437,384,821,354,355,711,2544,2672,5217,2256,2308,4562,2180,2300,4481
301011002,22,16,25,39,15,13,28,0,0,0,0,0,0,0,0,0,11,22,37,23,36,59,14,25,43,173,148,317,170,183,358,169,136,310,1062,1084,2150,1173,1229,2396,1199,1133,2329
301011003,56,19,45,64,11,31,46,0,0,0,0,0,0,0,0,0,29,46,76,30,56,82,18,44,58,443,465,909,287,303,593,387,471,858,2107,2228,4329,2006,2009,4019,2056,2225,4279
301011004,72,24,55,76,20,64,81,0,3,3,0,0,0,0,0,0,32,60,93,43,68,110,28,82,116,460,491,950,419,413,838,334,324,661,2431,2523,4951,2213,2326,4541,2207,2291,4498
301011005,12,3,8,17,6,12,20,0,0,0,0,0,0,0,0,0,11,8,15,9,11,21,10,17,25,96,109,204,94,90,183,106,109,215,395,454,851,405,442,846,468,478,945
301011006,51,13,32,42,9,37,48,0,0,0,3,0,4,0,0,0,20,43,60,25,37,62,17,45,62,295,274,569,253,218,477,213,212,431,1569,1618,3182,1646,1670,3316,1658,1735,3396
301021007,60,15,47,63,24,44,65,0,0,0,0,0,0,0,3,3,25,49,73,27,52,79,33,58,93,442,446,894,337,409,743,457,537,997,1729,1814,3539,1666,1877,3540,1822,2005,3825
301021008,24,6,11,19,5,24,24,0,0,0,0,0,0,0,0,0,7,25,30,9,11,22,8,24,37,155,146,296,118,138,256,102,110,215,790,777,1566,782,839,1618,802,808,1608
301021009,31,21,40,61,35,53,86,0,0,0,3,0,3,0,0,0,15,33,43,32,46,82,50,62,114,324,304,624,378,326,699,454,445,904,1576,1590,3165,2036,2030,4062,2351,2385,4737
301021011,27,9,20,30,17,30,39,0,0,0,0,0,0,0,0,0,11,22,33,19,27,44,21,31,51,127,144,272,133,121,252,140,138,279,704,804,1512,926,1020,1948,1187,1185,2368
301021012,32,21,37,60,25,50,70,0,0,0,0,0,3,0,0,4,12,29,49,27,56,86,35,59,100,307,303,612,321,333,653,305,292,597,1582,1663,3241,1918,2048,3964,2138,2269,4412
301021013,59,24,42,69,30,56,87,0,0,0,0,0,0,3,0,3,24,50,75,34,52,86,43,72,114,402,411,809,333,376,704,337,421,759,1898,1987,3890,1935,2086,4018,1831,2133,3964
301021527,23,15,23,36,18,20,38,0,3,5,0,0,0,0,0,3,12,24,33,15,26,46,28,37,61,332,289,619,421,414,832,401,369,772,834,853,1685,1012,1042,2049,987,978,1963
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0
301031015,40,12,22,38,19,27,43,0,0,0,0,0,3,0,0,0,10,31,45,14,37,50,23,31,56,229,250,485,205,195,400,191,181,377,926,949,1872,931,999,1932,1003,1066,2068
301031016,27,20,20,38,18,48,63,4,0,4,0,0,0,0,0,0,14,28,46,25,26,54,24,63,84,255,285,543,239,240,477,265,278,542,1368,1527,2894,1393,1611,3003,1619,1743,3361
301031017,19,8,13,19,9,17,28,0,0,0,0,0,0,0,0,0,13,16,22,14,23,34,17,18,35,185,165,349,137,121,255,149,119,263,522,547,1069,527,579,1107,615,622,1234
301031018,35,8,27,37,21,33,50,0,0,0,0,0,0,0,0,0,15,34,46,16,39,56,23,38,60,277,277,558,276,249,524,234,222,448,1142,1222,2363,1152,1188,2337,1130,1201,2329
301031019,10,22,16,37,19,27,39,0,0,0,0,0,0,0,0,0,3,9,10,21,23,47,21,33,53,122,78,204,164,137,298,171,150,327,551,530,1082,1169,1173,2343,1513,1552,3066
301031020,39,18,39,55,25,33,54,0,0,0,0,0,0,0,0,0,24,29,52,29,47,72,32,43,81,392,457,847,424,400,818,388,369,761,1546,1668,3220,1681,1805,3487,1811,1853,3660
301031021,56,23,46,66,23,46,67,0,0,0,0,0,0,0,0,0,20,47,71,32,60,92,42,67,108,476,467,947,415,391,809,440,498,947,1760,1826,3590,1914,1871,3787,1988,2101,4092
302011022,24,11,18,33,16,19,33,0,0,0,0,0,0,0,0,0,8,19,30,10,29,44,20,23,48,191,180,367,188,162,352,147,156,302,789,799,1581,871,970,1842,965,1028,1998
302011023,22,10,33,37,18,8,29,0,0,0,0,0,0,0,0,0,7,21,32,15,35,43,20,22,38,156,183,341,148,141,288,143,142,286,1181,1229,2409,1193,1248,2445,1202,1314,2511
302011024,19,11,24,42,6,32,38,0,0,0,0,0,0,0,0,0,10,18,29,20,30,52,14,38,55,171,191,362,181,175,361,210,253,461,851,867,1720,921,954,1874,1073,1169,2245
302011025,31,10,20,34,18,27,46,0,0,0,0,0,0,0,0,0,11,24,40,17,25,46,25,40,68,189,204,399,244,229,470,186,185,368,941,1038,1984,1062,1117,2175,1075,1227,2296
302011026,22,11,22,28,15,16,33,0,0,0,0,0,0,0,0,0,15,19,35,17,23,35,12,27,42,145,119,261,96,95,195,142,139,276,1058,1083,2141,995,1046,2042,1126,1185,2315
302021027,52,24,45,67,15,37,53,0,3,6,0,0,0,0,3,3,22,47,71,37,54,89,21,47,73,316,322,640,333,326,665,300,303,600,1548,1622,3176,1606,1663,3265,1600,1743,3339
302021028,25,12,24,42,20,29,50,0,0,0,0,0,0,0,3,3,12,26,40,44,51,96,31,66,98,314,475,781,443,592,1037,384,570,960,750,1009,1755,1091,1310,2394,1125,1569,2693
302021029,26,6,21,29,13,13,27,3,3,4,0,0,0,0,0,0,15,24,37,18,22,39,22,14,39,136,152,289,127,97,221,131,116,245,796,822,1619,815,850,1663,905,889,1792
