SA2_MAINCODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
116011560,0,0,13,0,3,0,0,3,4,15,15,3,4,0,3,49,4,0,0,3,3,8,9,11,0,3,0,0,37,6,0,0,3,3,10,11,16,0,12,3,0,66,8,3,0,8,13,22,34,41,8,22,3,3,168,59,17,11,29,46,151,226,386,181,152,49,58,1376
116011561,3,0,20,6,3,0,0,3,7,8,22,5,3,3,0,63,0,0,0,0,3,0,8,12,4,0,0,0,29,5,0,3,5,3,17,16,17,11,0,3,4,75,15,3,7,3,5,22,36,48,17,8,11,12,184,85,19,27,31,54,188,260,460,251,149,83,75,1684
116021309,3,4,29,0,3,0,0,0,14,7,19,7,8,3,3,65,3,0,0,3,3,8,10,3,7,6,0,5,48,6,0,0,3,0,8,8,14,12,5,0,5,57,11,4,0,3,3,30,28,37,30,21,9,11,196,107,30,26,38,51,196,219,534,459,561,265,101,2575
116021310,3,0,33,7,4,0,3,3,4,20,31,29,24,5,3,135,3,0,0,6,0,3,4,17,9,3,9,0,53,4,0,0,4,5,10,16,25,18,12,8,3,114,15,3,3,11,10,21,44,89,67,42,24,11,337,161,48,30,69,77,251,378,1102,1171,1524,652,206,5674
116021312,0,0,9,6,3,0,0,0,6,10,17,12,13,0,8,69,0,0,0,0,3,3,0,10,9,4,0,0,34,0,0,0,0,7,9,8,9,4,14,3,5,61,6,0,3,6,13,19,21,46,25,22,7,14,179,55,19,13,28,49,136,173,422,435,609,232,104,2285
116021562,0,0,6,0,0,0,0,0,9,3,5,3,3,0,0,27,0,0,0,0,0,0,0,3,0,3,4,0,16,3,0,0,3,0,0,8,5,3,0,0,0,27,3,0,0,3,0,10,13,23,13,10,3,0,70,15,3,5,13,10,43,65,170,142,138,50,26,690
116021563,0,0,45,3,0,3,0,4,9,15,22,19,12,4,3,97,3,3,0,0,4,9,17,12,5,3,3,0,55,0,4,3,0,7,15,17,24,14,12,3,7,108,11,9,10,6,22,45,50,62,39,28,13,11,302,117,36,36,44,99,260,416,861,643,473,187,117,3293
116031313,0,0,16,4,0,0,8,4,27,18,14,3,3,0,9,90,0,3,0,0,4,4,14,7,0,0,0,0,30,0,9,0,8,12,15,10,17,9,3,3,13,91,3,13,3,13,18,53,51,37,12,12,3,21,228,41,27,25,44,66,257,322,304,93,59,12,73,1338
116031314,0,0,8,0,0,0,0,0,0,9,13,3,0,0,0,37,0,0,4,3,5,5,9,8,3,0,3,0,31,0,3,4,0,3,9,10,9,0,0,0,3,48,0,3,3,11,12,20,20,33,5,3,3,8,122,31,11,11,35,39,126,214,391,212,103,27,49,1259
116031315,0,0,41,4,3,0,0,4,13,26,43,21,6,3,3,123,3,0,0,0,3,9,7,20,10,3,0,4,59,8,0,9,7,10,20,21,27,10,6,4,4,125,15,7,6,12,16,53,61,106,38,14,5,9,354,78,46,37,60,87,302,524,904,428,303,106,125,2999
116031316,0,3,23,0,0,0,0,3,17,19,21,9,8,7,3,82,0,0,0,0,3,5,9,3,0,0,0,0,29,3,0,3,3,7,20,16,14,3,4,0,14,93,3,0,9,11,18,47,49,36,11,15,8,22,225,43,9,21,38,60,183,288,551,373,182,58,73,1878
116031317,0,0,30,0,3,0,0,0,15,21,26,14,8,0,0,90,0,0,0,0,4,11,7,4,0,3,0,0,26,7,3,6,4,10,18,16,13,3,6,0,12,97,11,3,3,9,14,47,51,51,19,11,3,18,241,72,28,23,41,83,274,426,464,164,98,49,84,1799
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,0,0,29,7,0,0,0,0,11,15,37,21,6,4,7,109,0,0,0,0,0,11,3,14,3,5,4,0,53,6,8,3,3,4,25,19,23,7,4,4,4,108,9,8,4,11,10,45,42,76,43,19,8,21,300,98,32,31,48,68,270,406,780,450,269,120,112,2686
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,0,0,8,0,0,0,0,0,4,3,12,3,14,3,3,45,0,0,0,0,0,3,4,3,4,6,3,3,29,0,0,0,3,3,7,6,8,4,5,3,0,50,0,3,0,3,9,17,18,26,15,22,13,8,133,41,20,8,15,36,97,86,218,193,313,219,59,1299
117011322,0,0,8,6,0,0,3,4,5,3,12,6,10,8,7,61,4,0,3,0,0,4,4,9,4,3,4,4,50,7,0,0,0,9,9,6,9,15,11,3,0,76,21,3,3,9,10,19,18,36,22,28,17,11,197,86,13,23,43,53,148,174,339,288,396,283,100,1930
117011323,0,0,5,4,0,0,3,3,0,10,11,4,5,5,3,44,0,0,0,0,0,3,11,4,0,3,0,0,23,3,0,0,3,5,3,4,10,3,5,3,0,42,10,0,0,9,8,9,17,19,8,18,7,5,112,35,12,10,20,32,56,93,149,98,157,161,39,858
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,0,0,9,4,0,0,0,4,14,9,22,14,7,6,7,91,3,0,0,3,0,8,4,14,0,4,3,0,41,10,0,0,0,5,10,10,24,11,12,4,0,83,16,0,3,3,14,30,25,62,26,26,19,3,233,87,22,12,33,43,160,160,379,285,462,339,82,2071
117021327,0,0,8,9,0,3,0,0,9,13,14,4,15,7,3,70,0,0,0,0,0,4,4,4,5,6,7,0,24,4,6,0,0,3,3,3,11,3,4,5,3,55,12,9,3,5,6,20,18,28,17,25,18,6,159,77,21,19,23,32,98,118,258,191,387,457,42,1719
117021328,0,0,8,0,0,0,0,0,3,4,7,6,6,4,5,41,4,0,3,0,0,0,3,7,3,3,3,0,28,3,3,0,0,0,0,6,9,5,0,3,3,32,5,3,3,3,3,11,13,20,19,10,8,8,103,25,11,12,16,18,47,81,131,158,188,149,31,864
117031329,0,0,0,0,0,0,0,0,0,3,5,0,3,3,3,24,0,0,0,0,0,0,0,0,3,3,0,0,9,3,0,0,0,0,0,0,3,0,4,3,0,14,3,0,0,0,3,0,3,11,3,7,8,3,48,27,13,6,3,14,41,41,62,68,117,177,19,586
117031330,0,0,11,0,0,0,0,0,3,3,12,13,9,0,0,52,0,0,0,0,0,7,5,9,0,0,0,0,25,0,4,0,0,3,3,3,10,3,3,3,0,27,3,4,0,0,4,9,11,28,22,18,7,0,110,65,7,12,15,16,89,112,287,263,382,324,40,1615
117031331,0,0,3,0,3,0,0,0,0,3,5,3,5,7,0,35,0,0,0,0,0,0,0,10,5,7,8,0,23,7,0,0,0,0,0,3,3,3,3,3,0,26,3,3,0,0,3,0,7,17,8,15,19,0,86,50,8,11,20,17,53,75,160,109,203,301,32,1040
117031332,0,0,7,3,3,0,0,0,7,5,6,8,5,13,3,46,3,0,0,0,0,4,0,6,3,4,0,0,19,3,0,0,0,0,5,3,4,8,5,3,3,39,12,4,0,5,0,13,6,15,15,18,11,3,113,54,19,17,13,32,91,101,196,185,333,380,58,1471
117031333,0,0,0,0,0,0,0,3,0,4,3,0,3,3,0,26,0,0,0,0,0,4,0,3,4,0,3,0,11,0,0,0,0,0,0,0,4,3,4,3,0,16,4,0,0,0,3,5,4,12,3,9,13,7,57,34,6,11,13,17,49,45,109,64,120,201,22,693
117031334,0,0,0,3,0,0,3,0,4,3,7,8,0,11,0,40,5,0,0,0,0,0,0,5,0,3,4,0,23,3,0,0,0,0,0,0,4,3,0,3,0,25,12,3,0,3,0,7,7,18,12,3,13,0,88,59,9,5,16,19,64,79,166,126,151,226,30,946
117031335,0,0,4,0,0,0,0,0,4,0,3,4,4,5,0,34,0,0,0,0,0,0,3,3,3,6,0,0,20,0,0,0,3,0,3,3,0,0,5,3,0,21,3,0,0,3,3,14,9,7,8,17,11,4,85,39,3,6,10,13,67,79,153,139,220,228,31,996
117031336,3,0,3,5,0,0,0,0,0,3,5,7,3,8,0,32,0,0,0,0,0,0,0,4,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,4,0,17,7,0,0,3,0,3,7,9,8,3,16,4,55,44,10,4,8,14,37,57,121,99,147,225,30,797
117031337,0,0,7,3,0,0,0,0,0,0,4,0,4,4,3,31,3,0,0,0,0,0,3,7,3,3,9,0,35,3,0,0,0,0,8,0,4,3,3,10,0,28,14,0,0,0,0,12,5,15,9,15,26,7,101,62,5,10,8,12,47,51,122,89,149,197,26,779
117031338,0,0,10,0,3,0,0,0,3,3,18,11,6,6,0,55,3,3,0,0,0,4,7,10,7,6,0,5,48,6,0,0,0,0,7,7,14,5,6,3,0,51,11,8,3,3,0,22,16,37,25,25,8,4,165,88,18,17,32,42,126,176,437,321,451,279,64,2050
118011339,0,0,6,3,0,0,0,0,0,4,4,3,4,12,0,40,4,0,3,0,3,0,3,5,3,0,3,3,27,5,0,0,0,0,3,0,3,0,0,8,5,28,9,0,3,0,3,5,9,17,11,10,23,11,102,71,18,14,17,21,61,60,140,105,182,519,68,1284
118011340,0,0,7,4,3,0,0,0,3,7,12,3,14,12,0,63,5,0,0,0,0,4,4,3,0,5,8,0,31,4,0,0,4,0,0,5,7,5,4,4,0,32,12,3,0,4,0,8,11,24,7,19,29,6,127,77,13,11,18,26,73,81,166,128,260,484,74,1416
118011341,7,0,9,3,0,0,0,0,3,3,3,9,12,16,0,48,0,0,0,0,0,3,3,0,5,0,4,0,27,4,3,0,0,0,0,5,3,0,3,4,0,20,5,3,0,0,0,5,14,8,17,17,31,4,112,59,6,6,11,23,73,60,133,110,195,438,46,1171
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,3,0,17,3,0,3,0,0,5,7,4,13,4,22,6,69,5,0,0,0,3,0,3,9,0,0,7,0,38,6,0,0,0,0,6,3,11,3,4,15,4,46,18,3,3,0,4,11,17,28,19,10,52,12,169,154,22,12,12,20,71,59,169,115,245,697,121,1696
118011344,0,0,7,0,0,0,0,0,0,7,0,4,3,11,0,22,3,0,0,0,0,4,4,3,0,0,3,3,16,0,0,0,0,0,0,7,4,0,3,0,4,24,4,0,0,0,0,4,18,6,8,8,11,6,72,61,12,10,7,8,56,52,91,74,154,414,78,1021
118011345,5,0,3,3,0,0,0,0,5,0,4,10,9,21,0,50,3,0,0,0,0,0,0,5,3,0,10,0,28,4,0,0,0,0,0,0,3,0,5,3,3,17,10,0,0,0,0,9,4,18,14,16,36,3,101,49,6,3,10,15,43,46,107,87,166,526,44,1109
118011346,3,0,6,5,0,0,0,0,0,0,5,0,5,11,3,28,3,0,0,0,0,0,3,0,0,0,8,0,21,0,3,0,0,3,0,0,0,0,0,3,0,17,11,3,0,0,0,0,6,12,4,4,22,6,70,83,11,6,11,9,35,37,88,63,128,432,83,980
118011347,0,0,4,3,0,0,0,0,3,0,0,0,3,10,0,25,4,0,0,0,0,0,0,3,0,0,7,0,19,3,0,0,0,3,4,3,3,0,3,5,0,25,10,0,0,0,3,6,7,9,0,9,22,0,70,33,4,3,3,12,27,20,59,45,81,269,34,598
118021348,0,0,13,4,0,0,0,0,5,3,10,8,15,24,3,73,0,0,0,0,5,3,0,3,3,6,3,3,34,3,0,0,3,0,7,5,7,0,3,5,4,36,14,0,0,3,11,16,9,17,8,24,32,11,157,91,15,13,25,38,119,95,205,177,330,668,90,1869
118021350,0,0,19,0,0,0,3,0,4,8,17,10,16,9,0,70,3,0,3,0,3,9,4,3,10,3,7,3,42,7,3,4,0,10,7,9,16,3,10,8,5,72,11,3,4,3,9,23,28,35,23,31,28,6,204,98,25,22,21,61,148,154,313,253,401,501,115,2101
118021564,0,0,3,0,0,0,0,0,3,4,7,0,3,4,3,24,0,0,0,0,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,3,3,3,0,3,0,17,5,0,0,0,3,11,11,8,3,5,12,6,60,40,7,6,7,9,37,45,70,47,86,174,37,559
118021565,0,0,3,0,0,0,0,0,3,3,3,8,7,8,0,28,0,0,0,0,0,3,3,3,0,0,4,0,19,9,3,0,0,0,3,3,3,5,8,0,0,36,10,3,0,3,3,8,13,13,11,15,9,8,90,50,14,14,22,16,60,63,113,79,152,217,43,850
118021566,0,0,3,0,0,0,0,0,0,0,0,4,3,5,3,20,0,0,0,0,0,0,3,7,0,0,0,4,15,7,0,0,3,0,3,3,4,3,3,3,0,22,3,0,0,3,3,3,9,5,4,7,6,10,63,48,7,6,12,15,44,44,94,89,140,234,48,775
118021567,0,0,5,0,4,0,0,0,3,0,3,0,11,10,0,25,0,0,0,0,0,3,3,3,3,0,3,0,17,0,0,0,0,0,0,3,0,5,3,3,0,20,3,7,0,0,0,9,10,10,16,10,11,0,69,33,10,5,13,15,49,55,109,95,167,202,30,772
118021568,0,0,8,0,0,0,0,0,3,0,3,0,4,7,0,27,3,0,0,0,0,0,5,0,0,0,3,0,22,3,0,3,3,0,3,3,3,4,4,3,3,27,7,0,3,3,3,9,3,14,5,9,19,3,77,55,15,14,7,11,41,45,109,91,146,192,28,752
118021569,0,0,10,0,0,0,0,0,3,3,6,7,9,11,0,47,3,0,0,3,3,4,0,4,0,10,5,3,30,5,3,3,0,0,4,7,7,0,3,4,3,40,7,3,5,5,3,15,13,20,16,19,16,10,126,50,14,6,11,27,72,78,181,149,227,349,58,1217
118021570,0,0,6,4,0,0,0,0,3,9,5,7,4,4,3,39,3,0,0,0,0,0,0,3,4,0,0,3,17,4,0,0,5,0,0,5,3,0,3,4,3,31,11,3,0,5,3,3,12,13,9,9,10,6,94,43,6,12,17,24,44,61,98,77,154,270,42,837
119011354,0,0,25,4,0,0,3,0,17,12,18,16,16,3,7,100,4,0,0,0,0,7,8,11,3,3,0,3,40,6,3,0,0,0,17,15,19,8,6,4,12,89,19,3,3,5,8,43,39,53,25,30,10,14,255,90,24,28,43,51,212,225,462,314,348,100,123,2011
119011355,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,3,6,21,21,29,29,9,135
119011356,0,0,13,4,0,0,0,3,5,3,13,14,13,4,0,69,0,0,0,0,0,3,7,9,4,4,0,0,28,4,0,0,3,0,6,3,8,5,3,3,5,42,11,3,0,3,9,21,19,33,19,20,13,8,153,56,16,12,25,31,113,105,242,176,179,92,52,1092
119011357,5,3,41,10,0,3,0,6,13,18,22,6,12,11,9,100,5,0,0,0,0,12,9,17,3,11,3,0,58,9,0,0,6,11,13,15,27,17,15,3,14,127,24,3,4,5,20,39,45,67,25,40,22,23,327,101,24,36,49,75,208,321,518,326,321,182,128,2284
119011358,0,0,17,3,0,0,9,0,10,4,16,15,4,0,8,66,3,0,0,3,3,8,4,10,5,0,3,3,46,0,0,3,0,3,15,11,16,11,5,3,3,71,9,0,10,14,7,34,21,46,29,8,4,16,201,83,23,42,41,49,172,186,385,300,300,117,80,1772
119011359,5,0,43,3,0,5,0,6,11,11,30,23,17,9,0,110,3,0,0,3,4,8,7,15,4,3,3,8,62,7,0,3,8,7,17,17,27,10,16,11,0,112,19,4,6,12,16,35,39,73,38,39,25,14,321,127,48,42,68,88,237,310,633,516,594,319,131,3104
119011360,0,0,21,7,0,0,0,3,8,6,20,14,13,0,5,81,0,0,0,0,0,3,9,8,6,3,4,0,31,3,0,0,0,10,10,8,17,9,11,7,5,72,9,0,0,3,12,18,27,50,24,32,11,15,199,69,20,16,35,42,160,201,359,271,319,135,72,1705
119011361,0,0,23,9,0,0,0,8,18,19,22,11,3,5,5,95,5,0,0,0,0,5,11,4,7,6,3,0,44,5,0,3,4,11,23,18,18,19,6,3,10,117,12,4,7,7,16,50,48,60,34,11,8,15,275,84,28,26,47,65,227,276,441,236,206,103,81,1813
119011571,0,0,18,3,0,0,3,0,9,6,17,4,5,3,0,57,5,0,0,0,3,12,7,9,0,0,4,0,40,11,4,3,3,3,7,20,12,10,5,3,3,82,19,3,3,5,6,34,38,35,14,17,10,5,202,78,11,17,29,37,186,223,248,107,94,69,40,1140
119011572,0,0,13,3,0,0,0,3,12,8,11,9,7,0,3,60,0,3,0,3,3,10,11,8,6,0,0,0,48,11,4,0,0,7,11,12,13,5,6,0,3,79,19,11,3,0,9,30,41,40,22,14,0,12,202,56,19,16,21,38,150,173,239,98,109,47,61,1035
119021362,0,0,27,8,0,0,0,4,3,9,28,8,7,11,4,83,9,0,0,0,3,9,3,8,0,0,0,3,40,8,0,0,0,7,15,7,19,6,11,4,3,87,17,0,3,3,12,34,23,65,20,26,18,11,238,97,14,15,42,60,161,168,322,216,251,166,95,1601
119021363,0,0,29,9,0,0,6,3,16,21,24,9,13,0,6,99,5,0,0,12,0,8,14,14,3,3,4,8,72,10,3,6,3,8,16,25,12,11,9,3,10,120,25,8,5,13,16,42,58,58,25,36,13,25,318,152,36,37,52,60,251,299,417,234,287,155,99,2083
119021364,0,0,24,0,3,0,0,0,7,13,20,12,10,15,0,74,7,0,3,0,8,4,3,8,3,3,9,7,51,10,0,0,0,7,13,11,20,13,13,6,5,106,21,5,0,7,10,24,30,55,26,26,29,5,253,114,32,20,48,51,164,211,402,300,448,404,125,2313
119021366,3,3,25,0,0,0,0,8,12,13,17,11,5,0,0,74,0,4,3,3,0,8,11,12,4,7,0,0,57,10,0,0,3,3,15,15,12,11,6,0,3,84,13,3,4,5,11,43,45,48,27,26,10,9,239,102,26,28,37,54,207,273,387,244,225,101,97,1774
119021367,0,0,19,7,3,0,3,0,7,10,16,10,3,3,3,62,0,0,0,0,4,0,4,10,3,5,0,3,29,7,0,5,3,4,10,10,16,10,3,0,4,63,16,4,5,6,6,23,19,47,20,14,8,14,175,64,24,28,34,52,130,151,287,202,252,129,83,1437
119021573,0,0,6,5,3,0,0,4,12,7,11,4,0,0,0,50,3,0,0,0,3,3,7,10,3,3,0,0,28,0,0,0,0,3,8,8,9,0,3,0,0,50,4,4,0,3,12,27,27,32,7,9,3,5,136,46,19,13,31,44,133,166,177,71,68,33,41,850
119021574,0,0,10,0,3,0,3,3,3,4,4,3,0,0,0,34,0,0,0,0,0,3,3,3,0,3,0,0,19,0,3,0,4,3,8,4,6,3,0,3,3,38,9,6,0,5,4,23,12,14,4,8,3,6,97,31,18,10,21,29,89,102,139,56,51,18,23,588
119031368,3,0,21,12,0,0,0,0,3,9,13,4,13,9,3,81,9,3,0,3,3,10,3,10,6,3,0,3,65,6,0,0,0,9,14,11,19,6,10,11,10,88,32,3,3,8,14,29,28,44,19,27,23,18,255,161,31,16,56,78,197,182,405,198,260,220,100,1913
119031369,0,0,17,5,0,0,0,3,13,9,16,6,9,6,9,75,3,0,0,0,8,8,16,9,3,3,8,3,59,12,3,3,0,9,25,13,23,13,15,3,5,112,20,3,3,9,13,41,37,48,21,23,19,16,262,139,36,17,44,77,207,253,479,303,367,294,132,2350
119031370,0,0,13,0,0,0,0,0,4,3,7,8,7,4,0,37,6,0,0,0,7,6,4,10,4,5,0,3,37,3,4,0,4,3,0,3,12,5,4,3,4,53,12,4,0,9,9,12,14,37,22,13,6,8,137,86,23,19,25,48,110,125,253,151,218,114,50,1237
119031371,0,0,8,0,3,0,0,0,0,0,4,0,10,4,3,33,4,0,0,0,0,3,3,3,5,0,5,0,32,0,3,0,3,0,4,3,7,5,3,3,7,37,8,3,0,5,3,16,13,18,10,14,15,11,106,82,23,15,28,26,109,92,190,134,227,285,58,1271
119031372,0,0,24,0,0,0,0,4,3,7,8,7,14,5,3,51,5,0,0,3,0,6,11,9,0,6,4,4,44,3,3,0,0,3,8,18,11,10,7,6,5,72,3,3,3,4,9,21,38,25,26,28,18,12,193,98,36,25,31,69,138,195,393,299,394,306,93,2077
119031373,0,0,13,3,0,0,0,4,10,3,6,3,0,0,0,35,3,0,0,3,0,3,3,10,3,3,0,0,22,6,0,0,3,0,8,10,13,4,3,0,0,43,11,0,3,5,4,20,15,26,12,4,0,0,112,60,12,8,23,26,110,124,201,113,103,64,21,849
119031374,4,3,18,3,0,0,0,0,9,7,18,6,10,13,4,75,8,0,0,3,4,12,14,6,3,10,10,6,73,4,3,4,3,5,15,5,17,3,12,9,8,88,24,7,4,9,13,34,33,50,17,29,30,18,264,168,40,28,35,60,200,221,432,256,377,478,112,2398
119041375,0,0,14,4,5,0,0,0,9,8,20,6,11,8,3,69,0,0,0,0,3,3,7,6,4,7,6,0,32,4,4,0,0,3,10,18,23,8,4,0,6,82,9,7,3,0,8,25,33,56,20,18,12,13,200,68,27,13,33,32,163,189,382,261,310,205,75,1760
119041376,0,0,21,7,0,7,0,3,12,15,20,16,16,3,4,96,10,0,0,0,6,7,12,15,10,5,7,7,84,3,4,3,0,10,11,17,21,12,8,6,7,103,23,8,12,7,14,35,43,58,34,28,16,21,302,120,41,34,48,67,216,289,542,329,400,264,123,2487
119041377,0,0,3,3,0,0,0,0,0,4,7,3,3,4,0,31,0,0,0,0,0,3,3,3,3,0,5,0,22,0,0,0,0,3,3,3,10,6,0,3,4,46,8,3,0,3,8,6,9,23,18,6,16,7,106,55,17,14,26,28,94,90,199,156,209,171,71,1120
119041378,0,0,3,3,0,0,0,0,3,5,3,3,4,0,0,32,0,0,0,0,0,8,3,4,3,3,0,0,24,7,0,0,0,3,7,0,8,0,4,0,0,32,14,5,0,3,5,19,16,13,8,10,3,5,92,45,11,6,19,20,82,114,204,132,109,91,37,868
119041379,0,3,11,3,0,0,3,0,5,4,8,6,8,3,0,47,3,0,0,3,0,12,5,9,7,0,3,0,41,6,0,0,3,3,6,10,17,3,7,8,0,61,11,3,0,7,5,22,19,26,18,16,10,3,162,81,19,22,25,38,132,152,280,170,236,194,57,1407
119041380,3,0,11,4,0,0,0,0,7,11,7,4,3,8,0,49,3,0,0,0,0,3,0,4,3,0,3,0,27,0,7,0,3,0,6,6,12,3,4,3,0,53,12,6,3,3,3,16,17,25,14,10,20,5,140,56,15,16,23,35,93,103,175,140,177,192,64,1083
119041381,0,0,12,4,0,0,4,0,10,9,14,6,3,6,5,55,3,0,0,0,4,6,0,12,3,8,0,0,40,8,0,0,3,5,6,13,16,6,3,3,7,71,16,0,0,6,8,23,25,39,18,17,13,8,181,80,29,12,32,48,140,177,353,263,237,150,74,1590
119041382,4,0,12,3,0,0,0,3,8,7,13,9,16,3,3,67,3,0,0,0,0,3,6,5,5,0,0,0,30,11,0,0,0,6,9,4,12,13,6,4,0,52,10,3,0,3,7,17,20,34,26,20,12,7,168,70,13,9,25,39,104,122,261,181,260,282,75,1437
120011383,10,4,16,0,4,0,0,0,4,0,9,9,17,17,4,65,9,3,0,0,0,6,9,12,3,8,7,4,63,4,0,0,0,5,12,9,12,7,3,8,5,73,13,7,3,8,8,23,23,37,25,29,43,15,216,128,35,24,41,54,177,154,272,238,386,578,99,2184
120011384,0,0,10,3,0,0,3,0,8,8,19,14,5,7,3,77,4,0,0,0,4,8,4,5,4,13,9,0,58,6,0,5,0,4,9,10,14,10,12,8,4,74,15,0,9,8,7,27,30,45,26,30,22,7,215,136,27,23,24,47,161,192,435,314,375,320,81,2142
120011385,3,0,14,3,0,0,0,0,0,0,7,3,9,12,3,48,0,0,0,0,3,6,7,3,11,7,10,0,42,4,0,0,0,8,4,5,12,5,5,8,3,56,10,4,0,0,14,20,8,24,21,19,27,11,158,77,15,15,13,55,111,86,196,187,327,565,83,1734
120011386,0,0,8,5,0,0,0,7,7,4,15,10,4,6,3,64,0,0,3,0,6,3,4,4,3,6,3,0,33,10,0,0,0,6,4,9,6,7,7,9,3,61,12,3,5,3,13,13,18,35,20,20,19,7,164,91,27,23,31,52,126,121,263,212,364,469,86,1867
120021387,3,0,14,0,0,3,0,0,3,0,0,4,10,21,0,46,3,0,0,0,0,0,4,4,3,3,11,0,32,5,0,0,5,3,0,0,0,3,3,4,0,27,4,0,6,11,5,9,4,10,13,26,34,4,115,75,15,21,29,27,79,62,136,123,239,600,50,1452
120021388,3,0,19,3,0,0,3,3,7,9,11,13,13,19,3,92,5,0,0,3,3,9,6,3,3,7,6,3,51,11,3,0,6,3,11,14,13,10,5,6,3,74,18,4,4,11,5,30,32,27,30,27,39,11,239,98,33,24,36,55,136,153,267,301,585,899,101,2685
120021389,0,0,12,4,0,0,0,4,4,4,9,4,18,6,0,44,0,0,0,0,0,4,0,3,3,0,3,0,25,3,0,0,0,0,3,3,10,4,3,4,0,26,8,0,0,3,4,9,12,18,14,23,9,7,110,54,13,14,13,27,67,74,143,144,333,524,43,1444
120031390,0,0,17,3,3,0,0,3,13,7,9,7,3,4,5,58,3,0,0,0,0,3,4,15,6,7,0,0,44,3,3,0,3,8,9,6,25,6,9,5,3,72,13,3,0,8,12,21,28,49,20,17,9,10,190,105,28,14,24,48,143,148,305,193,229,187,57,1480
