SA2_MAINCODE_2016,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85o,C11_F_NatPhy_sci_T,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85_ov,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85_ov,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85o,C11_F_Arch_building_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_Agr_env_re_st_85o,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85o,C11_F_Healt_To,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85o,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85o,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85o,C11_F_Society_cultur_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Create_arts_85ov,C11_F_Creative_arts_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85o,C11_F_Foo_hos_pers_S_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85_ov,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85o,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85o,C11_F_FldStu_NS_T,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85o,C11_F_T_T,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85_ov,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85_o,C16_F_InfTec_T,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85_o,C16_F_EngRT_T,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85o,C16_F_ArchBuild_T,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RE_85o,C16_F_AgEnv_RS_T
206061135,0,9,53,18,4,5,6,3,0,98,0,0,26,12,3,4,0,0,0,50,0,7,29,13,10,5,3,3,0,68,0,6,25,17,6,3,5,0,0,61,0,0,3,5,0,3,4,0,0,14,0,26,103,64,69,68,50,26,3,408,0,5,56,30,51,68,45,16,5,276,0,64,261,153,94,61,33,7,3,678,0,26,141,128,90,66,46,12,9,509,0,31,111,63,33,15,9,6,0,260,3,19,34,21,11,8,8,0,0,100,0,0,0,0,0,0,0,0,0,3,0,3,20,23,15,14,5,0,0,86,16,36,86,48,39,35,43,38,32,377,22,232,949,588,421,371,244,109,57,2991,0,13,36,21,12,7,6,0,5,107,0,8,14,9,8,6,3,0,0,46,0,5,26,10,11,0,5,3,7,66,0,11,16,18,7,8,7,0,0,69,0,0,3,0,4,6,0,0,0,17
206061136,0,24,98,31,10,14,3,3,0,191,0,0,36,26,11,11,0,0,0,82,0,18,48,22,8,6,9,13,3,123,0,13,83,31,14,9,0,0,0,158,0,3,12,8,3,0,0,0,0,33,0,66,298,119,64,68,40,18,13,681,0,10,110,83,59,75,54,21,11,424,0,125,690,347,130,74,21,17,4,1416,4,60,367,185,100,70,32,22,8,838,8,96,299,101,46,31,8,3,0,597,5,52,115,39,25,12,13,7,3,269,0,0,0,0,0,0,0,0,0,4,0,13,65,31,26,11,7,0,0,149,29,90,210,101,81,72,69,93,63,799,51,562,2436,1130,581,453,257,193,108,5770,0,26,93,44,23,8,6,4,0,212,0,3,36,30,15,6,3,0,0,95,0,5,61,21,10,10,14,20,3,145,0,16,103,34,22,17,5,0,0,199,0,3,14,12,3,3,0,0,0,39
206061137,0,24,97,31,13,14,8,0,0,193,0,4,53,20,6,7,0,0,0,97,0,8,63,11,5,8,9,12,3,120,0,12,66,22,9,13,9,0,0,130,0,4,16,6,7,3,0,0,0,43,0,51,248,75,67,63,47,28,3,587,0,10,90,52,61,87,44,17,0,365,5,144,624,258,108,98,17,20,3,1277,0,77,374,162,96,89,48,16,3,868,3,74,251,73,37,30,13,6,3,504,8,46,77,33,15,9,9,0,0,196,0,0,0,0,0,0,0,0,0,0,0,9,37,25,16,15,11,4,5,123,40,72,218,94,70,79,72,76,19,739,56,547,2215,871,522,523,289,189,38,5245,3,35,139,50,21,22,15,8,0,294,0,7,75,42,15,11,3,0,0,148,0,18,90,33,13,14,4,12,0,188,0,22,100,28,18,11,13,3,0,186,0,6,24,8,8,3,3,0,0,51
206061138,0,11,34,17,28,23,13,9,0,128,0,0,31,16,12,3,0,0,0,64,0,5,20,11,9,9,4,4,0,56,0,9,26,20,8,6,6,4,0,88,0,8,3,3,3,0,0,0,0,18,0,37,122,72,96,118,90,50,25,600,0,9,46,32,68,120,89,32,10,403,0,62,266,179,174,130,66,13,12,904,0,43,150,105,124,144,89,46,15,721,4,52,118,34,55,44,34,15,4,354,6,23,45,26,17,16,10,8,0,148,0,0,0,0,0,3,0,0,0,4,0,14,19,22,37,25,22,8,5,150,35,37,78,63,75,85,77,74,58,584,49,301,963,597,707,724,490,261,141,4232,0,11,22,26,18,27,22,12,4,145,0,4,13,14,10,6,5,0,0,56,0,4,16,21,10,3,9,3,0,69,0,0,31,22,14,14,7,5,0,90,0,5,8,3,3,7,0,0,0,18
206071139,0,5,30,8,7,3,0,0,0,59,0,3,3,8,9,0,0,0,0,20,0,0,10,4,0,3,3,0,0,23,0,4,22,8,5,0,0,0,0,32,0,0,9,5,0,0,0,0,0,14,0,10,69,30,20,16,13,5,4,166,0,0,31,16,24,29,12,9,0,115,3,18,140,74,32,20,3,0,3,300,0,10,137,73,28,31,17,3,0,304,0,24,84,23,14,5,0,0,0,158,0,9,21,13,3,0,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,3,20,9,4,4,0,0,0,39,19,21,79,44,39,25,24,11,8,266,25,114,643,321,195,142,66,32,21,1549,0,17,49,15,11,5,8,0,0,103,0,0,26,23,4,6,0,0,0,59,0,4,42,9,0,0,3,0,0,72,0,6,60,6,6,0,0,0,0,91,0,3,10,0,0,0,0,0,0,15
206071140,0,21,51,28,18,10,9,0,3,146,0,0,8,4,3,0,0,0,0,28,0,3,26,14,5,4,0,6,4,60,0,21,46,19,3,3,5,0,0,95,0,3,18,8,3,0,0,0,0,38,0,33,149,62,47,54,11,15,3,378,0,9,62,44,64,64,38,10,0,295,0,52,156,94,53,42,18,0,0,412,0,72,239,136,82,89,51,10,4,677,0,85,187,83,31,17,6,0,0,412,0,16,24,10,9,3,4,0,0,67,0,0,0,0,0,0,0,0,0,3,0,18,27,18,12,14,3,0,0,93,5,25,56,32,28,25,16,16,15,219,16,348,1059,549,359,327,171,62,29,2915,0,33,47,22,24,13,23,6,0,169,0,3,5,5,7,0,0,0,0,30,0,6,17,17,3,0,4,7,0,52,0,9,48,34,8,0,4,0,0,103,0,3,14,6,3,0,0,0,0,29
206071141,0,3,37,9,9,3,0,0,0,59,0,0,9,9,0,0,0,0,0,17,0,4,13,8,8,0,5,0,0,53,0,3,22,12,3,0,3,0,0,45,0,0,3,5,0,3,0,0,0,9,0,15,100,36,13,11,9,0,0,182,0,3,34,19,21,19,15,3,0,110,4,22,151,55,31,16,3,0,0,284,0,15,167,82,36,17,11,3,0,334,0,17,135,64,19,11,9,0,0,252,0,16,31,13,4,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,3,34,13,0,3,3,0,0,60,15,51,119,89,62,36,30,25,11,440,26,160,855,407,218,128,76,37,13,1919,0,4,48,22,10,6,3,0,0,90,0,0,11,10,5,0,0,0,0,27,0,6,27,14,5,6,4,4,0,58,0,3,55,21,10,0,3,0,0,85,0,3,9,4,0,3,0,0,0,26
206071142,0,15,58,25,13,3,7,0,0,114,0,0,19,0,4,0,0,0,0,23,0,3,26,9,6,0,3,8,0,52,0,8,54,25,11,17,0,0,0,110,0,0,23,8,3,3,0,0,0,29,0,24,144,72,44,35,20,10,0,346,0,3,53,41,32,36,31,6,4,212,0,45,196,88,47,20,12,0,0,413,0,48,247,132,69,57,35,12,0,595,0,46,207,92,42,22,7,0,0,417,3,16,40,25,14,4,0,0,0,96,0,0,0,0,0,0,0,0,0,3,0,11,36,19,7,11,0,0,0,89,27,59,152,86,54,45,34,34,17,513,38,279,1259,615,341,252,148,76,24,3031,0,15,58,22,13,11,5,4,0,123,0,3,12,7,8,3,0,0,0,31,0,3,37,11,3,4,0,4,0,70,0,10,46,23,18,10,0,0,0,112,0,3,14,4,3,0,0,0,0,25
206071143,0,10,68,34,32,11,3,4,0,165,0,0,19,13,9,0,0,0,0,46,0,3,31,14,9,3,3,3,3,61,0,3,36,37,12,7,0,0,0,97,0,3,19,3,5,3,0,0,0,31,0,31,172,113,83,56,29,17,4,502,0,10,64,50,82,93,47,5,3,350,0,54,181,150,91,45,11,6,4,540,6,53,341,218,138,126,45,6,3,936,3,59,248,121,38,26,8,10,0,509,5,9,34,22,14,6,4,3,0,103,0,0,0,0,0,0,0,0,0,3,0,12,50,26,25,6,4,0,0,122,23,50,97,60,33,42,27,41,21,394,41,288,1360,872,565,436,170,95,43,3865,0,20,52,36,24,26,11,4,0,162,0,0,12,14,5,9,0,0,0,39,0,3,30,25,8,5,7,4,3,85,0,6,57,33,20,10,4,0,0,135,0,0,14,12,3,5,0,0,0,36
206071144,0,25,156,70,32,12,9,0,0,301,0,3,58,47,13,5,4,0,0,124,0,13,63,21,21,14,6,7,0,140,0,11,92,51,14,12,4,0,0,180,0,7,41,16,6,3,3,0,0,77,4,99,428,160,91,90,58,16,5,956,0,21,219,110,96,133,56,18,3,659,11,156,984,484,181,93,32,4,0,1944,3,116,686,315,176,162,40,11,0,1515,6,105,411,150,60,37,7,3,0,782,7,38,153,66,30,21,4,3,0,335,0,0,0,0,0,0,0,0,0,0,0,14,79,46,18,14,3,0,0,176,50,84,244,171,94,100,80,79,31,942,80,691,3625,1698,838,697,308,141,51,8126,0,36,140,74,48,20,14,0,0,332,0,10,54,53,15,11,6,0,0,146,0,8,75,40,17,13,4,6,0,174,0,21,131,43,32,6,5,3,0,246,0,4,34,22,11,7,0,0,0,79
206071145,0,3,50,33,25,15,3,0,0,127,0,0,14,10,3,7,0,0,0,34,0,0,23,15,10,3,4,0,0,48,0,4,13,15,13,4,0,0,0,48,0,4,14,9,3,4,0,0,0,37,0,21,119,99,91,55,15,10,3,414,0,6,67,52,58,85,28,5,0,304,3,23,126,134,73,39,5,3,0,416,4,32,153,137,113,123,25,13,0,610,0,31,104,57,33,20,3,0,0,252,3,9,24,24,15,8,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,3,26,15,18,11,4,0,0,84,6,6,43,34,35,30,19,13,8,198,15,147,772,648,474,399,120,43,19,2644,0,13,43,24,26,15,6,3,0,127,0,0,3,11,4,8,3,0,0,30,0,3,12,16,9,3,4,5,0,49,0,5,31,6,9,11,0,0,0,60,0,3,9,9,10,9,3,0,0,45
207011146,0,7,14,24,25,7,4,0,0,85,0,0,7,21,13,8,0,0,0,51,0,0,6,10,7,3,3,0,0,34,0,3,4,8,6,3,0,0,0,24,0,0,3,4,4,0,0,0,0,22,0,17,40,86,78,40,28,16,8,314,0,0,25,60,78,66,36,8,5,279,4,27,92,138,83,41,17,3,10,425,0,11,54,95,71,44,13,3,3,288,3,17,26,27,15,5,0,3,0,101,0,4,19,14,13,5,4,0,0,66,0,0,0,0,0,0,0,0,0,0,4,7,0,17,9,6,3,3,0,42,10,7,21,27,18,27,27,18,19,179,25,96,314,545,420,254,137,64,61,1910,0,5,11,27,30,22,8,4,0,103,0,0,12,22,15,5,0,0,0,58,0,3,9,6,12,3,3,5,4,45,0,3,3,10,3,3,3,0,0,24,0,0,3,0,11,3,0,0,0,17
207011147,0,8,28,37,56,28,10,7,3,179,0,0,24,30,32,10,0,0,0,95,0,4,11,23,38,6,6,6,5,110,0,4,16,19,19,8,3,0,0,63,0,4,3,4,6,5,0,0,0,21,0,48,88,131,217,153,96,70,41,855,0,3,54,69,139,159,82,56,40,600,3,94,191,249,213,141,56,44,38,1026,4,41,78,128,141,109,58,28,12,601,0,29,42,28,46,22,13,11,7,196,6,19,17,32,28,19,10,14,0,148,0,0,0,0,0,0,0,0,0,3,0,11,20,24,24,14,3,4,3,104,30,22,36,50,64,39,38,73,71,415,51,289,612,815,1021,721,390,315,216,4419,0,32,22,36,50,45,20,4,11,217,0,0,20,32,43,8,3,0,0,109,0,4,24,23,31,15,9,12,3,114,0,7,20,17,10,13,0,0,0,73,0,3,3,0,5,4,0,3,0,24
207011148,0,16,22,69,89,17,15,9,7,242,0,3,23,42,40,19,0,0,0,125,0,0,16,35,45,13,10,17,3,139,0,4,12,23,25,8,0,3,0,71,0,3,3,5,4,3,0,0,0,18,0,43,130,178,244,164,97,55,21,928,0,17,45,95,212,184,95,42,5,697,3,73,175,361,286,139,56,59,28,1183,3,53,68,146,193,120,49,20,8,663,3,32,31,52,53,16,11,18,0,223,3,27,22,35,29,19,14,5,9,163,0,0,0,0,3,0,0,0,0,4,0,5,15,30,35,18,5,3,0,112,56,22,28,52,76,57,60,97,71,524,70,300,604,1127,1333,778,411,332,152,5105,0,30,36,45,100,44,22,5,6,284,0,3,15,54,57,23,7,0,0,156,0,3,19,40,43,18,8,19,7,154,0,4,13,19,25,18,4,4,0,87,0,9,0,3,3,6,0,0,0,23
207011149,0,21,43,51,61,43,23,12,8,255,0,3,24,33,41,12,3,0,0,114,0,6,35,33,18,10,14,6,7,121,0,8,8,12,14,13,3,0,0,65,0,5,7,9,6,3,3,0,3,38,3,55,117,200,261,161,104,63,35,1001,0,17,57,109,215,235,120,53,23,835,10,76,244,385,274,182,60,32,37,1297,0,44,133,220,217,180,83,48,16,948,4,34,69,60,60,26,19,10,3,286,8,20,37,46,32,13,8,16,9,182,0,0,3,0,0,0,0,0,0,8,0,17,22,16,24,27,9,5,6,124,44,28,30,28,71,48,51,88,158,546,69,331,826,1211,1298,950,507,326,296,5816,0,32,41,53,87,53,31,19,10,322,0,6,30,49,38,18,7,3,0,155,0,3,38,28,36,24,13,11,7,152,0,7,19,15,14,9,6,0,0,76,0,0,10,15,13,3,0,0,0,44
207011150,0,10,30,57,48,24,17,3,0,189,0,7,16,35,31,12,0,0,0,104,0,5,20,24,26,8,4,10,3,97,0,4,10,20,6,6,0,0,0,51,0,0,3,7,9,0,0,0,0,29,3,45,100,178,195,137,71,46,6,767,0,3,68,129,149,181,85,23,6,656,7,62,205,357,244,128,40,30,12,1095,3,52,113,169,169,108,53,23,3,689,6,36,47,63,33,25,15,9,0,224,0,12,37,35,29,15,9,0,4,143,0,0,0,0,0,0,0,0,0,3,0,12,19,31,17,17,6,3,0,99,47,43,35,46,46,41,41,32,33,366,62,281,709,1150,1013,705,346,183,76,4517,0,18,20,61,52,36,17,10,0,213,0,0,23,39,43,14,5,3,0,125,0,3,22,33,30,14,5,10,4,116,0,5,14,20,11,4,3,0,0,65,0,7,4,10,20,7,0,0,0,45
207011151,0,42,126,42,40,38,9,3,3,301,0,27,110,16,21,10,0,0,0,188,3,27,80,26,17,8,8,0,5,166,0,7,48,32,12,9,8,0,0,124,0,0,21,11,8,3,3,0,0,40,0,60,267,175,186,153,81,40,14,976,0,31,111,70,107,157,107,27,10,618,9,202,643,384,219,87,42,10,18,1617,7,84,351,246,176,140,65,34,4,1112,7,63,228,86,50,40,14,5,3,495,12,30,88,42,31,19,12,3,0,229,4,3,0,0,0,0,0,0,0,11,0,18,49,37,26,20,16,9,9,174,34,85,141,71,72,55,42,57,56,616,77,679,2255,1236,965,740,396,195,131,6673,0,40,140,61,46,37,24,12,6,356,0,20,96,35,21,15,9,0,0,197,0,31,113,43,29,9,9,3,0,231,0,33,71,31,16,12,5,0,0,168,0,8,28,11,14,6,6,3,0,68
207011152,0,17,73,30,27,14,14,7,0,188,0,11,38,19,19,7,4,0,0,96,0,4,22,26,17,4,3,6,7,83,0,4,16,19,12,7,5,0,0,65,0,3,4,6,3,3,4,0,0,28,0,46,151,96,118,92,50,33,21,615,0,11,78,57,87,105,61,34,21,448,7,99,387,270,169,100,32,16,12,1088,0,55,189,176,132,121,47,28,12,751,0,54,118,53,42,25,10,6,3,308,3,25,41,26,8,9,10,4,0,124,0,0,4,0,0,0,0,0,0,7,0,15,24,29,22,14,6,3,3,111,31,62,134,61,44,44,37,29,35,473,44,415,1283,863,698,552,275,154,106,4395,0,26,72,38,28,25,7,5,6,210,0,5,49,42,19,15,0,4,0,129,0,9,51,35,15,15,4,6,3,138,0,9,33,23,16,11,6,0,0,97,0,3,6,7,3,9,0,0,0,31
207011153,0,16,59,54,64,49,17,12,7,292,0,4,40,33,31,10,0,0,0,122,0,10,31,31,23,9,4,5,5,117,0,9,36,42,32,7,7,0,0,134,0,3,16,8,10,7,4,3,0,47,3,64,212,238,259,191,132,85,42,1227,0,22,84,100,194,248,120,46,26,842,7,107,358,370,297,184,67,30,32,1455,3,80,207,260,276,203,94,51,16,1201,4,67,130,101,71,57,26,17,8,481,7,28,61,48,26,24,11,9,3,224,4,0,3,0,0,0,0,0,3,15,0,11,32,37,37,39,26,9,3,184,53,39,98,81,97,91,86,124,175,844,83,462,1362,1416,1410,1127,597,388,320,7166,0,31,71,61,79,65,29,14,7,354,0,3,31,34,42,24,6,0,0,137,0,11,39,35,33,15,3,7,0,144,0,10,37,39,35,17,9,0,3,143,0,3,11,8,6,9,0,0,0,43
207011154,0,9,15,17,17,19,4,0,0,90,0,0,8,17,23,3,0,0,0,47,0,3,9,7,11,0,3,6,3,45,0,3,7,13,12,0,0,0,0,35,0,0,0,4,0,0,0,0,0,4,0,20,49,70,68,51,29,18,5,312,0,3,18,30,73,47,21,18,0,215,3,22,71,127,70,28,20,10,0,348,0,14,45,70,68,49,13,9,4,272,0,16,32,19,17,12,6,3,0,102,0,3,16,19,10,7,7,0,0,61,0,0,0,3,0,0,0,0,0,4,0,5,4,9,11,4,3,0,0,42,9,15,17,25,16,19,22,9,11,147,12,109,292,431,396,247,127,71,37,1718,0,12,13,17,18,14,5,0,3,87,0,0,8,12,15,7,0,0,0,43,0,3,4,6,4,0,6,8,3,40,0,3,9,3,11,3,3,0,0,34,0,0,0,0,0,3,0,0,0,4
207011155,0,11,30,41,61,35,10,11,7,193,0,3,13,36,26,14,0,0,0,96,0,3,16,19,26,4,3,16,3,95,0,3,15,12,17,7,6,0,0,53,3,0,4,7,9,6,0,3,0,30,0,36,81,153,242,160,92,52,39,864,0,19,60,81,182,239,106,53,19,755,8,67,186,292,209,124,30,32,28,980,0,49,106,173,183,154,61,19,15,761,0,32,56,36,45,25,11,13,3,222,3,15,23,26,14,26,3,10,3,126,0,0,0,0,0,0,0,0,0,0,0,6,19,21,23,14,8,4,0,95,38,15,24,42,41,28,38,32,41,300,55,256,627,938,1083,833,379,245,156,4578,3,31,32,48,70,29,19,7,6,248,0,3,7,27,31,16,3,0,0,96,0,7,13,23,38,11,3,11,0,101,0,12,9,10,18,9,4,0,0,71,0,6,7,11,8,8,3,0,3,45
207021156,0,7,30,27,33,12,6,0,0,121,0,3,16,23,16,0,0,0,0,61,0,3,26,16,16,9,13,14,5,95,0,3,10,3,3,3,3,0,0,27,0,0,9,3,0,0,0,0,0,12,0,23,75,74,46,50,36,15,5,316,0,9,34,61,72,58,30,11,0,278,0,29,156,188,123,47,34,14,4,600,3,23,75,72,68,43,28,9,0,317,0,14,39,32,22,11,0,3,0,122,8,25,34,41,36,23,6,3,0,176,0,3,0,0,0,0,3,0,0,3,0,3,8,14,9,4,3,0,0,50,21,21,25,24,40,47,80,52,21,328,36,159,536,584,489,310,252,123,32,2511,0,19,21,31,40,17,7,4,0,139,0,0,15,37,20,6,3,0,0,88,0,3,11,12,25,12,12,12,10,85,0,0,7,9,6,3,0,4,0,24,0,0,8,6,5,0,0,0,0,18
207021157,0,7,47,55,36,23,12,11,4,190,0,4,38,52,35,9,0,0,0,141,0,3,22,34,26,22,21,15,7,147,0,4,12,12,11,0,0,0,0,46,0,0,4,3,6,0,0,0,0,12,0,27,130,106,116,122,76,45,12,634,0,18,42,97,114,128,107,45,20,569,11,91,297,272,220,127,96,46,19,1176,3,47,103,144,122,84,63,12,0,588,3,26,56,34,18,17,12,12,0,180,8,29,78,57,30,34,36,9,4,276,0,3,0,0,0,0,0,0,0,7,0,3,15,18,13,10,11,0,0,77,41,34,43,66,64,58,81,101,56,549,68,299,888,946,816,646,513,296,125,4592,0,17,44,51,41,33,18,9,0,218,0,4,50,65,42,11,10,0,0,182,0,14,29,39,38,26,8,27,8,190,0,3,31,14,14,6,0,0,0,67,0,4,13,5,0,4,0,0,0,25
207021159,0,17,24,37,55,29,11,3,0,187,0,6,19,39,29,9,0,0,0,108,0,4,16,22,32,8,9,4,3,106,0,6,11,6,12,6,5,0,0,42,0,3,0,3,3,3,3,0,0,19,0,44,83,102,119,135,65,21,11,582,0,8,54,83,135,154,69,15,7,519,6,78,212,237,230,138,58,31,11,1002,0,44,115,119,120,97,34,4,0,536,0,29,56,38,22,22,6,3,0,173,8,38,32,47,56,35,26,5,3,249,0,0,0,0,0,0,0,0,0,5,0,12,24,14,22,14,3,0,0,82,41,21,36,31,61,70,78,84,113,526,58,310,672,789,898,729,369,177,151,4144,0,24,22,35,52,45,20,5,0,215,0,3,21,32,30,15,3,0,0,111,0,5,21,36,27,21,9,6,8,125,0,5,16,9,10,6,6,0,0,48,0,3,7,3,5,4,3,0,0,24
207021160,0,13,32,39,33,10,9,0,0,132,0,4,23,29,16,10,0,0,0,83,0,0,14,18,17,14,13,13,0,89,0,5,10,7,4,3,0,0,0,27,0,0,4,4,0,0,0,0,0,14,0,15,80,113,78,84,52,17,4,447,0,13,44,59,97,91,100,22,3,412,0,47,168,216,148,86,66,37,5,772,0,21,89,110,77,76,48,10,0,432,0,18,40,40,16,10,8,8,0,145,3,17,34,35,23,24,15,3,0,153,0,0,3,0,0,0,0,0,0,7,0,3,5,10,10,16,5,0,0,50,27,17,23,36,49,46,81,115,147,537,40,165,568,712,557,477,394,221,163,3291,0,12,23,41,36,8,7,3,0,139,0,7,16,38,22,12,3,0,0,91,0,3,16,24,18,17,11,11,3,107,0,6,15,13,10,3,0,0,0,38,0,5,4,7,0,0,0,0,0,22
207021424,0,12,27,29,36,24,6,0,0,133,0,0,29,43,25,11,3,0,0,108,0,3,19,29,22,19,16,12,0,110,0,3,9,7,7,3,0,0,0,32,0,3,0,0,5,0,0,0,0,11,0,37,74,99,121,116,39,11,3,508,0,9,41,64,87,95,54,21,9,383,12,78,180,267,238,126,40,27,4,975,7,38,64,101,105,88,26,5,0,430,3,22,29,21,20,13,3,3,0,125,5,24,36,50,36,19,10,4,3,190,0,3,0,0,0,0,0,0,0,6,0,11,9,13,14,8,4,0,0,61,33,23,31,38,41,44,56,39,41,351,58,279,554,757,765,566,252,118,71,3417,0,17,20,30,34,26,10,6,0,153,0,3,30,50,25,24,4,0,0,132,0,5,26,33,30,23,15,16,4,153,0,9,11,10,8,3,0,0,0,35,0,0,3,0,5,4,0,0,0,13
