SA2_MAINCODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
206031116,24,34,34,28,27,18,8,3,3,178,112,103,177,207,174,155,78,65,40,1116,0,0,0,0,0,0,0,0,0,0,24,8,25,20,19,15,11,6,3,136,0,0,0,0,0,0,0,0,0,0,1062,555,739,933,665,464,441,399,126,5379,4,0,3,0,0,0,0,0,3,14,134,44,110,147,69,83,85,51,16,746,0,3,6,3,7,3,3,3,0,33,0,0,0,0,0,0,3,0,0,5,8,10,13,15,10,7,3,6,0,57,0,0,3,3,0,0,0,0,0,13,0,4,5,0,3,0,3,3,0,27,9,9,5,4,13,8,3,4,0,52,11,4,27,40,28,29,25,24,7,203,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,79,53,65,67,81,49,22,32,17,459,14,13,23,19,13,4,4,0,0,100,0,0,3,0,0,4,0,0,0,6
206041117,24,761,198,59,48,29,22,4,5,1149,29,206,140,76,51,69,26,24,6,623,0,3,0,0,3,0,0,0,0,6,0,91,41,4,4,7,3,0,0,152,0,0,0,0,0,0,0,0,0,3,112,641,472,186,163,135,121,76,18,1923,0,4,0,0,0,0,0,0,0,9,37,31,50,36,32,26,21,21,3,260,0,0,3,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,3,20,24,0,3,3,5,9,0,63,7,6,7,4,0,7,6,4,0,38,0,42,9,3,3,0,0,0,0,61,0,62,29,0,5,3,0,0,0,98,3,130,37,5,11,13,3,6,0,210,0,3,3,0,0,0,0,0,0,12,3,3,4,3,0,0,0,0,0,12,9,147,60,14,20,18,20,12,3,306,9,153,54,6,10,12,4,0,0,244,0,0,5,0,4,0,3,0,0,15
206041118,12,84,78,27,10,7,0,0,0,230,14,49,104,73,57,62,25,0,0,378,0,0,0,0,0,0,0,0,0,0,3,4,10,10,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,22,168,275,144,78,78,14,4,3,785,0,0,0,0,0,0,0,0,0,0,3,17,49,30,13,4,0,0,0,110,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,20,3,0,0,0,0,0,30,0,0,3,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,13,0,5,8,0,3,0,0,0,0,16,0,8,21,16,11,12,5,0,0,76,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,28,25,26,22,28,3,3,0,135,7,17,29,14,5,6,0,0,0,68,0,0,0,0,0,0,0,0,0,3
206041119,0,31,27,15,8,4,0,0,0,88,39,47,129,108,89,123,69,39,6,636,0,0,0,0,0,0,0,0,0,0,0,7,16,3,3,5,0,0,0,32,0,0,0,0,0,0,0,0,0,3,45,112,307,177,119,128,54,29,11,987,0,0,0,0,0,0,0,3,0,6,7,10,31,14,11,7,3,0,0,80,0,4,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,7,3,10,3,9,3,0,0,38,0,0,0,0,3,0,0,0,0,7,0,3,3,0,0,0,0,0,0,3,0,0,8,6,0,0,0,0,0,16,3,7,37,11,17,21,5,10,3,116,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,8,15,43,19,22,36,24,16,3,184,4,7,14,9,7,7,0,0,0,60,0,0,0,0,0,0,0,0,0,0
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,56,67,107,83,81,39,27,21,4,481,66,105,246,130,82,78,44,30,8,786,0,0,0,0,0,0,0,0,0,0,9,8,20,9,17,6,5,3,0,78,0,0,0,0,0,0,0,0,0,0,275,320,665,399,231,165,123,93,37,2318,0,3,3,3,0,0,0,0,0,9,21,12,52,33,12,15,10,17,0,185,0,3,6,0,5,0,0,0,0,11,8,3,0,3,3,0,0,0,0,15,4,8,26,15,10,7,3,0,0,70,6,8,10,0,6,0,0,0,0,27,0,7,3,7,4,4,0,0,0,25,4,3,9,5,0,3,0,0,0,23,5,15,36,15,24,14,3,0,5,121,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,9,24,31,75,54,32,19,13,3,3,255,15,28,42,25,10,9,6,0,0,136,0,0,3,0,0,0,0,0,0,3
206041122,32,1139,453,80,48,38,13,6,5,1808,13,169,183,80,85,80,39,23,7,682,0,0,0,0,0,0,0,0,0,0,6,101,47,24,4,8,4,3,0,195,0,0,0,0,3,0,0,0,0,3,58,787,629,238,162,132,49,37,9,2099,0,7,3,3,0,0,0,0,0,14,13,11,63,30,14,7,6,0,0,149,0,4,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,4,25,19,8,10,3,5,0,0,78,0,3,3,0,0,0,0,0,0,8,0,43,17,3,3,0,0,3,0,74,0,50,30,9,0,0,0,0,0,89,4,97,69,19,23,17,7,7,3,256,0,0,0,0,3,3,3,0,0,10,0,5,3,0,0,0,0,0,0,13,6,178,78,31,32,31,17,6,3,387,3,186,77,8,15,8,4,0,0,304,0,0,0,3,3,0,0,0,0,9
206041123,73,235,208,96,81,65,45,47,10,859,69,144,229,132,109,114,67,39,13,905,0,0,0,0,0,0,0,0,0,0,13,31,39,15,10,4,4,4,3,139,0,0,0,0,0,0,0,0,0,0,186,432,588,404,235,229,171,118,35,2381,0,12,0,4,3,0,0,0,0,19,28,37,43,36,38,17,13,9,0,224,3,0,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,12,10,15,22,8,3,0,8,0,0,62,6,3,4,3,3,0,3,0,0,26,0,4,6,4,7,0,4,0,0,29,3,29,9,4,5,3,0,0,0,48,0,44,57,19,21,23,18,7,4,198,5,3,0,3,0,4,3,0,0,13,3,0,14,3,0,0,0,0,0,16,24,80,102,41,29,35,18,6,11,349,12,37,46,29,17,12,8,4,0,165,0,0,4,0,4,0,0,0,0,7
206041124,8,118,40,20,9,10,3,3,4,206,18,265,69,35,29,54,28,17,3,523,0,0,0,0,0,0,0,0,0,0,5,29,6,5,6,6,0,3,0,52,0,0,0,0,0,0,0,0,0,0,62,499,148,95,72,67,42,32,16,1033,0,4,0,0,0,0,0,0,0,5,8,19,17,23,10,6,3,3,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,20,3,4,3,0,3,0,0,33,0,3,0,0,0,0,0,0,0,3,0,10,7,0,0,0,0,0,0,19,0,16,12,3,3,0,0,0,0,32,8,36,15,9,5,14,5,5,0,93,24,14,22,11,6,0,3,0,0,77,0,0,0,0,0,0,0,0,0,3,8,127,16,11,16,21,15,0,3,225,3,42,14,8,0,9,3,0,0,87,0,3,0,3,0,0,0,0,0,6
206041125,12,26,31,13,16,13,3,3,0,119,104,142,196,108,105,158,99,80,34,1034,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,76,127,245,150,127,117,65,33,6,948,0,0,0,0,0,3,0,0,0,4,5,4,11,19,8,0,0,3,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,11,3,5,7,3,0,3,38,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,10,0,9,15,22,19,28,18,9,11,127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,20,38,13,26,31,29,16,5,180,3,4,8,9,3,3,0,0,0,37,0,0,0,0,0,4,0,0,0,11
206041126,19,396,235,49,41,25,8,3,5,778,24,148,264,105,87,93,48,22,8,806,0,0,0,0,0,0,0,0,0,0,0,52,46,7,12,6,4,0,0,133,0,0,0,0,0,0,0,0,0,0,61,575,675,221,151,130,24,15,6,1866,0,3,3,0,3,0,0,0,0,15,13,18,58,27,24,6,10,0,0,159,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,24,15,4,7,6,3,0,65,0,0,7,0,3,0,0,0,0,9,0,20,14,3,3,3,0,0,0,45,0,30,17,8,5,4,0,0,0,66,4,44,62,26,10,29,3,3,4,189,0,3,0,3,0,0,0,0,0,9,0,3,0,3,3,0,0,0,0,6,15,91,82,35,29,34,16,6,0,316,4,114,58,6,6,7,6,4,0,203,0,0,4,0,0,0,0,0,0,11
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,15,70,83,49,32,14,5,0,0,267,214,136,373,346,258,279,175,124,44,1949,0,0,0,0,0,0,0,0,0,0,5,4,22,6,11,9,5,4,0,72,0,0,0,0,0,0,0,0,0,0,349,291,627,531,356,334,190,152,69,2888,0,0,3,0,3,3,0,0,0,11,142,74,122,200,92,152,196,83,21,1083,0,0,9,3,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,10,7,3,24,20,13,13,13,6,0,90,0,0,6,3,0,3,0,0,0,9,0,7,5,0,0,0,0,0,0,20,3,0,4,0,3,4,0,0,0,17,6,12,52,48,58,53,26,31,13,296,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,41,45,71,73,48,63,40,15,12,409,15,37,32,13,23,18,3,0,0,143,0,0,4,0,0,0,0,0,0,13
206051129,10,13,66,49,41,33,7,0,3,222,128,96,412,365,184,129,70,67,21,1471,0,0,0,0,0,0,0,0,0,0,3,7,16,18,7,3,3,0,0,64,0,0,0,0,0,0,0,0,0,0,373,249,835,633,340,183,150,93,33,2893,0,0,0,0,0,0,0,0,0,6,34,32,90,86,47,40,58,30,10,424,0,6,9,5,6,5,6,0,0,34,0,3,0,0,6,0,0,0,0,6,12,6,30,18,11,10,10,8,3,111,0,0,0,3,3,3,0,0,0,13,0,3,9,3,0,0,0,0,0,17,4,6,14,5,7,0,0,0,0,37,8,5,51,33,39,32,17,13,12,207,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,21,111,87,43,33,19,9,0,347,15,17,37,21,16,13,0,0,0,125,0,0,3,0,3,0,0,0,0,13
206051130,27,27,49,50,42,12,3,3,0,215,175,116,478,365,276,291,175,110,33,2014,0,0,0,0,0,0,0,0,0,0,3,0,20,14,10,17,6,5,0,80,0,0,0,0,0,0,0,0,0,0,361,283,770,626,396,346,182,126,36,3129,0,0,0,0,0,0,0,0,0,0,141,70,163,232,103,133,168,69,8,1072,10,0,3,3,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,6,6,4,31,12,9,9,5,8,0,90,0,3,3,0,0,0,0,0,0,10,3,0,8,9,0,4,0,0,0,22,6,3,11,5,0,9,3,0,0,40,16,18,56,66,52,59,41,22,5,332,0,0,0,0,3,0,3,0,0,14,0,0,3,0,3,0,0,0,0,8,26,43,84,93,74,65,49,26,3,462,16,6,26,9,24,15,3,3,0,116,0,3,3,0,3,0,0,0,0,8
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051132,13,81,78,27,30,14,0,3,0,252,127,92,235,237,170,177,96,56,38,1233,0,0,0,0,0,0,0,0,0,0,6,14,16,15,15,7,0,0,3,71,0,0,0,0,0,3,0,0,0,3,219,272,574,330,224,192,110,83,35,2023,0,0,0,0,0,3,0,0,0,9,35,29,81,90,34,59,90,45,9,478,0,0,4,3,3,0,3,0,0,17,0,0,3,0,0,0,0,0,0,4,5,4,15,10,8,3,3,3,0,55,0,3,5,3,0,0,3,0,0,13,0,5,3,7,0,4,3,0,0,22,0,14,13,0,7,3,0,3,0,39,6,16,41,30,38,30,15,14,11,193,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,8,26,46,61,51,37,42,11,16,13,305,18,37,32,11,7,8,6,3,0,121,0,0,3,4,3,4,0,0,0,15
206051133,7,55,118,73,65,20,5,7,3,359,163,190,674,446,287,218,111,94,32,2225,0,0,0,0,0,0,0,0,0,0,14,16,39,12,13,10,3,3,3,114,0,0,0,0,0,0,0,0,0,0,231,502,1318,758,427,368,214,147,49,4018,0,0,6,10,3,0,0,0,0,18,33,39,132,140,50,53,59,37,5,541,0,0,11,5,0,0,5,0,0,22,0,0,3,3,3,0,0,0,0,6,0,16,48,30,25,15,12,18,0,169,0,3,4,3,0,0,0,0,0,11,0,0,11,0,7,0,0,0,0,21,0,4,19,5,4,3,0,0,0,44,13,27,61,57,66,47,26,26,5,326,0,0,0,4,3,5,3,0,0,14,0,3,9,3,0,0,0,0,0,21,35,55,125,86,55,44,19,10,9,446,12,30,66,28,23,22,0,0,0,178,0,3,10,3,3,0,0,0,0,24
206051134,26,48,114,60,44,21,3,8,0,317,105,95,404,295,145,116,74,53,25,1308,0,0,0,0,0,0,0,0,0,4,12,7,31,14,9,7,3,0,3,93,0,0,0,0,0,0,0,0,0,0,226,325,776,545,300,213,153,131,41,2699,0,0,7,3,0,3,0,3,0,12,61,36,112,123,66,58,68,29,0,557,3,0,15,3,0,0,3,3,0,29,0,0,3,0,0,0,0,0,0,12,4,5,27,18,8,12,8,4,4,90,3,0,10,0,0,3,0,0,0,20,0,3,5,3,0,8,0,0,0,19,0,5,8,3,8,6,0,0,0,32,9,9,47,45,40,21,12,16,4,196,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,18,39,84,72,30,21,11,9,0,279,26,22,63,29,17,13,7,3,0,180,0,0,6,4,3,0,0,0,0,17
206061135,12,46,53,28,22,3,3,3,0,177,243,171,233,257,213,228,154,122,44,1659,0,0,0,0,0,0,0,0,0,0,11,8,11,9,4,6,6,0,3,63,0,3,3,0,0,0,0,0,0,6,222,211,363,264,207,164,118,86,24,1661,0,3,0,0,0,0,0,0,0,3,47,23,56,77,34,41,59,42,5,379,0,0,8,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,5,3,3,10,11,0,6,5,0,0,50,4,0,0,5,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,10,6,3,0,3,0,0,15,15,19,26,30,30,41,28,16,11,214,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,24,35,40,47,58,62,22,17,4,325,16,13,23,14,8,3,6,0,0,88,0,0,3,3,0,0,4,0,0,8
206061136,28,82,109,66,55,17,14,10,3,374,181,219,580,391,227,212,130,106,48,2087,0,0,0,0,0,0,0,0,0,0,3,14,31,25,9,8,0,3,5,97,0,0,0,0,0,0,0,0,0,0,289,386,1018,587,325,228,184,174,61,3231,0,0,5,0,0,0,0,0,0,6,120,81,180,257,126,181,337,132,18,1437,0,4,9,3,3,0,0,0,0,26,0,0,4,0,0,3,0,0,0,6,12,10,30,23,9,14,12,8,6,110,0,3,3,0,3,3,0,0,0,18,3,9,7,8,10,3,0,0,4,42,3,4,11,7,3,0,0,0,0,29,7,27,71,41,45,40,25,32,13,303,0,0,5,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,8,33,52,120,79,44,52,28,27,11,456,6,23,37,14,17,5,10,6,0,119,0,0,3,3,0,0,0,0,0,19
206061137,26,128,152,62,52,46,18,12,9,498,150,217,472,287,211,263,177,86,35,1910,0,0,0,0,0,0,0,0,0,3,4,18,26,13,16,3,3,0,0,82,0,0,3,0,0,0,0,0,0,0,196,365,824,420,289,211,129,81,23,2535,0,0,7,0,0,0,0,0,0,10,60,51,99,123,66,49,88,41,3,575,0,0,3,0,3,0,0,3,0,12,0,4,0,0,0,3,0,0,0,7,3,6,30,15,9,6,8,10,0,92,0,3,3,0,0,3,4,0,0,14,0,6,7,3,3,0,0,0,0,24,0,9,10,4,4,6,0,0,0,31,0,28,77,38,32,54,34,20,12,287,0,0,3,0,0,0,0,0,0,9,3,4,6,0,0,0,0,0,0,12,19,57,110,55,47,60,44,16,5,410,11,25,39,16,12,15,13,5,0,135,0,0,7,3,0,6,0,0,0,17
206061138,26,60,82,39,39,43,15,3,0,307,381,321,251,277,345,439,329,259,147,2763,0,0,0,0,0,0,0,0,0,0,6,13,18,13,9,0,3,0,0,69,0,0,3,0,0,0,0,0,0,3,349,345,354,342,354,322,190,151,61,2464,0,0,0,0,0,3,3,0,0,8,72,48,47,89,64,27,25,26,5,404,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,6,6,13,12,13,13,8,3,3,82,3,4,0,6,4,0,0,0,0,23,4,0,4,0,0,3,3,0,0,21,16,10,8,9,7,5,3,0,0,55,11,28,21,17,53,67,41,44,26,310,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,46,62,43,45,90,101,86,48,21,532,12,24,17,12,19,13,7,5,0,109,0,0,3,4,5,0,0,0,0,13
206071139,65,49,72,90,67,47,15,13,0,424,29,19,90,76,33,28,15,18,9,311,0,0,0,0,0,0,0,0,0,0,4,5,9,3,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,77,89,216,123,97,76,52,65,42,829,0,0,0,0,0,3,0,0,0,7,22,13,37,52,22,41,64,35,4,292,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,7,16,4,13,8,3,9,3,61,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,30,17,13,24,0,3,0,100,6,3,17,9,10,3,0,3,0,44,3,0,0,0,0,0,0,0,0,3
206071140,17,29,45,29,13,13,7,3,3,162,73,112,145,105,93,98,34,26,19,701,0,0,0,0,0,0,0,0,0,0,0,13,12,4,0,6,3,3,3,49,0,0,0,0,0,0,0,0,0,0,242,306,480,309,218,164,133,172,32,2047,0,0,0,0,0,0,0,0,0,3,25,15,36,53,35,15,39,29,5,258,0,0,4,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,9,4,14,8,11,7,6,0,0,0,53,0,3,4,3,3,0,0,0,0,15,3,5,10,8,3,0,0,0,0,27,0,4,3,0,0,0,0,0,0,13,4,17,21,10,14,21,11,4,4,105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,12,52,56,30,25,39,7,8,11,243,8,8,17,10,5,11,6,0,0,56,0,0,0,0,0,0,4,0,0,8
206071141,95,60,117,106,63,33,18,9,3,503,22,29,86,72,45,42,24,8,11,352,0,0,0,0,0,0,0,0,0,0,5,10,10,11,5,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0,105,122,278,162,79,69,58,45,9,935,0,0,0,0,0,0,0,0,0,8,24,15,41,47,27,35,38,30,4,257,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,9,0,0,9,7,6,6,0,0,0,26,3,4,4,0,0,3,0,3,0,17,7,0,3,6,0,0,0,0,0,11,0,0,3,0,3,0,0,0,0,8,13,8,9,7,8,8,0,0,0,69,0,0,0,0,0,11,4,0,0,14,0,0,0,0,4,0,0,0,0,3,3,12,29,19,16,3,5,5,0,99,11,13,18,11,9,0,0,0,0,58,0,0,0,0,0,0,0,0,0,6
