SA2_MAINCODE_2016,C16_T_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_T_T
211011256,4154,796,94,131,5175
211011257,2183,325,26,38,2571
211011258,2902,363,47,83,3395
211011259,3821,874,96,160,4956
211011260,4732,1173,122,128,6161
211011446,5858,2372,281,406,8911
211011447,3644,1428,163,227,5471
211011448,4018,964,106,132,5219
211011449,1176,256,40,54,1521
211021261,4256,905,60,159,5373
211021262,2632,365,44,129,3172
211031263,3035,989,106,166,4298
211031265,4918,806,88,130,5937
211031266,4406,1894,283,244,6818
211031267,5346,1785,244,243,7611
211031268,2622,503,51,76,3251
211031450,3907,1902,205,310,6322
211031451,3510,1410,124,161,5211
211031452,1324,331,44,62,1762
211041269,2803,999,136,113,4054
211041270,4337,1541,208,217,6305
211041271,3041,1083,164,181,4475
211041272,2814,767,92,86,3752
211041273,3242,606,68,75,3990
211051274,2711,531,72,172,3487
211051275,2714,573,68,84,3437
211051276,3627,1229,109,281,5243
211051277,2396,917,72,141,3528
211051278,5044,1494,121,240,6905
211051279,1524,328,40,62,1956
211051280,1766,421,29,88,2301
211051281,5896,1380,180,244,7705
211051282,2688,695,77,198,3652
211051283,2575,557,51,110,3294
211051284,2627,688,86,119,3530
211051285,2038,389,38,86,2550
211051286,4192,1524,160,358,6234
212011287,3483,650,95,155,4378
212011288,2241,527,58,179,2995
212011289,4757,907,105,338,6112
212011290,1925,524,41,179,2663
212011291,4844,1280,193,358,6675
212011292,7313,1895,218,450,9877
212021293,6135,1865,133,255,8384
212021294,6695,793,154,236,7881
212021295,2588,944,236,231,4000
212021297,2653,602,82,115,3450
212021299,1933,182,19,86,2216
212021453,3108,531,69,152,3866
212021454,3624,566,91,170,4449
212021455,3536,587,84,120,4332
212021456,3544,942,142,204,4832
212031300,4987,1548,201,444,7181
212031301,6702,993,153,300,8148
212031302,5066,783,108,321,6279
212031303,2301,418,57,140,2916
212031304,3893,626,117,196,4826
212031305,6087,1180,205,473,7956
212031306,3684,308,69,213,4271
212031308,2030,466,51,170,2726
212031457,3329,261,36,100,3729
212031458,4076,457,81,175,4784
212041309,3099,699,99,162,4060
212041310,3201,806,285,225,4511
212041311,6469,2575,754,832,10623
212041312,5712,1447,222,334,7723
212041313,2834,735,60,118,3750
212041314,6667,1011,156,224,8062
212041316,1977,531,61,113,2687
212041317,4878,1362,416,420,7081
212041318,2988,613,132,132,3865
212041459,2975,1291,245,240,4753
212041460,4451,1366,257,304,6374
212051319,4475,1549,477,420,6925
212051320,3713,1674,1585,498,7471
212051321,5734,1180,170,174,7255
212051322,5005,1118,284,244,6652
212051323,4184,1023,192,175,5572
212051324,4821,1308,233,273,6630
212051325,5212,1077,215,257,6764
212051326,5352,1630,517,368,7869
212051327,5548,1082,101,179,6909
213011328,1778,897,196,226,3095
213011329,2301,210,50,92,2658
213011330,6412,1226,231,451,8324
213011331,2109,495,31,101,2735
213011332,3590,685,83,158,4514
213011333,3523,731,110,229,4598
213011334,4816,1525,309,477,7127
213011335,4036,1028,231,374,5677
213011336,2213,793,232,223,3456
213011337,2759,739,138,180,3813
213011338,4618,1185,245,306,6358
213011339,2959,599,97,182,3841
213011340,4698,628,48,192,5566
213021341,3381,1577,172,276,5405
213021342,5117,1565,196,294,7171
213021343,3558,1328,193,298,5381
213021344,4695,1513,294,285,6790
213021345,1365,229,31,90,1717
213021346,4054,1483,107,340,5984
213031347,4156,1541,485,472,6651
213031348,3415,2124,903,649,7092
213031349,3010,1018,375,343,4749
213031350,2356,985,281,207,3822
213031351,2754,1157,395,291,4592
213031352,3859,1299,378,297,5830
213041353,5359,1609,132,392,7486
213041355,5303,639,72,289,6298
213041356,4771,1515,209,411,6903
213041357,5914,1583,254,464,8220
213041358,4506,931,149,341,5920
213041359,410,160,25,128,720
213041360,4801,499,45,176,5523
213041461,1184,273,19,39,1512
213041462,1494,106,23,69,1692
213041463,5036,800,109,300,6245
213051361,4970,974,117,297,6358
213051362,5036,1164,194,277,6674
213051363,2165,513,172,173,3024
213051365,8569,997,168,485,10213
213051366,5536,668,197,318,6716
213051368,2921,1104,121,292,4433
213051369,5943,1112,187,330,7572
213051464,3259,324,91,217,3893
213051465,6017,791,156,273,7240
213051466,3788,389,115,188,4479
213051467,4890,1603,207,419,7132
213051468,3154,874,120,185,4328
214011370,5229,1853,267,445,7797
214011371,5519,3266,449,809,10038
214011372,4901,2180,315,546,7944
214011373,4913,1499,107,246,6764
214011374,6407,1712,165,344,8631
214011375,4233,2278,245,479,7232
214011376,3552,518,81,142,4295
214021377,3044,1237,113,249,4639
214021378,1449,403,25,184,2060
214021379,5599,2169,195,512,8470
214021380,6384,2900,225,404,9913
214021381,4832,1053,71,202,6156
214021382,5034,1283,66,218,6610
214021383,4464,2085,147,658,7354
214021384,5403,3102,218,576,9298
214021385,4844,1332,116,316,6611
215011386,1945,1017,106,172,3249
215011387,811,318,23,153,1295
215011388,4209,2097,166,308,6786
215011389,910,330,12,53,1300
215011390,1784,918,72,152,2923
215011391,890,538,39,63,1526
215011392,2062,1058,108,356,3586
215011393,726,397,17,58,1190
215011394,1677,929,61,187,2850
215021395,1826,483,36,126,2477
215021396,1215,413,34,124,1794
215021398,941,437,42,188,1606
215021399,1466,556,46,195,2268
215021469,4291,2244,293,745,7580
215021470,3777,1544,159,456,5931
215031400,1547,843,69,242,2701
215031401,1799,796,54,152,2799
215031402,959,575,40,142,1706
215031403,723,253,54,211,1234
215031404,2604,1261,162,449,4478
215031405,1548,548,49,383,2522
216011406,3713,1562,166,358,5795
216011407,2810,1146,79,282,4314
216011408,1000,272,23,120,1423
216011409,1028,436,31,77,1567
216011410,1089,501,43,131,1764
216021411,1598,764,64,206,2629
216021412,686,214,25,80,1010
216021413,3196,1305,108,290,4895
216021414,1988,876,74,259,3199
216031415,1962,1051,95,258,3370
216031416,4514,1921,230,520,7193
216031417,5678,1984,257,662,8581
216031418,1018,261,22,83,1387
216031419,2523,907,93,287,3812
217011420,2288,1066,62,273,3696
217011421,2568,1359,105,191,4225
217011422,2746,1359,117,321,4546
217011423,1619,657,40,164,2483
217031471,893,475,34,103,1505
217031472,2970,1557,174,294,4994
217031473,1420,503,43,128,2094
217031474,1326,659,43,172,2197
217031475,1867,668,48,195,2781
217031476,834,478,39,231,1586
217041477,1719,580,53,188,2534
217041478,2476,875,72,274,3698
217041479,5418,2098,271,424,8215
217041480,3052,1675,234,491,5457
297979799,0,0,0,0,0
299999499,0,0,0,0,0
301011001,4468,993,155,183,5798
301011002,1965,277,57,105,2407
301011003,4015,925,122,122,5186
301011004,4741,1464,199,168,6569
301011005,1036,449,53,67,1600
301011006,3293,574,76,90,4036
301021007,4019,1797,154,232,6193
301021008,1630,479,41,50,2202
301021009,4282,673,115,218,5292
301021011,2199,223,49,62,2536
301021012,4034,620,85,148,4889
301021013,4140,1181,118,172,5606
301021527,2314,1513,229,473,4534
301031014,0,0,0,0,3
301031015,1968,747,92,125,2939
301031016,3158,746,111,140,4150
301031017,1072,215,87,98,1474
301031018,2346,641,149,124,3262
301031019,2469,237,54,72,2831
301031020,3464,1393,166,234,5256
301031021,3898,1277,191,208,5574
302011022,1991,409,76,77,2552
302011023,2268,324,30,59,2679
302011024,2435,694,135,87,3345
302011025,2366,960,209,113,3650
302011026,2100,377,74,71,2635
302021027,3319,1322,163,208,5011
302021028,2153,1606,325,233,4320
302021029,1757,422,94,39,2310
302021030,1174,318,73,39,1609
302021031,3424,1568,348,276,5619
302021032,1657,868,200,108,2837
302021033,1873,597,91,108,2674
302021034,2641,776,146,115,3673
302031035,2441,713,134,77,3364
302031036,27,8,3,3,44
302031037,203,140,25,51,417
302031038,1642,673,191,152,2659
302031039,2442,698,196,122,3457
302031040,2985,1986,476,309,5749
302041041,4727,902,175,169,5979
302041042,2585,891,103,119,3693
302041043,923,494,64,69,1550
302041044,1618,795,61,145,2623
302041045,3146,1404,192,188,4937
302041046,2254,1096,258,188,3795
303011047,2827,821,199,172,4025
303011048,1395,530,156,185,2254
303011049,2865,1061,239,177,4339
303011050,1739,677,171,89,2681
303011051,4320,803,121,140,5387
303021052,2542,1335,621,300,4791
303021053,3886,2001,567,377,6836
303021054,1026,471,280,97,1880
303021055,2116,1205,455,221,4000
303021056,2091,695,148,125,3055
303021057,1642,574,138,101,2450
303021058,1044,656,367,291,2357
303021059,2293,1058,308,302,3958
303031060,3775,837,316,302,5230
303031061,1245,300,236,80,1864
303031062,2288,474,93,103,2952
303031063,3788,1375,337,253,5749
303031064,1665,188,46,112,2012
303031065,2103,840,379,160,3485
303031066,2881,598,108,105,3687
303041067,1216,431,203,129,1975
303041068,2586,1169,334,207,4296
303041069,1136,304,152,82,1664
303041070,1676,554,176,118,2527
303041071,2780,588,149,143,3663
303051072,2235,490,120,88,2925
303051073,5510,699,295,254,6762
303051074,1210,140,43,70,1458
303051075,4040,407,116,117,4681
303051076,2235,811,234,235,3514
303061077,2079,315,71,75,2536
303061078,3583,686,293,181,4738
303061079,1963,499,336,103,2909
303061080,4315,965,378,258,5917
304011081,2099,397,73,45,2613
304011082,1972,389,79,41,2487
304011083,1120,276,42,55,1497
304011084,2603,443,55,56,3151
304011085,1245,165,20,28,1453
304021086,2794,397,56,89,3342
304021087,1783,294,19,76,2172
304021088,2823,460,127,77,3489
304021089,1089,127,20,34,1274
304021090,2441,524,101,60,3122
304021091,1453,179,13,38,1682
304031092,1933,423,85,68,2505
304031093,1221,419,70,58,1767
304031094,2806,960,693,218,4677
304031095,1448,598,114,113,2268
304031096,1808,782,1021,304,3920
304031097,1906,1133,604,186,3829
304041098,1806,985,230,192,3210
304041099,8,3,0,0,11
304041100,1899,761,72,61,2794
304041101,2191,703,128,93,3116
304041102,0,0,0,0,0
304041103,4581,845,108,156,5694
304041104,2750,355,47,68,3220
305011105,1922,1399,726,708,4757
305011106,1309,1398,536,524,3778
305011107,1288,754,338,226,2604
305011108,1760,1307,532,384,3978
305011109,2573,2210,663,786,6231
305011110,1449,908,372,316,3039
305011111,977,749,466,289,2484
305011112,2124,1162,500,501,4290
305021113,1091,344,100,93,1632
305021114,1718,571,135,192,2616
305021115,1212,703,352,190,2460
305021116,1277,400,111,64,1846
305021117,3104,1262,518,291,5175
305021118,1598,478,175,132,2386
305031119,621,411,142,81,1257
305031120,1487,635,209,106,2429
305031121,1252,716,126,129,2222
305031122,2457,1509,317,246,4526
305031123,1102,280,64,44,1494
305031124,1523,944,184,344,2993
305031125,1234,324,72,86,1722
305031126,1873,946,805,305,3932
305031127,1109,552,239,91,1997
305031128,2416,1814,573,777,5587
305031129,960,301,97,44,1410
305031130,1699,834,384,129,3048
305031131,2277,1118,370,231,3991
305041132,3301,929,254,253,4739
305041133,1233,594,313,190,2335
305041134,2426,628,179,140,3380
305041135,2420,1123,613,269,4426
305041136,1270,597,267,183,2321
305041137,2280,1190,785,348,4601
306011138,1463,258,60,209,1992
306011139,3054,843,142,523,4559
306011140,971,376,51,74,1473
306011141,3355,613,128,452,4553
306011142,3694,1039,298,364,5394
306011143,1463,920,150,397,2932
306021144,2025,339,81,160,2603
306021145,1887,1675,470,888,4917
306021146,2148,901,99,333,3482
306021147,2649,717,103,261,3724
306021148,2239,570,82,211,3110
306021149,2481,720,130,259,3596
306021150,0,0,0,0,0
306021151,1285,883,128,451,2743
306021152,1092,862,118,386,2455
306021153,2252,464,92,114,2924
306021154,1247,1078,184,351,2861
306021155,1111,383,81,195,1769
306021156,2109,941,154,191,3399
306021157,1117,588,92,412,2209
306031158,1113,452,23,283,1881
306031159,2200,1048,124,415,3794
306031160,2152,755,79,485,3473
306031161,2674,1142,164,1077,5055
306031162,0,0,0,0,0
306031163,408,47,5,23,490
306041164,1561,710,96,502,2859
306041165,1162,497,154,818,2632
306051166,2801,1242,112,421,4580
306051167,1334,627,66,408,2435
306051168,1164,386,82,229,1856
306051169,2335,797,79,398,3613
306051170,2753,1085,125,565,4528
307011171,1079,419,34,242,1778
307011172,1963,661,79,442,3149
307011173,1571,564,72,337,2552
307011174,1078,467,38,207,1787
307011175,944,376,40,254,1608
307011176,1600,690,87,373,2756
307011177,1471,549,42,335,2397
307011178,895,437,50,391,1774
307021179,2270,870,81,236,3449
307021180,1875,605,77,191,2747
307021181,806,320,42,193,1360
307021182,1475,391,38,127,2037
307021183,4275,1429,188,523,6415
307031184,1316,411,37,124,1880
307031185,1135,367,28,126,1653
307031186,1246,450,42,135,1869
307031187,1402,739,59,146,2337
307031188,1567,506,54,208,2336
307031189,3950,1694,148,328,6121
308011190,1605,566,63,451,2687
308011191,1870,751,57,1000,3673
308011192,3194,914,141,709,4955
308031205,1608,926,143,294,2972
308031206,509,138,12,54,716
308031207,1407,588,66,381,2439
308031208,2454,757,76,153,3442
308031209,1189,149,12,91,1442
308031210,3019,637,107,298,4065
308031211,1226,419,79,82,1804
308031212,710,455,48,128,1345
308031213,2616,742,115,253,3725
308031214,1280,620,69,118,2089
308031215,1721,548,66,209,2551
308031216,1501,666,94,155,2421
308031217,677,497,70,180,1417
308031218,904,283,26,92,1306
308031219,1117,307,31,192,1641
308031220,801,175,10,73,1057
308031221,4,3,0,0,9
308031222,1761,895,111,343,3113
308031223,4697,1682,203,747,7324
308041528,2172,771,59,463,3465
308041529,1415,466,83,301,2261
308051530,1588,638,81,600,2909
308051531,2642,617,77,329,3665
308051532,4,3,0,10,17
308051533,3524,900,156,294,4866
308051534,1368,905,100,393,2767
308051535,2988,619,63,523,4190
308051536,967,261,40,55,1329
308051537,0,0,0,0,0
308051538,1631,307,71,137,2146
308051539,1173,581,77,189,2015
309011224,2043,602,183,192,3016
309011225,2081,1157,299,514,4059
309011226,3909,1157,222,199,5481
309011227,2693,1831,587,831,5941
309011228,3127,1188,321,345,4979
309011229,1622,891,303,322,3148
309021230,1267,1118,235,629,3257
309021231,2750,1333,267,535,4884
309021232,2489,725,106,118,3437
309021233,3320,826,135,202,4475
309021234,3670,1958,324,669,6622
309031235,2770,568,157,184,3679
309031236,2074,1093,273,409,3848
309031237,2810,1418,160,256,4643
309031238,4211,2663,566,708,8142
309031239,2759,934,106,264,4062
309031240,2642,1014,137,223,4010
309041241,1073,325,63,128,1586
309041242,3823,984,135,484,5417
309051243,1804,234,70,120,2231
309051244,4856,752,165,307,6085
309051245,2153,317,86,89,2651
309061246,3353,1052,212,320,4929
309061247,2345,435,94,156,3027
309061248,5183,1824,332,407,7750
309061249,4778,499,164,307,5746
309061250,1978,408,62,118,2565
309071251,3361,403,172,285,4220
309071252,4522,955,156,424,6056
309071253,3201,747,130,418,4494
309071254,1005,241,46,95,1386
309071255,5091,650,151,326,6218
309071256,4199,727,178,306,5414
309071257,2293,257,128,296,2977
309071258,7960,864,321,525,9667
309081259,1150,372,48,82,1648
309081260,1766,523,122,151,2566
309081261,6186,1440,406,354,8397
309081262,3832,1181,409,342,5767
309091263,3025,1084,228,277,4617
309091264,1584,325,136,107,2150
309091265,2169,311,190,148,2824
309091540,3092,2302,758,838,6994
309091541,4017,2068,609,585,7276
309101267,2283,522,67,283,3160
309101268,1227,309,81,99,1719
309101269,916,629,133,462,2134
309101270,4868,3701,1125,2006,11703
310011271,1128,337,97,183,1749
310011272,1802,768,90,214,2873
310011273,7184,1488,270,413,9356
310011274,4025,1296,255,579,6151
310011275,1994,504,141,138,2779
310011276,651,168,42,66,930
310021277,3236,920,90,326,4571
310021278,1381,580,65,201,2221
310021279,0,0,0,0,0
310021280,4956,1399,263,617,7242
310021281,3552,917,166,401,5033
310021282,2933,781,123,297,4134
310031283,2808,910,135,205,4060
310031284,2201,812,145,275,3432
310031285,1824,386,65,93,2371
310031286,1507,730,109,206,2550
310031287,4439,2077,288,439,7235
310031288,1253,158,24,59,1497
310031289,1501,192,18,66,1770
310031290,1716,253,32,53,2054
310031291,1854,619,111,273,2863
310031292,1581,785,84,183,2632
310031293,3927,1112,133,196,5366
310031294,1237,195,41,99,1580
310031295,653,232,52,113,1044
310041296,3579,544,113,234,4469
310041297,2401,544,101,194,3234
310041298,0,0,0,0,0
310041299,2084,539,91,131,2841
310041300,2431,629,190,357,3607
310041301,0,0,0,0,0
310041302,4559,837,211,363,5973
310041303,1734,234,60,81,2107
310041304,4067,566,157,199,4980
311011305,3532,1188,143,401,5268
311021306,1936,988,143,254,3326
311021307,3429,1323,193,325,5269
311021308,1904,457,104,110,2577
311021309,1513,496,58,107,2174
311021310,1649,234,49,71,2001
311031311,3037,979,127,208,4361
311031312,1814,418,100,164,2502
311031313,1235,268,64,107,1673
311031314,2774,465,136,262,3635
311031315,0,0,0,0,0
311031316,2123,410,94,79,2707
311031317,3143,613,161,458,4375
311031318,1201,123,24,35,1389
311031319,4161,614,137,197,5108
311041320,3274,304,77,168,3825
311041321,6582,879,165,466,8097
311041322,1789,258,43,128,2220
311051323,2657,992,123,221,3988
311051324,2275,374,63,101,2808
311051325,2949,519,131,198,3789
311051326,2423,611,184,296,3517
311051327,3211,501,94,138,3950
311051328,1757,694,87,178,2716
311061329,1803,372,70,82,2329
311061330,2237,649,171,352,3414
311061331,1354,509,116,123,2102
311061332,4235,1001,156,179,5561
311061333,2444,842,151,196,3630
311061334,2484,690,102,189,3455
311061335,1642,315,70,94,2119
311061336,2751,1091,262,227,4326
312011337,2167,995,154,822,4146
312011338,1727,606,73,662,3065
312011339,873,300,27,303,1498
312011340,831,355,23,282,1491
312011341,1969,530,85,458,3046
312021342,3932,1226,186,326,5674
312021343,850,414,59,87,1411
312021344,3276,589,128,266,4262
312021345,8,0,0,3,10
312021346,716,671,72,244,1705
312021347,136,52,16,72,277
312021348,2922,683,84,135,3823
312021349,1459,791,117,307,2675
312021350,1315,315,70,172,1868
312021351,2139,482,51,225,2892
312021352,3064,863,93,463,4481
312021353,2181,652,54,472,3354
312021354,1526,349,58,123,2059
312021355,892,300,40,53,1286
312021356,1729,921,90,139,2865
312021357,2282,489,60,173,3015
312021358,1446,752,86,203,2479
312031359,2525,963,269,1041,4794
312031360,0,0,0,0,0
312031361,2153,741,81,457,3425
313011362,4165,1314,196,431,6105
313011363,5210,2640,249,574,8665
313021364,1076,95,25,46,1237
313021365,6391,2387,430,754,9961
313021366,5151,1384,290,405,7234
313021367,1004,114,27,76,1222
313021368,2202,443,127,135,2901
313021369,1013,158,31,86,1286
313031370,1387,473,70,173,2101
313031371,1814,439,74,276,2599
313041372,3745,823,117,185,4869
313041373,5648,1964,275,474,8368
313041374,1315,124,27,66,1533
313041375,4937,528,87,173,5726
313041376,797,99,17,43,958
313051377,2166,951,113,198,3436
313051378,3057,1806,204,247,5323
313051379,2558,1711,152,378,4805
313051380,4397,1522,190,237,6341
313051542,3242,1446,149,349,5190
314011382,4381,926,92,137,5540
314011383,5230,535,104,109,5978
314011384,2289,322,40,177,2839
314011385,2205,165,30,53,2452
314011386,6541,1288,201,167,8195
314011387,3193,379,42,179,3792
314021388,6245,1997,326,435,9005
314021389,4783,949,211,265,6205
314021390,8015,1261,234,404,9922
314031391,2721,550,114,129,3511
314031392,1563,584,97,110,2350
314031393,2409,511,86,135,3138
314031394,3192,1106,180,169,4648
315011395,208,46,7,25,284
315011396,1460,639,102,1080,3280
315011397,238,155,11,346,748
315011398,375,79,4,48,513
315011399,530,132,9,237,908
315011400,1246,521,50,413,2230
315011401,611,224,73,174,1082
315011402,782,196,9,100,1090
315011403,896,217,33,257,1406
315021404,931,308,37,719,1990
315021405,4250,1466,273,1017,7007
315021406,647,325,42,675,1689
315021407,759,364,32,331,1482
315031408,1229,600,25,410,2265
315031409,1075,498,39,284,1894
315031410,473,303,22,492,1293
315031411,666,390,34,256,1347
315031412,878,442,43,555,1920
316011413,4513,1717,200,270,6708
316011414,4510,987,227,267,5991
316011415,3020,504,215,133,3870
316011416,2443,711,182,149,3479
316021417,2775,750,113,98,3736
316021418,1766,664,117,121,2662
316021419,1578,1232,143,358,3310
316021420,5526,1323,222,287,7356
316021421,3515,1120,112,312,5054
316021422,2084,888,111,258,3343
316021423,2568,881,147,189,3780
316021424,2161,609,138,181,3092
316031425,3801,1339,261,584,5985
316031426,3063,970,203,362,4599
316031427,4806,2797,573,1194,9376
316031428,2765,1583,386,810,5543
316051434,1244,423,88,240,1998
316051435,2490,1089,113,459,4143
316051437,1775,612,132,222,2745
316051438,2815,1087,147,384,4434
316051543,1055,349,65,128,1604
316051544,1953,272,48,177,2452
316061439,2217,538,84,162,3002
316061440,2450,909,93,191,3650
316061441,1631,315,67,102,2118
316061442,2744,553,107,229,3632
316061443,1744,566,88,209,2603
316061444,2875,617,90,176,3756
316071545,2301,590,78,142,3107
316071546,994,280,32,140,1443
316071547,2843,645,124,265,3872
316071548,5013,1982,283,401,7682
316081549,6020,1521,249,598,8387
317011445,1854,248,30,153,2293
317011446,3200,1444,287,302,5236
317011447,2442,1442,151,328,4363
317011448,1626,657,241,188,2715
317011449,1734,277,45,76,2136
317011450,3683,505,55,173,4423
317011451,3001,618,107,279,4006
317011452,1893,353,45,88,2377
317011453,2327,1364,195,279,4166
317011454,1373,771,120,164,2432
317011455,2255,846,85,116,3303
317011456,3202,1892,261,362,5721
317011457,2391,1213,127,289,4018
317011458,3425,695,113,243,4481
317011459,3417,1629,167,304,5509
318011460,2362,1084,90,329,3858
318011461,2140,766,75,385,3370
318011462,1894,866,93,533,3390
318011463,926,343,34,344,1643
318011464,1115,618,40,185,1952
318011465,1808,646,42,393,2890
318011466,405,68,7,15,496
318021467,1212,464,115,114,1899
318021468,2314,311,95,84,2803
318021469,761,429,61,220,1475
318021470,2008,240,69,107,2426
318021471,2713,830,140,210,3896
318021472,1483,580,103,140,2306
318021473,6059,894,263,442,7645
318021474,1575,392,390,122,2472
318021475,1400,1134,175,374,3084
318021476,1952,810,143,211,3121
318021477,1016,429,73,86,1610
318021478,1222,881,113,174,2396
318021479,1095,790,107,128,2113
318021480,2743,499,97,263,3608
318021481,1944,715,109,143,2904
318021482,4211,794,150,268,5428
318021483,563,410,55,325,1350
318021484,2486,489,132,230,3333
318021485,836,498,38,65,1443
318021486,1708,516,71,496,2785
318021487,1692,518,155,208,2579
318021488,1179,832,148,295,2453
318021489,1206,314,37,154,1709
318021490,1952,1437,344,609,4339
318021491,1352,475,83,219,2124
319011492,1378,509,50,69,2013
319011493,4817,1496,202,722,7235
319011494,1280,246,31,92,1649
319011495,1304,1013,171,271,2753
319011496,1441,485,61,143,2130
319011497,1922,757,86,277,3038
319011498,2361,570,96,466,3499
319011499,2689,862,118,584,4252
319011500,1952,865,82,272,3166
319011501,1445,768,76,76,2366
319011502,2786,1175,158,308,4431
319021503,1648,761,100,444,2948
319021504,1357,557,69,228,2204
319021505,2641,1111,141,252,4147
319021506,2328,1019,105,318,3767
319021507,1090,267,54,120,1531
319021508,925,439,36,369,1775
319021509,2538,1106,148,335,4127
319021510,6,0,0,0,3
319031511,1708,856,101,644,3310
319031512,3524,1710,224,389,5854
319031513,1778,654,69,136,2632
319031514,4974,1458,193,656,7274
319031515,975,389,39,146,1549
319041516,1274,274,45,92,1683
319041517,1403,230,37,77,1747
319041518,3866,1434,193,468,5964
319041519,1579,539,65,159,2343
319041520,3811,2027,247,1091,7171
319041521,3420,1277,193,533,5423
319051522,2600,906,139,640,4290
319051523,836,317,29,82,1268
319051524,4494,2247,268,530,7531
319051525,2293,845,143,430,3711
319051526,1547,382,44,144,2121
397979799,0,0,0,0,0
399999499,0,0,0,0,0
401011001,2326,2513,1176,951,6964
401011002,1374,1042,246,373,3036
401021003,1956,383,34,107,2477
401021004,4964,1170,98,223,6462
401021005,1196,322,26,96,1640
401021006,2461,728,48,134,3376
401021007,4655,1506,154,297,6612
401021008,1768,455,37,137,2394
401021009,1409,375,34,74,1894
401021010,1491,342,34,73,1942
401031011,5022,1737,216,231,7206
401031012,2605,731,81,122,3536
401031013,4017,2177,189,258,6646
401041014,2655,619,61,46,3383
401041015,5186,2205,238,263,7894
401041016,5812,2330,290,259,8695
401051017,2349,1776,357,340,4828
401051018,3073,1793,269,204,5328
401051019,3332,1567,298,214,5412
401061020,1559,757,112,92,2526
401061021,3554,1406,372,237,5567
401061022,1888,914,142,170,3107
401071023,4471,1984,421,329,7207
401071024,4979,2481,398,332,8195
402011025,2500,639,62,128,3328
402011026,5266,2230,183,403,8088
402011027,1485,334,40,108,1961
402021028,4899,1127,152,200,6374
402021029,4230,1426,261,458,6380
402021030,2246,1692,166,353,4455
402021031,3235,1393,147,270,5053
402021032,3158,654,130,194,4138
402021033,702,100,9,50,864
402021034,2888,1612,235,354,5089
402021035,1063,437,43,116,1656
402031036,5319,2648,601,470,9041
402031037,6287,2219,335,344,9189
402031038,5270,2334,422,346,8377
402041039,0,0,0,0,0
402041040,3995,1468,165,182,5813
402041041,3914,1294,139,205,5549
402041042,0,0,0,0,0
402041043,4409,1182,162,208,5961
402041044,4335,1098,144,246,5815
402041046,4276,2067,231,326,6907
402041047,4744,1671,169,263,6840
402041048,4265,1362,189,279,6099
402041171,3454,903,351,212,4916
402041172,2000,816,102,130,3037
402051049,2952,792,56,93,3890
402051050,2532,652,52,73,3307
402051051,3036,649,62,81,3827
402051052,4205,2081,211,239,6731
402051053,5455,1461,158,176,7253
402051054,4655,1108,91,184,6036
402051055,3495,1280,102,135,5017
403011056,3653,1746,171,258,5824
403011057,4977,3259,357,613,9206
403021058,3293,2102,382,273,6054
403021059,3665,775,90,88,4610
403021060,2684,756,105,112,3658
403021061,3760,2110,400,304,6570
403021062,3706,2089,295,229,6314
403021063,2852,563,64,72,3551
403021064,3816,2057,348,305,6521
403031065,1293,312,30,44,1681
403031066,1838,567,198,87,2696
403031067,3402,914,75,119,4505
403031068,4014,1478,220,144,5859
403031069,4226,1505,144,228,6107
403031070,2146,879,119,164,3308
403041071,3352,774,70,91,4290
403041072,4004,1461,145,405,6015
403041073,2338,1226,131,287,3982
403041074,2620,1344,160,317,4452
403041075,767,129,10,37,944
403041076,1263,170,40,35,1513
403041077,3025,552,74,117,3766
403041078,1738,472,63,64,2337
403041079,2008,882,107,153,3149
403041080,3888,1191,102,161,5343
403041081,0,0,0,0,0
403041082,6,0,0,3,12
403041083,1686,494,37,119,2334
403041084,3645,1649,175,193,5653
403041085,2625,1192,115,196,4136
403041086,2849,1125,110,87,4171
403041087,6166,1878,220,375,8648
403041088,975,250,20,57,1298
403041089,3181,881,62,97,4220
404011090,1980,878,129,133,3124
404011091,3958,1571,187,185,5900
404011092,4033,1643,162,244,6081
404011093,4234,2207,599,358,7392
404011094,1530,787,80,109,2508
404011095,4289,2044,226,251,6808
404011096,4050,1779,124,303,6256
404011097,4344,1941,288,265,6847
404021098,0,0,0,0,0
404021099,3764,2062,224,246,6300
404021100,3959,1668,162,238,6024
404021101,2706,1692,183,240,4817
404021102,4254,1931,355,357,6895
404021103,0,0,0,0,0
404031104,0,0,0,0,0
404031105,719,309,20,25,1068
404031106,3294,1586,234,190,5300
404031107,6024,3247,613,428,10316
404031108,3865,2119,642,347,6971
404031109,1337,537,73,132,2088
405011110,1708,579,46,133,2462
405011111,2456,737,46,155,3389
405011112,1695,358,26,119,2201
405011113,823,317,38,95,1277
405011114,1798,776,54,112,2745
405011115,1242,536,27,99,1913
405021116,1084,478,33,116,1714
405021117,1322,544,34,158,2058
405021118,1065,545,35,153,1807
405021119,2474,1125,85,268,3941
405031120,1229,567,45,153,1992
405031121,1431,772,53,270,2522
405031122,3556,1958,113,367,5997
405031123,902,348,13,70,1326
405041124,1386,595,42,154,2174
405041125,1321,621,46,171,2149
405041126,1137,542,52,156,1891
405041127,1916,987,57,235,3187
405041128,1062,608,23,155,1845
406011129,646,276,21,190,1128
406011130,1739,754,48,285,2816
406011131,1086,488,23,350,1955
406011132,591,285,15,136,1015
406011133,3918,1736,185,458,6300
406011134,884,363,15,582,1850
406011135,14,0,0,0,15
