SA2_MAINCODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
211011448,0,0,0,914,1631,969,1047,381,171,5119,883,1517,938,957,391,148,4829,49,42,18,10,3,0,114,25,29,27,26,6,0,113,75,68,43,37,7,0,229,8,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,4,0,5,0,0,0,0,7,964,1599,984,991,401,149,5088
211011449,0,0,0,259,491,260,278,122,51,1463,243,472,260,284,110,38,1403,9,12,6,3,0,0,27,7,10,4,4,0,0,26,16,23,11,9,0,0,55,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,256,488,272,295,113,44,1466
211021261,0,0,0,829,1599,844,1098,542,199,5106,658,1464,807,1114,528,177,4746,124,63,20,25,7,3,246,19,26,20,22,4,3,101,148,96,41,47,15,6,342,92,17,3,4,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,22,6,3,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,905,1579,854,1163,540,179,5221
211021262,0,0,0,342,870,525,795,402,135,3071,336,864,516,771,404,107,2991,9,0,0,0,0,0,15,10,0,0,0,0,0,12,16,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,6,0,0,0,0,18,0,0,3,0,0,0,9,365,872,519,773,404,107,3041
211031263,0,0,0,953,1237,729,750,312,128,4116,622,1007,653,684,263,123,3352,258,133,72,49,19,4,533,45,36,21,8,3,0,111,307,165,94,59,24,4,649,57,38,14,11,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,38,14,11,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,11,989,1214,763,750,285,130,4127
211031265,0,0,0,730,1628,1043,1470,640,186,5695,784,1699,1079,1423,589,166,5732,12,7,7,7,0,0,36,7,8,4,3,5,0,29,21,14,13,9,5,0,66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,6,0,3,0,0,0,0,9,806,1717,1097,1429,590,169,5807
211031266,0,0,0,1996,2107,1001,808,358,146,6417,1258,1694,919,891,357,151,5269,396,192,75,34,7,3,707,85,91,36,13,0,0,237,479,285,108,50,10,7,943,33,40,8,3,3,0,92,72,82,22,8,0,0,182,40,24,4,0,0,0,69,0,0,0,0,0,0,0,147,138,35,10,3,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,0,0,0,0,0,8,11,8,3,0,0,0,27,1894,2130,1061,960,371,156,6579
211031267,0,0,0,1874,2434,1110,1133,464,165,7177,1537,2188,1080,1206,499,176,6693,171,125,53,27,6,5,387,30,46,26,27,3,0,132,208,173,75,52,10,6,523,28,41,19,23,7,3,123,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,46,20,19,7,3,134,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4,0,0,3,0,9,5,0,4,8,0,0,13,1785,2403,1186,1288,523,182,7367
211031268,0,0,0,478,977,569,729,289,77,3121,488,1029,552,697,296,78,3144,6,7,0,0,0,0,11,0,3,0,3,0,0,10,11,4,0,7,0,0,17,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,503,1038,556,704,296,78,3175
211031450,0,0,0,1792,1961,844,658,267,125,5642,1441,1661,781,697,285,137,5005,254,168,50,30,17,0,522,39,70,38,12,5,0,164,294,236,87,42,17,3,679,31,23,7,7,0,0,70,83,54,10,6,0,0,155,45,28,7,3,0,0,84,0,0,0,0,0,0,0,151,111,26,13,3,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,22,1902,2021,892,753,309,145,6015
211031451,0,0,0,1313,1495,647,609,281,103,4445,1279,1499,689,748,292,121,4631,58,42,20,12,0,3,138,50,80,54,38,10,0,235,112,123,72,53,17,7,373,16,0,0,0,0,0,18,4,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,6,0,0,0,0,15,1410,1631,767,799,305,127,5051
211031452,0,0,0,341,566,287,285,119,49,1643,295,534,296,290,97,49,1572,28,35,26,13,4,4,115,0,6,0,3,0,0,13,29,46,28,17,4,4,122,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,581,327,311,102,53,1696
211041269,0,0,0,1139,1242,608,630,220,80,3923,556,885,537,633,216,79,2900,363,213,77,48,15,10,729,34,81,55,44,12,4,224,398,294,132,94,29,11,955,31,9,3,4,0,0,45,10,9,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18,8,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,999,1200,672,729,243,86,3939
211041270,0,0,4,1426,1915,925,946,337,109,5653,758,1192,655,879,296,124,3903,542,468,201,92,26,5,1347,82,184,125,82,26,11,513,626,654,327,174,52,17,1858,19,21,5,6,3,0,58,15,16,7,5,0,0,47,108,72,11,8,0,0,201,3,3,0,0,0,0,10,146,113,25,17,3,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,7,3,0,0,0,19,1541,1967,1019,1072,352,135,6088
211041271,0,0,5,1012,1324,659,682,275,90,4050,563,874,557,673,270,70,3007,412,311,137,68,26,3,963,63,54,35,30,12,7,187,476,365,172,94,32,10,1157,22,12,10,10,6,3,65,0,0,0,0,0,0,0,18,29,12,0,0,0,53,0,0,0,0,0,0,0,37,38,25,10,6,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,5,3,4,3,0,0,0,9,1083,1284,752,783,308,87,4294
211041272,0,0,0,770,1185,587,709,253,96,3607,502,853,538,732,250,80,2956,194,151,62,47,20,3,480,37,50,34,40,12,3,180,231,201,103,91,37,11,667,25,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,4,3,4,0,0,0,10,5,4,0,0,0,0,8,767,1069,641,823,284,88,3671
211041273,0,0,0,574,1251,729,834,345,118,3842,456,1143,680,818,320,134,3548,116,81,15,9,3,0,222,15,28,15,26,8,0,95,130,106,29,39,8,0,316,20,17,0,0,0,0,33,0,8,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,606,1276,712,857,328,134,3913
211051274,0,0,5,544,1043,613,728,323,104,3350,517,1065,577,735,292,107,3293,3,3,4,0,0,0,13,0,0,0,0,0,0,0,4,5,4,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,3,4,0,0,11,531,1072,583,734,296,107,3321
211051275,0,0,0,507,1127,538,599,265,106,3141,550,1113,574,653,288,113,3284,7,3,0,0,0,0,11,12,21,4,0,0,0,45,13,29,6,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,0,0,11,573,1145,585,657,291,111,3355
211051276,0,0,0,1153,1665,767,727,324,119,4756,993,1610,740,720,332,121,4521,175,93,39,11,3,0,321,8,7,5,4,0,0,20,181,102,39,10,3,0,343,9,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,13,27,23,0,0,0,0,49,3,0,0,0,0,0,3,0,0,0,0,0,0,0,34,23,0,0,0,0,54,6,10,3,0,4,0,27,1229,1740,794,740,333,121,4962
211051277,0,0,4,818,1126,519,478,178,73,3190,656,1020,479,469,211,90,2938,218,105,19,6,4,0,352,16,18,13,3,0,0,48,231,127,30,14,4,3,405,11,9,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,3,3,0,0,0,12,917,1160,515,488,220,90,3386
211051278,0,0,0,1355,2044,1068,1162,532,210,6370,838,1761,995,1178,484,175,5432,517,267,69,23,7,3,884,68,82,32,15,3,0,203,590,347,101,38,10,5,1087,5,3,0,0,0,0,9,14,34,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,0,0,0,0,58,48,10,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,0,0,0,0,58,11,4,0,11,0,0,26,1494,2165,1100,1225,494,183,6663
211051279,0,0,3,375,701,322,319,178,74,1960,313,641,300,331,178,77,1837,8,15,3,0,0,0,29,0,0,0,0,0,0,3,8,16,3,0,0,0,31,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,9,3,3,0,5,0,0,6,3,3,3,0,0,0,10,328,664,309,339,183,74,1891
211051280,0,0,0,439,701,345,487,213,68,2252,317,660,343,454,177,93,2042,88,28,5,3,0,0,126,6,0,3,0,0,0,12,89,32,9,6,0,0,135,8,18,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,421,714,359,461,177,93,2218
211051281,0,0,0,1272,2250,1282,1437,613,240,7096,1232,2251,1319,1396,580,317,7098,102,54,26,9,3,8,199,37,43,24,11,3,4,119,135,97,57,20,10,6,325,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,25,1380,2352,1387,1422,595,327,7463
211051282,0,0,0,703,1275,576,633,239,93,3508,663,1259,549,596,239,82,3378,16,5,3,0,0,0,28,3,0,0,0,0,0,5,24,8,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,11,12,9,4,0,0,35,695,1285,556,599,235,82,3460
211051283,0,0,0,538,925,532,682,305,139,3128,502,953,537,631,303,141,3066,53,26,4,0,0,0,83,4,12,3,0,3,0,18,60,37,7,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,0,0,8,557,997,547,637,305,147,3186
211051284,0,0,0,666,1066,622,681,280,105,3407,627,1088,593,653,274,77,3314,22,10,3,0,0,0,38,27,0,0,0,0,0,34,49,12,3,0,0,0,69,11,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,4,688,1111,598,660,270,77,3408
211051285,0,0,0,430,767,388,511,260,103,2461,378,794,428,470,249,116,2436,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,3,4,0,0,4,14,389,799,429,474,249,121,2472
211051286,0,0,3,1461,1922,929,858,420,205,5790,1383,1939,906,852,392,180,5649,28,10,3,0,0,3,43,7,0,0,0,0,0,7,33,10,3,0,0,3,53,30,10,6,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,30,6,4,4,0,0,46,75,20,0,3,0,0,94,0,3,0,0,0,0,4,4,5,3,0,0,0,10,79,23,4,5,0,0,107,8,11,0,0,0,0,26,1524,1981,916,868,399,189,5876
212011287,0,0,0,402,673,408,636,292,106,2512,481,1044,718,916,387,153,3694,84,112,50,39,5,5,297,44,68,45,20,3,3,180,127,182,96,54,10,4,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9,0,0,0,0,47,3,5,0,0,0,0,9,650,1237,819,969,400,157,4231
212011288,0,0,0,515,907,426,487,250,151,2725,441,915,419,492,245,153,2666,46,30,11,0,0,0,86,0,0,0,0,0,0,0,46,35,11,0,0,0,89,31,11,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,0,0,0,0,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,7,3,0,3,3,3,0,13,527,961,431,494,252,153,2822
212011289,0,0,8,893,1867,967,1202,576,204,5708,887,1864,1000,1177,577,216,5723,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,12,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,7,4,0,0,0,10,10,8,8,0,0,0,30,907,1882,1017,1181,576,218,5774
212011290,0,0,0,517,779,363,394,184,89,2324,484,809,404,417,218,96,2422,31,5,0,0,0,0,41,0,0,0,0,0,0,0,31,5,0,0,0,0,43,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,9,3,0,3,3,0,0,8,524,822,413,419,218,98,2487
212011291,0,0,0,924,1574,806,728,359,159,4548,953,1725,1043,1085,452,247,5511,259,212,104,34,16,9,627,23,34,33,7,3,0,107,281,253,131,37,24,8,729,40,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,0,0,0,0,57,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,4,0,0,0,0,7,3,3,3,0,0,0,14,1280,1999,1185,1120,480,253,6318
212011292,0,0,0,1393,2351,1283,1326,611,300,7264,1410,2362,1557,1748,778,501,8358,349,240,71,49,9,3,720,77,105,57,23,9,3,274,426,343,124,72,14,10,992,10,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,17,35,3,0,0,0,0,41,4,0,0,0,0,0,4,0,0,0,0,0,0,0,43,3,0,0,0,0,50,3,3,0,0,0,0,7,1895,2721,1680,1825,792,511,9428
212021293,0,0,0,1693,2492,1223,1533,603,216,7766,1076,1994,1177,1412,572,226,6463,597,392,71,52,14,4,1125,88,143,90,38,14,3,382,686,531,156,90,25,8,1507,102,39,0,3,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,41,0,3,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,3,0,3,0,4,3,3,0,3,0,0,12,1865,2574,1343,1514,605,231,8134
212021294,0,0,0,751,1733,1386,1970,793,363,7002,726,1663,1462,2224,886,435,7390,19,12,11,3,3,0,47,39,55,37,21,6,0,157,56,66,48,31,5,0,206,9,19,8,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,8,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,793,1755,1520,2252,897,432,7643
212021295,0,0,3,924,1008,613,494,271,221,3529,624,888,509,473,236,255,2991,195,160,82,70,23,14,544,10,15,6,8,3,4,44,204,180,95,72,21,15,591,74,14,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,14,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,22,6,3,9,80,30,15,22,6,3,9,82,5,0,0,6,0,0,18,944,1098,626,557,267,283,3771
212021297,0,0,0,531,975,621,622,269,229,3244,438,771,470,551,254,243,2735,127,119,88,54,26,20,434,34,48,28,38,8,4,160,157,172,117,92,32,28,593,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,602,946,588,640,290,275,3340
212021299,0,0,3,134,509,310,562,257,152,1932,175,578,349,527,280,186,2099,4,3,3,3,5,0,19,0,0,0,0,0,0,5,3,3,4,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,182,582,351,536,286,189,2126
212021453,0,0,0,467,985,823,886,368,215,3739,488,983,628,725,325,217,3365,36,56,48,63,23,7,229,8,35,17,29,10,5,106,38,89,66,89,34,12,336,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,531,1073,700,817,359,231,3713
212021454,0,0,0,518,1261,885,971,410,256,4301,492,1179,754,757,371,214,3772,53,82,54,48,24,12,274,21,46,58,64,29,8,228,71,130,109,116,50,21,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,3,566,1317,865,875,421,233,4276
212021455,0,0,0,623,1115,766,1035,455,186,4183,531,1110,800,978,439,226,4085,41,20,9,14,4,3,94,0,4,0,0,0,0,6,47,25,10,14,6,3,100,8,14,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,1145,808,990,444,228,4208
212021456,0,0,3,918,1263,795,818,334,222,4352,723,1219,779,829,355,239,4141,41,48,20,18,3,5,139,3,10,4,8,4,7,46,46,57,27,26,12,17,189,92,56,20,12,3,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,55,20,12,3,0,180,74,19,10,0,0,0,103,0,0,0,0,0,0,0,0,0,0,4,0,0,3,74,19,10,5,0,0,108,4,8,4,3,0,0,11,942,1356,839,874,373,249,4631
212031300,0,0,0,1515,2009,1171,1034,488,323,6542,961,1546,1019,933,479,351,5296,396,276,156,112,31,22,992,42,40,26,16,3,4,124,435,314,176,127,35,27,1113,138,94,52,15,10,3,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,94,52,15,10,3,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,13,1548,1965,1247,1079,520,381,6735
212031301,0,0,0,444,884,510,495,247,120,2699,677,1871,1488,1747,754,485,7012,277,291,69,64,22,3,720,9,23,22,11,9,4,76,286,313,88,74,24,10,797,28,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,9,993,2189,1574,1820,780,494,7854
212031302,0,0,0,679,1357,925,1045,419,245,4678,710,1322,1203,1392,566,412,5606,61,67,58,62,28,18,294,8,8,12,5,3,0,39,72,78,73,70,34,19,332,4,6,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,783,1405,1274,1465,607,422,5956
