SA2_MAINCODE_2016,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650m,C06_PI_S_R_NS,C06_PI_S_R_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650m,C11_Ne_Ni_inc_R_NS,C11_N_inc_R_Tot,C11_1_149_R0_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650m,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R0_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650m,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R0_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650m,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R0_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650m,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R0_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650m,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649
313031370,0,3,0,0,0,0,0,26,0,0,4,3,0,0,0,0,0,0,0,4,12,47,32,73,97,34,19,5,0,0,0,0,14,331,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,0,0,0,0,0,0,12,3,3,3,3,0,6,6,0,0,0,0,5,27,9,0,7,7,8,7,8,3,0,0,0,0,44,0,3,3,3,6,6,4,0,0,0,0,3,28,3,0,3,10,6,10,19,0,0,0,0,0,52,9,0,0,11,0,6,8,5,0,0,0,6,49,11,0,3,9,4,5,12,5,0,0,0,0,53,3,0,0,4,7,6,11,0,0,0,0,3,31,9,0,0,7,0,8,11,4,0,0,0,0,37,3,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,0,3,3,5,0,0
313031371,13,0,0,0,0,0,0,32,0,0,0,3,0,0,0,0,0,0,0,6,9,54,7,52,108,56,38,18,3,0,0,0,18,361,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,3,3,0,0,0,0,3,12,9,0,3,3,0,3,3,0,0,0,0,4,35,5,0,0,8,9,11,13,0,0,0,0,0,49,3,0,3,6,0,0,7,0,0,0,0,0,27,3,0,0,5,7,15,27,3,0,0,0,3,60,3,0,8,7,5,11,10,4,0,0,0,0,44,0,0,0,3,4,9,16,9,8,0,0,3,45,3,0,3,0,0,6,9,5,3,0,0,0,32,6,0,3,5,3,9,16,7,0,0,0,3,54,3,0,0,0,0,0,4,6,0,0,0,0,16,0,0,0,0,0,0,4,3,0,0
313041372,22,4,3,0,0,0,3,63,0,0,0,3,0,4,0,0,0,0,0,3,14,34,11,53,202,113,202,38,13,0,0,3,21,688,0,0,0,0,0,3,6,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,3,4,0,9,7,0,0,0,0,3,33,8,0,3,5,6,10,11,0,0,0,0,3,55,0,3,3,4,14,25,33,10,0,0,0,3,93,4,0,6,3,4,6,20,0,0,0,0,3,48,3,0,0,3,10,19,57,3,0,0,0,0,98,3,0,3,6,3,20,49,16,3,0,0,0,103,3,0,3,7,3,22,73,23,0,0,0,0,129,0,0,3,0,3,16,53,13,7,0,0,0,97,3,0,3,0,0,6,60,33,3,3,0,3,110,0,0,0,4,3,9,22,16,5,0,0,0,54,0,0,0,0,0,0,14,17,3,5
313041373,44,11,0,0,0,0,3,176,3,0,11,13,8,14,3,0,0,0,0,19,74,165,114,269,674,560,601,121,14,0,0,12,59,2580,0,0,5,4,0,3,5,0,0,0,0,7,25,0,3,0,0,4,6,6,3,0,0,0,0,30,18,19,19,16,5,18,28,4,0,0,0,6,142,38,29,15,24,11,20,40,6,0,0,4,12,193,10,22,37,28,24,44,107,12,0,0,0,11,295,6,3,41,24,9,29,48,7,0,0,0,4,174,3,3,35,37,33,70,178,27,0,0,0,9,390,7,10,20,23,10,50,165,26,0,0,0,5,316,3,0,16,12,15,53,178,31,0,0,0,3,317,3,0,8,7,4,34,116,44,3,0,0,5,229,4,0,3,11,12,32,131,33,0,0,0,5,232,0,0,3,0,0,5,73,31,3,0,0,0,127,0,0,0,0,5,3,21,16,3,0
313041374,3,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,12,28,67,82,5,0,0,0,3,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,3,3,0,0,0,0,11,3,0,0,0,3,0,5,3,6,0,0,0,27,0,0,0,0,0,0,0,4,4,3,0,0,17,0,0,0,0,0,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,8,4,0,0,0,15,0,0,0,0,0,0,0,0,3,0
313041375,31,16,8,0,0,0,3,66,0,0,0,0,0,3,4,0,0,0,0,3,7,19,0,12,33,68,344,223,34,0,0,3,12,747,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,7,0,0,0,0,13,4,0,0,0,3,3,4,3,0,0,0,0,24,0,0,0,0,0,3,19,19,0,0,0,3,48,4,0,0,0,0,0,8,7,0,0,0,4,25,0,0,0,3,0,13,33,34,0,0,0,0,90,0,0,0,0,0,3,46,52,3,0,0,0,109,0,0,0,3,0,4,47,75,6,0,0,0,134,3,0,0,0,0,3,31,61,3,3,0,0,104,3,0,0,0,0,3,55,106,17,0,0,0,191,0,0,0,0,0,0,22,73,16,0,0,0,114,0,0,0,0,0,3,10,36,14,0
313041376,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,4,6,14,15,4,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,3,5,3,0,0,0,7,3,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,3,3,0
313051377,7,9,0,0,0,0,0,62,5,4,11,3,3,0,0,0,0,0,4,10,34,124,46,209,288,130,138,50,11,0,0,10,20,1009,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,4,0,0,0,0,0,0,0,0,0,6,5,11,10,8,7,12,3,0,0,0,4,0,55,23,23,15,22,16,4,16,0,0,0,3,3,127,3,3,12,17,31,23,25,3,0,0,0,3,119,0,0,9,5,8,14,17,0,0,0,0,3,52,0,4,13,14,17,27,37,4,0,0,0,3,127,9,0,8,12,9,23,46,16,0,0,0,3,124,0,0,0,11,10,16,42,21,3,0,0,0,104,3,0,0,3,4,7,38,16,0,3,0,0,74,4,0,0,0,6,18,37,29,5,0,0,0,98,0,0,0,3,0,4,12,18,4,0,0,0,39,0,0,0,0,3,3,12,10,0,0
313051378,21,11,0,0,0,0,5,111,23,6,25,15,3,3,0,0,0,0,0,4,91,258,99,377,589,287,272,114,13,9,3,22,52,2088,0,0,3,3,0,5,7,3,0,0,0,0,24,6,4,3,3,3,5,3,0,0,0,0,3,32,50,29,17,17,11,17,9,4,0,0,0,5,160,64,68,39,36,15,29,14,9,0,0,0,10,287,15,17,36,37,30,61,57,14,3,0,0,3,271,5,4,25,16,9,29,24,3,0,0,0,5,114,8,4,14,26,24,57,78,16,0,3,0,3,239,3,0,8,28,21,50,88,24,7,0,0,5,231,8,0,4,19,14,47,83,25,0,0,0,4,202,4,3,3,0,7,25,72,28,3,0,0,0,139,3,0,4,6,10,25,88,56,9,3,0,3,211,0,0,0,8,5,7,44,24,3,3,3,0,103,0,0,0,0,0,5,19,19,8,4
313051379,24,10,4,0,0,0,4,112,7,4,14,12,4,3,3,0,3,0,0,12,61,142,55,304,489,259,249,138,29,9,7,17,60,1756,3,0,6,0,0,7,7,0,4,0,0,3,29,0,3,0,3,3,0,0,3,0,0,0,0,19,20,11,10,10,9,10,14,3,0,0,0,5,89,40,22,25,30,12,30,12,5,0,0,0,10,187,9,8,18,39,28,52,43,14,3,0,0,3,214,5,3,25,22,10,19,22,8,0,0,0,3,115,8,3,18,25,16,60,77,8,0,0,5,4,221,9,4,3,10,13,36,65,23,3,0,0,3,170,8,0,3,4,8,43,88,31,9,3,0,3,201,0,0,8,3,5,22,64,30,3,0,0,0,134,0,0,3,7,6,9,57,61,10,0,4,3,167,0,0,0,3,0,7,19,26,0,0,0,0,60,0,0,0,0,0,0,19,13,7,0
313051380,29,8,4,0,0,3,7,104,5,4,3,9,8,3,3,0,0,0,3,9,42,121,80,169,327,189,380,148,14,0,0,6,45,1475,0,0,0,0,0,3,0,3,0,0,0,0,9,5,0,0,0,0,0,3,3,0,0,0,0,10,10,15,7,3,3,3,19,4,0,0,0,8,69,25,27,12,11,9,13,19,11,0,0,0,12,139,11,5,15,20,13,22,57,13,0,0,0,5,159,3,4,49,8,0,12,23,16,0,0,0,6,131,3,0,28,22,4,36,99,34,3,0,0,5,238,3,3,13,14,9,23,94,45,0,0,0,4,213,5,4,7,12,3,18,119,70,3,0,0,3,240,3,0,7,7,3,16,93,68,3,0,0,0,193,4,0,3,8,4,12,102,105,3,3,0,3,252,0,0,0,3,8,4,51,69,0,0,0,0,140,0,0,0,3,0,3,24,40,7,0
313051542,19,18,9,3,0,0,0,73,6,0,10,5,5,3,0,0,0,0,4,9,41,110,21,141,289,153,221,134,60,17,9,19,37,1214,0,0,0,0,0,4,9,5,3,0,0,0,20,3,3,0,0,3,0,3,4,0,0,0,6,19,17,11,0,4,8,10,14,5,0,0,0,7,68,27,24,10,17,12,15,16,4,0,0,0,11,148,0,7,8,19,11,25,31,10,0,0,0,8,120,4,0,10,3,8,8,20,3,0,0,0,0,51,3,0,9,12,14,23,56,17,3,0,0,0,135,5,0,4,14,0,18,47,14,0,0,0,0,111,0,0,3,3,3,26,63,21,9,0,0,3,135,0,0,0,0,3,8,33,28,8,0,0,0,86,4,0,4,3,7,8,42,50,18,3,3,0,137,3,0,0,0,0,9,12,29,11,11,6,0,82,0,0,0,0,3,3,16,18,12,10
314011382,19,28,6,0,0,0,7,83,0,0,0,0,0,0,0,0,0,0,0,4,5,16,10,37,62,58,197,211,53,5,3,3,17,679,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,8,0,0,0,0,0,8,3,0,0,0,0,23,3,0,4,3,0,4,8,11,5,0,0,4,44,0,0,0,4,0,0,4,7,0,0,0,0,10,0,0,0,3,0,0,12,28,3,0,0,3,52,0,0,3,3,0,8,15,19,3,0,0,0,47,3,0,3,5,0,3,18,36,6,0,0,3,75,3,0,3,0,8,3,15,38,3,0,3,0,81,0,0,0,7,14,12,13,67,13,3,0,3,134,0,0,0,0,17,0,6,59,11,3,0,0,99,0,0,0,0,4,4,8,25,13,4
314011383,0,13,0,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,0,5,15,5,26,35,88,75,185,27,3,0,3,5,469,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,0,0,0,18,0,0,0,0,0,3,5,4,0,0,0,0,18,0,0,3,0,3,5,19,14,0,0,0,0,40,3,0,0,0,0,0,8,11,0,0,0,0,23,3,0,0,0,0,4,17,28,0,0,0,0,55,3,0,0,3,6,11,11,41,4,0,0,0,85,0,0,0,8,17,4,35,50,3,0,0,0,122,3,0,3,5,17,3,12,49,4,0,0,3,107,0,0,0,8,17,7,26,107,11,4,3,3,189,0,0,0,5,21,3,14,68,15,8,0,0,137,0,0,0,3,3,0,6,42,7,5
314011384,3,3,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,5,4,34,3,15,37,22,48,35,12,6,0,5,15,236,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,3,0,0,3,0,3,3,0,0,0,0,0,17,0,0,0,5,6,0,3,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,3,3,6,0,0,0,0,24,3,0,3,3,0,4,8,6,0,0,0,0,28,3,0,0,3,0,3,7,4,0,0,0,0,24,3,0,0,0,0,0,3,6,0,0,3,0,20,0,0,0,0,0,7,10,13,3,0,0,0,35,0,0,0,0,3,0,0,12,0,0,0,0,17,3,0,0,0,0,0,3,3,0,3
314011385,3,8,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,30,26,13,39,100,42,3,0,0,3,267,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,4,8,0,0,0,0,21,0,0,0,0,8,0,4,11,3,0,0,0,35,0,0,0,0,4,3,3,16,0,3,0,0,32,0,0,0,0,0,5,0,19,5,0,3,0,38,0,0,0,5,10,0,6,12,11,0,0,0,55,0,0,0,0,0,0,0,8,18,6
314011386,24,35,6,0,0,0,10,109,0,0,3,0,0,7,0,0,0,0,0,11,20,45,17,59,115,178,404,266,47,7,0,7,28,1165,0,0,0,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,7,4,0,0,0,0,11,0,3,3,0,0,3,9,0,0,0,0,0,23,3,3,5,0,3,0,5,6,0,0,3,3,33,4,0,0,0,0,3,17,12,0,0,0,3,47,0,0,3,3,3,3,0,6,0,0,0,0,24,7,3,7,6,4,7,25,24,0,0,0,0,85,4,0,0,8,4,6,31,43,3,0,0,0,101,5,0,0,6,8,7,24,82,5,0,0,3,143,3,0,5,3,7,0,31,61,14,4,0,0,130,3,0,0,9,7,7,42,99,19,3,0,0,183,4,0,0,5,3,5,29,72,30,6,0,0,159,0,0,0,0,0,7,14,41,21,10
314011387,4,7,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,20,55,37,46,49,50,18,4,7,11,335,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,10,3,0,0,3,4,3,7,0,0,0,0,3,27,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,7,0,9,9,8,3,3,0,0,32,0,0,3,3,3,9,3,7,0,0,0,0,36,3,0,3,0,0,5,3,9,6,0,0,0,36,3,0,0,0,3,3,7,6,4,3,0,0,27,4,0,0,4,0,3,4,7,3,3,5,0,32,3,0,0,0,0,0,3,0,0,5,0,0,16,0,0,0,0,0,0,0,7,4,6
314021388,42,9,0,0,0,0,4,111,0,7,10,9,4,5,0,0,0,0,0,8,50,95,82,216,308,314,474,90,4,0,0,7,29,1634,0,0,0,3,0,0,4,4,0,0,0,0,16,0,0,3,0,0,3,0,0,0,0,0,0,13,23,13,4,8,3,7,18,3,0,0,0,3,85,20,30,16,11,4,3,28,9,0,0,0,3,128,3,3,36,16,9,23,69,18,0,3,0,9,199,0,4,22,8,3,7,40,11,0,0,0,0,101,7,0,32,25,10,40,140,40,3,0,3,7,300,3,0,12,9,15,32,122,44,3,0,0,5,255,4,0,9,10,10,22,163,91,3,0,5,3,326,0,0,0,5,4,25,126,83,0,0,0,3,258,7,0,3,3,11,17,159,113,5,0,0,4,314,0,0,0,3,0,8,53,74,3,4,0,0,147,3,0,0,0,3,3,24,36,0,0
314021389,14,17,3,0,0,0,0,44,0,0,6,0,0,3,3,0,0,0,0,3,17,14,6,58,38,36,187,144,24,4,0,3,7,528,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,5,0,0,0,3,3,0,0,0,0,16,3,0,0,8,0,0,4,9,0,0,0,0,27,0,0,0,16,3,4,28,14,0,0,0,0,59,0,0,3,3,0,0,9,3,0,0,0,0,20,0,0,6,7,3,4,29,32,3,0,0,0,85,3,0,0,7,5,10,36,39,0,0,0,0,98,3,0,0,3,5,10,50,53,0,0,0,0,125,0,0,3,0,4,0,47,60,7,0,0,3,117,5,0,0,4,5,8,58,109,5,3,0,0,196,3,0,0,7,3,0,30,77,13,3,0,0,137,3,0,0,0,0,0,17,40,10,0
314021390,5,23,3,0,0,0,0,39,0,0,0,0,0,3,3,0,0,0,0,0,6,13,3,9,21,26,211,332,52,15,3,0,13,686,0,0,0,0,0,0,3,11,3,0,0,3,24,0,0,0,0,0,0,3,8,0,0,0,0,11,0,0,0,0,0,0,3,4,3,0,0,0,15,3,0,0,3,0,3,3,17,0,0,0,0,24,0,0,3,0,3,7,23,31,0,0,0,0,66,0,0,0,0,0,0,13,8,3,0,0,0,25,3,0,0,3,0,3,39,78,9,0,0,0,131,6,0,0,0,3,4,44,89,7,0,0,6,147,3,0,0,7,15,3,42,127,7,0,6,0,212,0,0,0,0,9,8,47,139,19,3,0,0,222,3,0,3,4,10,11,54,242,38,8,3,6,370,0,0,0,3,15,3,28,195,30,9,3,0,283,0,0,0,0,3,0,9,110,45,19
314031391,11,5,0,0,0,0,0,48,0,0,3,0,3,3,0,0,0,0,0,0,10,37,23,48,84,111,237,84,7,0,0,3,12,659,0,0,0,0,3,0,0,5,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,3,4,5,3,3,0,0,3,3,0,0,0,0,28,8,12,3,3,0,3,8,6,0,0,0,0,43,0,0,9,0,0,8,12,15,0,0,0,3,41,0,0,12,3,0,0,3,5,0,0,0,0,33,4,0,6,3,3,7,26,22,0,0,0,0,73,0,0,7,3,3,8,22,34,0,0,0,0,76,0,0,0,5,5,5,39,50,3,0,0,0,115,3,0,3,0,4,4,30,54,3,0,0,0,109,0,0,0,3,3,8,31,82,0,0,0,0,138,0,0,0,0,3,3,18,54,0,0,0,0,81,0,0,0,0,0,0,9,28,0,0
314031392,10,6,0,0,0,0,0,42,3,0,4,4,0,0,0,0,0,0,0,3,22,72,32,96,189,96,100,30,4,0,3,11,21,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,6,8,7,3,3,3,6,0,0,0,0,6,46,6,20,7,3,3,3,13,0,0,0,0,5,61,3,6,10,6,7,10,23,6,0,0,0,0,69,3,6,8,3,3,0,11,3,0,0,0,0,36,7,0,12,22,11,15,27,5,0,0,0,3,98,0,0,3,4,5,16,40,8,0,0,0,0,75,3,3,4,3,3,11,34,16,0,0,0,0,76,0,0,0,3,0,10,21,8,0,0,0,0,53,3,0,4,0,3,11,27,16,0,0,0,3,62,0,0,0,0,0,3,8,16,0,0,0,0,33,0,0,0,0,0,0,3,5,4,0
314031393,13,8,0,0,0,0,0,36,0,0,3,0,3,0,0,0,0,0,0,0,7,43,19,66,110,119,163,49,4,3,0,0,24,611,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,3,0,0,0,0,4,7,4,5,3,0,3,0,0,0,0,0,4,26,14,13,4,3,0,4,8,3,0,0,0,3,50,0,3,9,3,3,6,17,3,0,0,0,0,42,0,0,10,3,3,4,7,3,0,0,0,3,21,3,3,3,3,9,5,20,8,0,0,0,3,68,4,0,4,3,5,11,24,6,0,0,0,0,59,0,0,3,4,0,7,32,16,0,0,0,4,72,0,0,3,4,8,3,23,20,0,0,0,0,60,0,0,0,0,0,7,48,27,0,0,0,0,78,3,0,0,0,3,4,18,24,3,0,0,0,55,0,0,0,0,0,0,10,11,0,0
314031394,36,6,0,0,0,0,0,72,4,0,3,6,5,3,0,0,0,0,0,4,29,54,16,84,265,244,399,38,7,0,0,8,33,1147,0,0,0,0,0,4,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,3,3,4,12,0,0,0,0,0,37,16,7,6,12,6,6,8,3,0,0,0,0,55,8,0,7,15,12,21,39,10,0,0,0,3,107,0,0,0,0,7,7,19,3,0,0,0,0,30,0,0,5,9,12,20,72,17,0,0,3,0,145,3,0,3,6,4,19,86,20,0,0,0,0,137,4,0,0,6,7,19,81,37,0,0,0,0,155,0,0,3,3,3,14,58,37,0,0,0,3,120,3,0,0,4,4,15,61,29,6,3,0,0,129,0,0,3,3,4,12,25,36,0,0,0,4,82,0,0,0,0,0,5,11,7,4,0
315011395,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,104,0,0,0,0,0,0,0,0,0,0,6,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,9,3,3,5,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,0,3,6,12,12,0,0,0,0,0,0,0,0,0,23,3,8,3,3,0,0,0,0,0,0,0,0,15,3,3,3,0,0,0,0,0,0,0,0,0,14,12,4,3,4,0,0,0,0,0,0,0,3,28,9,3,7,4,0,0,0,0,0,0,0,0,19,14,4,6,3,0,0,0,0,0,0,0,0,28,11,5,3,4,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0
315011396,4,0,0,0,0,0,3,69,15,0,3,3,0,3,0,0,0,0,0,7,45,639,120,96,87,32,24,14,11,4,0,11,115,1157,0,0,0,0,0,0,3,0,0,0,0,0,11,3,3,4,3,0,0,0,0,0,0,0,0,18,45,16,16,12,0,0,0,0,0,0,0,4,96,38,12,18,9,5,9,4,0,0,0,0,8,97,22,3,18,6,3,8,4,0,0,0,0,0,60,33,30,34,13,6,0,3,0,0,0,0,0,120,41,23,21,12,4,3,7,0,0,0,0,4,113,42,12,27,11,11,3,10,3,4,0,3,4,134,48,21,32,27,6,5,5,3,0,0,0,7,158,45,10,18,11,6,3,5,7,0,3,0,3,110,52,8,26,19,9,7,10,4,3,0,0,7,139,18,3,7,13,4,7,3,3,0,0,0,3,71,17,3,14,4,0,0,0,0,0,0
315011397,0,0,0,0,0,0,4,18,7,0,0,0,0,0,0,4,0,0,0,3,9,74,15,24,4,3,0,0,0,0,0,3,27,155,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,6,8,3,6,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,3,9,5,0,8,0,0,0,0,0,0,0,0,0,22,3,0,3,0,0,0,0,0,0,0,0,3,15,7,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,3,0,0,0,0,5,16,9,0,0,0,0,0,0,0,0,0,0,5,18,4,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0
