SA4_NAME16	Year	LabourForceStatus	adults
Hunter Valley exc Newcastle	2016	Unemployed (looking for work)	8665
Illawarra	2006		11651
Illawarra	2006	Employed (away from work)	7577
Illawarra	2006	Employed (full-time)	67874
Illawarra	2006	Employed (part-time)	35418
Illawarra	2006	Not in the labour force	79430
Illawarra	2006	Unemployed (looking for work)	8675
Illawarra	2011		9956
Illawarra	2011	Employed (away from work)	8068
Illawarra	2011	Employed (full-time)	71890
Illawarra	2011	Employed (part-time)	39467
Illawarra	2011	Not in the labour force	85256
Illawarra	2011	Unemployed (looking for work)	8598
Illawarra	2016		13084
Illawarra	2016	Employed (away from work)	6923
Illawarra	2016	Employed (full-time)	75471
Illawarra	2016	Employed (part-time)	44937
Illawarra	2016	Not in the labour force	89924
Illawarra	2016	Unemployed (looking for work)	9391
Mid North Coast	2006		8284
Mid North Coast	2006	Employed (away from work)	4683
Mid North Coast	2006	Employed (full-time)	37438
Mid North Coast	2006	Employed (part-time)	24998
Mid North Coast	2006	Not in the labour force	73519
Mid North Coast	2006	Unemployed (looking for work)	7498
Mid North Coast	2011		8618
Mid North Coast	2011	Employed (away from work)	4792
Mid North Coast	2011	Employed (full-time)	39054
Mid North Coast	2011	Employed (part-time)	27462
Mid North Coast	2011	Not in the labour force	78897
Mid North Coast	2011	Unemployed (looking for work)	6368
Mid North Coast	2016		13168
Mid North Coast	2016	Employed (away from work)	4950
Mid North Coast	2016	Employed (full-time)	39615
Mid North Coast	2016	Employed (part-time)	29594
Mid North Coast	2016	Not in the labour force	83637
Mid North Coast	2016	Unemployed (looking for work)	6524
Murray	2006		4669
Murray	2006	Employed (away from work)	3315
Murray	2006	Employed (full-time)	31699
Murray	2006	Employed (part-time)	14851
Murray	2006	Not in the labour force	29748
Murray	2006	Unemployed (looking for work)	2694
Murray	2011		4826
Murray	2011	Employed (away from work)	3375
Murray	2011	Employed (full-time)	31033
Murray	2011	Employed (part-time)	15479
Murray	2011	Not in the labour force	31743
Murray	2011	Unemployed (looking for work)	2645
Murray	2016		8034
Murray	2016	Employed (away from work)	3146
Murray	2016	Employed (full-time)	29955
Murray	2016	Employed (part-time)	16996
Murray	2016	Not in the labour force	33181
Murray	2016	Unemployed (looking for work)	3041
New England and North West	2006		7187
New England and North West	2006	Employed (away from work)	4899
New England and North West	2006	Employed (full-time)	46114
New England and North West	2006	Employed (part-time)	21662
New England and North West	2006	Not in the labour force	49820
New England and North West	2006	Unemployed (looking for work)	5618
New England and North West	2011		8187
New England and North West	2011	Employed (away from work)	4788
New England and North West	2011	Employed (full-time)	47694
New England and North West	2011	Employed (part-time)	23102
New England and North West	2011	Not in the labour force	51028
New England and North West	2011	Unemployed (looking for work)	4962
New England and North West	2016		12988
New England and North West	2016	Employed (away from work)	4618
New England and North West	2016	Employed (full-time)	47151
New England and North West	2016	Employed (part-time)	24215
New England and North West	2016	Not in the labour force	51727
New England and North West	2016	Unemployed (looking for work)	5223
Newcastle and Lake Macquarie	2006		13872
Newcastle and Lake Macquarie	2006	Employed (away from work)	9422
Newcastle and Lake Macquarie	2006	Employed (full-time)	85260
Newcastle and Lake Macquarie	2006	Employed (part-time)	46260
Newcastle and Lake Macquarie	2006	Not in the labour force	103289
Newcastle and Lake Macquarie	2006	Unemployed (looking for work)	10564
Newcastle and Lake Macquarie	2011		12851
Newcastle and Lake Macquarie	2011	Employed (away from work)	9857
Newcastle and Lake Macquarie	2011	Employed (full-time)	94473
Newcastle and Lake Macquarie	2011	Employed (part-time)	51331
Newcastle and Lake Macquarie	2011	Not in the labour force	103476
Newcastle and Lake Macquarie	2011	Unemployed (looking for work)	9108
Newcastle and Lake Macquarie	2016		15688
Newcastle and Lake Macquarie	2016	Employed (away from work)	8499
Newcastle and Lake Macquarie	2016	Employed (full-time)	94967
Newcastle and Lake Macquarie	2016	Employed (part-time)	56979
Newcastle and Lake Macquarie	2016	Not in the labour force	107162
Newcastle and Lake Macquarie	2016	Unemployed (looking for work)	12396
Richmond - Tweed	2006		10580
Richmond - Tweed	2006	Employed (away from work)	5653
Richmond - Tweed	2006	Employed (full-time)	48286
Richmond - Tweed	2006	Employed (part-time)	32399
Richmond - Tweed	2006	Not in the labour force	72156
Richmond - Tweed	2006	Unemployed (looking for work)	7589
Richmond - Tweed	2011		9813
Richmond - Tweed	2011	Employed (away from work)	5996
Richmond - Tweed	2011	Employed (full-time)	49529
Richmond - Tweed	2011	Employed (part-time)	36360
Richmond - Tweed	2011	Not in the labour force	75630
Richmond - Tweed	2011	Unemployed (looking for work)	7936
Richmond - Tweed	2016		17073
Richmond - Tweed	2016	Employed (away from work)	5482
Richmond - Tweed	2016	Employed (full-time)	50688
Richmond - Tweed	2016	Employed (part-time)	40251
Richmond - Tweed	2016	Not in the labour force	77746
Richmond - Tweed	2016	Unemployed (looking for work)	7281
Riverina	2006		5607
Riverina	2006	Employed (away from work)	4439
Riverina	2006	Employed (full-time)	43652
Riverina	2006	Employed (part-time)	18849
Riverina	2006	Not in the labour force	38993
Riverina	2006	Unemployed (looking for work)	3803
Riverina	2011		5943
Riverina	2011	Employed (away from work)	4446
Riverina	2011	Employed (full-time)	44068
Riverina	2011	Employed (part-time)	19816
Riverina	2011	Not in the labour force	40411
Riverina	2011	Unemployed (looking for work)	3496
Riverina	2016		10025
Riverina	2016	Employed (away from work)	4060
Riverina	2016	Employed (full-time)	44216
Riverina	2016	Employed (part-time)	21173
Riverina	2016	Not in the labour force	41545
Riverina	2016	Unemployed (looking for work)	3827
Southern Highlands and Shoalhaven	2006		5982
Southern Highlands and Shoalhaven	2006	Employed (away from work)	3250
Southern Highlands and Shoalhaven	2006	Employed (full-time)	28115
Southern Highlands and Shoalhaven	2006	Employed (part-time)	18109
Southern Highlands and Shoalhaven	2006	Not in the labour force	45419
Southern Highlands and Shoalhaven	2006	Unemployed (looking for work)	3999
Southern Highlands and Shoalhaven	2011		6292
Southern Highlands and Shoalhaven	2011	Employed (away from work)	3536
Southern Highlands and Shoalhaven	2011	Employed (full-time)	30169
Southern Highlands and Shoalhaven	2011	Employed (part-time)	19350
Southern Highlands and Shoalhaven	2011	Not in the labour force	49062
Southern Highlands and Shoalhaven	2011	Unemployed (looking for work)	3643
Southern Highlands and Shoalhaven	2016		8981
Southern Highlands and Shoalhaven	2016	Employed (away from work)	3252
Southern Highlands and Shoalhaven	2016	Employed (full-time)	31760
Southern Highlands and Shoalhaven	2016	Employed (part-time)	21887
Southern Highlands and Shoalhaven	2016	Not in the labour force	53399
Southern Highlands and Shoalhaven	2016	Unemployed (looking for work)	3392
Sydney - Baulkham Hills and Hawkesbury	2006		5879
Sydney - Baulkham Hills and Hawkesbury	2006	Employed (away from work)	5797
Sydney - Baulkham Hills and Hawkesbury	2006	Employed (full-time)	67880
Sydney - Baulkham Hills and Hawkesbury	2006	Employed (part-time)	30478
Sydney - Baulkham Hills and Hawkesbury	2006	Not in the labour force	42325
Sydney - Baulkham Hills and Hawkesbury	2006	Unemployed (looking for work)	3456
Sydney - Baulkham Hills and Hawkesbury	2011		5607
Sydney - Baulkham Hills and Hawkesbury	2011	Employed (away from work)	5745
Sydney - Baulkham Hills and Hawkesbury	2011	Employed (full-time)	70100
Sydney - Baulkham Hills and Hawkesbury	2011	Employed (part-time)	32736
Sydney - Baulkham Hills and Hawkesbury	2011	Not in the labour force	47092
Sydney - Baulkham Hills and Hawkesbury	2011	Unemployed (looking for work)	4605
Sydney - Baulkham Hills and Hawkesbury	2016		7084
Sydney - Baulkham Hills and Hawkesbury	2016	Employed (away from work)	4746
Sydney - Baulkham Hills and Hawkesbury	2016	Employed (full-time)	74727
Sydney - Baulkham Hills and Hawkesbury	2016	Employed (part-time)	35844
Sydney - Baulkham Hills and Hawkesbury	2016	Not in the labour force	53064
Sydney - Baulkham Hills and Hawkesbury	2016	Unemployed (looking for work)	5320
Sydney - Blacktown	2006		11999
Sydney - Blacktown	2006	Employed (away from work)	8244
Sydney - Blacktown	2006	Employed (full-time)	82887
Sydney - Blacktown	2006	Employed (part-time)	28013
Sydney - Blacktown	2006	Not in the labour force	66807
Sydney - Blacktown	2006	Unemployed (looking for work)	8672
Sydney - Blacktown	2011		10916
Sydney - Blacktown	2011	Employed (away from work)	8342
Sydney - Blacktown	2011	Employed (full-time)	92404
Sydney - Blacktown	2011	Employed (part-time)	34192
Sydney - Blacktown	2011	Not in the labour force	75263
Sydney - Blacktown	2011	Unemployed (looking for work)	10387
Sydney - Blacktown	2016		13279
Sydney - Blacktown	2016	Employed (away from work)	7820
Sydney - Blacktown	2016	Employed (full-time)	103247
Sydney - Blacktown	2016	Employed (part-time)	41615
Sydney - Blacktown	2016	Not in the labour force	84353
Sydney - Blacktown	2016	Unemployed (looking for work)	12002
Sydney - City and Inner South	2006		41845
Sydney - City and Inner South	2006	Employed (away from work)	6535
Sydney - City and Inner South	2006	Employed (full-time)	86178
Sydney - City and Inner South	2006	Employed (part-time)	28461
Sydney - City and Inner South	2006	Not in the labour force	49922
Sydney - City and Inner South	2006	Unemployed (looking for work)	6799
Sydney - City and Inner South	2011		26356
Sydney - City and Inner South	2011	Employed (away from work)	7180
Sydney - City and Inner South	2011	Employed (full-time)	103029
Sydney - City and Inner South	2011	Employed (part-time)	35486
Sydney - City and Inner South	2011	Not in the labour force	56591
Sydney - City and Inner South	2011	Unemployed (looking for work)	8719
Sydney - City and Inner South	2016		31514
Sydney - City and Inner South	2016	Employed (away from work)	7794
Sydney - City and Inner South	2016	Employed (full-time)	120248
Sydney - City and Inner South	2016	Employed (part-time)	46416
Sydney - City and Inner South	2016	Not in the labour force	68742
Sydney - City and Inner South	2016	Unemployed (looking for work)	10583
Sydney - Eastern Suburbs	2006		24617
Sydney - Eastern Suburbs	2006	Employed (away from work)	6669
Sydney - Eastern Suburbs	2006	Employed (full-time)	79780
Sydney - Eastern Suburbs	2006	Employed (part-time)	30992
Sydney - Eastern Suburbs	2006	Not in the labour force	55068
Sydney - Eastern Suburbs	2006	Unemployed (looking for work)	4649
Sydney - Eastern Suburbs	2011		19753
Sydney - Eastern Suburbs	2011	Employed (away from work)	6783
Sydney - Eastern Suburbs	2011	Employed (full-time)	85770
Sydney - Eastern Suburbs	2011	Employed (part-time)	34025
Sydney - Eastern Suburbs	2011	Not in the labour force	59098
Sydney - Eastern Suburbs	2011	Unemployed (looking for work)	6202
Sydney - Eastern Suburbs	2016		20121
Sydney - Eastern Suburbs	2016	Employed (away from work)	6029
Sydney - Eastern Suburbs	2016	Employed (full-time)	91581
Sydney - Eastern Suburbs	2016	Employed (part-time)	38264
Sydney - Eastern Suburbs	2016	Not in the labour force	63687
Sydney - Eastern Suburbs	2016	Unemployed (looking for work)	6600
Sydney - Inner South West	2006		28905
Sydney - Inner South West	2006	Employed (away from work)	14477
Sydney - Inner South West	2006	Employed (full-time)	134611
Sydney - Inner South West	2006	Employed (part-time)	54994
Sydney - Inner South West	2006	Not in the labour force	146442
Sydney - Inner South West	2006	Unemployed (looking for work)	14379
Sydney - Inner South West	2011		26201
Sydney - Inner South West	2011	Employed (away from work)	14418
Sydney - Inner South West	2011	Employed (full-time)	142163
Sydney - Inner South West	2011	Employed (part-time)	64442
Sydney - Inner South West	2011	Not in the labour force	157584
Sydney - Inner South West	2011	Unemployed (looking for work)	16402
Sydney - Inner South West	2016		26617
Sydney - Inner South West	2016	Employed (away from work)	13292
Sydney - Inner South West	2016	Employed (full-time)	153900
Sydney - Inner South West	2016	Employed (part-time)	80217
Sydney - Inner South West	2016	Not in the labour force	170586
Sydney - Inner South West	2016	Unemployed (looking for work)	19722
Sydney - Inner West	2006		16723
Sydney - Inner West	2006	Employed (away from work)	7094
Sydney - Inner West	2006	Employed (full-time)	84228
Sydney - Inner West	2006	Employed (part-time)	31161
Sydney - Inner West	2006	Not in the labour force	59521
Sydney - Inner West	2006	Unemployed (looking for work)	5667
Sydney - Inner West	2011		14705
Sydney - Inner West	2011	Employed (away from work)	7435
Sydney - Inner West	2011	Employed (full-time)	90353
Sydney - Inner West	2011	Employed (part-time)	37278
Sydney - Inner West	2011	Not in the labour force	63692
Sydney - Inner West	2011	Unemployed (looking for work)	7376
Sydney - Inner West	2016		16072
Sydney - Inner West	2016	Employed (away from work)	6799
Sydney - Inner West	2016	Employed (full-time)	99543
Sydney - Inner West	2016	Employed (part-time)	43771
Sydney - Inner West	2016	Not in the labour force	72147
Sydney - Inner West	2016	Unemployed (looking for work)	8740
Sydney - North Sydney and Hornsby	2006		17936
Sydney - North Sydney and Hornsby	2006	Employed (away from work)	9611
Sydney - North Sydney and Hornsby	2006	Employed (full-time)	120984
Sydney - North Sydney and Hornsby	2006	Employed (part-time)	50351
Sydney - North Sydney and Hornsby	2006	Not in the labour force	84899
Sydney - North Sydney and Hornsby	2006	Unemployed (looking for work)	6069
Sydney - North Sydney and Hornsby	2011		15215
Sydney - North Sydney and Hornsby	2011	Employed (away from work)	9485
Sydney - North Sydney and Hornsby	2011	Employed (full-time)	126621
Sydney - North Sydney and Hornsby	2011	Employed (part-time)	55038
Sydney - North Sydney and Hornsby	2011	Not in the labour force	90832
Sydney - North Sydney and Hornsby	2011	Unemployed (looking for work)	8472
Sydney - North Sydney and Hornsby	2016		16871
Sydney - North Sydney and Hornsby	2016	Employed (away from work)	8406
Sydney - North Sydney and Hornsby	2016	Employed (full-time)	137197
Sydney - North Sydney and Hornsby	2016	Employed (part-time)	60125
Sydney - North Sydney and Hornsby	2016	Not in the labour force	98024
Sydney - North Sydney and Hornsby	2016	Unemployed (looking for work)	9752
Sydney - Northern Beaches	2006		11811
Sydney - Northern Beaches	2006	Employed (away from work)	6737
Sydney - Northern Beaches	2006	Employed (full-time)	73637
Sydney - Northern Beaches	2006	Employed (part-time)	34995
Sydney - Northern Beaches	2006	Not in the labour force	51903
Sydney - Northern Beaches	2006	Unemployed (looking for work)	3199
Sydney - Northern Beaches	2011		8791
Sydney - Northern Beaches	2011	Employed (away from work)	6492
Sydney - Northern Beaches	2011	Employed (full-time)	76844
Sydney - Northern Beaches	2011	Employed (part-time)	38298
Sydney - Northern Beaches	2011	Not in the labour force	55548
Sydney - Northern Beaches	2011	Unemployed (looking for work)	4420
Sydney - Northern Beaches	2016		11153
Sydney - Northern Beaches	2016	Employed (away from work)	5739
Sydney - Northern Beaches	2016	Employed (full-time)	81286
Sydney - Northern Beaches	2016	Employed (part-time)	42657
Sydney - Northern Beaches	2016	Not in the labour force	57546
Sydney - Northern Beaches	2016	Unemployed (looking for work)	4642
Sydney - Outer South West	2006		9791
Sydney - Outer South West	2006	Employed (away from work)	6675
Sydney - Outer South West	2006	Employed (full-time)	69184
Sydney - Outer South West	2006	Employed (part-time)	26968
Sydney - Outer South West	2006	Not in the labour force	50023
Sydney - Outer South West	2006	Unemployed (looking for work)	6785
Sydney - Outer South West	2011		8864
Sydney - Outer South West	2011	Employed (away from work)	6762
Sydney - Outer South West	2011	Employed (full-time)	73903
Sydney - Outer South West	2011	Employed (part-time)	29490
Sydney - Outer South West	2011	Not in the labour force	56221
Sydney - Outer South West	2011	Unemployed (looking for work)	7123
Sydney - Outer South West	2016		11262
Sydney - Outer South West	2016	Employed (away from work)	6403
Sydney - Outer South West	2016	Employed (full-time)	80656
Sydney - Outer South West	2016	Employed (part-time)	34744
Sydney - Outer South West	2016	Not in the labour force	62868
Sydney - Outer South West	2016	Unemployed (looking for work)	8152
Sydney - Outer West and Blue Mountains	2006		10730
Sydney - Outer West and Blue Mountains	2006	Employed (away from work)	8681
Sydney - Outer West and Blue Mountains	2006	Employed (full-time)	88198
Sydney - Outer West and Blue Mountains	2006	Employed (part-time)	37334
Sydney - Outer West and Blue Mountains	2006	Not in the labour force	64375
Sydney - Outer West and Blue Mountains	2006	Unemployed (looking for work)	7238
Sydney - Outer West and Blue Mountains	2011		10695
Sydney - Outer West and Blue Mountains	2011	Employed (away from work)	8562
Sydney - Outer West and Blue Mountains	2011	Employed (full-time)	90942
Sydney - Outer West and Blue Mountains	2011	Employed (part-time)	39739
Sydney - Outer West and Blue Mountains	2011	Not in the labour force	69444
Sydney - Outer West and Blue Mountains	2011	Unemployed (looking for work)	7853
Sydney - Outer West and Blue Mountains	2016		13179
Sydney - Outer West and Blue Mountains	2016	Employed (away from work)	7359
Sydney - Outer West and Blue Mountains	2016	Employed (full-time)	96218
Sydney - Outer West and Blue Mountains	2016	Employed (part-time)	43755
Sydney - Outer West and Blue Mountains	2016	Not in the labour force	75849
Sydney - Outer West and Blue Mountains	2016	Unemployed (looking for work)	8431
Sydney - Parramatta	2006		21412
Sydney - Parramatta	2006	Employed (away from work)	9881
Sydney - Parramatta	2006	Employed (full-time)	99392
Sydney - Parramatta	2006	Employed (part-time)	38008
Sydney - Parramatta	2006	Not in the labour force	104401
Sydney - Parramatta	2006	Unemployed (looking for work)	11295
Sydney - Parramatta	2011		20198
Sydney - Parramatta	2011	Employed (away from work)	10359
Sydney - Parramatta	2011	Employed (full-time)	110945
Sydney - Parramatta	2011	Employed (part-time)	45736
Sydney - Parramatta	2011	Not in the labour force	115963
Sydney - Parramatta	2011	Unemployed (looking for work)	13176
Sydney - Parramatta	2016		22137
Sydney - Parramatta	2016	Employed (away from work)	9825
Sydney - Parramatta	2016	Employed (full-time)	125082
Sydney - Parramatta	2016	Employed (part-time)	56538
Sydney - Parramatta	2016	Not in the labour force	128990
Sydney - Parramatta	2016	Unemployed (looking for work)	17344
Sydney - Ryde	2006		7529
Sydney - Ryde	2006	Employed (away from work)	4192
Sydney - Ryde	2006	Employed (full-time)	48907
Sydney - Ryde	2006	Employed (part-time)	21408
Sydney - Ryde	2006	Not in the labour force	42659
Sydney - Ryde	2006	Unemployed (looking for work)	3333
Sydney - Ryde	2011		5475
Sydney - Ryde	2011	Employed (away from work)	3942
Sydney - Ryde	2011	Employed (full-time)	52026
Sydney - Ryde	2011	Employed (part-time)	23244
Sydney - Ryde	2011	Not in the labour force	45702
Sydney - Ryde	2011	Unemployed (looking for work)	4587
Sydney - Ryde	2016		6378
Sydney - Ryde	2016	Employed (away from work)	3940
Sydney - Ryde	2016	Employed (full-time)	57844
Sydney - Ryde	2016	Employed (part-time)	26814
Sydney - Ryde	2016	Not in the labour force	50507
Sydney - Ryde	2016	Unemployed (looking for work)	5737
Sydney - South West	2006		18364
Sydney - South West	2006	Employed (away from work)	9839
Sydney - South West	2006	Employed (full-time)	90171
Sydney - South West	2006	Employed (part-time)	31999
Sydney - South West	2006	Not in the labour force	96442
Sydney - South West	2006	Unemployed (looking for work)	12487
Sydney - South West	2011		16630
Sydney - South West	2011	Employed (away from work)	9955
Sydney - South West	2011	Employed (full-time)	94606
Sydney - South West	2011	Employed (part-time)	37261
Sydney - South West	2011	Not in the labour force	110518
Sydney - South West	2011	Unemployed (looking for work)	12548
Sydney - South West	2016		19094
Sydney - South West	2016	Employed (away from work)	8900
Sydney - South West	2016	Employed (full-time)	104417
Sydney - South West	2016	Employed (part-time)	46906
Sydney - South West	2016	Not in the labour force	126305
Sydney - South West	2016	Unemployed (looking for work)	14949
Sydney - Sutherland	2006		8133
Sydney - Sutherland	2006	Employed (away from work)	6579
Sydney - Sutherland	2006	Employed (full-time)	69056
Sydney - Sutherland	2006	Employed (part-time)	31567
Sydney - Sutherland	2006	Not in the labour force	46565
Sydney - Sutherland	2006	Unemployed (looking for work)	3208
Sydney - Sutherland	2011		6512
Sydney - Sutherland	2011	Employed (away from work)	6243
Sydney - Sutherland	2011	Employed (full-time)	70140
Sydney - Sutherland	2011	Employed (part-time)	33744
Sydney - Sutherland	2011	Not in the labour force	49342
Sydney - Sutherland	2011	Unemployed (looking for work)	4042
Sydney - Sutherland	2016		7037
Sydney - Sutherland	2016	Employed (away from work)	5249
Sydney - Sutherland	2016	Employed (full-time)	71489
Sydney - Sutherland	2016	Employed (part-time)	35705
Sydney - Sutherland	2016	Not in the labour force	52733
Sydney - Sutherland	2016	Unemployed (looking for work)	4116
Migratory - Offshore - Shipping (NSW)	2006		9
Migratory - Offshore - Shipping (NSW)	2006	Employed (away from work)	3
Migratory - Offshore - Shipping (NSW)	2006	Employed (full-time)	38
Migratory - Offshore - Shipping (NSW)	2006	Employed (part-time)	0
Migratory - Offshore - Shipping (NSW)	2006	Not in the labour force	0
Migratory - Offshore - Shipping (NSW)	2006	Unemployed (looking for work)	0
Migratory - Offshore - Shipping (NSW)	2011		16
Migratory - Offshore - Shipping (NSW)	2011	Employed (away from work)	7
Migratory - Offshore - Shipping (NSW)	2011	Employed (full-time)	19
Migratory - Offshore - Shipping (NSW)	2011	Employed (part-time)	3
Migratory - Offshore - Shipping (NSW)	2011	Not in the labour force	65
Migratory - Offshore - Shipping (NSW)	2011	Unemployed (looking for work)	0
Migratory - Offshore - Shipping (NSW)	2016		63
Migratory - Offshore - Shipping (NSW)	2016	Employed (away from work)	49
Migratory - Offshore - Shipping (NSW)	2016	Employed (full-time)	48
Migratory - Offshore - Shipping (NSW)	2016	Employed (part-time)	25
Migratory - Offshore - Shipping (NSW)	2016	Not in the labour force	185
Migratory - Offshore - Shipping (NSW)	2016	Unemployed (looking for work)	4
No usual address (NSW)	2006		1079
No usual address (NSW)	2006	Employed (away from work)	359
No usual address (NSW)	2006	Employed (full-time)	2209
No usual address (NSW)	2006	Employed (part-time)	926
No usual address (NSW)	2006	Not in the labour force	3723
No usual address (NSW)	2006	Unemployed (looking for work)	921
No usual address (NSW)	2011		2636
No usual address (NSW)	2011	Employed (away from work)	365
No usual address (NSW)	2011	Employed (full-time)	2284
No usual address (NSW)	2011	Employed (part-time)	1002
No usual address (NSW)	2011	Not in the labour force	4386
No usual address (NSW)	2011	Unemployed (looking for work)	1066
No usual address (NSW)	2016		3217
No usual address (NSW)	2016	Employed (away from work)	301
No usual address (NSW)	2016	Employed (full-time)	1977
No usual address (NSW)	2016	Employed (part-time)	1047
No usual address (NSW)	2016	Not in the labour force	4062
No usual address (NSW)	2016	Unemployed (looking for work)	941
Ballarat	2006		5914
Ballarat	2006	Employed (away from work)	3818
Ballarat	2006	Employed (full-time)	35177
Ballarat	2006	Employed (part-time)	19223
Ballarat	2006	Not in the labour force	40868
Ballarat	2006	Unemployed (looking for work)	4150
Ballarat	2011		5953
Ballarat	2011	Employed (away from work)	4235
Ballarat	2011	Employed (full-time)	37926
Ballarat	2011	Employed (part-time)	22395
Ballarat	2011	Not in the labour force	43976
Ballarat	2011	Unemployed (looking for work)	3965
Ballarat	2016		8679
Ballarat	2016	Employed (away from work)	4163
Ballarat	2016	Employed (full-time)	37943
Ballarat	2016	Employed (part-time)	25289
Ballarat	2016	Not in the labour force	47546
Ballarat	2016	Unemployed (looking for work)	4899
Bendigo	2006		5559
Bendigo	2006	Employed (away from work)	3860
Bendigo	2006	Employed (full-time)	34293
Bendigo	2006	Employed (part-time)	19285
Bendigo	2006	Not in the labour force	38666
Bendigo	2006	Unemployed (looking for work)	3874
Bendigo	2011		5702
Bendigo	2011	Employed (away from work)	4159
