SA4_NAME16	Year	Age5yr	LabourForceStatus	adults
Capital Region	2006	50-54	Unemployed (looking for part-time work)	138
Capital Region	2006	55-59		656
Capital Region	2006	55-59	Employed (away from work)	417
Capital Region	2006	55-59	Employed (full-time)	5246
Capital Region	2006	55-59	Employed (hours worked not stated)	174
Capital Region	2006	55-59	Employed (part-time)	2675
Capital Region	2006	55-59	Not in the labour force	4850
Capital Region	2006	55-59	Unemployed (looking for full-time work)	210
Capital Region	2006	55-59	Unemployed (looking for part-time work)	151
Capital Region	2006	60-64		555
Capital Region	2006	60-64	Employed (away from work)	249
Capital Region	2006	60-64	Employed (full-time)	2551
Capital Region	2006	60-64	Employed (hours worked not stated)	109
Capital Region	2006	60-64	Employed (part-time)	1655
Capital Region	2006	60-64	Not in the labour force	6534
Capital Region	2006	60-64	Unemployed (looking for full-time work)	134
Capital Region	2006	60-64	Unemployed (looking for part-time work)	104
Capital Region	2006	65-69		557
Capital Region	2006	65-69	Employed (away from work)	109
Capital Region	2006	65-69	Employed (full-time)	904
Capital Region	2006	65-69	Employed (hours worked not stated)	50
Capital Region	2006	65-69	Employed (part-time)	792
Capital Region	2006	65-69	Not in the labour force	7141
Capital Region	2006	65-69	Unemployed (looking for full-time work)	17
Capital Region	2006	65-69	Unemployed (looking for part-time work)	21
Capital Region	2006	70-74		570
Capital Region	2006	70-74	Employed (away from work)	53
Capital Region	2006	70-74	Employed (full-time)	343
Capital Region	2006	70-74	Employed (hours worked not stated)	43
Capital Region	2006	70-74	Employed (part-time)	327
Capital Region	2006	70-74	Not in the labour force	6201
Capital Region	2006	70-74	Unemployed (looking for full-time work)	3
Capital Region	2006	70-74	Unemployed (looking for part-time work)	7
Capital Region	2006	75+		1525
Capital Region	2006	75+	Employed (away from work)	39
Capital Region	2006	75+	Employed (full-time)	248
Capital Region	2006	75+	Employed (hours worked not stated)	48
Capital Region	2006	75+	Employed (part-time)	249
Capital Region	2006	75+	Not in the labour force	11820
Capital Region	2006	75+	Unemployed (looking for full-time work)	0
Capital Region	2006	75+	Unemployed (looking for part-time work)	0
Capital Region	2011	15-19		607
Capital Region	2011	15-19	Employed (away from work)	284
Capital Region	2011	15-19	Employed (full-time)	1923
Capital Region	2011	15-19	Employed (hours worked not stated)	211
Capital Region	2011	15-19	Employed (part-time)	3669
Capital Region	2011	15-19	Not in the labour force	5759
Capital Region	2011	15-19	Unemployed (looking for full-time work)	372
Capital Region	2011	15-19	Unemployed (looking for part-time work)	447
Capital Region	2011	20-24		534
Capital Region	2011	20-24	Employed (away from work)	246
Capital Region	2011	20-24	Employed (full-time)	4645
Capital Region	2011	20-24	Employed (hours worked not stated)	179
Capital Region	2011	20-24	Employed (part-time)	1927
Capital Region	2011	20-24	Not in the labour force	1531
Capital Region	2011	20-24	Unemployed (looking for full-time work)	407
Capital Region	2011	20-24	Unemployed (looking for part-time work)	146
Capital Region	2011	25-29		562
Capital Region	2011	25-29	Employed (away from work)	362
Capital Region	2011	25-29	Employed (full-time)	5106
Capital Region	2011	25-29	Employed (hours worked not stated)	153
Capital Region	2011	25-29	Employed (part-time)	1618
Capital Region	2011	25-29	Not in the labour force	1624
Capital Region	2011	25-29	Unemployed (looking for full-time work)	285
Capital Region	2011	25-29	Unemployed (looking for part-time work)	105
Capital Region	2011	30-34		564
Capital Region	2011	30-34	Employed (away from work)	456
Capital Region	2011	30-34	Employed (full-time)	4978
Capital Region	2011	30-34	Employed (hours worked not stated)	161
Capital Region	2011	30-34	Employed (part-time)	2117
Capital Region	2011	30-34	Not in the labour force	1712
Capital Region	2011	30-34	Unemployed (looking for full-time work)	212
Capital Region	2011	30-34	Unemployed (looking for part-time work)	125
Capital Region	2011	35-39		625
Capital Region	2011	35-39	Employed (away from work)	419
Capital Region	2011	35-39	Employed (full-time)	6499
Capital Region	2011	35-39	Employed (hours worked not stated)	202
Capital Region	2011	35-39	Employed (part-time)	2735
Capital Region	2011	35-39	Not in the labour force	1972
Capital Region	2011	35-39	Unemployed (looking for full-time work)	252
Capital Region	2011	35-39	Unemployed (looking for part-time work)	142
Capital Region	2011	40-44		737
Capital Region	2011	40-44	Employed (away from work)	373
Capital Region	2011	40-44	Employed (full-time)	7618
Capital Region	2011	40-44	Employed (hours worked not stated)	245
Capital Region	2011	40-44	Employed (part-time)	3281
Capital Region	2011	40-44	Not in the labour force	1962
Capital Region	2011	40-44	Unemployed (looking for full-time work)	291
Capital Region	2011	40-44	Unemployed (looking for part-time work)	166
Capital Region	2011	45-49		709
Capital Region	2011	45-49	Employed (away from work)	409
Capital Region	2011	45-49	Employed (full-time)	8283
Capital Region	2011	45-49	Employed (hours worked not stated)	206
Capital Region	2011	45-49	Employed (part-time)	3200
Capital Region	2011	45-49	Not in the labour force	2085
Capital Region	2011	45-49	Unemployed (looking for full-time work)	278
Capital Region	2011	45-49	Unemployed (looking for part-time work)	122
Capital Region	2011	50-54		714
Capital Region	2011	50-54	Employed (away from work)	486
Capital Region	2011	50-54	Employed (full-time)	8025
Capital Region	2011	50-54	Employed (hours worked not stated)	219
Capital Region	2011	50-54	Employed (part-time)	3343
Capital Region	2011	50-54	Not in the labour force	2656
Capital Region	2011	50-54	Unemployed (looking for full-time work)	265
Capital Region	2011	50-54	Unemployed (looking for part-time work)	132
Capital Region	2011	55-59		710
Capital Region	2011	55-59	Employed (away from work)	540
Capital Region	2011	55-59	Employed (full-time)	6136
Capital Region	2011	55-59	Employed (hours worked not stated)	136
Capital Region	2011	55-59	Employed (part-time)	2971
Capital Region	2011	55-59	Not in the labour force	4124
Capital Region	2011	55-59	Unemployed (looking for full-time work)	210
Capital Region	2011	55-59	Unemployed (looking for part-time work)	153
Capital Region	2011	60-64		696
Capital Region	2011	60-64	Employed (away from work)	367
Capital Region	2011	60-64	Employed (full-time)	3691
Capital Region	2011	60-64	Employed (hours worked not stated)	154
Capital Region	2011	60-64	Employed (part-time)	2634
Capital Region	2011	60-64	Not in the labour force	7134
Capital Region	2011	60-64	Unemployed (looking for full-time work)	162
Capital Region	2011	60-64	Unemployed (looking for part-time work)	141
Capital Region	2011	65-69		583
Capital Region	2011	65-69	Employed (away from work)	147
Capital Region	2011	65-69	Employed (full-time)	1245
Capital Region	2011	65-69	Employed (hours worked not stated)	83
Capital Region	2011	65-69	Employed (part-time)	1196
Capital Region	2011	65-69	Not in the labour force	8422
Capital Region	2011	65-69	Unemployed (looking for full-time work)	20
Capital Region	2011	65-69	Unemployed (looking for part-time work)	30
Capital Region	2011	70-74		581
Capital Region	2011	70-74	Employed (away from work)	72
Capital Region	2011	70-74	Employed (full-time)	457
Capital Region	2011	70-74	Employed (hours worked not stated)	40
Capital Region	2011	70-74	Employed (part-time)	503
Capital Region	2011	70-74	Not in the labour force	7238
Capital Region	2011	70-74	Unemployed (looking for full-time work)	6
Capital Region	2011	70-74	Unemployed (looking for part-time work)	19
Capital Region	2011	75+		1658
Capital Region	2011	75+	Employed (away from work)	51
Capital Region	2011	75+	Employed (full-time)	288
Capital Region	2011	75+	Employed (hours worked not stated)	55
Capital Region	2011	75+	Employed (part-time)	322
Capital Region	2011	75+	Not in the labour force	13332
Capital Region	2011	75+	Unemployed (looking for full-time work)	4
Capital Region	2011	75+	Unemployed (looking for part-time work)	7
Capital Region	2016	15-19		784
Capital Region	2016	15-19	Employed (away from work)	218
Capital Region	2016	15-19	Employed (full-time)	1485
Capital Region	2016	15-19	Employed (hours worked not stated)	210
Capital Region	2016	15-19	Employed (part-time)	3848
Capital Region	2016	15-19	Not in the labour force	5323
Capital Region	2016	15-19	Unemployed (looking for full-time work)	287
Capital Region	2016	15-19	Unemployed (looking for part-time work)	508
Capital Region	2016	20-24		766
Capital Region	2016	20-24	Employed (away from work)	223
Capital Region	2016	20-24	Employed (full-time)	4464
Capital Region	2016	20-24	Employed (hours worked not stated)	222
Capital Region	2016	20-24	Employed (part-time)	2454
Capital Region	2016	20-24	Not in the labour force	1555
Capital Region	2016	20-24	Unemployed (looking for full-time work)	453
Capital Region	2016	20-24	Unemployed (looking for part-time work)	220
Capital Region	2016	25-29		821
Capital Region	2016	25-29	Employed (away from work)	349
Capital Region	2016	25-29	Employed (full-time)	5410
Capital Region	2016	25-29	Employed (hours worked not stated)	157
Capital Region	2016	25-29	Employed (part-time)	1970
Capital Region	2016	25-29	Not in the labour force	1611
Capital Region	2016	25-29	Unemployed (looking for full-time work)	338
Capital Region	2016	25-29	Unemployed (looking for part-time work)	153
Capital Region	2016	30-34		808
Capital Region	2016	30-34	Employed (away from work)	489
Capital Region	2016	30-34	Employed (full-time)	5595
Capital Region	2016	30-34	Employed (hours worked not stated)	149
Capital Region	2016	30-34	Employed (part-time)	2369
Capital Region	2016	30-34	Not in the labour force	1710
Capital Region	2016	30-34	Unemployed (looking for full-time work)	268
Capital Region	2016	30-34	Unemployed (looking for part-time work)	147
Capital Region	2016	35-39		769
Capital Region	2016	35-39	Employed (away from work)	337
Capital Region	2016	35-39	Employed (full-time)	5717
Capital Region	2016	35-39	Employed (hours worked not stated)	165
Capital Region	2016	35-39	Employed (part-time)	2542
Capital Region	2016	35-39	Not in the labour force	1656
Capital Region	2016	35-39	Unemployed (looking for full-time work)	255
Capital Region	2016	35-39	Unemployed (looking for part-time work)	132
Capital Region	2016	40-44		935
Capital Region	2016	40-44	Employed (away from work)	312
Capital Region	2016	40-44	Employed (full-time)	7292
Capital Region	2016	40-44	Employed (hours worked not stated)	187
Capital Region	2016	40-44	Employed (part-time)	2918
Capital Region	2016	40-44	Not in the labour force	1785
Capital Region	2016	40-44	Unemployed (looking for full-time work)	271
Capital Region	2016	40-44	Unemployed (looking for part-time work)	139
Capital Region	2016	45-49		1070
Capital Region	2016	45-49	Employed (away from work)	349
Capital Region	2016	45-49	Employed (full-time)	8150
Capital Region	2016	45-49	Employed (hours worked not stated)	179
Capital Region	2016	45-49	Employed (part-time)	3173
Capital Region	2016	45-49	Not in the labour force	2076
Capital Region	2016	45-49	Unemployed (looking for full-time work)	281
Capital Region	2016	45-49	Unemployed (looking for part-time work)	120
Capital Region	2016	50-54		1158
Capital Region	2016	50-54	Employed (away from work)	427
Capital Region	2016	50-54	Employed (full-time)	8056
Capital Region	2016	50-54	Employed (hours worked not stated)	190
Capital Region	2016	50-54	Employed (part-time)	3289
Capital Region	2016	50-54	Not in the labour force	2551
Capital Region	2016	50-54	Unemployed (looking for full-time work)	278
Capital Region	2016	50-54	Unemployed (looking for part-time work)	155
Capital Region	2016	55-59		1137
Capital Region	2016	55-59	Employed (away from work)	530
Capital Region	2016	55-59	Employed (full-time)	6672
Capital Region	2016	55-59	Employed (hours worked not stated)	165
Capital Region	2016	55-59	Employed (part-time)	3514
Capital Region	2016	55-59	Not in the labour force	4297
Capital Region	2016	55-59	Unemployed (looking for full-time work)	265
Capital Region	2016	55-59	Unemployed (looking for part-time work)	172
Capital Region	2016	60-64		1127
Capital Region	2016	60-64	Employed (away from work)	415
Capital Region	2016	60-64	Employed (full-time)	4013
Capital Region	2016	60-64	Employed (hours worked not stated)	121
Capital Region	2016	60-64	Employed (part-time)	2965
Capital Region	2016	60-64	Not in the labour force	6929
Capital Region	2016	60-64	Unemployed (looking for full-time work)	212
Capital Region	2016	60-64	Unemployed (looking for part-time work)	197
Capital Region	2016	65-69		1203
Capital Region	2016	65-69	Employed (away from work)	207
Capital Region	2016	65-69	Employed (full-time)	1661
Capital Region	2016	65-69	Employed (hours worked not stated)	79
Capital Region	2016	65-69	Employed (part-time)	1681
Capital Region	2016	65-69	Not in the labour force	10420
Capital Region	2016	65-69	Unemployed (looking for full-time work)	28
Capital Region	2016	65-69	Unemployed (looking for part-time work)	66
Capital Region	2016	70-74		979
Capital Region	2016	70-74	Employed (away from work)	90
Capital Region	2016	70-74	Employed (full-time)	592
Capital Region	2016	70-74	Employed (hours worked not stated)	54
Capital Region	2016	70-74	Employed (part-time)	716
Capital Region	2016	70-74	Not in the labour force	8760
Capital Region	2016	70-74	Unemployed (looking for full-time work)	11
Capital Region	2016	70-74	Unemployed (looking for part-time work)	17
Capital Region	2016	75+		2527
Capital Region	2016	75+	Employed (away from work)	56
Capital Region	2016	75+	Employed (full-time)	377
Capital Region	2016	75+	Employed (hours worked not stated)	92
Capital Region	2016	75+	Employed (part-time)	428
Capital Region	2016	75+	Not in the labour force	15014
Capital Region	2016	75+	Unemployed (looking for full-time work)	12
Capital Region	2016	75+	Unemployed (looking for part-time work)	12
Central Coast	2006	15-19		1050
Central Coast	2006	15-19	Employed (away from work)	353
Central Coast	2006	15-19	Employed (full-time)	2631
Central Coast	2006	15-19	Employed (hours worked not stated)	463
Central Coast	2006	15-19	Employed (part-time)	5655
Central Coast	2006	15-19	Not in the labour force	8217
Central Coast	2006	15-19	Unemployed (looking for full-time work)	1031
Central Coast	2006	15-19	Unemployed (looking for part-time work)	906
Central Coast	2006	20-24		909
Central Coast	2006	20-24	Employed (away from work)	393
Central Coast	2006	20-24	Employed (full-time)	6906
Central Coast	2006	20-24	Employed (hours worked not stated)	422
Central Coast	2006	20-24	Employed (part-time)	3503
Central Coast	2006	20-24	Not in the labour force	2365
Central Coast	2006	20-24	Unemployed (looking for full-time work)	958
Central Coast	2006	20-24	Unemployed (looking for part-time work)	282
Central Coast	2006	25-29		798
Central Coast	2006	25-29	Employed (away from work)	425
Central Coast	2006	25-29	Employed (full-time)	7085
Central Coast	2006	25-29	Employed (hours worked not stated)	279
Central Coast	2006	25-29	Employed (part-time)	2456
Central Coast	2006	25-29	Not in the labour force	2484
Central Coast	2006	25-29	Unemployed (looking for full-time work)	612
Central Coast	2006	25-29	Unemployed (looking for part-time work)	210
Central Coast	2006	30-34		921
Central Coast	2006	30-34	Employed (away from work)	539
Central Coast	2006	30-34	Employed (full-time)	7975
Central Coast	2006	30-34	Employed (hours worked not stated)	332
Central Coast	2006	30-34	Employed (part-time)	3489
Central Coast	2006	30-34	Not in the labour force	3333
Central Coast	2006	30-34	Unemployed (looking for full-time work)	556
Central Coast	2006	30-34	Unemployed (looking for part-time work)	295
Central Coast	2006	35-39		1033
Central Coast	2006	35-39	Employed (away from work)	531
Central Coast	2006	35-39	Employed (full-time)	8663
Central Coast	2006	35-39	Employed (hours worked not stated)	384
Central Coast	2006	35-39	Employed (part-time)	4473
Central Coast	2006	35-39	Not in the labour force	3605
Central Coast	2006	35-39	Unemployed (looking for full-time work)	580
Central Coast	2006	35-39	Unemployed (looking for part-time work)	320
Central Coast	2006	40-44		1116
Central Coast	2006	40-44	Employed (away from work)	520
Central Coast	2006	40-44	Employed (full-time)	9777
Central Coast	2006	40-44	Employed (hours worked not stated)	412
Central Coast	2006	40-44	Employed (part-time)	4982
Central Coast	2006	40-44	Not in the labour force	3294
Central Coast	2006	40-44	Unemployed (looking for full-time work)	622
Central Coast	2006	40-44	Unemployed (looking for part-time work)	343
Central Coast	2006	45-49		1108
Central Coast	2006	45-49	Employed (away from work)	511
Central Coast	2006	45-49	Employed (full-time)	10456
Central Coast	2006	45-49	Employed (hours worked not stated)	379
Central Coast	2006	45-49	Employed (part-time)	4783
Central Coast	2006	45-49	Not in the labour force	3285
Central Coast	2006	45-49	Unemployed (looking for full-time work)	579
Central Coast	2006	45-49	Unemployed (looking for part-time work)	280
Central Coast	2006	50-54		920
Central Coast	2006	50-54	Employed (away from work)	548
Central Coast	2006	50-54	Employed (full-time)	9008
Central Coast	2006	50-54	Employed (hours worked not stated)	293
Central Coast	2006	50-54	Employed (part-time)	4023
Central Coast	2006	50-54	Not in the labour force	3747
Central Coast	2006	50-54	Unemployed (looking for full-time work)	496
Central Coast	2006	50-54	Unemployed (looking for part-time work)	211
Central Coast	2006	55-59		969
Central Coast	2006	55-59	Employed (away from work)	507
Central Coast	2006	55-59	Employed (full-time)	6275
Central Coast	2006	55-59	Employed (hours worked not stated)	227
Central Coast	2006	55-59	Employed (part-time)	3204
Central Coast	2006	55-59	Not in the labour force	6331
Central Coast	2006	55-59	Unemployed (looking for full-time work)	369
Central Coast	2006	55-59	Unemployed (looking for part-time work)	183
Central Coast	2006	60-64		876
Central Coast	2006	60-64	Employed (away from work)	270
Central Coast	2006	60-64	Employed (full-time)	2750
Central Coast	2006	60-64	Employed (hours worked not stated)	134
Central Coast	2006	60-64	Employed (part-time)	2101
Central Coast	2006	60-64	Not in the labour force	9103
Central Coast	2006	60-64	Unemployed (looking for full-time work)	209
Central Coast	2006	60-64	Unemployed (looking for part-time work)	126
Central Coast	2006	65-69		934
Central Coast	2006	65-69	Employed (away from work)	112
Central Coast	2006	65-69	Employed (full-time)	632
Central Coast	2006	65-69	Employed (hours worked not stated)	52
Central Coast	2006	65-69	Employed (part-time)	866
Central Coast	2006	65-69	Not in the labour force	11016
Central Coast	2006	65-69	Unemployed (looking for full-time work)	15
Central Coast	2006	65-69	Unemployed (looking for part-time work)	33
Central Coast	2006	70-74		1110
Central Coast	2006	70-74	Employed (away from work)	38
Central Coast	2006	70-74	Employed (full-time)	144
Central Coast	2006	70-74	Employed (hours worked not stated)	18
Central Coast	2006	70-74	Employed (part-time)	334
Central Coast	2006	70-74	Not in the labour force	10673
Central Coast	2006	70-74	Unemployed (looking for full-time work)	6
Central Coast	2006	70-74	Unemployed (looking for part-time work)	14
Central Coast	2006	75+		3886
Central Coast	2006	75+	Employed (away from work)	36
Central Coast	2006	75+	Employed (full-time)	117
Central Coast	2006	75+	Employed (hours worked not stated)	48
Central Coast	2006	75+	Employed (part-time)	203
Central Coast	2006	75+	Not in the labour force	24008
Central Coast	2006	75+	Unemployed (looking for full-time work)	10
Central Coast	2006	75+	Unemployed (looking for part-time work)	9
Central Coast	2011	15-19		891
Central Coast	2011	15-19	Employed (away from work)	414
Central Coast	2011	15-19	Employed (full-time)	2334
Central Coast	2011	15-19	Employed (hours worked not stated)	334
Central Coast	2011	15-19	Employed (part-time)	5790
Central Coast	2011	15-19	Not in the labour force	9214
Central Coast	2011	15-19	Unemployed (looking for full-time work)	970
Central Coast	2011	15-19	Unemployed (looking for part-time work)	1134
Central Coast	2011	20-24		763
Central Coast	2011	20-24	Employed (away from work)	439
Central Coast	2011	20-24	Employed (full-time)	6974
Central Coast	2011	20-24	Employed (hours worked not stated)	408
Central Coast	2011	20-24	Employed (part-time)	4289
Central Coast	2011	20-24	Not in the labour force	2747
Central Coast	2011	20-24	Unemployed (looking for full-time work)	1141
Central Coast	2011	20-24	Unemployed (looking for part-time work)	422
Central Coast	2011	25-29		765
Central Coast	2011	25-29	Employed (away from work)	567
Central Coast	2011	25-29	Employed (full-time)	7918
Central Coast	2011	25-29	Employed (hours worked not stated)	279
Central Coast	2011	25-29	Employed (part-time)	2764
Central Coast	2011	25-29	Not in the labour force	2714
Central Coast	2011	25-29	Unemployed (looking for full-time work)	661
Central Coast	2011	25-29	Unemployed (looking for part-time work)	264
Central Coast	2011	30-34		736
Central Coast	2011	30-34	Employed (away from work)	686
Central Coast	2011	30-34	Employed (full-time)	7626
Central Coast	2011	30-34	Employed (hours worked not stated)	246
Central Coast	2011	30-34	Employed (part-time)	3328
Central Coast	2011	30-34	Not in the labour force	3041
Central Coast	2011	30-34	Unemployed (looking for full-time work)	509
Central Coast	2011	30-34	Unemployed (looking for part-time work)	232
Central Coast	2011	35-39		887
Central Coast	2011	35-39	Employed (away from work)	604
Central Coast	2011	35-39	Employed (full-time)	9062
Central Coast	2011	35-39	Employed (hours worked not stated)	271
Central Coast	2011	35-39	Employed (part-time)	4388
Central Coast	2011	35-39	Not in the labour force	3476
Central Coast	2011	35-39	Unemployed (looking for full-time work)	512
Central Coast	2011	35-39	Unemployed (looking for part-time work)	318
Central Coast	2011	40-44		947
Central Coast	2011	40-44	Employed (away from work)	505
Central Coast	2011	40-44	Employed (full-time)	10033
Central Coast	2011	40-44	Employed (hours worked not stated)	329
Central Coast	2011	40-44	Employed (part-time)	4873
Central Coast	2011	40-44	Not in the labour force	3306
Central Coast	2011	40-44	Unemployed (looking for full-time work)	554
Central Coast	2011	40-44	Unemployed (looking for part-time work)	295
Central Coast	2011	45-49		914
Central Coast	2011	45-49	Employed (away from work)	537
Central Coast	2011	45-49	Employed (full-time)	10684
Central Coast	2011	45-49	Employed (hours worked not stated)	350
Central Coast	2011	45-49	Employed (part-time)	4804
Central Coast	2011	45-49	Not in the labour force	3254
Central Coast	2011	45-49	Unemployed (looking for full-time work)	542
Central Coast	2011	45-49	Unemployed (looking for part-time work)	263
Central Coast	2011	50-54		1013
Central Coast	2011	50-54	Employed (away from work)	607
Central Coast	2011	50-54	Employed (full-time)	10351
Central Coast	2011	50-54	Employed (hours worked not stated)	294
Central Coast	2011	50-54	Employed (part-time)	4564
Central Coast	2011	50-54	Not in the labour force	3951
Central Coast	2011	50-54	Unemployed (looking for full-time work)	491
Central Coast	2011	50-54	Unemployed (looking for part-time work)	236
Central Coast	2011	55-59		832
Central Coast	2011	55-59	Employed (away from work)	569
Central Coast	2011	55-59	Employed (full-time)	7759
Central Coast	2011	55-59	Employed (hours worked not stated)	214
Central Coast	2011	55-59	Employed (part-time)	3917
Central Coast	2011	55-59	Not in the labour force	5563
Central Coast	2011	55-59	Unemployed (looking for full-time work)	383
Central Coast	2011	55-59	Unemployed (looking for part-time work)	189
Central Coast	2011	60-64		891
Central Coast	2011	60-64	Employed (away from work)	430
Central Coast	2011	60-64	Employed (full-time)	4140
Central Coast	2011	60-64	Employed (hours worked not stated)	137
Central Coast	2011	60-64	Employed (part-time)	3131
Central Coast	2011	60-64	Not in the labour force	9790
Central Coast	2011	60-64	Unemployed (looking for full-time work)	248
Central Coast	2011	60-64	Unemployed (looking for part-time work)	196
Central Coast	2011	65-69		911
Central Coast	2011	65-69	Employed (away from work)	151
Central Coast	2011	65-69	Employed (full-time)	1160
Central Coast	2011	65-69	Employed (hours worked not stated)	55
Central Coast	2011	65-69	Employed (part-time)	1473
Central Coast	2011	65-69	Not in the labour force	12538
Central Coast	2011	65-69	Unemployed (looking for full-time work)	21
Central Coast	2011	65-69	Unemployed (looking for part-time work)	61
Central Coast	2011	70-74		884
Central Coast	2011	70-74	Employed (away from work)	56
Central Coast	2011	70-74	Employed (full-time)	230
Central Coast	2011	70-74	Employed (hours worked not stated)	27
Central Coast	2011	70-74	Employed (part-time)	521
Central Coast	2011	70-74	Not in the labour force	11699
Central Coast	2011	70-74	Unemployed (looking for full-time work)	4
Central Coast	2011	70-74	Unemployed (looking for part-time work)	18
Central Coast	2011	75+		3424
Central Coast	2011	75+	Employed (away from work)	50
Central Coast	2011	75+	Employed (full-time)	84
Central Coast	2011	75+	Employed (hours worked not stated)	42
Central Coast	2011	75+	Employed (part-time)	231
Central Coast	2011	75+	Not in the labour force	25628
Central Coast	2011	75+	Unemployed (looking for full-time work)	9
Central Coast	2011	75+	Unemployed (looking for part-time work)	11
Central Coast	2016	15-19		860
Central Coast	2016	15-19	Employed (away from work)	318
Central Coast	2016	15-19	Employed (full-time)	1947
Central Coast	2016	15-19	Employed (hours worked not stated)	198
Central Coast	2016	15-19	Employed (part-time)	6158
Central Coast	2016	15-19	Not in the labour force	8387
Central Coast	2016	15-19	Unemployed (looking for full-time work)	758
Central Coast	2016	15-19	Unemployed (looking for part-time work)	1312
Central Coast	2016	20-24		966
Central Coast	2016	20-24	Employed (away from work)	387
Central Coast	2016	20-24	Employed (full-time)	6869
Central Coast	2016	20-24	Employed (hours worked not stated)	326
Central Coast	2016	20-24	Employed (part-time)	5131
Central Coast	2016	20-24	Not in the labour force	2927
Central Coast	2016	20-24	Unemployed (looking for full-time work)	1024
Central Coast	2016	20-24	Unemployed (looking for part-time work)	541
Central Coast	2016	25-29		900
Central Coast	2016	25-29	Employed (away from work)	536
Central Coast	2016	25-29	Employed (full-time)	8601
Central Coast	2016	25-29	Employed (hours worked not stated)	239
Central Coast	2016	25-29	Employed (part-time)	3309
Central Coast	2016	25-29	Not in the labour force	2667
Central Coast	2016	25-29	Unemployed (looking for full-time work)	646
Central Coast	2016	25-29	Unemployed (looking for part-time work)	299
Central Coast	2016	30-34		875
Central Coast	2016	30-34	Employed (away from work)	706
Central Coast	2016	30-34	Employed (full-time)	8667
Central Coast	2016	30-34	Employed (hours worked not stated)	228
Central Coast	2016	30-34	Employed (part-time)	3922
Central Coast	2016	30-34	Not in the labour force	2901
Central Coast	2016	30-34	Unemployed (looking for full-time work)	491
Central Coast	2016	30-34	Unemployed (looking for part-time work)	285
Central Coast	2016	35-39		905
Central Coast	2016	35-39	Employed (away from work)	553
Central Coast	2016	35-39	Employed (full-time)	8815
Central Coast	2016	35-39	Employed (hours worked not stated)	252
