SA4_NAME16	Year	Age	adults
Sydney - Parramatta	2016	35-44	66525
Sydney - Parramatta	2016	45-54	52359
Sydney - Parramatta	2016	55-64	43343
Sydney - Parramatta	2016	65-74	28819
Sydney - Parramatta	2016	75-84	16438
Sydney - Parramatta	2016	85+	7583
Sydney - Ryde	2006	15-19	10229
Sydney - Ryde	2006	20-24	12383
Sydney - Ryde	2006	25-34	20627
Sydney - Ryde	2006	35-44	23450
Sydney - Ryde	2006	45-54	21965
Sydney - Ryde	2006	55-64	16304
Sydney - Ryde	2006	65-74	10635
Sydney - Ryde	2006	75-84	8930
Sydney - Ryde	2006	85+	3504
Sydney - Ryde	2011	15-19	10250
Sydney - Ryde	2011	20-24	13113
Sydney - Ryde	2011	25-34	23120
Sydney - Ryde	2011	35-44	23104
Sydney - Ryde	2011	45-54	22975
Sydney - Ryde	2011	55-64	18271
Sydney - Ryde	2011	65-74	11488
Sydney - Ryde	2011	75-84	8466
Sydney - Ryde	2011	85+	4191
Sydney - Ryde	2016	15-19	10835
Sydney - Ryde	2016	20-24	14231
Sydney - Ryde	2016	25-34	28852
Sydney - Ryde	2016	35-44	25863
Sydney - Ryde	2016	45-54	23636
Sydney - Ryde	2016	55-64	20279
Sydney - Ryde	2016	65-74	13945
Sydney - Ryde	2016	75-84	8639
Sydney - Ryde	2016	85+	4930
Sydney - South West	2006	15-19	25335
Sydney - South West	2006	20-24	24976
Sydney - South West	2006	25-34	47653
Sydney - South West	2006	35-44	51526
Sydney - South West	2006	45-54	45993
Sydney - South West	2006	55-64	31253
Sydney - South West	2006	65-74	18933
Sydney - South West	2006	75-84	10843
Sydney - South West	2006	85+	2782
Sydney - South West	2011	15-19	27562
Sydney - South West	2011	20-24	25622
Sydney - South West	2011	25-34	50255
Sydney - South West	2011	35-44	51470
Sydney - South West	2011	45-54	50815
Sydney - South West	2011	55-64	37804
Sydney - South West	2011	65-74	21677
Sydney - South West	2011	75-84	12531
Sydney - South West	2011	85+	3790
Sydney - South West	2016	15-19	29037
Sydney - South West	2016	20-24	29874
Sydney - South West	2016	25-34	58131
Sydney - South West	2016	35-44	55278
Sydney - South West	2016	45-54	54282
Sydney - South West	2016	55-64	45607
Sydney - South West	2016	65-74	27920
Sydney - South West	2016	75-84	14897
Sydney - South West	2016	85+	5545
Sydney - Sutherland	2006	15-19	14397
Sydney - Sutherland	2006	20-24	13398
Sydney - Sutherland	2006	25-34	27048
Sydney - Sutherland	2006	35-44	30098
Sydney - Sutherland	2006	45-54	29601
Sydney - Sutherland	2006	55-64	23238
Sydney - Sutherland	2006	65-74	13396
Sydney - Sutherland	2006	75-84	10566
Sydney - Sutherland	2006	85+	3367
Sydney - Sutherland	2011	15-19	13410
Sydney - Sutherland	2011	20-24	13364
Sydney - Sutherland	2011	25-34	25924
Sydney - Sutherland	2011	35-44	30386
Sydney - Sutherland	2011	45-54	30021
Sydney - Sutherland	2011	55-64	25520
Sydney - Sutherland	2011	65-74	16124
Sydney - Sutherland	2011	75-84	10672
Sydney - Sutherland	2011	85+	4597
Sydney - Sutherland	2016	15-19	13095
Sydney - Sutherland	2016	20-24	12667
Sydney - Sutherland	2016	25-34	26178
Sydney - Sutherland	2016	35-44	30079
Sydney - Sutherland	2016	45-54	30190
Sydney - Sutherland	2016	55-64	27203
Sydney - Sutherland	2016	65-74	19937
Sydney - Sutherland	2016	75-84	11043
Sydney - Sutherland	2016	85+	5949
Migratory - Offshore - Shipping (NSW)	2006	15-19	4
Migratory - Offshore - Shipping (NSW)	2006	20-24	8
Migratory - Offshore - Shipping (NSW)	2006	25-34	22
Migratory - Offshore - Shipping (NSW)	2006	35-44	6
Migratory - Offshore - Shipping (NSW)	2006	45-54	3
Migratory - Offshore - Shipping (NSW)	2006	55-64	4
Migratory - Offshore - Shipping (NSW)	2006	65-74	0
Migratory - Offshore - Shipping (NSW)	2006	75-84	0
Migratory - Offshore - Shipping (NSW)	2006	85+	0
Migratory - Offshore - Shipping (NSW)	2011	15-19	0
Migratory - Offshore - Shipping (NSW)	2011	20-24	3
Migratory - Offshore - Shipping (NSW)	2011	25-34	3
Migratory - Offshore - Shipping (NSW)	2011	35-44	10
Migratory - Offshore - Shipping (NSW)	2011	45-54	14
Migratory - Offshore - Shipping (NSW)	2011	55-64	27
Migratory - Offshore - Shipping (NSW)	2011	65-74	26
Migratory - Offshore - Shipping (NSW)	2011	75-84	27
Migratory - Offshore - Shipping (NSW)	2011	85+	0
Migratory - Offshore - Shipping (NSW)	2016	15-19	12
Migratory - Offshore - Shipping (NSW)	2016	20-24	9
Migratory - Offshore - Shipping (NSW)	2016	25-34	32
Migratory - Offshore - Shipping (NSW)	2016	35-44	34
Migratory - Offshore - Shipping (NSW)	2016	45-54	50
Migratory - Offshore - Shipping (NSW)	2016	55-64	74
Migratory - Offshore - Shipping (NSW)	2016	65-74	108
Migratory - Offshore - Shipping (NSW)	2016	75-84	42
Migratory - Offshore - Shipping (NSW)	2016	85+	10
No usual address (NSW)	2006	15-19	574
No usual address (NSW)	2006	20-24	1134
No usual address (NSW)	2006	25-34	2353
No usual address (NSW)	2006	35-44	1744
No usual address (NSW)	2006	45-54	1365
No usual address (NSW)	2006	55-64	1211
No usual address (NSW)	2006	65-74	562
No usual address (NSW)	2006	75-84	205
No usual address (NSW)	2006	85+	66
No usual address (NSW)	2011	15-19	757
No usual address (NSW)	2011	20-24	1313
No usual address (NSW)	2011	25-34	2654
No usual address (NSW)	2011	35-44	2101
No usual address (NSW)	2011	45-54	1895
No usual address (NSW)	2011	55-64	1680
No usual address (NSW)	2011	65-74	968
No usual address (NSW)	2011	75-84	241
No usual address (NSW)	2011	85+	122
No usual address (NSW)	2016	15-19	517
No usual address (NSW)	2016	20-24	1358
No usual address (NSW)	2016	25-34	2703
No usual address (NSW)	2016	35-44	1900
No usual address (NSW)	2016	45-54	1798
No usual address (NSW)	2016	55-64	1722
No usual address (NSW)	2016	65-74	1196
No usual address (NSW)	2016	75-84	282
No usual address (NSW)	2016	85+	78
Ballarat	2006	15-19	10109
Ballarat	2006	20-24	8417
Ballarat	2006	25-34	15031
Ballarat	2006	35-44	18745
Ballarat	2006	45-54	19454
Ballarat	2006	55-64	16386
Ballarat	2006	65-74	10847
Ballarat	2006	75-84	7623
Ballarat	2006	85+	2538
Ballarat	2011	15-19	10359
Ballarat	2011	20-24	9297
Ballarat	2011	25-34	15783
Ballarat	2011	35-44	19005
Ballarat	2011	45-54	20515
Ballarat	2011	55-64	19547
Ballarat	2011	65-74	13071
Ballarat	2011	75-84	7791
Ballarat	2011	85+	3082
Ballarat	2016	15-19	9654
Ballarat	2016	20-24	9873
Ballarat	2016	25-34	17520
Ballarat	2016	35-44	18747
Ballarat	2016	45-54	21290
Ballarat	2016	55-64	21334
Ballarat	2016	65-74	17469
Ballarat	2016	75-84	8886
Ballarat	2016	85+	3745
Bendigo	2006	15-19	9522
Bendigo	2006	20-24	7930
Bendigo	2006	25-34	14020
Bendigo	2006	35-44	18028
Bendigo	2006	45-54	19525
Bendigo	2006	55-64	15888
Bendigo	2006	65-74	10536
Bendigo	2006	75-84	7344
Bendigo	2006	85+	2748
Bendigo	2011	15-19	9714
Bendigo	2011	20-24	8556
Bendigo	2011	25-34	14817
Bendigo	2011	35-44	18007
Bendigo	2011	45-54	19969
Bendigo	2011	55-64	19020
Bendigo	2011	65-74	12663
Bendigo	2011	75-84	7829
Bendigo	2011	85+	3295
Bendigo	2016	15-19	9372
Bendigo	2016	20-24	9235
Bendigo	2016	25-34	17108
Bendigo	2016	35-44	18211
Bendigo	2016	45-54	20471
Bendigo	2016	55-64	20946
Bendigo	2016	65-74	16603
Bendigo	2016	75-84	8878
Bendigo	2016	85+	3961
Geelong	2006	15-19	15933
Geelong	2006	20-24	13984
Geelong	2006	25-34	27448
Geelong	2006	35-44	32685
Geelong	2006	45-54	32482
Geelong	2006	55-64	26451
Geelong	2006	65-74	18397
Geelong	2006	75-84	13815
Geelong	2006	85+	4657
Geelong	2011	15-19	16588
Geelong	2011	20-24	15324
Geelong	2011	25-34	29199
Geelong	2011	35-44	34544
Geelong	2011	45-54	34631
Geelong	2011	55-64	31412
Geelong	2011	65-74	21345
Geelong	2011	75-84	14072
Geelong	2011	85+	6002
Geelong	2016	15-19	17118
Geelong	2016	20-24	17452
Geelong	2016	25-34	34086
Geelong	2016	35-44	35537
Geelong	2016	45-54	36470
Geelong	2016	55-64	35106
Geelong	2016	65-74	28527
Geelong	2016	75-84	15504
Geelong	2016	85+	7326
Hume	2006	15-19	10870
Hume	2006	20-24	7488
Hume	2006	25-34	15483
Hume	2006	35-44	21246
Hume	2006	45-54	22961
Hume	2006	55-64	19628
Hume	2006	65-74	12494
Hume	2006	75-84	8678
Hume	2006	85+	2874
Hume	2011	15-19	11079
Hume	2011	20-24	7840
Hume	2011	25-34	15427
Hume	2011	35-44	20061
Hume	2011	45-54	23423
Hume	2011	55-64	22792
Hume	2011	65-74	15634
Hume	2011	75-84	9153
Hume	2011	85+	3602
Hume	2016	15-19	10287
Hume	2016	20-24	8501
Hume	2016	25-34	17119
Hume	2016	35-44	19275
Hume	2016	45-54	23366
Hume	2016	55-64	25285
Hume	2016	65-74	20812
Hume	2016	75-84	10558
Hume	2016	85+	4590
Latrobe - Gippsland	2006	15-19	16658
Latrobe - Gippsland	2006	20-24	12121
Latrobe - Gippsland	2006	25-34	23606
Latrobe - Gippsland	2006	35-44	31622
Latrobe - Gippsland	2006	45-54	35377
Latrobe - Gippsland	2006	55-64	31481
Latrobe - Gippsland	2006	65-74	21712
Latrobe - Gippsland	2006	75-84	14550
Latrobe - Gippsland	2006	85+	4474
Latrobe - Gippsland	2011	15-19	16910
Latrobe - Gippsland	2011	20-24	13343
Latrobe - Gippsland	2011	25-34	26226
Latrobe - Gippsland	2011	35-44	31059
Latrobe - Gippsland	2011	45-54	35894
Latrobe - Gippsland	2011	55-64	36898
Latrobe - Gippsland	2011	65-74	26487
Latrobe - Gippsland	2011	75-84	15294
Latrobe - Gippsland	2011	85+	5734
Latrobe - Gippsland	2016	15-19	15423
Latrobe - Gippsland	2016	20-24	13540
Latrobe - Gippsland	2016	25-34	28423
Latrobe - Gippsland	2016	35-44	29340
Latrobe - Gippsland	2016	45-54	35918
Latrobe - Gippsland	2016	55-64	40282
Latrobe - Gippsland	2016	65-74	35293
Latrobe - Gippsland	2016	75-84	18127
Latrobe - Gippsland	2016	85+	7251
Melbourne - Inner	2006	15-19	22516
Melbourne - Inner	2006	20-24	51001
Melbourne - Inner	2006	25-34	112244
Melbourne - Inner	2006	35-44	75083
Melbourne - Inner	2006	45-54	52800
Melbourne - Inner	2006	55-64	39265
Melbourne - Inner	2006	65-74	25660
Melbourne - Inner	2006	75-84	18944
Melbourne - Inner	2006	85+	6931
Melbourne - Inner	2011	15-19	21576
Melbourne - Inner	2011	20-24	52883
Melbourne - Inner	2011	25-34	129282
Melbourne - Inner	2011	35-44	81369
Melbourne - Inner	2011	45-54	57408
Melbourne - Inner	2011	55-64	44655
Melbourne - Inner	2011	65-74	27603
Melbourne - Inner	2011	75-84	18573
Melbourne - Inner	2011	85+	7872
Melbourne - Inner	2016	15-19	27570
Melbourne - Inner	2016	20-24	65808
Melbourne - Inner	2016	25-34	159836
Melbourne - Inner	2016	35-44	90017
Melbourne - Inner	2016	45-54	66343
Melbourne - Inner	2016	55-64	50874
Melbourne - Inner	2016	65-74	34506
Melbourne - Inner	2016	75-84	19956
Melbourne - Inner	2016	85+	9372
Melbourne - Inner East	2006	15-19	22664
Melbourne - Inner East	2006	20-24	24803
Melbourne - Inner East	2006	25-34	40156
Melbourne - Inner East	2006	35-44	47761
Melbourne - Inner East	2006	45-54	45746
Melbourne - Inner East	2006	55-64	37212
Melbourne - Inner East	2006	65-74	25639
Melbourne - Inner East	2006	75-84	19749
Melbourne - Inner East	2006	85+	8199
Melbourne - Inner East	2011	15-19	23068
Melbourne - Inner East	2011	20-24	27199
Melbourne - Inner East	2011	25-34	42517
Melbourne - Inner East	2011	35-44	45887
Melbourne - Inner East	2011	45-54	47977
Melbourne - Inner East	2011	55-64	38650
Melbourne - Inner East	2011	65-74	28026
Melbourne - Inner East	2011	75-84	20003
Melbourne - Inner East	2011	85+	9630
Melbourne - Inner East	2016	15-19	24314
Melbourne - Inner East	2016	20-24	28564
Melbourne - Inner East	2016	25-34	48315
Melbourne - Inner East	2016	35-44	44705
Melbourne - Inner East	2016	45-54	49792
Melbourne - Inner East	2016	55-64	40646
Melbourne - Inner East	2016	65-74	31487
Melbourne - Inner East	2016	75-84	21417
Melbourne - Inner East	2016	85+	11110
Melbourne - Inner South	2006	15-19	21270
Melbourne - Inner South	2006	20-24	22199
Melbourne - Inner South	2006	25-34	46806
Melbourne - Inner South	2006	35-44	56483
Melbourne - Inner South	2006	45-54	50501
Melbourne - Inner South	2006	55-64	38382
Melbourne - Inner South	2006	65-74	24748
Melbourne - Inner South	2006	75-84	23269
Melbourne - Inner South	2006	85+	9843
Melbourne - Inner South	2011	15-19	21707
Melbourne - Inner South	2011	20-24	24281
Melbourne - Inner South	2011	25-34	48199
Melbourne - Inner South	2011	35-44	58554
Melbourne - Inner South	2011	45-54	53473
Melbourne - Inner South	2011	55-64	42956
Melbourne - Inner South	2011	65-74	27426
Melbourne - Inner South	2011	75-84	20541
Melbourne - Inner South	2011	85+	11480
Melbourne - Inner South	2016	15-19	23090
Melbourne - Inner South	2016	20-24	25368
Melbourne - Inner South	2016	25-34	52231
Melbourne - Inner South	2016	35-44	57088
Melbourne - Inner South	2016	45-54	58600
Melbourne - Inner South	2016	55-64	46291
Melbourne - Inner South	2016	65-74	34044
Melbourne - Inner South	2016	75-84	20587
Melbourne - Inner South	2016	85+	12538
Melbourne - North East	2006	15-19	28211
Melbourne - North East	2006	20-24	28262
Melbourne - North East	2006	25-34	53759
Melbourne - North East	2006	35-44	61455
Melbourne - North East	2006	45-54	55744
Melbourne - North East	2006	55-64	41813
Melbourne - North East	2006	65-74	25876
Melbourne - North East	2006	75-84	17487
Melbourne - North East	2006	85+	5547
Melbourne - North East	2011	15-19	28049
Melbourne - North East	2011	20-24	31983
Melbourne - North East	2011	25-34	63385
Melbourne - North East	2011	35-44	66239
Melbourne - North East	2011	45-54	59535
Melbourne - North East	2011	55-64	48063
Melbourne - North East	2011	65-74	29856
Melbourne - North East	2011	75-84	18740
Melbourne - North East	2011	85+	7280
Melbourne - North East	2016	15-19	29178
Melbourne - North East	2016	20-24	33852
Melbourne - North East	2016	25-34	76421
Melbourne - North East	2016	35-44	71765
Melbourne - North East	2016	45-54	65482
Melbourne - North East	2016	55-64	54028
Melbourne - North East	2016	65-74	38246
Melbourne - North East	2016	75-84	21466
Melbourne - North East	2016	85+	9057
Melbourne - North West	2006	15-19	21010
Melbourne - North West	2006	20-24	18706
Melbourne - North West	2006	25-34	38416
Melbourne - North West	2006	35-44	45369
Melbourne - North West	2006	45-54	37853
Melbourne - North West	2006	55-64	29026
Melbourne - North West	2006	65-74	20085
Melbourne - North West	2006	75-84	13288
Melbourne - North West	2006	85+	3333
Melbourne - North West	2011	15-19	22295
Melbourne - North West	2011	20-24	21964
Melbourne - North West	2011	25-34	44227
Melbourne - North West	2011	35-44	46829
Melbourne - North West	2011	45-54	43070
Melbourne - North West	2011	55-64	32701
Melbourne - North West	2011	65-74	22216
Melbourne - North West	2011	75-84	14590
Melbourne - North West	2011	85+	4827
Melbourne - North West	2016	15-19	23121
Melbourne - North West	2016	20-24	24425
Melbourne - North West	2016	25-34	55208
Melbourne - North West	2016	35-44	50908
Melbourne - North West	2016	45-54	48264
Melbourne - North West	2016	55-64	37105
Melbourne - North West	2016	65-74	26721
Melbourne - North West	2016	75-84	16209
Melbourne - North West	2016	85+	6650
Melbourne - Outer East	2006	15-19	34555
Melbourne - Outer East	2006	20-24	30055
Melbourne - Outer East	2006	25-34	57455
Melbourne - Outer East	2006	35-44	71130
Melbourne - Outer East	2006	45-54	68738
Melbourne - Outer East	2006	55-64	54128
Melbourne - Outer East	2006	65-74	29545
Melbourne - Outer East	2006	75-84	19302
Melbourne - Outer East	2006	85+	7021
Melbourne - Outer East	2011	15-19	33200
Melbourne - Outer East	2011	20-24	31103
Melbourne - Outer East	2011	25-34	58147
Melbourne - Outer East	2011	35-44	69793
Melbourne - Outer East	2011	45-54	70231
Melbourne - Outer East	2011	55-64	59654
Melbourne - Outer East	2011	65-74	36699
Melbourne - Outer East	2011	75-84	20539
Melbourne - Outer East	2011	85+	8718
Melbourne - Outer East	2016	15-19	31809
Melbourne - Outer East	2016	20-24	30848
Melbourne - Outer East	2016	25-34	63435
Melbourne - Outer East	2016	35-44	67780
Melbourne - Outer East	2016	45-54	71134
Melbourne - Outer East	2016	55-64	62391
Melbourne - Outer East	2016	65-74	46081
Melbourne - Outer East	2016	75-84	23943
Melbourne - Outer East	2016	85+	10639
Melbourne - South East	2006	15-19	41945
Melbourne - South East	2006	20-24	43633
Melbourne - South East	2006	25-34	81046
Melbourne - South East	2006	35-44	88677
Melbourne - South East	2006	45-54	78880
Melbourne - South East	2006	55-64	60365
Melbourne - South East	2006	65-74	38286
Melbourne - South East	2006	75-84	24517
Melbourne - South East	2006	85+	7383
Melbourne - South East	2011	15-19	46049
Melbourne - South East	2011	20-24	50248
Melbourne - South East	2011	25-34	96773
Melbourne - South East	2011	35-44	95860
Melbourne - South East	2011	45-54	86857
Melbourne - South East	2011	55-64	68280
Melbourne - South East	2011	65-74	45065
Melbourne - South East	2011	75-84	27769
Melbourne - South East	2011	85+	10142
Melbourne - South East	2016	15-19	50095
Melbourne - South East	2016	20-24	58490
Melbourne - South East	2016	25-34	116387
Melbourne - South East	2016	35-44	105635
Melbourne - South East	2016	45-54	96584
Melbourne - South East	2016	55-64	77349
Melbourne - South East	2016	65-74	55358
Melbourne - South East	2016	75-84	31914
Melbourne - South East	2016	85+	13311
Melbourne - West	2006	15-19	35047
Melbourne - West	2006	20-24	36257
Melbourne - West	2006	25-34	81573
Melbourne - West	2006	35-44	82298
Melbourne - West	2006	45-54	68925
Melbourne - West	2006	55-64	46865
Melbourne - West	2006	65-74	26726
Melbourne - West	2006	75-84	17518
Melbourne - West	2006	85+	4994
Melbourne - West	2011	15-19	39506
Melbourne - West	2011	20-24	44629
Melbourne - West	2011	25-34	105997
Melbourne - West	2011	35-44	98879
Melbourne - West	2011	45-54	79430
Melbourne - West	2011	55-64	59956
Melbourne - West	2011	65-74	32781
Melbourne - West	2011	75-84	18872
Melbourne - West	2011	85+	6797
Melbourne - West	2016	15-19	42871
Melbourne - West	2016	20-24	50091
Melbourne - West	2016	25-34	126540
Melbourne - West	2016	35-44	114709
Melbourne - West	2016	45-54	91031
Melbourne - West	2016	55-64	71110
Melbourne - West	2016	65-74	45235
Melbourne - West	2016	75-84	22199
Melbourne - West	2016	85+	8698
Mornington Peninsula	2006	15-19	17587
Mornington Peninsula	2006	20-24	13917
Mornington Peninsula	2006	25-34	28501
Mornington Peninsula	2006	35-44	36515
Mornington Peninsula	2006	45-54	34772
Mornington Peninsula	2006	55-64	30796
Mornington Peninsula	2006	65-74	21620
Mornington Peninsula	2006	75-84	15520
Mornington Peninsula	2006	85+	5253
Mornington Peninsula	2011	15-19	17643
Mornington Peninsula	2011	20-24	15562
Mornington Peninsula	2011	25-34	29443
Mornington Peninsula	2011	35-44	37837
Mornington Peninsula	2011	45-54	37354
Mornington Peninsula	2011	55-64	33923
Mornington Peninsula	2011	65-74	25919
Mornington Peninsula	2011	75-84	16034
Mornington Peninsula	2011	85+	6485
Mornington Peninsula	2016	15-19	16958
Mornington Peninsula	2016	20-24	15920
Mornington Peninsula	2016	25-34	31974
Mornington Peninsula	2016	35-44	36487
Mornington Peninsula	2016	45-54	40081
Mornington Peninsula	2016	55-64	37104
Mornington Peninsula	2016	65-74	32608
Mornington Peninsula	2016	75-84	18360
Mornington Peninsula	2016	85+	7772
North West	2006	15-19	10002
North West	2006	20-24	6977
North West	2006	25-34	15347
North West	2006	35-44	20058
North West	2006	45-54	21045
North West	2006	55-64	17807
North West	2006	65-74	13102
North West	2006	75-84	9703
North West	2006	85+	3183
North West	2011	15-19	9921
North West	2011	20-24	7438
North West	2011	25-34	14637
North West	2011	35-44	18096
North West	2011	45-54	20959
North West	2011	55-64	19624
North West	2011	65-74	14191
North West	2011	75-84	9755
North West	2011	85+	3978
North West	2016	15-19	9101
North West	2016	20-24	7825
North West	2016	25-34	16382
North West	2016	35-44	16175
North West	2016	45-54	20112
North West	2016	55-64	21405
North West	2016	65-74	17186
North West	2016	75-84	10355
North West	2016	85+	4819
Shepparton	2006	15-19	8305
Shepparton	2006	20-24	6069
Shepparton	2006	25-34	12958
Shepparton	2006	35-44	16812
Shepparton	2006	45-54	16777
Shepparton	2006	55-64	14188
Shepparton	2006	65-74	10135
Shepparton	2006	75-84	6864
Shepparton	2006	85+	2334
Shepparton	2011	15-19	8648
Shepparton	2011	20-24	6342
Shepparton	2011	25-34	12859
Shepparton	2011	35-44	16076
Shepparton	2011	45-54	17312
Shepparton	2011	55-64	15898
Shepparton	2011	65-74	11736
Shepparton	2011	75-84	7433
Shepparton	2011	85+	2964
Shepparton	2016	15-19	8377
Shepparton	2016	20-24	6706
Shepparton	2016	25-34	14067
Shepparton	2016	35-44	14628
Shepparton	2016	45-54	17361
Shepparton	2016	55-64	17490
Shepparton	2016	65-74	14681
Shepparton	2016	75-84	8616
Shepparton	2016	85+	3579
Warrnambool and South West	2006	15-19	8586
Warrnambool and South West	2006	20-24	6009
Warrnambool and South West	2006	25-34	12316
Warrnambool and South West	2006	35-44	16329
Warrnambool and South West	2006	45-54	17271
Warrnambool and South West	2006	55-64	14245
Warrnambool and South West	2006	65-74	9873
Warrnambool and South West	2006	75-84	7233
Warrnambool and South West	2006	85+	2509
Warrnambool and South West	2011	15-19	8531
Warrnambool and South West	2011	20-24	6081
Warrnambool and South West	2011	25-34	11969
Warrnambool and South West	2011	35-44	15101
Warrnambool and South West	2011	45-54	17425
Warrnambool and South West	2011	55-64	16457
Warrnambool and South West	2011	65-74	11111
Warrnambool and South West	2011	75-84	7244
Warrnambool and South West	2011	85+	3049
Warrnambool and South West	2016	15-19	7635
Warrnambool and South West	2016	20-24	6408
Warrnambool and South West	2016	25-34	12295
Warrnambool and South West	2016	35-44	13624
Warrnambool and South West	2016	45-54	17133
Warrnambool and South West	2016	55-64	17876
Warrnambool and South West	2016	65-74	14254
Warrnambool and South West	2016	75-84	7910
Warrnambool and South West	2016	85+	3529
Migratory - Offshore - Shipping (Vic.)	2006	15-19	0
Migratory - Offshore - Shipping (Vic.)	2006	20-24	3
Migratory - Offshore - Shipping (Vic.)	2006	25-34	4
Migratory - Offshore - Shipping (Vic.)	2006	35-44	17
Migratory - Offshore - Shipping (Vic.)	2006	45-54	6
Migratory - Offshore - Shipping (Vic.)	2006	55-64	11
Migratory - Offshore - Shipping (Vic.)	2006	65-74	6
Migratory - Offshore - Shipping (Vic.)	2006	75-84	0
Migratory - Offshore - Shipping (Vic.)	2006	85+	0
Migratory - Offshore - Shipping (Vic.)	2011	15-19	0
Migratory - Offshore - Shipping (Vic.)	2011	20-24	0
Migratory - Offshore - Shipping (Vic.)	2011	25-34	10
Migratory - Offshore - Shipping (Vic.)	2011	35-44	3
Migratory - Offshore - Shipping (Vic.)	2011	45-54	14
Migratory - Offshore - Shipping (Vic.)	2011	55-64	11
Migratory - Offshore - Shipping (Vic.)	2011	65-74	0
Migratory - Offshore - Shipping (Vic.)	2011	75-84	0
Migratory - Offshore - Shipping (Vic.)	2011	85+	0
Migratory - Offshore - Shipping (Vic.)	2016	15-19	0
Migratory - Offshore - Shipping (Vic.)	2016	20-24	0
Migratory - Offshore - Shipping (Vic.)	2016	25-34	4
Migratory - Offshore - Shipping (Vic.)	2016	35-44	3
Migratory - Offshore - Shipping (Vic.)	2016	45-54	11
Migratory - Offshore - Shipping (Vic.)	2016	55-64	5
Migratory - Offshore - Shipping (Vic.)	2016	65-74	0
Migratory - Offshore - Shipping (Vic.)	2016	75-84	0
Migratory - Offshore - Shipping (Vic.)	2016	85+	0
No usual address (Vic.)	2006	15-19	402
No usual address (Vic.)	2006	20-24	882
No usual address (Vic.)	2006	25-34	1692
No usual address (Vic.)	2006	35-44	1045
No usual address (Vic.)	2006	45-54	653
No usual address (Vic.)	2006	55-64	557
No usual address (Vic.)	2006	65-74	247
No usual address (Vic.)	2006	75-84	117
No usual address (Vic.)	2006	85+	56
No usual address (Vic.)	2011	15-19	492
No usual address (Vic.)	2011	20-24	1037
No usual address (Vic.)	2011	25-34	2000
No usual address (Vic.)	2011	35-44	1415
No usual address (Vic.)	2011	45-54	1010
No usual address (Vic.)	2011	55-64	748
No usual address (Vic.)	2011	65-74	394
No usual address (Vic.)	2011	75-84	112
No usual address (Vic.)	2011	85+	55
No usual address (Vic.)	2016	15-19	357
No usual address (Vic.)	2016	20-24	898
No usual address (Vic.)	2016	25-34	1848
No usual address (Vic.)	2016	35-44	1295
No usual address (Vic.)	2016	45-54	975
No usual address (Vic.)	2016	55-64	816
No usual address (Vic.)	2016	65-74	482
No usual address (Vic.)	2016	75-84	121
No usual address (Vic.)	2016	85+	38
Brisbane - East	2006	15-19	13832
Brisbane - East	2006	20-24	11244
Brisbane - East	2006	25-34	22144
Brisbane - East	2006	35-44	28900
Brisbane - East	2006	45-54	28376
Brisbane - East	2006	55-64	22273
Brisbane - East	2006	65-74	12670
Brisbane - East	2006	75-84	8922
Brisbane - East	2006	85+	3250
Brisbane - East	2011	15-19	14702
Brisbane - East	2011	20-24	12157
Brisbane - East	2011	25-34	23899
Brisbane - East	2011	35-44	31057
Brisbane - East	2011	45-54	31027
Brisbane - East	2011	55-64	25952
Brisbane - East	2011	65-74	15890
Brisbane - East	2011	75-84	9144
Brisbane - East	2011	85+	4013
Brisbane - East	2016	15-19	14560
Brisbane - East	2016	20-24	12324
Brisbane - East	2016	25-34	24839
Brisbane - East	2016	35-44	30218
Brisbane - East	2016	45-54	32454
Brisbane - East	2016	55-64	28539
Brisbane - East	2016	65-74	21383
Brisbane - East	2016	75-84	10711
Brisbane - East	2016	85+	4703
Brisbane - North	2006	15-19	11257
Brisbane - North	2006	20-24	11660
Brisbane - North	2006	25-34	24863
Brisbane - North	2006	35-44	25665
Brisbane - North	2006	45-54	23659
Brisbane - North	2006	55-64	18537
Brisbane - North	2006	65-74	12382
Brisbane - North	2006	75-84	10277
Brisbane - North	2006	85+	3883
Brisbane - North	2011	15-19	11798
Brisbane - North	2011	20-24	13234
Brisbane - North	2011	25-34	28903
Brisbane - North	2011	35-44	28923
Brisbane - North	2011	45-54	25040
Brisbane - North	2011	55-64	20604
Brisbane - North	2011	65-74	13525
Brisbane - North	2011	75-84	9833
Brisbane - North	2011	85+	4613
Brisbane - North	2016	15-19	11375
Brisbane - North	2016	20-24	14139
Brisbane - North	2016	25-34	32991
Brisbane - North	2016	35-44	30370
Brisbane - North	2016	45-54	27109
Brisbane - North	2016	55-64	22159
Brisbane - North	2016	65-74	16081
Brisbane - North	2016	75-84	10049
Brisbane - North	2016	85+	5195
Brisbane - South	2006	15-19	19810
Brisbane - South	2006	20-24	25412
Brisbane - South	2006	25-34	45660
Brisbane - South	2006	35-44	43101
Brisbane - South	2006	45-54	37681
Brisbane - South	2006	55-64	28193
Brisbane - South	2006	65-74	16723
Brisbane - South	2006	75-84	12557
Brisbane - South	2006	85+	4495
Brisbane - South	2011	15-19	20592
Brisbane - South	2011	20-24	28594
Brisbane - South	2011	25-34	53963
Brisbane - South	2011	35-44	46634
Brisbane - South	2011	45-54	39866
Brisbane - South	2011	55-64	31409
Brisbane - South	2011	65-74	18769
Brisbane - South	2011	75-84	12106
Brisbane - South	2011	85+	5422
