SA4_NAME16	Year	Age5yr	MaritalStatus	Sex	persons
Capital Region	2011	30-34	Widowed	F	24
Capital Region	2011	30-34	Widowed	M	8
Capital Region	2011	35-39	Divorced	F	530
Capital Region	2011	35-39	Divorced	M	357
Capital Region	2011	35-39	Married	F	3973
Capital Region	2011	35-39	Married	M	3592
Capital Region	2011	35-39	Never married	F	1669
Capital Region	2011	35-39	Never married	M	2141
Capital Region	2011	35-39	Separated	F	298
Capital Region	2011	35-39	Separated	M	216
Capital Region	2011	35-39	Widowed	F	38
Capital Region	2011	35-39	Widowed	M	17
Capital Region	2011	40-44	Divorced	F	898
Capital Region	2011	40-44	Divorced	M	665
Capital Region	2011	40-44	Married	F	4676
Capital Region	2011	40-44	Married	M	4119
Capital Region	2011	40-44	Never married	F	1497
Capital Region	2011	40-44	Never married	M	1967
Capital Region	2011	40-44	Separated	F	433
Capital Region	2011	40-44	Separated	M	332
Capital Region	2011	40-44	Widowed	F	68
Capital Region	2011	40-44	Widowed	M	24
Capital Region	2011	45-49	Divorced	F	1142
Capital Region	2011	45-49	Divorced	M	892
Capital Region	2011	45-49	Married	F	4692
Capital Region	2011	45-49	Married	M	4625
Capital Region	2011	45-49	Never married	F	1187
Capital Region	2011	45-49	Never married	M	1739
Capital Region	2011	45-49	Separated	F	457
Capital Region	2011	45-49	Separated	M	359
Capital Region	2011	45-49	Widowed	F	136
Capital Region	2011	45-49	Widowed	M	51
Capital Region	2011	50-54	Divorced	F	1291
Capital Region	2011	50-54	Divorced	M	1206
Capital Region	2011	50-54	Married	F	4998
Capital Region	2011	50-54	Married	M	4824
Capital Region	2011	50-54	Never married	F	967
Capital Region	2011	50-54	Never married	M	1407
Capital Region	2011	50-54	Separated	F	444
Capital Region	2011	50-54	Separated	M	414
Capital Region	2011	50-54	Widowed	F	206
Capital Region	2011	50-54	Widowed	M	78
Capital Region	2011	55-59	Divorced	F	1252
Capital Region	2011	55-59	Divorced	M	1164
Capital Region	2011	55-59	Married	F	5003
Capital Region	2011	55-59	Married	M	4846
Capital Region	2011	55-59	Never married	F	580
Capital Region	2011	55-59	Never married	M	925
Capital Region	2011	55-59	Separated	F	341
Capital Region	2011	55-59	Separated	M	388
Capital Region	2011	55-59	Widowed	F	376
Capital Region	2011	55-59	Widowed	M	125
Capital Region	2011	60-64	Divorced	F	1172
Capital Region	2011	60-64	Divorced	M	1207
Capital Region	2011	60-64	Married	F	4960
Capital Region	2011	60-64	Married	M	5285
Capital Region	2011	60-64	Never married	F	343
Capital Region	2011	60-64	Never married	M	587
Capital Region	2011	60-64	Separated	F	269
Capital Region	2011	60-64	Separated	M	367
Capital Region	2011	60-64	Widowed	F	550
Capital Region	2011	60-64	Widowed	M	230
Capital Region	2011	65-69	Divorced	F	727
Capital Region	2011	65-69	Divorced	M	773
Capital Region	2011	65-69	Married	F	3838
Capital Region	2011	65-69	Married	M	4286
Capital Region	2011	65-69	Never married	F	209
Capital Region	2011	65-69	Never married	M	374
Capital Region	2011	65-69	Separated	F	153
Capital Region	2011	65-69	Separated	M	244
Capital Region	2011	65-69	Widowed	F	866
Capital Region	2011	65-69	Widowed	M	254
Capital Region	2011	70-74	Divorced	F	477
Capital Region	2011	70-74	Divorced	M	487
Capital Region	2011	70-74	Married	F	2577
Capital Region	2011	70-74	Married	M	3306
Capital Region	2011	70-74	Never married	F	121
Capital Region	2011	70-74	Never married	M	262
Capital Region	2011	70-74	Separated	F	106
Capital Region	2011	70-74	Separated	M	179
Capital Region	2011	70-74	Widowed	F	1088
Capital Region	2011	70-74	Widowed	M	330
Capital Region	2011	75-79	Divorced	F	247
Capital Region	2011	75-79	Divorced	M	290
Capital Region	2011	75-79	Married	F	1568
Capital Region	2011	75-79	Married	M	2178
Capital Region	2011	75-79	Never married	F	107
Capital Region	2011	75-79	Never married	M	166
Capital Region	2011	75-79	Separated	F	54
Capital Region	2011	75-79	Separated	M	90
Capital Region	2011	75-79	Widowed	F	1351
Capital Region	2011	75-79	Widowed	M	404
Capital Region	2011	80-84	Divorced	F	156
Capital Region	2011	80-84	Divorced	M	141
Capital Region	2011	80-84	Married	F	886
Capital Region	2011	80-84	Married	M	1458
Capital Region	2011	80-84	Never married	F	79
Capital Region	2011	80-84	Never married	M	135
Capital Region	2011	80-84	Separated	F	33
Capital Region	2011	80-84	Separated	M	41
Capital Region	2011	80-84	Widowed	F	1574
Capital Region	2011	80-84	Widowed	M	466
Capital Region	2011	85+	Divorced	F	106
Capital Region	2011	85+	Divorced	M	66
Capital Region	2011	85+	Married	F	421
Capital Region	2011	85+	Married	M	767
Capital Region	2011	85+	Never married	F	103
Capital Region	2011	85+	Never married	M	76
Capital Region	2011	85+	Separated	F	14
Capital Region	2011	85+	Separated	M	25
Capital Region	2011	85+	Widowed	F	2159
Capital Region	2011	85+	Widowed	M	557
Capital Region	2016	15-19	Divorced	F	6
Capital Region	2016	15-19	Divorced	M	3
Capital Region	2016	15-19	Married	F	7
Capital Region	2016	15-19	Married	M	14
Capital Region	2016	15-19	Never married	F	6150
Capital Region	2016	15-19	Never married	M	6467
Capital Region	2016	15-19	Separated	F	0
Capital Region	2016	15-19	Separated	M	0
Capital Region	2016	15-19	Widowed	F	5
Capital Region	2016	15-19	Widowed	M	3
Capital Region	2016	20-24	Divorced	F	11
Capital Region	2016	20-24	Divorced	M	3
Capital Region	2016	20-24	Married	F	366
Capital Region	2016	20-24	Married	M	172
Capital Region	2016	20-24	Never married	F	4604
Capital Region	2016	20-24	Never married	M	5154
Capital Region	2016	20-24	Separated	F	40
Capital Region	2016	20-24	Separated	M	13
Capital Region	2016	20-24	Widowed	F	4
Capital Region	2016	20-24	Widowed	M	5
Capital Region	2016	25-29	Divorced	F	68
Capital Region	2016	25-29	Divorced	M	40
Capital Region	2016	25-29	Married	F	1769
Capital Region	2016	25-29	Married	M	1158
Capital Region	2016	25-29	Never married	F	3472
Capital Region	2016	25-29	Never married	M	4113
Capital Region	2016	25-29	Separated	F	116
Capital Region	2016	25-29	Separated	M	52
Capital Region	2016	25-29	Widowed	F	6
Capital Region	2016	25-29	Widowed	M	9
Capital Region	2016	30-34	Divorced	F	256
Capital Region	2016	30-34	Divorced	M	142
Capital Region	2016	30-34	Married	F	3080
Capital Region	2016	30-34	Married	M	2605
Capital Region	2016	30-34	Never married	F	2311
Capital Region	2016	30-34	Never married	M	2767
Capital Region	2016	30-34	Separated	F	206
Capital Region	2016	30-34	Separated	M	148
Capital Region	2016	30-34	Widowed	F	15
Capital Region	2016	30-34	Widowed	M	7
Capital Region	2016	35-39	Divorced	F	344
Capital Region	2016	35-39	Divorced	M	235
Capital Region	2016	35-39	Married	F	3612
Capital Region	2016	35-39	Married	M	3186
Capital Region	2016	35-39	Never married	F	1719
Capital Region	2016	35-39	Never married	M	2016
Capital Region	2016	35-39	Separated	F	254
Capital Region	2016	35-39	Separated	M	159
Capital Region	2016	35-39	Widowed	F	39
Capital Region	2016	35-39	Widowed	M	14
Capital Region	2016	40-44	Divorced	F	736
Capital Region	2016	40-44	Divorced	M	509
Capital Region	2016	40-44	Married	F	4179
Capital Region	2016	40-44	Married	M	3976
Capital Region	2016	40-44	Never married	F	1589
Capital Region	2016	40-44	Never married	M	2024
Capital Region	2016	40-44	Separated	F	387
Capital Region	2016	40-44	Separated	M	360
Capital Region	2016	40-44	Widowed	F	54
Capital Region	2016	40-44	Widowed	M	19
Capital Region	2016	45-49	Divorced	F	1134
Capital Region	2016	45-49	Divorced	M	859
Capital Region	2016	45-49	Married	F	4749
Capital Region	2016	45-49	Married	M	4253
Capital Region	2016	45-49	Never married	F	1480
Capital Region	2016	45-49	Never married	M	1929
Capital Region	2016	45-49	Separated	F	426
Capital Region	2016	45-49	Separated	M	399
Capital Region	2016	45-49	Widowed	F	123
Capital Region	2016	45-49	Widowed	M	40
Capital Region	2016	50-54	Divorced	F	1398
Capital Region	2016	50-54	Divorced	M	1151
Capital Region	2016	50-54	Married	F	4807
Capital Region	2016	50-54	Married	M	4723
Capital Region	2016	50-54	Never married	F	1203
Capital Region	2016	50-54	Never married	M	1640
Capital Region	2016	50-54	Separated	F	481
Capital Region	2016	50-54	Separated	M	423
Capital Region	2016	50-54	Widowed	F	217
Capital Region	2016	50-54	Widowed	M	71
Capital Region	2016	55-59	Divorced	F	1515
Capital Region	2016	55-59	Divorced	M	1346
Capital Region	2016	55-59	Married	F	5152
Capital Region	2016	55-59	Married	M	5033
Capital Region	2016	55-59	Never married	F	1016
Capital Region	2016	55-59	Never married	M	1412
Capital Region	2016	55-59	Separated	F	377
Capital Region	2016	55-59	Separated	M	421
Capital Region	2016	55-59	Widowed	F	337
Capital Region	2016	55-59	Widowed	M	129
Capital Region	2016	60-64	Divorced	F	1440
Capital Region	2016	60-64	Divorced	M	1334
Capital Region	2016	60-64	Married	F	5122
Capital Region	2016	60-64	Married	M	5055
Capital Region	2016	60-64	Never married	F	606
Capital Region	2016	60-64	Never married	M	912
Capital Region	2016	60-64	Separated	F	354
Capital Region	2016	60-64	Separated	M	402
Capital Region	2016	60-64	Widowed	F	562
Capital Region	2016	60-64	Widowed	M	202
Capital Region	2016	65-69	Divorced	F	1240
Capital Region	2016	65-69	Divorced	M	1300
Capital Region	2016	65-69	Married	F	4747
Capital Region	2016	65-69	Married	M	5359
Capital Region	2016	65-69	Never married	F	360
Capital Region	2016	65-69	Never married	M	586
Capital Region	2016	65-69	Separated	F	241
Capital Region	2016	65-69	Separated	M	357
Capital Region	2016	65-69	Widowed	F	837
Capital Region	2016	65-69	Widowed	M	308
Capital Region	2016	70-74	Divorced	F	772
Capital Region	2016	70-74	Divorced	M	694
Capital Region	2016	70-74	Married	F	3374
Capital Region	2016	70-74	Married	M	4003
Capital Region	2016	70-74	Never married	F	212
Capital Region	2016	70-74	Never married	M	330
Capital Region	2016	70-74	Separated	F	123
Capital Region	2016	70-74	Separated	M	224
Capital Region	2016	70-74	Widowed	F	1139
Capital Region	2016	70-74	Widowed	M	344
Capital Region	2016	75-79	Divorced	F	419
Capital Region	2016	75-79	Divorced	M	416
Capital Region	2016	75-79	Married	F	1992
Capital Region	2016	75-79	Married	M	2758
Capital Region	2016	75-79	Never married	F	133
Capital Region	2016	75-79	Never married	M	212
Capital Region	2016	75-79	Separated	F	94
Capital Region	2016	75-79	Separated	M	141
Capital Region	2016	75-79	Widowed	F	1358
Capital Region	2016	75-79	Widowed	M	413
Capital Region	2016	80-84	Divorced	F	190
Capital Region	2016	80-84	Divorced	M	236
Capital Region	2016	80-84	Married	F	1030
Capital Region	2016	80-84	Married	M	1610
Capital Region	2016	80-84	Never married	F	87
Capital Region	2016	80-84	Never married	M	117
Capital Region	2016	80-84	Separated	F	37
Capital Region	2016	80-84	Separated	M	66
Capital Region	2016	80-84	Widowed	F	1468
Capital Region	2016	80-84	Widowed	M	460
Capital Region	2016	85+	Divorced	F	158
Capital Region	2016	85+	Divorced	M	105
Capital Region	2016	85+	Married	F	533
Capital Region	2016	85+	Married	M	1010
Capital Region	2016	85+	Never married	F	84
Capital Region	2016	85+	Never married	M	127
Capital Region	2016	85+	Separated	F	20
Capital Region	2016	85+	Separated	M	41
Capital Region	2016	85+	Widowed	F	2501
Capital Region	2016	85+	Widowed	M	687
Central Coast	2006	15-19	Divorced	F	3
Central Coast	2006	15-19	Divorced	M	12
Central Coast	2006	15-19	Married	F	33
Central Coast	2006	15-19	Married	M	12
Central Coast	2006	15-19	Never married	F	9790
Central Coast	2006	15-19	Never married	M	10419
Central Coast	2006	15-19	Separated	F	9
Central Coast	2006	15-19	Separated	M	8
Central Coast	2006	15-19	Widowed	F	14
Central Coast	2006	15-19	Widowed	M	6
Central Coast	2006	20-24	Divorced	F	19
Central Coast	2006	20-24	Divorced	M	15
Central Coast	2006	20-24	Married	F	681
Central Coast	2006	20-24	Married	M	314
Central Coast	2006	20-24	Never married	F	7018
Central Coast	2006	20-24	Never married	M	7594
Central Coast	2006	20-24	Separated	F	60
Central Coast	2006	20-24	Separated	M	18
Central Coast	2006	20-24	Widowed	F	8
Central Coast	2006	20-24	Widowed	M	9
Central Coast	2006	25-29	Divorced	F	167
Central Coast	2006	25-29	Divorced	M	80
Central Coast	2006	25-29	Married	F	2836
Central Coast	2006	25-29	Married	M	1887
Central Coast	2006	25-29	Never married	F	4061
Central Coast	2006	25-29	Never married	M	4969
Central Coast	2006	25-29	Separated	F	223
Central Coast	2006	25-29	Separated	M	110
Central Coast	2006	25-29	Widowed	F	12
Central Coast	2006	25-29	Widowed	M	7
Central Coast	2006	30-34	Divorced	F	564
Central Coast	2006	30-34	Divorced	M	291
Central Coast	2006	30-34	Married	F	5076
Central Coast	2006	30-34	Married	M	4257
Central Coast	2006	30-34	Never married	F	2952
Central Coast	2006	30-34	Never married	M	3524
Central Coast	2006	30-34	Separated	F	488
Central Coast	2006	30-34	Separated	M	242
Central Coast	2006	30-34	Widowed	F	40
Central Coast	2006	30-34	Widowed	M	6
Central Coast	2006	35-39	Divorced	F	1187
Central Coast	2006	35-39	Divorced	M	657
Central Coast	2006	35-39	Married	F	6277
Central Coast	2006	35-39	Married	M	5559
Central Coast	2006	35-39	Never married	F	2085
Central Coast	2006	35-39	Never married	M	2658
Central Coast	2006	35-39	Separated	F	700
Central Coast	2006	35-39	Separated	M	397
Central Coast	2006	35-39	Widowed	F	66
Central Coast	2006	35-39	Widowed	M	16
Central Coast	2006	40-44	Divorced	F	1656
Central Coast	2006	40-44	Divorced	M	1125
Central Coast	2006	40-44	Married	F	6709
Central Coast	2006	40-44	Married	M	6282
Central Coast	2006	40-44	Never married	F	1628
Central Coast	2006	40-44	Never married	M	2164
Central Coast	2006	40-44	Separated	F	810
Central Coast	2006	40-44	Separated	M	525
Central Coast	2006	40-44	Widowed	F	128
Central Coast	2006	40-44	Widowed	M	34
Central Coast	2006	45-49	Divorced	F	2067
Central Coast	2006	45-49	Divorced	M	1371
Central Coast	2006	45-49	Married	F	6839
Central Coast	2006	45-49	Married	M	6532
Central Coast	2006	45-49	Never married	F	1178
Central Coast	2006	45-49	Never married	M	1663
Central Coast	2006	45-49	Separated	F	813
Central Coast	2006	45-49	Separated	M	643
Central Coast	2006	45-49	Widowed	F	216
Central Coast	2006	45-49	Widowed	M	55
Central Coast	2006	50-54	Divorced	F	1925
Central Coast	2006	50-54	Divorced	M	1503
Central Coast	2006	50-54	Married	F	6201
Central Coast	2006	50-54	Married	M	6250
Central Coast	2006	50-54	Never married	F	751
Central Coast	2006	50-54	Never married	M	1057
Central Coast	2006	50-54	Separated	F	597
Central Coast	2006	50-54	Separated	M	539
Central Coast	2006	50-54	Widowed	F	333
Central Coast	2006	50-54	Widowed	M	93
Central Coast	2006	55-59	Divorced	F	1963
Central Coast	2006	55-59	Divorced	M	1443
Central Coast	2006	55-59	Married	F	5884
Central Coast	2006	55-59	Married	M	6019
Central Coast	2006	55-59	Never married	F	533
Central Coast	2006	55-59	Never married	M	666
Central Coast	2006	55-59	Separated	F	458
Central Coast	2006	55-59	Separated	M	448
Central Coast	2006	55-59	Widowed	F	500
Central Coast	2006	55-59	Widowed	M	154
Central Coast	2006	60-64	Divorced	F	1484
Central Coast	2006	60-64	Divorced	M	1109
Central Coast	2006	60-64	Married	F	5109
Central Coast	2006	60-64	Married	M	5248
Central Coast	2006	60-64	Never married	F	337
Central Coast	2006	60-64	Never married	M	522
Central Coast	2006	60-64	Separated	F	341
Central Coast	2006	60-64	Separated	M	353
Central Coast	2006	60-64	Widowed	F	854
Central Coast	2006	60-64	Widowed	M	217
Central Coast	2006	65-69	Divorced	F	1107
Central Coast	2006	65-69	Divorced	M	823
Central Coast	2006	65-69	Married	F	4355
Central Coast	2006	65-69	Married	M	4717
Central Coast	2006	65-69	Never married	F	237
Central Coast	2006	65-69	Never married	M	384
Central Coast	2006	65-69	Separated	F	240
Central Coast	2006	65-69	Separated	M	234
Central Coast	2006	65-69	Widowed	F	1284
Central Coast	2006	65-69	Widowed	M	281
Central Coast	2006	70-74	Divorced	F	758
Central Coast	2006	70-74	Divorced	M	570
Central Coast	2006	70-74	Married	F	3586
Central Coast	2006	70-74	Married	M	4129
Central Coast	2006	70-74	Never married	F	226
Central Coast	2006	70-74	Never married	M	328
Central Coast	2006	70-74	Separated	F	131
Central Coast	2006	70-74	Separated	M	178
Central Coast	2006	70-74	Widowed	F	1945
Central Coast	2006	70-74	Widowed	M	490
Central Coast	2006	75-79	Divorced	F	538
Central Coast	2006	75-79	Divorced	M	419
Central Coast	2006	75-79	Married	F	3044
Central Coast	2006	75-79	Married	M	3735
Central Coast	2006	75-79	Never married	F	193
Central Coast	2006	75-79	Never married	M	262
Central Coast	2006	75-79	Separated	F	99
Central Coast	2006	75-79	Separated	M	123
Central Coast	2006	75-79	Widowed	F	2810
Central Coast	2006	75-79	Widowed	M	758
Central Coast	2006	80-84	Divorced	F	297
Central Coast	2006	80-84	Divorced	M	201
Central Coast	2006	80-84	Married	F	1731
Central Coast	2006	80-84	Married	M	2533
Central Coast	2006	80-84	Never married	F	170
Central Coast	2006	80-84	Never married	M	139
Central Coast	2006	80-84	Separated	F	60
Central Coast	2006	80-84	Separated	M	79
Central Coast	2006	80-84	Widowed	F	3144
Central Coast	2006	80-84	Widowed	M	840
Central Coast	2006	85+	Divorced	F	183
Central Coast	2006	85+	Divorced	M	93
Central Coast	2006	85+	Married	F	708
Central Coast	2006	85+	Married	M	1288
Central Coast	2006	85+	Never married	F	166
Central Coast	2006	85+	Never married	M	98
Central Coast	2006	85+	Separated	F	15
Central Coast	2006	85+	Separated	M	29
Central Coast	2006	85+	Widowed	F	3560
Central Coast	2006	85+	Widowed	M	993
Central Coast	2011	15-19	Divorced	F	4
Central Coast	2011	15-19	Divorced	M	7
Central Coast	2011	15-19	Married	F	17
Central Coast	2011	15-19	Married	M	12
Central Coast	2011	15-19	Never married	F	10124
Central Coast	2011	15-19	Never married	M	10886
Central Coast	2011	15-19	Separated	F	3
Central Coast	2011	15-19	Separated	M	10
Central Coast	2011	15-19	Widowed	F	12
Central Coast	2011	15-19	Widowed	M	3
Central Coast	2011	20-24	Divorced	F	15
Central Coast	2011	20-24	Divorced	M	18
Central Coast	2011	20-24	Married	F	620
Central Coast	2011	20-24	Married	M	305
Central Coast	2011	20-24	Never married	F	7759
Central Coast	2011	20-24	Never married	M	8390
Central Coast	2011	20-24	Separated	F	45
Central Coast	2011	20-24	Separated	M	10
Central Coast	2011	20-24	Widowed	F	4
Central Coast	2011	20-24	Widowed	M	3
Central Coast	2011	25-29	Divorced	F	141
Central Coast	2011	25-29	Divorced	M	72
Central Coast	2011	25-29	Married	F	2830
Central Coast	2011	25-29	Married	M	1904
Central Coast	2011	25-29	Never married	F	4973
Central Coast	2011	25-29	Never married	M	5660
Central Coast	2011	25-29	Separated	F	205
Central Coast	2011	25-29	Separated	M	120
Central Coast	2011	25-29	Widowed	F	15
Central Coast	2011	25-29	Widowed	M	7
Central Coast	2011	30-34	Divorced	F	429
Central Coast	2011	30-34	Divorced	M	208
Central Coast	2011	30-34	Married	F	4620
Central Coast	2011	30-34	Married	M	3777
Central Coast	2011	30-34	Never married	F	3100
Central Coast	2011	30-34	Never married	M	3639
Central Coast	2011	30-34	Separated	F	376
Central Coast	2011	30-34	Separated	M	232
Central Coast	2011	30-34	Widowed	F	29
Central Coast	2011	30-34	Widowed	M	6
Central Coast	2011	35-39	Divorced	F	981
Central Coast	2011	35-39	Divorced	M	529
Central Coast	2011	35-39	Married	F	5878
Central Coast	2011	35-39	Married	M	5371
Central Coast	2011	35-39	Never married	F	2629
Central Coast	2011	35-39	Never married	M	3046
Central Coast	2011	35-39	Separated	F	610
Central Coast	2011	35-39	Separated	M	398
